group,date,total_cost_yuan,emergency_kWh,state_start_kWh,state_end_kWh
B0,2025-05-03,20204.857381290145,1167.6488406475894,1200.0,1207.9322009403595
B0,2025-05-04,44490.126415405924,1112.9027956037291,1207.9322009403595,1205.1323159759836
B0,2025-05-05,41010.737410025446,440.65769371293266,1205.1323159759836,1304.3837829752706
B0,2025-05-06,39934.76604230761,140.55726689682422,1304.3837829752706,1337.356845621318
B0,2025-05-07,40841.86639861233,278.73358871959863,1337.356845621318,1452.4331827580534
B0,2025-05-08,40458.6451154678,35.999250000000075,1452.4331827580534,2163.19183809941
B0,2025-05-09,14829.912847446276,0.0,2163.19183809941,1784.3107966399994
B0,2025-05-10,15056.08455392459,0.0,1784.3107966399994,1478.5301346726012
B0,2025-05-11,40423.63441877135,233.04959208269034,1478.5301346726012,1428.9920367528648
B0,2025-05-12,39394.30488184883,0.0,1428.9920367528648,1919.5743901139697
B0,2025-05-13,39015.62532322121,0.0,1919.5743901139697,1908.4780082454197
B0,2025-05-14,39225.38367554464,0.0,1908.4780082454197,2098.58520062304
B0,2025-05-15,39007.98449169078,0.0,2098.58520062304,2528.7352777667893
B0,2025-05-16,15034.898956665975,0.0,2528.7352777667893,2036.0708424239
B0,2025-05-17,15018.864900448423,0.0,2036.0708424239,1994.4480906119047
B0,2025-05-18,38125.23575744643,0.0,1994.4480906119047,2220.912405091124
B0,2025-05-19,38279.83218084589,67.00333333333344,2220.912405091124,2046.3175986764973
B0,2025-05-20,37363.93548339614,0.0,2046.3175986764973,1983.19049999772
B0,2025-05-21,38292.520827017746,0.0,1983.19049999772,2162.238367050536
B0,2025-05-22,37981.035981874265,0.0,2162.238367050536,2911.86222768088
B0,2025-05-23,15065.107623510265,0.0,2911.86222768088,3046.322415887086
B0,2025-05-24,15151.656029548956,0.0,3046.322415887086,2976.8604643212107
B0,2025-05-25,37294.956911126195,0.0,2976.8604643212107,2431.796398172532
B0,2025-05-26,37294.02590269296,0.0,2431.796398172532,2792.567335065405
B0,2025-05-27,38081.92161232241,0.0,2792.567335065405,2463.155009541603
B0,2025-05-28,37200.50521369318,0.0,2463.155009541603,2758.3290902813187
B0,2025-05-29,37783.67531921983,8.41228353864767,2758.3290902813187,2912.3894879562004
B0,2025-05-30,15142.286621249199,0.0,2912.3894879562004,3140.391562115301
B0,2025-05-31,15177.59130588118,0.0,3140.391562115301,3279.086560594169
B0,2025-06-01,103869.11845947048,10640.299558494882,3279.086560594169,1200.0
B0,2025-06-02,64095.50799611884,3173.593110178834,1200.0,1200.0
B0,2025-06-03,48143.797215054256,713.255885751521,1200.0,1200.0
B0,2025-06-04,48324.71119475009,63.105201870255094,1200.0,1895.860376734192
B0,2025-06-05,49949.448049899045,82.21092747886189,1895.860376734192,1978.9852932416088
B0,2025-06-06,25044.33223334982,512.6443815907971,1978.9852932416088,1838.9422986451668
B0,2025-06-07,22481.41164147685,0.0,1838.9422986451668,2829.274574864862
B0,2025-06-08,57956.550535639064,0.0,2829.274574864862,3826.428641855444
B0,2025-06-09,51235.27921130686,265.87974414571875,3826.428641855444,1683.9487328043829
B0,2025-06-10,53316.45656970511,32.79018205190357,1683.9487328043829,1596.2743818012032
B0,2025-06-11,53178.87406225227,9.645101164713084,1596.2743818012032,1876.7348219809385
B0,2025-06-12,56506.04434059741,3.214520349777217,1876.7348219809385,2234.7437882248573
B0,2025-06-13,22191.658861151234,0.0,2234.7437882248573,2377.626563821072
B0,2025-06-14,23094.055385077852,0.0,2377.626563821072,2086.719479498104
B0,2025-06-15,53704.77180220025,0.0,2086.719479498104,2436.6803518618985
B0,2025-06-16,54024.90007849757,24.506391675418058,2436.6803518618985,2422.103562815601
B0,2025-06-17,54909.40675121477,41.959512548406565,2422.103562815601,2011.860996727869
B0,2025-06-18,55831.67096692128,12.194998064151264,2011.860996727869,2551.830211700493
B0,2025-06-19,54160.99978597414,76.47263984127903,2551.830211700493,2342.156203589363
B0,2025-06-20,21327.470869858906,0.0,2342.156203589363,2637.3773176403124
B0,2025-06-21,20595.580513934245,0.0,2637.3773176403124,2965.0990246607307
B0,2025-06-22,51421.05102109559,0.0,2965.0990246607307,2749.993318417255
B0,2025-06-23,52062.50579172578,0.0,2749.993318417255,2503.572461221472
B0,2025-06-24,58191.53066934708,1512.9586012666755,2503.572461221472,2682.830672794633
B0,2025-06-25,53167.1341363086,0.0,2682.830672794633,2643.514557278062
B0,2025-06-26,51850.87458109557,8.754470589140169,2643.514557278062,2400.8320891514672
B0,2025-06-27,20283.64251640712,0.0,2400.8320891514672,3017.4170683794678
B0,2025-06-28,20258.436244671477,0.0,3017.4170683794678,3057.074689232268
B0,2025-06-29,52572.33767662319,0.0,3057.074689232268,3532.1557224892504
B0,2025-06-30,52712.08284378884,0.0,3532.1557224892504,3065.449709052926
B0,2025-07-01,62121.22369436894,2117.7192122579136,3065.449709052926,1200.0
B0,2025-07-02,57715.3274640785,178.46594246181576,1200.0,1791.2665403498609
B0,2025-07-03,54989.73673199905,47.5369826136689,1791.2665403498609,1508.021214342967
B0,2025-07-04,25584.406496021635,0.0,1508.021214342967,1562.1775320048637
B0,2025-07-05,25920.883865158627,0.0,1562.1775320048637,1984.212671281843
B0,2025-07-06,84954.50144718499,5800.398955038063,1984.212671281843,1200.0
B0,2025-07-07,56881.73069233799,67.55396256558447,1200.0,2100.540001534761
B0,2025-07-08,57755.43775172396,3.856001554036652,2100.540001534761,3923.100603490628
B0,2025-07-09,52153.84580528759,87.64634129125761,3923.100603490628,1745.5953300576828
B0,2025-07-10,53192.731005921414,110.91814368001212,1745.5953300576828,1521.0750429154332
B0,2025-07-11,25807.937912531695,0.0,1521.0750429154332,2054.5501265591192
B0,2025-07-12,25335.999724340967,0.0,2054.5501265591192,1668.7085452960173
B0,2025-07-13,52671.83443581826,142.88754799694777,1668.7085452960173,1524.1871672210868
B0,2025-07-14,51822.59912588474,164.3773634752431,1524.1871672210868,1713.5162380012302
B0,2025-07-15,52056.9797459872,0.0,1713.5162380012302,2559.162522243628
B0,2025-07-16,52021.48097347923,48.42224944655993,2559.162522243628,2107.9446567544583
B0,2025-07-17,52150.87404017108,16.210144425121484,2107.9446567544583,1939.9794825080064
B0,2025-07-18,29288.011655043738,0.0,1939.9794825080064,3643.805765877925
B0,2025-07-19,25338.259842618434,0.0,3643.805765877925,2217.301559718354
B0,2025-07-20,50918.17038629146,6.8123195112275425,2217.301559718354,2083.2258201199384
B0,2025-07-21,52770.03940899479,0.0,2083.2258201199384,2667.0365971684464
B0,2025-07-22,54753.368804252335,11.851199630500671,2667.0365971684464,2657.3052886363207
B0,2025-07-23,54521.193564967776,0.0,2657.3052886363207,3045.4470683388145
B0,2025-07-24,53674.48508642603,0.0,3045.4470683388145,2956.781868347983
B0,2025-07-25,25867.141682387053,0.0,2956.781868347983,2764.9297928565206
B0,2025-07-26,26118.59471628854,0.0,2764.9297928565206,2552.707216335933
B0,2025-07-27,53952.565607217184,249.38685155555544,2552.707216335933,2586.9540798732523
B0,2025-07-28,52964.74892677948,64.45756835575438,2586.9540798732523,1712.8959956901265
B0,2025-07-29,56866.23656059891,0.0,1712.8959956901265,3228.6465952660565
B0,2025-07-30,54952.95916906065,0.0,3228.6465952660565,3296.0079803397407
B0,2025-07-31,54680.9399881189,0.0,3296.0079803397407,3076.3112319514985
B0,2025-08-01,26500.24617335138,0.0,3076.3112319514985,3023.7060207673608
B0,2025-08-02,25762.49571306147,0.0,3023.7060207673608,3009.054249897149
B0,2025-08-03,51363.02105597025,88.32649717448601,3009.054249897149,1851.3395026753567
B0,2025-08-04,49565.214050827744,0.7958510847402067,1851.3395026753567,2411.333411910572
B0,2025-08-05,46832.6323661777,0.0,2411.333411910572,2428.400094953329
B0,2025-08-06,52735.809836389286,866.6643956511612,2428.400094953329,1677.7884058996794
B0,2025-08-07,48187.56859993455,11.437934344903738,1677.7884058996794,2219.960098559918
B0,2025-08-08,24590.433775130266,0.0,2219.960098559918,2544.908321954116
B0,2025-08-09,23533.096996865315,0.0,2544.908321954116,2032.0154680549256
B0,2025-08-10,45755.443523041016,5.862469086058468,2032.0154680549256,2227.032038011363
B0,2025-08-11,47533.447523508126,42.567719914798204,2227.032038011363,1884.029978212175
B0,2025-08-12,48711.41627135829,209.85250484186997,1884.029978212175,1763.1256002595264
B0,2025-08-13,47084.55108425496,87.01022059917159,1763.1256002595264,2074.1415967929
B0,2025-08-14,47225.585101118515,85.89197652116127,2074.1415967929,1764.2617923659598
B0,2025-08-15,23739.792499456,0.0,1764.2617923659598,2028.474894344484
B0,2025-08-16,23823.988636465107,0.0,2028.474894344484,1882.7317984687568
B0,2025-08-17,47132.00454962558,135.0077478699393,1882.7317984687568,1804.130009956635
B0,2025-08-18,47140.772026886625,153.01939196994147,1804.130009956635,2035.0015261342317
B0,2025-08-19,47641.26367387326,97.64092808783482,2035.0015261342317,1996.5216228751185
B0,2025-08-20,61220.17604445245,2321.084948491587,1996.5216228751185,1546.802314567777
B0,2025-08-21,47092.11418412315,25.663950523654307,1546.802314567777,1805.6356133165616
B0,2025-08-22,24519.180352415464,0.0,1805.6356133165616,1658.6390864273526
B0,2025-08-23,24103.965503149124,0.0,1658.6390864273526,1807.8860896172416
B0,2025-08-24,48564.65021043155,0.0,1807.8860896172416,1836.370454030369
B0,2025-08-25,48444.1829935967,61.603830516341986,1836.370454030369,1637.7385857258798
B0,2025-08-26,49334.414593984104,8.861320140572843,1637.7385857258798,2366.006934697793
B0,2025-08-27,48864.678210271355,14.21475289044622,2366.006934697793,1679.534650122013
B0,2025-08-28,49254.99058078972,91.47142906548106,1679.534650122013,1676.2299567743416
B0,2025-08-29,25121.441228132313,0.0,1676.2299567743416,2123.218082729186
B0,2025-08-30,24563.289396910593,0.0,2123.218082729186,1539.1008141838124
B0,2025-08-31,50000.99147292499,31.375909131537014,1539.1008141838124,2119.808408893472
B0,2025-09-01,49552.78091998842,0.0,2119.808408893472,5496.720592335217
B0,2025-09-02,46744.684481361764,0.0,5496.720592335217,5157.547287374935
B0,2025-09-03,47677.991641104556,0.0,5157.547287374935,4846.317323441926
B0,2025-09-04,39910.28409149731,5.845527181324769,4846.317323441926,2922.5968099495567
B0,2025-09-05,20406.191993798115,0.0,2922.5968099495567,3480.1814571531304
B0,2025-09-06,17404.739042835,0.0,3480.1814571531304,2394.740922041065
B0,2025-09-07,39334.90469463423,0.0,2394.740922041065,2172.045126146438
B0,2025-09-08,77253.09562366517,7186.245775825404,2172.045126146438,1200.0
B0,2025-09-09,43811.39388411008,146.95707761295034,1200.0,2856.3358153770077
B0,2025-09-10,43978.175059704576,296.37601666666563,2856.3358153770077,2865.314299843477
B0,2025-09-11,42349.74063209673,0.0,2865.314299843477,2680.8005512431987
B0,2025-09-12,19487.644686649022,0.0,2680.8005512431987,2924.4160629333096
B0,2025-09-13,18092.572923952997,0.0,2924.4160629333096,2361.739322756512
B0,2025-09-14,42617.67217899113,0.0,2361.739322756512,1962.0522001527124
B0,2025-09-15,41561.77494346794,1.1717666666667128,1962.0522001527124,1749.383057029447
B0,2025-09-16,43302.27874143261,8.238266666666732,1749.383057029447,1726.6855944111232
B0,2025-09-17,41846.89143087543,7.629166666666833,1726.6855944111232,1696.830807142641
B0,2025-09-18,41460.90250912456,8.68985869932678,1696.830807142641,1378.0129007109058
B0,2025-09-19,19357.256656693637,0.0,1378.0129007109058,2504.1907131955386
B0,2025-09-20,18027.881596873445,0.0,2504.1907131955386,1968.809046533687
B0,2025-09-21,43611.421830645006,0.0,1968.809046533687,1737.073592871693
B0,2025-09-22,42979.48809145455,19.555900000000065,1737.073592871693,1420.504637207824
B0,2025-09-23,45645.23857765893,409.6814164790937,1420.504637207824,1566.4840519021852
B0,2025-09-24,43890.15166594637,0.0,1566.4840519021852,2124.0981222829514
B0,2025-09-25,43745.67269810302,15.37166666666667,2124.0981222829514,1499.9266432615634
B0,2025-09-26,19167.170079865755,0.0,1499.9266432615634,2097.0233653029386
B0,2025-09-27,18706.886065330666,0.0,2097.0233653029386,1470.4788431962
B0,2025-09-28,44325.99921967182,5.868333333333339,1470.4788431962,1628.852605337608
B0,2025-09-29,45566.83302281962,244.1220704747144,1628.852605337608,1460.6906230029078
B0,2025-09-30,46271.10355441367,241.75636429766553,1460.6906230029078,1382.8259229328964
B0,2025-10-01,45092.9584351914,0.0,1382.8259229328964,3346.2691804256465
B0,2025-10-02,41997.36937290993,0.0,3346.2691804256465,3096.2505942948123
B0,2025-10-03,16969.226328398294,0.0,3096.2505942948123,3407.132805872082
B0,2025-10-04,16691.92059121234,0.0,3407.132805872082,2742.394983956471
B0,2025-10-05,38972.304363717936,0.0,2742.394983956471,2419.6018894965696
B0,2025-10-06,40827.8868607445,0.0,2419.6018894965696,2197.172816461422
B0,2025-10-07,40326.03638210958,0.0,2197.172816461422,2462.6843924326786
B0,2025-10-08,39934.09037551784,291.03437878622253,2462.6843924326786,1354.9513434044472
B0,2025-10-09,39617.01618164221,0.0,1354.9513434044472,1605.2769076383702
B0,2025-10-10,16320.938456809554,0.0,1605.2769076383702,1644.621837152157
B0,2025-10-11,16683.215021995846,0.0,1644.621837152157,1811.5164825235968
B0,2025-10-12,39607.063361243825,20.929933333333334,1811.5164825235968,1663.4208539177005
B0,2025-10-13,41384.97723237097,0.0,1663.4208539177005,1865.9923074633584
B0,2025-10-14,41293.603718238315,0.0,1865.9923074633584,1624.4815722511107
B0,2025-10-15,42303.17079778949,248.73778964634263,1624.4815722511107,1537.4879069524586
B0,2025-10-16,49108.78082312707,999.7201469648747,1537.4879069524586,1642.1469684064218
B0,2025-10-17,17600.67240341719,0.0,1642.1469684064218,1768.9391996177633
B0,2025-10-18,17513.01663218479,0.0,1768.9391996177633,2154.197201431138
B0,2025-10-19,45159.82911608787,277.085224585657,2154.197201431138,1531.518465085012
B0,2025-10-20,45498.68045381015,83.48286012000993,1531.518465085012,1562.5879972992257
B0,2025-10-21,45227.27965574374,0.0,1562.5879972992257,1845.6533583660291
B0,2025-10-22,46118.81384153499,71.00391661739775,1845.6533583660291,1387.8326539094658
B0,2025-10-23,45685.78304478044,0.0,1387.8326539094658,1586.4542371446769
B0,2025-10-24,18053.826391353552,105.63746487083898,1586.4542371446769,1488.4447503581262
B0,2025-10-25,17978.73672613823,0.0,1488.4447503581262,1560.828326607622
B0,2025-10-26,46284.37436079653,0.0,1560.828326607622,1822.1024400594624
B0,2025-10-27,46345.99691607216,14.982249360756782,1822.1024400594624,1441.854941278346
B0,2025-10-28,46482.24668750045,0.0,1441.854941278346,1785.9424046071947
B0,2025-10-29,50009.52906723825,668.4083655376676,1785.9424046071947,1352.9788909256831
B0,2025-10-30,46821.599335553045,0.896166928002117,1352.9788909256831,1374.6406501520933
B0,2025-10-31,18282.32295449246,0.0,1374.6406501520933,1641.331214870847
B0,2025-11-01,18314.908171549694,0.0,1641.331214870847,2005.9518551408853
B0,2025-11-02,48982.58716654344,168.11076879464997,2005.9518551408853,1519.2708931404002
B0,2025-11-03,48882.521747225444,0.0,1519.2708931404002,1857.4036006815177
B0,2025-11-04,49362.74750233048,49.13149819515604,1857.4036006815177,1462.6839146696852
B0,2025-11-05,49259.769389415414,0.0,1462.6839146696852,1791.7042150613995
B0,2025-11-06,49207.996821131426,0.0,1791.7042150613995,1505.308084020381
B0,2025-11-07,18950.0782918253,0.0,1505.308084020381,1804.9890379404096
B0,2025-11-08,18778.58755745213,0.0,1804.9890379404096,1995.586534567844
B0,2025-11-09,49636.44148898167,0.0,1995.586534567844,1718.418358720816
B0,2025-11-10,50445.90539222685,0.0,1718.418358720816,1573.9539772124845
B0,2025-11-11,51561.476598363304,0.0,1573.9539772124845,1783.8558962404957
B0,2025-11-12,51458.83188004584,0.0,1783.8558962404957,1803.2011330779696
B0,2025-11-13,50877.697958441204,0.0,1803.2011330779696,1635.6116747910091
B0,2025-11-14,19484.69270381902,0.0,1635.6116747910091,2203.042665661628
B0,2025-11-15,19257.437937458588,0.0,2203.042665661628,1893.2109985137545
B0,2025-11-16,51949.3819370647,0.0,1893.2109985137545,1664.2826845229738
B0,2025-11-17,52745.217437265186,0.0,1664.2826845229738,1944.283109330118
B0,2025-11-18,51392.62908805011,0.0,1944.283109330118,1445.4494197038423
B0,2025-11-19,52983.095396036246,1.3850000000001046,1445.4494197038423,1671.481189190897
B0,2025-11-20,53087.73249096653,0.0,1671.481189190897,1799.6290918939706
B0,2025-11-21,20086.948496709647,0.0,1799.6290918939706,2136.7080073838088
B0,2025-11-22,20056.074903782515,0.0,2136.7080073838088,1990.6992691619876
B0,2025-11-23,53520.39033313668,0.0,1990.6992691619876,1796.7393661550752
B0,2025-11-24,53354.41303507455,18.83966666666663,1796.7393661550752,1504.2477909394704
B0,2025-11-25,53413.63556411332,0.0,1504.2477909394704,1787.0412694564943
B0,2025-11-26,54635.204562729006,31.009150818344096,1787.0412694564943,2077.932091375495
B0,2025-11-27,54143.351484443905,0.0,2077.932091375495,1988.632484567685
B0,2025-11-28,20612.948946624765,0.0,1988.632484567685,2149.501554508968
B0,2025-11-29,20652.716416914736,0.0,2149.501554508968,1950.4577098251832
B0,2025-11-30,55587.5958984994,6.062833333333401,1950.4577098251832,1695.14659656624
B0,2025-12-01,76216.6820627431,4193.752246367829,1695.14659656624,1538.104802296656
B0,2025-12-02,80138.93676237529,4641.1409073286995,1538.104802296656,1302.9552414062484
B0,2025-12-03,65452.71744948741,1528.313889004364,1302.9552414062484,1492.035704684375
B0,2025-12-04,63255.29248456936,32.66938726574324,1492.035704684375,2677.834371234291
B0,2025-12-05,26796.73012260806,0.0,2677.834371234291,2853.664406538629
B0,2025-12-06,26898.918275210686,0.0,2853.664406538629,2373.0314908201217
B0,2025-12-07,62902.27075549658,3.995261787472941,2373.0314908201217,1974.9832721518949
B0,2025-12-08,66582.65000252445,0.0,1974.9832721518949,2382.854753471312
B0,2025-12-09,62011.833945487895,35.29970733733933,2382.854753471312,1647.1133074422394
B0,2025-12-10,61452.69023610894,0.0,1647.1133074422394,1695.787181987335
B0,2025-12-11,62629.80571075892,0.0,1695.787181987335,1866.718094995944
B0,2025-12-12,26721.62961138421,0.0,1866.718094995944,1995.8984609828508
B0,2025-12-13,26953.278475366973,0.0,1995.8984609828508,2015.5952798331157
B0,2025-12-14,62332.29532394437,0.0,2015.5952798331157,1687.3573122440328
B0,2025-12-15,63422.76227320374,0.0,1687.3573122440328,1859.9639225845624
B0,2025-12-16,63526.78532218511,0.0,1859.9639225845624,1792.3720479843755
B0,2025-12-17,63521.76763094267,0.0,1792.3720479843755,1813.847858299502
B0,2025-12-18,63883.47699765449,0.0,1813.847858299502,1944.56077956206
B0,2025-12-19,27244.67087199268,0.0,1944.56077956206,1693.81430307671
B0,2025-12-20,27712.482840705292,0.0,1693.81430307671,1917.103455643378
B0,2025-12-21,63095.90333866453,0.0,1917.103455643378,1798.2116229383355
B0,2025-12-22,63889.06985415082,0.0,1798.2116229383355,1742.7017496155372
B0,2025-12-23,64383.20837960083,0.0,1742.7017496155372,2062.462492969055
B0,2025-12-24,63748.406350869205,0.0,2062.462492969055,1841.01840572724
B0,2025-12-25,63819.77974648351,0.0,1841.01840572724,1832.0834009706548
B0,2025-12-26,27836.943859031013,0.0,1832.0834009706548,2325.9271134334763
B0,2025-12-27,27459.6719288738,0.0,2325.9271134334763,2104.034525765157
B0,2025-12-28,63693.09695437681,0.0,2104.034525765157,2163.094747024555
B0,2025-12-29,64272.07414939145,0.0,2163.094747024555,1764.0652224645492
B0,2025-12-30,63613.3443381014,0.0,1764.0652224645492,2058.80072407334
B0,2025-12-31,62456.3330651064,0.0,2058.80072407334,1682.897933104455
B1,2025-02-01,23650.609154038986,0.0,6075.795025925926,2749.609082942003
B1,2025-02-02,59237.49817731436,0.0,2749.609082942003,2631.56005295408
B1,2025-02-03,60252.36087404773,0.0,2631.56005295408,2334.751404912955
B1,2025-02-04,60409.83500478802,0.0,2334.751404912955,1707.5013556908984
B1,2025-02-05,56626.04208604003,8.551346221728181,1707.5013556908984,1798.1884202421363
B1,2025-02-06,60442.76314246836,16.36428678230766,1798.1884202421363,1640.2676780711352
B1,2025-02-07,24306.307815060944,0.0,1640.2676780711352,1849.0234075425733
B1,2025-02-08,19398.363517667207,0.0,1849.0234075425733,1721.043590012766
B1,2025-02-09,58405.18747115028,0.0,1721.043590012766,2005.7531851050096
B1,2025-02-10,55328.6334342007,0.0,2005.7531851050096,1859.3440006443336
