scenario,year,gdp_trillion,population_million,coal_share,clean_share,pred_mt_raw,pred_mt,intensity_mt_per_trillion_yuan,intensity_base_2025,intensity_reduction_pct,total_yoy_pct,row_type,lower_mt,upper_mt,path_valid
低碳,2045,302.9562645933445,143.6429131963641,0.32399999999999984,0.49600000000000016,13891.763358750055,13437.482154194848,44.354528110623036,82.16974245534252,46.020850515956326,0.7057127022151777,forecast,12811.681077525996,14063.283230863699,True
强化低碳,2025,141.65382,140.8,0.524,0.296,12033.160034624761,11639.657907215445,82.16974245534252,82.16974245534252,0.0,,anchor,11499.724532433034,11779.591281997857,True
强化低碳,2026,147.74493425999998,140.9408,0.51,0.31,12091.275473527296,11695.872885326495,79.16259832465201,82.16974245534252,3.6596733065396014,0.4829607412791814,forecast,11555.939510544084,11835.806260108906,True
强化低碳,2027,154.09796643317998,141.08174079999998,0.496,0.324,12154.086843306679,11756.630230430517,76.29322114077627,82.16974245534252,7.151685205487912,0.5194767906570474,forecast,11558.734553984594,11954.52590687644,True
强化低碳,2028,160.72417898980672,141.22282254079997,0.482,0.338,12221.288497955336,11821.634291596367,73.55230784750879,82.16974245534252,10.487357450970613,0.552914056934406,forecast,11579.262576798654,12064.00600639408,True
强化低碳,2029,167.6353186863684,141.36404536334075,0.46799999999999997,0.35200000000000004,12292.617585377375,11890.630812380385,70.93153701474303,82.16974245534252,13.676817165037614,0.5836462123774755,forecast,11610.764062815562,12170.497561945207,True
强化低碳,2030,174.84363738988225,141.50540940870408,0.45399999999999996,0.36600000000000005,12367.847028612812,11963.400141574974,68.42342289469703,82.16974245534252,16.729174450213613,0.6119888031408838,forecast,11650.499603240547,12276.3006799094,True
强化低碳,2031,181.48769561069778,141.64691481811278,0.43999999999999995,0.38000000000000006,12428.264950621355,12021.84230818962,66.24053640516328,82.16974245534252,19.385731991111466,0.4885079987548835,forecast,11679.07694198707,12364.60767439217,True
强化低碳,2032,188.3842280439043,141.78856173293087,0.42599999999999993,0.3940000000000001,12491.997273359328,12083.490489728609,64.1427927125219,82.16974245534252,21.938671345620776,0.512801448884348,forecast,11713.261579936352,12453.719399520865,True
强化低碳,2033,195.54282870957266,141.93035029466378,0.4119999999999999,0.4080000000000001,12558.879843245923,12148.18590067597,62.125448326815906,82.16974245534252,24.393765307735084,0.535403334014739,forecast,11752.394547784124,12543.977253567815,True
强化低碳,2034,202.97345620053642,142.07228064495843,0.3979999999999999,0.4220000000000001,12628.768050714294,12215.788660411534,60.18416835914947,82.16974245534252,26.75628940682361,0.5564844025954807,forecast,11795.9885360643,12635.588784758767,True
强化低碳,2035,210.6864475361568,142.21435292560338,0.3839999999999999,0.4360000000000001,12701.534149487365,12286.175200150396,58.31497632538473,82.16974245534252,29.031082996179936,0.576193168493222,forecast,11843.667015164008,12728.683385136783,True
强化低碳,2036,217.42841385731384,142.35656727852896,0.3699999999999999,0.4500000000000001,12754.139833270889,12337.060600282486,56.74079289553486,82.16974245534252,30.946853184586452,0.4141679514017227,forecast,11872.954100481049,12801.167100083923,True
强化低碳,2037,224.38612310074788,142.49892384580747,0.35599999999999987,0.46400000000000013,12809.170693212223,12390.29186972575,55.21861913074986,82.16974245534252,32.79932797555014,0.4314744911121382,forecast,11905.548440130324,12875.035299321176,True
强化低碳,2038,231.56647903997182,142.64142276965325,0.34199999999999986,0.47800000000000015,12866.52435440426,12445.76998138393,53.74599135842802,82.16974245534252,34.59150564134017,0.4477546795627507,forecast,11941.233023457227,12950.306939310633,True
强化低碳,2039,238.97660636925093,142.78406419242287,0.32799999999999985,0.49200000000000016,12926.108867647,12503.405992931835,52.32062745761983,82.16974245534252,36.32616350713894,0.4630971939391104,forecast,11979.82324752102,13026.98873834265,True
强化低碳,2040,246.62385777306696,142.92684825661527,0.31399999999999983,0.5060000000000001,12987.841479343546,12563.119856937565,50.94040767336316,82.16974245534252,38.00588129986148,0.4775807811046473,forecast,12021.160226826687,13105.079487048442,True
强化低碳,2041,254.5158212218051,143.06977510487187,0.2999999999999998,0.5200000000000001,13051.647576779009,12624.83940063234,49.603358015335566,82.16974245534252,39.63306135187911,0.4912756098612858,forecast,12065.105901502695,13184.572899761984,True
强化低碳,2042,262.6603275009029,143.21284487997673,0.2859999999999998,0.5340000000000001,13117.459779847213,12688.499447339098,48.307635827856345,82.16974245534252,41.209946162225705,0.5042444080799235,forecast,12111.539362562075,13265.459532116121,True
强化低碳,2043,271.0654579809318,143.3560577248567,0.2719999999999998,0.5480000000000002,13185.21715568425,12754.041056788681,47.05151719362881,82.16974245534252,42.73863372615499,0.5165434236065414,forecast,12160.354027450912,13347.72808612645,True
强化低碳,2044,279.7395526363216,143.49941378258154,0.2579999999999998,0.5620000000000002,13254.864536945553,12821.410865690277,45.83338589362402,82.16974245534252,44.22109097088448,0.5282232400039,forecast,12211.455426185144,13431.36630519541,True
强化低碳,2045,288.6912183206839,143.6429131963641,0.24399999999999977,0.5760000000000002,13326.351927877591,12890.560513225422,44.65172369360516,82.16974245534252,45.65916557682724,0.5393294720800856,forecast,12264.759436556571,13516.361589894273,True
