strategy_id,time_version,date,natural_slot,interval_start,interval_end,plan_source,price_yuan_kWh,load_kW,pv_kW,net_kWh,plan_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,planned_cost_yuan,emergency_cost_yuan,gap_unknown
N_free,start_time_v1,2025-01-01,27,2025-01-01 04:30:00,2025-01-01 04:40:00,zeros template slot 26,0.4364,4260.24,0.0,710.04,0.0,0.0,0.0,710.04,0.0,6000.0,6000.0,0.0,1549.30728,False
N_free,start_time_v1,2025-01-01,28,2025-01-01 04:40:00,2025-01-01 04:50:00,zeros template slot 27,0.4393,4217.2222,0.0,702.8703666666667,0.0,0.0,0.0,702.8703666666667,0.0,6000.0,6000.0,0.0,1543.8547603833333,False
N_free,start_time_v1,2025-01-01,29,2025-01-01 04:50:00,2025-01-01 05:00:00,zeros template slot 28,0.4422,4261.857,0.0,710.3095,0.0,0.0,0.0,710.3095,0.0,6000.0,6000.0,0.0,1570.4943044999998,False
N_free,start_time_v1,2025-01-01,30,2025-01-01 05:00:00,2025-01-01 05:10:00,zeros template slot 29,0.4395,4341.9,0.0,723.6499999999999,0.0,0.0,0.0,723.6499999999999,0.0,6000.0,6000.0,0.0,1590.2208749999995,False
N_free,start_time_v1,2025-01-01,31,2025-01-01 05:10:00,2025-01-01 05:20:00,zeros template slot 30,0.4333,4208.2208,0.0021,701.3697833333333,0.0,0.0,0.0,701.3697833333333,0.0,6000.0,6000.0,0.0,1519.5176355916667,False
N_free,start_time_v1,2025-01-01,32,2025-01-01 05:20:00,2025-01-01 05:30:00,zeros template slot 31,0.4439,4302.1233,0.0,717.02055,0.0,0.0,0.0,717.02055,0.0,6000.0,6000.0,0.0,1591.4271107250001,False
N_free,start_time_v1,2025-01-01,33,2025-01-01 05:30:00,2025-01-01 05:40:00,zeros template slot 32,0.4301,4456.59,0.0,742.765,0.0,0.0,0.0,742.765,0.0,6000.0,6000.0,0.0,1597.3161324999999,False
N_free,start_time_v1,2025-01-01,34,2025-01-01 05:40:00,2025-01-01 05:50:00,zeros template slot 33,0.3713,4148.637,0.0299,691.4345166666665,0.0,0.0,0.0,691.4345166666665,0.0,6000.0,6000.0,0.0,1283.6481801916664,False
N_free,start_time_v1,2025-01-01,35,2025-01-01 05:50:00,2025-01-01 06:00:00,zeros template slot 34,0.5708,4498.1333,0.0,749.6888833333334,0.0,0.0,0.0,749.6888833333334,0.0,6000.0,6000.0,0.0,2139.612073033333,False
N_free,start_time_v1,2025-01-01,36,2025-01-01 06:00:00,2025-01-01 06:10:00,zeros template slot 35,0.9099,5369.38,0.0,894.8966666666666,0.0,0.0,0.0,894.8966666666666,0.0,6000.0,6000.0,0.0,4071.3323850000006,False
N_free,start_time_v1,2025-01-01,37,2025-01-01 06:10:00,2025-01-01 06:20:00,zeros template slot 36,0.9368,5440.8991,0.4169,906.7470333333332,0.0,0.0,0.0,906.7470333333332,0.0,6000.0,6000.0,0.0,4247.203104133333,False
N_free,start_time_v1,2025-01-01,38,2025-01-01 06:20:00,2025-01-01 06:30:00,zeros template slot 37,0.8758,5316.893,0.0,886.1488333333333,0.0,0.0,0.0,886.1488333333333,0.0,6000.0,6000.0,0.0,3880.4457411666667,False
N_free,start_time_v1,2025-01-01,39,2025-01-01 06:30:00,2025-01-01 06:40:00,zeros template slot 38,0.8759,5399.82,0.0,899.9699999999999,0.0,0.0,0.0,899.9699999999999,0.0,6000.0,6000.0,0.0,3941.4186149999996,False
N_free,start_time_v1,2025-01-01,40,2025-01-01 06:40:00,2025-01-01 06:50:00,zeros template slot 39,0.8601,5447.4007,5.8062,906.9324166666667,0.0,0.0,0.0,906.9324166666667,0.0,6000.0,6000.0,0.0,3900.262857875,False
N_free,start_time_v1,2025-01-01,41,2025-01-01 06:50:00,2025-01-01 07:00:00,zeros template slot 40,0.8442,5444.401,0.0,907.4001666666666,0.0,0.0,0.0,907.4001666666666,0.0,6000.0,6000.0,0.0,3830.136103499999,False
N_free,start_time_v1,2025-01-01,42,2025-01-01 07:00:00,2025-01-01 07:10:00,zeros template slot 41,0.8334,5433.63,3.075,905.0925,0.0,0.0,0.0,905.0925,0.0,6000.0,6000.0,0.0,3771.5204475,False
N_free,start_time_v1,2025-01-01,43,2025-01-01 07:10:00,2025-01-01 07:20:00,zeros template slot 42,0.8092,5449.2818,175.7953,878.9144166666666,0.0,0.0,0.0,878.9144166666666,0.0,6000.0,6000.0,0.0,3556.0877298333335,False
N_free,start_time_v1,2025-01-01,44,2025-01-01 07:20:00,2025-01-01 07:30:00,zeros template slot 43,0.7972,5510.0042,421.496,848.0847,0.0,0.0,0.0,848.0847,0.0,6000.0,6000.0,0.0,3380.4656142,False
N_free,start_time_v1,2025-01-01,45,2025-01-01 07:30:00,2025-01-01 07:40:00,zeros template slot 44,0.7644,5476.0,677.1,799.8166666666666,0.0,0.0,0.0,799.8166666666666,0.0,6000.0,6000.0,0.0,3056.8992999999996,False
N_free,start_time_v1,2025-01-01,46,2025-01-01 07:40:00,2025-01-01 07:50:00,zeros template slot 45,0.6899,5329.4215,950.8112,729.7683833333333,0.0,0.0,0.0,729.7683833333333,0.0,6000.0,6000.0,0.0,2517.3360383083327,False
N_free,start_time_v1,2025-01-01,47,2025-01-01 07:50:00,2025-01-01 08:00:00,zeros template slot 46,0.86,6084.1163,1255.5705,804.7576333333333,0.0,0.0,0.0,804.7576333333333,0.0,6000.0,6000.0,0.0,3460.4578233333327,False
N_free,start_time_v1,2025-01-01,48,2025-01-01 08:00:00,2025-01-01 08:10:00,zeros template slot 47,1.1617,7316.0,1592.2875,953.9520833333332,0.0,0.0,0.0,953.9520833333332,0.0,6000.0,6000.0,0.0,5541.030676041666,False
N_free,start_time_v1,2025-01-01,49,2025-01-01 08:10:00,2025-01-01 08:20:00,zeros template slot 48,1.1683,7469.4947,1937.5212,921.9955833333333,0.0,0.0,0.0,921.9955833333333,0.0,6000.0,6000.0,0.0,5385.837200041667,False
N_free,start_time_v1,2025-01-01,50,2025-01-01 08:20:00,2025-01-01 08:30:00,zeros template slot 49,1.0956,7225.691,2225.1261,833.4274833333332,0.0,0.0,0.0,833.4274833333332,0.0,6000.0,6000.0,0.0,4565.515753699999,False
N_free,start_time_v1,2025-01-01,51,2025-01-01 08:30:00,2025-01-01 08:40:00,zeros template slot 50,1.0849,7216.13,2490.1125,787.6695833333333,0.0,0.0,0.0,787.6695833333333,0.0,6000.0,6000.0,0.0,4272.713654791666,False
N_free,start_time_v1,2025-01-01,52,2025-01-01 08:40:00,2025-01-01 08:50:00,zeros template slot 51,1.061,7361.7004,2826.3146,755.8976333333333,0.0,0.0,0.0,755.8976333333333,0.0,6000.0,6000.0,0.0,4010.0369448333327,False
N_free,start_time_v1,2025-01-01,53,2025-01-01 08:50:00,2025-01-01 09:00:00,zeros template slot 52,1.043,7275.513,3122.1315,692.2302499999998,0.0,0.0,0.0,692.2302499999998,0.0,6000.0,6000.0,0.0,3609.9807537499987,False
N_free,start_time_v1,2025-01-01,54,2025-01-01 09:00:00,2025-01-01 09:10:00,zeros template slot 53,1.036,7077.29,3350.9625,621.0545833333333,0.0,0.0,0.0,621.0545833333333,0.0,6000.0,6000.0,0.0,3217.062741666667,False
N_free,start_time_v1,2025-01-01,55,2025-01-01 09:10:00,2025-01-01 09:20:00,zeros template slot 54,1.0147,7221.8762,3601.7977,603.3464166666665,0.0,0.0,0.0,603.3464166666665,0.0,6000.0,6000.0,0.0,3061.078044958332,False
N_free,start_time_v1,2025-01-01,56,2025-01-01 09:20:00,2025-01-01 09:30:00,zeros template slot 55,0.9922,7229.5513,3875.6352,558.9860166666666,0.0,0.0,0.0,558.9860166666666,0.0,6000.0,6000.0,0.0,2773.129628683333,False
N_free,start_time_v1,2025-01-01,57,2025-01-01 09:30:00,2025-01-01 09:40:00,zeros template slot 56,0.97,7099.33,4149.825,491.58416666666665,0.0,0.0,0.0,491.58416666666665,0.0,6000.0,6000.0,0.0,2384.183208333333,False
N_free,start_time_v1,2025-01-01,58,2025-01-01 09:40:00,2025-01-01 09:50:00,zeros template slot 57,0.9422,7297.1521,4403.4802,482.27865,0.0,0.0,0.0,482.27865,0.0,6000.0,6000.0,0.0,2272.0147201500004,False
N_free,start_time_v1,2025-01-01,59,2025-01-01 09:50:00,2025-01-01 10:00:00,zeros template slot 58,0.9569,7313.1756,4624.7505,448.0708499999999,0.0,0.0,0.0,448.0708499999999,0.0,6000.0,6000.0,0.0,2143.7949818249995,False
N_free,start_time_v1,2025-01-01,60,2025-01-01 10:00:00,2025-01-01 10:10:00,zeros template slot 59,0.9977,7099.46,4836.6375,377.13708333333335,0.0,0.0,0.0,377.13708333333335,0.0,6000.0,6000.0,0.0,1881.3483402083334,False
N_free,start_time_v1,2025-01-01,61,2025-01-01 10:10:00,2025-01-01 10:20:00,zeros template slot 60,0.9919,7125.5214,5080.7024,340.8031666666666,0.0,0.0,0.0,340.8031666666666,0.0,6000.0,6000.0,0.0,1690.213305083333,False
N_free,start_time_v1,2025-01-01,62,2025-01-01 10:20:00,2025-01-01 10:30:00,zeros template slot 61,0.9588,7096.3104,5338.7528,292.92626666666666,0.0,0.0,0.0,292.92626666666666,0.0,6000.0,6000.0,0.0,1404.2885224,False
N_free,start_time_v1,2025-01-01,63,2025-01-01 10:30:00,2025-01-01 10:40:00,zeros template slot 62,0.9549,6986.17,5494.725,248.5741666666666,0.0,0.0,0.0,248.5741666666666,0.0,6000.0,6000.0,0.0,1186.8173587499996,False
N_free,start_time_v1,2025-01-01,64,2025-01-01 10:40:00,2025-01-01 10:50:00,zeros template slot 63,0.9839,7098.9702,5437.9778,276.83206666666666,0.0,0.0,0.0,276.83206666666666,0.0,6000.0,6000.0,0.0,1361.8753519666666,False
N_free,start_time_v1,2025-01-01,65,2025-01-01 10:50:00,2025-01-01 11:00:00,zeros template slot 64,0.799,7193.993,5396.2126,299.6300666666667,0.0,0.0,0.0,299.6300666666667,0.0,6000.0,6000.0,0.0,1197.0221163333335,False
N_free,start_time_v1,2025-01-01,66,2025-01-01 11:00:00,2025-01-01 11:10:00,zeros template slot 65,0.5025,7135.18,5372.1,293.84666666666664,0.0,0.0,0.0,293.84666666666664,0.0,6000.0,6000.0,0.0,738.2897499999998,False
N_free,start_time_v1,2025-01-01,67,2025-01-01 11:10:00,2025-01-01 11:20:00,zeros template slot 66,0.4662,7042.947,5182.9722,309.9958,0.0,0.0,0.0,309.9958,0.0,6000.0,6000.0,0.0,722.6002097999999,False
N_free,start_time_v1,2025-01-01,68,2025-01-01 11:20:00,2025-01-01 11:30:00,zeros template slot 67,0.5007,7069.1675,5131.5011,322.94439999999986,0.0,0.0,0.0,322.94439999999986,0.0,6000.0,6000.0,0.0,808.4913053999996,False
N_free,start_time_v1,2025-01-01,69,2025-01-01 11:30:00,2025-01-01 11:40:00,zeros template slot 68,0.4827,7129.17,5294.775,305.7325000000001,0.0,0.0,0.0,305.7325000000001,0.0,6000.0,6000.0,0.0,737.8853887500002,False
N_free,start_time_v1,2025-01-01,70,2025-01-01 11:40:00,2025-01-01 11:50:00,zeros template slot 69,0.4785,6971.0393,5434.7444,256.0491500000001,0.0,0.0,0.0,256.0491500000001,0.0,6000.0,6000.0,0.0,612.5975913750002,False
N_free,start_time_v1,2025-01-01,71,2025-01-01 11:50:00,2025-01-01 12:00:00,zeros template slot 70,0.4662,6648.4937,5455.5011,198.8320999999999,0.0,0.0,0.0,198.8320999999999,0.0,6000.0,6000.0,0.0,463.4776250999998,False
N_free,start_time_v1,2025-01-01,72,2025-01-01 12:00:00,2025-01-01 12:10:00,zeros template slot 71,0.4432,6471.29,5331.7125,189.92958333333337,0.0,0.0,0.0,189.92958333333337,0.0,6000.0,6000.0,0.0,420.8839566666667,False
N_free,start_time_v1,2025-01-01,73,2025-01-01 12:10:00,2025-01-01 12:20:00,zeros template slot 72,0.4411,6681.1855,5126.6533,259.0886999999999,0.0,0.0,0.0,259.0886999999999,0.0,6000.0,6000.0,0.0,571.4201278499997,False
N_free,start_time_v1,2025-01-01,74,2025-01-01 12:20:00,2025-01-01 12:30:00,zeros template slot 73,0.4551,6585.2714,5118.4895,244.46364999999997,0.0,0.0,0.0,244.46364999999997,0.0,6000.0,6000.0,0.0,556.2770355749999,False
N_free,start_time_v1,2025-01-01,75,2025-01-01 12:30:00,2025-01-01 12:40:00,zeros template slot 74,0.4463,6283.97,5302.575,163.5658333333334,0.0,0.0,0.0,163.5658333333334,0.0,6000.0,6000.0,0.0,364.99715708333343,False
N_free,start_time_v1,2025-01-01,76,2025-01-01 12:40:00,2025-01-01 12:50:00,zeros template slot 75,0.4113,6547.9322,5399.7996,191.3554333333333,0.0,0.0,0.0,191.3554333333333,0.0,6000.0,6000.0,0.0,393.52244864999994,False
N_free,start_time_v1,2025-01-01,77,2025-01-01 12:50:00,2025-01-01 13:00:00,zeros template slot 76,0.5682,6747.6789,5377.6488,228.33835,0.0,0.0,0.0,228.33835,0.0,6000.0,6000.0,0.0,648.70925235,False
N_free,start_time_v1,2025-01-01,78,2025-01-01 13:00:00,2025-01-01 13:10:00,zeros template slot 77,0.8279,6682.36,5261.8125,236.7579166666666,0.0,0.0,0.0,236.7579166666666,0.0,6000.0,6000.0,0.0,980.0593960416663,False
N_free,start_time_v1,2025-01-01,79,2025-01-01 13:10:00,2025-01-01 13:20:00,zeros template slot 78,0.8636,6790.9628,5097.6164,282.22440000000006,0.0,0.0,0.0,282.22440000000006,0.0,6000.0,6000.0,0.0,1218.6449592000004,False
N_free,start_time_v1,2025-01-01,80,2025-01-01 13:20:00,2025-01-01 13:30:00,zeros template slot 79,0.8416,6916.0165,5029.4534,314.42718333333323,0.0,0.0,0.0,314.42718333333323,0.0,6000.0,6000.0,0.0,1323.1095874666662,False
N_free,start_time_v1,2025-01-01,81,2025-01-01 13:30:00,2025-01-01 13:40:00,zeros template slot 80,0.8618,6834.78,5043.8625,298.4862499999999,0.0,0.0,0.0,298.4862499999999,0.0,6000.0,6000.0,0.0,1286.1772512499997,False
N_free,start_time_v1,2025-01-01,82,2025-01-01 13:40:00,2025-01-01 13:50:00,zeros template slot 81,0.8623,6546.5252,4973.5844,262.15680000000003,0.0,0.0,0.0,262.15680000000003,0.0,6000.0,6000.0,0.0,1130.2890432,False
N_free,start_time_v1,2025-01-01,83,2025-01-01 13:50:00,2025-01-01 14:00:00,zeros template slot 82,0.9026,6539.873,4769.7524,295.02009999999984,0.0,0.0,0.0,295.02009999999984,0.0,6000.0,6000.0,0.0,1331.4257112999992,False
N_free,start_time_v1,2025-01-01,84,2025-01-01 14:00:00,2025-01-01 14:10:00,zeros template slot 83,0.9754,6773.97,4478.625,382.5575,0.0,0.0,0.0,382.5575,0.0,6000.0,6000.0,0.0,1865.7329275,False
N_free,start_time_v1,2025-01-01,85,2025-01-01 14:10:00,2025-01-01 14:20:00,zeros template slot 84,1.0002,6736.8117,4209.3909,421.23679999999996,0.0,0.0,0.0,421.23679999999996,0.0,6000.0,6000.0,0.0,2106.6052367999996,False
N_free,start_time_v1,2025-01-01,86,2025-01-01 14:20:00,2025-01-01 14:30:00,zeros template slot 85,0.9978,6623.3813,4060.4316,427.1582833333333,0.0,0.0,0.0,427.1582833333333,0.0,6000.0,6000.0,0.0,2131.09267555,False
N_free,start_time_v1,2025-01-01,87,2025-01-01 14:30:00,2025-01-01 14:40:00,zeros template slot 86,1.0271,6548.98,3934.425,435.75916666666654,0.0,0.0,0.0,435.75916666666654,0.0,6000.0,6000.0,0.0,2237.8412004166657,False
N_free,start_time_v1,2025-01-01,88,2025-01-01 14:40:00,2025-01-01 14:50:00,zeros template slot 87,1.0906,6398.5627,3648.1229,458.4066333333334,0.0,0.0,0.0,458.4066333333334,0.0,6000.0,6000.0,0.0,2499.691371566667,False
N_free,start_time_v1,2025-01-01,89,2025-01-01 14:50:00,2025-01-01 15:00:00,zeros template slot 88,0.9376,6196.5854,3431.0164,460.92816666666664,0.0,0.0,0.0,460.92816666666664,0.0,6000.0,6000.0,0.0,2160.8312453333333,False
N_free,start_time_v1,2025-01-01,90,2025-01-01 15:00:00,2025-01-01 15:10:00,zeros template slot 89,0.6694,6154.69,3327.3375,471.22541666666655,0.0,0.0,0.0,471.22541666666655,0.0,6000.0,6000.0,0.0,1577.191469583333,False
N_free,start_time_v1,2025-01-01,91,2025-01-01 15:10:00,2025-01-01 15:20:00,zeros template slot 90,0.66,6459.5818,3139.1175,553.4107166666666,0.0,0.0,0.0,553.4107166666666,0.0,6000.0,6000.0,0.0,1826.255365,False
N_free,start_time_v1,2025-01-01,92,2025-01-01 15:20:00,2025-01-01 15:30:00,zeros template slot 91,0.7217,6622.8857,2860.4253,627.0767333333333,0.0,0.0,0.0,627.0767333333333,0.0,6000.0,6000.0,0.0,2262.806392233333,False
N_free,start_time_v1,2025-01-01,93,2025-01-01 15:30:00,2025-01-01 15:40:00,zeros template slot 92,0.7308,6493.61,2505.0,664.7683333333332,0.0,0.0,0.0,664.7683333333332,0.0,6000.0,6000.0,0.0,2429.0634899999995,False
N_free,start_time_v1,2025-01-01,94,2025-01-01 15:40:00,2025-01-01 15:50:00,zeros template slot 93,0.7534,6375.0516,2089.695,714.2260999999999,0.0,0.0,0.0,714.2260999999999,0.0,6000.0,6000.0,0.0,2690.4897186999992,False
N_free,start_time_v1,2025-01-01,95,2025-01-01 15:50:00,2025-01-01 16:00:00,zeros template slot 94,0.7823,6354.113,1762.1562,765.3261333333332,0.0,0.0,0.0,765.3261333333332,0.0,6000.0,6000.0,0.0,2993.573170533333,False
N_free,start_time_v1,2025-01-01,96,2025-01-01 16:00:00,2025-01-01 16:10:00,zeros template slot 95,0.8055,6404.25,1525.8,813.0749999999999,0.0,0.0,0.0,813.0749999999999,0.0,6000.0,6000.0,0.0,3274.6595624999995,False
N_free,start_time_v1,2025-01-01,97,2025-01-01 16:10:00,2025-01-01 16:20:00,zeros template slot 96,0.8271,6444.972,1249.2025,865.9615833333332,0.0,0.0,0.0,865.9615833333332,0.0,6000.0,6000.0,0.0,3581.184127875,False
N_free,start_time_v1,2025-01-01,98,2025-01-01 16:20:00,2025-01-01 16:30:00,zeros template slot 97,0.8519,6399.4586,968.2219,905.2061166666665,0.0,0.0,0.0,905.2061166666665,0.0,6000.0,6000.0,0.0,3855.725453941666,False
N_free,start_time_v1,2025-01-01,99,2025-01-01 16:30:00,2025-01-01 16:40:00,zeros template slot 98,0.8791,6292.15,706.6125,930.9229166666665,0.0,0.0,0.0,930.9229166666665,0.0,6000.0,6000.0,0.0,4091.871680208333,False
N_free,start_time_v1,2025-01-01,100,2025-01-01 16:40:00,2025-01-01 16:50:00,zeros template slot 99,0.9024,6236.9153,440.4383,966.0794999999999,0.0,0.0,0.0,966.0794999999999,0.0,6000.0,6000.0,0.0,4358.950704,False
N_free,start_time_v1,2025-01-01,101,2025-01-01 16:50:00,2025-01-01 17:00:00,zeros template slot 100,0.9163,6299.9437,180.885,1019.8431166666666,0.0,0.0,0.0,1019.8431166666666,0.0,6000.0,6000.0,0.0,4672.411239008333,False
N_free,start_time_v1,2025-01-01,102,2025-01-01 17:00:00,2025-01-01 17:10:00,zeros template slot 101,0.9264,6389.06,2.9625,1064.3495833333334,0.0,0.0,0.0,1064.3495833333334,0.0,6000.0,6000.0,0.0,4930.0672700000005,False
N_free,start_time_v1,2025-01-01,103,2025-01-01 17:10:00,2025-01-01 17:20:00,zeros template slot 102,0.9462,6325.1833,0.0,1054.1972166666665,0.0,0.0,0.0,1054.1972166666665,0.0,6000.0,6000.0,0.0,4987.4070320499995,False
N_free,start_time_v1,2025-01-01,104,2025-01-01 17:20:00,2025-01-01 17:30:00,zeros template slot 103,0.9742,6169.4734,5.9578,1027.2525999999998,0.0,0.0,0.0,1027.2525999999998,0.0,6000.0,6000.0,0.0,5003.747414599999,False
N_free,start_time_v1,2025-01-01,105,2025-01-01 17:30:00,2025-01-01 17:40:00,zeros template slot 104,0.9862,6191.99,0.0,1031.9983333333332,0.0,0.0,0.0,1031.9983333333332,0.0,6000.0,6000.0,0.0,5088.783781666666,False
N_free,start_time_v1,2025-01-01,106,2025-01-01 17:40:00,2025-01-01 17:50:00,zeros template slot 105,0.976,6464.5067,0.0,1077.4177833333333,0.0,0.0,0.0,1077.4177833333333,0.0,6000.0,6000.0,0.0,5257.798782666667,False
N_free,start_time_v1,2025-01-01,107,2025-01-01 17:50:00,2025-01-01 18:00:00,zeros template slot 106,1.0742,5764.0309,0.4277,960.6005333333333,0.0,0.0,0.0,960.6005333333333,0.0,6000.0,6000.0,0.0,5159.385464533333,False
N_free,start_time_v1,2025-01-01,108,2025-01-01 18:00:00,2025-01-01 18:10:00,zeros template slot 107,1.2313,4529.45,0.0,754.9083333333333,0.0,0.0,0.0,754.9083333333333,0.0,6000.0,6000.0,0.0,4647.593154166667,False
