strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
T_base_6000,2025-02-11,5845.272645185185,5987.422078518519,79013.31949796091,1166.5464923333373,303.87554197530915,23828.73065781893,19173.337342833333,48737.811845916316,6566.55371252861,55304.36555844493,14,3,base,base,28,,0.02757440018467605,0.0,False
T_base_6000,2025-02-12,5987.422078518519,5973.455044629628,80230.02259147941,633.3264393333374,1158.5516909464977,23424.37651069959,18986.315304166666,49671.35413494604,4188.015906206027,53859.37004115207,8,1,base,base,28,,0.025970699964091182,0.0,False
T_base_6000,2025-02-13,5973.455044629628,6065.388585000001,80611.502019393,158.82381133333658,5293.6794592592605,21391.72193930041,17244.5545845,50076.44469524974,1015.0522792946061,51091.496974544345,4,2,base,base,28,,0.028297999873757362,0.0,False
T_base_6000,2025-02-14,6065.388585000001,5956.732932407411,35118.780867695474,378.0024656666619,2232.2656,18739.505284362138,15276.789367666668,18078.03758146204,2276.931887761972,20354.969469224012,3,2,base,base,28,,0.03388909995555878,0.0,False
T_base_6000,2025-02-15,5956.732932407411,5817.094828703704,35281.91549300411,236.30901666666352,2846.20128065844,18513.71801234567,15121.78588333333,18242.178093073147,1125.8003240083146,19367.978417081464,7,1,base,base,28,,0.061219400027766824,0.0,False
T_base_6000,2025-02-16,5817.094828703704,5958.169324444445,79409.40052674896,871.2036084999986,225.92671666666672,23949.1119600823,19271.813641499997,48845.46581219458,4779.464548034992,53624.93036022958,9,5,base,base,28,,0.022541899932548404,0.0,False
T_base_6000,2025-02-17,5958.169324444445,5992.606927407406,80007.12831563786,210.12869966666,5007.063982716046,21028.08433292181,17001.754467000006,49226.46879043391,1459.5855216746202,50686.05431210853,2,2,base,base,28,,0.02325199986808002,0.0,False
T_base_6000,2025-02-18,5992.606927407406,6080.274931296296,76072.38020329218,895.5491309999956,426.75558333333333,23004.65665329218,18554.87068566667,46583.37449133977,6134.761053121137,52718.13554446091,3,2,base,base,28,,0.038524100091308355,0.0,False
T_base_6000,2025-02-19,6080.274931296296,5759.68896425926,76465.40727622632,1657.1308781666685,1076.598349999999,23448.104165226334,19281.491744166662,46869.68269988645,8977.93154322435,55847.6142431108,16,5,base,base,28,,0.038085199892520905,0.0,False
T_base_6000,2025-02-20,5759.68896425926,5917.509337407407,77049.47919043415,234.63069299999847,1805.295694960906,22861.274312139914,18375.593857,47434.515028227805,1401.62585176799,48836.14087999579,7,2,base,base,28,,0.024032199988141656,0.0,False
T_base_6000,2025-02-21,5917.509337407407,5917.8433487037055,34578.52550020577,0.0,5509.064547942383,18467.88583559671,14958.686916666666,17741.299522872407,0.0,17741.299522872407,0,0,base,base,28,,0.025696000084280968,0.0,False
T_base_6000,2025-02-22,5917.8433487037055,5980.408563333333,34473.7446792181,213.83662083333002,3328.8198600823016,18198.367702469135,14684.369145833338,17705.436409490183,1307.1832631541463,19012.61967264433,1,1,base,base,28,,0.03888830007053912,0.0,False
T_base_6000,2025-02-23,5980.408563333333,5912.942513333333,77867.05107962963,111.38252149999843,2170.226706790125,22826.69818950617,18550.344978500005,47897.04913839018,631.9409266659882,48528.99006505617,7,4,base,base,28,,0.028462299844250083,0.0,False
T_base_6000,2025-02-24,5912.942513333333,6007.291790740742,75800.17200185184,527.5415301666632,3879.8986413580215,21894.03644382716,17649.255169833337,46164.0821193774,3420.8458170759754,49584.92793645338,5,2,base,base,28,,0.029542500153183937,0.0,False
T_base_6000,2025-02-25,6007.291790740742,5825.001814444443,73135.66714176953,165.3636833333318,3483.4086699588333,21896.63105514404,17900.332133333337,44607.45227981676,770.4687275499905,45377.92100736675,10,3,base,base,28,,0.03195810015313327,0.0,False
T_base_6000,2025-02-26,5825.001814444443,6178.764495,70940.10505946502,2371.5553995000064,234.78594362140177,20756.000365843618,16493.97388383333,43287.158276214745,15959.080122953454,59246.2383991682,7,2,base,base,28,,0.025190599961206317,0.0,False
T_base_6000,2025-02-27,6178.764495,6089.960399999999,72887.81631152262,1664.0167676666606,3450.9862240740777,22232.559687448556,18088.297032333336,44423.10905730991,8511.009982477792,52934.11903978771,13,4,base,base,28,,0.03992470004595816,0.0,False
T_base_6000,2025-02-28,6089.960399999999,6027.738473333332,33415.85814218107,165.5086393333304,6997.245949382717,17618.56324279835,14327.03596066667,16997.5570602042,786.0808619463189,17783.63792215052,2,1,base,base,28,,0.09263930004090071,0.0,False
T_base_6000,2025-03-01,6027.738473333332,6045.175963703704,33439.965952674895,262.55608416666735,6852.626599588475,16712.819803086422,13521.690299166667,17094.697163253826,1432.5860697358373,18527.283232989663,4,1,base,base,28,,0.09325509984046221,0.0,False
T_base_6000,2025-03-02,6045.175963703704,5932.476946481481,76910.70752489712,2031.3964924999939,2739.4808915637905,20767.079866666667,16922.763807500007,47356.77701312662,13598.797680902877,60955.5746940295,8,2,base,base,28,,0.03455779980868101,0.0,False
T_base_6000,2025-03-03,5932.476946481481,5964.447743148149,79749.40665596706,420.1111333333324,3589.867073456787,23861.73876584362,19299.234683333336,48979.41655369672,2582.3800620499933,51561.796615746716,6,1,base,base,28,,0.029640499968081713,0.0,False
T_base_6000,2025-03-04,5964.447743148149,5846.7246864814815,79601.22287427983,32.14754183333291,6645.335839506164,20497.512601440332,16708.93595816667,49182.003950004335,147.9200587684142,49329.92400877275,4,2,base,base,28,,0.028872199822217226,0.0,False
T_base_6000,2025-03-05,5846.7246864814815,5928.466234259258,76709.85738930039,141.3897666666675,6711.577002469128,20713.84602016462,16704.647883333335,46826.396973103554,933.7286225500061,47760.12559565356,3,2,base,base,28,,0.028108800062909722,0.0,False
T_base_6000,2025-03-06,5928.466234259258,5803.215928518517,73184.64621646091,566.3735838333378,3806.0242728395106,21668.77194362139,17664.430549499997,44619.504188646286,3823.399918338031,48442.904106984315,4,1,base,base,28,,0.026020500110462308,0.0,False
T_base_6000,2025-03-07,5803.215928518517,6002.716867407405,32556.260015226333,0.0,8375.180306995882,16206.54384156379,12947.749666666667,16665.78567390854,0.0,16665.78567390854,0,0,base,base,28,,0.024787700036540627,0.0,False
T_base_6000,2025-03-08,6002.716867407405,5977.143245555557,30914.092369333335,288.36803433333495,9059.02878230453,16333.20191769547,13252.909812999995,16014.995754433734,1103.468001947006,17118.46375638074,4,1,base,base,28,,0.05402229982428253,0.0,False
T_base_6000,2025-03-09,5977.143245555557,6018.152825000001,68773.95243744856,135.98215633332282,1238.1907430041147,22638.474627777778,18300.255827000008,41727.91877061376,810.4083841679419,42538.3271547817,4,3,base,base,28,,0.026035299990326166,0.0,False
T_base_6000,2025-03-10,6018.152825000001,6040.558404814815,67777.13959753086,3928.6556509999996,42.68644999999992,18951.959614197527,15330.922265666668,41110.30244391647,25033.879292536,66144.18173645248,12,2,base,base,28,,0.0348534001968801,0.0,False
T_base_6000,2025-03-11,6040.558404814815,6119.013490185185,72432.022913786,556.6856373333304,5030.500031893004,20782.52706522634,16763.237346,43596.888090751,3843.8210788398137,47440.70916959082,3,2,base,base,28,,0.031597499968484044,0.0,False
T_base_6000,2025-03-12,6119.013490185185,5860.366446666668,68579.70387695472,179.7272021666645,2389.0632378600794,21934.818405761318,17999.985247833338,41439.379669391215,1220.9550333946515,42660.33470278587,2,2,base,base,28,,0.030536300037056208,0.0,False
T_base_6000,2025-03-13,5860.366446666668,5957.682453888889,66330.68811440328,4933.145905833334,103.35678765432078,18564.604260082302,14949.745044166668,40073.3581246571,30297.527699974173,70370.88582463127,17,2,base,base,28,,0.025319499894976616,0.0,False
T_base_6000,2025-03-14,5957.682453888889,5989.120460555554,29643.645008166663,420.7210483333326,10852.805701851852,16599.158764814812,13417.0243935,15236.087172206298,1737.3725938805806,16973.45976608688,6,3,base,base,28,,0.05550010013394058,0.0,False
T_base_6000,2025-03-15,5989.120460555554,5785.233125,30146.663202166666,533.0950096666677,6847.4315333333325,16272.10595,13363.904421499996,15402.726203861435,2541.1675821111667,17943.893785972603,9,2,base,base,28,,0.07274350011721253,0.0,False
T_base_6000,2025-03-16,5785.233125,5865.419101481481,70308.78269176955,414.9135544999989,3274.3807281892978,21190.006346913586,17091.737762166667,42254.011547152346,2884.5166617253253,45138.52820887767,3,2,base,base,28,,0.027097299927845597,0.0,False
T_base_6000,2025-03-17,5865.419101481481,6126.355225,67591.41407777776,0.0,5577.376036213998,20637.179458230443,16481.27285,40652.71351583206,0.0,40652.71351583206,0,0,base,base,28,,0.027811500011011958,0.0,False
T_base_6000,2025-03-18,6126.355225,5867.507813333332,61588.96968971193,3338.9582526666672,206.7144720164623,20148.514601028804,16553.259497333333,37026.35855060209,19716.41479007501,56742.7733406771,14,2,base,base,28,,0.05754279997199774,0.0,False
T_base_6000,2025-03-19,5867.507813333332,6190.23759166667,66231.07383333333,0.0,2324.1728397119377,21847.23022695473,17405.79968333333,39937.312025145744,0.0,39937.312025145744,0,0,base,base,28,,0.027871199883520603,0.0,False
T_base_6000,2025-03-20,6190.23759166667,6058.04116611111,64336.22021069958,1848.4893288333374,271.1068166666671,20124.30362736625,16419.662721166664,39040.72671229321,12529.793255380442,51570.51996767365,6,2,base,base,28,,0.057793600019067526,0.0,False
T_base_6000,2025-03-21,6058.04116611111,5881.748263148148,29369.07936716667,568.0214777616688,14988.203316666666,16179.455917166666,13264.022905571665,15086.42805287005,2465.5508451987125,17551.978898068763,10,3,base,base,28,,0.02373649994842708,0.0,False
T_base_6000,2025-03-22,5881.748263148148,6220.731268888891,29831.077379833332,0.0,10529.487103909463,16396.346512757198,12975.955970166666,15186.3443510523,0.0,15186.3443510523,0,0,base,base,28,,0.023759699892252684,0.0,False
T_base_6000,2025-03-23,6220.731268888891,6076.168835925924,65815.9419574074,299.2895070000045,3439.1641355967013,21244.49158847737,17338.14437633333,39447.36465756901,2007.6846267170306,41455.04928428604,3,2,base,base,28,,0.029674099991098046,0.0,False
T_base_6000,2025-03-24,6076.168835925924,5717.359769259258,62694.29841213991,1065.765115442383,2007.877488888883,21455.879554526753,17702.190599166668,37455.15038559724,7341.701169441152,44796.85155503839,4,2,base,base,28,,0.043165599927306175,0.0,False
T_base_6000,2025-03-25,5717.359769259258,5916.7015412962955,62274.85578847737,2838.421454999998,99.57558333333338,20442.996571810698,16379.419628333333,37341.519312150696,17321.388597510322,54662.90790966102,18,3,base,base,28,,0.02659220015630126,0.0,False
T_base_6000,2025-03-26,5916.7015412962955,5862.6376692592585,64367.6601074074,130.42396050000116,4916.287892181073,21252.09891522633,17262.857606166664,38413.74737242263,909.8375484480081,39323.584920870635,1,1,base,base,28,,0.02422979986295104,0.0,False
T_base_6000,2025-03-27,5862.6376692592585,5852.199204259257,59743.15638765432,2956.81466377983,347.93790000000024,19181.254578600823,15546.21082716667,35958.0568045386,19783.742098437182,55741.79890297579,11,3,base,base,28,,0.041382200084626675,0.0,False
T_base_6000,2025-03-28,5852.199204259257,6021.135278333331,29241.051816166666,60.44047350000024,15204.202116666667,16438.773366666665,13163.36396033333,14820.32344178995,259.894036050001,15080.21747783995,1,1,base,base,28,,0.05994589999318123,0.0,False
T_base_6000,2025-03-29,6021.135278333331,6014.363718703702,28703.246066166666,370.2592704999994,18337.188250205763,15974.74898312757,12945.641080000001,14355.183950951616,1939.4348160498282,16294.618767001444,6,1,base,base,28,,0.0756129000801593,0.0,False
T_base_6000,2025-03-30,6014.363718703702,5924.751163333333,57366.282629218105,1878.5269760000008,108.54825000000028,20375.226079218104,16584.584423999997,34785.413256762426,12123.584093877173,46908.9973506396,6,2,base,base,28,,0.05618369998410344,0.0,False
T_base_6000,2025-03-31,5924.751163333333,6151.9349579629625,58959.08218374485,2011.604318,98.53325000000041,19559.465017078186,15638.701248666668,35207.91096715073,13566.743852146501,48774.65481929723,8,3,base,base,28,,0.032756200060248375,0.0,False
T_base_6000,2025-04-01,6151.9349579629625,6051.816763518519,61761.05396316872,2100.240718999998,148.46579999999994,18916.230213168725,15412.252847666668,36998.2415619238,14243.211582376316,51241.45314430012,5,2,base,base,28,,0.03992659994401038,0.0,False
T_base_6000,2025-04-02,6051.816763518519,5971.642553703703,63774.33579670781,2210.17158983334,1556.1548950617337,21395.652001646085,17402.63491016666,37746.59653032121,11404.226950593451,49150.82348091466,17,4,base,base,28,,0.04606310022063553,0.0,False
T_base_6000,2025-04-03,5971.642553703703,6002.173845555555,64486.871594650205,1109.563442345678,5857.280729012344,20253.39936131687,16377.77532,38178.90204588706,7652.918830617091,45831.82087650415,2,1,base,base,28,,0.02666849992237985,0.0,False
T_base_6000,2025-04-04,6002.173845555555,6008.130568333333,28045.601388999996,0.0,18494.41671872428,16394.849314609055,13274.466894333334,13966.400741067231,0.0,13966.400741067231,0,0,base,base,28,,0.023907499853521585,0.0,False
T_base_6000,2025-04-05,6008.130568333333,5876.041382407408,27917.473721833332,265.858161333334,13213.94679711934,16021.844052880655,13096.573950166669,13828.686238732413,1373.9870546831678,15202.67329341558,4,2,base,base,28,,0.03718099999241531,0.0,False
T_base_6000,2025-04-06,5876.041382407408,6048.257511851852,61599.1967,181.8688843333327,3105.9837995884827,21631.63685041152,17366.631332333334,36526.89318657528,1022.8652493771625,37549.75843595245,5,2,base,base,28,,0.02768659987486899,0.0,False
T_base_6000,2025-04-07,6048.257511851852,5779.685873518519,58141.438067582305,16.421750499998097,1235.7622681995936,20637.330216049384,16957.951949500002,34702.195365979,106.92870389273624,34809.12406987174,2,2,base,base,28,,0.03272540005855262,0.0,False
T_base_6000,2025-04-08,5779.685873518519,5817.783310925926,58389.07128600823,1362.7170473333267,1241.4558532921862,21699.216682716044,17542.077819333335,34879.98996036951,7967.77810676796,42847.76806713747,11,3,base,base,28,,0.056042199954390526,0.0,False
T_base_6000,2025-04-09,5817.783310925926,5843.264732222222,58882.32912119341,3897.7041856666647,313.54779629629525,17417.059024897117,14084.884531000003,35291.076943315325,26376.727302201813,61667.80424551714,8,1,base,base,28,,0.03574820002540946,0.0,False
T_base_6000,2025-04-10,5843.264732222222,6078.503904814814,63582.90641296297,636.5268496666638,5454.70009156379,21538.842188065842,17234.746916999997,37428.11837247475,4217.0328309222305,41645.151203396985,5,2,base,base,28,,0.028103899909183383,0.0,False
T_base_6000,2025-04-11,6078.503904814814,5785.1219648148135,27507.373719,16.066071666666062,19384.265066666667,16245.096333333335,13422.571775999997,13703.0308113005,64.03936166333092,13767.07017296383,1,1,base,base,28,,0.038412499940022826,0.0,False
T_base_6000,2025-04-12,5785.1219648148135,5977.251156666667,27574.253431666664,0.3691579999991461,15333.825823251027,16014.315493415637,12798.679277000001,13607.0660396795,1.8219793089957856,13608.888018988495,1,1,base,base,28,,0.025058100000023842,0.0,False
T_base_6000,2025-04-13,5977.251156666667,6041.271361666667,57989.9780616214,732.5829301666647,464.81130967078275,20651.436917283947,16670.045718499998,34468.395092207116,4912.703793984319,39381.09888619144,5,1,base,base,28,,0.042893300065770745,0.0,False
T_base_6000,2025-04-14,6041.271361666667,6015.56827462963,57827.64496152262,219.83145600000046,1650.66225329217,20483.76390823046,16614.981544000002,34253.118203577775,1504.9384192060031,35758.05662278378,2,1,base,base,28,,0.034852900076657534,0.0,False
T_base_6000,2025-04-15,6015.56827462963,6160.38600962963,56245.50083580246,972.5661198333345,3116.3658290123517,20168.085956790113,16205.813663499997,33355.356824124174,6609.03132210759,39964.388146231766,6,2,base,base,28,,0.051623000064864755,0.0,False
T_base_6000,2025-04-16,6160.38600962963,5889.4638092592595,54340.026136625514,4414.383003833325,209.05806666666683,15839.942653292179,13074.183529500006,32780.72251241924,28985.668776248454,61766.3912886677,19,3,base,base,28,,0.03464620001614094,0.0,False
T_base_6000,2025-04-17,5889.4638092592595,6016.6788237037035,59485.5897563786,354.4417416666682,3014.7479098765434,20223.409079835386,16266.467841666663,35172.07521893433,2468.052257080426,37640.12747601476,2,2,base,base,28,,0.024658699985593557,0.0,False
T_base_6000,2025-04-18,6016.6788237037035,6232.198113518523,27231.609775333338,0.0,17564.328152263377,16416.826731069952,13103.66229133333,13438.827236912266,0.0,13438.827236912266,0,0,base,base,28,,0.023205799981951714,0.0,False
T_base_6000,2025-04-19,6232.198113518523,5998.376592222223,26133.935481166664,188.98243466666594,16645.50148333333,16332.508166666667,13439.770984166671,12739.954854360716,754.7668993279971,13494.721753688713,3,1,base,base,28,,0.04013500013388693,0.0,False
T_base_6000,2025-04-20,5998.376592222223,5978.0730651851845,56087.02580370369,203.22193116666836,275.51370699588927,21448.749046707813,17391.75990216667,33232.401018199744,1417.6761918186785,34650.077210018426,1,1,base,base,28,,0.028542099986225367,0.0,False
T_base_6000,2025-04-21,5978.0730651851845,5894.227565555555,56649.459861316864,46.12071149999942,4485.628724074083,19834.223237242782,16141.181771833331,33701.15021033035,216.0985937332473,33917.248804063594,2,1,base,base,28,,0.027374799828976393,0.0,False
T_base_6000,2025-04-22,5894.227565555555,5739.230712962963,51062.39102181069,4095.5223838333336,61.532299999999736,16226.047138477365,13282.5953495,30888.848666777652,26298.517217002667,57187.36588378032,15,3,base,base,28,,0.07914160005748272,0.0,False
T_base_6000,2025-04-23,5739.230712962963,6088.742148518517,56313.16822407407,24.41725933333339,764.864971810699,20306.544752263377,16133.740957333333,33215.21349480061,126.66948283699963,33341.882977637615,2,2,base,base,28,,0.04011579998768866,0.0,False
T_base_6000,2025-04-24,6088.742148518517,5917.0624148148145,54515.32883600823,280.95583100000107,4182.093954938275,19361.030381069955,15836.946368999996,32325.64416554033,1745.4666547725915,34071.11082031292,5,2,base,base,28,,0.040669200010597706,0.0,False
T_base_6000,2025-04-25,5917.0624148148145,5783.800238703703,25614.435826666668,134.8940666666644,20816.540597942385,16065.092652057614,13132.661006666667,12271.974961664002,665.7696660333222,12937.744627697324,1,1,base,base,28,,0.02628929982893169,0.0,False
T_base_6000,2025-04-26,5783.800238703703,5851.48555425926,25528.44483516667,619.0434231666635,22935.565315020576,16214.802768312755,13073.073458333332,12117.904174962985,3164.500949139064,15282.40512410205,5,2,base,base,28,,0.052719700150191784,0.0,False
T_base_6000,2025-04-27,5851.48555425926,5951.919763333334,51035.41465390946,1731.9613093333373,448.7498833333304,19235.60057057613,15490.445673999997,30658.066273690616,10423.465654109445,41081.53192780006,12,4,base,base,28,,0.026645000092685223,0.0,False
T_base_6000,2025-04-28,5951.919763333334,6065.666356296296,53879.89580082303,5718.937021333335,134.36148333333324,14421.747834156373,11579.243811999997,32387.990009643185,38233.857619041424,70621.84762868461,13,2,base,base,28,,0.03324320004321635,0.0,False
T_base_6000,2025-04-29,6065.666356296296,6299.662088518518,60610.84397366256,435.4320976666659,10023.73532283951,17782.794067489707,14193.467035666668,35422.05191097362,3037.5743133226615,38459.626224296284,1,1,base,base,28,,0.03757599997334182,0.0,False
T_base_6000,2025-04-30,6299.662088518518,5931.985363518518,51290.00340617284,238.63386333333494,93.94644999999991,18467.081256172838,15289.244869999997,31283.53651277537,1333.568626481843,32617.10513925721,6,2,base,base,28,,0.024602500023320317,0.0,False
T_base_6000,2025-05-01,5931.985363518518,5144.32781,51649.62409650205,3508.908103500001,1192.7712666666648,19280.38911316872,16326.006979833332,30830.61385684936,22426.93524423417,53257.549101083525,15,2,base,base,28,,0.03798829996958375,0.0,False
T_base_6000,2025-05-02,5144.32781,5375.338744259259,26722.647971,2643.3369256666656,11855.249349999998,15855.292749999997,12634.877286666666,12965.478862796168,14947.812896322328,27913.291759118496,14,2,base,base,28,,0.04497849987819791,0.0,False
T_base_6000,2025-05-03,5375.338744259259,5628.939329259259,27085.999563499994,1686.2786386666667,16636.552250205757,16001.651449794243,12733.097147833336,13258.834918145549,9138.485870538661,22397.32078868421,8,1,base,base,28,,0.0336086000315845,0.0,False
T_base_6000,2025-05-04,5628.939329259259,5394.521150925925,55096.35091255144,2038.9993499999985,2118.1187639917803,18387.055398559663,15104.491233333332,32636.84356928247,12806.642720258324,45443.48628954079,10,2,base,base,28,,0.03662250004708767,0.0,False
T_base_6000,2025-05-05,5394.521150925925,5341.122248148148,52676.56790226337,5770.5317495,44.59873333333303,17760.805952263374,14434.311833833333,31188.978470140242,36884.55066323708,68073.52913337732,21,2,base,base,28,,0.04233269998803735,0.0,False
T_base_6000,2025-05-06,5341.122248148148,5117.255385740741,56339.84767227983,2111.947594833335,1838.8357294238685,20759.775511522632,17016.898340499996,33041.95092531731,13299.750176936763,46341.70110225407,9,1,base,base,28,,0.05821240018121898,2.202036323650751e-16,False
T_base_6000,2025-05-07,5117.255385740741,5406.003272407406,54443.92491522633,4662.246169,44.90611666666666,19650.241681893,15656.822664333333,32052.62008618281,30817.47381911017,62870.09390529298,13,1,base,base,28,,0.03266110015101731,0.0,False
T_base_6000,2025-05-08,5406.003272407406,5969.306307592592,58704.32458950617,1483.0929951666756,179.21221666666668,19340.632822839507,15158.939854833323,35982.8550876014,10133.381319778728,46116.23640738013,5,2,base,base,28,,0.04017050005495548,0.0,False
T_base_6000,2025-05-09,5969.306307592592,6311.815982592592,27857.49393983333,690.1200395000013,16578.923816460905,16637.08213353909,13167.777820666666,14181.026506869515,3793.8294074460077,17974.85591431552,8,3,base,base,28,,0.05642659985460341,0.0,False
T_base_6000,2025-05-10,6311.815982592592,5893.303383518516,28203.26703233333,0.0,13378.793531069958,16210.997668930038,13507.569451000001,14662.278761962763,0.0,14662.278761962763,0,0,base,base,28,,0.023060499923303723,0.0,False
T_base_6000,2025-05-11,5893.303383518516,5988.13246574074,62087.66096851851,331.81201666666647,3165.8638915637903,19390.4412436214,15620.911233333332,37273.612554320905,2304.804988258332,39578.417542579235,3,2,base,base,28,,0.02480200002901256,0.0,False
T_base_6000,2025-05-12,5988.13246574074,6163.3134479629625,58955.60980088888,727.1125901666657,4268.78129958847,17500.436705967084,14017.690847833335,35390.36260653063,4972.7084791193265,40363.07108564996,3,1,base,base,28,,0.025812599807977676,0.0,False
T_base_6000,2025-05-13,6163.3134479629625,6193.4554450000005,55529.24075123455,1582.2267993333355,611.9486666666668,17595.67536790123,14225.369250666663,34079.65246251036,10759.01446976368,44838.66693227404,4,2,base,base,28,,0.04169860016554594,0.0,False
T_base_6000,2025-05-14,6193.4554450000005,5907.556245185185,57428.79311584362,155.45856383333307,1222.8327495884816,18971.47066625514,15624.2005195,34750.72003885689,1084.4789413013316,35835.198980158224,1,1,base,base,28,,0.051031399983912706,0.0,False
T_base_6000,2025-05-15,5907.556245185185,6088.794007222222,56560.75675349794,1011.8939913333314,852.8464835390902,19955.957853292184,16001.211875333334,34301.726286378434,6726.845029009402,41028.57131538784,6,2,base,base,28,,0.03976509999483824,0.0,False
T_base_6000,2025-05-16,6088.794007222222,5510.910979444447,27404.629526833334,0.0,22242.36735925926,15615.00189074074,13168.246256499995,14145.444680389304,0.0,14145.444680389304,0,0,base,base,28,,0.02346280007623136,0.0,False
T_base_6000,2025-05-17,5510.910979444447,5994.023784444444,27600.2353435,866.8375324999946,14456.621333333333,16457.11018333333,12895.457724000004,13978.130237950483,5381.860473946216,19359.9907118967,6,2,base,base,28,,0.024557599797844887,0.0,False
T_base_6000,2025-05-18,5994.023784444444,6164.13424740741,59290.5581781893,5.236666666666679,1719.5168543209847,19721.107757201647,15820.997866666665,36037.619891930124,35.318698333333415,36072.93859026346,1,1,base,base,28,,0.04080770001746714,0.0,False
T_base_6000,2025-05-19,6164.13424740741,5840.707845740741,56904.548469341564,318.288004,6474.187753497951,18550.08384917694,15316.651679333332,34054.36143730802,2037.2492701086662,36091.61070741669,5,2,base,base,28,,0.04383419989608228,0.0,False
T_base_6000,2025-05-20,5840.707845740741,5690.517191666666,51888.969067489714,5157.039211833331,22.61833333333334,13848.245884156378,11352.250754833334,31995.107144076355,34899.17154468916,66894.27868876551,10,2,base,base,28,,0.05017930013127625,0.0,False
T_base_6000,2025-05-21,5690.517191666666,5817.018649814815,58502.94885699588,577.5226106666662,4198.885163374485,17921.68267695473,14402.711655999996,35107.27478924276,3761.5249078509983,38868.79969709375,5,2,base,base,28,,0.04203660017810762,0.0,False
T_base_6000,2025-05-22,5817.018649814815,6245.253031296296,54178.985863786,638.4293589999966,69.74919999999986,18661.180330452677,14730.145124333338,33255.84247577265,4451.36520196731,37707.20767773996,3,1,base,base,28,,0.024595699971541762,0.0,False
T_base_6000,2025-05-23,6245.253031296296,6345.915869259258,26918.673605166667,514.4522361666618,17754.399733333332,16669.371949999997,13411.594725333336,13752.556027336566,2555.665357398807,16308.221384735374,7,2,base,base,28,,0.025516499998047948,0.0,False
T_base_6000,2025-05-24,6345.915869259258,6061.010450555558,27210.831967666665,23.465073999999824,20632.699016666666,16334.271149999999,13487.17450833333,13963.487240672404,99.04607735399924,14062.533318026404,1,1,base,base,28,,0.02283119992353022,0.0,False
T_base_6000,2025-05-25,6061.010450555558,6086.18445111111,53269.975008024674,968.0675683333359,2293.060586831273,17775.343187860075,14375.371381666664,32243.771945644625,6452.096963243351,38695.86890888798,3,1,base,base,28,,0.02346549998037517,0.0,False
