start_time,end_time,load_kW,pv_kW,price_yuan_kWh
2025-01-01 19:50:00,2025-01-01 20:00:00,4315.99,0.0,1.4695
2025-01-01 20:00:00,2025-01-01 20:10:00,4483.2744,0.0,1.4993
2025-01-01 20:10:00,2025-01-01 20:20:00,4551.706,0.0,1.4946
2025-01-01 20:20:00,2025-01-01 20:30:00,4499.8,0.0,1.5029
2025-01-01 20:30:00,2025-01-01 20:40:00,4535.0935,0.0,1.5993
2025-01-01 20:40:00,2025-01-01 20:50:00,4528.916,0.0,1.3716
2025-01-01 20:50:00,2025-01-01 21:00:00,4483.51,0.0,0.9601
2025-01-01 21:00:00,2025-01-01 21:10:00,4548.2302,0.0,0.9485
2025-01-01 21:10:00,2025-01-01 21:20:00,4595.6841,0.0,1.0064
2025-01-01 21:20:00,2025-01-01 21:30:00,4620.9,0.0,0.9622
2025-01-01 21:30:00,2025-01-01 21:40:00,4653.7148,0.0,0.947
2025-01-01 21:40:00,2025-01-01 21:50:00,4131.9845,0.0,0.7428
2025-01-01 21:50:00,2025-01-01 22:00:00,3363.0,0.0,0.4482
2025-01-01 22:00:00,2025-01-01 22:10:00,3305.7588,0.0,0.4243
2025-01-01 22:10:00,2025-01-01 22:20:00,3470.932,0.0,0.4595
2025-01-01 22:20:00,2025-01-01 22:30:00,3521.37,0.0,0.4384
2025-01-01 22:30:00,2025-01-01 22:40:00,3561.5279,0.0,0.4506
2025-01-01 22:40:00,2025-01-01 22:50:00,3386.068,0.0,0.4362
2025-01-01 22:50:00,2025-01-01 23:00:00,3289.99,0.0,0.4111
2025-01-01 23:00:00,2025-01-01 23:10:00,3774.2552,0.0,0.459
2025-01-01 23:10:00,2025-01-01 23:20:00,3883.62,0.0,0.4759
2025-01-01 23:20:00,2025-01-01 23:30:00,3525.14,0.0,0.4314
2025-01-01 23:30:00,2025-01-01 23:40:00,3553.5909,0.0,0.4038
2025-01-01 23:40:00,2025-01-01 23:50:00,3697.1141,0.0,0.4179
2025-01-01 23:50:00,2025-01-02 00:00:00,3696.7,0.0,0.4284
2025-01-02 00:00:00,2025-01-02 00:10:00,3622.5509,0.0,0.3809
2025-01-02 00:10:00,2025-01-02 00:20:00,3622.7611,0.0,0.3964
2025-01-02 00:20:00,2025-01-02 00:30:00,3708.23,0.0,0.4654
2025-01-02 00:30:00,2025-01-02 00:40:00,3750.5226,0.0,0.4542
2025-01-02 00:40:00,2025-01-02 00:50:00,3684.9038,0.0,0.4299
2025-01-02 00:50:00,2025-01-02 01:00:00,3644.14,0.0,0.4477
2025-01-02 01:00:00,2025-01-02 01:10:00,3809.298,0.0,0.4859
2025-01-02 01:10:00,2025-01-02 01:20:00,3855.1226,0.0,0.4752
2025-01-02 01:20:00,2025-01-02 01:30:00,3783.78,0.0,0.4348
2025-01-02 01:30:00,2025-01-02 01:40:00,3907.3849,0.0,0.4513
2025-01-02 01:40:00,2025-01-02 01:50:00,3968.2398,0.0,0.4853
2025-01-02 01:50:00,2025-01-02 02:00:00,3886.77,0.0,0.4864
2025-01-02 02:00:00,2025-01-02 02:10:00,3865.3901,0.0,0.4444
2025-01-02 02:10:00,2025-01-02 02:20:00,3931.6861,0.0,0.4217
2025-01-02 02:20:00,2025-01-02 02:30:00,4055.98,0.0,0.4443
2025-01-02 02:30:00,2025-01-02 02:40:00,4164.982,0.0,0.4757
2025-01-02 02:40:00,2025-01-02 02:50:00,4067.4326,0.0,0.4517
2025-01-02 02:50:00,2025-01-02 03:00:00,3919.44,0.0,0.4249
2025-01-02 03:00:00,2025-01-02 03:10:00,4068.323,0.0,0.5053
2025-01-02 03:10:00,2025-01-02 03:20:00,4140.4792,0.0,0.5471
2025-01-02 03:20:00,2025-01-02 03:30:00,4061.12,0.0,0.5103
2025-01-02 03:30:00,2025-01-02 03:40:00,4138.7041,0.0,0.5009
2025-01-02 03:40:00,2025-01-02 03:50:00,4283.3011,0.0,0.5244
2025-01-02 03:50:00,2025-01-02 04:00:00,4330.98,0.0,0.548
2025-01-02 04:00:00,2025-01-02 04:10:00,4225.1585,0.0,0.5374
2025-01-02 04:10:00,2025-01-02 04:20:00,4201.989,0.0,0.4983
2025-01-02 04:20:00,2025-01-02 04:30:00,4273.9,0.0,0.4835
2025-01-02 04:30:00,2025-01-02 04:40:00,4219.0352,0.0,0.539
2025-01-02 04:40:00,2025-01-02 04:50:00,4069.3885,0.0,0.5404
2025-01-02 04:50:00,2025-01-02 05:00:00,4030.95,0.0,0.4883
2025-01-02 05:00:00,2025-01-02 05:10:00,4262.9553,0.0022,0.5077
2025-01-02 05:10:00,2025-01-02 05:20:00,4330.5086,0.0,0.5513
2025-01-02 05:20:00,2025-01-02 05:30:00,4149.13,0.0,0.528
2025-01-02 05:30:00,2025-01-02 05:40:00,4130.3346,0.0307,0.4409
2025-01-02 05:40:00,2025-01-02 05:50:00,4641.7286,0.0,0.6417
2025-01-02 05:50:00,2025-01-02 06:00:00,5411.59,0.0,1.0168
2025-01-02 06:00:00,2025-01-02 06:10:00,5738.8011,0.4279,1.0773
2025-01-02 06:10:00,2025-01-02 06:20:00,5695.3891,0.0,1.0353
2025-01-02 06:20:00,2025-01-02 06:30:00,5537.66,0.0,1.0552
2025-01-02 06:30:00,2025-01-02 06:40:00,5461.5746,5.9596,1.0765
2025-01-02 06:40:00,2025-01-02 06:50:00,5483.6005,0.0,1.0611
2025-01-02 06:50:00,2025-01-02 07:00:00,5540.88,6.6375,1.0284
2025-01-02 07:00:00,2025-01-02 07:10:00,5575.3367,192.5583,1.0303
2025-01-02 07:10:00,2025-01-02 07:20:00,5669.9633,445.6222,1.0451
2025-01-02 07:20:00,2025-01-02 07:30:00,5566.66,701.3625,0.9954
2025-01-02 07:30:00,2025-01-02 07:40:00,5081.9454,976.5695,0.8699
2025-01-02 07:40:00,2025-01-02 07:50:00,5737.5547,1257.8499,1.0474
2025-01-02 07:50:00,2025-01-02 08:00:00,7205.75,1536.3375,1.4142
2025-01-02 08:00:00,2025-01-02 08:10:00,7519.6199,1820.2924,1.4538
2025-01-02 08:10:00,2025-01-02 08:20:00,7253.8265,2132.9788,1.3917
2025-01-02 08:20:00,2025-01-02 08:30:00,7156.62,2471.7375,1.3851
2025-01-02 08:30:00,2025-01-02 08:40:00,7351.5694,2797.3932,1.3569
2025-01-02 08:40:00,2025-01-02 08:50:00,7430.2399,3047.7556,1.3276
2025-01-02 08:50:00,2025-01-02 09:00:00,7295.25,3267.2625,1.3123
2025-01-02 09:00:00,2025-01-02 09:10:00,7207.6569,3546.8485,1.295
2025-01-02 09:10:00,2025-01-02 09:20:00,7113.8825,3726.689,1.2685
2025-01-02 09:20:00,2025-01-02 09:30:00,7023.12,3844.2375,1.2318
2025-01-02 09:30:00,2025-01-02 09:40:00,7047.9517,4096.3408,1.2119
2025-01-02 09:40:00,2025-01-02 09:50:00,7129.0191,4283.6623,1.3227
2025-01-02 09:50:00,2025-01-02 10:00:00,7151.1,4356.1125,1.4694
2025-01-02 10:00:00,2025-01-02 10:10:00,7053.4551,4491.6281,1.425
2025-01-02 10:10:00,2025-01-02 10:20:00,7028.7906,4766.409,1.3505
2025-01-02 10:20:00,2025-01-02 10:30:00,7115.54,5019.45,1.382
2025-01-02 10:30:00,2025-01-02 10:40:00,7158.8016,5019.8625,1.4486
2025-01-02 10:40:00,2025-01-02 10:50:00,7104.1648,5077.3715,1.1762
2025-01-02 10:50:00,2025-01-02 11:00:00,6988.45,5277.5625,0.7285
2025-01-02 11:00:00,2025-01-02 11:10:00,6905.2356,5389.699,0.6748
2025-01-02 11:10:00,2025-01-02 11:20:00,6918.8526,5368.919,0.7698
2025-01-02 11:20:00,2025-01-02 11:30:00,7053.45,5329.9875,0.802
2025-01-02 11:30:00,2025-01-02 11:40:00,7224.2372,5412.6331,0.7991
2025-01-02 11:40:00,2025-01-02 11:50:00,7061.4737,5429.3182,0.77
2025-01-02 11:50:00,2025-01-02 12:00:00,6627.88,5328.3,0.7251
2025-01-02 12:00:00,2025-01-02 12:10:00,6385.5315,5248.9495,0.6934
2025-01-02 12:10:00,2025-01-02 12:20:00,6379.3415,5219.2319,0.736
2025-01-02 12:20:00,2025-01-02 12:30:00,6517.08,5222.85,0.7799
2025-01-02 12:30:00,2025-01-02 12:40:00,6677.4158,5242.2942,0.7126
2025-01-02 12:40:00,2025-01-02 12:50:00,6740.259,5308.1571,0.8149
2025-01-02 12:50:00,2025-01-02 13:00:00,6776.29,5393.2875,1.0546
2025-01-02 13:00:00,2025-01-02 13:10:00,6923.5069,5413.5261,1.1073
2025-01-02 13:10:00,2025-01-02 13:20:00,6851.0971,5337.3076,1.1179
2025-01-02 13:20:00,2025-01-02 13:30:00,6622.15,5168.2125,1.1386
2025-01-02 13:30:00,2025-01-02 13:40:00,6654.8176,4960.5615,1.085
2025-01-02 13:40:00,2025-01-02 13:50:00,6745.2794,4873.504,1.1688
2025-01-02 13:50:00,2025-01-02 14:00:00,6768.73,4791.45,1.3731
2025-01-02 14:00:00,2025-01-02 14:10:00,6785.5204,4440.5059,1.443
2025-01-02 14:10:00,2025-01-02 14:20:00,6651.4681,4102.9755,1.3961
2025-01-02 14:20:00,2025-01-02 14:30:00,6519.73,3897.7875,1.3955
2025-01-02 14:30:00,2025-01-02 14:40:00,6699.3894,3672.4272,1.5287
2025-01-02 14:40:00,2025-01-02 14:50:00,6745.2289,3411.625,1.3188
2025-01-02 14:50:00,2025-01-02 15:00:00,6621.14,3140.175,0.9014
2025-01-02 15:00:00,2025-01-02 15:10:00,6686.5383,2878.1578,0.9117
2025-01-02 15:10:00,2025-01-02 15:20:00,6510.334,2617.8995,0.9858
2025-01-02 15:20:00,2025-01-02 15:30:00,6220.79,2359.9875,0.9466
2025-01-02 15:30:00,2025-01-02 15:40:00,6406.2703,2119.3514,0.9835
2025-01-02 15:40:00,2025-01-02 15:50:00,6474.5982,1904.7231,0.9801
2025-01-02 15:50:00,2025-01-02 16:00:00,6290.24,1662.6,0.9453
2025-01-02 16:00:00,2025-01-02 16:10:00,6307.331,1326.1056,1.0223
2025-01-02 16:10:00,2025-01-02 16:20:00,6312.2172,1011.5001,1.0698
2025-01-02 16:20:00,2025-01-02 16:30:00,6239.28,757.725,1.0489
2025-01-02 16:30:00,2025-01-02 16:40:00,6276.4877,494.5646,1.0608
2025-01-02 16:40:00,2025-01-02 16:50:00,6335.5438,213.8643,1.0696
2025-01-02 16:50:00,2025-01-02 17:00:00,6317.75,6.675,1.0691
2025-01-02 17:00:00,2025-01-02 17:10:00,6215.7285,0.0,1.1027
2025-01-02 17:10:00,2025-01-02 17:20:00,6137.0958,6.7246,1.1447
2025-01-02 17:20:00,2025-01-02 17:30:00,6185.23,0.0,1.132
2025-01-02 17:30:00,2025-01-02 17:40:00,6275.9932,0.0,1.0495
2025-01-02 17:40:00,2025-01-02 17:50:00,5749.3845,0.4828,1.1389
2025-01-02 17:50:00,2025-01-02 18:00:00,4825.29,0.0,1.3264
2025-01-02 18:00:00,2025-01-02 18:10:00,4462.7208,0.0,1.2974
2025-01-02 18:10:00,2025-01-02 18:20:00,4487.596,0.0347,1.2746
2025-01-02 18:20:00,2025-01-02 18:30:00,4531.35,0.0,1.302
2025-01-02 18:30:00,2025-01-02 18:40:00,4433.2667,0.0,1.2218
2025-01-02 18:40:00,2025-01-02 18:50:00,4446.1905,0.0025,1.3207
2025-01-02 18:50:00,2025-01-02 19:00:00,4522.69,0.0,1.5402
2025-01-02 19:00:00,2025-01-02 19:10:00,4365.4081,0.0,1.5188
2025-01-02 19:10:00,2025-01-02 19:20:00,4272.9727,0.0,1.5062
2025-01-02 19:20:00,2025-01-02 19:30:00,4365.74,0.0,1.5684
2025-01-02 19:30:00,2025-01-02 19:40:00,4459.5799,0.0,1.5131
2025-01-02 19:40:00,2025-01-02 19:50:00,4483.9677,0.0,1.474
2025-01-02 19:50:00,2025-01-02 20:00:00,4509.26,0.0,1.5042
2025-01-02 20:00:00,2025-01-02 20:10:00,4622.8615,0.0,1.5144
2025-01-02 20:10:00,2025-01-02 20:20:00,4560.6006,0.0,1.5101
2025-01-02 20:20:00,2025-01-02 20:30:00,4323.46,0.0,1.5457
2025-01-02 20:30:00,2025-01-02 20:40:00,4224.7758,0.0,1.6098
2025-01-02 20:40:00,2025-01-02 20:50:00,4398.0305,0.0,1.3601
2025-01-02 20:50:00,2025-01-02 21:00:00,4648.27,0.0,0.9518
2025-01-02 21:00:00,2025-01-02 21:10:00,4633.6,0.0,0.9182
2025-01-02 21:10:00,2025-01-02 21:20:00,4538.5738,0.0,0.9978
2025-01-02 21:20:00,2025-01-02 21:30:00,4588.87,0.0,1.0226
2025-01-02 21:30:00,2025-01-02 21:40:00,4752.9518,0.0,1.0437
2025-01-02 21:40:00,2025-01-02 21:50:00,4388.3683,0.0,0.8145
2025-01-02 21:50:00,2025-01-02 22:00:00,3695.47,0.0,0.4539
2025-01-02 22:00:00,2025-01-02 22:10:00,3549.5286,0.0,0.3707
2025-01-02 22:10:00,2025-01-02 22:20:00,3568.6566,0.0,0.3724
2025-01-02 22:20:00,2025-01-02 22:30:00,3527.23,0.0,0.3623
2025-01-02 22:30:00,2025-01-02 22:40:00,3577.6994,0.0,0.4398
2025-01-02 22:40:00,2025-01-02 22:50:00,3478.244,0.0,0.4911
2025-01-02 22:50:00,2025-01-02 23:00:00,3323.61,0.0,0.473
2025-01-02 23:00:00,2025-01-02 23:10:00,3478.4063,0.0,0.4541
2025-01-02 23:10:00,2025-01-02 23:20:00,3640.9395,0.0,0.4446
2025-01-02 23:20:00,2025-01-02 23:30:00,3700.96,0.0,0.4413
2025-01-02 23:30:00,2025-01-02 23:40:00,3769.729,0.0,0.4391
2025-01-02 23:40:00,2025-01-02 23:50:00,3428.202,0.0,0.4199
2025-01-02 23:50:00,2025-01-03 00:00:00,2919.12,0.0,0.4054
2025-01-03 00:00:00,2025-01-03 00:10:00,2954.3509,0.0,0.4323
2025-01-03 00:10:00,2025-01-03 00:20:00,2960.6102,0.0,0.4274
2025-01-03 00:20:00,2025-01-03 00:30:00,2756.51,0.0,0.3899
2025-01-03 00:30:00,2025-01-03 00:40:00,2725.0654,0.0,0.3911
2025-01-03 00:40:00,2025-01-03 00:50:00,2639.7341,0.0,0.389
2025-01-03 00:50:00,2025-01-03 01:00:00,2583.76,0.0,0.3604
2025-01-03 01:00:00,2025-01-03 01:10:00,2902.6811,0.0,0.33
2025-01-03 01:10:00,2025-01-03 01:20:00,3131.051,0.0,0.3201
2025-01-03 01:20:00,2025-01-03 01:30:00,3056.82,0.0,0.3449
2025-01-03 01:30:00,2025-01-03 01:40:00,2923.5412,0.0,0.3981
2025-01-03 01:40:00,2025-01-03 01:50:00,2940.6553,0.0,0.4209
2025-01-03 01:50:00,2025-01-03 02:00:00,3047.21,0.0,0.3978
2025-01-03 02:00:00,2025-01-03 02:10:00,3000.6237,0.0,0.3609
2025-01-03 02:10:00,2025-01-03 02:20:00,2860.5275,0.0,0.3095
2025-01-03 02:20:00,2025-01-03 02:30:00,2800.1,0.0,0.297
2025-01-03 02:30:00,2025-01-03 02:40:00,2953.2923,0.0,0.3844
2025-01-03 02:40:00,2025-01-03 02:50:00,3161.0061,0.0,0.4193
2025-01-03 02:50:00,2025-01-03 03:00:00,3294.0,0.0,0.3772
2025-01-03 03:00:00,2025-01-03 03:10:00,3346.735,0.0,0.3799
2025-01-03 03:10:00,2025-01-03 03:20:00,3390.5777,0.0,0.4092
2025-01-03 03:20:00,2025-01-03 03:30:00,3426.62,0.0,0.4294
2025-01-03 03:30:00,2025-01-03 03:40:00,3375.8805,0.0,0.4309
2025-01-03 03:40:00,2025-01-03 03:50:00,3204.2096,0.0,0.4294
2025-01-03 03:50:00,2025-01-03 04:00:00,3155.14,0.0,0.4312
2025-01-03 04:00:00,2025-01-03 04:10:00,3470.3443,0.0,0.4266
2025-01-03 04:10:00,2025-01-03 04:20:00,3371.4266,0.0,0.4067
2025-01-03 04:20:00,2025-01-03 04:30:00,2945.58,0.0,0.3821
2025-01-03 04:30:00,2025-01-03 04:40:00,3074.9809,0.0,0.3764
2025-01-03 04:40:00,2025-01-03 04:50:00,3342.863,0.0,0.391
2025-01-03 04:50:00,2025-01-03 05:00:00,3341.55,0.0,0.4065
2025-01-03 05:00:00,2025-01-03 05:10:00,3130.4364,0.0019,0.4053
2025-01-03 05:10:00,2025-01-03 05:20:00,3224.3627,0.0,0.432
2025-01-03 05:20:00,2025-01-03 05:30:00,3607.85,0.0,0.4612
2025-01-03 05:30:00,2025-01-03 05:40:00,3733.6991,0.0271,0.4479
2025-01-03 05:40:00,2025-01-03 05:50:00,3503.3718,0.0,0.5953
2025-01-03 05:50:00,2025-01-03 06:00:00,3256.78,0.0,0.8394
2025-01-03 06:00:00,2025-01-03 06:10:00,3421.25,0.3772,0.8855
2025-01-03 06:10:00,2025-01-03 06:20:00,3519.6603,0.0,0.8344
2025-01-03 06:20:00,2025-01-03 06:30:00,3365.9,0.0,0.801
2025-01-03 06:30:00,2025-01-03 06:40:00,3274.086,5.2535,0.8053
2025-01-03 06:40:00,2025-01-03 06:50:00,3462.1699,0.0,0.8421
2025-01-03 06:50:00,2025-01-03 07:00:00,3787.21,10.1625,0.8647
2025-01-03 07:00:00,2025-01-03 07:10:00,3895.0622,189.0764,0.8348
2025-01-03 07:10:00,2025-01-03 07:20:00,3904.9573,442.0453,0.8811
2025-01-03 07:20:00,2025-01-03 07:30:00,3913.93,703.4625,0.9268
2025-01-03 07:30:00,2025-01-03 07:40:00,3897.2707,972.3564,0.7983
2025-01-03 07:40:00,2025-01-03 07:50:00,3918.3208,1241.8825,0.9003
2025-01-03 07:50:00,2025-01-03 08:00:00,4025.58,1529.2875,1.1821
2025-01-03 08:00:00,2025-01-03 08:10:00,4146.3263,1846.5381,1.1654
2025-01-03 08:10:00,2025-01-03 08:20:00,3906.1017,2087.1569,1.0647
