group_type,strategy_id,publication_hour,version,age_bin,age_lower_h,age_upper_h,clock_hours,n_intervals_self,n_emergency_self,days_with_emergency_self,emergency_kWh_self,emergency_cost_yuan_self,emergency_rate_self,mean_kWh_per_interval_self,n_intervals_L80,n_emergency_L80,days_with_emergency_L80,emergency_kWh_L80,emergency_cost_yuan_L80,emergency_rate_L80,mean_kWh_per_interval_L80,d_emergency_kWh_self_minus_L80,n_paired_all,pv_mae_kW_all,net_mae_kWh_all,mean_a_load_kWh_all,mean_a_pv_kWh_all,mean_eps_kWh_all,mean_g_kWh_all,mean_pos_a_load_kWh_all,mean_pos_a_pv_kWh_all,share_load_under_all,share_pv_over_all,share_g_positive_all,pv_prominent_share_all,n_paired_em,pv_mae_kW_em,net_mae_kWh_em,mean_a_load_kWh_em,mean_a_pv_kWh_em,mean_eps_kWh_em,mean_g_kWh_em,mean_pos_a_load_kWh_em,mean_pos_a_pv_kWh_em,share_load_under_em,share_pv_over_em,share_g_positive_em,pv_prominent_share_em,n_em_emsoc,mean_state_start_kWh_emsoc,median_state_start_kWh_emsoc,median_state_end_kWh_emsoc,mean_state_end_kWh_emsoc,intervals_start_at_floor_emsoc,intervals_start_above_floor_emsoc,inventory_limited_share_emsoc,power_limited_share_emsoc,close_share_emsoc,mean_need_kWh_emsoc,mean_cap_kWh_emsoc,energy_share_pct,cost_share_pct,n_intervals_L75,n_emergency_L75,days_with_emergency_L75,emergency_kWh_L75,emergency_cost_yuan_L75,emergency_rate_L75,mean_kWh_per_interval_L75,d_emergency_kWh_self_minus_L75
node_age,L75,12,2,"[4,5)",4.0,5.0,16,2004,0,0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,157.02030343479706,35.73414755805693,0.46648238119602653,-23.178048012308718,-22.71156563111269,-23.146853473292275,12.437290170001715,1.4960012800787315,0.5159680638722555,0.1157684630738523,0.28043912175648705,0.0658682634730539,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
node_age,L75,12,2,"[5,6)",5.0,6.0,17,2004,0,0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,108.1085111194278,32.36441048004777,-0.20721058468166256,-4.779581944444444,-4.986792529126102,-19.91879274443576,12.542494644286496,6.6192516210634285,0.5119760479041916,0.35479041916167664,0.2894211576846307,0.2554890219560878,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
node_age,L75,18,3,"[0,1)",0.0,1.0,18,2004,0,0,0.0,0.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.0,45.09833787425149,26.941727093216198,0.09028394744252351,4.117043529607451,4.207327477049974,-18.26756532469215,12.687991716212116,5.816716587658017,0.5139720558882236,0.35479041916167664,0.2894211576846307,0.2465069860279441,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,
node_age,L75,18,3,"[1,2)",1.0,2.0,19,2004,112,50,2841.4960162106963,19152.59792214998,0.05588822355289421,1.4179121837378723,2004.0,88.0,43.0,2116.6270285278674,14267.290588825788,0.043912175648702596,1.056201112039854,724.8689876828289,2004.0,0.21272132401862942,24.625969370801677,-0.027509119661808128,-0.010386327345309379,-0.03789544700711923,-18.52431468013439,12.300399768922121,0.012533613328897762,0.5119760479041916,0.04091816367265469,0.2754491017964072,0.022954091816367265,112.0,0.4449888392857143,46.03200459155942,46.05653403104355,-0.024529439484126985,46.03200459155942,28.01110415875301,46.05653403104355,0.024817683531746033,1.0,0.10714285714285714,1.0,0.0,112.0,8308.956568579428,8152.202392930603,7226.276467004677,7383.0306426535035,0.0,112.0,0.0,1.0,0.0,858.7038334780717,6398.060911721487,7.779192906535618,10.283456200593498,,,,,,,,
node_age,L75,18,3,"[2,3)",2.0,3.0,20,2004,123,75,11140.866977459933,75946.15975718752,0.061377245508982034,5.559314859011943,2004.0,95.0,55.0,8089.222523555821,55038.18807856522,0.04740518962075848,4.036538185407096,3051.644453904112,2004.0,0.0008088822355289421,24.946260421677145,0.21852376601312276,-0.00013481370592149033,0.2183889523071974,-17.64494063534063,12.582392983732024,0.0,0.5189620758483033,0.0,0.2779441117764471,0.0,123.0,0.0003284552845528455,47.258528573881684,46.57374327704063,-5.4742547425474246e-05,46.57368853449321,30.18813084533977,46.91616329673488,0.0,0.967479674796748,0.0,0.9349593495934959,0.0,123.0,2880.202313000292,2420.01492974923,1494.0890038233038,2193.403171292646,18.0,105.0,0.4065040650406504,0.5934959349593496,0.0,708.695381825173,1512.1820817002626,30.50046625766125,40.777183891230784,,,,,,,,
node_age,L75,18,3,"[3,4)",3.0,4.0,21,2004,113,33,3876.2071669231077,17768.181286822975,0.056387225548902194,1.9342351132350837,2004.0,64.0,14.0,2810.2560821241077,12874.089504678137,0.031936127744510975,1.402323394273507,1065.951084799,2004.0,0.0,26.094082157227447,0.3125179925443327,0.0,0.3125179925443318,-19.471516047036847,13.203300074885888,0.0,0.5159680638722555,0.0,0.280938123752495,0.0,113.0,0.0,52.75016121775318,52.750161217753174,0.0,52.75016121775318,36.619985436866855,52.750161217753174,0.0,1.0,0.0,1.0,0.0,113.0,1203.0564635288727,1200.0,1200.0,1200.0,91.0,22.0,1.0,0.0,0.0,37.05353546734033,2.7508171759854023,10.611932279744174,9.540132089126947,,,,,,,,
node_age,L75,18,3,"[4,5)",4.0,5.0,22,2004,89,24,3329.1606563390114,6951.5847918418085,0.04441117764471058,1.6612578125444168,2004.0,58.0,12.0,2384.514955285413,4969.6339032382275,0.028942115768463075,1.18987772219831,944.6457010535983,2004.0,0.0,25.417915241275214,-0.38308338302560346,0.0,-0.38308338302560485,-18.728753199186695,12.517415929124805,0.0,0.5134730538922155,0.0,0.281936127744511,0.0,89.0,0.0,56.64684912993534,56.64684912993534,0.0,56.64684912993534,40.31759670716691,56.64684912993534,0.0,1.0,0.0,1.0,0.0,89.0,1203.2347746641553,1200.0,1200.0,1200.0,73.0,16.0,1.0,0.0,0.0,40.31759670716691,2.911297197739821,9.114277413996401,3.7324606313038706,,,,,,,,
node_age,L75,18,3,"[5,6)",5.0,6.0,23,2004,67,17,2513.8506386138156,5333.289079443506,0.03343313373253493,1.2544164863342393,2004.0,41.0,12.0,1658.2650769626587,3518.287211978742,0.020459081836327345,0.8274775833146999,855.5855616511569,2004.0,0.0,24.93013832240619,0.2883125865191387,0.0,0.2883125865191374,-18.76250996791908,12.609225454462665,0.0,0.5044910179640718,0.0,0.2839321357285429,0.0,67.0,0.0,59.04802725676337,59.04802725676337,0.0,59.04802725676337,40.451962943235635,59.04802725676337,0.0,1.0,0.0,1.0,0.0,67.0,1203.2575601755054,1200.0,1200.0,1200.0,55.0,12.0,1.0,0.0,0.0,40.451962943235635,2.931804157954813,6.882194782054754,2.8635616367288264,,,,,,,,
merged_age,L75,-1,-1,"[0,1)",0.0,1.0,"0,6,12,18",7682,43,25,705.049341102306,3180.283144141071,0.005597500650872169,0.09177939873760818,7682.0,37.0,23.0,544.3740682698012,2459.771274931422,0.0048164540484248895,0.07086358608042193,160.6752728325048,7682.0,129.634594215916,34.96629314191251,0.6605599089105634,4.571088570684716,5.231648479595279,-22.881617245879877,11.93462396272469,13.08842713666869,0.5145795365790159,0.43907836500911224,0.2862535797969279,0.35459515751106485,43.0,232.27883178294576,56.77691534573911,18.06377671524818,38.71313863049095,56.77691534573911,22.72381053955544,19.334178838689066,38.71313863049095,0.7906976744186046,1.0,1.0,0.6976744186046512,43.0,9583.832488578852,9874.074074074077,8948.14814814815,8657.906562652926,0.0,43.0,0.0,1.0,0.0,849.7298296380382,7545.449239720965,1.9302208420389986,1.7075648197280826,,,,,,,,
merged_age,L75,-1,-1,"[1,2)",1.0,2.0,"1,7,13,19",8016,118,53,3099.005370874317,20191.440662122128,0.01472055888223553,0.38660246642643675,8016.0,88.0,43.0,2116.6270285278674,14267.290588825788,0.010978043912175649,0.2640502780099635,982.3783423464497,8016.0,88.67379674609116,31.019713910865914,0.4897473145714795,2.227139213240185,2.716886527811664,-21.021455318821314,12.015524167117922,8.503052668794355,0.5192115768463074,0.313872255489022,0.282435129740519,0.24738023952095808,118.0,4.2666119350282425,45.14682698727128,44.73226765346714,0.414559333804142,45.14682698727128,25.938647924977587,44.9400127065603,0.5628306614877578,0.9915254237288136,0.13559322033898305,0.9661016949152542,0.01694915254237288,118.0,7949.679127154991,8056.666814488255,7130.740888562329,7068.639254044003,3.0,115.0,0.05084745762711865,0.9491525423728814,0.0,819.1986431801796,6074.711214439491,8.48417891874098,10.841233994458912,,,,,,,,
merged_age,L75,-1,-1,"[2,3)",2.0,3.0,"2,8,14,20",8016,147,87,12316.528795177252,82426.8452690003,0.018338323353293412,1.5364931131708148,8016.0,110.0,63.0,8580.538986867265,57880.28608517452,0.013722554890219561,1.0704265203177725,3735.989808309987,8016.0,92.47485999251496,31.26342870819054,0.6199742423607306,-1.0496138826513635,-0.42963964029063356,-20.98223818438859,12.030362654021314,7.181431391383899,0.5194610778443114,0.25349301397205587,0.281437125748503,0.20134730538922155,147.0,33.927777494331046,54.32071043410487,48.22239077340718,5.525290239984881,53.74768101339207,32.83559652485274,48.51370459537277,5.5899599111866936,0.9659863945578231,0.1564625850340136,0.9319727891156463,0.05442176870748299,147.0,3594.7983260093,2771.257243036465,1845.3313171105387,2904.195453142707,21.0,126.0,0.38095238095238093,0.6190476190476191,0.0,705.3284957512071,2155.3184934083697,33.71908772350011,44.25680821590134,,,,,,,,
merged_age,L75,-1,-1,"[3,4)",3.0,4.0,"3,9,15,21",8016,153,45,7599.335643236111,35939.05497191694,0.01908682634730539,0.9480209135773591,8016.0,83.0,20.0,4507.552724742889,21083.755949233673,0.010354291417165668,0.5623194516894822,3091.7829184932216,8016.0,99.8762836015469,32.50801754620945,0.608895764325145,-3.778983189870259,-3.170087425545114,-23.253680494385733,12.11851596059073,6.433532038527113,0.5152195608782435,0.2030938123752495,0.281312375249501,0.15731037924151697,153.0,92.11494711328974,60.67335549042596,47.630036749421045,11.341728458605663,58.971765208026696,36.962009340319256,48.44499467544336,13.347109822076977,0.934640522875817,0.23529411764705882,0.9607843137254902,0.16993464052287582,153.0,1214.0436601840966,1200.0,1200.0,1200.0,119.0,34.0,1.0,0.0,0.0,62.30815457899468,12.639294165686783,20.804779451734465,19.296478691645966,,,,,,,,
merged_age,L75,-1,-1,"[4,5)",4.0,5.0,"4,10,16,22",8016,125,34,9682.358495759687,37870.01284417673,0.0155938123752495,1.2078790538622364,8016.0,81.0,18.0,7448.540229977996,29737.887651216977,0.010104790419161677,0.9292091105261971,2233.8182657816906,8016.0,106.44516936751498,33.459332300653685,0.4935199141598872,-4.790218359115103,-4.296698444955218,-23.693647319523638,11.898740203715247,6.475321601068695,0.5178393213572854,0.17864271457085829,0.2786926147704591,0.14159181636726548,125.0,79.63856526666667,67.14314741693389,56.58500533915613,10.558142077777774,67.14314741693389,47.3194358116651,57.088012486272454,11.915618144444442,0.952,0.224,0.976,0.144,125.0,1210.5574340516046,1200.0,1200.0,1200.0,103.0,22.0,1.0,0.0,0.0,86.9605586125214,9.501690646443896,26.507492566958994,20.333252960352887,,,,,,,,
merged_age,L75,-1,-1,"[5,6)",5.0,6.0,"5,11,17,23",8016,67,17,2513.8506386138156,5333.289079443506,0.008358283433133733,0.3136041215835598,8016.0,41.0,12.0,1658.2650769626587,3518.287211978741,0.005114770459081836,0.20686939582867497,855.5855616511569,8016.0,134.27155786551896,36.56974514435581,0.5161994865376216,1.3779383836493673,1.89413787018699,-24.504151753295325,12.084573176856358,11.878265680617929,0.5069860279441117,0.34530938123752497,0.28642714570858285,0.27931636726546905,67.0,0.0,59.04802725676337,59.04802725676337,0.0,59.04802725676337,40.451962943235635,59.04802725676337,0.0,1.0,0.0,1.0,0.0,67.0,1203.2575601755054,1200.0,1200.0,1200.0,55.0,12.0,1.0,0.0,0.0,40.451962943235635,2.931804157954813,6.882194782054754,2.8635616367288264,,,,,,,,
midnight_carry,L75,-1,-1,,,,0,334,14,14,610.7460369086173,1305.7750269106234,0.041916167664670656,1.8285809488281954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1203.2120979309932,1200.0,1200.0,1200.0,10.0,4.0,1.0,0.0,0.0,46.51560505993785,2.8908881378937585,1.6720457149717016,0.7010996811839739,,,,,,,,
node_age,L80,0,0,"[0,1)",0.0,1.0,0,1670,0,0,0.0,0.0,0.0,0.0,,,,,,,,,1670.0,0.0,23.20903877873075,0.6279514843905197,0.0,0.6279514843905183,-23.219765004411432,11.918495131560634,0.0,0.5335329341317365,0.0,0.2179640718562874,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_age,L80,0,0,"[1,2)",1.0,2.0,1,2004,0,0,0.0,0.0,0.0,0.0,,,,,,,,,2004.0,0.0,23.83772693956924,0.2666081974450313,0.0,0.26660819744503106,-24.01757346801894,12.052167568507134,0.0,0.5164670658682635,0.0,0.20758483033932135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_age,L80,0,0,"[2,3)",2.0,3.0,2,2004,0,0,0.0,0.0,0.0,0.0,,,,,,,,,2004.0,0.0,22.848379409112827,0.6619450366666452,0.0,0.6619450366666445,-22.88470343436761,11.755162222889735,0.0,0.5234530938123753,0.0,0.2220558882235529,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_age,L80,0,0,"[3,4)",3.0,4.0,3,2004,0,0,0.0,0.0,0.0,0.0,,,,,,,,,2004.0,0.0008103293413173654,22.65070012307449,0.6496040419391431,-0.00013505489021956087,0.649468987048923,-22.840283646691468,11.65015283516816,0.0,0.5144710578842315,0.0,0.21107784431137724,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_age,L80,0,0,"[4,5)",4.0,5.0,4,2004,0,0,0.0,0.0,0.0,0.0,,,,,,,,,2004.0,0.2523135978043912,22.207724105062912,0.45812533873504296,-0.001408325016633398,0.4567170137184086,-22.068761024574066,11.335504722525151,0.020321970642049235,0.5194610778443114,0.05439121756487026,0.20758483033932135,0.030439121756487025,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_age,L80,0,0,"[5,6)",5.0,6.0,5,2004,0,0,0.0,0.0,0.0,0.0,,,,,,,,,2004.0,94.1701494261477,28.79723997373512,0.8354620886992092,15.658043005655355,16.49350509435456,-22.531873770857892,11.20483399228251,15.67653395500665,0.49251497005988026,0.5429141716566867,0.22355289421157684,0.4411177644710579,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
node_age,L80,6,1,"[0,1)",0.0,1.0,6,2004,37,23,544.3740682698012,2459.771274931422,0.018463073852295408,0.2716437466416174,,,,,,,,,2004.0,170.3742203925482,36.22376245219703,1.2602042244876175,28.069548644377907,29.329752868865523,-24.559478036725576,11.545220286000351,28.23262602156797,0.5169660678642715,0.9181636726546906,0.22055888223552894,0.7629740518962076,37.0,229.93886576576577,57.481349479256245,19.158205184961968,38.32314429429429,57.481349479256245,18.90822115142541,20.274293073219162,38.32314429429429,0.8108108108108109,1.0,1.0,0.6486486486486487,37.0,9753.274732372016,9880.229899128177,8954.303973202252,8827.348806446089,0.0,37.0,0.0,1.0,0.0,848.046145989274,7697.947259134813,2.154295838026013,1.8945948388894966,2004.0,43.0,25.0,705.049341102306,3180.283144141071,0.021457085828343315,0.3518210284941647,-160.6752728325048
node_age,L80,6,1,"[1,2)",1.0,2.0,7,2004,0,0,0.0,0.0,0.0,0.0,,,,,,,,,2004.0,167.1521618263473,35.6825694152254,0.9542111545854512,25.92700452428476,26.881215678870213,-26.137732583474946,11.600261377971306,26.892849081004655,0.5184630738522954,0.9216566866267465,0.22005988023952097,0.7544910179640718,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2004.0,6.0,3.0,257.5093546636207,1038.8427399721486,0.0029940119760479044,0.1284976819678746,-257.5093546636207
