month,clock_hour,n_intervals,n_midnight,n_intervals_L75,n_emergency_L75,days_with_emergency_L75,emergency_kWh_L75,emergency_cost_yuan_L75,emergency_rate_L75,mean_kWh_per_interval_L75,n_intervals_L80,n_emergency_L80,days_with_emergency_L80,emergency_kWh_L80,emergency_cost_yuan_L80,emergency_rate_L80,mean_kWh_per_interval_L80,d_emergency_kWh_L75_minus_L80,d_emergency_cost_yuan_L75_minus_L80,n_paired_all,pv_mae_kW_all,net_mae_kWh_all,mean_a_load_kWh_all,mean_a_pv_kWh_all,mean_eps_kWh_all,mean_g_kWh_all,mean_pos_a_load_kWh_all,mean_pos_a_pv_kWh_all,share_load_under_all,share_pv_over_all,share_g_positive_all,pv_prominent_share_all,n_paired_em,pv_mae_kW_em,net_mae_kWh_em,mean_a_load_kWh_em,mean_a_pv_kWh_em,mean_eps_kWh_em,mean_g_kWh_em,mean_pos_a_load_kWh_em,mean_pos_a_pv_kWh_em,share_load_under_em,share_pv_over_em,share_g_positive_em,pv_prominent_share_em
2025-02,20,168,0,168,1,1,9.342290274372658,57.109420447240055,0.005952380952380952,0.05560887068078963,168,0,0,0.0,0.0,0.0,0.0,9.342290274372658,57.109420447240055,168,0.0,14.780410323804828,0.8548859387383558,0.0,0.8548859387383521,-10.613145307372289,7.817648131271591,0.0,0.5178571428571429,0.0,0.30357142857142855,0.0,1.0,0.0,17.254476877807406,17.254476877807367,0.0,17.254476877807406,15.863551627190361,17.254476877807367,0.0,1.0,0.0,1.0,0.0
2025-02,21,168,0,168,15,3,164.10595527200473,744.1211336496302,0.08928571428571429,0.9768211623333615,168,0,0,0.0,0.0,0.0,0.0,164.10595527200473,744.1211336496302,168,0.0,17.209544812844435,-0.06138261813277828,0.0,-0.06138261813278031,-11.98726227796085,8.574081097355826,0.0,0.4880952380952381,0.0,0.34523809523809523,0.0,15.0,0.0,22.30794513858207,22.307945138582074,0.0,22.30794513858207,12.878275175134815,22.307945138582074,0.0,1.0,0.0,1.0,0.0
2025-02,22,168,0,168,8,2,141.42850182155127,297.93217203434114,0.047619047619047616,0.8418363203663766,168,4,2,33.422418790294934,70.13528107539302,0.023809523809523808,0.1989429689898508,108.00608303125634,227.7968909589481,168,0.0,19.32654070937071,-4.125924934400406,0.0,-4.125924934400404,-17.268147990820825,7.600307887485152,0.0,0.4583333333333333,0.0,0.2619047619047619,0.0,8.0,0.0,28.094660022051812,28.094660022051812,0.0,28.094660022051812,18.231347220597534,28.094660022051812,0.0,1.0,0.0,1.0,0.0
2025-02,23,168,0,168,8,3,166.75661090938414,354.52899857524324,0.047619047619047616,0.9925988744606199,168,1,1,44.40723329360375,94.8316466984908,0.005952380952380952,0.26432876960478424,122.34937761578038,259.69735187675246,168,0.0,16.283781454628233,-2.3201217164792296,0.0,-2.3201217164792345,-10.959785632555274,6.981829869074496,0.0,0.43452380952380953,0.0,0.2916666666666667,0.0,8.0,0.0,31.933950988330025,31.933950988330025,0.0,31.933950988330025,27.773408924394403,31.933950988330025,0.0,1.0,0.0,1.0,0.0
2025-03,0,186,31,186,3,3,69.40212935925437,148.38175257008584,0.016129032258064516,0.37312972773792674,186,1,1,24.814633907886787,53.05368729506195,0.005376344086021506,0.13341201025745583,44.58749545136759,95.32806527502389,155,0.0,17.2798949484361,8.505870800197933,0.0,8.50587080019793,-9.775511019318841,12.892882874317015,0.0,0.6645161290322581,0.0,0.3419354838709677,0.0,,,,,,,,,,,,,
2025-03,1,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,0.0,17.906917164885925,6.17143935798048,0.0,6.171439357980488,-9.255471534773566,12.039178261433204,0.0,0.5806451612903226,0.0,0.3225806451612903,0.0,,,,,,,,,,,,,
2025-03,2,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,0.0,19.141070236612627,6.704866198969758,0.0,6.704866198969759,-6.5290909619178095,12.922968217791192,0.0,0.6129032258064516,0.0,0.3817204301075269,0.0,,,,,,,,,,,,,
2025-03,3,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,0.0,17.497930861171447,1.1191165629082094,0.0,1.1191165629082063,-8.552023236730635,9.308523712039827,0.0,0.5268817204301075,0.0,0.3387096774193548,0.0,,,,,,,,,,,,,
2025-03,4,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,0.004570967741935484,18.585799376460482,-1.8938179596083256,-0.0007618279569892473,-1.8945797875653185,-8.71196474380032,8.346114274734319,0.0,0.5,0.0,0.3548387096774194,0.0,,,,,,,,,,,,,
2025-03,5,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,12.742292473118276,21.47840071235106,-3.60181210268578,1.9870566308243724,-1.614755471861405,-7.169385126050987,8.168465309064427,2.0553860215053756,0.478494623655914,0.2903225806451613,0.3870967741935484,0.10215053763440861,,,,,,,,,,,,,
2025-03,6,186,0,186,4,3,8.883033333333287,40.945491466666454,0.021505376344086023,0.04775824372759832,186,4,3,8.631241790262038,39.76609987892073,0.021505376344086023,0.04640452575409698,0.2517915430712492,1.1793915877457266,186,234.44191182795697,36.97474663279842,-5.351887538599209,39.073651971326164,33.72176443272695,-17.312910186678902,7.862103167367738,39.073651971326164,0.44086021505376344,1.0,0.25268817204301075,0.9301075268817204,4.0,189.58168541666663,49.64982672052909,18.052879151084614,31.59694756944444,49.64982672052909,21.921594478318937,18.692468827439143,31.59694756944444,0.75,1.0,1.0,0.5
2025-03,7,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,161.6051741935484,28.267860050995374,-7.5321194169571815,26.807073297491037,19.274953880533854,-16.215774314352675,7.030782543771249,26.870634498207888,0.3870967741935484,0.989247311827957,0.3172043010752688,0.8602150537634409,,,,,,,,,,,,,
2025-03,8,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,176.46981397849467,32.73310906036409,-5.24866186443554,26.143554838709676,20.894892974274136,-13.969880408063032,7.332381324324561,27.77759525089606,0.45161290322580644,0.8763440860215054,0.3064516129032258,0.7688172043010753,,,,,,,,,,,,,
2025-03,9,186,0,186,12,4,587.7056895905524,2882.7346977996312,0.06451612903225806,3.159708008551357,186,2,1,38.3237156975658,183.92375008319414,0.010752688172043012,0.20604148224497743,549.3819738929866,2698.810947716437,186,200.57357912186376,38.9275287888693,-3.4529036107327578,16.70223431899642,13.249330708263667,-20.80257046369707,10.228566275566191,25.06558208632019,0.5,0.6559139784946236,0.3279569892473118,0.521505376344086,12.0,308.0915930555556,57.34467360506243,5.996074762469827,51.348598842592594,57.34467360506243,25.464978329240285,12.028430059139431,51.348598842592594,0.5833333333333334,1.0,0.8333333333333334,0.9166666666666666
2025-03,10,186,0,186,1,1,45.20708333333338,225.5155352083336,0.005376344086021506,0.24304883512544828,186,1,1,33.31879658719748,166.21081677523463,0.005376344086021506,0.1791333149849327,11.888286746135897,59.30471843309897,186,268.85189014336913,51.965957264698666,-2.5040385382573294,21.7514575268817,19.247418988624368,-21.397026805929183,9.579329720407754,33.280052942054944,0.46236559139784944,0.6666666666666666,0.3602150537634409,0.5860215053763441,1.0,436.10302499999943,98.00396967374293,25.320132173743026,72.6838374999999,98.00396967374293,58.86356141510517,25.320132173743026,72.6838374999999,1.0,1.0,1.0,1.0
2025-03,11,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,304.21160627240135,57.08672183710467,-0.5059921716737799,25.749132437275982,25.243140265602197,-19.9571671584732,9.948977019357006,38.22553340800478,0.489247311827957,0.6612903225806451,0.3709677419354839,0.5860215053763441,,,,,,,,,,,,,
2025-03,12,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,234.63722894265226,41.78523914488748,-0.3039864231310622,4.398451971326178,4.094465548195119,-25.21187207691699,8.577666551635296,21.75232839755078,0.46236559139784944,0.553763440860215,0.3010752688172043,0.4838709677419355,,,,,,,,,,,,,
2025-03,13,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,177.9291372759857,34.705567043785706,1.8728193402586735,-11.692366666666668,-9.819547326407989,-21.600596340363918,9.145794192679645,8.981244772998808,0.5698924731182796,0.3602150537634409,0.3279569892473118,0.27419354838709675,,,,,,,,,,,,,
2025-03,14,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,225.55243575268815,37.230573882112424,6.647023398797435,-22.77532446236559,-16.128301063568152,-18.418399467799077,12.970039840920892,7.4083740815412185,0.6290322580645161,0.24731182795698925,0.3172043010752688,0.20967741935483872,,,,,,,,,,,,,
2025-03,15,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,210.08857697132615,31.321568344957505,10.006601231369464,-31.458856630824368,-21.452255399454906,-21.00226673912812,13.251035766791357,1.7779530988649939,0.6774193548387096,0.14516129032258066,0.2903225806451613,0.10752688172043011,,,,,,,,,,,,,
2025-03,16,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,172.3201988351254,24.339112817936858,11.45971368717527,-26.81834865591398,-15.358634968738704,-13.291993158057313,15.04921383305643,0.9508422416367965,0.6774193548387096,0.0967741935483871,0.3118279569892473,0.04838709677419355,,,,,,,,,,,,,
2025-03,17,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,91.42786774193549,23.402015818725715,7.255378122283017,-2.5251955197132636,4.730182602569747,-30.92289528304144,11.887448064236747,6.3563912186379925,0.6505376344086021,0.3870967741935484,0.12903225806451613,0.22043010752688172,,,,,,,,,,,,,
2025-03,18,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,8.986583064516129,16.045157844595966,4.015344292375207,1.2529337813620072,5.268278073737216,-10.944867153466454,9.959343724902231,1.375348812724014,0.5806451612903226,0.24731182795698925,0.26881720430107525,0.16666666666666666,,,,,,,,,,,,,
2025-03,19,186,0,186,0,0,0.0,0.0,0.0,0.0,186,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186,0.004739247311827957,17.111329598073176,5.473944756980966,-0.0007898745519713262,5.473154882428993,-12.29815991619165,11.292617509068286,0.0,0.6236559139784946,0.0,0.2903225806451613,0.0,,,,,,,,,,,,,
2025-03,20,186,0,186,6,4,289.0001778403564,1983.1031279470149,0.03225806451612903,1.5537643969911634,186,2,1,134.05002397270346,916.140303930331,0.010752688172043012,0.7206990536166853,154.95015386765294,1066.962824016684,186,0.0,16.938284003814783,5.522671986910604,0.0,5.5226719869106,-11.681207486989289,11.230477995362694,0.0,0.5967741935483871,0.0,0.2849462365591398,0.0,6.0,0.0,19.10064662212424,15.181597163635006,0.0,15.181597163635027,-0.4475196294651956,17.141121892879607,0.0,0.8333333333333334,0.0,0.5,0.0
2025-03,21,186,0,186,11,3,304.43428172303567,1430.7176983320671,0.05913978494623656,1.6367434501238476,186,10,2,254.0750205296202,1196.0512106902895,0.053763440860215055,1.365994734030216,50.35926119341548,234.66648764177762,186,0.0,18.51833758900434,6.817941258205224,0.0,6.8179412582052175,-14.723124120405362,12.668139423604782,0.0,0.6021505376344086,0.0,0.25268817204301075,0.0,11.0,0.0,47.762522830324926,47.76252283032493,0.0,47.762522830324926,30.72486749295229,47.76252283032493,0.0,1.0,0.0,1.0,0.0
2025-03,22,186,0,186,6,1,124.65406201633118,261.8303475145052,0.03225806451612903,0.6701831291200601,186,6,1,91.47500690917025,192.35664603861386,0.03225806451612903,0.4918011124148938,33.179055107160934,69.47370147589135,186,0.0,18.220960691338362,9.997154975608467,0.0,9.997154975608463,-10.355286081050426,14.109057833473415,0.0,0.6720430107526881,0.0,0.3333333333333333,0.0,6.0,0.0,33.19561655250928,33.195616552509314,0.0,33.19561655250928,20.775677002721853,33.195616552509314,0.0,1.0,0.0,1.0,0.0
2025-03,23,186,0,186,6,2,195.58566140762892,415.5691935491761,0.03225806451612903,1.0515358140195104,186,4,1,125.66672408865338,267.0296966915793,0.021505376344086023,0.6756275488637279,69.91893731897554,148.53949685759676,186,0.0,19.53434047335374,7.010588690069611,0.0,7.010588690069607,-11.232159701202615,13.272464581711674,0.0,0.5752688172043011,0.0,0.3387096774193548,0.0,6.0,0.0,47.94935047768672,47.94935047768672,0.0,47.94935047768672,40.47721187263135,47.94935047768672,0.0,1.0,0.0,1.0,0.0
2025-04,0,180,30,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,150,0.0,15.783306010303022,5.087148621382222,0.0,5.087148621382213,-12.250922259572084,10.435227315842623,0.0,0.6066666666666667,0.0,0.26,0.0,,,,,,,,,,,,,
2025-04,1,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.0,15.774246650385349,4.869477742313856,0.0,4.869477742313853,-13.31935400508244,10.321862196349601,0.0,0.6111111111111112,0.0,0.2722222222222222,0.0,,,,,,,,,,,,,
2025-04,2,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.0,18.439620328901047,4.808870687747608,0.0,4.808870687747604,-17.609938276060557,11.624245508324323,0.0,0.5833333333333334,0.0,0.2222222222222222,0.0,,,,,,,,,,,,,
2025-04,3,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.00016277777777777777,15.286045575187694,7.670671520191927,-2.712962962962963e-05,7.670644390562296,-11.67056242921093,11.478371001393516,0.0,0.6444444444444445,0.0,0.2777777777777778,0.0,,,,,,,,,,,,,
2025-04,4,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,0.04182888888888889,18.872666209842613,8.645922218270215,-0.006971481481481481,8.638950736788734,-15.459722541547677,13.759603658500858,0.0,0.6888888888888889,0.0,0.2611111111111111,0.0,,,,,,,,,,,,,
2025-04,5,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,193.64840222222224,41.68672758519321,8.332019313879133,32.2747337037037,40.60675301758283,-1.179963918533186,13.264845887068827,32.2747337037037,0.6333333333333333,1.0,0.4722222222222222,0.7666666666666667,,,,,,,,,,,,,
2025-04,6,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,179.86833814814813,41.635942342416044,10.740011722518307,29.95565231481481,40.695664037333124,-13.522932699840227,14.81712581220747,29.966854336419747,0.7055555555555556,0.9944444444444445,0.2611111111111111,0.7888888888888889,,,,,,,,,,,,,
2025-04,7,180,0,180,2,1,34.01723099884953,135.63256262134522,0.011111111111111112,0.18898461666027516,180,0,0,0.0,0.0,0.0,0.0,34.01723099884953,135.63256262134522,180,154.86965361111106,36.246349213053406,8.846976494467562,24.7050212037037,33.55199769817126,-10.059128033287303,14.934067303566406,25.258315069444443,0.6611111111111111,0.9055555555555556,0.35555555555555557,0.65,2.0,35.90741666666668,11.823824859471717,17.808394303916163,-5.984569444444446,11.823824859471717,-28.62523960883099,17.808394303916163,0.0,1.0,0.0,0.0,0.0
2025-04,8,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,165.96959481481488,36.09143975115819,10.49045125199721,18.948215648148157,29.438666900145368,-18.42270384995833,14.321768690289067,23.304907391975316,0.7,0.7444444444444445,0.28888888888888886,0.5277777777777778,,,,,,,,,,,,,
2025-04,9,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,204.2166520370371,36.56983562359187,9.242951918697274,3.6883878703703723,12.931339789067644,-35.98873433364834,13.516768507874758,18.86224827160494,0.6666666666666666,0.5277777777777778,0.2222222222222222,0.40555555555555556,,,,,,,,,,,,,
2025-04,10,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,285.6050937962963,50.26706168412406,6.77994312507983,3.8120197222222103,10.59196284730204,-49.616098253563216,10.888876056246758,25.706434344135786,0.6388888888888888,0.4777777777777778,0.2,0.43333333333333335,,,,,,,,,,,,,
2025-04,11,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,341.96280962962965,60.991221359376624,6.783405415606221,-6.50258518518521,0.28082023042101095,-54.742327790057786,12.316124909628792,25.245608209876526,0.65,0.46111111111111114,0.2388888888888889,0.4111111111111111,,,,,,,,,,,,,
2025-04,12,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,300.7128350925927,51.7105726139584,8.10046376417715,-16.477525833333342,-8.377062069156192,-45.551081822883496,13.252605383683617,16.82064000771605,0.6277777777777778,0.42777777777777776,0.2611111111111111,0.35555555555555557,,,,,,,,,,,,,
2025-04,13,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,207.95514101851853,36.964183704095895,8.155762865697081,-18.38137342592595,-10.225610560228866,-31.100969655100258,12.722930614556768,8.13890837191357,0.6444444444444445,0.2611111111111111,0.24444444444444444,0.18888888888888888,,,,,,,,,,,,,
2025-04,14,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,197.27771555555552,34.84017386005259,5.886408410095417,-18.18864157407409,-12.302233163978675,-21.862854059842945,11.362372225328953,7.345488842592581,0.6055555555555555,0.31666666666666665,0.29444444444444445,0.25,,,,,,,,,,,,,
2025-04,15,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,206.648873888889,35.67391891422369,6.277100625939454,-25.191299537037043,-18.914198911097586,-21.18913214007622,10.891283117063576,4.625089722222225,0.6388888888888888,0.23333333333333334,0.3111111111111111,0.16666666666666666,,,,,,,,,,,,,
2025-04,16,180,0,180,0,0,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,180,167.25389870370375,32.80695665455192,1.1839146985859328,-24.050527870370374,-22.86661317178444,-25.296731520492514,8.064926879150597,1.9125609567901232,0.5166666666666667,0.16666666666666666,0.26666666666666666,0.09444444444444444,,,,,,,,,,,,,
