date,day_index,n_template_days,template_mean_kW,template_amplitude_kW,near_constant_template,n_high_slots,n_low_slots,n_rising_slots,n_falling_slots,n_level_slots
2025-02-18,48,4,5159.022263368057,4036.6821249999994,False,71,73,73,71,0
2025-02-19,49,4,5161.041361805556,4000.811625,False,66,78,70,74,0
2025-02-20,50,4,5165.926328298611,4690.907025,False,72,72,66,78,0
2025-02-21,51,4,3254.069693402778,2154.241575,False,60,84,77,67,0
2025-02-22,52,4,3216.0271909722223,2077.1310000000003,False,61,83,80,64,0
2025-02-23,53,4,5113.707314062501,3907.32715,False,70,74,66,78,0
2025-02-24,54,4,5111.298505902777,3878.9984250000007,False,71,73,76,68,0
2025-02-25,55,4,5112.992319097222,3880.566049999999,False,68,76,67,77,0
2025-02-26,56,4,5110.908086458333,3997.2337,False,68,76,73,71,0
2025-02-27,57,4,5111.237014583333,4624.241300000001,False,72,72,61,83,0
2025-02-28,58,4,3206.8037177083334,2178.7528,False,60,84,77,67,0
2025-03-01,59,4,3164.466544965278,2072.949275,False,60,84,79,65,0
2025-03-02,60,4,5059.093692013888,3906.193125,False,68,76,67,77,0
2025-03-03,61,4,5059.069738368056,3881.1500000000015,False,70,74,78,66,0
2025-03-04,62,4,5056.708172743055,3846.725,False,69,75,68,76,0
2025-03-05,63,4,5065.442349479166,4011.387425,False,70,74,72,72,0
2025-03-06,64,4,5054.866587326389,4654.221724999999,False,72,72,64,80,0
2025-03-07,65,4,3158.6285923611113,2114.5568249999997,False,60,84,80,64,0
2025-03-08,66,4,3122.163981076389,1953.5315499999997,False,60,84,78,66,0
2025-03-09,67,4,5019.035821527777,3837.67005,False,67,77,68,76,0
2025-03-10,68,4,5010.684077951389,3785.80825,False,67,77,77,67,0
2025-03-11,69,4,5020.884486631945,3790.4794250000004,False,68,76,69,75,0
2025-03-12,70,4,5024.633593229166,3904.0655,False,71,73,72,72,0
2025-03-13,71,4,5007.173210763889,4474.0125,False,72,72,65,79,0
2025-03-14,72,4,3111.876139409722,1955.1127749999996,False,59,85,79,65,0
2025-03-15,73,4,3086.725690104167,1869.1109749999996,False,61,83,77,67,0
2025-03-16,74,4,4978.880435416668,3806.97605,False,61,83,67,77,0
2025-03-17,75,4,4973.8663680555555,3704.79885,False,64,80,81,63,0
2025-03-18,76,4,4979.824813020834,3669.8704000000002,False,65,79,72,72,0
2025-03-19,77,4,4990.762592708333,3799.4894749999994,False,66,78,75,69,0
2025-03-20,78,4,4975.162724652778,4364.53,False,72,72,64,80,0
2025-03-21,79,4,3072.670212326389,1907.0371999999998,False,60,84,78,66,0
2025-03-22,80,4,3052.0426644097224,1706.6814,False,61,83,78,66,0
2025-03-23,81,4,4944.570421875,3652.5165499999994,False,61,83,69,75,0
2025-03-24,82,4,4939.837711631944,3683.690525,False,62,82,77,67,0
2025-03-25,83,4,4937.347233333333,3657.53785,False,62,82,68,76,0
2025-03-26,84,4,4942.999716493056,3686.3574500000004,False,62,82,75,69,0
2025-03-27,85,4,4939.153606944445,4397.6050000000005,False,72,72,67,77,0
2025-03-28,86,4,3039.2486517361112,1748.2959500000002,False,60,84,80,64,0
2025-03-29,87,4,3013.0289901041665,1682.0122999999999,False,61,83,77,67,0
2025-03-30,88,4,4909.131217013888,3516.9266249999996,False,61,83,67,77,0
2025-03-31,89,4,4906.464608159723,3611.5230999999994,False,61,83,77,67,0
2025-04-01,90,4,4905.6788472222215,3547.773975,False,61,83,74,70,0
2025-04-02,91,4,4908.040275694444,3502.1528749999998,False,61,83,75,69,0
2025-04-03,92,4,4911.5818302083335,4241.1575,False,71,73,69,75,0
2025-04-04,93,4,3002.8596862847226,1690.24815,False,60,84,77,67,0
2025-04-05,94,4,3011.7177121527775,1582.5209749999995,False,61,83,78,66,0
2025-04-06,95,4,4910.530058333334,3489.31905,False,61,83,67,77,0
2025-04-07,96,4,4897.265858333333,3592.8831749999995,False,61,83,74,70,0
2025-04-08,97,4,4903.888444270833,3483.6617749999996,False,61,83,77,67,0
2025-04-09,98,4,4907.135959201389,3478.7517,False,61,83,73,71,0
2025-04-10,99,4,4913.778263020833,4305.109675,False,72,72,69,75,0
2025-04-11,100,4,3003.4366692708336,1726.5764500000005,False,60,84,79,65,0
2025-04-12,101,4,3014.405534895833,1590.4446750000002,False,60,84,77,67,0
2025-04-13,102,4,4905.451350868056,3434.1353499999996,False,62,82,69,75,0
2025-04-14,103,4,4887.600000694444,3579.7854,False,61,83,73,71,0
2025-04-15,104,4,4906.114874652778,3456.7280250000003,False,61,83,75,69,0
2025-04-16,105,4,4902.607685243056,3464.0453500000003,False,61,83,76,68,0
2025-04-17,106,4,4907.855592534722,4404.064050000001,False,72,72,67,77,0
2025-04-18,107,4,3003.2609171875,1727.9798999999998,False,59,85,79,65,0
2025-04-19,108,4,3006.4075555555555,1642.4475250000005,False,58,86,80,64,0
2025-04-20,109,4,4898.158082291667,3470.4888999999994,False,61,83,71,73,0
2025-04-21,110,4,4889.764072395834,3505.4907000000003,False,61,83,77,67,0
2025-04-22,111,4,4904.0678078125,3404.1737749999998,False,61,83,73,71,0
2025-04-23,112,4,4909.309008854167,3395.4325249999993,False,61,83,77,67,0
2025-04-24,113,4,4906.174976909722,4462.382475,False,72,72,70,74,0
2025-04-25,114,4,2991.767553993055,1735.5632999999998,False,60,84,75,69,0
2025-04-26,115,4,3006.0792828125,1540.911775,False,61,83,75,69,0
2025-04-27,116,4,4892.5105727430555,3469.9416999999994,False,61,83,70,74,0
2025-04-28,117,4,4900.768939756945,3538.6714999999995,False,61,83,78,66,0
2025-04-29,118,4,4901.5452369791665,3393.8197999999993,False,61,83,75,69,0
2025-04-30,119,4,4912.703664756944,3437.4237000000007,False,61,83,76,68,0
2025-05-01,120,4,4901.437282118055,4432.8467,False,72,72,70,74,0
2025-05-02,121,4,2990.4295741319443,1650.0333749999995,False,59,85,75,69,0
2025-05-03,122,4,3005.8985213541664,1577.4525000000003,False,59,85,80,64,0
2025-05-04,123,4,4882.487829861111,3568.147,False,61,83,75,69,0
2025-05-05,124,4,4905.577639583334,3510.5668000000005,False,61,83,76,68,0
2025-05-06,125,4,4894.103699652778,3432.3425500000008,False,61,83,77,67,0
2025-05-07,126,4,4909.539615451389,3412.6212499999997,False,61,83,73,71,0
2025-05-08,127,4,4927.271946875,4335.3135,False,72,72,66,78,0
2025-05-09,128,4,3021.942854513889,1538.1618499999995,False,56,88,75,69,0
2025-05-10,129,4,3029.774632986111,1540.00675,False,58,86,80,64,0
2025-05-11,130,4,4918.577972048612,3425.6185749999995,False,61,83,77,67,0
2025-05-12,131,4,4943.046617013889,3364.893825000001,False,61,83,73,71,0
2025-05-13,132,4,4928.519322916666,3298.3605250000005,False,61,83,77,67,0
2025-05-14,133,4,4945.817662152778,3357.0733500000006,False,61,83,78,66,0
2025-05-15,134,4,4956.196704166667,4219.549975,False,76,68,69,75,0
2025-05-16,135,4,3044.4619034722223,1540.9725000000003,False,56,88,73,71,0
2025-05-17,136,4,3057.8039171875002,1551.4143,False,59,85,82,62,0
2025-05-18,137,4,4954.619932638889,3433.0992,False,61,83,77,67,0
2025-05-19,138,4,4969.580272569444,3335.9033,False,61,83,64,80,0
2025-05-20,139,4,4961.98522326389,3337.9874500000005,False,61,83,77,67,0
2025-05-21,140,4,4973.600164236112,3343.8318,False,61,83,85,59,0
2025-05-22,141,4,4978.189070659722,4042.272800000001,False,83,61,73,71,0
2025-05-23,142,4,3077.703313888889,1463.8174999999997,False,59,85,73,71,0
2025-05-24,143,4,3092.8988659722218,1474.1956499999997,False,64,80,83,61,0
2025-05-25,144,4,4990.965981076389,3385.5945500000003,False,61,83,81,63,0
2025-05-26,145,4,4986.150586111111,3310.4566999999997,False,61,83,70,74,0
2025-05-27,146,4,4989.345397222223,3287.8679000000006,False,61,83,72,72,0
2025-05-28,147,4,4997.064086284722,3266.2550499999993,False,61,83,87,57,0
2025-05-29,148,4,5001.438032638889,4051.7870000000003,False,90,54,73,71,0
2025-05-30,149,4,3111.245638715278,1444.7145750000004,False,61,83,80,64,0
2025-05-31,150,4,3119.9081727430553,1448.7673999999997,False,77,67,87,57,0
2025-06-01,151,4,5025.209263020833,3251.6973750000006,False,61,83,73,71,0
2025-06-02,152,4,5005.636717013888,3374.1150500000003,False,61,83,81,63,0
2025-06-03,153,4,5018.450278819445,3243.9728000000005,False,61,83,73,71,0
2025-06-04,154,4,5020.386653993056,3264.046749999999,False,61,83,87,57,0
2025-06-05,155,4,5002.216473784722,4101.6746,False,88,56,68,76,0
2025-06-06,156,4,3109.6956152777775,1537.2273250000003,False,63,81,77,67,0
2025-06-07,157,4,3118.6944571180557,1438.8596750000002,False,69,75,81,63,0
2025-06-08,158,4,5104.151719270833,3269.5941000000003,False,61,83,68,76,0
2025-06-09,159,4,5083.432270312501,3308.66685,False,61,83,72,72,0
2025-06-10,160,4,5091.9883045138895,3249.1679999999997,False,61,83,64,80,0
2025-06-11,161,4,5097.2577848958335,3196.964225,False,61,83,80,64,0
2025-06-12,162,4,5085.658591319444,3949.89955,False,94,50,61,83,0
2025-06-13,163,4,3198.1705064236107,1397.4735,False,64,80,70,74,0
2025-06-14,164,4,3207.3275060763885,1312.1562249999997,False,69,75,79,65,0
2025-06-15,165,4,5182.525221701389,3406.5232749999996,False,61,83,65,79,0
2025-06-16,166,4,5163.855024131944,3377.3403750000007,False,62,82,70,74,0
2025-06-17,167,4,5166.413931423611,3289.1642999999995,False,62,82,63,81,0
2025-06-18,168,4,5176.889785416667,3307.3940749999997,False,61,83,82,62,0
2025-06-19,169,4,5170.278415972222,4048.4670000000006,False,89,55,54,90,0
2025-06-20,170,4,3273.256398611111,1387.0694000000003,False,73,71,73,71,0
2025-06-21,171,4,3280.0215340277773,1345.5870749999995,False,74,70,69,75,0
2025-06-22,172,4,5252.1278,3569.004875,False,61,83,65,79,0
2025-06-23,173,4,5242.4617328125,3450.4868249999995,False,61,83,74,70,0
2025-06-24,174,4,5238.019940624999,3418.535899999999,False,65,79,65,79,0
2025-06-25,175,4,5245.9109065972225,3480.6861750000003,False,62,82,81,63,0
2025-06-26,176,4,5249.647029340277,4045.3861749999996,False,77,67,58,86,0
2025-06-27,177,4,3337.3573916666664,1563.0579499999994,False,76,68,72,72,0
2025-06-28,178,4,3349.961606770833,1463.8531750000002,False,69,75,75,69,0
2025-06-29,179,4,5316.915136631945,3725.7776750000003,False,61,83,63,81,0
2025-06-30,180,4,5318.325313194445,3582.668199999999,False,66,78,65,79,0
2025-07-01,181,4,5311.624291319445,3624.7358250000007,False,67,77,67,77,0
2025-07-02,182,4,5312.458419270833,3570.3148250000004,False,65,79,72,72,0
2025-07-03,183,4,5314.8358949652775,3923.0408249999996,False,81,63,61,83,0
2025-07-04,184,4,3388.9306262152777,1667.8036500000003,False,77,67,65,79,0
2025-07-05,185,4,3411.245359027778,1616.7258000000002,False,75,69,76,68,0
2025-07-06,186,4,5297.501060416666,3700.206125,False,61,83,65,79,0
2025-07-07,187,4,5296.104309027778,3552.0695249999994,False,63,81,76,68,0
2025-07-08,188,4,5451.9369006944435,3594.9097500000007,False,67,77,71,73,0
2025-07-09,189,4,5444.321071701389,3512.3320250000006,False,71,73,67,77,0
2025-07-10,190,4,5451.394415451389,4001.88895,False,82,62,60,84,0
2025-07-11,191,4,3524.843654861111,1693.6408749999996,False,78,66,74,70,0
2025-07-12,192,4,3543.7044751736116,1652.8718749999994,False,77,67,81,63,0
2025-07-13,193,4,5432.684685416667,3649.3507750000003,False,61,83,66,78,0
2025-07-14,194,4,5434.918956597223,3421.362525000001,False,70,74,78,66,0
2025-07-15,195,4,5596.423725868055,3670.2552,False,66,78,75,69,0
2025-07-16,196,4,5573.008859722223,3538.2731749999994,False,67,77,72,72,0
2025-07-17,197,4,5584.120761979167,4005.306775,False,82,62,62,82,0
2025-07-18,198,4,3658.713425694444,1721.4634250000004,False,76,68,77,67,0
2025-07-19,199,4,3679.800454166667,1595.6203250000008,False,78,66,76,68,0
2025-07-20,200,4,5563.148039236112,3738.2599250000003,False,63,81,69,75,0
2025-07-21,201,4,5574.958450868055,3559.6820750000006,False,74,70,81,63,0
2025-07-22,202,4,5723.855059895833,3758.0741500000013,False,66,78,75,69,0
2025-07-23,203,4,5713.17746875,3734.4908000000005,False,66,78,70,74,0
2025-07-24,204,4,5711.413390972222,4120.003599999999,False,83,61,65,79,0
2025-07-25,205,4,3789.5571078125004,1742.7533499999995,False,78,66,73,71,0
2025-07-26,206,4,3816.8468875000003,1692.0629499999995,False,81,63,80,64,0
2025-07-27,207,4,5690.346756423611,3916.7444750000004,False,74,70,68,76,0
2025-07-28,208,4,5697.3745625,3609.3927749999993,False,75,69,78,66,0
2025-07-29,209,4,5853.042703645833,3718.84375,False,73,71,74,70,0
2025-07-30,210,4,5850.048564756945,3792.9843249999994,False,69,75,74,70,0
2025-07-31,211,4,5838.546434201389,4135.24025,False,84,60,73,71,0
2025-08-01,212,4,3922.8027815972227,1814.5092250000002,False,78,66,79,65,0
2025-08-02,213,4,3947.327274305556,1769.513425,False,80,64,79,65,0
2025-08-03,214,4,5812.486210243055,3957.2065499999994,False,77,67,72,72,0
2025-08-04,215,4,5825.308706770834,3681.333075,False,72,72,82,62,0
2025-08-05,216,4,5819.3749333333335,3608.5260499999995,False,73,71,71,73,0
2025-08-06,217,4,5821.149671180556,3821.2286250000006,False,62,82,73,71,0
2025-08-07,218,4,5795.39825798611,4143.1103,False,83,61,75,69,0
2025-08-08,219,4,3890.764847743055,1807.1633499999998,False,79,65,80,64,0
2025-08-09,220,4,3902.4252880208337,1783.5694749999998,False,80,64,81,63,0
2025-08-10,221,4,5779.339455034722,3924.0316499999994,False,75,69,71,73,0
2025-08-11,222,4,5792.149465104167,3880.3232,False,72,72,79,65,0
2025-08-12,223,4,5769.096498784722,3508.368875,False,78,66,70,74,0
2025-08-13,224,4,5780.789075694444,3786.4872250000003,False,66,78,71,73,0
2025-08-14,225,4,5757.765051909722,4102.375399999999,False,82,62,71,73,0
2025-08-15,226,4,3848.703678125001,1781.0602749999998,False,79,65,73,71,0
2025-08-16,227,4,3850.190503125,1862.8122250000006,False,80,64,82,62,0
2025-08-17,228,4,5744.361103298612,3842.855925,False,72,72,71,73,0
2025-08-18,229,4,5743.814465625,3888.8796250000005,False,66,78,76,68,0
2025-08-19,230,4,5738.809353298611,3455.827425,False,73,71,71,73,0
2025-08-20,231,4,5741.025865277778,3780.4543249999997,False,64,80,81,63,0
2025-08-21,232,4,5719.920219444445,4079.754199999999,False,80,64,73,71,0
2025-08-22,233,4,3809.849350694444,1800.8891249999997,False,78,66,78,66,0
2025-08-23,234,4,3804.555169270833,1777.7026000000005,False,79,65,80,64,0
2025-08-24,235,4,5709.1379546875005,3710.5553999999997,False,72,72,75,69,0
2025-08-25,236,4,5715.349412673611,3956.3511249999992,False,65,79,76,68,0
2025-08-26,237,4,5695.5762706597225,3484.5602999999996,False,69,75,67,77,0
2025-08-27,238,4,5695.171907118055,3771.0646750000005,False,63,81,78,66,0
2025-08-28,239,4,5678.978358854167,4065.3275999999996,False,76,68,72,72,0
2025-08-29,240,4,3790.8586289930554,1851.0808249999995,False,78,66,77,67,0
2025-08-30,241,4,3768.1953390625004,1794.897899999999,False,80,64,72,72,0
2025-08-31,242,4,5677.449153819445,3734.4497999999994,False,71,73,75,69,0
2025-09-01,243,4,5676.626655555556,3889.5118999999995,False,64,80,75,69,0
2025-09-02,244,4,5654.474383333333,3576.2017750000005,False,74,70,71,73,0
2025-09-03,245,4,5646.880424479167,3787.762100000001,False,65,79,82,62,0
2025-09-04,246,4,5648.983596875001,4047.9189749999996,False,83,61,74,70,0
2025-09-05,247,4,3745.1180920138886,1945.0641250000003,False,78,66,79,65,0
2025-09-06,248,4,3741.766624131944,1949.8149250000001,False,81,63,74,70,0
2025-09-07,249,4,5628.5207546875,3769.8638249999995,False,75,69,69,75,0
2025-09-08,250,4,5499.0382421875,3619.8129749999994,False,65,79,66,78,0
2025-09-09,251,4,5498.998621527779,3483.86525,False,66,78,61,83,0
2025-09-10,252,4,5487.6890560763895,3647.954625,False,60,84,72,72,0
2025-09-11,253,4,5484.508790277778,3931.673099999999,False,83,61,74,70,0
2025-09-12,254,4,3582.9281371527777,1711.4981750000002,False,75,69,79,65,0
2025-09-13,255,4,3590.9597743055556,1691.4526999999994,False,78,66,72,72,0
2025-09-14,256,4,5464.4120496527785,3571.5135000000005,False,67,77,67,77,0
2025-09-15,257,4,5342.562501736112,3483.5697749999995,False,60,84,71,73,0
2025-09-16,258,4,5336.9636098958335,3366.5860749999997,False,65,79,61,83,0
2025-09-17,259,4,5328.593132118056,3394.981925,False,62,82,68,76,0
2025-09-18,260,4,5326.287154687499,3851.59645,False,83,61,71,73,0
2025-09-19,261,4,3434.169484548611,1522.7885249999995,False,73,71,77,67,0
2025-09-20,262,4,3433.460323958333,1591.2925000000005,False,74,70,75,69,0
2025-09-21,263,4,5317.209749305556,3386.495125,False,62,82,68,76,0
2025-09-22,264,4,5186.83182638889,3257.0820999999996,False,61,83,74,70,0
2025-09-23,265,4,5196.118553472222,3286.280175,False,61,83,68,76,0
2025-09-24,266,4,5181.475854340278,3359.8941000000004,False,62,82,67,77,0
2025-09-25,267,4,5178.707128298611,3939.4506,False,90,54,71,73,0
2025-09-26,268,4,3275.371526909722,1317.33765,False,74,70,73,71,0
2025-09-27,269,4,3283.810130208333,1450.5064000000002,False,67,77,72,72,0
2025-09-28,270,4,5169.232786631944,3269.6526500000004,False,62,82,69,75,0
2025-09-29,271,4,5048.357117881944,3288.8407999999995,False,61,83,72,72,0
2025-09-30,272,4,5058.757276388888,3249.4143750000003,False,61,83,68,76,0
2025-10-01,273,4,5048.411388888889,3281.512725,False,61,83,71,73,0
2025-10-02,274,4,5032.900155208333,3996.0760000000005,False,86,58,72,72,0
2025-10-03,275,4,3128.1425807291666,1334.1682249999994,False,69,75,78,66,0
2025-10-04,276,4,3147.567256944444,1357.3912999999998,False,66,78,74,70,0
2025-10-05,277,4,5034.068825694445,3367.04665,False,61,83,77,67,0
2025-10-06,278,4,5046.7716546875,3322.0197999999996,False,61,83,78,66,0
2025-10-07,279,4,5052.336765104166,3296.307925,False,61,83,71,73,0
2025-10-08,280,4,5004.502412673612,3268.36105,False,61,83,79,65,0
2025-10-09,281,4,4993.009913020834,4152.117375,False,83,61,72,72,0
2025-10-10,282,4,3090.551025347222,1450.6137000000003,False,63,81,76,68,0
2025-10-11,283,4,3111.8489305555554,1423.5875,False,58,86,75,69,0
2025-10-12,284,4,5000.979365972223,3340.4545,False,61,83,74,70,0
2025-10-13,285,4,5010.266901562501,3410.6773749999998,False,61,83,72,72,0
2025-10-14,286,4,5013.534088541666,3360.2667500000002,False,61,83,71,73,0
2025-10-15,287,4,4964.046932118055,3382.21925,False,61,83,84,60,0
2025-10-16,288,4,4958.491281597222,4147.382075,False,79,65,73,71,0
2025-10-17,289,4,3056.0125149305554,1483.9782000000005,False,56,88,81,63,0
2025-10-18,290,4,3077.759155902778,1498.880275,False,57,87,74,70,0
2025-10-19,291,4,4964.226121354167,3362.270124999999,False,61,83,79,65,0
2025-10-20,292,4,4978.1598593749995,3458.6969250000006,False,61,83,74,70,0
2025-10-21,293,4,4973.834835590277,3402.53435,False,61,83,77,67,0
2025-10-22,294,4,4926.731158854167,3465.785575000001,False,61,83,80,64,0
2025-10-23,295,4,4926.503364583334,4120.482875,False,71,73,70,74,0
2025-10-24,296,4,3021.179661458333,1547.2055250000003,False,60,84,76,68,0
2025-10-25,297,4,3039.488049826389,1651.9291750000002,False,60,84,86,58,0
2025-10-26,298,4,4934.319500520834,3475.0181749999997,False,61,83,75,69,0
2025-10-27,299,4,4943.631493923612,3438.39355,False,61,83,70,74,0
2025-10-28,300,4,4938.611581944444,3471.529975,False,61,83,78,66,0
2025-10-29,301,4,4891.916503819444,3632.5689250000005,False,61,83,78,66,0
2025-10-30,302,4,4891.770743402778,4129.240374999999,False,71,73,66,78,0
2025-10-31,303,4,2999.7334616319445,1653.8032750000002,False,60,84,76,68,0
2025-11-01,304,4,2998.8319586805555,1687.6618999999996,False,61,83,83,61,0
2025-11-02,305,4,4903.4103835069445,3628.765274999999,False,62,82,72,72,0
2025-11-03,306,4,4909.039301388889,3411.419349999999,False,61,83,69,75,0
2025-11-04,307,4,4903.1708499999995,3558.79175,False,61,83,81,63,0
2025-11-05,308,4,4897.157751736111,3693.3518000000004,False,61,83,74,70,0
2025-11-06,309,4,4888.482834895834,4032.4328750000004,False,71,73,69,75,0
2025-11-07,310,4,3002.0751064236115,1622.4221749999997,False,60,84,77,67,0
2025-11-08,311,4,2994.4235696180554,1697.986425,False,61,83,81,63,0
2025-11-09,312,4,4905.898044097223,3546.0077999999994,False,62,82,71,73,0
2025-11-10,313,4,4908.130748263889,3496.9157749999995,False,61,83,73,71,0
2025-11-11,314,4,4903.5816010416665,3580.8361999999997,False,61,83,76,68,0
2025-11-12,315,4,4901.046764930555,3631.6255,False,61,83,71,73,0
2025-11-13,316,4,4891.400589062501,4111.819125,False,71,73,70,74,0
2025-11-14,317,4,3000.4172788194446,1614.4975,False,60,84,78,66,0
2025-11-15,318,4,2996.9642161458332,1621.515575,False,60,84,80,64,0
2025-11-16,319,4,4907.651023090278,3585.7223999999997,False,63,81,73,71,0
2025-11-17,320,4,4915.863549652778,3534.7445250000014,False,61,83,71,73,0
2025-11-18,321,4,4902.806999652778,3618.6995749999996,False,62,82,73,71,0
2025-11-19,322,4,4901.820026041667,3579.484925,False,61,83,71,73,0
2025-11-20,323,4,4891.888411284723,4162.506574999999,False,71,73,69,75,0
2025-11-21,324,4,2998.278951388889,1637.3799999999997,False,60,84,71,73,0
2025-11-22,325,4,3005.404584548611,1726.450475,False,59,85,74,70,0
2025-11-23,326,4,4911.49501111111,3491.66265,False,62,82,75,69,0
2025-11-24,327,4,4909.263466319444,3508.657725,False,61,83,70,74,0
2025-11-25,328,4,4902.628223784723,3635.3968,False,61,83,70,74,0
2025-11-26,329,4,4907.1087220486115,3530.5252250000003,False,61,83,78,66,0
2025-11-27,330,4,4898.497179166667,4328.249199999999,False,72,72,72,72,0
2025-11-28,331,4,2996.858728125,1696.7224999999999,False,60,84,74,70,0
2025-11-29,332,4,3010.6871171875,1755.0255249999996,False,60,84,75,69,0
2025-11-30,333,4,4915.248634548611,3472.9464749999997,False,62,82,78,66,0
2025-12-01,334,4,4911.191836111111,3503.410674999999,False,61,83,74,70,0
2025-12-02,335,4,4904.380801041667,3500.3110499999993,False,61,83,69,75,0
2025-12-03,336,4,4906.742286805555,3585.877375,False,61,83,76,68,0
2025-12-04,337,4,4901.435419618056,4477.300025,False,72,72,70,74,0
2025-12-05,338,4,3001.9632307291668,1756.6625,False,60,84,75,69,0
2025-12-06,339,4,3012.5828505208333,1697.6670999999997,False,60,84,73,71,0
2025-12-07,340,4,4916.973614930555,3524.1206999999995,False,61,83,78,66,0
2025-12-08,341,4,4989.134300694444,3675.715475,False,62,82,67,77,0
2025-12-09,342,4,4987.7559350694455,3626.7882499999996,False,61,83,67,77,0
2025-12-10,343,4,4978.185240104167,3692.2488,False,65,79,77,67,0
2025-12-11,344,4,4980.843303125,4633.620025,False,72,72,68,76,0
2025-12-12,345,4,3071.293360069444,1869.1200249999997,False,59,85,76,68,0
2025-12-13,346,4,3090.0407081597223,1784.32715,False,60,84,78,66,0
2025-12-14,347,4,4991.867289409722,3650.6569000000004,False,61,83,76,68,0
2025-12-15,348,4,5051.532750347222,3783.645325000001,False,64,80,75,69,0
2025-12-16,349,4,5057.931077083334,3848.5239749999996,False,63,81,67,77,0
2025-12-17,350,4,5050.706601388889,3778.30805,False,69,75,76,68,0
2025-12-18,351,4,5043.423424999999,4798.158925,False,72,72,67,77,0
2025-12-19,352,4,3143.4163869791664,1956.8978000000002,False,59,85,78,66,0
2025-12-20,353,4,3156.428007465278,1850.3751250000005,False,60,84,76,68,0
2025-12-21,354,4,5056.058077083333,3789.9106999999995,False,62,82,71,73,0
2025-12-22,355,4,5124.819363194443,3914.186899999999,False,70,74,71,73,0
2025-12-23,356,4,5129.423336284723,3943.3042749999995,False,66,78,69,75,0
