target,day_index,date,n_train_days,n_rows,trained,branch,n_trees,model_file,model_sha256,constant_new_columns,n_template_days,near_constant_template_days,correction_min_kW,correction_max_kW,reason,train_first,train_last,prediction_min_kW,prediction_max_kW
load,34,2025-02-04,26,3744,True,fitted,100,,80e0cb85eec486990692828cd45d9fd0ac6eb3bea3feebc3888c0cdebf8b25ba,,4,0,-321.1385122586168,146.11112307498027,,2025-01-09,2025-02-03,3136.894392452076,7186.913037073762
load,35,2025-02-05,27,3888,True,fitted,100,,796ab9498f9ddd334ac55165ebac374a15cb0f74ffc77ed54cef1537cbac25ca,,4,0,-349.42109894996656,155.88048404704978,,2025-01-09,2025-02-04,3212.829257102529,7229.25392413533
load,36,2025-02-06,28,4032,True,fitted,100,,c7b200afd50eab2a421b5f82fac16d6f213bbddc0e4010333ac4a19a7b8f4c36,,4,0,-332.08077557732287,141.5983458171548,,2025-01-09,2025-02-05,2610.4199613806322,7206.468511621108
load,37,2025-02-07,29,4176,True,fitted,100,,257b4db80d5ab47acc4e95169bf26f77235241d0d6107021c05ac5d770ec0fc3,,4,0,-268.40838145898414,134.1269016228457,,2025-01-09,2025-02-06,2319.839185732901,4459.706189727519
load,38,2025-02-08,30,4320,True,fitted,100,,f0bebc5894cdd58386c59ea0c7e21136c2014f566f7b581feac7481197d3a9da,,4,0,-291.7230317106855,159.19057439813,,2025-01-09,2025-02-07,2191.3247988860103,4268.00082117532
load,39,2025-02-09,31,4464,True,fitted,100,,b53cbcc39d3059e3c4eb238e4f903d3d17c27211babcbdbd4cee9f489f244eec,,4,0,-154.96552467115248,137.28394397860794,,2025-01-09,2025-02-08,3193.8891437637103,7219.360717839986
load,40,2025-02-10,32,4608,True,fitted,100,,592fdae9965c2810a24df50a6028368a6f84500ab115e6928609ee255ec4b6bf,,4,0,-193.7121852731043,200.49224749795337,,2025-01-09,2025-02-09,3285.812186563169,7128.5393190257355
load,41,2025-02-11,33,4752,True,fitted,100,,963d5d248a020732f48b71d88b24183af5fb785d772781cf4e71444b77624ca8,,4,0,-235.7681565102777,214.35709700544373,,2025-01-09,2025-02-10,3262.330994838112,7243.092516573631
load,42,2025-02-12,34,4896,True,fitted,100,,c8e55d21a2d64e310394cd8a60c0f7d60769e6b23a74ed8ea4a5603fc5ad71b7,,4,0,-204.74919113031146,191.08725559264434,,2025-01-09,2025-02-11,3240.1583664583627,7246.774838989453
load,43,2025-02-13,35,5040,True,fitted,100,,410935cda88742b08c76c18ffaacd93c8a20694eda5d5ca71b24b425d0740072,,4,0,-164.2978061273475,191.95406841559765,,2025-01-09,2025-02-12,2618.8737458536016,7321.324737518454
load,44,2025-02-14,36,5184,True,fitted,100,,bcaf2dccd07ac897769ce6b6037d6bd0c45c07aa5e4754e9b9c37a67b4c3bb3d,,4,0,-131.15625161268838,147.71837373130506,,2025-01-09,2025-02-13,2237.4264076192167,4432.759364463823
load,45,2025-02-15,37,5328,True,fitted,100,,1a24c13fe494c6490d64405a200d9bc8c2fdf10cbe6c830b219d6a5219b0f0a6,,4,0,-234.59939846815985,193.03171562777493,,2025-01-09,2025-02-14,2286.9051980394493,4275.693104012156
load,46,2025-02-16,38,5472,True,fitted,100,,db1335d2bcec2090b3aad60ece94b52c4a9a592ce64423875527439fd51ef01c,,4,0,-145.29747559143604,92.57351898955372,,2025-01-09,2025-02-15,3198.7298133995673,7081.234798743547
load,47,2025-02-17,39,5616,True,fitted,100,,0181c133fe9e793ca5f628ecbfc7a59d1debce4a7c34e43618e025f49a161a5b,,4,0,-237.0570092134307,204.92567656525145,,2025-01-09,2025-02-16,3192.386993191543,7111.65193115349
load,48,2025-02-18,40,5760,True,fitted,100,,cbae3056eab406134e44ce2ef2f5b7eaeed549ad5a94f5276813b6310d1b3179,,4,0,-192.8554423795916,189.02022844018958,,2025-01-09,2025-02-17,3112.6125158459195,7112.505396987322
load,49,2025-02-19,41,5904,True,fitted,100,,0b3fe44375335c67ae44a6fae2ddd53ac25095814e53ad213127b299ed47e0a7,,4,0,-163.56367844519679,179.92644814235643,,2025-01-09,2025-02-18,3207.5819637642303,7125.4665628382545
load,50,2025-02-20,42,6048,True,fitted,100,,061c96db8f3129c6c299be9f73eb6871f7d1af78711b40a9611f876068b19966,,4,0,-171.34919211557198,216.8784182784293,,2025-01-09,2025-02-19,2536.7858013707055,7053.366674875621
load,51,2025-02-21,43,6192,True,fitted,100,,6919fa59db9f1b2e50f60b1c013f46851a150f16b489271d225fc0bcff81fdda,,4,0,-149.3313925349334,144.03493031665928,,2025-01-09,2025-02-20,2209.7017325730135,4313.964127923802
load,52,2025-02-22,44,6336,True,fitted,100,,998ca80152d780fa4faa547bedb9f759e60e40d0870e5773c77255372e2efc7f,,4,0,-263.5151271462947,200.76392054874054,,2025-01-09,2025-02-21,2250.7911109453,4276.703477578753
load,53,2025-02-23,45,6480,True,fitted,100,,8fecf8de3eb949d99992c35374af37d32d2dcdf8ec2b37d5f378f077d3bdb137,,4,0,-167.10647358854894,120.34950811659037,,2025-01-09,2025-02-22,3139.607818436599,7022.955824145942
load,54,2025-02-24,46,6624,True,fitted,100,,93a75d050703f6eff5062a6817aba686327b9a20fd4a8f05cf5d3e4b58d5c8ea,,4,0,-228.2340241567114,191.12944753361327,,2025-01-09,2025-02-23,3160.581953234341,7024.423015432385
load,55,2025-02-25,47,6768,True,fitted,100,,8b1fbecf46355a5822fcf11b7ad533a05faf0d2d7f23a9010123944406f0aeea,,4,0,-279.62562288706,163.53570781109102,,2025-01-09,2025-02-24,3174.9326889835415,6970.02088899712
load,56,2025-02-26,48,6912,True,fitted,100,,e0bbd87e92542ed2e6cbfff39405628bc6fd4241083b88299183fb16a3de5fc6,,4,0,-249.34368000131667,175.68424759542083,,2025-01-09,2025-02-25,3214.147796972243,7033.6104489832205
load,57,2025-02-27,49,7056,True,fitted,100,,cefdf689b7d2a827ac2a51fc3d95ddab2b179586a4ba6b4b64a2cae613967753,,4,0,-231.94543038660092,193.06358156698582,,2025-01-09,2025-02-26,2549.489164279654,7076.83263019919
load,58,2025-02-28,50,7200,True,fitted,100,,a155910169b905c726d4bece8600534ffb68be4e54405b7320ba1ba9fe32c844,,4,0,-194.4651703999444,151.1442329732175,,2025-01-09,2025-02-27,2192.3464690316023,4363.525041721974
load,59,2025-03-01,51,7344,True,fitted,100,,5ac8371ca77c5f7c4ce7010d610921597654fb85383af265b16f3c8fb081e3d4,,4,0,-243.42981605617607,184.33805228232646,,2025-01-09,2025-02-28,2209.7819597629937,4260.368476445835
load,60,2025-03-02,52,7488,True,fitted,100,,9d23d1d0a2744609ae6e8de8f3219049fd6645eb9c9276aa043404380b50d6bc,,4,0,-330.90496178439656,32.73925191868632,,2025-01-09,2025-03-01,3045.212593608695,6924.610649538917
load,61,2025-03-03,53,7632,True,fitted,100,,6a23d18796e37c7dfa7fa8ca71300f0b4adad0779a8e2945d85f7d6e8fb3a7af,,4,0,-381.4341520787318,99.10367761166584,,2025-01-09,2025-03-02,3063.498893827215,6822.935725198923
load,62,2025-03-04,54,7776,True,fitted,100,,84cbc890f0330bf9db35f0deb11fef37d5660c8d22f01e8482207ff332e4b9c7,,4,0,-386.3210914483728,104.77715779527074,,2025-01-09,2025-03-03,3177.6721165187937,6830.674110465968
load,63,2025-03-05,55,7920,True,fitted,100,,940e09d22c0d460a1bf1f3b9f056dbf7834d180fbaa259391ce3f57bc6916046,,4,0,-404.308434573702,124.01292822118639,,2025-01-09,2025-03-04,3056.47391029359,6833.480423060558
load,64,2025-03-06,56,8064,True,fitted,100,,f6872734a4fb7173231de20cda281a3c85b841c6adcd79d63444fc94e2181e8b,,4,0,-400.83958645734566,140.32219026983248,,2025-01-09,2025-03-05,2371.063842599984,6862.278547657348
load,65,2025-03-07,56,8064,True,fitted,100,,9ff94cc2e807ee165ae72664d59db3e43a2bd8a58372c32f0b1ad0fb4e8f8a7a,,4,0,-301.0522304269866,98.92692468472056,,2025-01-10,2025-03-06,2160.5019724092463,4199.599622705733
load,66,2025-03-08,56,8064,True,fitted,100,,a3fdeb2a95c49bae57f63a11b889c31b6f5e193a258fd2b455d641ec8b3e5362,,4,0,-327.38099878739416,167.81110066451456,,2025-01-11,2025-03-07,2183.0135461223367,3917.405979721101
load,67,2025-03-09,56,8064,True,fitted,100,,5acd3a3b12be5f3f4ebd4febca12c0bf01e8bac3e3a67fd977fad4d99d9c92f0,,4,0,-229.5979769955782,92.53385496906584,,2025-01-12,2025-03-08,3090.5402310016175,6853.640925653765
load,68,2025-03-10,56,8064,True,fitted,100,,4935303c64a249233bfc9e10aa623f1a2d7ebf701a08d86d904342f5f0bab103,,4,0,-258.8190669773408,172.10289329736108,,2025-01-13,2025-03-09,3177.3600511407935,6834.558998933757
load,69,2025-03-11,56,8064,True,fitted,100,,668d051416b884eb37d4118920184eb9f402cffcc983a50de8c0a4e41fd9e621,,4,0,-233.60980416244553,167.27939941554635,,2025-01-14,2025-03-10,3165.509872472025,6855.085251422178
load,70,2025-03-12,56,8064,True,fitted,100,,4c413a70f3c7c2c6af7d973829b7bffaf43d08fe3b053b95c902a8ae8eb7726a,,4,0,-230.278340103909,175.1215626181224,,2025-01-15,2025-03-11,3100.6093615825544,6834.549142898212
load,71,2025-03-13,56,8064,True,fitted,100,,208a8f37b6a7048be4d40def0da8e03581955d5b10028598f8ed45cb27aa457c,,4,0,-204.55197177307954,173.49973531600773,,2025-01-16,2025-03-12,2468.4094705986595,6770.467224763954
load,72,2025-03-14,56,8064,True,fitted,100,,6399fdf8e5a4de8dab0b5320529e6b8700fa38d38888d2e8d84b4765e451ff45,,4,0,-215.84133205208084,185.65607924233342,,2025-01-17,2025-03-13,2247.9681080193304,4013.007314778561
load,73,2025-03-15,56,8064,True,fitted,100,,59933a9bc24153c1f952b836630969eae7e88b9979bf32b974d281234a63e916,,4,0,-210.4180639188502,160.2713689215348,,2025-01-18,2025-03-14,2215.0200794947573,3926.95697838096
load,74,2025-03-16,56,8064,True,fitted,100,,f69e1e992efd4172de61fe548d5750e71a48a469179007bd41ed7163fa0f0a1b,,4,0,-214.6243964126923,90.16645273916181,,2025-01-19,2025-03-15,3152.13099079157,6825.276814427698
load,75,2025-03-17,56,8064,True,fitted,100,,9e729e968ea21583484ef201c756d18c7f603f6aa3a43f021e597345b2257e6a,,4,0,-246.74567384936864,156.67611528963846,,2025-01-20,2025-03-16,3188.2432176027587,6726.364293558069
load,76,2025-03-18,56,8064,True,fitted,100,,06fc6e7c1a1a2024cf5e9cac5c00fb00f17420cbddb3ced082ce65d7a59a7f7e,,4,0,-239.27336452068013,161.78833456845518,,2025-01-21,2025-03-17,3142.3958132757616,6758.871190410702
load,77,2025-03-19,56,8064,True,fitted,100,,54c33f125d649527f7e9be67ab65c61e6daaba154e40b8bd463dae0881d5543f,,4,0,-220.44673159995233,142.3345815508346,,2025-01-22,2025-03-18,3156.6907282168504,6832.843235128636
load,78,2025-03-20,56,8064,True,fitted,100,,dfa13232bedc256485e8e07100b3c55cb7a7c172381c9a7dce9ea75c90a6e13b,,4,0,-252.1853311514404,157.10412634410534,,2025-01-23,2025-03-19,2473.937784406443,6664.362654221805
load,79,2025-03-21,56,8064,True,fitted,100,,f06f438a1c0163a9d4843ad88f3d36e5ba804e2065b6d1f5bc4b92996b6772b3,,4,0,-268.71612054166417,166.98386632261676,,2025-01-24,2025-03-20,2231.1657949416417,4010.7867183993817
load,80,2025-03-22,56,8064,True,fitted,100,,8dffed2b591b0baff84d61b1ede620d62cfc2e319d90f7e5be4dbe6976c97ee5,,4,0,-249.5108408416791,176.72981943578756,,2025-01-25,2025-03-21,2296.0250882033424,3880.008752775861
load,81,2025-03-23,56,8064,True,fitted,100,,b28fbf59e628fc61fc575d695d729b7775d76eb2dda3313e546a73a45795c730,,4,0,-249.5900451987956,92.95037441559799,,2025-01-26,2025-03-22,3154.972357905728,6680.699991862261
load,82,2025-03-24,56,8064,True,fitted,100,,5b6449fc3e12ac3da172b18426dd119678b0e6e2bb184a7e00bca0bc6917ef58,,4,0,-290.3377768475049,168.67381794054114,,2025-01-27,2025-03-23,3138.254158135722,6706.291014267306
load,83,2025-03-25,56,8064,True,fitted,100,,873ec301fa23307277cc3dc6c1284f812318635f90ecd8e8a0bdaee3cbbb9c65,,4,0,-269.2095091765727,156.96513577012786,,2025-01-28,2025-03-24,3239.876587517374,6748.872598692015
load,84,2025-03-26,56,8064,True,fitted,100,,82b5c6bc2736dc99c075ebe6ea8be8403be8a14db2072bc60ebb8d001e3916f2,,4,0,-273.6005925939923,152.2471127577723,,2025-01-29,2025-03-25,3200.2259506487003,6659.166992639523
load,85,2025-03-27,56,8064,True,fitted,100,,239127c373681d1bcef78b7f0304948365e10cb5734d829beb700c73c6147fa7,,4,0,-230.1264006934377,151.36252020936485,,2025-01-30,2025-03-26,2452.5327570080144,6656.918351782165
load,86,2025-03-28,56,8064,True,fitted,100,,69d4d6ec30f64b4c6bd84ae9ade8b5906245bee228b2a930ae03cae12d7106f7,,4,0,-246.51285010831683,139.6470647882437,,2025-01-31,2025-03-27,2279.047029476485,3909.997775513218
load,87,2025-03-29,56,8064,True,fitted,100,,8d55fd2d7e99eb4c3e5059b719036dc8ddfe427d061293e3258978de8e752ff3,,4,0,-345.9290254144391,129.9908130848414,,2025-02-01,2025-03-28,2193.304781799245,3821.1709745855615
load,88,2025-03-30,56,8064,True,fitted,100,,80b565dde79b2c9665fc8ec34c85ff4cb051920c0b27e1d143e24ee10db76d8f,,4,0,-266.46914181444754,77.44499130343993,,2025-02-02,2025-03-29,3188.1472617810414,6618.299045706771
load,89,2025-03-31,56,8064,True,fitted,100,,596d7685a4ad9f8ffb839bb8907a719974eb89cd04bfe12eecbc24686220bbe3,,4,0,-280.2727906325166,164.26450687387697,,2025-02-03,2025-03-30,3165.261762010062,6623.540436716888
load,90,2025-04-01,56,8064,True,fitted,100,,320044cb8f3c3ce6547f439a61acf82fbe6c8b1e0d3d9da650536f976e341dbd,,4,0,-300.1722688458178,141.61421022332823,,2025-02-04,2025-03-31,3206.9173067569413,6583.826070087958
load,91,2025-04-02,56,8064,True,fitted,100,,e042521bc1e3a0b7715b236b50846f91b1eea75f783e3f90b852a238dea82bd5,,4,0,-289.1846126562839,126.89738691626731,,2025-02-05,2025-04-01,3221.7773166602738,6617.381496009752
load,92,2025-04-03,56,8064,True,fitted,100,,a29f1d440757ba6a6062f74e1215c72c4840e1092d2767072a8f6d18dd1b951a,,4,0,-276.5078382720725,118.91802987813587,,2025-02-06,2025-04-02,2491.4569553353376,6665.991667799398
load,93,2025-04-04,56,8064,True,fitted,100,,19287054997c9ce866db0b04c10e81ca505bcd66d0098dfca01ffe31f95328a0,,4,0,-218.78751882950945,164.83685987404255,,2025-02-07,2025-04-03,2201.2486969405836,3868.2364529743754
load,94,2025-04-05,56,8064,True,fitted,100,,984d20452a1f58a3a0c277f5a042bfca64370f545e12ff8cface09e1c98d1c91,,4,0,-259.10775133758017,145.6947786726415,,2025-02-08,2025-04-04,2264.826130769994,3804.887318361016
load,95,2025-04-06,56,8064,True,fitted,100,,6cd40f02bc2be388496790896d92be3f2884c36da60d567683aabbca89a79a12,,4,0,-251.99030942988017,96.52410278568138,,2025-02-09,2025-04-05,3211.129811906088,6576.974979820382
load,96,2025-04-07,56,8064,True,fitted,100,,a108fd1b826c81bcc513de9ae7376a90f0b260b21794c9ced8b5657ecdc0997c,,4,0,-273.5088298650686,149.940462213132,,2025-02-10,2025-04-06,3118.435666428587,6569.158414732531
load,97,2025-04-08,56,8064,True,fitted,100,,1bebd01600e050c1194830d1c847d8dc8ba5dd2c9b110d5697b8377bfba94c88,,4,0,-259.82211629697167,152.33915885358257,,2025-02-11,2025-04-07,3235.964578984178,6641.866894463608
load,98,2025-04-09,56,8064,True,fitted,100,,5d17dfa43dca628a0ef370ef0cec3151aa6fbe93df7db47b5447477f1133c212,,4,0,-256.541294764471,182.16416548770638,,2025-02-12,2025-04-08,3264.872282253953,6651.912003291907
load,99,2025-04-10,56,8064,True,fitted,100,,e71c24bedddcd820e1cdd4fe1f9ed29e09f7fca78ec02af4764c283774c6b4ef,,4,0,-284.17563592668233,155.9721011203024,,2025-02-13,2025-04-09,2360.046170109577,6598.455744482598
load,100,2025-04-11,56,8064,True,fitted,100,,8b156ab66f452ce5284c3996a870bbbfe7355547321b478cc2106b112d84be83,,4,0,-218.23296635750086,157.47837167948438,,2025-02-14,2025-04-10,2212.615349750745,3839.6868554295506
load,101,2025-04-12,56,8064,True,fitted,100,,c3fbdcc25f5aa8c71e5839f4d24fe0a51c46b93e843ab6ef88dcc384bb77d902,,4,0,-255.21721392241926,147.20882444383065,,2025-02-15,2025-04-11,2310.690540096413,3829.8872821268337
load,102,2025-04-13,56,8064,True,fitted,100,,f67d9344449c364facd2f6a68fde9b00d65059550cb847d7c148b55d15afe7f0,,4,0,-241.3628240825963,126.90730017110161,,2025-02-16,2025-04-12,3199.210418187596,6544.615951466805
load,103,2025-04-14,56,8064,True,fitted,100,,66f1ace447033a5222cd119d9567dc22d4b809ab3f78539111d9fa84bc634752,,4,0,-263.32032621553833,165.54108271785213,,2025-02-17,2025-04-13,3143.1344912112454,6635.166305434993
load,104,2025-04-15,56,8064,True,fitted,100,,9f78232bfd43e3fe0de8f30a6875764340f03909994e73599a347bdd30635cd9,,4,0,-234.89714658416878,146.221242537332,,2025-02-18,2025-04-14,3257.5834256137555,6631.998513625221
load,105,2025-04-16,56,8064,True,fitted,100,,e22daf4037ce6b55b316dff2af7c093ab8c952821e06f2a66ae83f6a6cd2fa4c,,4,0,-258.6036045631023,151.69637523220283,,2025-02-19,2025-04-15,3246.0594728412607,6558.350304737396
load,106,2025-04-17,56,8064,True,fitted,100,,0b73be572fd1200804dee7ecc3e7ecae0e0cba08e62b0c6489f103ec1fff626f,,4,0,-263.3799805702009,174.40912903807197,,2025-02-20,2025-04-16,2392.9098888000813,6641.931771360757
load,107,2025-04-18,56,8064,True,fitted,100,,6fa6ddee15a2c46b740e1f46c1d26d566610414fbecc9ee98fdda9ad6bb09a09,,4,0,-220.7677626347244,156.65555904717536,,2025-02-21,2025-04-17,2260.747496297566,3877.8235632469746
load,108,2025-04-19,56,8064,True,fitted,100,,7e6fffc8c745dc49544cb72e511aa95209cff803b723f380e4a3c4c81354c095,,4,0,-234.13529363885957,172.48585671288942,,2025-02-22,2025-04-18,2300.4840276142863,3851.8719492923824
load,109,2025-04-20,56,8064,True,fitted,100,,ed1a3492ee2d786201a0d604ee37b37c7e225230faf8f3d60ec6da2fc9ff81f8,,4,0,-206.63255960107358,130.7982089871271,,2025-02-23,2025-04-19,3201.483999249119,6612.971757246331
load,110,2025-04-21,56,8064,True,fitted,100,,e79e2c8ee5b0d073a4ad11746f3ab983c877ae386afccc21ef2ae578d36de43e,,4,0,-258.6834376869478,176.52857929769027,,2025-02-24,2025-04-20,3178.121872256567,6630.705063046111
load,111,2025-04-22,56,8064,True,fitted,100,,41b5bb55b685f494e324aeba89e7120ac8c42e0b2a964cce276c9aef61524862,,4,0,-195.96833419908526,176.17654193285716,,2025-02-25,2025-04-21,3216.5524951378693,6578.469714535678
load,112,2025-04-23,56,8064,True,fitted,100,,1e77f9fceae88f745375de5a18cf89ad9187f048b36cf9a1b4a0478335065d9f,,4,0,-215.80113071547692,143.06323222469425,,2025-02-26,2025-04-22,3257.757058259876,6567.76660329505
load,113,2025-04-24,56,8064,True,fitted,100,,22e9362a6834165aac7890c0241b162dd15d5a08c1cb5d1b30aea38f992a4eae,,4,0,-191.08033712329393,169.50832400658166,,2025-02-27,2025-04-23,2378.3343917680886,6670.425889288868
load,114,2025-04-25,56,8064,True,fitted,100,,ed2bdbe5c8111f75df4a7377e12bbd3f8cdc7a7624c41310b0e6f571fbf6a134,,4,0,-194.24250483017164,177.1498838460693,,2025-02-28,2025-04-24,2226.9300976830255,3899.6981487272988
load,115,2025-04-26,56,8064,True,fitted,100,,178930d7b7f531f6204bc2bdd172ebfd3d5c2b15674f1e017c44ad79306cc529,,4,0,-212.01243207273666,190.94525087008392,,2025-03-01,2025-04-25,2293.385955080215,3810.8610996333114
load,116,2025-04-27,56,8064,True,fitted,100,,b9565180d982252f51dd8e1b3d03756f727a191c0877bf59635ec408c1b3015d,,4,0,-224.19501946635305,137.71788619115586,,2025-03-02,2025-04-26,3181.3305331569118,6597.280055007209
load,117,2025-04-28,56,8064,True,fitted,100,,be143201ba4a2f54c8efb58aba8aa1ef58ca1fc53796bb7f570ae989a29156a5,,4,0,-270.5870283361759,131.68936863662128,,2025-03-03,2025-04-27,3185.280117039661,6683.814237556349
load,118,2025-04-29,56,8064,True,fitted,100,,02912790117830714450fe6332239a0cd721bb3be004663b7d4d3d9e47760eac,,4,0,-295.5376392875435,163.09237006166126,,2025-03-04,2025-04-28,3234.938602521646,6543.300157626763
load,119,2025-04-30,56,8064,True,fitted,100,,d2c9843b9743375f76a18368fb4ed3eb83f9c5b3201f0f2cc5b5f23ed1626f76,,4,0,-232.88144405200214,199.15494039801848,,2025-03-05,2025-04-29,3215.5188413621713,6625.3753939077005
load,120,2025-05-01,56,8064,True,fitted,100,,e4fe72c3abfc974f57b5aa9868dc21ac2a7446eb3861deb69a41c9df55c060d6,,4,0,-223.58536754445103,190.2696982693539,,2025-03-06,2025-04-30,2375.0527073334465,6701.116336367625
load,121,2025-05-02,56,8064,True,fitted,100,,71559e15c680775850cd83f4eb163738666df3eac00ae5710ca7e73b9a43bc9a,,4,0,-215.98591398821137,171.68129554057754,,2025-03-07,2025-05-01,2277.0712955405775,3857.188461927768
load,122,2025-05-03,56,8064,True,fitted,100,,a131b453bfec71d7757787d435eb1a9e2b2d89015f0d43421caf5ab5375650f3,,4,0,-125.95175423392345,273.96668992859117,,2025-03-08,2025-05-02,2430.5787399599726,3946.174068531292
load,123,2025-05-04,56,8064,True,fitted,100,,68515f579b73f673285c18e24d4eb1251f38a8945edcad19d2e3c6b2f6f0e0e8,,4,0,-163.27538520934408,167.60453372192896,,2025-03-09,2025-05-03,3238.738570487849,6794.796714790657
load,124,2025-05-05,56,8064,True,fitted,100,,d487bcdae6a16bbebac4c094ac128f95d14b8d1421acc3fc5806c30b89499082,,4,0,-159.29633618103105,310.19777200568956,,2025-03-10,2025-05-04,3443.6724911368833,6618.307144765089
load,125,2025-05-06,56,8064,True,fitted,100,,e2b88d118e95f476f4f0c2fd07dce65360d647f42f6624a9ae922e13d901029d,,4,0,-197.92645310120864,354.26107211890167,,2025-03-11,2025-05-05,3445.212280080237,6652.038964994023
