group,date,update_hour,kind,objective_yuan,mip_gap,seconds,max_violation_kWh,n_intervals,context
B2,2025-02-06,0,plan,59356.72750314581,1.225801677459023e-16,0.02375180018134415,9.094947017729282e-13,144,B2 2025-02-06 00:00 plan
B2,2025-02-06,6,revision,43159.11558321729,0.0,0.012082400033250451,1.8189894035458565e-12,109,B2 2025-02-06 06:00
B2,2025-02-06,12,revision,31266.311521045674,0.0,0.010073899989947677,6.821210263296962e-13,73,B2 2025-02-06 12:00
B2,2025-02-06,18,revision,12692.860608452806,0.0,0.00802730000577867,6.821210263296962e-13,37,B2 2025-02-06 18:00
B2,2025-02-07,0,plan,23597.410893686934,0.0,0.02654549991711974,9.094947017729282e-13,144,B2 2025-02-07 00:00 plan
B2,2025-02-07,6,revision,10950.245955831906,0.0,0.019920899998396635,9.094947017729282e-13,109,B2 2025-02-07 06:00
B2,2025-02-07,12,revision,10345.592989776971,0.0,0.025983999948948622,2.1032064978498966e-12,73,B2 2025-02-07 12:00
B2,2025-02-07,18,revision,4907.710009728412,0.0,0.012151400092989206,9.094947017729282e-13,37,B2 2025-02-07 18:00
B2,2025-02-08,0,plan,19141.47157557119,0.0,0.051176100037992,1.7621459846850485e-12,144,B2 2025-02-08 00:00 plan
B2,2025-02-08,6,revision,9379.581443668934,0.0,0.03239329997450113,1.2505552149377763e-12,109,B2 2025-02-08 06:00
B2,2025-02-08,12,revision,9164.857207424417,0.0,0.0389336000662297,1.2221335055073723e-12,73,B2 2025-02-08 12:00
B2,2025-02-08,18,revision,5064.168384004202,0.0,0.008023800095543265,5.684341886080801e-13,37,B2 2025-02-08 18:00
B2,2025-02-09,0,plan,57306.93285575744,0.0,0.02338419994339347,2.7755575615628914e-12,144,B2 2025-02-09 00:00 plan
B2,2025-02-09,6,revision,42659.67846643512,0.0,0.027617499930784106,1.0800249583553523e-12,109,B2 2025-02-09 06:00
B2,2025-02-09,12,revision,29795.19290197516,0.0,0.018937400076538324,1.0231815394945443e-12,73,B2 2025-02-09 12:00
B2,2025-02-09,18,revision,12815.058126227794,0.0,0.007923899916931987,2.7284841053187847e-12,37,B2 2025-02-09 18:00
B2,2025-02-10,0,plan,54309.17677707831,0.0,0.013035999843850732,9.094947017729282e-13,144,B2 2025-02-10 00:00 plan
B2,2025-02-10,6,revision,37303.62894497306,0.0,0.018111399840563536,2.345369826255371e-11,109,B2 2025-02-10 06:00
B2,2025-02-10,12,revision,29350.769054194676,0.0,0.01725660008378327,8.526512829121202e-13,73,B2 2025-02-10 12:00
B2,2025-02-10,18,revision,12883.692806064244,0.0,0.010989299975335598,2.7284841053187847e-12,37,B2 2025-02-10 18:00
B2,2025-02-11,0,plan,55096.20466093436,0.0,0.016760900150984526,7.958078640513122e-13,144,B2 2025-02-11 00:00 plan
B2,2025-02-11,6,revision,38853.465270811015,0.0,0.023314899997785687,9.094947017729282e-13,109,B2 2025-02-11 06:00
B2,2025-02-11,12,revision,29804.998095205745,1.2205935378593084e-16,0.016762000042945147,9.094947017729282e-13,73,B2 2025-02-11 12:00
B2,2025-02-11,18,revision,12857.996386084393,0.0,0.007248099893331528,2.071626820705003e-12,37,B2 2025-02-11 18:00
B2,2025-02-12,0,plan,54313.08038168808,0.0,0.024673499865457416,8.526512829121202e-13,144,B2 2025-02-12 00:00 plan
B2,2025-02-12,6,revision,37975.375683950675,0.0,0.019858899991959333,9.43689570931383e-12,109,B2 2025-02-12 06:00
B2,2025-02-12,12,revision,29064.768912471376,0.0,0.014322200091555715,9.251858538542972e-13,73,B2 2025-02-12 12:00
B2,2025-02-12,18,revision,13039.67074157312,0.0,0.009050300111994147,5.684341886080801e-13,37,B2 2025-02-12 18:00
B2,2025-02-13,0,plan,50811.97715170472,0.0,0.020205700071528554,8.384404281969182e-13,144,B2 2025-02-13 00:00 plan
B2,2025-02-13,6,revision,34956.65134041526,0.0,0.01822550012730062,1.0038266514319125e-09,109,B2 2025-02-13 06:00
B2,2025-02-13,12,revision,27876.76520889865,0.0,0.022018600022420287,1.8189894035458565e-12,73,B2 2025-02-13 12:00
B2,2025-02-13,18,revision,12823.440994488192,0.0,0.013356400188058615,1.8189894035458565e-12,37,B2 2025-02-13 18:00
B2,2025-02-14,0,plan,19577.05366765046,0.0,0.043919899966567755,1.8189894035458565e-12,144,B2 2025-02-14 00:00 plan
B2,2025-02-14,6,revision,9396.23443457049,0.0,0.028669999912381172,3.183231456205249e-12,109,B2 2025-02-14 06:00
B2,2025-02-14,12,revision,9399.907618059606,0.0,0.020978800021111965,9.876877973297115e-13,73,B2 2025-02-14 12:00
B2,2025-02-14,18,revision,5105.022077155663,0.0,0.0071455000434070826,7.958078640513122e-13,37,B2 2025-02-14 18:00
B2,2025-02-15,0,plan,19041.891548241598,0.0,0.03572440007701516,3.0982067842840823e-12,144,B2 2025-02-15 00:00 plan
B2,2025-02-15,6,revision,8640.798518858584,0.0,0.02084800018928945,1.8189894035458565e-12,109,B2 2025-02-15 06:00
B2,2025-02-15,12,revision,8733.267023463946,0.0,0.015160700073465705,9.251858538542972e-13,73,B2 2025-02-15 12:00
B2,2025-02-15,18,revision,4906.286721617458,0.0,0.007256500190123916,9.094947017729282e-13,37,B2 2025-02-15 18:00
B2,2025-02-16,0,plan,54001.69183630525,0.0,0.010974700096994638,1.0231815394945443e-12,144,B2 2025-02-16 00:00 plan
B2,2025-02-16,6,revision,37212.05133101074,0.0,0.022042599972337484,1.0231815394945443e-12,109,B2 2025-02-16 06:00
B2,2025-02-16,12,revision,28225.15813327223,0.0,0.01433310005813837,7.401486830834377e-12,73,B2 2025-02-16 12:00
B2,2025-02-16,18,revision,13731.197378166346,0.0,0.007868999848142266,3.637978807091713e-12,37,B2 2025-02-16 18:00
B2,2025-02-17,0,plan,53270.15838686706,0.0,0.014452399918809533,1.0231815394945443e-12,144,B2 2025-02-17 00:00 plan
B2,2025-02-17,6,revision,36579.21058508798,0.0,0.017981700133532286,9.094947017729282e-13,109,B2 2025-02-17 06:00
B2,2025-02-17,12,revision,27327.486641363193,0.0,0.013814799953252077,9.094947017729282e-13,73,B2 2025-02-17 12:00
B2,2025-02-17,18,revision,12887.664167720657,0.0,0.0071795000694692135,6.821210263296962e-13,37,B2 2025-02-17 18:00
B2,2025-02-18,0,plan,47821.01158677609,0.0,0.020827600033953786,8.363680118842846e-11,144,B2 2025-02-18 00:00 plan
B2,2025-02-18,6,revision,34329.77635769798,0.0,0.026429499965161085,3.552713678800501e-12,109,B2 2025-02-18 06:00
B2,2025-02-18,12,revision,25994.461006302838,0.0,0.014270399929955602,1.0564538419371951e-10,73,B2 2025-02-18 12:00
B2,2025-02-18,18,revision,13343.010200205437,0.0,0.00851040007546544,9.094947017729282e-13,37,B2 2025-02-18 18:00
B2,2025-02-19,0,plan,47641.30665979338,0.0,0.02017779997549951,2.1279274638648836e-11,144,B2 2025-02-19 00:00 plan
B2,2025-02-19,6,revision,33350.51572514852,0.0,0.01812200015410781,8.668621376273222e-13,109,B2 2025-02-19 06:00
B2,2025-02-19,12,revision,27845.01070876704,0.0,0.013803499983623624,1.1102230246251565e-12,73,B2 2025-02-19 12:00
B2,2025-02-19,18,revision,12530.03714305971,0.0,0.0076812999323010445,5.684341886080801e-13,37,B2 2025-02-19 18:00
B2,2025-02-20,0,plan,50080.96829843696,0.0,0.01857200008817017,7.993605777301127e-13,144,B2 2025-02-20 00:00 plan
B2,2025-02-20,6,revision,35876.46956890955,0.0,0.021749600069597363,9.094947017729282e-13,109,B2 2025-02-20 06:00
B2,2025-02-20,12,revision,26699.230126133556,0.0,0.013511399971321225,8.597567102697212e-13,73,B2 2025-02-20 12:00
B2,2025-02-20,18,revision,12824.865837047535,0.0,0.007572400150820613,6.821210263296962e-13,37,B2 2025-02-20 18:00
B2,2025-02-21,0,plan,17856.17536946002,0.0,0.029157600132748485,5.921189464667502e-12,144,B2 2025-02-21 00:00 plan
B2,2025-02-21,6,revision,7913.9506738757145,0.0,0.05232569994404912,5.6843418860808015e-12,109,B2 2025-02-21 06:00
B2,2025-02-21,12,revision,8048.18778159358,0.0,0.014794699847698212,1.8301784249541845e-12,73,B2 2025-02-21 12:00
B2,2025-02-21,18,revision,4931.582459953085,0.0,0.007950299885123968,8.526512829121202e-13,37,B2 2025-02-21 18:00
B2,2025-02-22,0,plan,17918.2723776271,0.0,0.03694829996675253,1.7684619201140271e-12,144,B2 2025-02-22 00:00 plan
B2,2025-02-22,6,revision,8853.573090948968,0.0,0.05686590005643666,5.204490968109873e-12,109,B2 2025-02-22 06:00
B2,2025-02-22,12,revision,8288.257424798765,0.0,0.021664900006726384,1.1652900866465643e-12,73,B2 2025-02-22 12:00
B2,2025-02-22,18,revision,5109.652628168385,0.0,0.007266300031915307,7.958078640513122e-13,37,B2 2025-02-22 18:00
B2,2025-02-23,0,plan,48425.300232306276,0.0,0.023208400001749396,1.6653345369377348e-12,144,B2 2025-02-23 00:00 plan
B2,2025-02-23,6,revision,34820.17730040304,0.0,0.018255800008773804,8.455458555545192e-13,109,B2 2025-02-23 06:00
B2,2025-02-23,12,revision,26681.735039669245,0.0,0.015542399836704135,7.389644451905042e-13,73,B2 2025-02-23 12:00
B2,2025-02-23,18,revision,12477.892098582508,0.0,0.007598500000312924,5.684341886080801e-13,37,B2 2025-02-23 18:00
B2,2025-02-24,0,plan,47123.39812468916,0.0,0.02408510004170239,3.1271281860275245e-11,144,B2 2025-02-24 00:00 plan
B2,2025-02-24,6,revision,33469.14139580339,0.0,0.029000800102949142,1.77280412572145e-12,109,B2 2025-02-24 06:00
B2,2025-02-24,12,revision,26008.816204616272,0.0,0.015097500057891011,1.0231815394945443e-12,73,B2 2025-02-24 12:00
B2,2025-02-24,18,revision,12828.163079554646,0.0,0.007784899789839983,1.0231815394945443e-12,37,B2 2025-02-24 18:00
B2,2025-02-25,0,plan,48362.46813117018,0.0,0.022997699910774827,9.094947017729282e-13,144,B2 2025-02-25 00:00 plan
B2,2025-02-25,6,revision,33540.54864508801,0.0,0.019362800056114793,9.094947017729282e-13,109,B2 2025-02-25 06:00
B2,2025-02-25,12,revision,25715.30135670462,0.0,0.01375359995290637,5.115907697472721e-13,73,B2 2025-02-25 12:00
B2,2025-02-25,18,revision,12575.205839208522,0.0,0.007375099929049611,1.8189894035458565e-12,37,B2 2025-02-25 18:00
B2,2025-02-26,0,plan,43393.88525879488,0.0,0.020169399911537766,8.171241461241152e-13,144,B2 2025-02-26 00:00 plan
B2,2025-02-26,6,revision,30655.986105052878,0.0,0.026622500037774444,9.094947017729282e-13,109,B2 2025-02-26 06:00
B2,2025-02-26,12,revision,27109.73276658584,0.0,0.014743499923497438,1.1102230246251565e-12,73,B2 2025-02-26 12:00
B2,2025-02-26,18,revision,12648.685367602364,0.0,0.007855300093069673,6.821210263296962e-13,37,B2 2025-02-26 18:00
B2,2025-02-27,0,plan,44709.83316937147,0.0,0.024315700167790055,8.526512829121202e-13,144,B2 2025-02-27 00:00 plan
B2,2025-02-27,6,revision,31219.828048876607,0.0,0.021716400049626827,1.2505552149377763e-12,109,B2 2025-02-27 06:00
B2,2025-02-27,12,revision,25378.926293475582,0.0,0.013669699896126986,8.526512829121202e-13,73,B2 2025-02-27 12:00
B2,2025-02-27,18,revision,12636.33777512144,0.0,0.008159499848261476,4.547473508864641e-13,37,B2 2025-02-27 18:00
B2,2025-02-28,0,plan,17513.47499204886,0.0,0.02338110003620386,5.736152293896643e-12,144,B2 2025-02-28 00:00 plan
B2,2025-02-28,6,revision,8015.314485895611,0.0,0.03315880009904504,4.831690603168681e-12,109,B2 2025-02-28 06:00
B2,2025-02-28,12,revision,8030.378105035158,0.0,0.01663750014267862,1.3866373072602251e-12,73,B2 2025-02-28 12:00
B2,2025-02-28,18,revision,4824.086013146253,0.0,0.007033800007775426,7.958078640513122e-13,37,B2 2025-02-28 18:00
B2,2025-03-01,0,plan,19056.044611986745,0.0,0.0303505000192672,1.3397401022616266e-11,144,B2 2025-03-01 00:00 plan
B2,2025-03-01,6,revision,8384.926728977434,0.0,0.02123129996471107,1.0231815394945443e-12,109,B2 2025-03-01 06:00
B2,2025-03-01,12,revision,8381.14691477181,0.0,0.01645909994840622,1.893896184293826e-12,73,B2 2025-03-01 12:00
B2,2025-03-01,18,revision,4866.0093702192835,0.0,0.012720299884676933,1.0231815394945443e-12,37,B2 2025-03-01 18:00
B2,2025-03-02,0,plan,47994.69987249931,0.0,0.024377800058573484,9.663381206337363e-13,144,B2 2025-03-02 00:00 plan
B2,2025-03-02,6,revision,35894.29490856725,0.0,0.03962199995294213,1.978417429882029e-12,109,B2 2025-03-02 06:00
B2,2025-03-02,12,revision,27788.60149545404,0.0,0.014263999881222844,1.550611491059802e-10,73,B2 2025-03-02 12:00
B2,2025-03-02,18,revision,12157.261074807906,0.0,0.007401299895718694,5.684341886080801e-13,37,B2 2025-03-02 18:00
B2,2025-03-03,0,plan,50181.9420006192,0.0,0.014362799935042858,9.094947017729282e-13,144,B2 2025-03-03 00:00 plan
B2,2025-03-03,6,revision,35839.38146848131,0.0,0.017655399860814214,8.171241461241152e-13,109,B2 2025-03-03 06:00
B2,2025-03-03,12,revision,27799.077967122248,0.0,0.013713899999856949,2.7755575615628914e-12,73,B2 2025-03-03 12:00
B2,2025-03-03,18,revision,12618.461561139975,0.0,0.00816090009175241,6.821210263296962e-13,37,B2 2025-03-03 18:00
B2,2025-03-04,0,plan,44465.091976926225,0.0,0.023427600041031837,9.094947017729282e-13,144,B2 2025-03-04 00:00 plan
B2,2025-03-04,6,revision,32829.207810841566,0.0,0.026786900125443935,2.1032064978498966e-12,109,B2 2025-03-04 06:00
B2,2025-03-04,12,revision,24946.247729084393,0.0,0.02762009995058179,2.8421709430404007e-12,73,B2 2025-03-04 12:00
B2,2025-03-04,18,revision,12907.238213489656,0.0,0.007770800031721592,5.684341886080801e-13,37,B2 2025-03-04 18:00
B2,2025-03-05,0,plan,47076.577593327645,0.0,0.02091229986399412,4.9960036108132044e-12,144,B2 2025-03-05 00:00 plan
B2,2025-03-05,6,revision,32531.89715763289,0.0,0.022885100217536092,1.295260195396016e-12,109,B2 2025-03-05 06:00
B2,2025-03-05,12,revision,25712.558581108653,0.0,0.014184299856424332,3.4601950934150714e-11,73,B2 2025-03-05 12:00
B2,2025-03-05,18,revision,13477.859083968424,0.0,0.0084046998526901,1.8189894035458565e-12,37,B2 2025-03-05 18:00
B2,2025-03-06,0,plan,43695.523078870254,0.0,0.02518879994750023,9.094947017729282e-13,144,B2 2025-03-06 00:00 plan
B2,2025-03-06,6,revision,30415.227826224538,0.0,0.023793299915269017,4.6814404205027436e-11,109,B2 2025-03-06 06:00
B2,2025-03-06,12,revision,25727.92898975745,0.0,0.01428280002437532,9.094947017729282e-13,73,B2 2025-03-06 12:00
B2,2025-03-06,18,revision,12628.913297532288,0.0,0.007884199963882565,4.547473508864641e-13,37,B2 2025-03-06 18:00
B2,2025-03-07,0,plan,17601.678134846185,0.0,0.03619879996404052,8.810729923425242e-13,144,B2 2025-03-07 00:00 plan
B2,2025-03-07,6,revision,8232.328666523326,0.0,0.021244100062176585,1.3642420526593924e-12,109,B2 2025-03-07 06:00
B2,2025-03-07,12,revision,8220.351934497292,0.0,0.010014900006353855,1.8189894035458565e-12,73,B2 2025-03-07 12:00
B2,2025-03-07,18,revision,4847.952261285165,0.0,0.007525900145992637,7.958078640513122e-13,37,B2 2025-03-07 18:00
B2,2025-03-08,0,plan,15910.560691068415,0.0,0.04557089996524155,2.590520390792032e-12,144,B2 2025-03-08 00:00 plan
B2,2025-03-08,6,revision,8102.425543523897,0.0,0.019679500022903085,1.5413675668665113e-11,109,B2 2025-03-08 06:00
B2,2025-03-08,12,revision,7782.472776648398,0.0,0.013573399977758527,9.094947017729282e-13,73,B2 2025-03-08 12:00
B2,2025-03-08,18,revision,4881.134341155552,0.0,0.007614299887791276,7.958078640513122e-13,37,B2 2025-03-08 18:00
B2,2025-03-09,0,plan,46183.27869870417,0.0,0.013101499993354082,8.526512829121202e-13,144,B2 2025-03-09 00:00 plan
B2,2025-03-09,6,revision,30059.662315965183,0.0,0.019744500052183867,1.4779288903810084e-12,109,B2 2025-03-09 06:00
B2,2025-03-09,12,revision,25624.82959898761,0.0,0.01853640004992485,9.094947017729282e-13,73,B2 2025-03-09 12:00
B2,2025-03-09,18,revision,12692.610589544192,0.0,0.007466399809345603,3.637978807091713e-12,37,B2 2025-03-09 18:00
B2,2025-03-10,0,plan,44161.78630129087,0.0,0.031643199967220426,9.094947017729282e-13,144,B2 2025-03-10 00:00 plan
B2,2025-03-10,6,revision,31757.035785227035,0.0,0.019247099990025163,2.5011104298755527e-12,109,B2 2025-03-10 06:00
B2,2025-03-10,12,revision,26003.05007826402,0.0,0.014632200123742223,9.094947017729282e-13,73,B2 2025-03-10 12:00
B2,2025-03-10,18,revision,12859.764540943881,0.0,0.011484900023788214,2.3747917212959793e-12,37,B2 2025-03-10 18:00
B2,2025-03-11,0,plan,39643.12413270371,0.0,0.021585799986496568,9.251858538542972e-13,144,B2 2025-03-11 00:00 plan
B2,2025-03-11,6,revision,33707.99300828353,0.0,0.018006800208240747,2.5011104298755527e-12,109,B2 2025-03-11 06:00
B2,2025-03-11,12,revision,25620.99518280931,0.0,0.02104620006866753,1.2851941733060812e-12,73,B2 2025-03-11 12:00
B2,2025-03-11,18,revision,12863.88894446475,0.0,0.007197799859568477,1.8189894035458565e-12,37,B2 2025-03-11 18:00
B2,2025-03-12,0,plan,45422.09551306634,0.0,0.019957200158387423,1.1102230246251565e-12,144,B2 2025-03-12 00:00 plan
B2,2025-03-12,6,revision,29402.674559798706,0.0,0.018518300028517842,8.810729923425242e-13,109,B2 2025-03-12 06:00
B2,2025-03-12,12,revision,26077.750462740787,0.0,0.014423300046473742,7.958078640513122e-13,73,B2 2025-03-12 12:00
B2,2025-03-12,18,revision,12853.88579020597,0.0,0.007413800107315183,1.8189894035458565e-12,37,B2 2025-03-12 18:00
B2,2025-03-13,0,plan,45285.55623903442,0.0,0.029334699967876077,1.0231815394945443e-12,144,B2 2025-03-13 00:00 plan
B2,2025-03-13,6,revision,32730.80207410183,0.0,0.01910809986293316,4.465605926525334e-12,109,B2 2025-03-13 06:00
B2,2025-03-13,12,revision,25785.255914819423,0.0,0.014542800141498446,8.526512829121202e-13,73,B2 2025-03-13 12:00
B2,2025-03-13,18,revision,12770.980576326965,0.0,0.007134099956601858,1.8189894035458565e-12,37,B2 2025-03-13 18:00
B2,2025-03-14,0,plan,16292.065341067799,0.0,0.024242699844762683,8.526512829121202e-13,144,B2 2025-03-14 00:00 plan
B2,2025-03-14,6,revision,8282.685890988681,0.0,0.017779499990865588,9.094947017729282e-13,109,B2 2025-03-14 06:00
B2,2025-03-14,12,revision,8081.932638847617,2.250686172268347e-16,0.009570299880579114,3.637978807091713e-12,73,B2 2025-03-14 12:00
B2,2025-03-14,18,revision,4961.860728102448,0.0,0.010833899956196547,5.684341886080801e-13,37,B2 2025-03-14 18:00
B2,2025-03-15,0,plan,15762.386908254199,0.0,0.04214350017718971,8.881784197001252e-12,144,B2 2025-03-15 00:00 plan
B2,2025-03-15,6,revision,8323.253899478523,0.0,0.021633600117638707,1.8189894035458565e-12,109,B2 2025-03-15 06:00
B2,2025-03-15,12,revision,8097.634146172763,0.0,0.009264199994504452,9.094947017729282e-13,73,B2 2025-03-15 12:00
B2,2025-03-15,18,revision,4954.394849719038,0.0,0.00716489995829761,9.094947017729282e-13,37,B2 2025-03-15 18:00
B2,2025-03-16,0,plan,43665.17335881356,0.0,0.02115130005404353,9.094947017729282e-13,144,B2 2025-03-16 00:00 plan
B2,2025-03-16,6,revision,31635.460597131052,0.0,0.02038600016385317,9.094947017729282e-13,109,B2 2025-03-16 06:00
B2,2025-03-16,12,revision,26199.699370636507,0.0,0.017104399856179953,8.526512829121202e-13,73,B2 2025-03-16 12:00
B2,2025-03-16,18,revision,12857.258787897536,0.0,0.008068199967965484,1.1368683772161603e-12,37,B2 2025-03-16 18:00
B2,2025-03-17,0,plan,39993.41657056362,0.0,0.03112079994753003,8.704148513061227e-13,144,B2 2025-03-17 00:00 plan
B2,2025-03-17,6,revision,24908.66006622797,0.0,0.018423300003632903,2.2737367544323206e-12,109,B2 2025-03-17 06:00
B2,2025-03-17,12,revision,25362.949474415695,0.0,0.014591499930247664,7.958078640513122e-13,73,B2 2025-03-17 12:00
B2,2025-03-17,18,revision,12913.15498800139,0.0,0.007166400086134672,1.8189894035458565e-12,37,B2 2025-03-17 18:00
B2,2025-03-18,0,plan,46337.700443875605,0.0,0.012478600023314357,5.684341886080801e-13,144,B2 2025-03-18 00:00 plan
B2,2025-03-18,6,revision,31652.209375604943,0.0,0.018759399885311723,1.7053025658242404e-12,109,B2 2025-03-18 06:00
B2,2025-03-18,12,revision,24840.44609296798,0.0,0.01389589998871088,8.952838470577262e-13,73,B2 2025-03-18 12:00
B2,2025-03-18,18,revision,12737.820391495072,0.0,0.011062299832701683,1.8189894035458565e-12,37,B2 2025-03-18 18:00
B2,2025-03-19,0,plan,38035.180122396196,0.0,0.0262166999746114,1.0177044392397269e-11,144,B2 2025-03-19 00:00 plan
B2,2025-03-19,6,revision,29767.042427248023,0.0,0.018773300107568502,9.094947017729282e-13,109,B2 2025-03-19 06:00
B2,2025-03-19,12,revision,24283.506636588103,0.0,0.026736800093203783,3.4212632726848824e-12,73,B2 2025-03-19 12:00
B2,2025-03-19,18,revision,12926.536367814257,0.0,0.007180399959906936,1.0231815394945443e-12,37,B2 2025-03-19 18:00
B2,2025-03-20,0,plan,42811.87301311267,0.0,0.02011770009994507,9.094947017729282e-13,144,B2 2025-03-20 00:00 plan
B2,2025-03-20,6,revision,27737.14679695952,0.0,0.024131899932399392,4.9960036108132044e-12,109,B2 2025-03-20 06:00
B2,2025-03-20,12,revision,26386.981598811373,0.0,0.01432999991811812,1.6653345369377348e-12,73,B2 2025-03-20 12:00
B2,2025-03-20,18,revision,13089.778995748973,0.0,0.012058599852025509,6.821210263296962e-13,37,B2 2025-03-20 18:00
B2,2025-03-21,0,plan,15249.12344043133,0.0,0.054975499864667654,3.2842864230689076e-12,144,B2 2025-03-21 00:00 plan
B2,2025-03-21,6,revision,7079.30142706882,0.0,0.01947699999436736,1.1616650580899023e-12,109,B2 2025-03-21 06:00
B2,2025-03-21,12,revision,7223.4568916957005,0.0,0.013671999797224998,1.295260195396016e-12,73,B2 2025-03-21 12:00
B2,2025-03-21,18,revision,4859.76306471821,0.0,0.007052399916574359,9.094947017729282e-13,37,B2 2025-03-21 18:00
B2,2025-03-22,0,plan,16355.416889636746,0.0,0.027011499973013997,7.958078640513122e-13,144,B2 2025-03-22 00:00 plan
B2,2025-03-22,6,revision,7954.565077468549,3.430085842213128e-16,0.04026270005851984,4.9841744506054175e-11,109,B2 2025-03-22 06:00
B2,2025-03-22,12,revision,7925.019604489933,0.0,0.009579099947586656,1.0231815394945443e-12,73,B2 2025-03-22 12:00
B2,2025-03-22,18,revision,5036.635081519022,0.0,0.007214799989014864,6.821210263296962e-13,37,B2 2025-03-22 18:00
B2,2025-03-23,0,plan,43267.39605740069,0.0,0.02233840012922883,9.094947017729282e-13,144,B2 2025-03-23 00:00 plan
B2,2025-03-23,6,revision,28890.539697441698,0.0,0.019586400128901005,9.094947017729282e-13,109,B2 2025-03-23 06:00
B2,2025-03-23,12,revision,23923.347125164983,0.0,0.014275100082159042,1.295260195396016e-11,73,B2 2025-03-23 12:00
B2,2025-03-23,18,revision,12713.121773115654,0.0,0.0074748999904841185,3.637978807091713e-12,37,B2 2025-03-23 18:00
B2,2025-03-24,0,plan,40724.719829080845,0.0,0.02977739996276796,2.220446049250313e-12,144,B2 2025-03-24 00:00 plan
B2,2025-03-24,6,revision,27837.906545055775,0.0,0.018275799928233027,9.059419880941277e-13,109,B2 2025-03-24 06:00
B2,2025-03-24,12,revision,24290.98731585063,0.0,0.01443189987912774,1.8189894035458565e-12,73,B2 2025-03-24 12:00
B2,2025-03-24,18,revision,12864.649258777628,0.0,0.00793150020763278,2.7284841053187847e-12,37,B2 2025-03-24 18:00
B2,2025-03-25,0,plan,45141.05427566966,3.223654268130399e-16,0.018531700130552053,8.668621376273222e-13,144,B2 2025-03-25 00:00 plan
B2,2025-03-25,6,revision,28593.657496167474,0.0,0.01858959998935461,1.0231815394945443e-12,109,B2 2025-03-25 06:00
B2,2025-03-25,12,revision,24766.698693943687,0.0,0.014161000028252602,9.094947017729282e-13,73,B2 2025-03-25 12:00
B2,2025-03-25,18,revision,12683.076309876522,0.0,0.0075443999376147985,2.2737367544323206e-12,37,B2 2025-03-25 18:00
B2,2025-03-26,0,plan,39174.227104613936,0.0,0.025777299888432026,2.016905161402368e-11,144,B2 2025-03-26 00:00 plan
B2,2025-03-26,6,revision,26421.48979175529,0.0,0.043059400049969554,1.4779288903810084e-12,109,B2 2025-03-26 06:00
B2,2025-03-26,12,revision,23529.121680250486,0.0,0.014548499835655093,2.220446049250313e-12,73,B2 2025-03-26 12:00
B2,2025-03-26,18,revision,12780.660334172684,0.0,0.007321499986574054,3.410605131648481e-12,37,B2 2025-03-26 18:00
