contrast,date,delta_total_cost_yuan,delta_planned_cost_yuan,delta_emergency_cost_yuan,delta_unused_kWh,delta_morning_emergency_cost_yuan
no_correction,2025-04-17,55.56804834192735,55.56804834192735,0.0,0.0,0.0
no_correction,2025-04-18,-67.37476297487774,-67.37476297487774,0.0,-39.74896666666609,0.0
no_correction,2025-04-19,-166.80323980570756,-168.27013666137282,1.4668968556651407,0.0,1.4668968556651407
no_correction,2025-04-20,4.5432696180578205,4.5432696180578205,0.0,-26.291766666666717,0.0
no_correction,2025-04-21,14.034372662208625,14.034372662215901,-7.673861546209082e-12,-1.5270625514385756,0.0
no_correction,2025-04-22,66.4268793194642,51.868067005387275,14.558812314076931,5.740049999999883,14.558812314076931
no_correction,2025-04-23,126.26016645682103,126.26016645682103,0.0,0.0,0.0
no_correction,2025-04-24,-39.5932684661384,-39.5932684661384,0.0,0.0,0.0
no_correction,2025-04-25,-11.99732659727124,-11.99732659727124,0.0,-30.123915432101057,0.0
no_correction,2025-04-26,57.62345750106215,57.62345750106215,0.0,-6.737962962964957,0.0
no_correction,2025-04-27,62.36957436361263,70.9359812896073,-8.566406925998308,12.00429999999983,-8.566406925998308
no_correction,2025-04-28,23.395963732691598,23.395963732666132,2.1827872842550278e-11,0.0,1.5916157281026244e-11
no_correction,2025-04-29,-30.20745355823601,-30.207453558243287,0.0,-1.8189894035458565e-12,0.0
no_correction,2025-04-30,-141.041419925823,-141.041419925823,0.0,0.0,0.0
no_correction,2025-05-01,33.854275899531785,33.85427589953906,-1.0913936421275139e-11,0.0,-8.640199666842818e-12
no_correction,2025-05-02,367.06650710183385,367.06650710183385,0.0,0.0,0.0
no_correction,2025-05-03,323.0271914969453,323.0271914969453,0.0,0.0,0.0
no_correction,2025-05-04,168.58537010488362,168.58537010488726,0.0,-9.091578189303164,0.0
no_correction,2025-05-05,159.0188871344144,276.84552237940807,-117.82663524500094,-32.849416666666684,-117.82663524500276
no_correction,2025-05-06,-22.917393908501253,292.978578591501,-315.8959725000004,-4.189115573580011,0.0
no_correction,2025-05-07,172.87598849923234,390.5010995577286,-217.62511105848898,-4.6192333333334545,0.0
no_correction,2025-05-08,99.0029708561342,245.53931141211797,-146.53634055598377,102.51588333333382,0.0
no_correction,2025-05-09,165.451070484698,254.73942409270057,-89.28835360800213,126.18445000000065,-89.28835360800213
no_correction,2025-05-10,105.42287908282378,105.42287908282378,0.0,0.6135162551436224,0.0
no_correction,2025-05-11,19.469731767072517,19.469731767072517,0.0,62.06902016460754,0.0
no_correction,2025-05-12,-25.179539601776924,-25.179539601776924,0.0,65.20620123456774,0.0
no_correction,2025-05-13,-844.7386420136754,-100.2680546823176,-744.470587331356,89.85503623236423,0.0
no_correction,2025-05-14,-115.20035872619337,-115.20035872619337,0.0,103.59883148148151,0.0
no_correction,2025-05-15,20.74079613572394,20.74079613572394,0.0,67.62372139917761,0.0
no_correction,2025-05-16,137.20234371630067,169.023954725546,-31.82161100924599,14.201061316871346,0.0
no_correction,2025-05-17,418.8231656705502,432.54316254205696,-13.719996871506737,63.88833333333423,-13.719996871506623
no_correction,2025-05-18,-24.09206479563727,-24.09206479563727,0.0,100.27595164608942,0.0
no_correction,2025-05-19,-102.00205160543555,-102.00205160543555,0.0,91.60606666666627,0.0
no_correction,2025-05-20,31.513066684899968,57.35991274866319,-25.846846063759585,12.224016666666671,-22.90400621251453
no_correction,2025-05-21,118.67628719018103,118.6762871901883,0.0,66.21316440329247,0.0
no_correction,2025-05-22,-100.25615655125148,62.88832904874289,-163.14448560000073,8.37548333333325,0.0
no_correction,2025-05-23,101.24383432905415,141.53709408389477,-40.293259754841074,104.85499999999956,-40.2932597548413
no_correction,2025-05-24,42.63618423705702,71.94337866105889,-29.30719442400327,121.6333333333314,-29.30719442400327
no_correction,2025-05-25,-44.18917452012829,-44.18917452012465,0.0,65.82333333333554,0.0
no_correction,2025-05-26,-367.9175792857859,-50.76982864353704,-317.1477506422452,-21.873183333333145,-317.14775064224705
no_correction,2025-05-27,-14.0617429381673,-14.0617429381673,0.0,57.31659465020948,0.0
no_correction,2025-05-28,-42.51580303299124,-9.458771563826303,-33.05703146916858,91.54031666666663,-33.05703146916835
no_correction,2025-05-29,-195.08856906263827,-84.56834832931781,-110.52022073332046,19.78879999999981,0.0
no_correction,2025-05-30,184.4687653946603,184.4687653946603,0.0,87.52140868312927,0.0
no_correction,2025-05-31,198.093610237127,204.42450084021038,-6.330890603083162,35.243333333331975,-6.330890603083162
no_correction,2025-06-01,176.0594298509386,-36.617124371623504,212.67655422257667,0.0,212.6765542225694
no_correction,2025-06-02,68.97807615142665,626.5594398874891,-557.5813637360552,0.0,174.30059370835534
no_correction,2025-06-03,-1459.9864017424989,602.3068422249999,-2062.2932439674987,0.0,336.0856570574997
no_correction,2025-06-04,-1792.0637548405211,464.41560550112627,-2256.4793603416547,0.0,496.6578589000069
no_correction,2025-06-05,-2539.9468861005444,548.5606981549936,-3088.5075842555525,0.0,269.6250685527648
no_correction,2025-06-06,-862.9959979633932,806.8112285339539,-1669.8072264973525,0.0,916.982203402662
no_correction,2025-06-07,-1593.4867491493933,668.603468895928,-2262.090218045323,0.0,260.2414246213466
no_correction,2025-06-08,421.0286347958245,481.4909504271636,-60.46231563133006,71.82839032922129,0.0
no_correction,2025-06-09,-421.9059189640102,-49.90579732359765,-372.00012164041254,86.08028333333323,0.0
no_correction,2025-06-10,-485.2188694839715,-75.44082101467211,-409.7780484692985,-65.4480166666666,0.0
no_correction,2025-06-11,-118.96912297322706,-36.16410586437996,-82.80501710883618,77.37337345679043,0.0
no_correction,2025-06-12,-54.90177149145893,-54.90177149145893,0.0,148.1621279835399,0.0
no_correction,2025-06-13,165.24055712293193,165.24055712294285,-1.0913936421275139e-11,154.706576954733,0.0
no_correction,2025-06-14,128.68536724445585,128.68536724444493,7.673861546209082e-12,66.25365637859886,0.0
no_correction,2025-06-15,0.37263769003766356,0.3726376900449395,0.0,75.94197263374826,0.0
no_correction,2025-06-16,-65.43039437088737,-65.43039437088737,0.0,79.19137139918007,0.0
no_correction,2025-06-17,-114.61727348121349,-114.61727348122076,3.637978807091713e-12,12.803786008228371,0.0
no_correction,2025-06-18,-27.37486455062026,-27.374864550627535,0.0,69.76274485596787,0.0
no_correction,2025-06-19,-97.39020262807753,-97.39020262807026,0.0,139.99793580247297,0.0
no_correction,2025-06-20,252.85505164070491,252.85505164070491,0.0,70.83607921810562,0.0
no_correction,2025-06-21,234.95908391182456,243.12484535856856,-8.165761446745364,107.52746666666644,-8.165761446745364
no_correction,2025-06-22,-214.05767596046644,-341.1737274604384,127.11605149997376,73.98666666666634,0.0
no_correction,2025-06-23,-69.31316232922109,-69.31316232922109,0.0,33.021784979425775,0.0
no_correction,2025-06-24,-113.61249568995845,83.9207745888416,-197.53327027880005,46.18999999999983,-197.53327027880368
no_correction,2025-06-25,-63.32709428924136,-63.32709428924136,0.0,22.18251028807026,0.0
no_correction,2025-06-26,-19.25678751916712,-19.25678751916712,0.0,12.520185185184346,0.0
no_correction,2025-06-27,235.60436693043084,235.6043669304272,0.0,189.2322440329208,0.0
no_correction,2025-06-28,94.62448150290948,94.62448150290948,0.0,7.873700825099149,0.0
no_correction,2025-06-29,-146.12583248914598,39.131452604844526,-185.25728509399778,51.72666666666632,-185.2572850939964
no_correction,2025-06-30,29.690963306988124,-87.17958544309658,116.87054875008016,40.276666666666756,116.8705487500797
no_correction,2025-07-01,366.362920275802,102.9590120467983,263.40390822899644,0.0,263.40390822899644
no_correction,2025-07-02,-168.65904424514156,628.7184810646577,-797.3775253097992,0.0,320.4333181479087
no_correction,2025-07-03,-1975.8538321503438,611.7126989600001,-2587.5665311103367,0.0,273.6329871729904
no_correction,2025-07-04,-1657.7091218775313,793.0511949957981,-2450.760316873333,0.0,968.972683793334
no_correction,2025-07-05,-1188.6928247614705,882.6012827547856,-2071.2941075162526,0.0,952.9182221504143
no_correction,2025-07-06,-2780.463294346351,608.974042591668,-3389.43733693799,0.0,249.93547051199494
no_correction,2025-07-07,-1550.212925478234,744.5609411133337,-2294.7738665915676,0.0,454.45301604175984
no_correction,2025-07-08,373.20597203400393,528.0230479800011,-154.8170759459972,40.60224999999991,-12.128980532248988
no_correction,2025-07-09,-62.05698044415476,-62.056980444162036,0.0,125.70308662551656,0.0
no_correction,2025-07-10,-69.3126101874077,-69.3126101874077,0.0,65.97365946502077,0.0
no_correction,2025-07-11,100.62098839016471,175.09758361467175,-74.47659522450476,106.97131666666701,-74.47659522450476
no_correction,2025-07-12,-56.02020700911089,125.89300378438566,-181.91321079349996,39.733022222222644,0.0
no_correction,2025-07-13,-19.96772400156624,-19.967724001558963,0.0,157.0153224279784,0.0
no_correction,2025-07-14,-102.89422500734509,-102.89422500735236,0.0,106.44915349793916,0.0
no_correction,2025-07-15,-88.05668914082344,-88.05668914083071,0.0,182.5943201646062,0.0
no_correction,2025-07-16,-108.3537377299217,-108.3537377299217,0.0,28.173720370369892,0.0
no_correction,2025-07-17,-431.5387732597155,-64.8726728670299,-366.66610039267835,22.69266666666681,0.0
no_correction,2025-07-18,297.40073445720554,297.40073445720554,0.0,38.86525823045122,0.0
no_correction,2025-07-19,92.68847447232474,92.68847447232474,0.0,147.8926522633683,0.0
no_correction,2025-07-20,-130.1945373188355,0.1682975247313152,-130.3628348435726,-28.036316666666835,0.0
no_correction,2025-07-21,-34.11533687942574,-34.11533687942574,0.0,80.68561687242709,0.0
no_correction,2025-07-22,-46.36438931852172,-46.36438931851444,0.0,11.257839506172786,0.0
no_correction,2025-07-23,-21.309087527646625,-21.3090875276539,0.0,127.85872386831329,0.0
no_correction,2025-07-24,-22.481782539769483,-22.481782539769483,0.0,17.918583744855596,0.0
no_correction,2025-07-25,67.02542908869873,67.02542908869873,0.0,101.54833333333409,0.0
no_correction,2025-07-26,124.01629122964368,140.47228052013452,-16.455989290492937,118.85333333333256,-16.455989290492937
no_correction,2025-07-27,32.18520091161918,-150.33038868526637,182.51558959687827,4.294684826997127,182.51558959688464
no_correction,2025-07-28,-67.24998470871651,-67.24998470872379,0.0,56.091111111108376,0.0
no_correction,2025-07-29,50.759251654140826,50.75925165413355,0.0,48.93335596707993,0.0
no_correction,2025-07-30,-132.70436119521037,-132.70436119521037,0.0,13.576965843627477,0.0
no_correction,2025-07-31,-99.68221365822683,-99.6822136582341,0.0,132.58164938271455,0.0
no_correction,2025-08-01,87.03288409984089,87.03288409984452,0.0,62.26166666666359,0.0
no_correction,2025-08-02,-19.49411335409968,-19.49411335410332,0.0,14.90391584362078,0.0
no_correction,2025-08-03,-138.38784527460666,-138.38784527460666,0.0,59.6216666666669,0.0
no_correction,2025-08-04,117.65282375526294,76.43252081693208,41.22030293833086,0.0,0.0
no_correction,2025-08-05,-34.53106189938262,-34.5310618993899,0.0,0.0,0.0
no_correction,2025-08-06,-20.172715878921736,-20.172715878921736,0.0,79.06833333333111,0.0
no_correction,2025-08-07,129.7916229602415,129.7916229602488,0.0,-19.512530864200926,0.0
no_correction,2025-08-08,18.35392212208535,18.35392212208535,0.0,99.81209588477213,0.0
no_correction,2025-08-09,-24.013110954401782,-24.013110954401782,0.0,4.724349999996775,0.0
no_correction,2025-08-10,67.97894325096422,67.97894325096422,0.0,-1.6494032921802955,0.0
no_correction,2025-08-11,-42.257939646086015,-42.25793964609329,0.0,-8.423724279834005,0.0
no_correction,2025-08-12,-324.83766751332587,-51.87812947333441,-272.95953803999873,-9.812333333333072,0.0
no_correction,2025-08-13,-128.2044468327149,-128.2044468327149,0.0,-2.406877777774298,0.0
no_correction,2025-08-14,-199.31513003950386,-199.31513003951113,0.0,0.0,0.0
no_correction,2025-08-15,-7.702447051935451,-10.914550267938466,3.2121032160041523,0.0,3.2121032160041523
no_correction,2025-08-16,64.80246532806632,64.80246532806632,0.0,0.0,0.0
no_correction,2025-08-17,-105.4139949400851,-105.41399494010693,1.77351466845721e-11,0.0,1.77351466845721e-11
no_correction,2025-08-18,-38.00389307750447,-38.003893077533576,2.3646862246096134e-11,0.0,0.0
no_correction,2025-08-19,-76.78945526811003,-76.78945526811003,0.0,3.3957613168724947,0.0
no_correction,2025-08-20,11.400559280416928,11.400559280424204,0.0,0.0,0.0
no_correction,2025-08-21,56.71422477104352,56.71422477104352,0.0,9.731831275717923,0.0
no_correction,2025-08-22,-45.11428418873038,-45.11428418872674,-3.637978807091713e-12,-22.14254949702081,-3.296918293926865e-12
no_correction,2025-08-23,-32.56384281375358,-32.56384281375722,0.0,-3.637978807091713e-12,0.0
no_correction,2025-08-24,49.13526975860441,49.13526975859713,0.0,1.8189894035458565e-12,0.0
no_correction,2025-08-25,-2.501828302149079,25.569108042174776,-28.070936344323854,0.0,0.0
no_correction,2025-08-26,1.5070530206576223,1.5070530206576223,0.0,0.0,0.0
no_correction,2025-08-27,-193.85967644707853,-193.85967644707853,0.0,-7.70854999999608,0.0
no_correction,2025-08-28,-37.66012375083665,-37.66012375084392,0.0,-6.949033333334114,0.0
no_correction,2025-08-29,-80.31104792077531,-80.31104792077531,0.0,0.0,0.0
no_correction,2025-08-30,-232.9249992112418,-232.9249992112418,0.0,0.0,0.0
no_correction,2025-08-31,97.678512606195,43.32799185618933,54.35052075000203,-34.77125000000012,54.35052074999953
no_correction,2025-09-01,-184.88688155246928,-184.88688155246928,0.0,-245.65141666666386,0.0
no_correction,2025-09-02,-1631.2595892407408,-1631.2595892407408,0.0,-3262.209499382725,0.0
no_correction,2025-09-03,-1545.6382196622217,-1545.6382196622217,0.0,-3548.465158436212,0.0
no_correction,2025-09-04,-1562.8213326370387,-1562.8213326370387,0.0,-3423.0947681069993,0.0
no_correction,2025-09-05,-1601.3614972582473,-1601.3614972582473,0.0,-3973.883224897112,0.0
no_correction,2025-09-06,-1773.7715512134528,-1773.7715512134528,0.0,-4393.045720576141,0.0
no_correction,2025-09-07,-1909.763536199389,-1909.763536199389,0.0,-3437.8386534979427,0.0
no_correction,2025-09-08,-2585.2004265475334,-1515.8271933392607,-1069.37323320828,-252.77401872427964,0.0
no_correction,2025-09-09,18.221229583374225,18.221229583374225,0.0,-71.08765473251151,0.0
no_correction,2025-09-10,930.8008264540113,-109.71384693633445,1040.5146733903312,120.02869999999962,1040.514673390333
no_correction,2025-09-11,-53.17282700755459,-53.17282700755459,0.0,-183.17543106996618,0.0
no_correction,2025-09-12,-361.5791487632887,-403.87034040181607,42.291191638528744,-165.20998333333046,42.291191638528744
no_correction,2025-09-13,-418.27217268171444,-418.2721726817108,0.0,-258.88990679012204,0.0
no_correction,2025-09-14,-34.60195619279693,-74.18744787662581,39.58549168382888,-52.958283333333156,39.585491683827925
no_correction,2025-09-15,121.76413786668854,121.76413786668854,0.0,-53.317424074070914,0.0
no_correction,2025-09-16,-204.52331874057563,-87.71496393057896,-116.80835480999667,-33.02973333333307,-116.8083548099977
no_correction,2025-09-17,88.72492156695807,86.32389919031266,2.4010223766490526,-48.96779670782246,2.401022376649962
no_correction,2025-09-18,82.51805979321216,82.51805979320488,0.0,-37.207030452676236,0.0
no_correction,2025-09-19,-180.5383055526072,-252.96796336592888,72.42965781332077,-107.69390000000021,72.42965781332055
no_correction,2025-09-20,-251.4280052671893,-338.9609697371925,87.53296447000639,-81.9732499999991,87.53296447000594
no_correction,2025-09-21,-122.46437532999698,-122.46437532999698,0.0,-150.90485226337387,0.0
no_correction,2025-09-22,-143.8839242451577,-77.56019267600641,-66.32373156914946,-21.16403333333335,-66.32373156914946
no_correction,2025-09-23,51.61285109510209,51.61285109510209,0.0,-178.51983950617455,0.0
no_correction,2025-09-24,150.47565995845798,-127.36851203170954,277.84417199016843,-11.604533333332938,277.84417199016934
no_correction,2025-09-25,-72.15025159471406,-72.15025159470679,0.0,21.02441604938258,0.0
no_correction,2025-09-26,-282.6749968969016,-282.6749968969016,0.0,-84.58508209877255,0.0
no_correction,2025-09-27,-318.9166205441725,-375.0198935485132,56.10327300433437,0.0,56.10327300433892
no_correction,2025-09-28,403.5356664178835,122.02329383356118,281.5123725843241,0.6983166666664147,281.5123725843241
no_correction,2025-09-29,54.95986223053478,54.95986223053478,0.0,-98.02584423868461,0.0
no_correction,2025-09-30,-111.8415507628888,2.8086623446288286,-114.65021310752127,0.0,-114.65021310752218
no_correction,2025-10-01,20.174261858577665,20.174261858577665,0.0,-586.2847679012339,0.0
no_correction,2025-10-02,-1526.9380087168174,-827.8536925316439,-699.0843161851735,-2337.7350796296314,-699.0843161851735
no_correction,2025-10-03,-1465.6751642062009,-1164.1843421948815,-301.49082201131523,-2192.915435185183,-301.49082201131523
no_correction,2025-10-04,-1886.3861076715002,-1128.5214015865167,-757.8647060849834,-2622.71448395062,-757.8647060849834
no_correction,2025-10-05,-1057.23662931969,-1057.23662931969,0.0,-1899.012472839504,0.0
no_correction,2025-10-06,-1187.3109451927812,-858.2449563794216,-329.06598881335367,-810.4884043209885,-329.06598881333093
no_correction,2025-10-07,-733.8673602141862,-361.2207717975325,-372.6465884166587,-2020.2847137860076,-372.6465884166587
no_correction,2025-10-08,-1015.8058656533685,-875.6978807896303,-140.10798486373483,-151.37127530864382,-140.1079848637349
no_correction,2025-10-09,-28.31485422505648,-74.27825876166753,45.963404536605594,-19.162569547317844,45.963404536605594
no_correction,2025-10-10,-269.9417992995441,-360.43388192219936,90.49208262265438,-53.74941666666564,90.49208262266052
no_correction,2025-10-11,-270.22757079562143,-270.22757079562143,0.0,-106.78913374484728,0.0
no_correction,2025-10-12,-72.39984827880107,-72.39984827880107,0.0,2.7284841053187847e-12,0.0
no_correction,2025-10-13,80.94051500684873,80.940515006856,0.0,-97.35397489711886,0.0
no_correction,2025-10-14,317.8365334818154,-35.17342247693159,353.0099559587543,6.884099999999876,353.0099559587534
no_correction,2025-10-15,167.1098600386249,81.49170685526042,85.61815318335175,10.885316666666782,0.0
no_correction,2025-10-16,-7.369899340512347,16.03494127948943,-23.404840619992683,-63.34943333333331,-23.404840619992683
no_correction,2025-10-17,-319.5349076886705,-319.5349076886778,5.002220859751105e-12,-7.803163168722676,0.0
no_correction,2025-10-18,-234.10542713802715,-284.126122436126,50.02069529809938,-50.165016666665906,50.02069529809938
no_correction,2025-10-19,-64.1897965614844,20.408499096825835,-84.59829565832115,-96.0500833333333,-84.59829565831933
no_correction,2025-10-20,286.2383913285594,-29.633371708107006,315.87176303666183,69.16401666666673,315.87176303666183
no_correction,2025-10-21,79.31440183195082,79.3144018319581,0.0,2.4647051440334735,0.0
no_correction,2025-10-22,22.17536511336948,22.175365113376756,0.0,6.578456790120981,0.0
no_correction,2025-10-23,51.95425117355626,51.95425117355626,0.0,-17.83670699588265,0.0
no_correction,2025-10-24,-233.0139116350365,-226.19274040387245,-6.821171231165863,-105.44401666666636,-6.821171231165863
no_correction,2025-10-25,-255.32009564476175,-255.32009564476175,0.0,-79.31355843622077,0.0
no_correction,2025-10-26,30.406498384109,30.406498384109,0.0,-6.2661720164613826,0.0
no_correction,2025-10-27,-2.268487956302124,-73.7959689908821,71.52748103458907,-4.823499999999967,71.52748103458998
no_correction,2025-10-28,82.99271999578195,12.201565715782635,70.79115428000114,-119.60595000000023,70.79115428000114
no_correction,2025-10-29,71.80882661110809,-22.117735663887288,93.92656227499174,-37.79727427983778,93.9265622749922
no_correction,2025-10-30,-0.6429125165232108,-0.6429125165232108,0.0,9.012610905348083,0.0
no_correction,2025-10-31,-189.67756423371247,-189.67756423370884,0.0,-79.01418786008799,0.0
no_correction,2025-11-01,-153.95747339911395,-235.7751894824214,81.8177160833111,-25.554449999999633,81.8177160833111
no_correction,2025-11-02,-37.11987734799186,-132.51699847240525,95.39712112441703,-29.102966666666475,95.39712112441703
no_correction,2025-11-03,23.470576841085858,-2.4439178005122812,25.914494641593592,-112.42198333333351,0.0
no_correction,2025-11-04,4.298863287076529,4.298863287076529,0.0,-2.323417901232915,0.0
no_correction,2025-11-05,-76.45851409522584,38.012239046955074,-114.47075314217727,-18.395800000000236,-114.47075314217818
no_correction,2025-11-06,85.13724767568783,-1.9562584276354755,87.09350610332149,14.415683333333277,87.0935061033233
no_correction,2025-11-07,85.84171525625061,-128.0830589394427,213.92477419569605,16.125466666666398,213.92477419569605
no_correction,2025-11-08,-152.7239983860709,-152.7239983860709,0.0,-74.8240355967082,0.0
no_correction,2025-11-09,-11.052782084690989,-11.052782084690989,0.0,-62.94685843621335,0.0
no_correction,2025-11-10,25.359094192630437,25.359094192637713,0.0,-5.927105967078205,0.0
