strategy_id,date,block,charge_kWh,discharge_kWh,initial_kWh,final_kWh
A_base,2025-12-21,5,5957.7864,2301.8878889670887,3720.269018148149,6524.623568184717
B_adaptive,2025-03-20,0,159.83728395061513,206.2845500000002,10800.0,10714.6485
B_adaptive,2025-03-20,1,352.59986666666754,4563.605166666668,10714.6485,5961.31597259259
B_adaptive,2025-03-20,2,6153.8434333333325,2777.3772166666663,5961.31597259259,8413.800377407402
B_adaptive,2025-03-20,3,2965.8054860082366,448.8705166666665,8413.800377407402,10584.280296296296
B_adaptive,2025-03-20,4,297.31611666666686,5620.519099999999,10584.280296296296,4606.843579074076
B_adaptive,2025-03-20,5,10523.043554115224,2949.8244999999997,4606.843579074076,10800.0
B_adaptive,2025-06-21,0,118.61366666666652,3777.0686333333333,10800.0,6710.009374074074
B_adaptive,2025-06-21,1,380.63608333333326,4860.610566666666,6710.009374074074,1651.9034416666673
B_adaptive,2025-06-21,2,10164.551731481484,0.0,1651.9034416666673,10800.0
B_adaptive,2025-06-21,3,0.0,0.0,10800.0,10800.0
B_adaptive,2025-06-21,4,174.16788333333346,5391.7805499999995,10800.0,4965.883817222221
B_adaptive,2025-06-21,5,9564.774997325105,2496.7631833333335,4965.883817222221,10800.0
B_adaptive,2025-09-23,0,70.62578312757395,28.35028333333321,10767.93711,10800.0
B_adaptive,2025-09-23,1,236.0293104938276,6082.264533333335,10800.0,4254.354675740739
B_adaptive,2025-09-23,2,5975.853016666664,1896.6157166666665,4254.354675740739,7525.271594444442
B_adaptive,2025-09-23,3,4262.900800411526,505.69408333333325,7525.271594444442,10800.0
B_adaptive,2025-09-23,4,24.54102880658399,5587.663566666666,10800.0,4613.571851851853
B_adaptive,2025-09-23,5,10570.661440329215,2994.4504333333334,4613.571851851853,10800.0
B_adaptive,2025-12-21,0,128.0348971193438,201.46046666666666,10800.0,10691.386444444444
B_adaptive,2025-12-21,1,942.0788683127575,1484.677933333333,10691.386444444444,9889.615277777775
B_adaptive,2025-12-21,2,5497.127466666666,6917.488633333333,9889.615277777775,7150.931516296293
B_adaptive,2025-12-21,3,6813.965290534985,2235.15025,7150.931516296293,10800.0
B_adaptive,2025-12-21,4,13.674876543212033,5720.801016666666,10800.0,4455.861814814815
B_adaptive,2025-12-21,5,10558.333497942385,2842.5257666666666,4455.861814814815,10800.0
B_fixed_q80,2025-03-20,0,159.83728395061513,206.2845500000002,10800.0,10714.6485
B_fixed_q80,2025-03-20,1,352.59986666666754,4563.605166666668,10714.6485,5961.31597259259
B_fixed_q80,2025-03-20,2,6153.8434333333325,2777.3772166666663,5961.31597259259,8413.800377407402
B_fixed_q80,2025-03-20,3,2965.8054860082366,448.8705166666665,8413.800377407402,10584.280296296296
B_fixed_q80,2025-03-20,4,297.31611666666686,5620.519099999999,10584.280296296296,4606.843579074076
B_fixed_q80,2025-03-20,5,10523.043554115224,2949.8244999999997,4606.843579074076,10800.0
B_fixed_q80,2025-06-21,0,148.18110000000013,3328.207166666667,10800.0,7235.355027037036
B_fixed_q80,2025-06-21,1,403.7680833333335,4836.610433333333,7235.355027037036,2224.7347094444444
B_fixed_q80,2025-06-21,2,9528.072545061728,0.0,2224.7347094444444,10800.0
B_fixed_q80,2025-06-21,3,0.0,0.0,10800.0,10800.0
B_fixed_q80,2025-06-21,4,299.73973251028883,4998.150716666665,10800.0,5516.264962962963
B_fixed_q80,2025-06-21,5,8939.824835390944,2485.896583333333,5516.264962962963,10800.0
B_fixed_q80,2025-09-23,0,70.62578312757395,28.35028333333321,10767.93711,10800.0
B_fixed_q80,2025-09-23,1,236.0293104938276,6082.264533333335,10800.0,4254.354675740739
B_fixed_q80,2025-09-23,2,5975.853016666664,1896.6157166666665,4254.354675740739,7525.271594444442
B_fixed_q80,2025-09-23,3,4262.900800411526,505.69408333333325,7525.271594444442,10800.0
B_fixed_q80,2025-09-23,4,24.54102880658399,5587.663566666666,10800.0,4613.571851851853
B_fixed_q80,2025-09-23,5,10570.661440329215,2994.4504333333334,4613.571851851853,10800.0
B_fixed_q80,2025-12-21,0,39.6583333333333,66.3870833333333,10800.0,10761.929074074073
B_fixed_q80,2025-12-21,1,804.3083950617304,1416.82555,10761.929074074073,9911.55601851852
B_fixed_q80,2025-12-21,2,5817.6079666666665,6459.48055,9911.55601851852,7970.202577407408
B_fixed_q80,2025-12-21,3,5747.208041563786,2108.4208333333336,7970.202577407408,10800.0
B_fixed_q80,2025-12-21,4,0.0,5533.33735,10800.0,4651.84738888889
B_fixed_q80,2025-12-21,5,10340.57174897119,2842.5257666666666,4651.84738888889,10800.0
T_base_6000,2025-03-20,0,4325.400481481477,283.7556333333332,6190.23759166667,9767.81398796296
T_base_6000,2025-03-20,1,1079.9745833333332,5387.870616666668,9767.81398796296,4753.26820555555
T_base_6000,2025-03-20,2,4729.144100000001,2777.3772166666663,4753.26820555555,5923.523210370367
T_base_6000,2025-03-20,3,4358.01306255144,670.1993500000001,5923.523210370367,9101.069022222217
T_base_6000,2025-03-20,4,104.14769999999987,6075.883316666666,9101.069022222217,2443.820489259255
T_base_6000,2025-03-20,5,5527.623699999999,1224.576587833329,2443.820489259255,6058.04116611111
T_base_6000,2025-06-21,0,312.5266666666669,534.6013436666708,6002.971511481484,5690.244018518517
T_base_6000,2025-06-21,1,378.7546666666666,4069.002954166666,5690.244018518517,1510.008825
T_base_6000,2025-06-21,2,10322.212416666667,0.0,1510.008825,10800.0
T_base_6000,2025-06-21,3,0.0,0.0,10800.0,10800.0
T_base_6000,2025-06-21,4,81.66296666666659,5860.194033333334,10800.0,4362.169966296296
T_base_6000,2025-06-21,5,5799.093649999999,2615.3139166666665,4362.169966296296,6675.449899444444
T_base_6000,2025-09-23,0,4831.074474897118,91.58628333333331,5901.844597592592,10148.04908796296
T_base_6000,2025-09-23,1,815.9901491769559,7266.5252833333325,10148.04908796296,2808.5232407407416
T_base_6000,2025-09-23,2,4130.0146985596675,1451.0598833333343,2808.5232407407416,4913.247710185184
T_base_6000,2025-09-23,3,5615.302883333333,640.3114565843622,4913.247710185184,9255.563131202562
T_base_6000,2025-09-23,4,116.63038333333282,5820.714383333334,9255.563131202562,2893.070050276641
T_base_6000,2025-09-23,5,5660.318266666666,1538.8569767489766,2893.070050276641,6277.515405
T_base_6000,2025-12-21,0,4853.546968724278,395.1837833333335,5845.238578148149,9774.337757407406
T_base_6000,2025-12-21,1,1859.91685,1723.8919499999997,9774.337757407406,9532.827422407408
T_base_6000,2025-12-21,2,5138.062449999999,7586.420555166667,9532.827422407408,5727.727455
T_base_6000,2025-12-21,3,7883.6678786008215,2344.24465,5727.727455,10218.312267962963
T_base_6000,2025-12-21,4,151.27118333333362,5970.768583333333,10218.312267962963,3720.269018148149
T_base_6000,2025-12-21,5,5479.805933333333,2332.9188496666684,3720.269018148149,6059.962302962962
T_q80_6000,2025-03-20,0,4024.300567283947,204.74455,6717.952724444446,10112.329290555555
T_q80_6000,2025-03-20,1,1021.8434327160468,4563.605166666668,10112.329290555555,5961.31597259259
T_q80_6000,2025-03-20,2,6153.8434333333325,2777.3772166666663,5961.31597259259,8413.800377407402
T_q80_6000,2025-03-20,3,2965.8054860082366,448.8705166666665,8413.800377407402,10584.280296296296
T_q80_6000,2025-03-20,4,297.31611666666686,5620.519099999999,10584.280296296296,4606.843579074076
T_q80_6000,2025-03-20,5,5711.270266666666,2956.9543166666663,4606.843579074076,6461.482022777781
T_q80_6000,2025-06-21,0,1246.559016666667,1742.1112596666667,8384.896603333333,7571.120540925924
T_q80_6000,2025-06-21,1,451.23975000000024,4390.3921,7571.120540925924,3099.0228714814816
T_q80_6000,2025-06-21,2,8556.641253909467,0.0,3099.0228714814816,10800.0
T_q80_6000,2025-06-21,3,0.0,0.0,10800.0,10800.0
T_q80_6000,2025-06-21,4,299.73973251028883,4998.150716666665,10800.0,5516.264962962963
T_q80_6000,2025-06-21,5,6745.5508,2485.896583333333,5516.264962962963,8825.15336814815
T_q80_6000,2025-09-23,0,4893.991694238681,14.2265666666666,6066.475940185187,10455.261168703704
T_q80_6000,2025-09-23,1,619.0724563786023,6082.264533333335,10455.261168703704,4254.354675740739
T_q80_6000,2025-09-23,2,5975.853016666664,1896.6157166666665,4254.354675740739,7525.271594444442
T_q80_6000,2025-09-23,3,4262.900800411526,505.69408333333325,7525.271594444442,10800.0
T_q80_6000,2025-09-23,4,24.54102880658399,5587.663566666666,10800.0,4613.571851851853
T_q80_6000,2025-09-23,5,5873.745716666666,2994.4504333333334,4613.571851851853,6572.7758487037045
T_q80_6000,2025-12-21,0,4515.659736419749,66.3870833333333,6771.598737222225,10761.929074074073
T_q80_6000,2025-12-21,1,804.3083950617304,1416.82555,10761.929074074073,9911.55601851852
T_q80_6000,2025-12-21,2,5817.6079666666665,6459.48055,9911.55601851852,7970.202577407408
T_q80_6000,2025-12-21,3,5747.208041563786,2108.4208333333336,7970.202577407408,10800.0
T_q80_6000,2025-12-21,4,0.0,5533.33735,10800.0,4651.84738888889
T_q80_6000,2025-12-21,5,5824.402766666666,2842.5257666666666,4651.84738888889,6735.447915925927
