strategy_id,date,previous_final_kWh,initial_kWh,morning_emergency_cost_yuan
A_base,2025-03-20,8157.39086166439,8157.39086166439,0.0
A_base,2025-03-21,8155.93486240513,8155.93486240513,1376.211424102008
A_base,2025-03-22,8019.013210553277,8019.013210553277,0.0
A_base,2025-03-23,8188.835713516242,8188.835713516242,0.0
A_base,2025-03-24,8222.183614442169,8222.183614442169,0.0
A_base,2025-03-25,7951.106502775502,7951.106502775502,3565.64067623793
A_base,2025-03-26,7872.776967775501,7872.776967775501,0.0
A_base,2025-03-27,7728.091968701427,7728.091968701427,238.28476763331224
A_base,2025-03-28,7553.619740182908,7553.619740182908,236.30359678332653
A_base,2025-03-29,7576.780964442166,7576.780964442166,0.0
A_base,2025-03-30,7546.484855182905,7546.484855182905,2066.7596527816663
A_base,2025-03-31,7475.264595553277,7475.264595553277,0.0
A_base,2025-04-01,7591.628610553276,7591.628610553276,0.0
A_base,2025-04-02,7607.141894071795,7607.141894071795,9849.933346457528
A_base,2025-04-03,7584.627092034757,7584.627092034757,0.0
A_base,2025-04-04,7575.709886849571,7575.709886849571,0.0
A_base,2025-04-05,7550.1657561088305,7550.1657561088305,0.0
A_base,2025-04-06,7431.671542034756,7431.671542034756,0.0
A_base,2025-04-07,7482.082299256978,7482.082299256978,0.0
A_base,2025-04-08,7268.2167757384605,7268.2167757384605,3951.815000491651
A_base,2025-04-09,7094.221256479201,7094.221256479201,0.0
A_base,2025-04-10,6937.092823701423,6937.092823701423,0.0
A_base,2025-04-11,7015.596728516237,7015.596728516237,48.54800983033191
A_base,2025-04-12,6803.430816664384,6803.430816664384,0.0
A_base,2025-04-13,6765.861103331051,6765.861103331051,0.0
A_base,2025-04-14,6765.1358249977175,6765.1358249977175,0.0
A_base,2025-04-15,6783.918030553273,6783.918030553273,0.0
A_base,2025-04-16,6905.213535553274,6905.213535553274,2212.4859376658087
A_base,2025-04-17,6782.127340553274,6782.127340553274,0.0
A_base,2025-04-18,6800.288885553274,6800.288885553274,0.0
A_base,2025-04-19,6996.712929071797,6996.712929071797,753.3000024723319
A_base,2025-04-20,6995.08952129402,6995.08952129402,0.0
A_base,2025-04-21,6949.499996479204,6949.499996479204,0.0
A_base,2025-04-22,6836.073002034759,6836.073002034759,5822.880522054339
A_base,2025-04-23,6575.303714997722,6575.303714997722,0.0
A_base,2025-04-24,6665.257416108831,6665.257416108831,0.0
A_base,2025-04-25,6582.319830923646,6582.319830923646,0.0
A_base,2025-04-26,6360.959214071793,6360.959214071793,0.0
A_base,2025-04-27,6214.04217573846,6214.04217573846,4961.01259455866
A_base,2025-04-28,6168.160735182905,6168.160735182905,844.5040536583285
A_base,2025-04-29,6233.827091479201,6233.827091479201,0.0
A_base,2025-04-30,6538.55728573846,6538.55728573846,191.05666520750523
A_base,2025-05-01,6475.809093886608,6475.809093886608,2192.973553050842
A_base,2025-05-02,5620.481712576059,5620.481712576059,1445.0009921390013
A_base,2025-05-03,4992.027050539022,4992.027050539022,0.0
A_base,2025-05-04,4608.900285539021,4608.900285539021,0.0
A_base,2025-05-05,3993.117454983466,3993.117454983466,5637.790982173999
A_base,2025-05-06,3298.2311599834666,3298.2311599834666,0.0
A_base,2025-05-07,2527.0128088723545,2527.0128088723545,0.0
A_base,2025-05-08,1995.4225997982803,1995.4225997982803,0.0
A_base,2025-05-09,2106.503370353836,2106.503370353836,865.4255396955019
A_base,2025-05-10,2531.885357946429,2531.885357946429,0.0
A_base,2025-05-11,2406.582111835316,2406.582111835316,0.0
A_base,2025-05-12,2438.02371590939,2438.02371590939,0.0
A_base,2025-05-13,2659.5203673908723,2659.5203673908723,0.0
A_base,2025-05-14,3055.698275185185,3055.698275185185,0.0
A_base,2025-05-15,3056.7340227777777,3056.7340227777777,0.0
A_base,2025-05-16,3205.2525670370364,3205.2525670370364,0.0
A_base,2025-05-17,2687.2935199999997,2687.2935199999997,562.075539334416
A_base,2025-05-18,2734.60760074074,2734.60760074074,0.0
A_base,2025-05-19,2991.4613481481497,2991.4613481481497,0.0
A_base,2025-05-20,2909.1846051851862,2909.1846051851862,61.09210095917039
A_base,2025-05-21,2612.152136666668,2612.152136666668,0.0
A_base,2025-05-22,2459.720599629631,2459.720599629631,0.0
A_base,2025-05-23,2732.0097050000018,2732.0097050000018,1290.2858676369983
A_base,2025-05-24,3172.295074259261,3172.295074259261,128.35327177800252
A_base,2025-05-25,3336.219782407411,3336.219782407411,0.0
A_base,2025-05-26,3477.854381666669,3477.854381666669,8034.3536132004765
A_base,2025-05-27,3491.4268188888923,3491.4268188888923,0.0
A_base,2025-05-28,3531.754142592596,3531.754142592596,1235.4808522025173
A_base,2025-05-29,3772.789871296299,3772.789871296299,0.0
A_base,2025-05-30,3760.742781481484,3760.742781481484,0.0
A_base,2025-05-31,3730.198929629632,3730.198929629632,1502.7813883744168
A_base,2025-06-01,3803.983211666669,3803.983211666669,5844.376323457414
A_base,2025-06-02,2339.1813492592614,2339.1813492592614,5245.280277924993
A_base,2025-06-03,1200.0,1200.0,8054.105362814986
A_base,2025-06-04,1200.0,1200.0,2426.709576454991
A_base,2025-06-05,1200.0,1200.0,9785.592046873919
A_base,2025-06-06,1200.0,1200.0,6578.628283450334
A_base,2025-06-07,1200.0,1200.0,5599.336124908325
A_base,2025-06-08,1202.3729999999998,1202.3729999999998,0.0
A_base,2025-06-09,1225.5361553703704,1225.5361553703704,0.0
A_base,2025-06-10,1385.3255618518515,1385.3255618518515,0.0
A_base,2025-06-11,1308.5317240740733,1308.5317240740733,7077.378213891658
A_base,2025-06-12,1380.004530185185,1380.004530185185,0.0
A_base,2025-06-13,1655.5984040740746,1655.5984040740746,0.0
A_base,2025-06-14,1909.4602787037045,1909.4602787037045,0.0
A_base,2025-06-15,1835.7958459259264,1835.7958459259264,0.0
A_base,2025-06-16,1961.1765401851865,1961.1765401851865,1781.4452640416794
A_base,2025-06-17,2206.480139981712,2206.480139981712,0.0
A_base,2025-06-18,2205.0312070187497,2205.0312070187497,0.0
A_base,2025-06-19,2392.14165738912,2392.14165738912,0.0
A_base,2025-06-20,2518.3353146113395,2518.3353146113395,0.0
A_base,2025-06-21,2538.6363581298606,2538.6363581298606,1505.2405943446654
A_base,2025-06-22,3306.3924590557854,3306.3924590557854,0.0
A_base,2025-06-23,3480.1174696113403,3480.1174696113403,0.0
A_base,2025-06-24,3279.1016785002294,3279.1016785002294,9591.878955875458
A_base,2025-06-25,3472.8686466483773,3472.8686466483773,0.0
A_base,2025-06-26,3494.8005835782465,3494.8005835782465,0.0
A_base,2025-06-27,3389.4668580226885,3389.4668580226885,0.0
A_base,2025-06-28,3726.450891170837,3726.450891170837,0.0
A_base,2025-06-29,3591.670349318986,3591.670349318986,219.87511054497298
A_base,2025-06-30,3830.158411356024,3830.158411356024,1062.2039910212557
A_base,2025-07-01,3601.387596726394,3601.387596726394,12991.61640404466
A_base,2025-07-02,2155.907045615282,2155.907045615282,12839.963763327103
A_base,2025-07-03,1200.0,1200.0,23648.65142818834
A_base,2025-07-04,1200.0,1200.0,13666.106376927331
A_base,2025-07-05,1200.0,1200.0,13206.514150087916
A_base,2025-07-06,1200.0,1200.0,18552.39348295116
A_base,2025-07-07,1200.0,1200.0,12337.8251537499
A_base,2025-07-08,1218.2505,1218.2505,1517.851660646349
A_base,2025-07-09,1332.165595185185,1332.165595185185,0.0
A_base,2025-07-10,1472.5486929629633,1472.5486929629633,0.0
A_base,2025-07-11,1613.4941942592598,1613.4941942592598,2688.408604473837
A_base,2025-07-12,1862.157366666671,1862.157366666671,0.0
A_base,2025-07-13,1896.208139074078,1896.208139074078,0.0
A_base,2025-07-14,2188.0354387037087,2188.0354387037087,0.0
A_base,2025-07-15,2392.0851133333385,2392.0851133333385,0.0
A_base,2025-07-16,2716.979226111118,2716.979226111118,0.0
A_base,2025-07-17,2800.115375137182,2800.115375137182,0.0
A_base,2025-07-18,2682.5104129149604,2682.5104129149604,0.0
A_base,2025-07-19,2971.1241036557017,2971.1241036557017,0.0
A_base,2025-07-20,3045.8154886557013,3045.8154886557013,0.0
A_base,2025-07-21,3079.704994026072,3079.704994026072,0.0
A_base,2025-07-22,3234.368101989034,3234.368101989034,0.0
A_base,2025-07-23,3241.0399077297743,3241.0399077297743,0.0
A_base,2025-07-24,3379.831622914959,3379.831622914959,0.0
A_base,2025-07-25,3652.660421433477,3652.660421433477,644.3608451700845
A_base,2025-07-26,3796.505222544589,3796.505222544589,253.384978453504
A_base,2025-07-27,4196.134783655702,4196.134783655702,4709.446132118333
A_base,2025-07-28,4306.883451666667,4306.883451666667,0.0
A_base,2025-07-29,4217.827466481481,4217.827466481481,0.0
A_base,2025-07-30,4538.051851481483,4538.051851481483,0.0
A_base,2025-07-31,4762.62271703704,4762.62271703704,0.0
A_base,2025-08-01,4879.685985925929,4879.685985925929,0.0
A_base,2025-08-02,5132.276138148152,5132.276138148152,0.0
A_base,2025-08-03,5415.84192666667,5415.84192666667,0.0
A_base,2025-08-04,5303.05479981482,5303.05479981482,0.0
A_base,2025-08-05,5369.761419629633,5369.761419629633,0.0
A_base,2025-08-06,5400.739810740734,5400.739810740734,0.0
A_base,2025-08-07,5177.036091851846,5177.036091851846,0.0
A_base,2025-08-08,5265.412888518511,5265.412888518511,0.0
A_base,2025-08-09,5500.233880740734,5500.233880740734,0.0
A_base,2025-08-10,5350.813114259252,5350.813114259252,0.0
A_base,2025-08-11,5430.542661481474,5430.542661481474,0.0
A_base,2025-08-12,5535.624446296289,5535.624446296289,0.0
A_base,2025-08-13,5839.978256296288,5839.978256296288,0.0
A_base,2025-08-14,6261.782017777772,6261.782017777772,0.0
A_base,2025-08-15,6244.631863148144,6244.631863148144,553.7841941119955
A_base,2025-08-16,6057.700329444439,6057.700329444439,5.125002821674929
A_base,2025-08-17,6281.851099259256,6281.851099259256,2349.97115730813
A_base,2025-08-18,6364.646918333329,6364.646918333329,0.0
A_base,2025-08-19,6530.616732037034,6530.616732037034,0.0
A_base,2025-08-20,6510.809460473246,6510.809460473246,5557.891944474992
A_base,2025-08-21,6404.578903806579,6404.578903806579,0.0
A_base,2025-08-22,6435.295709547318,6435.295709547318,165.5943955659946
A_base,2025-08-23,6417.709650740741,6417.709650740741,0.0
A_base,2025-08-24,6317.22678777778,6317.22678777778,0.0
A_base,2025-08-25,6247.897747037038,6247.897747037038,0.0
A_base,2025-08-26,6235.870276111111,6235.870276111111,0.0
A_base,2025-08-27,6649.145025370376,6649.145025370376,0.0
A_base,2025-08-28,6727.3478409259305,6727.3478409259305,0.0
A_base,2025-08-29,6775.73435981482,6775.73435981482,0.0
A_base,2025-08-30,7146.388329259266,7146.388329259266,0.0
A_base,2025-08-31,7069.704381481488,7069.704381481488,883.5658911533499
A_base,2025-09-01,7427.083978703709,7427.083978703709,0.0
A_base,2025-09-02,10578.77480722223,10578.77480722223,0.0
A_base,2025-09-03,10800.0,10800.0,0.0
A_base,2025-09-04,10800.0,10800.0,0.0
A_base,2025-09-05,10800.0,10800.0,0.0
A_base,2025-09-06,10800.0,10800.0,0.0
A_base,2025-09-07,10800.0,10800.0,0.0
A_base,2025-09-08,10800.0,10800.0,0.0
A_base,2025-09-09,10654.94661,10654.94661,0.0
A_base,2025-09-10,10581.07947,10581.07947,11215.210248919311
A_base,2025-09-11,10545.474761851852,10545.474761851852,0.0
A_base,2025-09-12,10478.442566851852,10478.442566851852,3213.9051478874744
A_base,2025-09-13,10492.664110555555,10492.664110555555,0.0
A_base,2025-09-14,10411.407369814817,10411.407369814817,99.86652000051292
A_base,2025-09-15,10113.222534259256,10113.222534259256,0.0
A_base,2025-09-16,10211.983614259258,10211.983614259258,1013.5220902524962
A_base,2025-09-17,10015.876344259255,10015.876344259255,2338.0560743823266
A_base,2025-09-18,9824.3566987037,9824.3566987037,0.0
A_base,2025-09-19,9702.77483648148,9702.77483648148,880.9299073590003
A_base,2025-09-20,9735.98965074074,9735.98965074074,2347.640770421333
A_base,2025-09-21,9944.950077592592,9944.950077592592,0.0
A_base,2025-09-22,9975.271347592592,9975.271347592592,2073.248063522474
A_base,2025-09-23,9867.461517592592,9867.461517592592,2248.165939299995
A_base,2025-09-24,9975.10291259259,9975.10291259259,5942.78495649542
A_base,2025-09-25,10068.984451666664,10068.984451666664,0.0
A_base,2025-09-26,10003.014331666664,10003.014331666664,0.0
A_base,2025-09-27,10092.827093888887,10092.827093888887,1771.741732177667
A_base,2025-09-28,9877.004903888886,9877.004903888886,7355.080434919822
A_base,2025-09-29,9750.085465370368,9750.085465370368,95.52846253333333
A_base,2025-09-30,9687.088303148146,9687.088303148146,5527.309773862517
A_base,2025-10-01,9693.040641851849,9693.040641851849,0.0
A_base,2025-10-02,10800.0,10800.0,4026.504800537675
A_base,2025-10-03,10800.0,10800.0,377.61368750731424
A_base,2025-10-04,10800.0,10800.0,1518.9471599363228
A_base,2025-10-05,10800.0,10800.0,0.0
A_base,2025-10-06,10800.0,10800.0,1542.1846116366646
A_base,2025-10-07,10800.0,10800.0,3512.777024641657
A_base,2025-10-08,10800.0,10800.0,140.1079848637349
A_base,2025-10-09,10749.539144999995,10749.539144999995,539.8075351546577
A_base,2025-10-10,10691.460359999995,10691.460359999995,1233.6012246936687
A_base,2025-10-11,10473.230069999996,10473.230069999996,0.0
A_base,2025-10-12,10500.892647777771,10500.892647777771,98.03580773333334
A_base,2025-10-13,10329.902389629624,10329.902389629624,843.2905045989125
A_base,2025-10-14,10282.185079629624,10282.185079629624,7666.5016689334
A_base,2025-10-15,10072.160344629625,10072.160344629625,0.0
A_base,2025-10-16,10025.985565740732,10025.985565740732,3203.327222906672
A_base,2025-10-17,10012.631980740733,10012.631980740733,0.0
A_base,2025-10-18,9978.708370740733,9978.708370740733,453.02461186024453
A_base,2025-10-19,9907.868877962954,9907.868877962954,5509.673794799969
A_base,2025-10-20,9894.853632962951,9894.853632962951,5515.644906318337
A_base,2025-10-21,9760.490112962952,9760.490112962952,0.0
A_base,2025-10-22,9732.926997962952,9732.926997962952,4268.582684675491
A_base,2025-10-23,9653.381135370362,9653.381135370362,0.0
A_base,2025-10-24,9557.434667592584,9557.434667592584,1294.6460966779855
A_base,2025-10-25,9466.79234425925,9466.79234425925,0.0
A_base,2025-10-26,9371.252779074064,9371.252779074064,0.0
A_base,2025-10-27,9532.553131666658,9532.553131666658,896.0978791676647
A_base,2025-10-28,9488.994978703697,9488.994978703697,4631.736781570016
A_base,2025-10-29,9411.918787962954,9411.918787962954,2788.829537324999
A_base,2025-10-30,9370.594167037028,9370.594167037028,17.058347333333423
A_base,2025-10-31,9319.056837037027,9319.056837037027,0.0
A_base,2025-11-01,9258.541487962952,9258.541487962952,860.6441334500223
A_base,2025-11-02,9531.069031851845,9531.069031851845,4638.372665620984
A_base,2025-11-03,9497.69947203703,9497.69947203703,0.0
A_base,2025-11-04,9413.40836703703,9413.40836703703,775.8347753547322
A_base,2025-11-05,9341.202412592584,9341.202412592584,3790.580134321157
A_base,2025-11-06,9348.391586481472,9348.391586481472,8705.657345391679
A_base,2025-11-07,9242.322699629623,9242.322699629623,1811.7345981668175
A_base,2025-11-08,9200.852192777773,9200.852192777773,0.0
A_base,2025-11-09,9173.22641203703,9173.22641203703,1195.8662238673307
A_base,2025-11-10,9064.085747592582,9064.085747592582,3238.5083310333503
A_base,2025-11-11,9086.064512592582,9086.064512592582,8.98527416666696
A_base,2025-11-12,9060.742673888875,9060.742673888875,51.56131333333374
A_base,2025-11-13,8986.300161111101,8986.300161111101,9.417338133333374
A_base,2025-11-14,9075.968053333325,9075.968053333325,0.0
A_base,2025-11-15,9043.868188333325,9043.868188333325,2735.512434408342
A_base,2025-11-16,9017.568808333324,9017.568808333324,0.0
A_base,2025-11-17,8934.904624629622,8934.904624629622,0.0
A_base,2025-11-18,9039.086903333326,9039.086903333326,0.0
A_base,2025-11-19,8996.299073333324,8996.299073333324,3605.6405263503357
A_base,2025-11-20,8877.861126851842,8877.861126851842,0.0
A_base,2025-11-21,8759.315211851841,8759.315211851841,3491.6139774333246
A_base,2025-11-22,8691.418523148135,8691.418523148135,2123.8006537510623
A_base,2025-11-23,8583.460192222208,8583.460192222208,0.0
A_base,2025-11-24,8634.625952222208,8634.625952222208,88.2449986666665
A_base,2025-11-25,8404.193359074061,8404.193359074061,3139.04902859233
A_base,2025-11-26,8264.262401666654,8264.262401666654,154.53999266666654
A_base,2025-11-27,8329.803363888876,8329.803363888876,0.0
A_base,2025-11-28,8407.193749444432,8407.193749444432,1557.6399796885637
A_base,2025-11-29,8369.948322037026,8369.948322037026,0.0
A_base,2025-11-30,8170.304464814802,8170.304464814802,28.398311333333652
A_base,2025-12-01,8080.879298148136,8080.879298148136,18972.84675278917
A_base,2025-12-02,7934.256638518507,7934.256638518507,20798.72059416415
A_base,2025-12-03,7812.983414444433,7812.983414444433,13124.178729522508
A_base,2025-12-04,7568.4753768518385,7568.4753768518385,22321.943094841663
A_base,2025-12-05,7285.607465185171,7285.607465185171,17755.63264373932
A_base,2025-12-06,6908.808540925914,6908.808540925914,16378.214280581677
A_base,2025-12-07,6785.476413518506,6785.476413518506,11668.090049177577
A_base,2025-12-08,6665.080165555542,6665.080165555542,0.0
A_base,2025-12-09,6795.651639074061,6795.651639074061,818.3549969583333
A_base,2025-12-10,6880.567209444431,6880.567209444431,0.0
A_base,2025-12-11,6822.93599907406,6822.93599907406,269.55340976666804
A_base,2025-12-12,6908.624247407396,6908.624247407396,0.0
A_base,2025-12-13,6932.997465185174,6932.997465185174,0.0
A_base,2025-12-14,6994.186380740731,6994.186380740731,0.0
A_base,2025-12-15,6993.444494074063,6993.444494074063,139.9025629166659
A_base,2025-12-16,6939.964555555545,6939.964555555545,1.3904077000001491
A_base,2025-12-17,6865.18462314814,6865.18462314814,153.17078835833385
A_base,2025-12-18,6898.648610925918,6898.648610925918,212.00939357500002
A_base,2025-12-19,6817.485442962954,6817.485442962954,0.0
A_base,2025-12-20,6632.403093703695,6632.403093703695,1725.0059935863478
A_base,2025-12-21,6477.927864629622,6477.927864629622,182.69426645833371
A_base,2025-12-22,6524.623568184717,6524.623568184717,321.36284130000024
A_base,2025-12-23,6457.176925221754,6457.176925221754,0.0
A_base,2025-12-24,6503.435947073605,6503.435947073605,378.9804229166663
A_base,2025-12-25,6494.085456147679,6494.085456147679,59.699278958333345
A_base,2025-12-26,6495.480842404539,6495.480842404539,950.9257968695074
A_base,2025-12-27,6571.890030552686,6571.890030552686,0.0
A_base,2025-12-28,6668.174622404538,6668.174622404538,671.412568733334
A_base,2025-12-29,6728.390952960092,6728.390952960092,0.0
A_base,2025-12-30,6612.200351478612,6612.200351478612,496.9235525749993
A_base,2025-12-31,6600.371973886019,6600.371973886019,0.0
B_fixed_q80,2025-02-02,10071.787214814824,10071.787214814824,0.0
B_fixed_q80,2025-02-03,10800.0,10800.0,0.0
B_fixed_q80,2025-02-04,10800.0,10800.0,0.0
B_fixed_q80,2025-02-05,10800.0,10800.0,0.0
B_fixed_q80,2025-02-06,10800.0,10800.0,0.0
B_fixed_q80,2025-02-07,10800.0,10800.0,0.0
B_fixed_q80,2025-02-08,10800.0,10800.0,0.0
B_fixed_q80,2025-02-09,10800.0,10800.0,0.0
B_fixed_q80,2025-02-10,10800.0,10800.0,0.0
B_fixed_q80,2025-02-11,10800.0,10800.0,0.0
B_fixed_q80,2025-02-12,10800.0,10800.0,0.0
B_fixed_q80,2025-02-13,10800.0,10800.0,0.0
B_fixed_q80,2025-02-14,10800.0,10800.0,0.0
B_fixed_q80,2025-02-15,10800.0,10800.0,0.0
B_fixed_q80,2025-02-16,10800.0,10800.0,87.13050749999988
B_fixed_q80,2025-02-17,10800.0,10800.0,0.0
B_fixed_q80,2025-02-18,10800.0,10800.0,37.52579250000001
B_fixed_q80,2025-02-19,10800.0,10800.0,178.29328937500026
B_fixed_q80,2025-02-20,10800.0,10800.0,145.40088413333308
B_fixed_q80,2025-02-21,10800.0,10800.0,0.0
B_fixed_q80,2025-02-22,10800.0,10800.0,0.0
B_fixed_q80,2025-02-23,10800.0,10800.0,0.0
B_fixed_q80,2025-02-24,10800.0,10800.0,77.69756746666648
B_fixed_q80,2025-02-25,10800.0,10800.0,131.8010525000001
B_fixed_q80,2025-02-26,10800.0,10800.0,0.0
B_fixed_q80,2025-02-27,10800.0,10800.0,1415.5059483654077
B_fixed_q80,2025-02-28,10800.0,10800.0,0.0
B_fixed_q80,2025-03-01,10800.0,10800.0,0.0
B_fixed_q80,2025-03-02,10800.0,10800.0,0.0
B_fixed_q80,2025-03-03,10800.0,10800.0,0.0
B_fixed_q80,2025-03-04,10800.0,10800.0,0.0
B_fixed_q80,2025-03-05,10800.0,10800.0,0.0
B_fixed_q80,2025-03-06,10800.0,10800.0,0.0
B_fixed_q80,2025-03-07,10800.0,10800.0,0.0
B_fixed_q80,2025-03-08,10800.0,10800.0,0.0
B_fixed_q80,2025-03-09,10800.0,10800.0,0.0
B_fixed_q80,2025-03-10,10800.0,10800.0,0.0
B_fixed_q80,2025-03-11,10800.0,10800.0,0.0
B_fixed_q80,2025-03-12,10800.0,10800.0,0.0
B_fixed_q80,2025-03-13,10800.0,10800.0,1351.875116401422
B_fixed_q80,2025-03-14,10800.0,10800.0,0.0
B_fixed_q80,2025-03-15,10800.0,10800.0,0.0
B_fixed_q80,2025-03-16,10800.0,10800.0,7.461180000000455
B_fixed_q80,2025-03-17,10800.0,10800.0,0.0
B_fixed_q80,2025-03-18,10800.0,10800.0,6802.587214009157
B_fixed_q80,2025-03-19,10800.0,10800.0,0.0
B_fixed_q80,2025-03-20,10800.0,10800.0,0.0
B_fixed_q80,2025-03-21,10800.0,10800.0,0.0
B_fixed_q80,2025-03-22,10800.0,10800.0,0.0
B_fixed_q80,2025-03-23,10800.0,10800.0,0.0
B_fixed_q80,2025-03-24,10800.0,10800.0,0.0
B_fixed_q80,2025-03-25,10800.0,10800.0,0.0
B_fixed_q80,2025-03-26,10800.0,10800.0,0.0
B_fixed_q80,2025-03-27,10800.0,10800.0,0.0
B_fixed_q80,2025-03-28,10800.0,10800.0,0.0
B_fixed_q80,2025-03-29,10800.0,10800.0,0.0
B_fixed_q80,2025-03-30,10800.0,10800.0,0.0
B_fixed_q80,2025-03-31,10800.0,10800.0,0.0
B_fixed_q80,2025-04-01,10800.0,10800.0,0.0
B_fixed_q80,2025-04-02,10800.0,10800.0,5128.63824400285
B_fixed_q80,2025-04-03,10800.0,10800.0,0.0
B_fixed_q80,2025-04-04,10800.0,10800.0,0.0
B_fixed_q80,2025-04-05,10800.0,10800.0,0.0
B_fixed_q80,2025-04-06,10800.0,10800.0,0.0
B_fixed_q80,2025-04-07,10800.0,10800.0,0.0
B_fixed_q80,2025-04-08,10800.0,10800.0,513.4415774999832
B_fixed_q80,2025-04-09,10800.0,10800.0,0.0
B_fixed_q80,2025-04-10,10800.0,10800.0,0.0
B_fixed_q80,2025-04-11,10800.0,10800.0,0.0
B_fixed_q80,2025-04-12,10800.0,10800.0,0.0
B_fixed_q80,2025-04-13,10800.0,10800.0,0.0
B_fixed_q80,2025-04-14,10800.0,10800.0,0.0
B_fixed_q80,2025-04-15,10800.0,10800.0,0.0
B_fixed_q80,2025-04-16,10800.0,10800.0,0.0
B_fixed_q80,2025-04-17,10800.0,10800.0,0.0
B_fixed_q80,2025-04-18,10800.0,10800.0,0.0
B_fixed_q80,2025-04-19,10800.0,10800.0,0.0
B_fixed_q80,2025-04-20,10800.0,10800.0,0.0
B_fixed_q80,2025-04-21,10800.0,10800.0,0.0
B_fixed_q80,2025-04-22,10800.0,10800.0,0.0
B_fixed_q80,2025-04-23,10800.0,10800.0,0.0
B_fixed_q80,2025-04-24,10800.0,10800.0,0.0
B_fixed_q80,2025-04-25,10800.0,10800.0,0.0
B_fixed_q80,2025-04-26,10800.0,10800.0,0.0
B_fixed_q80,2025-04-27,10800.0,10800.0,0.0
B_fixed_q80,2025-04-28,10800.0,10800.0,0.0
B_fixed_q80,2025-04-29,10800.0,10800.0,0.0
B_fixed_q80,2025-04-30,10800.0,10800.0,0.0
B_fixed_q80,2025-05-01,10800.0,10800.0,0.0
B_fixed_q80,2025-05-02,10278.70648944444,10278.70648944444,0.0
B_fixed_q80,2025-05-03,9975.85173444444,9975.85173444444,0.0
B_fixed_q80,2025-05-04,9864.17637092592,9864.17637092592,0.0
B_fixed_q80,2025-05-05,9615.863096666662,9615.863096666662,0.0
B_fixed_q80,2025-05-06,9392.053242592589,9392.053242592589,0.0
B_fixed_q80,2025-05-07,8942.82041092592,8942.82041092592,0.0
B_fixed_q80,2025-05-08,8801.737100925922,8801.737100925922,0.0
B_fixed_q80,2025-05-09,9650.3201037037,9650.3201037037,0.0
