date,delta_total,delta_emergency,delta_unused
2025-04-14,-16.62697374531126,0.0,-124.65166666666755
2025-04-15,-47.3865967608217,0.0,-72.25
2025-04-16,-25.42989636740822,0.0,-32.07281874714295
2025-04-17,-5.699915986049746,0.0,-63.1150000000016
2025-04-18,-110.78609139606851,0.0,-105.8830728395078
2025-04-19,-124.28807765416241,0.0,-98.28152263374432
2025-04-20,-36.1769745938509,0.0,-88.38500000000022
2025-04-21,-32.403356713934045,0.0,-46.92576131687201
2025-04-22,-15.198621432304208,0.0,-86.60057613168487
2025-04-23,-29.915399539575446,0.0,-82.15666666666766
2025-04-24,-29.763222164765466,0.0,-50.39999999999782
2025-04-25,-108.41251545776686,0.0,-16.815350617282093
2025-04-26,-88.48574267631739,0.0,-23.09916069958126
2025-04-27,0.9239036124927225,0.0,-43.965000000000146
2025-04-28,-12.750665586296236,0.0,-52.25500000000261
2025-04-29,-16.414705809198495,0.0,-61.376666666667006
2025-04-30,-20.788090282294434,0.0,-52.56181069958802
2025-05-01,-15.659702827506408,0.0,0.0
2025-05-02,-81.94998890409988,0.0,-44.79372016461275
2025-05-03,-99.36719417350105,0.0,-24.82152263374155
2025-05-04,-0.15470477953203954,0.0,-8.049958847737798
2025-05-05,6.8592602512508165,0.0,2.3012129629601077
2025-05-06,9.778433239152946,0.0,7.041728395062819
2025-05-07,11.82473621264944,0.0,-13.837736625513571
2025-05-08,1.6230260613956489,0.0,-184.6316666666662
2025-05-09,-156.59819239883473,0.0,-97.85735102881154
2025-05-10,-122.67704702824994,0.0,-32.01495884773067
2025-05-11,-2.624765154258057,0.0,-16.823333333331902
2025-05-12,-2.1070528681375436,0.0,-88.84000000000015
2025-05-13,-33.117280277198006,0.0,-86.15666666666766
2025-05-14,-31.802383281967195,0.0,-137.89666666667108
2025-05-15,-54.09828005043528,0.0,-89.05499999999938
2025-05-16,-123.81711656582229,0.0,-21.207841358012956
2025-05-17,-92.00141668049582,0.0,-90.742213168729
2025-05-18,-24.58621406774182,0.0,-143.79666666666526
2025-05-19,-56.63181707789772,0.0,-120.99833333333663
2025-05-20,-46.099764269303705,0.0,-56.58499999999913
2025-05-21,-19.017622219835175,0.0,-1.8189894035458565e-12
2025-05-22,5.483850200660527,0.0,-82.76000000000022
2025-05-23,-121.83657388136635,0.0,-95.4700000000048
2025-05-24,-126.60686964668821,0.0,-130.57093271605117
2025-05-25,-48.08329786697868,0.0,-99.89666666666562
2025-05-26,-37.71006954979384,0.0,-54.12150205761054
2025-05-27,-16.34817848590319,0.0,-84.82833333333474
2025-05-28,-31.373799934401177,0.0,-198.71166666666886
2025-05-29,-80.09328855352942,0.0,-44.44518312756918
2025-05-30,-107.95768583665085,0.0,-171.47618600617352
2025-05-31,-141.43296194806862,0.0,-107.53411522633542
2025-06-01,-101.15818572297576,-66.93891291208274,0.0
2025-06-02,20.515097210824024,0.0,11.605364197528615
2025-06-03,14.62163378974219,6.366462912410498e-12,15.158907613174051
2025-06-04,9.701069606810051,0.0,18.151661728399176
2025-06-05,22.553189362195553,0.0,15.458247530861627
2025-06-06,-68.7207441948267,-1.0913936421275139e-11,4.07790041151884
2025-06-07,11.237018931671628,0.0,12.9572923868227
2025-06-08,14.142953394562937,0.0,-110.94499999999971
2025-06-09,-41.40628890640801,0.0,-91.78666666666686
2025-06-10,-34.435416693442676,0.0,-137.16333333333023
2025-06-11,-53.82317996350321,0.0,-220.15166666666573
2025-06-12,-89.3351462019782,0.0,-167.38000000000102
2025-06-13,-149.99930447496445,0.0,-213.1556588477397
2025-06-14,-157.02724830207808,0.0,-179.18777880658308
2025-06-15,-60.87815194806899,0.0,-193.53333333333285
2025-06-16,-78.0470569877798,0.0,-223.23000000000138
2025-06-17,-90.69879310909892,0.0,-148.4950000000008
2025-06-18,-58.66737131115224,0.0,-107.59166666666715
2025-06-19,-41.28191377704934,0.0,-186.86833333333198
2025-06-20,-158.32448042066244,0.0,-124.46417016460327
2025-06-21,-129.43829832009942,0.0,-223.972994032918
2025-06-22,-88.72900302566995,0.0,-182.91499999999724
2025-06-23,-73.36647753691796,0.0,-155.35333333333074
2025-06-24,-61.60758192796493,0.0,-127.9149999999986
2025-06-25,-49.95783775821474,0.0,-173.2616666666654
2025-06-26,-69.27257991857186,0.0,-140.4200000000019
2025-06-27,-141.64501943125288,0.0,-266.72858168724997
2025-06-28,-182.82290178244875,0.0,-92.52423497942618
2025-06-29,-24.439098433460458,0.0,-244.33333333333576
2025-06-30,-99.71276852193114,0.0,-117.79166666666606
2025-07-01,-45.51647015516937,0.0,3.4760226337439235
2025-07-02,14.425479070690926,-7.275957614183426e-12,17.564804115220795
2025-07-03,-47.214633387484355,-65.56662285774655,0.0
2025-07-04,-86.92441312571464,0.5719402057511616,0.0
2025-07-05,-75.59846836128418,2.059150372919248,0.0
2025-07-06,-28.696566743121366,-49.75063128834154,0.0
2025-07-07,18.175423086591763,0.0,-26.812250411522655
2025-07-08,-4.697303335531615,0.0,-170.51666666666642
2025-07-09,-68.20035131275654,0.0,-209.20333333333474
2025-07-10,-84.77792157217482,0.0,-236.45500000000175
2025-07-11,-174.95957944141628,0.0,-251.2189004115262
2025-07-12,-167.4375297876977,0.0,-204.70699847942524
2025-07-13,-74.50458958378294,0.0,-177.50500000000102
2025-07-14,-71.21581486341893,0.0,-124.3600000000024
2025-07-15,-48.509077889306354,0.0,-114.47333333333518
2025-07-16,-44.933556493946526,0.0,-168.8299999999981
2025-07-17,-67.5583713062515,0.0,-124.44166666666933
2025-07-18,-134.89679302508011,0.0,-179.41100480041496
2025-07-19,-142.46253477024948,0.0,-285.2245954732498
2025-07-20,-100.89825794905482,0.0,-217.43833333333168
2025-07-21,-88.38872926463227,0.0,-211.6700000000019
2025-07-22,-86.2143743022898,0.0,-184.871666666666
2025-07-23,-74.35037057777663,0.0,-191.48333333333358
2025-07-24,-77.16330230349558,0.0,-200.03999999999905
2025-07-25,-162.83347628858246,0.0,-324.9951419753088
2025-07-26,-189.61412196016317,0.0,-266.1606022633732
2025-07-27,-91.14635736971104,0.0,-119.16833333332943
2025-07-28,-46.489549796235224,0.0,-162.37333333333117
2025-07-29,-64.7662155669168,0.0,-241.62166666666963
2025-07-30,-98.6140047730878,0.0,-192.84000000000015
2025-07-31,-77.77415280669811,0.0,-265.33000000000175
2025-08-01,-184.38846035052484,0.0,-120.94073750206007
2025-08-02,-127.12237213700064,0.0,-75.30648703703628
2025-08-03,-18.603681874854374,0.0,-115.79166666666424
2025-08-04,-43.65766953928687,0.0,-77.94333333333361
2025-08-05,-28.040301088891283,0.0,-0.5483333333304472
2025-08-06,5.948118357468047,0.0,-103.67499999999927
2025-08-07,-32.61861088644946,0.0,13.586954732512822
2025-08-08,-85.4718050824631,0.0,-166.7304574074078
2025-08-09,-133.0180779878283,0.0,-115.0540813888947
2025-08-10,-37.839491021994036,0.0,-14.759506172837064
2025-08-11,-1.2276482906163437,0.0,-51.907071810697744
2025-08-12,-16.4390238800479,0.0,-122.75333333333356
2025-08-13,-46.88532978999865,0.0,-72.70989711933908
2025-08-14,-30.514518410309392,0.0,-103.68000000000029
2025-08-15,-125.6767738116032,0.0,-32.94397119341738
2025-08-16,-99.89781260693053,0.0,-44.50704979423608
2025-08-17,-13.201214911365241,0.0,-96.89499999999953
2025-08-18,-36.06627543565992,0.0,-98.76098765432198
2025-08-19,-40.04042015351297,0.0,-115.87833333333128
2025-08-20,-44.08307104128471,0.0,-17.890000000003056
2025-08-21,0.8280764676892431,0.0,-74.07312757201726
2025-08-22,-117.16277739003999,2.2168933355715126e-11,-143.47074074074044
2025-08-23,-136.81711345840085,0.0,-56.090720164607774
2025-08-24,-12.934611041600874,0.0,-136.2416666666668
2025-08-25,-46.21168612530164,0.0,-46.57666666666887
2025-08-26,-11.3876443665431,0.0,-24.348333333333358
2025-08-27,-5.406196824929793,0.0,-121.01166666666813
2025-08-28,-46.47145651368919,0.0,-19.956666666668752
2025-08-29,-91.7535750076022,0.0,-35.37200011522509
2025-08-30,-95.83213415414502,0.0,-101.70549382716126
2025-08-31,-28.091607802729413,0.0,-7.91666666666606
2025-09-01,5.61245507656713,0.0,-368.0583333333343
2025-09-02,-155.4505025342587,0.0,-320.7083333333303
2025-09-03,-134.75742054543662,0.0,-235.03333333333285
2025-09-04,-98.37064816308703,0.0,-352.89500000000044
2025-09-05,-217.208380118871,0.0,-355.34017283950016
2025-09-06,-212.7644672617971,0.0,-363.35241728393885
2025-09-07,-155.0137194453564,0.0,-413.87000000000444
2025-09-08,-174.27171464387357,0.0,-42.22666666666373
2025-09-09,-9.215692728030263,0.0,-87.44833333333372
2025-09-10,-31.748530184471747,0.0,-109.8391563785998
2025-09-11,-46.66567139847757,0.0,-168.21666666666715
2025-09-12,-149.75610525306547,0.0,-40.18469135802661
2025-09-13,-101.2673235692273,0.0,-81.71666666667079
2025-09-14,-29.605987702365383,0.0,-2.0463630789890885e-12
2025-09-15,11.747758051111305,0.0,-65.39833333333445
2025-09-16,-22.11800437294005,0.0,-41.093333333336886
2025-09-17,-9.743044234950503,0.0,-49.03333333333285
2025-09-18,-12.140684671554482,0.0,-42.96333333333314
2025-09-19,-96.00157406628932,0.0,-132.92617448559758
2025-09-20,-133.62711281633892,0.0,-148.27177325103366
2025-09-21,-53.35121571759373,0.0,-132.30666666666548
2025-09-22,-54.217319476170815,0.0,-1.8333333333303017
2025-09-23,8.624392837613414,0.0,-138.54000000000087
2025-09-24,-53.67506622590008,0.0,-170.57763374485512
2025-09-25,-68.65741798300587,0.0,2.625596707817749
2025-09-26,-77.8223427817793,0.0,-41.724274691358005
2025-09-27,-96.8985219584174,0.0,-47.666415843625145
2025-09-28,-4.622975177095213,0.0,-85.58000000000084
2025-09-29,-29.811107112756872,0.0,-138.67666666667174
2025-09-30,-53.564571645365504,0.0,-42.84987654321094
2025-10-01,-13.195985761543852,0.0,-82.91999999999098
2025-10-02,-30.801075209179544,0.0,-252.3683333333338
2025-10-03,-180.27453645653077,0.0,-127.12275774280351
2025-10-04,-131.70312168716555,0.0,-160.04605987654577
2025-10-05,-60.70930875735212,0.0,-131.01000000000022
2025-10-06,-51.360359642101685,0.0,-137.91500000000087
2025-10-07,-54.263549582552514,0.0,-150.1983333333328
2025-10-08,-59.55367842609121,0.0,-82.81999999999971
2025-10-09,-29.82753999075794,0.0,-4.858333333333576
2025-10-10,-52.823880950018065,0.0,-27.76521296296778
2025-10-11,-55.82448457004284,0.0,-52.276666666663004
2025-10-12,-16.82737786349753,0.0,-4.908333333334667
2025-10-13,4.467166121714399,0.0,-92.73841563786027
2025-10-14,-36.37598770412296,0.0,-30.875000000000455
2025-10-15,-4.1986997971253,0.0,-35.80166666666628
2025-10-16,-9.442741960177955,0.0,-66.85358024691504
2025-10-17,-48.871339544650255,0.0,-42.31999999999789
2025-10-18,-62.00803709810134,0.0,-39.406790329216165
2025-10-19,-8.303485680167796,0.0,-59.614938271602114
2025-10-20,-22.46687019240926,0.0,-13.496666666665988
2025-10-21,0.8936866449439549,0.0,-49.03500000000122
2025-10-22,-12.929188004789467,0.0,-24.696666666664896
2025-10-23,-4.192516834351409,0.0,-66.06500000000233
2025-10-24,-43.05316783705712,0.0,-51.783333333336486
2025-10-25,-23.60369819022526,0.0,-35.585000000000946
2025-10-26,-7.69235595761711,0.0,-60.0666666666657
2025-10-27,-20.302116394879704,0.0,-65.56619341563419
2025-10-28,-22.63509949424042,0.0,-61.8649382716053
2025-10-29,-22.437648772720422,0.0,-64.71999999999161
2025-10-30,-21.725751185804256,0.0,-8.048683127572076
2025-10-31,-4.093818354569521,0.0,-158.52592592592555
2025-11-01,-79.24472944629815,0.0,-36.79333333333125
2025-11-02,-10.508261087677965,0.0,-36.706666666666024
2025-11-03,-9.531586320779752,0.0,-15.339999999998327
2025-11-04,-1.112565130846633,0.0,-37.36500000000069
2025-11-05,-8.155192093174264,0.0,2.2737367544323206e-12
2025-11-06,6.719835840594897,0.0,-14.816666666666606
2025-11-07,-2.374297675636626,0.0,3.637978807091713e-12
2025-11-08,7.184035408146883,0.0,-52.946666666666715
2025-11-09,-17.056719507258094,0.0,-63.51395061728499
2025-11-10,-22.687256459998025,0.0,-24.232098765428873
2025-11-11,-4.806425751201459,0.0,-28.417119341562284
2025-11-12,-7.060472665580164,0.0,-103.03666666666959
2025-11-13,-38.09003205542831,0.0,-130.10166666666737
2025-11-14,-52.60859807370798,0.0,-89.88333333333321
2025-11-15,-35.93540844148447,0.0,-26.26121399177282
2025-11-16,-5.04400393521064,0.0,-7.323477366257066
2025-11-17,0.9532372477988247,0.0,-69.69156378600837
2025-11-18,-29.606619177240646,0.0,-71.68166666667094
2025-11-19,-19.652020407898817,0.0,-8.156255144032912
2025-11-20,3.1155233880272135,0.0,-68.17000000000371
2025-11-21,-20.347008356708102,0.0,-38.57833333333201
2025-11-22,-12.455609520449798,0.0,-61.451666666666824
2025-11-23,-20.789768905713572,0.0,-81.52899176954543
2025-11-24,-30.948463381333568,0.0,-5.690596707817349
2025-11-25,4.443340621270181,0.0,-58.23833333333596
2025-11-26,-19.03922675592912,0.0,-78.84666666666544
2025-11-27,-27.251711828314,0.0,-75.50833333333321
2025-11-28,-27.620762078397092,0.0,-92.25166666667064
2025-11-29,-34.43435989341742,0.0,-18.571666666667852
2025-11-30,1.7992675429268274,0.0,-8.503333333333103
2025-12-01,-7.067498733915272,-9.308669916341387,-58.06963333333374
2025-12-02,-51.753632155378,-31.85011609999492,-63.608333333333235
2025-12-03,-21.06781441951898,-1.546140993013978e-11,-34.666666666666515
2025-12-04,-71.63523700450605,-65.15496276666636,0.0
2025-12-05,221.2352594368349,210.9631445999985,34.22833333333341
2025-12-06,-72.79510161768121,-75.74679666023803,-77.30166666666662
2025-12-07,-26.980767733337416,0.0,-18.734444444446126
2025-12-08,-4.002200879054726,0.0,-97.68333333332976
2025-12-09,-36.33524088672857,0.0,-98.89333333332979
2025-12-10,-36.86567134405777,0.0,-42.21666666666806
2025-12-11,-11.131345095476718,0.0,-101.23166666666839
2025-12-12,-37.95574592676712,0.0,-114.00786008230534
2025-12-13,-44.93374105113253,0.0,-40.65666666666584
2025-12-14,-12.123429542320082,0.0,-100.27999999999884
2025-12-15,-37.43354607481888,0.0,0.0
2025-12-16,5.82529045305273,0.0,-49.46166666666795
2025-12-17,-15.277782329401816,0.0,-104.32109053497334
2025-12-18,-39.409390657056065,0.0,-60.57833333333656
2025-12-19,-19.558018658419314,0.0,-47.595884773661965
2025-12-20,-11.666697030657815,0.0,-62.8600000000024
2025-12-21,-20.45964403223479,0.0,-62.7583333333323
2025-12-22,-21.4096392123829,0.0,-111.61666666666588
2025-12-23,-41.88686485282233,0.0,-15.196666666666715
2025-12-24,-1.1230348562385188,0.0,-35.08333333333394
2025-12-25,-7.401693357736804,0.0,-79.17333333333227
2025-12-26,-28.187422936629446,0.0,-85.09000000000015
2025-12-27,-31.425671666835115,0.0,-101.59666666666817
2025-12-28,-38.16408616317494,0.0,-86.13833333333241
2025-12-29,-31.519873614983226,0.0,-33.113333333332776
2025-12-30,-8.73243840241048,0.0,-110.89666666666744
2025-12-31,-41.91630218607315,0.0,-109.42999999999984
