strategy_id,terminal_mode,date,day_index,elapsed_seconds,mip_gap,mip_node_count,mip_dual_bound_yuan,objective_bound_gap_yuan,terminal_target,terminal_lower_kWh,terminal_upper_kWh,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
T_fixed6000,fixed6000,2025-02-27,57,0.03867859998717904,0.0,1,46608.16709636552,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-02-28,58,0.03803669987246394,0.0,1,17774.939891405455,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,5.002220859751105e-12,6.423306331271306e-12,0.0,1.3792909658309091e-14,1.3792909658309091e-14,7.771561172376096e-12
T_fixed6000,fixed6000,2025-03-01,59,0.06778459995985031,2.0727913779051193e-16,1,17551.109319879844,3.637978807091713e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-03-02,60,0.026152399834245443,0.0,1,45318.087897107114,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.016609515630989e-14,7.016609515630989e-14,5.847174596359157e-11
T_fixed6000,fixed6000,2025-03-03,61,0.0210591999348253,0.0,1,48755.854929595094,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,2.886579864025407e-15,0.0,0.0
T_fixed6000,fixed6000,2025-03-04,62,0.023904299829155207,0.0,1,48744.90562514759,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.327471962526033e-15,2.220446049250313e-15,1.850371707708594e-12
T_fixed6000,fixed6000,2025-03-05,63,0.03517919988371432,0.0,1,48129.95744849152,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.217248937900877e-15,0.0,0.0
T_fixed6000,fixed6000,2025-03-06,64,0.02476800000295043,1.5731670694745795e-16,1,46250.38087412747,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.379164112033322e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
T_fixed6000,fixed6000,2025-03-07,65,0.0257300001103431,0.0,1,17184.726815207923,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.094947017729282e-13,0.0,5.218048215738236e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-03-08,66,0.055821500020101666,0.0,1,16506.2425746957,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.3358203432289883e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-03-09,67,0.026546099921688437,0.0,1,45838.175150136456,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.220446049250313e-15,0.0,0.0
T_fixed6000,fixed6000,2025-03-10,68,0.024105999851599336,0.0,1,44694.731818408494,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,9.2148511043888e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-03-11,69,0.024572999915108085,0.0,1,47424.535880919124,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,7.815970093361102e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,7.216449660063518e-16,6.013708050052931e-13
T_fixed6000,fixed6000,2025-03-12,70,0.030338299926370382,0.0,1,43852.13244233589,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.9976021664879227e-14,2.9976021664879227e-14,2.498001805406602e-11
T_fixed6000,fixed6000,2025-03-13,71,0.025153700029477477,0.0,1,43580.06864377609,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-03-14,72,0.056031399872154,0.0,1,16929.59056375723,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.947598300641403e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,0.0,0.0
T_fixed6000,fixed6000,2025-03-15,73,0.05651829997077584,0.0,1,16204.538241513901,0.0,6000.0,6000.0,6000.0,False,28,,6.821210263296962e-13,1.3642420526593924e-12,0.0,0.0,1.7905676941154525e-12,0.0,5.551115123125766e-16,4.440892098500626e-16,3.700743415417188e-13
T_fixed6000,fixed6000,2025-03-16,74,0.04241059999912977,0.0,1,44694.584818890056,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.81756864903582e-14,2.220446049250311e-15,1.8503717077085923e-12
T_fixed6000,fixed6000,2025-03-17,75,0.027782300021499395,0.0,1,42793.17786213401,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.327471962526033e-15,7.327471962526033e-15,6.10622663543836e-12
T_fixed6000,fixed6000,2025-03-18,76,0.023741699988022447,0.0,1,41234.03237289103,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.4424906541753444e-15,2.4424906541753444e-15,2.0354088784794535e-12
T_fixed6000,fixed6000,2025-03-19,77,0.02610269980505109,0.0,1,41647.44526043595,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.995204332975845e-15,5.995204332975845e-15,4.996003610813204e-12
T_fixed6000,fixed6000,2025-03-20,78,0.023503599921241403,0.0,1,42220.482379945344,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.10702591327572e-15,2.4424906541753444e-15,2.0354088784794535e-12
T_fixed6000,fixed6000,2025-03-21,79,0.07712679984979331,0.0,1,15850.611338402865,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,2.6645352591003757e-12,0.0,0.0,1.7053025658242404e-12,0.0,0.0,0.0,2.9605947323337505e-12
T_fixed6000,fixed6000,2025-03-22,80,0.06622590008191764,0.0,1,15907.98296911598,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.1368683772161603e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-03-23,81,0.023711400106549263,0.0,1,39031.631878765824,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.65085780787922e-13,0.0,0.0,0.0,0.0,5.773159728050814e-15,5.773159728050814e-15,4.8109664400423445e-12
T_fixed6000,fixed6000,2025-03-24,82,0.02757890010252595,0.0,1,39295.07777349832,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,7.327471962526033e-15,7.327471962526033e-15,6.10622663543836e-12
T_fixed6000,fixed6000,2025-03-25,83,0.02880730014294386,0.0,1,40446.53177585842,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,4.5796699765787565e-15,4.5796699765787565e-15,3.8163916471489635e-12
T_fixed6000,fixed6000,2025-03-26,84,0.05787439993582666,0.0,1,40217.99111987683,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.3784529073745944e-12,0.0,0.0,2.842170943040401e-14,0.0,2.6645352591003737e-15,2.1094237467877974e-15,1.7578531223231644e-12
T_fixed6000,fixed6000,2025-03-27,85,0.024568900000303984,0.0,1,39867.338293533154,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,7.247535904753022e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-03-28,86,0.031910200137645006,0.0,1,15312.249263267578,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0
T_fixed6000,fixed6000,2025-03-29,87,0.023525499971583486,0.0,1,14843.901962706177,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.551115123125783e-16,0.0,0.0
T_fixed6000,fixed6000,2025-03-30,88,0.029887399869039655,0.0,1,37313.99101280945,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.2212453270876722e-15,0.0,0.0
T_fixed6000,fixed6000,2025-03-31,89,0.028930699918419123,0.0,1,37468.909385832354,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.995204332975845e-15,4.440892098500626e-16,3.700743415417188e-13
T_fixed6000,fixed6000,2025-04-01,90,0.027929400093853474,0.0,1,37556.14858419007,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.995204332975845e-15,2.886579864025407e-15,2.4054832200211722e-12
T_fixed6000,fixed6000,2025-04-02,91,0.027155200019478798,0.0,1,39522.60272224737,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.439293542825908e-15,6.439293542825908e-15,5.366077952354923e-12
T_fixed6000,fixed6000,2025-04-03,92,0.0219820998609066,0.0,1,40891.58866625332,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,2.886579864025407e-15,2.886579864025407e-15,2.4054832200211722e-12
T_fixed6000,fixed6000,2025-04-04,93,0.026831200113520026,0.0,1,14982.714549710532,0.0,6000.0,6000.0,6000.0,False,28,,5.684341886080802e-14,8.810729923425242e-13,0.0,0.0,0.0,0.0,3.3306690738754696e-16,0.0,0.0
T_fixed6000,fixed6000,2025-04-05,94,0.022636400070041418,0.0,1,14640.564411768075,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
T_fixed6000,fixed6000,2025-04-06,95,0.03174190013669431,0.0,1,38867.88524974686,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,9.868649107779232e-13,0.0,6.661338147750939e-15,6.661338147750939e-15,5.551115123125782e-12
T_fixed6000,fixed6000,2025-04-07,96,0.029403999913483858,0.0,1,37930.812565784814,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.952838470577262e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-04-08,97,0.02781430003233254,0.0,1,37983.13475069509,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.100187187665142e-13,0.0,0.0,0.0,0.0,7.327471962526033e-15,7.327471962526033e-15,6.10622663543836e-12
T_fixed6000,fixed6000,2025-04-09,98,0.024634100031107664,0.0,1,37932.14871619897,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-04-10,99,0.05801909998990595,0.0,1,38788.01264529796,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.1368683772161603e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-11,100,0.023546400014311075,0.0,1,14260.328959286739,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,4.440892098500626e-15,4.440892098500626e-15,3.700743415417188e-12
T_fixed6000,fixed6000,2025-04-12,101,0.03728980012238026,0.0,1,14568.94739826626,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,1.3877787807814457e-14,0.0,0.0
T_fixed6000,fixed6000,2025-04-13,102,0.022476099897176027,0.0,1,37423.28424484334,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.9968028886505635e-15,3.9968028886505635e-15,3.3306690738754692e-12
T_fixed6000,fixed6000,2025-04-14,103,0.025661399820819497,0.0,1,37370.61724317617,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,7.771561172376096e-16,0.0,0.0
T_fixed6000,fixed6000,2025-04-15,104,0.028742500115185976,0.0,1,36949.9352177535,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,3.7470027081098915e-15,3.747002708109874e-15,3.122502256758228e-12
T_fixed6000,fixed6000,2025-04-16,105,0.03277119994163513,0.0,1,36965.15729605808,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,1.3322676295501878e-15,1.3322676295501878e-15,1.1102230246251565e-12
T_fixed6000,fixed6000,2025-04-17,106,0.0281789000146091,0.0,1,36969.71898954797,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.8833827526759706e-15,0.0,0.0
T_fixed6000,fixed6000,2025-04-18,107,0.06238249992020428,1.308064943956529e-16,1,13905.956366691735,1.8189894035458565e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.572484395927986e-13,0.0,0.0,0.0,0.0,1.668362933945879e-14,0.0,0.0
T_fixed6000,fixed6000,2025-04-19,108,0.02267610002309084,0.0,1,13959.384002770177,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,0.0
T_fixed6000,fixed6000,2025-04-20,109,0.04941290011629462,0.0,1,36391.21759851317,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.7053025658242404e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-21,110,0.026087800040841103,0.0,1,36474.358563416856,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,1.619075244245023e-12,0.0,2.4424906541753444e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-04-22,111,0.023850700119510293,0.0,1,34859.89910849189,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,5.273559366969477e-15,0.0,0.0
T_fixed6000,fixed6000,2025-04-23,112,0.02225769986398518,0.0,1,36143.2103083433,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,9.769962616701378e-15,9.769962616701378e-15,8.141635513917814e-12
T_fixed6000,fixed6000,2025-04-24,113,0.02346880012191832,0.0,1,35860.75195788716,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,6.8833827526759706e-15,0.0,0.0
T_fixed6000,fixed6000,2025-04-25,114,0.038085300009697676,0.0,1,13197.645575709612,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,0.0,0.0,7.66053886991358e-15,0.0,0.0
T_fixed6000,fixed6000,2025-04-26,115,0.04271060018800199,0.0,1,13398.252277006062,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,2.6516608140672794e-13,2.269247242982088e-13,1.9422858331241434e-15,3.7924965925094927e-16,5.0875301302396424e-14
T_fixed6000,fixed6000,2025-04-27,116,0.03925730008631945,0.0,1,32858.8083968898,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,4.291678123991005e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-28,117,0.06259159999899566,0.0,1,34760.06100681395,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,2.0179413695586845e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-29,118,0.045530400006100535,0.0,1,35764.667214775596,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_fixed6000,fixed6000,2025-04-30,119,0.02382560004480183,0.0,1,34817.55639830271,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,2.4202861936828413e-14,2.4202861936828413e-14,2.0169051614023676e-11
T_fixed6000,fixed6000,2025-05-01,120,0.029974800068885088,0.0,1,34034.05235394851,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.947598300641403e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-02,121,0.05570400017313659,0.0,1,13684.174741393848,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-03,122,0.06880850018933415,0.0,1,16035.25039387033,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.5916157281026244e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-04,123,0.042935599805787206,0.0,1,36910.71101716113,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-05,124,0.03580610011704266,0.0,1,37949.55773247929,7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,5.440092820663267e-15,0.0,0.0
T_fixed6000,fixed6000,2025-05-06,125,0.046496300026774406,0.0,1,39700.82145299087,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-07,126,0.038768399972468615,0.0,1,38755.21525200816,-7.275957614183426e-12,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,1.3322676295501878e-14,1.3322676295501878e-14,1.1102230246251564e-11
T_fixed6000,fixed6000,2025-05-08,127,0.042746700113639235,0.0,1,40351.63299422957,0.0,6000.0,6000.0,6000.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,3.083952846180996e-13,0.0,5.551115123125783e-15,5.551115123125783e-15,4.625929269271485e-12
