strategy_id,predictor_id,alpha,date,slot,terminal_mode,nominal_charge_kWh,nominal_discharge_kWh,nominal_unused_kWh,nominal_binary_mode,nominal_state_start_kWh,nominal_state_end_kWh,nominal_planned_cost_yuan
T_fixed6000,P1,0.8,2025-02-01,52,fixed6000,0.0,129.57103467704158,0.0,0.0,2306.4651011856877,2162.497284877864,0.0
T_fixed6000,P1,0.8,2025-02-01,53,fixed6000,0.0,159.70137954932162,0.0,0.0,2162.497284877864,1985.05130760084,0.0
T_fixed6000,P1,0.8,2025-02-01,54,fixed6000,0.0,126.68685497923202,0.0,0.0,1985.05130760084,1844.2881354016931,0.0
T_fixed6000,P1,0.8,2025-02-01,55,fixed6000,0.0,31.373018282480956,0.0,0.0,1844.2881354016931,1809.4292261989365,0.0
T_fixed6000,P1,0.8,2025-02-01,56,fixed6000,10.54431688728225,0.0,0.0,1.0,1809.4292261989365,1818.9191113974905,0.0
T_fixed6000,P1,0.8,2025-02-01,57,fixed6000,47.86804307172147,0.0,0.0,1.0,1818.9191113974905,1862.00035016204,0.0
T_fixed6000,P1,0.8,2025-02-01,58,fixed6000,64.80487981553097,0.0,0.0,1.0,1862.00035016204,1920.3247419960178,0.0
T_fixed6000,P1,0.8,2025-02-01,59,fixed6000,126.88912891777949,0.0,0.0,1.0,1920.3247419960178,2034.5249580220193,0.0
T_fixed6000,P1,0.8,2025-02-01,60,fixed6000,131.37456875246352,0.0,0.0,1.0,2034.5249580220193,2152.7620698992364,0.0
T_fixed6000,P1,0.8,2025-02-01,61,fixed6000,210.82976158450325,0.0,0.0,1.0,2152.7620698992364,2342.5088553252895,0.0
T_fixed6000,P1,0.8,2025-02-01,62,fixed6000,223.91652457093076,0.0,0.0,1.0,2342.5088553252895,2544.0337274391272,0.0
T_fixed6000,P1,0.8,2025-02-01,63,fixed6000,240.95172234541283,0.0,0.0,1.0,2544.0337274391272,2760.8902775499987,0.0
T_fixed6000,P1,0.8,2025-02-01,64,fixed6000,229.6310512379024,0.0,0.0,1.0,2760.8902775499987,2967.5582236641108,0.0
T_fixed6000,P1,0.8,2025-02-01,65,fixed6000,254.3247296610799,0.0,0.0,1.0,2967.5582236641108,3196.4504803590826,0.0
T_fixed6000,P1,0.8,2025-02-01,66,fixed6000,364.94160149242714,0.0,0.0,1.0,3196.4504803590826,3524.897921702267,44.08390511755193
T_fixed6000,P1,0.8,2025-02-01,67,fixed6000,308.96103435105067,0.0,0.0,1.0,3524.897921702267,3802.9628526182128,0.0
T_fixed6000,P1,0.8,2025-02-01,68,fixed6000,280.8811815036135,0.0,0.0,1.0,3802.9628526182128,4055.755915971465,0.0
T_fixed6000,P1,0.8,2025-02-01,69,fixed6000,268.7094153957861,0.0,0.0,1.0,4055.755915971465,4297.594389827673,0.0
T_fixed6000,P1,0.8,2025-02-01,70,fixed6000,833.3333333333333,0.0,0.0,1.0,4297.594389827673,5047.594389827673,255.29462825898807
T_fixed6000,P1,0.8,2025-02-01,71,fixed6000,833.3333333333333,0.0,0.0,1.0,5047.594389827673,5797.594389827673,229.7365026490841
T_fixed6000,P1,0.8,2025-02-01,72,fixed6000,833.3333333333333,0.0,0.0,1.0,5797.594389827673,6547.594389827673,251.2198278116107
T_fixed6000,P1,0.8,2025-02-01,73,fixed6000,833.3333333333333,0.0,0.0,1.0,6547.594389827673,7297.594389827673,251.92460532504495
T_fixed6000,P1,0.8,2025-02-01,74,fixed6000,833.3333333333333,0.0,0.0,1.0,7297.594389827673,8047.594389827673,290.0966157478688
T_fixed6000,P1,0.8,2025-02-01,75,fixed6000,833.3333333333333,0.0,0.0,1.0,8047.594389827673,8797.594389827673,244.4269461286703
T_fixed6000,P1,0.8,2025-02-01,76,fixed6000,235.63322863120857,0.0,0.0,1.0,8797.594389827673,9009.664295595761,0.0
T_fixed6000,P1,0.8,2025-02-01,77,fixed6000,233.52519990140968,0.0,0.0,1.0,9009.664295595761,9219.83697550703,0.0
T_fixed6000,P1,0.8,2025-02-01,78,fixed6000,249.1546290369231,0.0,0.0,1.0,9219.83697550703,9444.076141640262,0.0
T_fixed6000,P1,0.8,2025-02-01,79,fixed6000,235.58807608791295,0.0,0.0,1.0,9444.076141640262,9656.105410119384,0.0
T_fixed6000,P1,0.8,2025-02-01,80,fixed6000,214.64316883545794,0.0,0.0,1.0,9656.105410119384,9849.284262071296,0.0
T_fixed6000,P1,0.8,2025-02-01,81,fixed6000,218.98221224916088,0.0,0.0,1.0,9849.284262071296,10046.368253095541,0.0
T_fixed6000,P1,0.8,2025-02-01,82,fixed6000,202.37362134835143,0.0,0.0,1.0,10046.368253095541,10228.504512309057,0.0
T_fixed6000,P1,0.8,2025-02-01,83,fixed6000,147.98296114993641,0.0,0.0,1.0,10228.504512309057,10361.689177344,0.0
T_fixed6000,P1,0.8,2025-02-01,84,fixed6000,123.18980763297014,0.0,0.0,1.0,10361.689177344,10472.560004213674,0.0
T_fixed6000,P1,0.8,2025-02-01,85,fixed6000,139.9614232776912,0.0,0.0,1.0,10472.560004213674,10598.525285163596,0.0
T_fixed6000,P1,0.8,2025-02-01,86,fixed6000,128.42235461905585,0.0,0.0,1.0,10598.525285163596,10714.105404320746,0.0
T_fixed6000,P1,0.8,2025-02-01,87,fixed6000,80.06106580584863,0.0,0.0,1.0,10714.105404320746,10786.16036354601,0.0
T_fixed6000,P1,0.8,2025-02-01,88,fixed6000,15.377373837765063,0.0,0.0,1.0,10786.16036354601,10800.0,0.0
T_fixed6000,P1,0.8,2025-02-01,89,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,9.05876315458754
T_fixed6000,P1,0.8,2025-02-01,90,fixed6000,0.0,0.0,0.0,0.0,10800.0,10800.0,32.94393579593279
T_fixed6000,P1,0.8,2025-02-01,91,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,71.74859162882605
T_fixed6000,P1,0.8,2025-02-01,92,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,107.88690718097273
T_fixed6000,P1,0.8,2025-02-01,93,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,136.3432703283608
T_fixed6000,P1,0.8,2025-02-01,94,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,180.5871644379153
T_fixed6000,P1,0.8,2025-02-01,95,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,223.63165618319096
T_fixed6000,P1,0.8,2025-02-01,96,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,248.7065295849243
T_fixed6000,P1,0.8,2025-02-01,97,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,303.6126363350505
T_fixed6000,P1,0.8,2025-02-01,98,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,385.2831517424981
T_fixed6000,P1,0.8,2025-02-01,99,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,415.2511441585471
T_fixed6000,P1,0.8,2025-02-01,100,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,411.72307754698664
T_fixed6000,P1,0.8,2025-02-01,101,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,399.678313283534
T_fixed6000,P1,0.8,2025-02-01,102,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,431.2686229711651
T_fixed6000,P1,0.8,2025-02-01,103,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,479.42886920133344
T_fixed6000,P1,0.8,2025-02-01,104,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,488.73165591573365
T_fixed6000,P1,0.8,2025-02-01,105,fixed6000,0.0,0.0,0.0,0.0,10800.0,10800.0,473.51609279898616
T_fixed6000,P1,0.8,2025-02-01,106,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,501.7948564857672
T_fixed6000,P1,0.8,2025-02-01,107,fixed6000,0.0,483.1783693184784,0.0,0.0,10800.0,10263.13514520169,0.0
T_fixed6000,P1,0.8,2025-02-01,108,fixed6000,0.0,486.6755562583508,0.0,0.0,10263.13514520169,9722.384527136855,0.0
T_fixed6000,P1,0.8,2025-02-01,109,fixed6000,0.0,499.94949064860737,0.0,0.0,9722.384527136855,9166.885093082847,0.0
T_fixed6000,P1,0.8,2025-02-01,110,fixed6000,0.0,471.2573784373656,0.0,0.0,9166.885093082847,8643.265783707997,0.0
T_fixed6000,P1,0.8,2025-02-01,111,fixed6000,0.0,479.7138431310996,0.0,0.0,8643.265783707997,8110.25040245122,0.0
T_fixed6000,P1,0.8,2025-02-01,112,fixed6000,0.0,497.57142217030173,0.0,0.0,8110.25040245122,7557.39326670644,0.0
T_fixed6000,P1,0.8,2025-02-01,113,fixed6000,0.0,493.0949330087807,0.0,0.0,7557.39326670644,7009.510007807795,0.0
T_fixed6000,P1,0.8,2025-02-01,114,fixed6000,0.0,467.611076154639,0.0,0.0,7009.510007807795,6489.942145413752,0.0
T_fixed6000,P1,0.8,2025-02-01,115,fixed6000,0.0,471.14451598991536,0.0,0.0,6489.942145413752,5966.44823875829,0.0
T_fixed6000,P1,0.8,2025-02-01,116,fixed6000,0.0,470.03158689039094,0.0,0.0,5966.44823875829,5444.190919991189,0.0
T_fixed6000,P1,0.8,2025-02-01,117,fixed6000,0.0,485.99157515599956,0.0,0.0,5444.190919991189,4904.200280928967,0.0
T_fixed6000,P1,0.8,2025-02-01,118,fixed6000,0.0,478.10729930933564,0.0,0.0,4904.200280928967,4372.969948363038,0.0
T_fixed6000,P1,0.8,2025-02-01,119,fixed6000,0.0,500.7450714909529,0.0,0.0,4372.969948363038,3816.586535595313,0.0
T_fixed6000,P1,0.8,2025-02-01,120,fixed6000,0.0,495.007414656518,0.0,0.0,3816.586535595313,3266.5782970880705,0.0
T_fixed6000,P1,0.8,2025-02-01,121,fixed6000,0.0,487.39706053241457,0.0,0.0,3266.5782970880705,2725.0260076076097,0.0
T_fixed6000,P1,0.8,2025-02-01,122,fixed6000,0.0,492.4211406051,0.0,0.0,2725.0260076076097,2177.8914069352763,0.0
T_fixed6000,P1,0.8,2025-02-01,123,fixed6000,0.0,491.4774298875141,0.0,0.0,2177.8914069352763,1631.8053737269274,0.0
T_fixed6000,P1,0.8,2025-02-01,124,fixed6000,0.0,388.6248363542347,0.0,0.0,1631.8053737269274,1200.0,149.5534885418547
T_fixed6000,P1,0.8,2025-02-01,125,fixed6000,0.0,0.0,0.0,0.0,1200.0,1200.0,487.05042812041387
T_fixed6000,P1,0.8,2025-02-01,126,fixed6000,0.0,0.0,0.0,0.0,1200.0,1200.0,458.9947094558607
T_fixed6000,P1,0.8,2025-02-01,127,fixed6000,0.0,0.0,0.0,0.0,1200.0,1200.0,470.6842964403731
T_fixed6000,P1,0.8,2025-02-01,128,fixed6000,0.0,0.0,0.0,0.0,1200.0,1200.0,489.796031857655
T_fixed6000,P1,0.8,2025-02-01,129,fixed6000,0.0,-0.0,0.0,0.0,1200.0,1200.0,514.2019331117226
T_fixed6000,P1,0.8,2025-02-01,130,fixed6000,0.0,-0.0,0.0,0.0,1200.0,1200.0,374.9462633469414
T_fixed6000,P1,0.8,2025-02-01,131,fixed6000,833.3333333333333,0.0,0.0,1.0,1200.0,1950.0,531.922605141086
T_fixed6000,P1,0.8,2025-02-01,132,fixed6000,833.3333333333333,0.0,0.0,1.0,1950.0,2700.0,485.0103810957319
T_fixed6000,P1,0.8,2025-02-01,133,fixed6000,0.0,0.0,0.0,0.0,2700.0,2700.0,197.07943564052874
T_fixed6000,P1,0.8,2025-02-01,134,fixed6000,833.3333333333333,0.0,0.0,1.0,2700.0,3450.0,541.94721842637
T_fixed6000,P1,0.8,2025-02-01,135,fixed6000,833.3333333333333,0.0,0.0,1.0,3450.0,4200.0,529.4813278648912
T_fixed6000,P1,0.8,2025-02-01,136,fixed6000,0.0,0.0,0.0,0.0,4200.0,4200.0,184.68225292498087
T_fixed6000,P1,0.8,2025-02-01,137,fixed6000,833.3333333333333,0.0,0.0,1.0,4200.0,4950.0,539.8122061138203
T_fixed6000,P1,0.8,2025-02-01,138,fixed6000,0.0,0.0,0.0,0.0,4950.0,4950.0,183.12389075001155
T_fixed6000,P1,0.8,2025-02-01,139,fixed6000,333.3333333333333,0.0,0.0,1.0,4950.0,5250.0,328.2448753556215
T_fixed6000,P1,0.8,2025-02-01,140,fixed6000,833.3333333333333,0.0,0.0,1.0,5250.0,6000.0,542.2648043714627
T_fixed6000,P1,0.8,2025-02-01,141,fixed6000,-0.0,0.0,0.0,0.0,6000.0,6000.0,188.04616941045074
T_fixed6000,P1,0.8,2025-02-01,142,fixed6000,0.0,0.0,0.0,0.0,6000.0,6000.0,211.62000425661557
T_fixed6000,P1,0.8,2025-02-01,143,fixed6000,0.0,0.0,0.0,0.0,6000.0,6000.0,262.3842479724799
T_fixed6000,P1,0.8,2025-02-02,0,fixed6000,833.3333333333333,0.0,0.0,1.0,7269.76577278695,8019.76577278695,629.5965190739711
T_fixed6000,P1,0.8,2025-02-02,1,fixed6000,833.3333333333333,0.0,0.0,1.0,8019.76577278695,8769.76577278695,617.1365797618419
T_fixed6000,P1,0.8,2025-02-02,2,fixed6000,833.3333333333333,0.0,0.0,1.0,8769.76577278695,9519.76577278695,617.4252711384361
T_fixed6000,P1,0.8,2025-02-02,3,fixed6000,0.0,0.0,0.0,0.0,9519.76577278695,9519.76577278695,269.2607915880186
T_fixed6000,P1,0.8,2025-02-02,4,fixed6000,589.1491413478333,0.0,0.0,0.9999999999999988,9519.76577278695,10050.0,528.3484076193857
T_fixed6000,P1,0.8,2025-02-02,5,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,277.2152328343963
T_fixed6000,P1,0.8,2025-02-02,6,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,279.32194658316746
T_fixed6000,P1,0.8,2025-02-02,7,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,283.4850044855347
T_fixed6000,P1,0.8,2025-02-02,8,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,287.8242524811708
T_fixed6000,P1,0.8,2025-02-02,9,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,283.7776644405022
T_fixed6000,P1,0.8,2025-02-02,10,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,278.41306920858676
T_fixed6000,P1,0.8,2025-02-02,11,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,286.7049163043992
T_fixed6000,P1,0.8,2025-02-02,12,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,291.578307393586
T_fixed6000,P1,0.8,2025-02-02,13,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,303.853078340428
T_fixed6000,P1,0.8,2025-02-02,14,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,300.78642754864416
T_fixed6000,P1,0.8,2025-02-02,15,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,296.1148678512119
T_fixed6000,P1,0.8,2025-02-02,16,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,298.2309307321209
T_fixed6000,P1,0.8,2025-02-02,17,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,294.20317885899277
T_fixed6000,P1,0.8,2025-02-02,18,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,295.61839157739223
T_fixed6000,P1,0.8,2025-02-02,19,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,302.12299795164006
T_fixed6000,P1,0.8,2025-02-02,20,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,314.14730717444513
T_fixed6000,P1,0.8,2025-02-02,21,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,298.47548482535274
T_fixed6000,P1,0.8,2025-02-02,22,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,295.3121873662764
T_fixed6000,P1,0.8,2025-02-02,23,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,309.6214908072556
T_fixed6000,P1,0.8,2025-02-02,24,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,312.74565826577447
T_fixed6000,P1,0.8,2025-02-02,25,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,313.3378677671179
T_fixed6000,P1,0.8,2025-02-02,26,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,315.0112256269697
T_fixed6000,P1,0.8,2025-02-02,27,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,321.4248649285458
T_fixed6000,P1,0.8,2025-02-02,28,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,324.2403428787254
T_fixed6000,P1,0.8,2025-02-02,29,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,313.2997207858001
T_fixed6000,P1,0.8,2025-02-02,30,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,314.534094096943
T_fixed6000,P1,0.8,2025-02-02,31,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,333.96746107826465
T_fixed6000,P1,0.8,2025-02-02,32,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,315.98738364676524
T_fixed6000,P1,0.8,2025-02-02,33,fixed6000,833.3333333333333,0.0,0.0,1.0,10050.0,10800.0,575.7509735697497
T_fixed6000,P1,0.8,2025-02-02,34,fixed6000,0.0,-0.0,0.0,0.0,10800.0,10800.0,456.99672800051343
T_fixed6000,P1,0.8,2025-02-02,35,fixed6000,0.0,0.0,0.0,0.0,10800.0,10800.0,840.6036422917193
T_fixed6000,P1,0.8,2025-02-02,36,fixed6000,0.0,675.0,0.0,0.0,10800.0,10050.0,239.58348387581592
T_fixed6000,P1,0.8,2025-02-02,37,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,804.6031472262042
T_fixed6000,P1,0.8,2025-02-02,38,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,818.807597285477
T_fixed6000,P1,0.8,2025-02-02,39,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,795.4371659485003
T_fixed6000,P1,0.8,2025-02-02,40,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,760.2441828871855
T_fixed6000,P1,0.8,2025-02-02,41,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,730.868425196863
T_fixed6000,P1,0.8,2025-02-02,42,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,670.971462386927
T_fixed6000,P1,0.8,2025-02-02,43,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,626.7855413451842
T_fixed6000,P1,0.8,2025-02-02,44,fixed6000,0.0,0.0,0.0,0.0,10050.0,10050.0,578.4139529615155
T_fixed6000,P1,0.8,2025-02-02,45,fixed6000,833.3333333333333,0.0,0.0,1.0,10050.0,10800.0,1036.5928504604724
T_fixed6000,P1,0.8,2025-02-02,46,fixed6000,0.0,0.0,0.0,0.0,10800.0,10800.0,642.5940272707429
T_fixed6000,P1,0.8,2025-02-02,47,fixed6000,0.0,833.3333333333333,0.0,0.0,10800.0,9874.074074074075,96.14086128498906
T_fixed6000,P1,0.8,2025-02-02,48,fixed6000,0.0,833.3333333333333,0.0,0.0,9874.074074074075,8948.14814814815,36.10525614271541
T_fixed6000,P1,0.8,2025-02-02,49,fixed6000,0.0,770.1137636526132,0.0,0.0,8948.14814814815,8092.466188534135,0.0
T_fixed6000,P1,0.8,2025-02-02,50,fixed6000,0.0,784.5580636941859,0.0,0.0,8092.466188534135,7220.735006651706,0.0
T_fixed6000,P1,0.8,2025-02-02,51,fixed6000,0.0,709.1464447423419,0.0,0.0,7220.735006651706,6432.794512493548,0.0
T_fixed6000,P1,0.8,2025-02-02,52,fixed6000,0.0,654.327540588907,0.0,0.0,6432.794512493548,5705.763911839206,0.0
T_fixed6000,P1,0.8,2025-02-02,53,fixed6000,0.0,600.3878304675933,0.0,0.0,5705.763911839206,5038.6663224307695,0.0
T_fixed6000,P1,0.8,2025-02-02,54,fixed6000,0.0,564.1132064843684,0.0,0.0,5038.6663224307695,4411.873870781471,0.0
T_fixed6000,P1,0.8,2025-02-02,55,fixed6000,0.0,496.7365988624026,0.0,0.0,4411.873870781471,3859.9443164899126,0.0
T_fixed6000,P1,0.8,2025-02-02,56,fixed6000,0.0,433.7856266781188,0.0,0.0,3859.9443164899126,3377.9602868475586,0.0
T_fixed6000,P1,0.8,2025-02-02,57,fixed6000,0.0,254.85079924123,0.0,0.0,3377.9602868475586,3094.7927321350808,130.62214286697167
T_fixed6000,P1,0.8,2025-02-02,58,fixed6000,0.0,386.44074227450574,0.0,0.0,3094.7927321350808,2665.414129607852,0.0
T_fixed6000,P1,0.8,2025-02-02,59,fixed6000,0.0,321.1261969527739,0.0,0.0,2665.414129607852,2308.60724410477,0.0
