strategy_id,predictor_id,alpha,date,issue_time,slot,start_time,end_time,price_yuan_kWh,load_kW,pv_kW,load_forecast_kW,pv_forecast_kW,net_forecast_kWh,residual_adjustment_kWh,protected_net_kWh,residual_days,fallback_reason,planned_kWh,charge_kWh,discharge_kWh,emergency_kWh,unused_kWh,state_start_kWh,state_end_kWh,nominal_state_end_kWh,planned_cost_yuan,emergency_cost_yuan,terminal_mode,nominal_terminal_target_kWh,nominal_terminal_lower_kWh,nominal_terminal_upper_kWh,nominal_terminal_violation_kWh
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,11,2025-02-01 01:50:00,2025-02-01 02:00:00,0.4311,2384.42,0.0,2990.8068295887365,0.0,498.46780493145604,38.82666666666671,537.2944715981228,28,,537.2944715981228,139.89113826478945,0.0,0.0,0.0,10517.517073032699,10643.419097471009,10050.0,231.62764670595072,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,12,2025-02-01 02:00:00,2025-02-01 02:10:00,0.4293,2604.5438,0.0,2872.450943357074,0.0,478.7418238928456,23.710477405430765,502.4523012982764,28,,502.4523012982764,68.36166796494308,0.0,0.0,0.0,10643.419097471009,10704.944598639458,10050.0,215.70277294735007,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,13,2025-02-01 02:10:00,2025-02-01 02:20:00,0.4324,2943.3655,0.0,2904.5863190713885,0.0,484.0977198452314,30.663516666666624,514.761236511898,28,,514.761236511898,24.200319845231377,0.0,0.0,0.0,10704.944598639458,10726.724886500167,10050.0,222.5827586677447,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,14,2025-02-01 02:20:00,2025-02-01 02:30:00,0.4367,3019.32,0.0,3013.274957467582,0.0,502.21249291126367,26.493163619047664,528.7056565303113,28,,528.7056565303113,25.485656530311303,0.0,0.0,0.0,10726.724886500167,10749.661977377447,10050.0,230.88576020678695,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,15,2025-02-01 02:30:00,2025-02-01 02:40:00,0.4348,2844.4369,0.0,3052.551330539241,0.0,508.7585550898735,19.115400000000022,527.8739550898736,28,,527.8739550898736,53.80113842320691,0.0,0.0,0.0,10749.661977377447,10798.083001958334,10050.0,229.51959567307705,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,16,2025-02-01 02:40:00,2025-02-01 02:50:00,0.4335,2768.3064,0.0,3081.737436590321,0.0,513.6229060983868,31.93055000000004,545.5534560983868,28,,545.5534560983868,2.1299978240737496,0.0,0.0,82.03905827431312,10798.083001958334,10800.0,10050.0,236.4974232186507,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,17,2025-02-01 02:50:00,2025-02-01 03:00:00,0.4357,2861.65,0.0,3144.9812197261745,0.0,524.163536621029,35.75851411853341,559.9220507395625,28,,559.9220507395625,0.0,0.0,0.0,82.98038407289579,10800.0,10800.0,10050.0,243.95803750722735,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,18,2025-02-01 03:00:00,2025-02-01 03:10:00,0.4374,2900.3973,0.0,3148.487518790693,0.0,524.7479197984487,16.394166666666706,541.1420864651154,28,,541.1420864651154,0.0,0.0,0.0,57.74253646511545,10800.0,10800.0,10050.0,236.6955486198415,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,19,2025-02-01 03:10:00,2025-02-01 03:20:00,0.4371,2919.6115,0.0,3160.494638957573,0.0,526.7491064929288,17.914291191538382,544.6633976844672,28,,544.6633976844672,0.0,0.0,0.0,58.06148101780059,10800.0,10800.0,10050.0,238.07237112788061,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,20,2025-02-01 03:20:00,2025-02-01 03:30:00,0.4356,2993.09,0.0,3093.257272265196,0.0,515.542878710866,31.180499593276863,546.7233783041429,28,,546.7233783041429,0.0,0.0,0.0,47.87504497080954,10800.0,10800.0,10050.0,238.15270358928464,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,21,2025-02-01 03:30:00,2025-02-01 03:40:00,0.4353,3109.8584,0.0,3015.97869387705,0.0,502.66311564617496,21.2451149034232,523.9082305495981,28,,523.9082305495981,0.0,0.0,0.0,5.598497216264832,10800.0,10800.0,10050.0,228.05725275824005,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,22,2025-02-01 03:40:00,2025-02-01 03:50:00,0.436,3054.8008,0.0,3080.1014282440974,0.0,513.3502380406828,16.73461067668245,530.0848487173653,28,,530.0848487173653,0.0,0.0,0.0,20.951382050698612,10800.0,10800.0,10050.0,231.11699404077126,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,23,2025-02-01 03:50:00,2025-02-01 04:00:00,0.4378,2901.7,0.0,3228.1109989906818,0.0,538.0184998317802,20.338333333333367,558.3568331651136,28,,558.3568331651136,0.0,0.0,0.0,74.74016649844697,10800.0,10800.0,10050.0,244.44862155968673,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,24,2025-02-01 04:00:00,2025-02-01 04:10:00,0.4401,2947.1208,0.0,3205.533566429712,0.0,534.255594404952,18.206283333333317,552.4618777382854,28,,552.4618777382854,0.0,0.0,0.0,61.27507773828535,10800.0,10800.0,10050.0,243.13847239261938,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,25,2025-02-01 04:10:00,2025-02-01 04:20:00,0.4389,3027.8717,0.0,3133.357596325517,0.0,522.2262660542528,29.56546937276096,551.7917354270138,28,,551.7917354270138,0.0,0.0,0.0,47.146452093680466,10800.0,10800.0,10050.0,242.18139267891635,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,26,2025-02-01 04:20:00,2025-02-01 04:30:00,0.4364,3033.47,0.0,3144.5641918101264,0.0,524.0940319683543,42.27500000000009,566.3690319683544,28,,566.3690319683544,0.0,0.0,0.0,60.79069863502116,10800.0,10800.0,10050.0,247.16344555098988,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,27,2025-02-01 04:30:00,2025-02-01 04:40:00,0.4393,3019.3858,0.0,3222.0497380281067,0.0,537.0082896713511,28.608133333333512,565.6164230046846,28,,565.6164230046846,0.0,0.0,0.0,62.385456338018,10800.0,10800.0,10050.0,248.47529462595799,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,28,2025-02-01 04:40:00,2025-02-01 04:50:00,0.4422,3017.0819,0.0014,3244.70969259692,0.0,540.7849487661533,29.81751666666662,570.6024654328199,28,,570.6024654328199,0.0,0.0,0.0,67.75571543281995,10800.0,10800.0,10050.0,252.32041021439298,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,29,2025-02-01 04:50:00,2025-02-01 05:00:00,0.4395,2997.85,0.0,3226.911055310556,0.0,537.818509218426,19.577781470381524,557.3962906888075,28,,557.3962906888075,0.0,0.0,0.0,57.75462402214089,10800.0,10800.0,10050.0,244.9756697577309,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,30,2025-02-01 05:00:00,2025-02-01 05:10:00,0.4333,2932.7015,0.0,3278.1207231458666,0.0,546.3534538576444,30.516733333333377,576.8701871909777,28,,576.8701871909777,0.0,0.0,0.0,88.08660385764438,10800.0,10800.0,10050.0,249.95785210985065,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,31,2025-02-01 05:10:00,2025-02-01 05:20:00,0.4439,2991.1125,0.0199,3357.215571538916,0.0,559.5359285898193,43.41308333333325,602.9490119231525,28,,602.9490119231525,0.0,0.0,0.0,104.43357858981915,10800.0,10800.0,10050.0,267.6490663926874,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,32,2025-02-01 05:20:00,2025-02-01 05:30:00,0.4301,3175.34,0.0,3373.25101059352,0.0,562.2085017655866,34.73833333333346,596.94683509892,28,,596.94683509892,0.0,0.0,0.0,67.72350176558666,10800.0,10800.0,10050.0,256.7468337760455,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,33,2025-02-01 05:30:00,2025-02-01 05:40:00,0.3713,3284.4619,0.0,3361.2392748979705,0.0,560.2065458163283,26.666450000000054,586.8729958163284,28,,1420.2063291496615,0.0,0.0,0.0,872.7960124829949,10800.0,10800.0,10800.0,527.3226100132694,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,34,2025-02-01 05:40:00,2025-02-01 05:50:00,0.5708,3187.3644,0.2774,3257.379093451005,7.502849804640137,541.6460406077274,24.089583333333167,565.7356239410606,28,,565.7356239410606,0.0,0.0,0.0,34.55445727439394,10800.0,10800.0,10800.0,322.92189414555736,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,35,2025-02-01 05:50:00,2025-02-01 06:00:00,0.9099,3065.9,0.0,3247.5009089650857,7.171249804640137,540.0549431934076,26.39166666666665,566.4466098600742,28,,0.0,0.0,510.98333333333335,0.0,0.0,10800.0,10232.24074074074,10170.61487793325,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,36,2025-02-01 06:00:00,2025-02-01 06:10:00,0.9368,3211.1231,0.0,3364.3949296447945,7.171249804640137,559.5372799733591,14.152766666666821,573.6900466400259,28,,0.0,0.0,535.1871833333332,0.0,0.0,10232.24074074074,9637.588314814815,9533.181492777667,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,37,2025-02-01 06:10:00,2025-02-01 06:20:00,0.8758,3203.9961,3.8641,3345.573497742517,11.789549804640137,555.6306579896461,19.426306419780417,575.0569644094265,28,,0.0,0.0,533.3553333333333,0.0,0.0,9637.588314814815,9044.971277777779,8894.229310100527,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,38,2025-02-01 06:20:00,2025-02-01 06:30:00,0.8759,3027.12,0.0,3308.944580488888,7.171249804640137,550.2955551140412,25.651666666666642,575.9472217807079,28,,0.0,0.0,504.52,0.0,0.0,9044.971277777779,8484.3935,8254.287952566407,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,39,2025-02-01 06:30:00,2025-02-01 06:40:00,0.8601,3117.3221,0.0,3352.746041330962,7.171249804640137,557.5957985877203,18.098813180587854,575.6946117683082,28,,0.0,0.0,519.5536833333333,0.0,0.0,8484.3935,7907.1116296296295,7614.627272823842,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,40,2025-02-01 06:40:00,2025-02-01 06:50:00,0.8442,3398.49,89.6095,3563.37831113452,87.29738952363452,579.3468202684809,25.983925504021272,605.3307457725022,28,,0.0,0.0,551.4800833333333,0.0,0.0,7907.1116296296295,7294.355981481482,6942.037555298839,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,41,2025-02-01 06:50:00,2025-02-01 07:00:00,0.8334,3652.75,340.5,3845.3495992889566,343.3672895236345,583.6637182942203,26.863333333333458,610.5270516275538,28,,0.0,0.0,552.0416666666666,0.0,0.0,7294.355981481482,6680.976351851852,6263.674164601557,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,42,2025-02-01 07:00:00,2025-02-01 07:10:00,0.8092,3703.2843,615.936,3921.028105210216,627.6231895236346,548.9008192810968,23.63511666666659,572.5359359477634,28,,0.0,0.0,514.5580499999999,0.0,0.0,6680.976351851852,6109.245185185186,5627.523124659598,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,43,2025-02-01 07:10:00,2025-02-01 07:20:00,0.7972,3572.3788,884.9275,3906.993001999269,907.0062596662927,499.99779038882934,16.875941792487765,516.8737321813171,28,,0.0,0.0,447.90854999999993,0.0,0.0,6109.245185185186,5611.569018518519,5053.218977791467,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,44,2025-02-01 07:20:00,2025-02-01 07:30:00,0.7644,3477.22,1140.675,3840.888261118199,1191.503803385864,441.56407628872245,36.40124999999989,477.96532628872234,28,,0.0,0.0,389.4241666666667,0.0,0.0,5611.569018518519,5178.875500000001,4522.14639302622,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,45,2025-02-01 07:30:00,2025-02-01 07:40:00,0.6899,3654.0022,1388.0797,3866.373073158427,1461.148803385864,400.87071162876043,31.319240698246347,432.1899523270068,28,,0.0,0.0,377.65374999999995,0.0,0.0,5178.875500000001,4759.260222222223,4041.935334885101,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,46,2025-02-01 07:40:00,2025-02-01 07:50:00,0.86,3841.4201,1674.452,3818.5993913105713,1693.775503385864,354.13731465411786,24.696483333333504,378.83379798745136,28,,0.0,0.0,361.16134999999997,0.0,0.0,4759.260222222223,4357.9698333333345,3621.0088926768217,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,47,2025-02-01 07:50:00,2025-02-01 08:00:00,1.1617,3803.65,2004.1125,3808.477886203506,1985.832794999127,303.77418186739646,34.10400925502495,337.8781911224214,28,,0.0,0.0,299.92291666666665,0.0,0.0,4357.9698333333345,4024.7221481481492,3245.588680318576,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,48,2025-02-01 08:00:00,2025-02-01 08:10:00,1.1683,3545.4639,2332.1065,3840.509381398411,2272.3466033858635,261.3604630020912,36.631999999999834,297.99246300209103,28,,0.0,0.0,202.22623333333337,0.0,0.0,4024.7221481481492,3800.0263333333346,2914.485943649586,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,49,2025-02-01 08:10:00,2025-02-01 08:20:00,1.0956,3411.349,2632.5934,3807.8947238934543,2600.802803385864,201.18198675126501,20.52107736102994,221.70306411229495,28,,0.0,0.0,129.7926,0.0,0.0,3800.0263333333346,3655.8123333333347,2668.149205747036,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,50,2025-02-01 08:20:00,2025-02-01 08:30:00,1.0849,3445.37,2927.6625,3796.118046527117,2907.2413033858634,148.14612385687556,51.967916666666724,200.1140405235423,28,,0.0,0.0,86.28458333333333,0.0,0.0,3655.8123333333347,3559.9405740740754,2445.800271831989,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,51,2025-02-01 08:30:00,2025-02-01 08:40:00,1.061,3467.1139,3251.299,3809.1279800067473,3258.661703385864,91.74437943681392,33.65727414485718,125.4016535816711,28,,0.0,0.0,35.96914999999997,0.0,0.0,3559.9405740740754,3519.974851851853,2306.4651011856877,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,52,2025-02-01 08:40:00,2025-02-01 08:50:00,1.043,3894.4802,3519.7566,4046.562994056304,3537.8668033858635,84.78269844507341,44.788336231968174,129.57103467704158,28,,0.0,0.0,62.453933333333296,0.0,0.0,3519.974851851853,3450.581592592594,2162.497284877864,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,53,2025-02-01 08:50:00,2025-02-01 09:00:00,1.036,4422.76,3731.7,4419.391064897941,3758.652459158781,110.12310095652666,49.57827859279496,159.70137954932162,28,,0.0,0.0,115.17666666666673,0.0,0.0,3450.581592592594,3322.60751851852,1985.05130760084,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,54,2025-02-01 09:00:00,2025-02-01 09:10:00,1.0147,4267.5205,3992.5758,4543.979917122633,4089.0031584283,75.82945978238884,50.857395196843186,126.68685497923202,28,,0.0,0.0,45.82411666666659,0.0,0.0,3322.60751851852,3271.691833333335,1844.2881354016931,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,55,2025-02-01 09:10:00,2025-02-01 09:20:00,0.9922,4190.1702,4378.3332,4464.122675792849,4478.248420781334,-2.354290831414194,33.727309113895146,31.373018282480952,28,,0.0,31.360500000000076,0.0,0.0,0.0,3271.691833333335,3299.9162833333353,1809.4292261989365,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,56,2025-02-01 09:20:00,2025-02-01 09:30:00,0.97,4418.32,4788.525,4400.069694587735,4738.455420781333,-56.397621032266215,45.853304144983966,-10.54431688728225,28,,0.0,61.70083333333332,0.0,0.0,0.0,3299.9162833333353,3355.447033333335,1818.9191113974905,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,57,2025-02-01 09:30:00,2025-02-01 09:40:00,0.9422,4399.2754,5029.9241,4386.060323049856,4929.534181480185,-90.57897640505476,42.71093333333329,-47.86804307172147,28,,0.0,105.10811666666662,0.0,0.0,0.0,3355.447033333335,3450.044338333335,1862.00035016204,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,58,2025-02-01 09:40:00,2025-02-01 09:50:00,0.9569,4182.7342,5203.9177,4384.90182178368,5181.087600676865,-132.69762981553077,67.89274999999981,-64.80487981553097,28,,0.0,170.19725,0.0,0.0,0.0,3450.044338333335,3603.221863333335,1920.3247419960178,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,59,2025-02-01 09:50:00,2025-02-01 10:00:00,0.9977,4071.53,5364.1125,4361.978954631747,5449.808728138424,-181.30496225111284,54.41583333333335,-126.88912891777949,28,,0.0,215.43041666666664,0.0,0.0,0.0,3603.221863333335,3797.109238333335,2034.5249580220193,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,60,2025-02-01 10:00:00,2025-02-01 10:10:00,0.9919,4268.5932,5471.099,4378.990467819511,5602.257134945968,-203.8777778544095,72.50320910194597,-131.37456875246352,28,,0.0,200.4176333333333,0.0,0.0,0.0,3797.109238333335,3977.4851083333347,2152.7620698992364,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,61,2025-02-01 10:10:00,2025-02-01 10:20:00,0.9588,4240.2423,5601.7634,4343.340801448607,5816.481215493797,-245.52340234086506,34.693640756361816,-210.82976158450325,28,,0.0,226.9201833333333,0.0,0.0,0.0,3977.4851083333347,4181.713273333335,2342.5088553252895,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,62,2025-02-01 10:20:00,2025-02-01 10:30:00,0.9549,4001.96,5755.3125,4313.649303837757,5991.066893758867,-279.56959832018504,55.653073749254276,-223.91652457093076,28,,0.0,292.22541666666666,0.0,0.0,0.0,4181.713273333335,4444.716148333335,2544.0337274391272,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,63,2025-02-01 10:30:00,2025-02-01 10:40:00,0.9839,4072.3226,5878.849,4321.18928601753,6119.583675011559,-299.7323981656714,58.78067582025855,-240.95172234541283,28,,0.0,301.08773333333335,0.0,0.0,0.0,4444.716148333335,4715.695108333335,2760.8902775499987,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,64,2025-02-01 10:40:00,2025-02-01 10:50:00,0.799,4068.783,6128.0874,4288.209355574125,6074.9391160807245,-297.78829341776657,68.15724217986417,-229.6310512379024,28,,0.0,343.21740000000005,0.0,0.0,0.0,4715.695108333335,5024.590768333335,2967.5582236641108,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,65,2025-02-01 10:50:00,2025-02-01 11:00:00,0.5025,3917.55,6361.65,4226.244354822167,6200.460232788646,-329.03597966107975,74.71124999999984,-254.3247296610799,28,,0.0,407.3499999999999,0.0,0.0,0.0,5024.590768333335,5391.205768333335,3196.4504803590826,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,66,2025-02-01 11:00:00,2025-02-01 11:10:00,0.4662,3946.1661,6277.0669,4281.127963031865,6239.443045763108,-326.3858471218738,56.0043166666666,-270.3815304552072,28,,94.56007103721993,483.04353770388656,0.0,0.0,0.0,5391.205768333335,5825.944952266833,3524.897921702267,44.08390511755193,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
T_fixed6000,P1,0.8,2025-02-01,2025-02-01,67,2025-02-01 11:10:00,2025-02-01 11:20:00,0.5007,3936.6103,6308.0507,4232.615729768952,6368.434635875256,-355.969817684384,47.008783333333355,-308.96103435105067,28,,0.0,395.2400666666666,0.0,0.0,0.0,5825.944952266833,6181.661012266833,3802.9628526182128,0.0,0.0,fixed6000,6000.0,6000.0,6000.0,0.0
