strategy_id,predictor_id,alpha,terminal_mode,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,loss_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,solved,solver_seconds,mip_gap,milp_fallback,mip_node_count,mip_dual_bound_yuan,objective_bound_gap_yuan,nominal_terminal_kWh,nominal_terminal_target_kWh,nominal_terminal_lower_kWh,nominal_terminal_upper_kWh,nominal_terminal_violation_kWh,nominal_terminal_error_kWh
T_fixed6000,P1,0.8,fixed6000,2025-02-11,6538.441540633133,6555.912287229041,87284.05010727595,0.0,7881.440201777694,21927.837369624187,17745.824597459276,4164.542025569006,54698.14041801574,0.0,54698.14041801574,0,0,True,0.01540559995919466,0.0,False,1,54698.14041801573,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-12,6555.912287229041,6484.364071057755,86458.98935760502,0.0,7123.224477601466,21754.853374865146,17685.824628194925,4140.576962841507,54163.43064196798,0.0,54163.43064196798,0,0,True,0.01448539993725717,0.0,False,1,54163.43064196798,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-13,6484.364071057755,6513.634385005302,85257.82322402293,0.0,10158.728401651188,19701.43433238047,15931.81852667539,3740.345491757536,53383.33032185642,0.0,53383.33032185642,0,0,True,0.031495700124651194,0.0,False,1,53383.330321856425,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-14,6513.634385005302,6471.869410520874,37283.39145684529,0.0,4036.44811903394,18330.15788516139,14885.016364016703,3486.9064956291063,19398.35180103078,0.0,19398.35180103078,0,0,True,0.044124200008809566,0.0,False,1,19398.351801030778,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-15,6471.869410520874,5992.877046101223,35634.52443238391,242.1175801298916,3665.55618783785,17695.19922449284,14764.204499816886,3409.9870890956054,18425.783143059452,1408.2750764676427,19834.058219527094,4,3,True,0.05514990002848208,1.974395757752121e-16,False,1,18425.783143059452,3.637978807091713e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-16,5992.877046101223,6170.321346236437,81974.18368273365,25.71394984221945,2043.7556259632254,23258.226507847157,18679.463601234507,4401.318606477439,50773.194612355815,116.98561480717738,50890.18022716299,1,1,True,0.019952500006183982,0.0,False,1,50773.19461235581,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-17,6170.321346236437,6175.79592040535,82553.02155407685,0.0,7578.037919054173,19927.33342949476,16136.212961138732,3785.6458941871133,51239.334850922576,0.0,51239.334850922576,0,0,True,0.02494259993545711,0.0,False,1,51239.33485092257,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-18,6175.79592040535,6452.124655292502,81421.67482145438,2.404578615352193,4994.456861533228,21523.888914761767,17185.6541595586,4061.9060203160225,50331.35530541002,10.939630410544803,50342.294935820566,1,1,True,0.02053950005210936,0.0,False,1,50331.35530541003,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-19,6452.124655292502,5914.22819394251,79695.51208550113,50.61172692732862,2964.3404168321745,23087.172776199695,19184.716763936747,4440.352473612942,49171.89976992526,221.88767571013813,49393.7874456354,2,2,True,0.012870199978351593,0.0,False,1,49171.89976992526,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-20,5914.22819394251,6453.068415087706,80710.40315549565,6.487486832303716,5050.557104504749,22043.3873971537,17370.18759266383,4134.359583344685,49824.251179809056,30.387388322510606,49854.638568131566,1,1,True,0.021757700014859438,0.0,False,1,49824.251179809056,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-21,6453.068415087706,6442.716351457579,35494.71632970266,0.0,6594.851709006213,17625.89181384328,14286.289226480165,3349.954650993235,18414.538638879956,0.0,18414.538638879956,0,0,True,0.08692389982752502,0.0,False,1,18414.538638879956,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-22,6442.716351457579,6161.187400814081,34803.62102599235,0.0,3882.1643477048738,17526.683423859413,14449.989628905272,3358.222745597639,18006.043235723762,0.0,18006.043235723762,0,0,True,0.07574500003829598,0.0,False,1,18006.04323572376,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-23,6161.187400814081,6036.653208279107,77030.10757285325,17.4564018813918,1245.9721187113432,23062.204978797065,18792.4668061071,4394.272365224941,47259.57249302515,81.76578641243918,47341.338279437594,1,1,True,0.029225199948996305,0.0,False,1,47259.57249302515,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-24,6036.653208279107,6144.254512107104,78967.6075261267,9.504424874067354,6721.468236046938,20819.836446536654,16767.226348249493,3945.0087944591655,48504.98908106655,44.51872611013148,48549.507807176684,1,1,True,0.02253049984574318,1.5000431403093593e-16,False,1,48504.989081066546,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-25,6144.254512107104,6123.427212234344,77447.00713180607,61.85140980227732,7858.734008526161,20250.241419128157,16421.4401193793,3849.628599621627,47545.04695183861,276.10683889546067,47821.15379073407,2,2,True,0.027586900163441896,0.0,False,1,47545.0469518386,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-26,6123.427212234344,6167.202382618756,74912.05135458379,234.79463427747055,2115.8625266131967,21982.83039773033,17766.694968815587,4172.3602585303215,45845.76852493698,1637.9273687196346,47483.695893656615,1,1,True,0.02458340022712946,0.0,False,1,45845.768524936975,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-27,6167.202382618756,6398.547682128132,76044.27902169782,125.26552588079156,4627.324849052997,23039.077520879862,18453.442022354247,4354.290199016237,46608.16709636552,617.3120351063287,47225.479131471846,3,1,True,0.03867859998717904,0.0,False,1,46608.16709636552,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-02-28,6398.547682128132,6416.908257428585,34281.12971780123,0.0,7727.299280786922,17077.433522336323,13816.196635322018,3242.876311713857,17774.939891405455,0.0,17774.939891405455,0,0,True,0.03803669987246394,0.0,False,1,17774.939891405455,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-01,6416.908257428585,6388.515022694478,33846.57852006539,0.0,7113.997526527481,16312.468270869862,13238.653210665285,3102.208294938685,17551.109319879848,0.0,17551.109319879848,0,0,True,0.06778459995985031,2.0727913779051193e-16,False,1,17551.109319879844,3.637978807091713e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-02,6388.515022694478,5812.363131983408,73977.68627424791,2620.968397555318,752.3916522608384,21086.803444819445,17598.847491943714,4064.1078435868026,45318.08789710712,17480.158381659974,62798.246278767096,10,1,True,0.026152399834245443,0.0,False,1,45318.087897107114,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-03,5812.363131983408,5981.891288653128,79128.36439929639,145.75721046338793,2569.8723730968068,23865.932959615224,19178.830356285587,4517.574446659923,48755.854929595094,744.3929853366155,49500.24791493171,5,2,True,0.0210591999348253,0.0,False,1,48755.854929595094,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-04,5981.891288653128,6051.712449469428,79037.8865043465,0.0,5636.629465807624,21784.000318267757,17582.201213062213,4131.977944389245,48744.905625147585,0.0,48744.905625147585,0,0,True,0.023904299829155207,0.0,False,1,48744.90562514759,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-05,6051.712449469428,6207.694424206292,78120.02717134601,3.286666666666747,8035.886113871198,20087.22068532448,16130.264977849652,3800.9737327379653,48129.95744849152,14.952690000000366,48144.91013849152,1,1,True,0.03517919988371432,0.0,False,1,48129.95744849152,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-06,6207.694424206292,6245.872426251826,75381.87071744967,0.0,5434.787631902032,20905.625001964887,16899.19604975058,3968.2509501687755,46250.38087412748,0.0,46250.38087412748,0,0,True,0.02476800000295043,1.5731670694745795e-16,False,1,46250.38087412747,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-07,6245.872426251826,6618.315345864207,32982.737477517054,0.0,8723.209158717342,15800.23240955387,12462.989624087493,2964.799865853998,17184.72681520792,0.0,17184.72681520792,0,0,True,0.0257300001103431,0.0,False,1,17184.726815207923,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-08,6618.315345864207,6453.425180505491,31385.372596988185,0.0,9369.305492623207,16322.78282379557,13369.855236097254,3117.81775305703,16506.2425746957,0.0,16506.2425746957,0,0,True,0.055821500020101666,0.0,False,1,16506.2425746957,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-09,6453.425180505491,6303.979497662709,74777.06223500792,0.0,7692.405339337979,20450.69979067608,16699.56794500613,3900.5775285127347,45838.17515013646,0.0,45838.17515013646,0,0,True,0.026546099921688437,0.0,False,1,45838.175150136456,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-10,6303.979497662709,6429.316328115558,73145.6330950344,0.0,801.6840014580498,22047.760506151513,17745.882862575163,4176.5408131235035,44694.7318184085,0.0,44694.7318184085,0,0,True,0.024105999851599336,0.0,False,1,44694.731818408494,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-11,6429.316328115558,6710.97307391004,77414.69759996429,0.0,9607.620154253065,19024.566181558956,15156.407535847724,3586.501899916754,47424.53588091913,0.0,47424.53588091913,0,0,True,0.024572999915108085,0.0,False,1,47424.535880919124,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-12,6710.97307391004,6305.521082990219,71884.87630251,0.0,6061.088237567223,19753.474597038407,16365.221215428945,3793.70537252928,43852.13244233589,0.0,43852.13244233589,0,0,True,0.030338299926370382,0.0,False,1,43852.13244233589,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-13,6305.521082990219,6199.368568911731,71556.08010593498,807.5275339925653,878.1421544623856,21238.86700773222,17299.01953893374,4045.9999828769714,43580.06864377609,5500.404562119614,49080.4732058957,4,2,True,0.025153700029477477,0.0,False,1,43580.06864377609,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-14,6199.368568911731,6820.662398053062,32290.61981679652,0.0,12661.342947866231,16003.612838788187,12403.761953191235,2978.5570564556233,16929.59056375723,0.0,16929.59056375723,0,0,True,0.056031399872154,0.0,False,1,16929.59056375723,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-15,6820.662398053062,6194.184765885964,30943.376116560103,0.0,7480.973051797673,16326.883072172728,13788.605157410297,3164.755546929529,16204.5382415139,0.0,16204.5382415139,0,0,True,0.05651829997077584,0.0,False,1,16204.538241513901,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-16,6194.184765885964,6631.011839074956,73460.6792602861,1.6400000000001,5857.417371326219,20319.529419770875,16065.674464144318,3817.027882437568,44694.584818890056,7.461180000000455,44702.045998890055,1,1,True,0.04241059999912977,0.0,False,1,44694.584818890056,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-17,6631.011839074956,6629.295022936175,70627.2615450159,0.0,9142.602389080723,19095.120300667197,15468.592578065329,3628.244538740646,42793.17786213401,0.0,42793.17786213401,0,0,True,0.027782300021499395,0.0,False,1,42793.17786213401,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-18,6629.295022936175,6534.037559423573,68253.16284757335,573.109479385263,3715.3612542938563,21424.654858733862,17439.702152735765,4080.210169510694,41234.03237289103,2824.9025537027983,44058.93492659383,6,1,True,0.023741699988022447,0.0,False,1,41234.03237289103,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-19,6534.037559423573,6709.155209581985,68737.36245939812,0.0,5038.129695748659,21453.454886878448,17219.692573228975,4058.6446634910644,41647.445260435954,0.0,41647.445260435954,0,0,True,0.02610269980505109,0.0,False,1,41647.44526043595,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-20,6709.155209581985,6376.037124884051,69487.06003446873,0.0,3679.770970200126,20516.492230684686,16918.164983082745,3931.4453322998856,42220.48237994534,0.0,42220.48237994534,0,0,True,0.023503599921241403,0.0,False,1,42220.482379945344,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-21,6376.037124884051,6416.908065115409,30616.17456963924,0.0,15485.342520785493,16108.33518936241,13010.967657175326,3056.4965919557217,15850.611338402867,0.0,15850.611338402867,0,0,True,0.07712679984979331,0.0,False,1,15850.611338402865,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-22,6416.908065115409,6911.710565340052,30612.830227476796,0.0,11162.628490634002,16440.419754248855,12871.417750739394,3074.1995032848185,15907.982969115978,0.0,15907.982969115978,0,0,True,0.06622590008191764,0.0,False,1,15907.98296911598,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-23,6911.710565340052,6353.674263095515,64413.60533227991,0.0,2167.9251426953874,20937.856552304977,17461.89647938712,4033.996375162401,39031.631878765824,0.0,39031.631878765824,0,0,True,0.023711400106549263,0.0,False,1,39031.631878765824,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-24,6353.674263095515,6294.667431111119,64936.9289357199,0.0,2992.150698601121,21049.406855639023,17103.12570185357,4005.2879857698554,39295.07777349832,0.0,39295.07777349832,0,0,True,0.02757890010252595,0.0,False,1,39295.07777349832,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-25,6294.667431111119,6288.369630362811,67198.94309697258,0.0,2170.717538688391,21493.520327847415,17415.419486229886,4084.3986423658407,40446.53177585842,0.0,40446.53177585842,0,0,True,0.02880730014294386,0.0,False,1,40446.53177585842,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-26,6288.369630362811,6484.356224016547,66638.46200362823,0.0,7003.216030885726,20348.96406203934,16306.272955963506,3846.7045124221027,40217.99111987683,0.0,40217.99111987683,0,0,True,0.05787439993582666,0.0,False,1,40217.99111987683,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-27,6484.356224016547,6453.366699680413,65987.0668894125,0.0,3388.433566635847,20576.497340416667,16694.853417640017,3912.6334471127802,39867.33829353315,0.0,39867.33829353315,0,0,True,0.024568900000303984,0.0,False,1,39867.338293533154,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-28,6453.366699680413,6742.525303475746,29862.984054088833,0.0,15684.955821616204,16294.235381000855,12938.087915194892,3066.9888620106303,15312.249263267578,0.0,15312.249263267578,0,0,True,0.031910200137645006,0.0,False,1,15312.249263267578,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-29,6742.525303475746,6512.185217398835,28872.866436624507,0.0,18235.36034296942,16513.699935741948,13583.4030254202,3160.6369963986626,14843.901962706179,0.0,14843.901962706179,0,0,True,0.023525499971583486,0.0,False,1,14843.901962706177,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-30,6512.185217398835,6608.307833566644,61928.54068897496,0.0,2436.506651764946,21367.91569820515,17221.501360995142,4050.2917210421983,37313.99101280945,0.0,37313.99101280945,0,0,True,0.029887399869039655,0.0,False,1,37313.99101280945,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-03-31,6608.307833566644,6518.481623081518,62067.157956500334,0.0,1436.2835718577821,19791.20258287278,16111.71768156356,3769.311111794341,37468.90938583235,0.0,37468.90938583235,0,0,True,0.028930699918419123,0.0,False,1,37468.909385832354,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-01,6518.481623081518,6249.685548532568,62490.9956122125,1314.7839411938467,255.38724229733236,18860.30137650737,15518.76058206502,3610.336868991296,37556.14858419008,9030.428318018317,46586.5769022084,3,1,True,0.027929400093853474,0.0,False,1,37556.14858419007,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-02,6249.685548532568,6483.236448242529,66292.8406043518,1671.5658500000004,3216.0916153550106,21593.598048725435,17280.618609728637,4079.428539286837,39522.60272224738,8353.047769075001,47875.650491322376,10,1,True,0.027155200019478798,0.0,False,1,39522.60272224737,7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-03,6483.236448242529,6493.017567850604,68508.28805787786,0.0,8773.78615749093,20327.203295121028,16456.231661400765,3861.190514112189,40891.58866625333,0.0,40891.58866625333,0,0,True,0.0219820998609066,0.0,False,1,40891.58866625332,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-04,6493.017567850604,6748.587845172052,29403.42749651784,0.0,19687.91423379656,16077.356648063069,12792.64563534179,3029.14073539984,14982.714549710534,0.0,14982.714549710534,0,0,True,0.026831200113520026,0.0,False,1,14982.714549710532,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-05,6748.587845172052,6388.634427549167,28901.46843926879,0.0,14174.053534881878,15827.673667969335,13144.373746915757,3043.2533386764626,14640.564411768075,0.0,14640.564411768075,0,0,True,0.022636400070041418,0.0,False,1,14640.564411768075,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-06,6388.634427549167,6290.230092790191,65334.12823056129,0.0,7168.652703733318,20231.385060233653,16475.98580007234,3853.8035949202927,38867.88524974686,0.0,38867.88524974686,0,0,True,0.03174190013669431,0.0,False,1,38867.88524974686,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-07,6290.230092790191,6560.290508851604,63879.27594939438,0.0,6618.807112908835,19866.81672998396,15849.067176831744,3747.689137090813,37930.812565784814,0.0,37930.812565784814,0,0,True,0.029403999913483858,0.0,False,1,37930.812565784814,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-08,6560.290508851604,6111.5119219954495,63852.63660155185,6.492439929173088,5962.448384694466,20775.725096265454,17232.238056145557,3992.2656269760528,37983.13475069509,45.29126094591146,38028.426011641,1,1,True,0.02781430003233254,0.0,False,1,37983.13475069509,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-09,6111.5119219954495,6198.559289859455,63756.51228587347,246.8434857440323,799.2881796856525,21007.441811513607,16937.68523624842,3982.709207401186,37932.148716198964,1714.6294012764465,39646.77811747541,2,1,True,0.024634100031107664,0.0,False,1,37932.14871619897,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-10,6198.559289859455,6588.122745674131,65189.633888837605,0.0,6382.1131311154995,21033.03024994157,16686.14739221946,3957.3194019074317,38788.01264529796,0.0,38788.01264529796,0,0,True,0.05801909998990595,0.0,False,1,38788.01264529796,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-11,6588.122745674131,6478.475575047622,28438.319803388837,0.0,20193.012568489517,15933.36590419212,13004.70883595947,3038.3042388591534,14260.328959286739,0.0,14260.328959286739,0,0,True,0.023546400014311075,0.0,False,1,14260.328959286739,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-12,6478.475575047622,6701.099546595183,28981.30235943158,0.0,16839.36800664155,15349.53804419591,12232.764241405883,2894.1498312424674,14568.947398266258,0.0,14568.947398266258,0,0,True,0.03728980012238026,0.0,False,1,14568.94739826626,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-13,6701.099546595183,6539.545737666105,62918.36197692846,0.0,4967.384264748913,20105.356088854678,16430.736860008456,3836.173037775297,37423.28424484334,0.0,37423.28424484334,0,0,True,0.022476099897176027,0.0,False,1,37423.28424484334,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-14,6539.545737666105,6319.526192927416,62996.11594483053,0.0,6912.173399326762,19757.51755667684,16201.606811173064,3775.9302902424697,37370.61724317617,0.0,37370.61724317617,0,0,True,0.025661399820819497,0.0,False,1,37370.61724317617,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-15,6319.526192927416,6535.486114269058,62376.53509746175,0.0,8435.298333802926,18986.547374305315,15184.739443979826,3585.848008983846,36949.9352177535,0.0,36949.9352177535,0,0,True,0.028742500115185976,0.0,False,1,36949.9352177535,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-16,6535.486114269058,6423.8718336343,62241.688282172225,0.0,2844.396580961663,19569.22423043076,15951.524479220192,3729.31403184532,36965.15729605808,0.0,36965.15729605808,0,0,True,0.03277119994163513,0.0,False,1,36965.15729605808,0.0,6000.0,6000.0,6000.0,6000.0,0.0,0.0
T_fixed6000,P1,0.8,fixed6000,2025-04-17,6423.8718336343,6628.660278215118,62097.372533291076,0.0,5309.4642668117085,19659.243770298024,15739.677853818655,3714.777471898542,36969.71898954797,0.0,36969.71898954797,0,0,True,0.0281789000146091,0.0,False,1,36969.71898954797,-7.275957614183426e-12,6000.0,6000.0,6000.0,6000.0,0.0,0.0
