group,date,update_hour,kind,objective_yuan,mip_gap,seconds,max_violation_kWh,n_intervals,context
Q43_S0,2025-02-05,12,revision,33001.971308644905,0.0,0.015377500094473362,9.094947017729282e-13,73,Q43_S0 2025-02-05 12:00
Q43_S0,2025-02-05,18,revision,12296.658224394063,0.0,0.008665499975904822,6.821210263296962e-13,37,Q43_S0 2025-02-05 18:00
Q43_S0,2025-02-06,0,plan,66952.88017709675,0.0,0.02172480011358857,9.094947017729282e-13,144,Q43_S0 2025-02-06 00:00 plan
Q43_S0,2025-02-06,6,revision,49660.077448200216,0.0,0.01257630018517375,1.7053025658242404e-12,109,Q43_S0 2025-02-06 06:00
Q43_S0,2025-02-06,12,revision,34369.399284934814,0.0,0.014314400032162666,5.115907697472721e-13,73,Q43_S0 2025-02-06 12:00
Q43_S0,2025-02-06,18,revision,12396.251457344877,0.0,0.013166600139811635,4.547473508864641e-13,37,Q43_S0 2025-02-06 18:00
Q43_S0,2025-02-07,0,plan,18842.461513142018,0.0,0.038713800022378564,2.035408878479454e-12,144,Q43_S0 2025-02-07 00:00 plan
Q43_S0,2025-02-07,6,revision,8994.86834121244,0.0,0.021713600028306246,9.094947017729282e-13,109,Q43_S0 2025-02-07 06:00
Q43_S0,2025-02-07,12,revision,8332.484804138456,0.0,0.03146680002100766,3.637978807091713e-12,73,Q43_S0 2025-02-07 12:00
Q43_S0,2025-02-07,18,revision,3705.6549381822974,0.0,0.007831200025975704,1.8758328224066645e-12,37,Q43_S0 2025-02-07 18:00
Q43_S0,2025-02-08,0,plan,15212.648834493808,0.0,0.08767679985612631,2.5263741715914672e-12,144,Q43_S0 2025-02-08 00:00 plan
Q43_S0,2025-02-08,6,revision,7468.192773505423,0.0,0.03353010001592338,1.2505552149377763e-12,109,Q43_S0 2025-02-08 06:00
Q43_S0,2025-02-08,12,revision,7290.234824280567,0.0,0.042444400023669004,1.2221335055073723e-12,73,Q43_S0 2025-02-08 12:00
Q43_S0,2025-02-08,18,revision,3734.109660488388,0.0,0.008705300046131015,5.684341886080801e-13,37,Q43_S0 2025-02-08 18:00
Q43_S0,2025-02-09,0,plan,63932.19430298199,0.0,0.023014300037175417,1.6653345369377348e-12,144,Q43_S0 2025-02-09 00:00 plan
Q43_S0,2025-02-09,6,revision,48691.49999880736,0.0,0.02962599997408688,1.9326762412674725e-12,109,Q43_S0 2025-02-09 06:00
Q43_S0,2025-02-09,12,revision,32638.904577398192,0.0,0.02686259988695383,9.094947017729282e-13,73,Q43_S0 2025-02-09 12:00
Q43_S0,2025-02-09,18,revision,12558.65644531193,0.0,0.013838899787515402,9.094947017729282e-13,37,Q43_S0 2025-02-09 18:00
Q43_S0,2025-02-10,0,plan,58652.08419887848,0.0,0.021059200167655945,9.094947017729282e-13,144,Q43_S0 2025-02-10 00:00 plan
Q43_S0,2025-02-10,6,revision,40891.76988185167,0.0,0.020916400011628866,1.7553396812854664e-11,109,Q43_S0 2025-02-10 06:00
Q43_S0,2025-02-10,12,revision,31315.881316993153,0.0,0.01569399982690811,7.958078640513122e-13,73,Q43_S0 2025-02-10 12:00
Q43_S0,2025-02-10,18,revision,12760.817216770658,0.0,0.008267399854958057,1.8189894035458565e-12,37,Q43_S0 2025-02-10 18:00
Q43_S0,2025-02-11,0,plan,60050.939173762396,0.0,0.030213199788704515,7.958078640513122e-13,144,Q43_S0 2025-02-11 00:00 plan
Q43_S0,2025-02-11,6,revision,42858.143270349996,0.0,0.020637100096791983,1.295260195396016e-11,109,Q43_S0 2025-02-11 06:00
Q43_S0,2025-02-11,12,revision,32433.385712433923,0.0,0.014723900007084012,9.094947017729282e-13,73,Q43_S0 2025-02-11 12:00
Q43_S0,2025-02-11,18,revision,12733.423223319534,0.0,0.012591700069606304,1.8189894035458565e-12,37,Q43_S0 2025-02-11 18:00
Q43_S0,2025-02-12,0,plan,58866.58754187794,0.0,0.015021800063550472,7.958078640513122e-13,144,Q43_S0 2025-02-12 00:00 plan
Q43_S0,2025-02-12,6,revision,41859.875048784925,0.0,0.02740060002543032,1.0231815394945443e-12,109,Q43_S0 2025-02-12 06:00
Q43_S0,2025-02-12,12,revision,31451.75021844608,0.0,0.01592160016298294,4.440892098500626e-12,73,Q43_S0 2025-02-12 12:00
Q43_S0,2025-02-12,18,revision,13019.422272848824,0.0,0.00806590006686747,6.821210263296962e-13,37,Q43_S0 2025-02-12 18:00
Q43_S0,2025-02-13,0,plan,54509.494377636474,0.0,0.01432239986024797,9.094947017729282e-13,144,Q43_S0 2025-02-13 00:00 plan
Q43_S0,2025-02-13,6,revision,37933.15215060374,1.918099920959936e-16,0.022067399928346276,1.0038266514319125e-09,109,Q43_S0 2025-02-13 06:00
Q43_S0,2025-02-13,12,revision,29718.839475768513,0.0,0.011049800086766481,9.094947017729282e-13,73,Q43_S0 2025-02-13 12:00
Q43_S0,2025-02-13,18,revision,12753.043636845217,0.0,0.009653299814090133,9.094947017729282e-13,37,Q43_S0 2025-02-13 18:00
Q43_S0,2025-02-14,0,plan,15487.604035096077,0.0,0.03182489983737469,9.094947017729282e-13,144,Q43_S0 2025-02-14 00:00 plan
Q43_S0,2025-02-14,6,revision,7244.43363675692,0.0,0.02813869994133711,8.526512829121202e-13,109,Q43_S0 2025-02-14 06:00
Q43_S0,2025-02-14,12,revision,7244.6262805264505,0.0,0.029866599943488836,9.094947017729282e-13,73,Q43_S0 2025-02-14 12:00
Q43_S0,2025-02-14,18,revision,3920.080836145854,0.0,0.007949599996209145,7.958078640513122e-13,37,Q43_S0 2025-02-14 18:00
Q43_S0,2025-02-15,0,plan,15496.766089661833,0.0,0.0386612000875175,9.663381206337363e-13,144,Q43_S0 2025-02-15 00:00 plan
Q43_S0,2025-02-15,6,revision,7200.296474184671,0.0,0.02853420004248619,2.220446049250313e-12,109,Q43_S0 2025-02-15 06:00
Q43_S0,2025-02-15,12,revision,7089.053111180112,0.0,0.03447859990410507,6.222985090194774e-09,73,Q43_S0 2025-02-15 12:00
Q43_S0,2025-02-15,18,revision,4002.0850155445933,0.0,0.008546700002625585,8.526512829121202e-13,37,Q43_S0 2025-02-15 18:00
Q43_S0,2025-02-16,0,plan,59108.9352682661,0.0,0.01463530003093183,8.526512829121202e-13,144,Q43_S0 2025-02-16 00:00 plan
Q43_S0,2025-02-16,6,revision,41513.01671186288,0.0,0.022638400085270405,9.094947017729282e-13,109,Q43_S0 2025-02-16 06:00
Q43_S0,2025-02-16,12,revision,30486.04594551783,0.0,0.015106600010767579,1.4802973661668755e-11,73,Q43_S0 2025-02-16 12:00
Q43_S0,2025-02-16,18,revision,13466.061649725103,0.0,0.008949300041422248,1.2505552149377763e-12,37,Q43_S0 2025-02-16 18:00
Q43_S0,2025-02-17,0,plan,57985.36466959232,0.0,0.0197435999289155,9.094947017729282e-13,144,Q43_S0 2025-02-17 00:00 plan
Q43_S0,2025-02-17,6,revision,40177.149015353396,0.0,0.02164930012077093,1.4247862149356177e-11,109,Q43_S0 2025-02-17 06:00
Q43_S0,2025-02-17,12,revision,29482.472470618028,0.0,0.015466499840840697,9.094947017729282e-13,73,Q43_S0 2025-02-17 12:00
Q43_S0,2025-02-17,18,revision,12884.663584970125,0.0,0.008450499968603253,4.547473508864641e-13,37,Q43_S0 2025-02-17 18:00
Q43_S0,2025-02-18,0,plan,50735.13756327302,0.0,0.022961399983614683,9.094947017729282e-13,144,Q43_S0 2025-02-18 00:00 plan
Q43_S0,2025-02-18,6,revision,37308.65167403369,0.0,0.03854700014926493,2.7284841053187847e-12,109,Q43_S0 2025-02-18 06:00
Q43_S0,2025-02-18,12,revision,27484.579656135953,0.0,0.022941300179809332,1.5347723092418164e-12,73,Q43_S0 2025-02-18 12:00
Q43_S0,2025-02-18,18,revision,13188.265613778605,0.0,0.009816800011321902,9.094947017729282e-13,37,Q43_S0 2025-02-18 18:00
Q43_S0,2025-02-19,0,plan,50616.96056947213,0.0,0.025533200008794665,9.094947017729282e-13,144,Q43_S0 2025-02-19 00:00 plan
Q43_S0,2025-02-19,6,revision,36072.111172699944,0.0,0.024974800180643797,3.3306690738754696e-12,109,Q43_S0 2025-02-19 06:00
Q43_S0,2025-02-19,12,revision,29509.69165270809,0.0,0.014663799898698926,1.1102230246251565e-12,73,Q43_S0 2025-02-19 12:00
Q43_S0,2025-02-19,18,revision,12548.911362064679,0.0,0.00869689998216927,9.094947017729282e-13,37,Q43_S0 2025-02-19 18:00
Q43_S0,2025-02-20,0,plan,54296.71487627991,0.0,0.018965900177136064,9.094947017729282e-13,144,Q43_S0 2025-02-20 00:00 plan
Q43_S0,2025-02-20,6,revision,39333.03644214223,0.0,0.02510269987396896,9.094947017729282e-13,109,Q43_S0 2025-02-20 06:00
Q43_S0,2025-02-20,12,revision,28506.660209555077,0.0,0.01753070019185543,9.094947017729282e-13,73,Q43_S0 2025-02-20 12:00
Q43_S0,2025-02-20,18,revision,12619.142367862905,0.0,0.011111500207334757,7.958078640513122e-13,37,Q43_S0 2025-02-20 18:00
Q43_S0,2025-02-21,0,plan,14384.791871565554,0.0,0.035114499973133206,1.673722888679347e-12,144,Q43_S0 2025-02-21 00:00 plan
Q43_S0,2025-02-21,6,revision,6200.743259146708,0.0,0.04958680015988648,1.9326762412674725e-12,109,Q43_S0 2025-02-21 06:00
Q43_S0,2025-02-21,12,revision,6304.146006849243,0.0,0.015341100050136447,9.094947017729282e-13,73,Q43_S0 2025-02-21 12:00
Q43_S0,2025-02-21,18,revision,3953.038333640349,0.0,0.010482900077477098,8.526512829121202e-13,37,Q43_S0 2025-02-21 18:00
Q43_S0,2025-02-22,0,plan,14528.613255140082,0.0,0.03595890011638403,1.7684619201140271e-12,144,Q43_S0 2025-02-22 00:00 plan
Q43_S0,2025-02-22,6,revision,7134.52496763886,0.0,0.044419500045478344,9.827324139640345e-10,109,Q43_S0 2025-02-22 06:00
Q43_S0,2025-02-22,12,revision,6685.613342625934,0.0,0.029952799901366234,9.032774528350274e-13,73,Q43_S0 2025-02-22 12:00
Q43_S0,2025-02-22,18,revision,4174.717561200566,0.0,0.008722600061446428,6.821210263296962e-13,37,Q43_S0 2025-02-22 18:00
Q43_S0,2025-02-23,0,plan,51797.60438830529,0.0,0.039804100058972836,9.094947017729282e-13,144,Q43_S0 2025-02-23 00:00 plan
Q43_S0,2025-02-23,6,revision,38306.578871781756,0.0,0.02768349996767938,7.958078640513122e-13,109,Q43_S0 2025-02-23 06:00
Q43_S0,2025-02-23,12,revision,28675.78113288696,0.0,0.01857520011253655,1.4802973661668755e-12,73,Q43_S0 2025-02-23 12:00
Q43_S0,2025-02-23,18,revision,12359.368443828478,0.0,0.010563600109890103,7.958078640513122e-13,37,Q43_S0 2025-02-23 18:00
Q43_S0,2025-02-24,0,plan,50068.653198763786,0.0,0.028709999984130263,3.1271281860275245e-11,144,Q43_S0 2025-02-24 00:00 plan
Q43_S0,2025-02-24,6,revision,36081.57386408189,0.0,0.0411251001060009,2.0321522242738865e-12,109,Q43_S0 2025-02-24 06:00
Q43_S0,2025-02-24,12,revision,27658.538136297026,0.0,0.01679700007662177,9.094947017729282e-13,73,Q43_S0 2025-02-24 12:00
Q43_S0,2025-02-24,18,revision,12855.174193795532,0.0,0.011455399915575981,9.094947017729282e-13,37,Q43_S0 2025-02-24 18:00
Q43_S0,2025-02-25,0,plan,50809.816459885384,0.0,0.03746549994684756,5.736152293896643e-12,144,Q43_S0 2025-02-25 00:00 plan
Q43_S0,2025-02-25,6,revision,35510.40360504295,0.0,0.019931500079110265,8.867351297681125e-13,109,Q43_S0 2025-02-25 06:00
Q43_S0,2025-02-25,12,revision,26863.134163469025,0.0,0.015174300177022815,9.094947017729282e-13,73,Q43_S0 2025-02-25 12:00
Q43_S0,2025-02-25,18,revision,12581.630669139302,0.0,0.00885250000283122,1.8189894035458565e-12,37,Q43_S0 2025-02-25 18:00
Q43_S0,2025-02-26,0,plan,45892.74619750016,0.0,0.03852719999849796,8.171241461241152e-13,144,Q43_S0 2025-02-26 00:00 plan
Q43_S0,2025-02-26,6,revision,32948.26929486435,0.0,0.03462829999625683,2.2737367544323206e-12,109,Q43_S0 2025-02-26 06:00
Q43_S0,2025-02-26,12,revision,28963.54708231669,0.0,0.015558599960058928,1.1102230246251565e-12,73,Q43_S0 2025-02-26 12:00
Q43_S0,2025-02-26,18,revision,12502.31331430226,0.0,0.01078599994070828,6.821210263296962e-13,37,Q43_S0 2025-02-26 18:00
Q43_S0,2025-02-27,0,plan,46320.61789700223,0.0,0.020859899930655956,8.526512829121202e-13,144,Q43_S0 2025-02-27 00:00 plan
Q43_S0,2025-02-27,6,revision,32472.97509866322,0.0,0.024425199953839183,1.2505552149377763e-12,109,Q43_S0 2025-02-27 06:00
Q43_S0,2025-02-27,12,revision,26151.621673088794,0.0,0.014775300165638328,8.526512829121202e-13,73,Q43_S0 2025-02-27 12:00
Q43_S0,2025-02-27,18,revision,12312.595022732436,0.0,0.01285969978198409,6.821210263296962e-13,37,Q43_S0 2025-02-27 18:00
Q43_S0,2025-02-28,0,plan,13758.62774445788,0.0,0.0228730000089854,1.3507713466272738e-11,144,Q43_S0 2025-02-28 00:00 plan
Q43_S0,2025-02-28,6,revision,6292.005276048291,0.0,0.06469910009764135,1.4062824978585317e-11,109,Q43_S0 2025-02-28 06:00
Q43_S0,2025-02-28,12,revision,6241.052960106415,0.0,0.017764999996870756,1.4441794257117533e-11,73,Q43_S0 2025-02-28 12:00
Q43_S0,2025-02-28,18,revision,3835.6862936491198,0.0,0.008295100182294846,7.958078640513122e-13,37,Q43_S0 2025-02-28 18:00
Q43_S0,2025-03-01,0,plan,14819.679272812675,0.0,0.02929010009393096,1.1084466677857563e-12,144,Q43_S0 2025-03-01 00:00 plan
Q43_S0,2025-03-01,6,revision,6956.7011021586995,0.0,0.019233700120821595,1.0231815394945443e-12,109,Q43_S0 2025-03-01 06:00
Q43_S0,2025-03-01,12,revision,6894.87626607344,0.0,0.01991839986294508,1.27675647831893e-10,73,Q43_S0 2025-03-01 12:00
Q43_S0,2025-03-01,18,revision,3999.2079983668878,0.0,0.008671200135722756,1.0231815394945443e-12,37,Q43_S0 2025-03-01 18:00
Q43_S0,2025-03-02,0,plan,51235.497124984366,0.0,0.02440980006940663,1.4802973661668755e-12,144,Q43_S0 2025-03-02 00:00 plan
Q43_S0,2025-03-02,6,revision,39237.494263614135,0.0,0.031004999997094274,1.8189894035458565e-12,109,Q43_S0 2025-03-02 06:00
Q43_S0,2025-03-02,12,revision,29935.656673975478,0.0,0.021296299993991852,1.7341727059260888e-10,73,Q43_S0 2025-03-02 12:00
Q43_S0,2025-03-02,18,revision,11882.394021870401,0.0,0.01142709981650114,1.0231815394945443e-12,37,Q43_S0 2025-03-02 18:00
Q43_S0,2025-03-03,0,plan,53494.40839545888,0.0,0.011353399837389588,9.094947017729282e-13,144,Q43_S0 2025-03-03 00:00 plan
Q43_S0,2025-03-03,6,revision,39156.274962433454,0.0,0.01942260004580021,1.0231815394945443e-12,109,Q43_S0 2025-03-03 06:00
Q43_S0,2025-03-03,12,revision,29752.04267471994,0.0,0.014816500013694167,2.220446049250313e-12,73,Q43_S0 2025-03-03 12:00
Q43_S0,2025-03-03,18,revision,12592.318530071814,0.0,0.008722800062969327,6.821210263296962e-13,37,Q43_S0 2025-03-03 18:00
Q43_S0,2025-03-04,0,plan,46757.748234620274,0.0,0.022192600183188915,9.094947017729282e-13,144,Q43_S0 2025-03-04 00:00 plan
Q43_S0,2025-03-04,6,revision,35370.81996741529,0.0,0.02964809979312122,3.637978807091713e-12,109,Q43_S0 2025-03-04 06:00
Q43_S0,2025-03-04,12,revision,26179.91364373793,0.0,0.02694740006700158,1.2114753644709708e-12,73,Q43_S0 2025-03-04 12:00
Q43_S0,2025-03-04,18,revision,12837.008541684267,0.0,0.013090200023725629,4.547473508864641e-13,37,Q43_S0 2025-03-04 18:00
Q43_S0,2025-03-05,0,plan,48748.19115278601,0.0,0.021923100110143423,9.094947017729282e-13,144,Q43_S0 2025-03-05 00:00 plan
Q43_S0,2025-03-05,6,revision,34439.77448377532,0.0,0.023054099874570966,2.4054832200211726e-12,109,Q43_S0 2025-03-05 06:00
Q43_S0,2025-03-05,12,revision,26995.579176524585,0.0,0.014105600072070956,8.952838470577262e-13,73,Q43_S0 2025-03-05 12:00
Q43_S0,2025-03-05,18,revision,13434.056155074675,0.0,0.009196999948471785,1.8189894035458565e-12,37,Q43_S0 2025-03-05 18:00
Q43_S0,2025-03-06,0,plan,45441.310887844695,0.0,0.023427600041031837,9.094947017729282e-13,144,Q43_S0 2025-03-06 00:00 plan
Q43_S0,2025-03-06,6,revision,32098.34952488626,0.0,0.027151599992066622,4.6814404205027436e-11,109,Q43_S0 2025-03-06 06:00
Q43_S0,2025-03-06,12,revision,26951.477830729313,0.0,0.015701099997386336,9.094947017729282e-13,73,Q43_S0 2025-03-06 12:00
Q43_S0,2025-03-06,18,revision,12437.964122568355,0.0,0.00807179999537766,4.547473508864641e-13,37,Q43_S0 2025-03-06 18:00
Q43_S0,2025-03-07,0,plan,13673.237471526307,0.0,0.03441729978658259,9.251858538542972e-13,144,Q43_S0 2025-03-07 00:00 plan
Q43_S0,2025-03-07,6,revision,6352.014418923631,0.0,0.019060299964621663,3.515706244646329e-12,109,Q43_S0 2025-03-07 06:00
Q43_S0,2025-03-07,12,revision,6343.306115916186,0.0,0.010257600108161569,1.8189894035458565e-12,73,Q43_S0 2025-03-07 12:00
Q43_S0,2025-03-07,18,revision,3783.38773502349,0.0,0.008754200069233775,7.958078640513122e-13,37,Q43_S0 2025-03-07 18:00
Q43_S0,2025-03-08,0,plan,12352.940283378297,0.0,0.04544529994018376,1.0231815394945443e-12,144,Q43_S0 2025-03-08 00:00 plan
Q43_S0,2025-03-08,6,revision,6371.0186544145345,1.4275498960322953e-16,0.02183460001833737,6.330121612071101e-10,109,Q43_S0 2025-03-08 06:00
Q43_S0,2025-03-08,12,revision,6088.040836998807,0.0,0.014352299971506,1.0231815394945443e-12,73,Q43_S0 2025-03-08 12:00
Q43_S0,2025-03-08,18,revision,3610.912868031451,0.0,0.007974999956786633,2.1600499167107046e-12,37,Q43_S0 2025-03-08 18:00
Q43_S0,2025-03-09,0,plan,47280.129695973825,0.0,0.017234699800610542,8.526512829121202e-13,144,Q43_S0 2025-03-09 00:00 plan
Q43_S0,2025-03-09,6,revision,30965.942628360168,0.0,0.020744899986311793,1.4779288903810084e-12,109,Q43_S0 2025-03-09 06:00
Q43_S0,2025-03-09,12,revision,26204.93979080354,0.0,0.014796299859881401,7.958078640513122e-13,73,Q43_S0 2025-03-09 12:00
Q43_S0,2025-03-09,18,revision,12476.172537251081,0.0,0.007214900106191635,1.5916157281026244e-12,37,Q43_S0 2025-03-09 18:00
Q43_S0,2025-03-10,0,plan,46755.99688681185,0.0,0.020785100059583783,7.389644451905042e-13,144,Q43_S0 2025-03-10 00:00 plan
Q43_S0,2025-03-10,6,revision,34170.2757777021,0.0,0.025572399841621518,2.5011104298755527e-12,109,Q43_S0 2025-03-10 06:00
Q43_S0,2025-03-10,12,revision,27561.960049034053,0.0,0.01567039988003671,9.094947017729282e-13,73,Q43_S0 2025-03-10 12:00
Q43_S0,2025-03-10,18,revision,12871.988312323394,0.0,0.008239799877628684,1.8189894035458565e-12,37,Q43_S0 2025-03-10 18:00
Q43_S0,2025-03-11,0,plan,40636.18493088158,0.0,0.026219399878755212,9.251858538542972e-13,144,Q43_S0 2025-03-11 00:00 plan
Q43_S0,2025-03-11,6,revision,35776.26525155476,0.0,0.019233099883422256,2.5011104298755527e-12,109,Q43_S0 2025-03-11 06:00
Q43_S0,2025-03-11,12,revision,26580.817070282836,0.0,0.02213519997894764,1.2851941733060812e-12,73,Q43_S0 2025-03-11 12:00
Q43_S0,2025-03-11,18,revision,12686.889757003448,0.0,0.011790799908339977,1.5916157281026244e-12,37,Q43_S0 2025-03-11 18:00
Q43_S0,2025-03-12,0,plan,46513.02486850705,0.0,0.02074249996803701,9.094947017729282e-13,144,Q43_S0 2025-03-12 00:00 plan
Q43_S0,2025-03-12,6,revision,30557.910195594955,0.0,0.018375399988144636,9.094947017729282e-13,109,Q43_S0 2025-03-12 06:00
Q43_S0,2025-03-12,12,revision,27102.366770261873,0.0,0.01512099988758564,9.094947017729282e-13,73,Q43_S0 2025-03-12 12:00
Q43_S0,2025-03-12,18,revision,12778.4890353759,0.0,0.008584400173276663,9.094947017729282e-13,37,Q43_S0 2025-03-12 18:00
Q43_S0,2025-03-13,0,plan,47426.78914598827,0.0,0.03322930005379021,2.6147972675971687e-12,144,Q43_S0 2025-03-13 00:00 plan
Q43_S0,2025-03-13,6,revision,34686.11261396708,0.0,0.02237359993159771,8.526512829121202e-13,109,Q43_S0 2025-03-13 06:00
Q43_S0,2025-03-13,12,revision,26602.094541818442,0.0,0.018187900073826313,8.526512829121202e-13,73,Q43_S0 2025-03-13 12:00
Q43_S0,2025-03-13,18,revision,12606.47017130536,0.0,0.007136499974876642,1.4779288903810084e-12,37,Q43_S0 2025-03-13 18:00
Q43_S0,2025-03-14,0,plan,12252.434678742484,0.0,0.04229580005630851,8.526512829121202e-13,144,Q43_S0 2025-03-14 00:00 plan
Q43_S0,2025-03-14,6,revision,6375.521637355756,0.0,0.023108100052922964,9.094947017729282e-13,109,Q43_S0 2025-03-14 06:00
Q43_S0,2025-03-14,12,revision,6219.879792495978,0.0,0.012828300008550286,1.8189894035458565e-12,73,Q43_S0 2025-03-14 12:00
Q43_S0,2025-03-14,18,revision,3861.5707249950524,0.0,0.008834099862724543,5.684341886080801e-13,37,Q43_S0 2025-03-14 18:00
Q43_S0,2025-03-15,0,plan,12418.178206864635,0.0,0.06423299992457032,1.091164196035758e-09,144,Q43_S0 2025-03-15 00:00 plan
Q43_S0,2025-03-15,6,revision,6483.872004040675,0.0,0.026333800051361322,4.070817756958908e-12,109,Q43_S0 2025-03-15 06:00
Q43_S0,2025-03-15,12,revision,6324.757801734457,0.0,0.014178599929437041,9.094947017729282e-13,73,Q43_S0 2025-03-15 12:00
Q43_S0,2025-03-15,18,revision,3974.208894389317,0.0,0.008093299809843302,9.094947017729282e-13,37,Q43_S0 2025-03-15 18:00
Q43_S0,2025-03-16,0,plan,44824.655301255196,0.0,0.03442410007119179,9.094947017729282e-13,144,Q43_S0 2025-03-16 00:00 plan
Q43_S0,2025-03-16,6,revision,33142.97963150071,0.0,0.020889499923214316,9.094947017729282e-13,109,Q43_S0 2025-03-16 06:00
Q43_S0,2025-03-16,12,revision,27420.333820133175,0.0,0.020377800101414323,8.526512829121202e-13,73,Q43_S0 2025-03-16 12:00
Q43_S0,2025-03-16,18,revision,12847.444998439361,0.0,0.007903399877250195,2.6147972675971687e-12,37,Q43_S0 2025-03-16 18:00
Q43_S0,2025-03-17,0,plan,39998.25724271492,0.0,0.037267199950292706,8.704148513061227e-13,144,Q43_S0 2025-03-17 00:00 plan
Q43_S0,2025-03-17,6,revision,25224.64880599981,1.442231697682309e-16,0.026750899851322174,2.2737367544323206e-12,109,Q43_S0 2025-03-17 06:00
Q43_S0,2025-03-17,12,revision,25722.914144353737,0.0,0.014461599988862872,2.035408878479454e-12,73,Q43_S0 2025-03-17 12:00
Q43_S0,2025-03-17,18,revision,12747.5344799973,0.0,0.01267100009135902,1.5916157281026244e-12,37,Q43_S0 2025-03-17 18:00
Q43_S0,2025-03-18,0,plan,47195.897988137454,0.0,0.017152500106021762,7.958078640513122e-13,144,Q43_S0 2025-03-18 00:00 plan
Q43_S0,2025-03-18,6,revision,32634.922988899016,0.0,0.0240406000521034,1.7053025658242404e-12,109,Q43_S0 2025-03-18 06:00
Q43_S0,2025-03-18,12,revision,25418.681292690602,0.0,0.01508679986000061,8.952838470577262e-13,73,Q43_S0 2025-03-18 12:00
Q43_S0,2025-03-18,18,revision,12740.77093668437,0.0,0.008039599983021617,1.8189894035458565e-12,37,Q43_S0 2025-03-18 18:00
Q43_S0,2025-03-19,0,plan,38070.29799982311,0.0,0.03662830009125173,8.526512829121202e-13,144,Q43_S0 2025-03-19 00:00 plan
Q43_S0,2025-03-19,6,revision,30158.757625414997,0.0,0.021950300084427,7.673861546209082e-13,109,Q43_S0 2025-03-19 06:00
Q43_S0,2025-03-19,12,revision,24958.355922824616,0.0,0.033624199917539954,1.1652900866465643e-12,73,Q43_S0 2025-03-19 12:00
Q43_S0,2025-03-19,18,revision,12831.702993322842,0.0,0.007957600057125092,1.8189894035458565e-12,37,Q43_S0 2025-03-19 18:00
Q43_S0,2025-03-20,0,plan,43752.84238476106,0.0,0.024049400119110942,6.821210263296962e-13,144,Q43_S0 2025-03-20 00:00 plan
Q43_S0,2025-03-20,6,revision,28351.145149174943,0.0,0.018607799895107746,4.9960036108132044e-12,109,Q43_S0 2025-03-20 06:00
Q43_S0,2025-03-20,12,revision,26953.718845887284,0.0,0.017944799968972802,8.668621376273222e-13,73,Q43_S0 2025-03-20 12:00
Q43_S0,2025-03-20,18,revision,12959.596282857758,0.0,0.01603420008905232,5.684341886080801e-13,37,Q43_S0 2025-03-20 18:00
