scenario,year,gdp_trillion,population_million,coal_share,clean_share,pred_mt_raw,pred_mt,intensity_mt_per_trillion_yuan,intensity_base_2025,intensity_reduction_pct,total_yoy_pct,row_type,lower_mt,upper_mt,path_valid
基准,2037,230.0684883602939,142.49892384580747,0.45199999999999996,0.36800000000000005,13452.452658920398,13012.537535725636,56.559408150444426,82.16974245534252,31.16759714662213,0.7761459594998188,forecast,12527.794099570508,13497.280971880764,True
基准,2038,238.1208854529042,142.64142276965325,0.44599999999999995,0.37400000000000005,13557.50478808998,13114.154304703494,55.0735156211118,82.16974245534252,32.97591792861822,0.7809143197387236,forecast,12609.617339949238,13618.69126945775,True
基准,2039,246.45511644375583,142.78406419242287,0.43999999999999995,0.38000000000000006,13664.00320555062,13217.170066203536,53.62911615275742,82.16974245534252,34.73374194655206,0.7855311071267135,forecast,12693.587313707434,13740.752818699639,True
基准,2040,255.08104551928727,142.92684825661527,0.43399999999999994,0.38600000000000007,13771.949300349557,13321.5861638491,52.22491595457188,82.16974245534252,36.4426437347604,0.7900034358531594,forecast,12779.626526404252,13863.545801293949,True
基准,2041,264.0088821124623,143.06977510487187,0.42799999999999994,0.39200000000000007,13881.345124468822,13427.404582519368,50.85966985307552,82.16974245534252,38.10413866063088,0.794337981744464,forecast,12867.671075815233,13987.138089223503,True
基准,2042,273.24919298639844,143.21284487997673,0.42199999999999993,0.3980000000000001,13992.193358792958,13534.627915429983,49.53217891517688,82.16974245534252,39.719685817323146,0.7985410155154193,forecast,12957.667822845353,14111.588008014613,True
基准,2043,282.81291474092234,143.3560577248567,0.4159999999999999,0.4040000000000001,14104.497281877251,13643.259333922624,48.24128822554255,82.16974245534252,41.290690728694145,0.8026184330401698,forecast,13049.572296550894,14236.946371294354,True
基准,2044,292.7113667568546,143.49941378258154,0.4099999999999999,0.4100000000000001,14218.260741259499,13753.3025597149,46.985884805557625,82.16974245534252,42.81850788190867,0.806575782948471,forecast,13143.347111955658,14363.258007474144,True
基准,2045,302.9562645933445,143.6429131963641,0.4039999999999999,0.4160000000000001,14333.488127085311,13864.761839388162,45.76489566241091,82.16974245534252,44.304443101688996,0.8104182918198699,forecast,13238.960754250771,14490.562924525553,True
低碳,2025,141.65382,140.8,0.524,0.296,12033.160060668566,11639.657907215447,82.16974245534252,82.16974245534252,0.0,,anchor,11499.724530539414,11779.591283891481,True
低碳,2026,148.02824189999998,140.9408,0.514,0.306,12126.448497560734,11729.895674073787,79.24093080831076,82.16974245534252,3.564343223569788,0.7752613313695589,forecast,11589.962297397753,11869.82905074982,True
低碳,2027,154.68951278549997,141.08174079999998,0.504,0.316,12222.784261718582,11823.081116083542,76.43104502163636,82.16974245534252,6.98395450956294,0.7944268610651006,forecast,11625.185436959631,12020.976795207453,True
低碳,2028,161.65054086084746,141.22282254079997,0.494,0.326,12322.082318575383,11919.131979434245,73.73394432187214,82.16974245534252,10.266307136176122,0.8124012886965737,forecast,11676.760261356681,12161.50369751181,True
低碳,2029,168.9248151995856,141.36404536334075,0.484,0.336,12424.268400047571,12017.97642471864,71.14393708537928,82.16974245534252,13.418327769440829,0.8292923130220009,forecast,11738.109671366572,12297.843178070707,True
低碳,2030,176.52643188356694,141.50540940870408,0.474,0.34600000000000003,12529.277698796179,12119.551763893714,68.6557340709606,82.16974245534252,16.44645337878049,0.8451950277265752,forecast,11806.651221325019,12432.45230646241,True
低碳,2031,183.58748915890962,141.64691481811278,0.46399999999999997,0.35600000000000004,12618.29182687367,12205.654998165286,66.48413273739104,82.16974245534252,19.089276964055557,0.7104489996741403,forecast,11862.889627324326,12548.420369006246,True
低碳,2032,190.93098872526602,141.78856173293087,0.45399999999999996,0.36600000000000005,12709.723664148256,12294.096878962908,64.3902645717354,82.16974245534252,21.637499829416985,0.724597580473274,forecast,11923.867964160596,12664.32579376522,True
低碳,2033,198.56822827427666,141.93035029466378,0.44399999999999995,0.37600000000000006,12803.519533824048,12384.82548480141,62.37062994637088,82.16974245534252,24.09538099712558,0.7379851218982436,forecast,11989.03412655359,12780.616843049229,True
低碳,2034,206.51095740524772,142.07228064495843,0.43399999999999994,0.38600000000000007,12899.63189604548,12477.794830448896,60.42195042446604,82.16974245534252,26.466910301801093,0.7506714225531841,forecast,12057.994700420795,12897.594960476998,True
低碳,2035,214.77139570145764,142.21435292560338,0.42399999999999993,0.3960000000000001,12998.018701147526,12572.964241326663,58.54114883531174,82.16974245534252,28.755832638604662,0.7627101757237575,forecast,12130.456050352113,13015.472432301212,True
低碳,2036,222.28839455100862,142.35656727852896,0.4139999999999999,0.4060000000000001,13079.101934423768,12651.39593280156,56.9143340045062,82.16974245534252,30.735654872670537,0.6238122527788326,forecast,12187.289426719686,13115.502438883435,True
低碳,2037,230.0684883602939,142.49892384580747,0.4039999999999999,0.4160000000000001,13162.11238131597,12731.691815153234,55.33870329610301,82.16974245534252,32.6531863889212,0.6346800209096948,forecast,12246.948378998106,13216.435251308361,True
低碳,2038,238.1208854529042,142.64142276965325,0.3939999999999999,0.4260000000000001,13247.012286799287,12813.815368002062,53.81222795148892,82.16974245534252,34.510896172353576,0.6450325223163578,forecast,12309.278403247807,13318.352332756318,True
低碳,2039,246.45511644375583,142.78406419242287,0.3839999999999999,0.4360000000000001,13333.767706136266,12897.733756653777,52.3329924846466,82.16974245534252,36.311115356010205,0.6549055549939675,forecast,12374.151004157675,13421.31650914988,True
低碳,2040,255.08104551928727,142.92684825661527,0.3739999999999999,0.4460000000000001,13422.348148583893,12983.41748745781,50.89918563343862,82.16974245534252,38.05604823320308,0.6643316757863005,forecast,12441.457850012961,13525.377124902658,True
低碳,2041,264.0088821124623,143.06977510487187,0.3639999999999999,0.4560000000000001,13512.726262651644,13070.840103357881,49.509092265274525,82.16974245534252,39.74778210826004,0.6733405590979791,forecast,12511.106596653746,13630.573610062016,True
低碳,2042,273.24919298639844,143.21284487997673,0.35399999999999987,0.46600000000000014,13604.87755729892,13159.97791420669,48.161086114760295,82.16974245534252,41.388296134754455,0.6819593089958165,forecast,12583.01782162206,13736.938006791319,True
低碳,2043,282.81291474092234,143.3560577248567,0.34399999999999986,0.47600000000000015,13698.780154320526,13250.809757248748,46.85362324909198,82.16974245534252,42.97946926807526,0.6902127316186668,forecast,12657.122719877018,13844.496794620478,True
低碳,2044,292.7113667568546,143.49941378258154,0.33399999999999985,0.48600000000000015,13794.414567881387,13343.316783864642,45.585236172083754,82.16974245534252,44.52308744078351,0.6981235736577496,forecast,12733.3613361054,13953.272231623885,True
低碳,2045,302.9562645933445,143.6429131963641,0.32399999999999984,0.49600000000000016,13891.76350775619,13437.482269245033,44.354528490381426,82.16974245534252,46.020850053793026,0.7057127317419365,forecast,12811.681184107641,14063.283354382424,True
强化低碳,2025,141.65382,140.8,0.524,0.296,12033.160060668566,11639.657907215447,82.16974245534252,82.16974245534252,0.0,,anchor,11499.724530539414,11779.591283891481,True
强化低碳,2026,147.74493425999998,140.9408,0.51,0.31,12091.275512140835,11695.872897363515,79.16259840612364,82.16974245534252,3.6596732073892024,0.4829608446930367,forecast,11555.939520687481,11835.806274039549,True
强化低碳,2027,154.09796643317998,141.08174079999998,0.496,0.324,12154.08689384795,11756.630253873716,76.29322129290804,82.16974245534252,7.1516850203446,0.5194768876455313,forecast,11558.734574749806,11954.525932997627,True
强化低碳,2028,160.72417898980672,141.22282254079997,0.482,0.338,12221.288559848814,11821.634325879846,73.55230806081508,82.16974245534252,10.487357191378354,0.552914148037531,forecast,11579.262607802282,12064.00604395741,True
强化低碳,2029,167.6353186863684,141.36404536334075,0.46799999999999997,0.35200000000000004,12292.617658104782,11890.630856994176,70.93153728087901,82.16974245534252,13.676816841151995,0.5836462980696622,forecast,11610.764103642108,12170.497610346243,True
强化低碳,2030,174.84363738988225,141.50540940870408,0.45399999999999996,0.36600000000000005,12367.847111705461,11963.400196057552,68.42342320630446,82.16974245534252,16.72917407098955,0.6119888838410414,forecast,11650.499653488856,12276.300738626247,True
强化低碳,2031,181.48769561069778,141.64691481811278,0.43999999999999995,0.38000000000000006,12428.265044119977,12021.842372611392,66.24053676012825,82.16974245534252,19.385731559121588,0.4885080796101837,forecast,11679.077001770433,12364.607743452352,True
强化低碳,2032,188.3842280439043,141.78856173293087,0.42599999999999993,0.3940000000000001,12491.99737685443,12083.490563686533,64.14279310511276,82.16974245534252,21.93867086784045,0.5128015254599383,forecast,11713.261648884221,12453.719478488845,True
强化低碳,2033,195.54282870957266,141.93035029466378,0.4119999999999999,0.4080000000000001,12558.879956363458,12148.185983801637,62.12544875191801,82.16974245534252,24.393764790388804,0.5354034066077595,forecast,11752.394625553818,12543.977342049457,True
强化低碳,2034,202.97345620053642,142.07228064495843,0.3979999999999999,0.4220000000000001,12628.768173111552,12215.788752367149,60.18416881219203,82.16974245534252,26.756288855473986,0.5564844714729622,forecast,11795.988622339048,12635.58888239525,True
强化低碳,2035,210.6864475361568,142.21435292560338,0.3839999999999999,0.4360000000000001,12701.534280849466,12286.17530062535,58.31497680227802,82.16974245534252,29.031082415804143,0.5761932338962605,forecast,11843.6671096508,12728.683491599899,True
强化低碳,2036,217.42841385731384,142.35656727852896,0.3699999999999999,0.4500000000000001,12754.139973804893,12337.060709519275,56.740793397938326,82.16974245534252,30.94685257316496,0.41416801932929737,forecast,11872.9542034374,12801.16721560115,True
强化低碳,2037,224.38612310074788,142.49892384580747,0.35599999999999987,0.46400000000000013,12809.170842627054,12390.291987437738,55.21861965534553,82.16974245534252,32.799327337120886,0.4314745559887756,forecast,11905.54855128261,12875.035423592866,True
强化低碳,2038,231.56647903997182,142.64142276965325,0.34199999999999986,0.47800000000000015,12866.524512430586,12445.77010730573,53.745991902210534,82.16974245534252,34.59150497956066,0.4477547415689731,forecast,11941.233142551475,12950.307072059986,True
强化低碳,2039,238.97660636925093,142.78406419242287,0.32799999999999985,0.49200000000000016,12926.10903403505,12503.406126817177,52.32062801786438,82.16974245534252,36.326162825325255,0.46309725323958606,forecast,11979.823374321075,13026.98887931328,True
强化低碳,2040,246.62385777306696,142.92684825661527,0.31399999999999983,0.5060000000000001,12987.841653861298,12563.119998557515,50.94040824759775,82.16974245534252,38.005880601022,0.4775808378507662,forecast,12021.160361112667,13105.079636002363,True
强化低碳,2041,254.5158212218051,143.06977510487187,0.2999999999999998,0.5200000000000001,13051.647759210455,12624.839549773613,49.603358601315925,82.16974245534252,39.63306063874512,0.49127566419158164,forecast,12065.106043069478,13184.573056477748,True
强化低碳,2042,262.6603275009029,143.21284487997673,0.2859999999999998,0.5340000000000001,13117.459969990909,12688.499603802635,48.30763642354408,82.16974245534252,41.20994543727791,0.5042444601219831,forecast,12111.539511218005,13265.459696387265,True
强化低碳,2043,271.0654579809318,143.3560577248567,0.2719999999999998,0.5480000000000002,13185.217353352115,12754.041220388484,47.051517797172345,82.16974245534252,42.73863299164673,0.5165434734789809,forecast,12160.354183016754,13347.728257760215,True
强化低碳,2044,279.7395526363216,143.49941378258154,0.2579999999999998,0.5620000000000002,13254.86474196156,12821.411036252115,45.833386503340584,82.16974245534252,44.22109022886369,0.5282232878151216,forecast,12211.455588492872,13431.366484011358,True
强化低碳,2045,288.6912183206839,143.6429131963641,0.24399999999999977,0.5760000000000002,13326.352140076808,12890.560690585904,44.651724307965665,82.16974245534252,45.65916482915483,0.5393295179311419,forecast,12264.759605448513,13516.361775723295,True
