target,day_index,date,trained,branch,n_train_days,n_rows,model_file,elapsed_seconds,reason,train_first,train_last,n_trees
load,28,2025-01-29,True,fitted,18,2592,,0.017472899984568357,,2025-01-10,2025-01-27,100.0
pv,28,2025-01-29,True,fitted,19,2736,,0.015679199947044253,,2025-01-09,2025-01-27,100.0
load,29,2025-01-30,True,fitted,19,2736,,0.01649159984663129,,2025-01-10,2025-01-28,100.0
pv,29,2025-01-30,True,fitted,20,2880,,0.017675200011581182,,2025-01-09,2025-01-28,100.0
load,30,2025-01-31,True,fitted,20,2880,models/load_2025-01-31.txt,0.018646999960765243,,2025-01-10,2025-01-29,100.0
pv,30,2025-01-31,True,fitted,21,3024,models/pv_2025-01-31.txt,0.02033680002205074,,2025-01-09,2025-01-29,100.0
load,31,2025-02-01,True,fitted,21,3024,models/load_2025-02-01.txt,0.01840249984525144,,2025-01-10,2025-01-30,100.0
pv,31,2025-02-01,True,fitted,22,3168,models/pv_2025-02-01.txt,0.01862220000475645,,2025-01-09,2025-01-30,100.0
load,32,2025-02-02,True,fitted,22,3168,,0.01881080004386604,,2025-01-10,2025-01-31,100.0
pv,32,2025-02-02,True,fitted,23,3312,,0.01760859997011721,,2025-01-09,2025-01-31,100.0
load,33,2025-02-03,True,fitted,23,3312,,0.018295900197699666,,2025-01-10,2025-02-01,100.0
pv,33,2025-02-03,True,fitted,24,3456,,0.018052899977192283,,2025-01-09,2025-02-01,100.0
load,34,2025-02-04,True,fitted,24,3456,,0.018057199893519282,,2025-01-10,2025-02-02,100.0
pv,34,2025-02-04,True,fitted,25,3600,,0.01850680005736649,,2025-01-09,2025-02-02,100.0
load,35,2025-02-05,True,fitted,25,3600,,0.01845209999009967,,2025-01-10,2025-02-03,100.0
pv,35,2025-02-05,True,fitted,26,3744,,0.019398899981752038,,2025-01-09,2025-02-03,100.0
load,36,2025-02-06,True,fitted,26,3744,,0.01922799996100366,,2025-01-10,2025-02-04,100.0
pv,36,2025-02-06,True,fitted,27,3888,,0.020348699996247888,,2025-01-09,2025-02-04,100.0
load,37,2025-02-07,True,fitted,27,3888,,0.019515099935233593,,2025-01-10,2025-02-05,100.0
pv,37,2025-02-07,True,fitted,28,4032,,0.020046399906277657,,2025-01-09,2025-02-05,100.0
load,38,2025-02-08,True,fitted,28,4032,,0.02052800008095801,,2025-01-10,2025-02-06,100.0
pv,38,2025-02-08,True,fitted,29,4176,,0.020310800056904554,,2025-01-09,2025-02-06,100.0
load,39,2025-02-09,True,fitted,29,4176,,0.020224600099027157,,2025-01-10,2025-02-07,100.0
pv,39,2025-02-09,True,fitted,30,4320,,0.02104200003668666,,2025-01-09,2025-02-07,100.0
load,40,2025-02-10,True,fitted,30,4320,,0.02001660014502704,,2025-01-10,2025-02-08,100.0
pv,40,2025-02-10,True,fitted,31,4464,,0.020789399975910783,,2025-01-09,2025-02-08,100.0
load,41,2025-02-11,True,fitted,31,4464,,0.020916800014674664,,2025-01-10,2025-02-09,100.0
pv,41,2025-02-11,True,fitted,32,4608,,0.021891199983656406,,2025-01-09,2025-02-09,100.0
load,42,2025-02-12,True,fitted,32,4608,,0.021237700013443828,,2025-01-10,2025-02-10,100.0
pv,42,2025-02-12,True,fitted,33,4752,,0.021117799915373325,,2025-01-09,2025-02-10,100.0
load,43,2025-02-13,True,fitted,33,4752,,0.022322600008919835,,2025-01-10,2025-02-11,100.0
pv,43,2025-02-13,True,fitted,34,4896,,0.0235659999307245,,2025-01-09,2025-02-11,100.0
load,44,2025-02-14,True,fitted,34,4896,,0.02169990004040301,,2025-01-10,2025-02-12,100.0
pv,44,2025-02-14,True,fitted,35,5040,,0.023953800089657307,,2025-01-09,2025-02-12,100.0
load,45,2025-02-15,True,fitted,35,5040,,0.02593100001104176,,2025-01-10,2025-02-13,100.0
pv,45,2025-02-15,True,fitted,36,5184,,0.02442610007710755,,2025-01-09,2025-02-13,100.0
load,46,2025-02-16,True,fitted,36,5184,,0.023292000172659755,,2025-01-10,2025-02-14,100.0
pv,46,2025-02-16,True,fitted,37,5328,,0.02456939988769591,,2025-01-09,2025-02-14,100.0
load,47,2025-02-17,True,fitted,37,5328,,0.02460909984074533,,2025-01-10,2025-02-15,100.0
pv,47,2025-02-17,True,fitted,38,5472,,0.024174599908292294,,2025-01-09,2025-02-15,100.0
load,48,2025-02-18,True,fitted,38,5472,,0.027394500095397234,,2025-01-10,2025-02-16,100.0
pv,48,2025-02-18,True,fitted,39,5616,,0.024718299973756075,,2025-01-09,2025-02-16,100.0
load,49,2025-02-19,True,fitted,39,5616,,0.027794899884611368,,2025-01-10,2025-02-17,100.0
pv,49,2025-02-19,True,fitted,40,5760,,0.02686590002849698,,2025-01-09,2025-02-17,100.0
load,50,2025-02-20,True,fitted,40,5760,,0.027564199874177575,,2025-01-10,2025-02-18,100.0
pv,50,2025-02-20,True,fitted,41,5904,,0.026403099996969104,,2025-01-09,2025-02-18,100.0
load,51,2025-02-21,True,fitted,41,5904,,0.02642630017362535,,2025-01-10,2025-02-19,100.0
pv,51,2025-02-21,True,fitted,42,6048,,0.027685699984431267,,2025-01-09,2025-02-19,100.0
load,52,2025-02-22,True,fitted,42,6048,,0.030346799874678254,,2025-01-10,2025-02-20,100.0
pv,52,2025-02-22,True,fitted,43,6192,,0.02810030011460185,,2025-01-09,2025-02-20,100.0
load,53,2025-02-23,True,fitted,43,6192,,0.028407099889591336,,2025-01-10,2025-02-21,100.0
pv,53,2025-02-23,True,fitted,44,6336,,0.029036999912932515,,2025-01-09,2025-02-21,100.0
load,54,2025-02-24,True,fitted,44,6336,,0.02770749991759658,,2025-01-10,2025-02-22,100.0
pv,54,2025-02-24,True,fitted,45,6480,,0.029050600016489625,,2025-01-09,2025-02-22,100.0
load,55,2025-02-25,True,fitted,45,6480,,0.03496279986575246,,2025-01-10,2025-02-23,100.0
pv,55,2025-02-25,True,fitted,46,6624,,0.029769200133159757,,2025-01-09,2025-02-23,100.0
load,56,2025-02-26,True,fitted,46,6624,,0.028496900107711554,,2025-01-10,2025-02-24,100.0
pv,56,2025-02-26,True,fitted,47,6768,,0.03054599999450147,,2025-01-09,2025-02-24,100.0
load,57,2025-02-27,True,fitted,47,6768,,0.02950760000385344,,2025-01-10,2025-02-25,100.0
pv,57,2025-02-27,True,fitted,48,6912,,0.031075699953362346,,2025-01-09,2025-02-25,100.0
load,58,2025-02-28,True,fitted,48,6912,,0.03368029999546707,,2025-01-10,2025-02-26,100.0
pv,58,2025-02-28,True,fitted,49,7056,,0.031055200146511197,,2025-01-09,2025-02-26,100.0
load,59,2025-03-01,True,fitted,49,7056,,0.02895050006918609,,2025-01-10,2025-02-27,100.0
pv,59,2025-03-01,True,fitted,50,7200,,0.029735099989920855,,2025-01-09,2025-02-27,100.0
load,60,2025-03-02,True,fitted,50,7200,models/load_2025-03-02.txt,0.03138360008597374,,2025-01-10,2025-02-28,100.0
pv,60,2025-03-02,True,fitted,51,7344,models/pv_2025-03-02.txt,0.03355140006169677,,2025-01-09,2025-02-28,100.0
load,61,2025-03-03,True,fitted,51,7344,,0.03161010006442666,,2025-01-10,2025-03-01,100.0
pv,61,2025-03-03,True,fitted,52,7488,,0.03932330012321472,,2025-01-09,2025-03-01,100.0
load,62,2025-03-04,True,fitted,52,7488,,0.03298950009047985,,2025-01-10,2025-03-02,100.0
pv,62,2025-03-04,True,fitted,53,7632,,0.03263280005194247,,2025-01-09,2025-03-02,100.0
load,63,2025-03-05,True,fitted,53,7632,,0.031462299870327115,,2025-01-10,2025-03-03,100.0
pv,63,2025-03-05,True,fitted,54,7776,,0.033248999854549766,,2025-01-09,2025-03-03,100.0
load,64,2025-03-06,True,fitted,54,7776,,0.03480609995312989,,2025-01-10,2025-03-04,100.0
pv,64,2025-03-06,True,fitted,55,7920,,0.032417600043118,,2025-01-09,2025-03-04,100.0
load,65,2025-03-07,True,fitted,55,7920,,0.031225400045514107,,2025-01-10,2025-03-05,100.0
pv,65,2025-03-07,True,fitted,55,7920,,0.037203299812972546,,2025-01-10,2025-03-05,100.0
load,66,2025-03-08,True,fitted,55,7920,,0.03216429986059666,,2025-01-11,2025-03-06,100.0
pv,66,2025-03-08,True,fitted,55,7920,,0.0328099001199007,,2025-01-11,2025-03-06,100.0
load,67,2025-03-09,True,fitted,55,7920,,0.03228219994343817,,2025-01-12,2025-03-07,100.0
pv,67,2025-03-09,True,fitted,55,7920,,0.03357869992032647,,2025-01-12,2025-03-07,100.0
load,68,2025-03-10,True,fitted,55,7920,,0.03548020008020103,,2025-01-13,2025-03-08,100.0
pv,68,2025-03-10,True,fitted,55,7920,,0.033597700065001845,,2025-01-13,2025-03-08,100.0
load,69,2025-03-11,True,fitted,55,7920,,0.03214349993504584,,2025-01-14,2025-03-09,100.0
pv,69,2025-03-11,True,fitted,55,7920,,0.035633099963888526,,2025-01-14,2025-03-09,100.0
load,70,2025-03-12,True,fitted,55,7920,,0.033200900070369244,,2025-01-15,2025-03-10,100.0
pv,70,2025-03-12,True,fitted,55,7920,,0.03674710006453097,,2025-01-15,2025-03-10,100.0
load,71,2025-03-13,True,fitted,55,7920,,0.032322000013664365,,2025-01-16,2025-03-11,100.0
pv,71,2025-03-13,True,fitted,55,7920,,0.03420160012319684,,2025-01-16,2025-03-11,100.0
load,72,2025-03-14,True,fitted,55,7920,,0.03194230003282428,,2025-01-17,2025-03-12,100.0
pv,72,2025-03-14,True,fitted,55,7920,,0.03317289985716343,,2025-01-17,2025-03-12,100.0
load,73,2025-03-15,True,fitted,55,7920,,0.03238110011443496,,2025-01-18,2025-03-13,100.0
pv,73,2025-03-15,True,fitted,55,7920,,0.03335309983231127,,2025-01-18,2025-03-13,100.0
load,74,2025-03-16,True,fitted,55,7920,,0.03263669996522367,,2025-01-19,2025-03-14,100.0
pv,74,2025-03-16,True,fitted,55,7920,,0.03348289988934994,,2025-01-19,2025-03-14,100.0
load,75,2025-03-17,True,fitted,55,7920,,0.03195660002529621,,2025-01-20,2025-03-15,100.0
pv,75,2025-03-17,True,fitted,55,7920,,0.03274639998562634,,2025-01-20,2025-03-15,100.0
load,76,2025-03-18,True,fitted,55,7920,,0.035190199967473745,,2025-01-21,2025-03-16,100.0
pv,76,2025-03-18,True,fitted,55,7920,,0.03384559997357428,,2025-01-21,2025-03-16,100.0
load,77,2025-03-19,True,fitted,55,7920,,0.033163399901241064,,2025-01-22,2025-03-17,100.0
pv,77,2025-03-19,True,fitted,55,7920,,0.03291369997896254,,2025-01-22,2025-03-17,100.0
load,78,2025-03-20,True,fitted,55,7920,,0.03251700010150671,,2025-01-23,2025-03-18,100.0
pv,78,2025-03-20,True,fitted,55,7920,,0.03391369991004467,,2025-01-23,2025-03-18,100.0
load,79,2025-03-21,True,fitted,55,7920,,0.032543000066652894,,2025-01-24,2025-03-19,100.0
pv,79,2025-03-21,True,fitted,55,7920,,0.03301139990799129,,2025-01-24,2025-03-19,100.0
load,80,2025-03-22,True,fitted,55,7920,,0.034295500023290515,,2025-01-25,2025-03-20,100.0
pv,80,2025-03-22,True,fitted,55,7920,,0.041756299789994955,,2025-01-25,2025-03-20,100.0
load,81,2025-03-23,True,fitted,55,7920,,0.03585380013100803,,2025-01-26,2025-03-21,100.0
pv,81,2025-03-23,True,fitted,55,7920,,0.035118200117722154,,2025-01-26,2025-03-21,100.0
load,82,2025-03-24,True,fitted,55,7920,,0.034771200036630034,,2025-01-27,2025-03-22,100.0
pv,82,2025-03-24,True,fitted,55,7920,,0.033427200047299266,,2025-01-27,2025-03-22,100.0
load,83,2025-03-25,True,fitted,55,7920,,0.03272409993223846,,2025-01-28,2025-03-23,100.0
pv,83,2025-03-25,True,fitted,55,7920,,0.03397289989516139,,2025-01-28,2025-03-23,100.0
load,84,2025-03-26,True,fitted,55,7920,,0.03673029993660748,,2025-01-29,2025-03-24,100.0
pv,84,2025-03-26,True,fitted,55,7920,,0.03265559999272227,,2025-01-29,2025-03-24,100.0
load,85,2025-03-27,True,fitted,55,7920,,0.03596309991553426,,2025-01-30,2025-03-25,100.0
pv,85,2025-03-27,True,fitted,55,7920,,0.0340919999871403,,2025-01-30,2025-03-25,100.0
load,86,2025-03-28,True,fitted,55,7920,,0.031040400033816695,,2025-01-31,2025-03-26,100.0
pv,86,2025-03-28,True,fitted,55,7920,,0.03289019991643727,,2025-01-31,2025-03-26,100.0
load,87,2025-03-29,True,fitted,55,7920,,0.031829999992623925,,2025-02-01,2025-03-27,100.0
pv,87,2025-03-29,True,fitted,55,7920,,0.03169709979556501,,2025-02-01,2025-03-27,100.0
load,88,2025-03-30,True,fitted,55,7920,,0.03096829983405769,,2025-02-02,2025-03-28,100.0
pv,88,2025-03-30,True,fitted,55,7920,,0.03299980005249381,,2025-02-02,2025-03-28,100.0
load,89,2025-03-31,True,fitted,55,7920,,0.031478699995204806,,2025-02-03,2025-03-29,100.0
pv,89,2025-03-31,True,fitted,55,7920,,0.033446199959143996,,2025-02-03,2025-03-29,100.0
load,90,2025-04-01,True,fitted,55,7920,models/load_2025-04-01.txt,0.03540170006453991,,2025-02-04,2025-03-30,100.0
pv,90,2025-04-01,True,fitted,55,7920,models/pv_2025-04-01.txt,0.03544330014847219,,2025-02-04,2025-03-30,100.0
load,91,2025-04-02,True,fitted,55,7920,,0.03392590000294149,,2025-02-05,2025-03-31,100.0
pv,91,2025-04-02,True,fitted,55,7920,,0.03274589986540377,,2025-02-05,2025-03-31,100.0
load,92,2025-04-03,True,fitted,55,7920,,0.03187060006894171,,2025-02-06,2025-04-01,100.0
pv,92,2025-04-03,True,fitted,55,7920,,0.033978400053456426,,2025-02-06,2025-04-01,100.0
load,93,2025-04-04,True,fitted,55,7920,,0.03244580002501607,,2025-02-07,2025-04-02,100.0
pv,93,2025-04-04,True,fitted,55,7920,,0.03192440001294017,,2025-02-07,2025-04-02,100.0
load,94,2025-04-05,True,fitted,55,7920,,0.032305199885740876,,2025-02-08,2025-04-03,100.0
pv,94,2025-04-05,True,fitted,55,7920,,0.03209310001693666,,2025-02-08,2025-04-03,100.0
load,95,2025-04-06,True,fitted,55,7920,,0.03158970014192164,,2025-02-09,2025-04-04,100.0
pv,95,2025-04-06,True,fitted,55,7920,,0.03121869987808168,,2025-02-09,2025-04-04,100.0
load,96,2025-04-07,True,fitted,55,7920,,0.03192789992317557,,2025-02-10,2025-04-05,100.0
pv,96,2025-04-07,True,fitted,55,7920,,0.03162030014209449,,2025-02-10,2025-04-05,100.0
load,97,2025-04-08,True,fitted,55,7920,,0.032179599860683084,,2025-02-11,2025-04-06,100.0
pv,97,2025-04-08,True,fitted,55,7920,,0.03251869999803603,,2025-02-11,2025-04-06,100.0
load,98,2025-04-09,True,fitted,55,7920,,0.03305460000410676,,2025-02-12,2025-04-07,100.0
pv,98,2025-04-09,True,fitted,55,7920,,0.03531110007315874,,2025-02-12,2025-04-07,100.0
load,99,2025-04-10,True,fitted,55,7920,,0.03196420008316636,,2025-02-13,2025-04-08,100.0
pv,99,2025-04-10,True,fitted,55,7920,,0.03252629982307553,,2025-02-13,2025-04-08,100.0
load,100,2025-04-11,True,fitted,55,7920,,0.031190700130537152,,2025-02-14,2025-04-09,100.0
pv,100,2025-04-11,True,fitted,55,7920,,0.0333746001124382,,2025-02-14,2025-04-09,100.0
load,101,2025-04-12,True,fitted,55,7920,,0.03245040006004274,,2025-02-15,2025-04-10,100.0
pv,101,2025-04-12,True,fitted,55,7920,,0.03218990005552769,,2025-02-15,2025-04-10,100.0
load,102,2025-04-13,True,fitted,55,7920,,0.031104799825698137,,2025-02-16,2025-04-11,100.0
pv,102,2025-04-13,True,fitted,55,7920,,0.03285009996034205,,2025-02-16,2025-04-11,100.0
load,103,2025-04-14,True,fitted,55,7920,,0.033535500057041645,,2025-02-17,2025-04-12,100.0
pv,103,2025-04-14,True,fitted,55,7920,,0.032899900106713176,,2025-02-17,2025-04-12,100.0
load,104,2025-04-15,True,fitted,55,7920,,0.03106039995327592,,2025-02-18,2025-04-13,100.0
pv,104,2025-04-15,True,fitted,55,7920,,0.032083099940791726,,2025-02-18,2025-04-13,100.0
load,105,2025-04-16,True,fitted,55,7920,,0.03214759984984994,,2025-02-19,2025-04-14,100.0
pv,105,2025-04-16,True,fitted,55,7920,,0.03266829997301102,,2025-02-19,2025-04-14,100.0
load,106,2025-04-17,True,fitted,55,7920,,0.03348280000500381,,2025-02-20,2025-04-15,100.0
pv,106,2025-04-17,True,fitted,55,7920,,0.03464900003746152,,2025-02-20,2025-04-15,100.0
load,107,2025-04-18,True,fitted,55,7920,,0.03423390001989901,,2025-02-21,2025-04-16,100.0
pv,107,2025-04-18,True,fitted,55,7920,,0.03362490003928542,,2025-02-21,2025-04-16,100.0
load,108,2025-04-19,True,fitted,55,7920,,0.03264150000177324,,2025-02-22,2025-04-17,100.0
pv,108,2025-04-19,True,fitted,55,7920,,0.03281160001643002,,2025-02-22,2025-04-17,100.0
load,109,2025-04-20,True,fitted,55,7920,,0.03251329995691776,,2025-02-23,2025-04-18,100.0
pv,109,2025-04-20,True,fitted,55,7920,,0.03295120014809072,,2025-02-23,2025-04-18,100.0
load,110,2025-04-21,True,fitted,55,7920,,0.03436450008302927,,2025-02-24,2025-04-19,100.0
pv,110,2025-04-21,True,fitted,55,7920,,0.03508329996839166,,2025-02-24,2025-04-19,100.0
load,111,2025-04-22,True,fitted,55,7920,,0.03275049990043044,,2025-02-25,2025-04-20,100.0
pv,111,2025-04-22,True,fitted,55,7920,,0.03634580015204847,,2025-02-25,2025-04-20,100.0
load,112,2025-04-23,True,fitted,55,7920,,0.036172700114548206,,2025-02-26,2025-04-21,100.0
pv,112,2025-04-23,True,fitted,55,7920,,0.03864229982718825,,2025-02-26,2025-04-21,100.0
load,113,2025-04-24,True,fitted,55,7920,,0.03272080002352595,,2025-02-27,2025-04-22,100.0
pv,113,2025-04-24,True,fitted,55,7920,,0.03289739997126162,,2025-02-27,2025-04-22,100.0
load,114,2025-04-25,True,fitted,55,7920,,0.03325279988348484,,2025-02-28,2025-04-23,100.0
pv,114,2025-04-25,True,fitted,55,7920,,0.03404170018620789,,2025-02-28,2025-04-23,100.0
load,115,2025-04-26,True,fitted,55,7920,,0.03283649985678494,,2025-03-01,2025-04-24,100.0
pv,115,2025-04-26,True,fitted,55,7920,,0.03537059994414449,,2025-03-01,2025-04-24,100.0
load,116,2025-04-27,True,fitted,55,7920,,0.03133779997006059,,2025-03-02,2025-04-25,100.0
pv,116,2025-04-27,True,fitted,55,7920,,0.03254289994947612,,2025-03-02,2025-04-25,100.0
load,117,2025-04-28,True,fitted,55,7920,,0.03455840004608035,,2025-03-03,2025-04-26,100.0
pv,117,2025-04-28,True,fitted,55,7920,,0.03417170001193881,,2025-03-03,2025-04-26,100.0
load,118,2025-04-29,True,fitted,55,7920,,0.030875999946147203,,2025-03-04,2025-04-27,100.0
pv,118,2025-04-29,True,fitted,55,7920,,0.03208959987387061,,2025-03-04,2025-04-27,100.0
load,119,2025-04-30,True,fitted,55,7920,,0.030667699873447418,,2025-03-05,2025-04-28,100.0
pv,119,2025-04-30,True,fitted,55,7920,,0.03182179993018508,,2025-03-05,2025-04-28,100.0
load,120,2025-05-01,True,fitted,55,7920,models/load_2025-05-01.txt,0.03382579982280731,,2025-03-06,2025-04-29,100.0
pv,120,2025-05-01,True,fitted,55,7920,models/pv_2025-05-01.txt,0.03382619982585311,,2025-03-06,2025-04-29,100.0
load,121,2025-05-02,True,fitted,55,7920,,0.031097899889573455,,2025-03-07,2025-04-30,100.0
pv,121,2025-05-02,True,fitted,55,7920,,0.03174660005606711,,2025-03-07,2025-04-30,100.0
load,122,2025-05-03,True,fitted,55,7920,,0.03129160008393228,,2025-03-08,2025-05-01,100.0
pv,122,2025-05-03,True,fitted,55,7920,,0.03251339984126389,,2025-03-08,2025-05-01,100.0
load,123,2025-05-04,True,fitted,55,7920,,0.031189699890092015,,2025-03-09,2025-05-02,100.0
pv,123,2025-05-04,True,fitted,55,7920,,0.032888999907299876,,2025-03-09,2025-05-02,100.0
load,124,2025-05-05,True,fitted,55,7920,,0.0316043000202626,,2025-03-10,2025-05-03,100.0
pv,124,2025-05-05,True,fitted,55,7920,,0.03273570002056658,,2025-03-10,2025-05-03,100.0
load,125,2025-05-06,True,fitted,55,7920,,0.03221899992786348,,2025-03-11,2025-05-04,100.0
pv,125,2025-05-06,True,fitted,55,7920,,0.03304679994471371,,2025-03-11,2025-05-04,100.0
load,126,2025-05-07,True,fitted,55,7920,,0.03160480014048517,,2025-03-12,2025-05-05,100.0
pv,126,2025-05-07,True,fitted,55,7920,,0.033082100097090006,,2025-03-12,2025-05-05,100.0
load,127,2025-05-08,True,fitted,55,7920,,0.032461300026625395,,2025-03-13,2025-05-06,100.0
pv,127,2025-05-08,True,fitted,55,7920,,0.03252549981698394,,2025-03-13,2025-05-06,100.0
load,128,2025-05-09,True,fitted,55,7920,,0.03089170018211007,,2025-03-14,2025-05-07,100.0
pv,128,2025-05-09,True,fitted,55,7920,,0.032404999947175384,,2025-03-14,2025-05-07,100.0
load,129,2025-05-10,True,fitted,55,7920,,0.03082480002194643,,2025-03-15,2025-05-08,100.0
pv,129,2025-05-10,True,fitted,55,7920,,0.03148110001347959,,2025-03-15,2025-05-08,100.0
load,130,2025-05-11,True,fitted,55,7920,,0.03083860012702644,,2025-03-16,2025-05-09,100.0
pv,130,2025-05-11,True,fitted,55,7920,,0.032652700087055564,,2025-03-16,2025-05-09,100.0
load,131,2025-05-12,True,fitted,55,7920,,0.03145379992201924,,2025-03-17,2025-05-10,100.0
pv,131,2025-05-12,True,fitted,55,7920,,0.031942700035870075,,2025-03-17,2025-05-10,100.0
load,132,2025-05-13,True,fitted,55,7920,,0.030713899992406368,,2025-03-18,2025-05-11,100.0
pv,132,2025-05-13,True,fitted,55,7920,,0.031920199980959296,,2025-03-18,2025-05-11,100.0
load,133,2025-05-14,True,fitted,55,7920,,0.0315650999546051,,2025-03-19,2025-05-12,100.0
pv,133,2025-05-14,True,fitted,55,7920,,0.03240519994869828,,2025-03-19,2025-05-12,100.0
load,134,2025-05-15,True,fitted,55,7920,,0.03357610013335943,,2025-03-20,2025-05-13,100.0
pv,134,2025-05-15,True,fitted,55,7920,,0.032167800003662705,,2025-03-20,2025-05-13,100.0
load,135,2025-05-16,True,fitted,55,7920,,0.0313038001768291,,2025-03-21,2025-05-14,100.0
pv,135,2025-05-16,True,fitted,55,7920,,0.03237770008854568,,2025-03-21,2025-05-14,100.0
load,136,2025-05-17,True,fitted,55,7920,,0.03225569985806942,,2025-03-22,2025-05-15,100.0
pv,136,2025-05-17,True,fitted,55,7920,,0.033020100090652704,,2025-03-22,2025-05-15,100.0
load,137,2025-05-18,True,fitted,55,7920,,0.03181300009600818,,2025-03-23,2025-05-16,100.0
pv,137,2025-05-18,True,fitted,55,7920,,0.0326324999332428,,2025-03-23,2025-05-16,100.0
load,138,2025-05-19,True,fitted,55,7920,,0.03241309989243746,,2025-03-24,2025-05-17,100.0
