date,fixed_total_cost_yuan,free_total_cost_yuan,free_minus_fixed_yuan,fixed_emergency_kWh,free_emergency_kWh,delta_emergency_kWh
2025-02-21,18389.70615936641,18344.16892369019,-45.53723567622001,0.0,0.0,0.0
2025-02-22,17964.729350924314,17958.454764846334,-6.27458607797962,2.392122553127763,2.392122553127763,0.0
2025-02-23,47162.824575899904,47152.877830407546,-9.946745492357877,22.869948433078207,28.01238393496012,5.142435501881913
2025-02-24,48473.15657923968,48464.22487661413,-8.931702625552134,19.965664742987315,19.965664742987315,0.0
2025-02-25,48583.22223382989,48564.992250457675,-18.22998337221361,59.33638246299961,59.33638246299961,0.0
2025-02-26,46957.13399230506,46938.34374719689,-18.79024510817544,0.0,0.0,0.0
2025-02-27,47284.76405497635,47254.05250496433,-30.71155001201987,169.5787336371565,169.5787336371565,0.0
2025-02-28,17889.018192571664,17836.829820460323,-52.18837211134087,0.0,0.0,0.0
2025-03-01,17496.257018256878,17453.179596231366,-43.07742202551162,0.0,0.0,0.0
2025-03-02,67133.83959083045,67391.65574275219,257.8161519217392,3348.280620335666,3473.947344424319,125.66672408865315
2025-03-03,50317.4402647145,50483.80997161771,166.36970690320595,436.4515230765927,552.7411638936497,116.28964081705703
2025-03-04,48208.8183753443,48175.68491601767,-33.133459326629236,0.0,0.0,0.0
2025-03-05,47981.324986478656,47976.78278335098,-4.542203127675748,3.286666666666747,3.286666666666747,0.0
2025-03-06,46870.68955068295,46848.133699744045,-22.555850938908407,0.0,0.0,0.0
2025-03-07,17155.207019344893,17152.347688632715,-2.859330712177325,0.0,0.0,0.0
2025-03-08,16404.683204725832,16341.988491542945,-62.694713182887426,0.0,0.0,0.0
2025-03-09,45991.65828436492,45954.86282516855,-36.79545919637167,0.0,0.0,0.0
2025-03-10,44977.63801812359,44960.81758953843,-16.8204285851607,0.0,0.0,0.0
2025-03-11,47602.638393028756,47606.46806937378,3.82967634502711,0.0,0.0,0.0
2025-03-12,43955.573550071276,43892.93313904474,-62.64041102653573,0.0,0.0,0.0
2025-03-13,50161.73750859311,50169.28307574891,7.545567155793833,986.246678724616,986.246678724616,0.0
2025-03-14,16932.830596909895,16868.35478346792,-64.47581344197533,0.0,0.0,0.0
2025-03-15,16256.600803496387,16091.20900136869,-165.3918021276968,0.0,0.0,0.0
2025-03-16,44468.0829717473,44426.605628684156,-41.47734306314669,1.6400000000001,1.6400000000001,0.0
2025-03-17,43028.08849983858,43015.67413623811,-12.414363600473735,0.0,0.0,0.0
2025-03-18,42650.994334919924,42572.37317813044,-78.62115678948612,0.0,0.0,0.0
2025-03-19,41643.85826402693,41618.47476714204,-25.38349688488961,0.0,0.0,0.0
2025-03-20,42121.24764614076,42052.03607770525,-69.21156843550852,0.0,0.0,0.0
2025-03-21,15851.896439545017,15700.731017048425,-151.16542249659142,0.0,0.0,0.0
2025-03-22,15969.436346501272,15836.872787386295,-132.56355911497667,0.0,0.0,0.0
2025-03-23,39053.585674447226,39011.46566673851,-42.120007708712365,0.0,0.0,0.0
2025-03-24,39328.92865031987,39299.24073980419,-29.687910515676776,0.0,0.0,0.0
2025-03-25,40476.854567124625,40418.51407936643,-58.34048775819247,0.0,0.0,0.0
2025-03-26,40282.54469866201,40266.658435013815,-15.886263648193562,0.0,0.0,0.0
2025-03-27,40112.36878894549,40071.54657019863,-40.82221874685638,0.0,0.0,0.0
2025-03-28,15427.796490116767,15275.751549375398,-152.04494074136892,0.0,0.0,0.0
2025-03-29,14902.51509323572,14636.734709849088,-265.780383386631,0.0,0.0,0.0
2025-03-30,37515.58876666967,37493.58073232428,-22.008034345395572,0.0,0.0,0.0
2025-03-31,37339.85715146452,37294.66970909585,-45.187442368674965,0.0,0.0,0.0
2025-04-01,47691.34114523385,47818.65603711134,127.31489187748957,1483.580450526522,1511.4722449311585,27.891794404636357
2025-04-02,47175.236087291276,47298.995599517744,123.75951222646836,1671.5658500000002,1708.4132271939252,36.84737719392501
2025-04-03,40577.21147266017,40503.152097829945,-74.05937483022717,0.0,0.0,0.0
2025-04-04,14787.073219743734,14556.853525841527,-230.21969390220693,0.0,0.0,0.0
2025-04-05,14687.402932808376,14459.992196517846,-227.41073629053062,0.0,0.0,0.0
2025-04-06,38588.29753189312,38549.4439893703,-38.853542522818316,0.0,0.0,0.0
2025-04-07,38145.78929631177,38074.57580228084,-71.21349403093336,0.0,0.0,0.0
2025-04-08,38183.72065357996,38170.05370371113,-13.666949868835218,0.0,0.0,0.0
2025-04-09,38201.99147111788,38179.944555512986,-22.046915604893,0.0,0.0,0.0
2025-04-10,38991.15465157452,38974.89131568054,-16.263335893978365,0.0,0.0,0.0
2025-04-11,14326.663943284342,14098.207572088762,-228.45637119557978,0.0,0.0,0.0
2025-04-12,14474.91223343706,14264.426132331682,-210.4861011053781,0.0,0.0,0.0
2025-04-13,37598.57658217545,37545.6051571936,-52.97142498184985,0.0,0.0,0.0
2025-04-14,37427.11927594084,37396.20469886388,-30.91457707695372,0.0,0.0,0.0
2025-04-15,36972.46056261991,36907.42404367014,-65.0365189497752,0.0,0.0,0.0
2025-04-16,37116.05082552729,37054.117791411234,-61.93303411605302,0.0,0.0,0.0
2025-04-17,37034.97820535842,36997.545765133436,-37.43244022498402,0.0,0.0,0.0
2025-04-18,13917.1917572772,13619.162046842766,-298.0297104344336,0.0,0.0,0.0
2025-04-19,13916.48530007596,13575.911141508079,-340.57415856788066,0.0,0.0,0.0
2025-04-20,36464.67499367253,36414.062555278906,-50.61243839362578,0.0,0.0,0.0
2025-04-21,36645.846147750875,36603.36952558463,-42.47662216624303,0.0,0.0,0.0
2025-04-22,34833.997761300234,34812.6105375055,-21.3872237947362,0.0,0.0,0.0
2025-04-23,36120.33269463212,36089.338321793744,-30.994372838373238,0.0,0.0,0.0
2025-04-24,36006.74889111588,35952.0026888164,-54.7462022994805,0.0,0.0,0.0
2025-04-25,13183.766499203619,12875.145832161856,-308.6206670417632,0.0,0.0,0.0
2025-04-26,13348.530297585232,13079.567321190525,-268.96297639470686,0.0,0.0,0.0
2025-04-27,37472.700455738675,37461.05194783877,-11.648507899903052,650.8179860384297,650.8179860384297,0.0
2025-04-28,51375.47257406933,51347.71799585862,-27.75457821071177,2461.394078695659,2461.394078695659,0.0
2025-04-29,35817.734268036,35800.400511843254,-17.333756192747387,0.0,0.0,0.0
2025-04-30,34983.63759034694,34943.993709094684,-39.64388125225378,0.0,0.0,0.0
2025-05-01,45193.79555357983,46333.41716747659,1139.6216138967575,1685.3174854572894,2252.7757485486472,567.4582630913578
2025-05-02,25247.448262380334,25556.90004067651,309.4517782961775,1880.4738537727121,2228.2680228638847,347.79416909117253
2025-05-03,20310.855265300856,20204.857381290145,-105.99788401071055,1061.9016667452433,1167.6488406475892,105.74717390234582
2025-05-04,43962.242737085144,44490.126415405924,527.8836783207807,842.1996564549164,1112.9027956037291,270.70313914881274
2025-05-05,41134.2729386234,41010.737410025446,-123.53552859795309,440.65769371293266,440.65769371293266,0.0
2025-05-06,39662.48259083146,39934.76604230761,272.2834514761489,0.0,140.55726689682422,140.55726689682422
2025-05-07,40890.47447859043,40841.86639861233,-48.6080799781048,278.73358871959863,278.73358871959863,0.0
2025-05-08,40496.19460472006,40458.6451154678,-37.54948925226199,35.999250000000075,35.999250000000075,0.0
2025-05-09,15174.210058771987,14829.912847446276,-344.29721132571103,0.0,0.0,0.0
2025-05-10,15364.985715343835,15056.08455392459,-308.9011614192459,0.0,0.0,0.0
2025-05-11,40399.2182247519,40423.63441877135,24.416194019446266,233.0495920826903,233.0495920826903,0.0
2025-05-12,39442.7511592196,39394.30488184883,-48.446277370770986,0.0,0.0,0.0
2025-05-13,39058.26148088682,39015.62532322121,-42.636157665605424,0.0,0.0,0.0
2025-05-14,39369.790314322825,39225.38367554464,-144.40663877818588,0.0,0.0,0.0
2025-05-15,39083.18668521476,39007.98449169078,-75.20219352397544,0.0,0.0,0.0
2025-05-16,15408.335683093466,15034.898956665975,-373.4367264274915,0.0,0.0,0.0
2025-05-17,15336.12391594576,15018.864900448423,-317.2590154973368,0.0,0.0,0.0
2025-05-18,38159.84672730807,38125.23575744643,-34.61096986163466,0.0,0.0,0.0
2025-05-19,38348.59139445122,38279.83218084589,-68.75921360532811,67.00333333333344,67.00333333333344,0.0
2025-05-20,37444.835476745684,37363.93548339614,-80.89999334954337,0.0,0.0,0.0
2025-05-21,38339.492119209826,38292.520827017746,-46.97129219208,0.0,0.0,0.0
2025-05-22,38066.134315975694,37981.035981874265,-85.09833410142892,0.0,0.0,0.0
2025-05-23,15473.83990921992,15065.107623510265,-408.7322857096551,0.0,0.0,0.0
2025-05-24,15573.149181668041,15151.656029548956,-421.4931521190847,0.0,0.0,0.0
2025-05-25,37443.250451487445,37294.956911126195,-148.29354036125005,0.0,0.0,0.0
2025-05-26,37411.2277407723,37294.02590269296,-117.2018380793379,0.0,0.0,0.0
2025-05-27,38187.282507389966,38081.92161232241,-105.36089506755525,0.0,0.0,0.0
2025-05-28,37300.32889173432,37200.50521369318,-99.8236780411462,0.0,0.0,0.0
2025-05-29,37913.66696316954,37783.67531921983,-129.99164394971012,8.41228353864767,8.41228353864767,0.0
2025-05-30,15635.12074244887,15142.286621249199,-492.83412119967034,0.0,0.0,0.0
2025-05-31,15584.457628505574,15177.59130588118,-406.86632262439343,0.0,0.0,0.0
2025-06-01,102913.8555440147,103869.11845947048,955.2629154557799,10038.614660594303,10640.299558494882,601.684897900579
2025-06-02,63631.267515948515,64095.50799611884,464.2404801703233,2809.5737688821678,3173.593110178834,364.0193412966664
2025-06-03,48239.40524463518,48143.797215054256,-95.60802958092245,636.2784899965902,713.255885751521,76.97739575493074
2025-06-04,48320.91997818223,48324.71119475009,3.791216567857191,17.78105893421798,63.10520187025509,45.324142936037106
2025-06-05,50004.69798296896,49949.448049899045,-55.24993306991382,82.21092747886189,82.21092747886189,0.0
2025-06-06,25229.765485290227,25044.33223334982,-185.43325194040517,512.6443815907971,512.6443815907971,0.0
2025-06-07,22743.57244161904,22481.41164147685,-262.16080014218824,0.0,0.0,0.0
2025-06-08,58043.3050312279,57956.550535639064,-86.75449558883702,0.0,0.0,0.0
2025-06-09,51454.16998298464,51235.27921130686,-218.89077167778305,265.87974414571875,265.87974414571875,0.0
2025-06-10,53392.320774467444,53316.45656970511,-75.86420476233616,32.79018205190357,32.79018205190357,0.0
2025-06-11,53195.80728803857,53178.874062252275,-16.933225786298863,9.645101164713083,9.645101164713083,0.0
2025-06-12,56548.17561770564,56506.04434059741,-42.13127710823028,3.2145203497772172,3.2145203497772172,0.0
2025-06-13,22414.667231393192,22191.658861151234,-223.0083702419579,0.0,0.0,0.0
2025-06-14,23210.544090585237,23094.055385077852,-116.48870550738502,0.0,0.0,0.0
2025-06-15,53750.06921566584,53704.77180220025,-45.29741346558876,0.0,0.0,0.0
2025-06-16,54113.41303855258,54024.90007849757,-88.51296005500626,24.506391675418058,24.506391675418058,0.0
2025-06-17,55049.688061929104,54909.40675121477,-140.28131071433745,41.959512548406565,41.959512548406565,0.0
2025-06-18,55896.38941135679,55831.67096692128,-64.71844443550799,12.194998064151264,12.194998064151264,0.0
2025-06-19,54271.17166551152,54160.99978597414,-110.17187953738176,76.47263984127903,76.47263984127903,0.0
2025-06-20,21695.28963016663,21327.470869858906,-367.818760307724,0.0,0.0,0.0
2025-06-21,20973.571497891404,20595.580513934245,-377.9909839571592,0.0,0.0,0.0
2025-06-22,51531.053748851,51421.05102109559,-110.00272775541089,0.0,0.0,0.0
2025-06-23,52222.525484633385,52062.50579172578,-160.01969290760462,0.0,0.0,0.0
2025-06-24,58294.856497071756,58191.53066934708,-103.32582772467867,1512.9586012666755,1512.9586012666755,0.0
2025-06-25,53312.77215422165,53167.1341363086,-145.63801791305013,0.0,0.0,0.0
2025-06-26,51970.294451722846,51850.87458109557,-119.41987062727276,8.754470589140169,8.754470589140169,0.0
2025-06-27,20665.888714963345,20283.64251640712,-382.24619855622586,0.0,0.0,0.0
2025-06-28,20722.915221536732,20258.436244671477,-464.4789768652554,0.0,0.0,0.0
2025-06-29,52683.53131210003,52572.33767662319,-111.19363547684043,0.0,0.0,0.0
2025-06-30,52956.35151929733,52712.08284378884,-244.26867550848692,0.0,0.0,0.0
2025-07-01,61143.84432467527,62121.22369436894,977.37936969367,1528.142523003654,2117.7192122579136,589.5766892542595
2025-07-02,57889.69792825344,57715.3274640785,-174.37046417493548,96.42120598538907,178.46594246181576,82.04473647642669
2025-07-03,55073.933562055165,54989.73673199905,-84.19683005611296,47.5369826136689,47.5369826136689,0.0
2025-07-04,25813.71206377207,25584.406496021635,-229.30556775043442,0.0,0.0,0.0
2025-07-05,26137.330696934765,25920.883865158627,-216.44683177613842,0.0,0.0,0.0
2025-07-06,84418.69102762711,84954.50144718499,535.810419557878,5470.042850684405,5800.398955038063,330.35610435365834
2025-07-07,56956.64166857253,56881.73069233799,-74.9109762345397,15.593547531234435,67.55396256558447,51.960415034350035
2025-07-08,57840.66934846825,57755.43775172396,-85.23159674428462,3.856001554036652,3.856001554036652,0.0
2025-07-09,52425.77333198003,52153.84580528759,-271.9275266924451,87.64634129125761,87.64634129125761,0.0
2025-07-10,53288.40986945482,53192.731005921414,-95.67886353340873,110.91814368001212,110.91814368001212,0.0
2025-07-11,26044.56122770546,25807.937912531695,-236.62331517376515,0.0,0.0,0.0
2025-07-12,25627.685129894482,25335.999724340967,-291.685405553515,0.0,0.0,0.0
2025-07-13,52705.688641422224,52671.83443581826,-33.854205603965966,142.88754799694777,142.88754799694777,0.0
2025-07-14,51900.45027786755,51822.59912588474,-77.85115198280982,164.3773634752431,164.3773634752431,0.0
2025-07-15,52157.15168118252,52056.9797459872,-100.17193519532157,0.0,0.0,0.0
2025-07-16,52166.32141350486,52021.48097347923,-144.84044002563314,48.42224944655993,48.42224944655993,0.0
2025-07-17,52183.861379910544,52150.87404017108,-32.987339739462186,16.210144425121484,16.210144425121484,0.0
2025-07-18,29539.468763272722,29288.011655043738,-251.457108228984,0.0,0.0,0.0
2025-07-19,25794.282646181447,25338.259842618434,-456.02280356301344,0.0,0.0,0.0
2025-07-20,51073.75332898741,50918.17038629146,-155.58294269595353,6.8123195112275425,6.8123195112275425,0.0
2025-07-21,52867.6114794826,52770.03940899479,-97.57207048781129,0.0,0.0,0.0
2025-07-22,54935.21214067369,54753.368804252335,-181.84333642135607,11.851199630500673,11.851199630500673,0.0
2025-07-23,54629.62124022248,54521.193564967776,-108.42767525470117,0.0,0.0,0.0
2025-07-24,53881.919010658705,53674.48508642603,-207.43392423267505,0.0,0.0,0.0
2025-07-25,26254.27368188793,25867.141682387053,-387.131999500878,0.0,0.0,0.0
2025-07-26,26538.18484968219,26118.59471628854,-419.59013339365265,0.0,0.0,0.0
2025-07-27,54134.14802312054,53952.565607217184,-181.5824159033582,249.38685155555544,249.38685155555544,0.0
2025-07-28,53097.89806361188,52964.74892677948,-133.14913683239865,64.45756835575438,64.45756835575438,0.0
2025-07-29,56995.97776675481,56866.23656059891,-129.74120615590073,0.0,0.0,0.0
2025-07-30,55169.75383292415,54952.95916906065,-216.79466386350396,0.0,0.0,0.0
2025-07-31,54895.156742609695,54680.9399881189,-214.2167544907934,0.0,0.0,0.0
2025-08-01,26922.311665775458,26500.24617335138,-422.0654924240771,0.0,0.0,0.0
2025-08-02,26225.269331760926,25762.49571306147,-462.77361869945526,0.0,0.0,0.0
2025-08-03,51587.224565377874,51363.02105597024,-224.20350940763456,88.32649717448601,88.32649717448601,0.0
2025-08-04,49643.86844444905,49565.214050827744,-78.65439362130564,0.7958510847402067,0.7958510847402067,0.0
2025-08-05,46922.094224984015,46832.6323661777,-89.46185880631674,0.0,0.0,0.0
2025-08-06,52800.92856402937,52735.809836389286,-65.11872764008149,866.6643956511612,866.6643956511612,0.0
2025-08-07,48295.45826985746,48187.56859993455,-107.88966992290807,11.437934344903738,11.437934344903738,0.0
2025-08-08,24865.707441351184,24590.433775130266,-275.2736662209172,0.0,0.0,0.0
2025-08-09,23881.7228491603,23533.096996865315,-348.6258522949829,0.0,0.0,0.0
2025-08-10,45806.4035432695,45755.443523041016,-50.96002022848552,5.862469086058468,5.862469086058468,0.0
2025-08-11,47635.80312283638,47533.447523508126,-102.35559932825709,42.567719914798204,42.567719914798204,0.0
2025-08-12,48760.7864493423,48711.41627135829,-49.37017798400484,209.85250484186997,209.85250484186997,0.0
2025-08-13,47154.21907377212,47084.55108425496,-69.66798951715464,87.01022059917159,87.01022059917159,0.0
2025-08-14,47325.75443788938,47225.585101118515,-100.1693367708649,85.89197652116127,85.89197652116127,0.0
2025-08-15,24046.56547648957,23739.792499456,-306.77297703356817,0.0,0.0,0.0
2025-08-16,24152.610900664098,23823.988636465107,-328.6222641989916,0.0,0.0,0.0
2025-08-17,47179.90003361282,47132.00454962558,-47.895483987245825,135.0077478699393,135.0077478699393,0.0
2025-08-18,47228.88838829753,47140.772026886625,-88.11636141090275,153.01939196994147,153.01939196994147,0.0
2025-08-19,47755.84335604965,47641.26367387326,-114.579682176387,97.64092808783482,97.64092808783482,0.0
2025-08-20,61345.95855899717,61220.17604445245,-125.78251454472047,2321.0849484915852,2321.084948491587,1.8189894035458565e-12
2025-08-21,47144.874191128765,47092.11418412315,-52.76000700561417,25.663950523654307,25.663950523654307,0.0
2025-08-22,24718.317679670763,24519.180352415464,-199.13732725529917,0.0,0.0,0.0
2025-08-23,24303.379035546553,24103.965503149124,-199.41353239742966,0.0,0.0,0.0
2025-08-24,48634.13591908717,48564.65021043155,-69.48570865562215,0.0,0.0,0.0
2025-08-25,48524.463811789436,48444.1829935967,-80.28081819273211,61.603830516341986,61.603830516341986,0.0
2025-08-26,49394.15391450301,49334.414593984104,-59.739320518907334,8.861320140572843,8.861320140572843,0.0
2025-08-27,48986.74373177878,48864.678210271355,-122.06552150742209,14.21475289044622,14.21475289044622,0.0
2025-08-28,49294.71407644271,49254.99058078972,-39.72349565298646,91.47142906548106,91.47142906548106,0.0
2025-08-29,25317.06420791582,25121.441228132313,-195.62297978350762,0.0,0.0,0.0
2025-08-30,24758.754408978028,24563.289396910593,-195.46501206743415,0.0,0.0,0.0
2025-08-31,50031.97541248909,50000.99147292499,-30.98393956410291,31.375909131537014,31.375909131537014,0.0
2025-09-01,49661.71336101043,49552.78091998842,-108.93244102200697,0.0,0.0,0.0
2025-09-02,47127.20196481824,46744.684481361764,-382.517483456475,0.0,0.0,0.0
2025-09-03,48016.27100863888,47677.991641104556,-338.2793675343273,0.0,0.0,0.0
2025-09-04,40209.56145856001,39910.28409149731,-299.27736706269934,5.845527181324769,5.845527181324769,0.0
2025-09-05,20793.101681629763,20406.191993798115,-386.9096878316486,0.0,0.0,0.0
2025-09-06,17850.09623036209,17404.739042835,-445.35718752709,0.0,0.0,0.0
2025-09-07,39474.845609573764,39334.90469463423,-139.94091493953601,0.0,0.0,0.0
2025-09-08,75974.20791408473,77253.09562366517,1278.8877095804346,6488.1719477177985,7186.245775825404,698.0738281076056
2025-09-09,43876.2816571033,43811.39388411008,-64.887772993221,0.0,146.95707761295034,146.95707761295034
2025-09-10,44120.43037468774,43978.175059704576,-142.2553149831656,296.37601666666563,296.37601666666563,0.0
2025-09-11,42514.53974194359,42349.74063209673,-164.79910984686285,0.0,0.0,0.0
2025-09-12,19781.4608564058,19487.644686649022,-293.8161697567775,0.0,0.0,0.0
2025-09-13,18377.173591490344,18092.572923952997,-284.60066753734645,0.0,0.0,0.0
2025-09-14,42662.04862322375,42617.67217899113,-44.376444232621,0.0,0.0,0.0
2025-09-15,41565.468952915806,41561.77494346794,-3.694009447863209,1.1717666666667128,1.1717666666667128,0.0
2025-09-16,43371.218642199616,43302.27874143261,-68.9399007670072,8.238266666666732,8.238266666666732,0.0
2025-09-17,41875.60206607476,41846.89143087543,-28.710635199327953,7.629166666666833,7.629166666666833,0.0
2025-09-18,41491.872439009334,41460.90250912456,-30.96992988477723,8.68985869932678,8.68985869932678,0.0
2025-09-19,19484.09412530101,19357.256656693637,-126.83746860737301,0.0,0.0,0.0
2025-09-20,18268.4752502117,18027.881596873445,-240.59365333825554,0.0,0.0,0.0
2025-09-21,43676.42619884899,43611.421830645006,-65.00436820398318,0.0,0.0,0.0
2025-09-22,43077.326109141155,42979.48809145455,-97.83801768660487,19.555900000000065,19.555900000000065,0.0
2025-09-23,45684.89106852904,45645.23857765893,-39.65249087011034,409.6814164790937,409.6814164790937,0.0
2025-09-24,43953.32363909075,43890.15166594637,-63.1719731443809,0.0,0.0,0.0
2025-09-25,43846.71851901333,43745.67269810302,-101.04582091030898,15.37166666666667,15.37166666666667,0.0
2025-09-26,19228.04674519011,19167.170079865755,-60.87666532435469,0.0,0.0,0.0
2025-09-27,18853.720173726793,18706.886065330666,-146.8341083961277,0.0,0.0,0.0
2025-09-28,44404.02433093813,44325.99921967182,-78.02511126630998,5.868333333333339,5.868333333333339,0.0
2025-09-29,45590.411480536204,45566.83302281962,-23.578457716583216,244.1220704747144,244.1220704747144,0.0
2025-09-30,46311.90534045598,46271.10355441367,-40.801786042313324,241.75636429766723,241.75636429766553,-1.7053025658242404e-12
2025-10-01,45119.75337683148,45092.9584351914,-26.79494164008065,0.0,0.0,0.0
2025-10-02,42125.34808894629,41997.36937290993,-127.97871603635576,0.0,0.0,0.0
2025-10-03,17212.26590601506,16969.226328398294,-243.03957761676793,0.0,0.0,0.0
2025-10-04,17009.210642848553,16691.92059121234,-317.2900516362133,0.0,0.0,0.0
2025-10-05,39047.660524312836,38972.304363717936,-75.35616059489985,0.0,0.0,0.0
2025-10-06,40868.86947906025,40827.8868607445,-40.982618315756554,0.0,0.0,0.0
2025-10-07,40408.11075678534,40326.03638210958,-82.07437467575801,0.0,0.0,0.0
2025-10-08,40012.43898598714,39934.09037551784,-78.34861046930018,291.03437878622253,291.03437878622253,0.0
2025-10-09,39613.41633251041,39617.01618164221,3.59984913180233,0.0,0.0,0.0
2025-10-10,16405.054486667617,16320.938456809554,-84.11602985806348,0.0,0.0,0.0
2025-10-11,16708.07790913136,16683.215021995846,-24.86288713551403,0.0,0.0,0.0
2025-10-12,39659.8082379407,39607.063361243825,-52.74487669687369,20.929933333333338,20.929933333333338,0.0
2025-10-13,41415.57636317819,41384.97723237097,-30.5991308072189,0.0,0.0,0.0
2025-10-14,41344.20588717002,41293.603718238315,-50.60216893170582,0.0,0.0,0.0
2025-10-15,42316.083309884394,42303.17079778949,-12.912512094902922,248.73778964634263,248.73778964634263,0.0
2025-10-16,49162.5704607894,49108.78082312707,-53.7896376623321,999.7201469648747,999.7201469648747,0.0
2025-10-17,17656.53886377495,17600.67240341719,-55.866460357759934,0.0,0.0,0.0
2025-10-18,17574.045885853007,17513.01663218479,-61.02925366821728,0.0,0.0,0.0
2025-10-19,45166.95927439866,45159.82911608787,-7.130158310785191,277.085224585657,277.085224585657,0.0
2025-10-20,45550.142608205766,45498.68045381015,-51.46215439561638,83.48286012000993,83.48286012000993,0.0
2025-10-21,45232.18669069659,45227.27965574374,-4.907034952848335,0.0,0.0,0.0
2025-10-22,46173.02918323648,46118.81384153498,-54.21534170149971,71.00391661739775,71.00391661739775,0.0
2025-10-23,45706.79681757345,45685.78304478044,-21.013772793012322,0.0,0.0,0.0
2025-10-24,18091.029650526787,18053.826391353552,-37.20325917323498,105.63746487083898,105.63746487083898,0.0
2025-10-25,18009.014250131277,17978.73672613823,-30.27752399304518,0.0,0.0,0.0
2025-10-26,46312.90241060262,46284.37436079653,-28.528049806089257,0.0,0.0,0.0
2025-10-27,46402.10603245467,46345.99691607216,-56.109116382511274,14.982249360756782,14.982249360756782,0.0
2025-10-28,46515.42413247445,46482.24668750045,-33.177444974004175,0.0,0.0,0.0
2025-10-29,50049.96682597925,50009.52906723825,-40.43775874100538,668.4083655376676,668.4083655376676,0.0
2025-10-30,46836.680826836535,46821.599335553045,-15.081491283490323,0.896166928002117,0.896166928002117,0.0
2025-10-31,18289.395025606238,18282.32295449246,-7.072071113776474,0.0,0.0,0.0
2025-11-01,18371.685376953625,18314.908171549694,-56.777205403930566,0.0,0.0,0.0
2025-11-02,49009.77750806955,48982.58716654344,-27.190341526111297,168.11076879464997,168.11076879464997,0.0
2025-11-03,48915.35534738436,48882.521747225444,-32.833600158912304,0.0,0.0,0.0
2025-11-04,49374.156299109505,49362.74750233048,-11.408796779025579,49.13149819515604,49.13149819515604,0.0
2025-11-05,49299.586647109696,49259.769389415414,-39.81725769428158,0.0,0.0,0.0
2025-11-06,49195.49268800024,49207.996821131426,12.5041331311877,0.0,0.0,0.0
2025-11-07,18967.024637826486,18950.0782918253,-16.946346001186612,0.0,0.0,0.0
2025-11-08,18811.62139202216,18778.58755745213,-33.033834570029285,0.0,0.0,0.0
2025-11-09,49667.35079057097,49636.44148898167,-30.90930158930132,0.0,0.0,0.0
2025-11-10,50477.852510486715,50445.90539222685,-31.94711825986451,0.0,0.0,0.0
2025-11-11,51596.99483240214,51561.476598363304,-35.518234038834635,0.0,0.0,0.0
2025-11-12,51480.28937508928,51458.83188004584,-21.457495043447125,0.0,0.0,0.0
2025-11-13,50926.68444617695,50877.697958441204,-48.98648773574678,0.0,0.0,0.0
2025-11-14,19534.206002711417,19484.69270381902,-49.51329889239787,0.0,0.0,0.0
2025-11-15,19353.28498884948,19257.437937458588,-95.84705139089056,0.0,0.0,0.0
2025-11-16,51987.374322001786,51949.3819370647,-37.992384937082534,0.0,0.0,0.0
2025-11-17,52751.654534633584,52745.21743726518,-6.437097368405375,0.0,0.0,0.0
2025-11-18,51424.097899449676,51392.62908805011,-31.46881139956531,0.0,0.0,0.0
2025-11-19,52993.52682311984,52983.095396036246,-10.431427083596645,1.3850000000001046,1.3850000000001046,0.0
