date,delta_total,delta_emergency,delta_unused
2025-03-26,8.030295768337965,0.0,39.4966419753091
2025-03-27,13.470016175568162,0.0,59.803566666666484
2025-03-28,110.3492649337004,0.0,43.6477539094667
2025-03-29,100.50045011156726,0.0,103.60218333333614
2025-03-30,36.8015534842998,0.0,17.57736666666733
2025-03-31,3.345564411363739,0.0,78.28794567901605
2025-04-01,30.76649420709873,0.0,82.10927716049355
2025-04-02,31.612051100615645,0.0,20.687316666666447
2025-04-03,4.144804311828921,0.0,38.510066666667626
2025-04-04,104.35148191193366,0.0,85.93597242798205
2025-04-05,120.7272928296843,0.0,13.376729012350552
2025-04-06,-5.5057553778460715,0.0,27.542733333331853
2025-04-07,7.549233869976888,0.0,26.39243333333161
2025-04-08,6.406015295055113,0.0,19.380183333329114
2025-04-09,3.9739785795245552,0.0,34.77493127572143
2025-04-10,11.144704311234818,0.0,112.40979999999763
2025-04-11,131.10391038069793,0.0,25.31315144032851
2025-04-12,93.30597619571927,0.0,124.54593888889212
2025-04-13,36.645755004872626,0.0,107.12588333333224
2025-04-14,41.57172588676622,0.0,32.312476543207595
2025-04-15,13.73886377724557,0.0,90.08320000000276
2025-04-16,34.30105506222753,0.0,47.86136481481367
2025-04-17,18.054105651528516,0.0,67.66290000000117
2025-04-18,115.68665139044788,0.0,113.20457839506344
2025-04-19,129.30395544313433,0.0,84.96004382716637
2025-04-20,27.319960991182597,0.0,41.86743662551453
2025-04-21,12.368935697151755,0.0,76.49478333333172
2025-04-22,28.480113802608685,0.0,22.522641769544407
2025-04-23,7.091699238961155,0.0,88.49205000000165
2025-04-24,33.66180188229919,0.0,36.31300000000738
2025-04-25,105.63207237796814,0.0,73.86916543210464
2025-04-26,109.81403262052663,0.0,30.430333744861855
2025-04-27,1.6334067986463197,0.0,53.63806707818776
2025-04-28,20.11971043950325,0.0,76.51361666666526
2025-04-29,28.47051221494621,0.0,79.41474999999991
2025-04-30,28.860118433214666,0.0,45.84120000000257
2025-05-01,15.362201448791893,0.0,9.094947017729282e-13
2025-05-02,87.41172392273438,0.0,11.540653292177012
2025-05-03,91.02671329510122,0.0,14.512784979429853
2025-05-04,-1.4152730814603274,0.0,1.1444037036999362
2025-05-05,-3.3399921447999077,0.0,9.094947017729282e-13
2025-05-06,-8.104001488864014,0.0,22.271133333333637
2025-05-07,4.668410412843514,0.0,31.960566666665727
2025-05-08,8.538521121772646,0.0,92.1457689300405
2025-05-09,126.11735538334688,0.0,145.38876666665965
2025-05-10,144.74386104955192,0.0,82.52593333334153
2025-05-11,31.59848781808978,0.0,34.23934999999983
2025-05-12,10.610532315382443,0.0,138.0100333333321
2025-05-13,54.95881096597441,0.0,38.25274999999874
2025-05-14,12.330752045483678,0.0,29.114383333329897
2025-05-15,7.337987348088063,0.0,77.5318500000003
2025-05-16,121.08822656122538,0.0,54.522586831277295
2025-05-17,97.46672764140021,0.0,118.56638168724021
2025-05-18,35.13735796537367,0.0,121.83399999999892
2025-05-19,48.215014658395376,0.0,34.48949999999604
2025-05-20,10.661083831553697,0.0,54.44306666666739
2025-05-21,19.209637006628327,0.0,43.708261111110914
2025-05-22,14.956474412923853,0.0,121.01640000000043
2025-05-23,136.73081869790076,0.0,215.33142880658488
2025-05-24,164.8583813270161,0.0,50.38275000000067
2025-05-25,9.308332828826678,0.0,139.74460000000363
2025-05-26,55.66470787745493,0.0,161.33871666666505
2025-05-27,65.03145848496206,0.0,113.1733000000022
2025-05-28,44.34928746193327,0.0,126.07366666666894
2025-05-29,50.057044998065976,0.0,57.54916255144235
2025-05-30,115.28246305383618,0.0,108.7079314835355
2025-05-31,120.66638325773602,0.0,126.06625843621077
2025-06-01,178.57736370168277,133.09580690467556,0.0
2025-06-02,-15.86296582553041,0.0,-21.149423868315353
2025-06-03,-19.63497912807361,0.0,-35.903353909464386
2025-06-04,-17.830905788250675,0.0,-19.618086419747215
2025-06-05,-15.170968747595907,0.0,-19.614567901234295
2025-06-06,82.16818256803526,0.0,7.09528806584558
2025-06-07,58.393744955352304,0.0,66.06706337448213
2025-06-08,26.091650702714105,0.0,251.93616666666276
2025-06-09,104.47318041407561,0.0,208.52551666666477
2025-06-10,85.55381809570099,0.0,191.93685000000187
2025-06-11,78.57253170759941,0.0,233.29396666666526
2025-06-12,96.65775645382382,0.0,229.60616666666283
2025-06-13,173.92982259208293,0.0,273.6348430041144
2025-06-14,184.0255254659387,0.0,228.44134074074645
2025-06-15,83.91124275802576,0.0,217.28333333333467
2025-06-16,90.594481705004,0.0,291.31661666666514
2025-06-17,121.71086323882628,0.0,169.32991666666567
2025-06-18,69.04508342315967,0.0,223.83290000000306
2025-06-19,92.86549235925486,0.0,277.84029999999984
2025-06-20,191.701057862967,0.0,192.03366748971894
2025-06-21,154.7951888790958,0.0,247.33817674897364
2025-06-22,91.92510322271846,0.0,189.82256666666945
2025-06-23,77.63265233567654,0.0,157.16309999999976
2025-06-24,63.99735037573555,0.0,246.5098833333318
2025-06-25,102.45524674745684,0.0,209.9403333333321
2025-06-26,86.51902503006568,0.0,156.93133333333208
2025-06-27,148.88599058824911,0.0,215.40647818929392
2025-06-28,165.56702331205088,0.0,214.8188679012328
2025-06-29,80.20673167418863,0.0,236.3252833333372
2025-06-30,98.35833317365905,0.0,176.84731666666812
2025-07-01,71.55452646198682,0.0,-9.76659853426463
2025-07-02,-10.139368097457918,-7.275957614183426e-12,-31.362119341570178
2025-07-03,134.2080118140875,141.07378273334325,0.0
2025-07-04,83.86116999156366,0.0,0.0
2025-07-05,86.5520184132547,0.0,0.0
2025-07-06,82.68981292590615,94.22484591665852,0.0
2025-07-07,-11.776591498994094,0.0,-18.720473251029944
2025-07-08,-9.023462476157874,0.0,227.9376666666667
2025-07-09,94.94942541728233,0.0,116.60953333333418
2025-07-10,48.310215099503694,0.0,208.09695000000102
2025-07-11,166.48193357123455,0.0,221.34161728394974
2025-07-12,161.4075537185854,0.0,223.69022189094903
2025-07-13,79.66253393876104,0.0,108.13871666666455
2025-07-14,44.42937091932254,0.0,209.29529999999795
2025-07-15,87.26825085493329,0.0,218.28250000000116
2025-07-16,91.82147143037582,0.0,228.73549999999886
2025-07-17,96.1816937319818,0.0,86.62848333333386
2025-07-18,122.67941148643149,0.0,199.80476495267249
2025-07-19,146.98576115986725,0.0,210.54682777777634
2025-07-20,75.33124338839116,0.0,240.89723333333131
2025-07-21,101.35344589611486,0.0,158.55189999999857
2025-07-22,66.43558670536004,0.0,122.27254999999786
2025-07-23,50.2882117416666,0.0,200.33370000000104
2025-07-24,83.30818078006268,0.0,276.36995000000024
2025-07-25,190.98621026482942,0.0,220.3386732510262
2025-07-26,167.46526802640437,0.0,270.5983479423903
2025-07-27,105.96859119486908,0.0,217.55265000000145
2025-07-28,91.45305342740903,0.0,115.39875000000393
2025-07-29,47.6688815112866,0.0,199.11729999999807
2025-07-30,83.21731846035982,0.0,225.19711666666626
2025-07-31,94.22577503883076,0.0,148.78803333333417
2025-08-01,143.98731403256897,0.0,222.43944089300203
2025-08-02,164.23683350596184,0.0,113.39187716049855
2025-08-03,33.727347918109444,0.0,84.46370000000024
2025-08-04,31.86733911918418,0.0,82.455247736626
2025-08-05,32.949865308335575,0.0,36.836047736627734
2025-08-06,12.42052484802116,0.0,11.374300000000403
2025-08-07,1.5611876995317289,0.0,54.89541666666992
2025-08-08,111.0994032295821,0.0,77.07812572016701
2025-08-09,111.69832073535144,0.0,117.09745194444258
2025-08-10,39.17683484895679,0.0,35.87350000000151
2025-08-11,11.282855634693988,0.0,92.58373333333293
2025-08-12,35.36215918134985,0.0,79.82085000000188
2025-08-13,29.903192198325996,0.0,170.497800000001
2025-08-14,68.72704830537259,0.0,39.57669362139859
2025-08-15,105.14537299594303,0.0,15.469253909472172
2025-08-16,90.175661557485,0.0,71.82652818930364
2025-08-17,20.794188892949023,0.0,78.3387166666671
2025-08-18,29.32585264123918,0.0,99.42946666666649
2025-08-19,38.37764262389828,0.0,29.036449999999604
2025-08-20,12.564539803643129,0.0,-7.503459670782604
2025-08-21,-8.51702412377199,0.0,44.94841666666616
2025-08-22,107.3391397656087,2.2168933355715126e-11,101.60230514403156
2025-08-23,122.53090748107934,0.0,56.16365041152312
2025-08-24,14.917092878255062,0.0,42.40929999999935
2025-08-25,14.028958196926396,0.0,33.98646646090333
2025-08-26,10.858155499990971,0.0,90.8456499999993
2025-08-27,34.795560899568954,0.0,63.9234333333352
2025-08-28,23.20867936252762,0.0,76.52453333333324
2025-08-29,118.29626736173668,0.0,36.7844860082223
2025-08-30,98.97746271235519,0.0,5.632725925926934
2025-08-31,-4.324643263200414,0.0,107.36466666666638
2025-09-01,41.79630048377294,0.0,509.33313148147863
2025-09-02,259.38205838573776,0.0,262.18601666666655
2025-09-03,153.52197804496245,0.0,307.82441666666637
2025-09-04,171.88044016232016,0.0,233.87318333333678
2025-09-05,176.10002205979254,0.0,403.92544794237983
2025-09-06,225.4474270324681,0.0,919.1496691358043
2025-09-07,401.1811748867549,0.0,274.5056833333347
2025-09-08,147.31761307130364,0.0,82.6566000000048
2025-09-09,30.82550214757066,0.0,95.07003333332977
2025-09-10,36.415456314942276,-1.6370904631912708e-11,81.79286666666667
2025-09-11,30.717501601939148,0.0,83.94995000000017
2025-09-12,121.19583236901235,0.0,49.8730506172833
2025-09-13,105.60357791605202,0.0,83.68054320987721
2025-09-14,29.87314111339947,0.0,-4.074176337446488
2025-09-15,-2.8566713991604047,0.0,-2.575310288066248
2025-09-16,-4.255082146417408,0.0,-4.547473508864641e-13
2025-09-17,-7.058037259877892,0.0,32.121416666667756
2025-09-18,9.510727743647294,0.0,26.46850720164548
2025-09-19,100.23655177660112,0.0,121.02152860082606
2025-09-20,127.601171526705,0.0,65.00989423250758
2025-09-21,11.294291227786744,0.0,132.08129999999983
2025-09-22,52.21074774099543,0.0,-2.6734086419764935
2025-09-23,-3.9485965753920027,0.0,43.657333333332645
2025-09-24,14.459688827635546,0.0,25.96003333333374
2025-09-25,6.92717787042784,0.0,11.517358230452373
2025-09-26,96.87118849287435,0.0,21.641600823049885
2025-09-27,97.07430088633919,0.0,12.593559670784089
2025-09-28,-10.183066687488463,0.0,-9.094947017729282e-13
2025-09-29,-9.413971204812697,0.0,96.82083333332957
2025-09-30,37.152815350927995,0.0,10.922266666667383
2025-10-01,-1.8960797016625293,0.0,100.38961337448927
2025-10-02,42.079462768451776,0.0,165.8397166666673
2025-10-03,151.41184306578361,0.0,81.24181543209852
2025-10-04,119.18913836811771,0.0,176.55443168724378
2025-10-05,61.948183244072425,0.0,172.18695000000116
2025-10-06,71.64855731351417,0.0,43.58363333333364
2025-10-07,16.505222673942626,0.0,193.51475000000028
2025-10-08,80.67798782141472,0.0,73.65283333332991
2025-10-09,27.272958705703786,0.0,42.10635000000002
2025-10-10,102.77506474261463,0.0,88.41965185185109
2025-10-11,115.71942230274726,0.0,87.80391131687611
2025-10-12,25.621984024124686,0.0,0.0
2025-10-13,-5.535129081479681,0.0,102.14311666666526
2025-10-14,39.44068379788223,0.0,23.917316666665556
2025-10-15,6.000768340512877,0.0,36.23176810699442
2025-10-16,13.657324771302228,0.0,75.67543333333288
2025-10-17,108.30649512933815,0.0,19.120434979426136
2025-10-18,86.237752560417,0.0,39.87926748971404
2025-10-19,9.685378785303328,0.0,64.31041666667079
2025-10-20,23.26816358852375,0.0,30.868750000000546
2025-10-21,8.973898254880623,0.0,28.985566666666728
2025-10-22,8.192846023150196,0.0,11.83673333333536
2025-10-23,0.8427369439668837,0.0,34.029016666665484
2025-10-24,92.40298227675521,0.0,126.43019156378068
2025-10-25,119.92873931141003,0.0,59.02814115226465
2025-10-26,17.811842552422604,0.0,41.30847078189072
2025-10-27,13.16227786543459,0.0,33.64743333333172
2025-10-28,9.776773322577355,0.0,142.77670000000626
2025-10-29,56.785073155093414,0.0,67.88674999999921
2025-10-30,24.783653836726444,0.0,0.9595666666627949
2025-10-31,38.43679824600986,0.0,62.37189670782027
2025-11-01,102.7023669391383,0.0,57.976471604935796
2025-11-02,16.02687028209766,0.0,70.69896666666591
2025-11-03,25.975324196668225,0.0,88.49755000000005
2025-11-04,30.537967636417306,0.0,-3.7242855967097057
2025-11-05,-0.20047372829867527,0.0,48.59114567900906
2025-11-06,19.91161005388858,0.0,20.99671172839453
2025-11-07,9.412975161401846,0.0,38.91358333333483
2025-11-08,25.5625163654513,0.0,70.4185923868281
2025-11-09,32.57020981990354,0.0,95.60228333332952
2025-11-10,36.64773013166996,0.0,30.813297119343133
2025-11-11,10.253114716120763,0.0,46.41723333333175
2025-11-12,15.652447574138932,0.0,58.62919999999758
2025-11-13,20.825568785803625,0.0,108.12761666666574
2025-11-14,60.175649160300964,0.0,37.31586666666408
2025-11-15,37.02635549503975,0.0,35.54586666666364
2025-11-16,10.992269608614151,0.0,25.63308333333316
2025-11-17,4.399244655403891,0.0,51.479283333333115
2025-11-18,17.850174511913792,0.0,122.033512139913
2025-11-19,49.10583252138895,0.0,21.422358230453938
2025-11-20,5.7890121008240385,0.0,21.959083333334092
2025-11-21,9.42250681943915,0.0,28.21009999999933
2025-11-22,11.127495133827324,0.0,32.73852695473397
2025-11-23,9.995980305677222,0.0,31.754894032923403
2025-11-24,13.367479541782814,0.0,2.5169499999992695
2025-11-25,-4.266863143770024,0.0,5.865366666666432
2025-11-26,-4.379105594751309,0.0,15.379000000002634
2025-11-27,2.457171521920827,0.0,78.97866604938008
2025-11-28,32.583935349081,0.0,92.65493518518451
2025-11-29,35.62711687335468,0.0,52.34661666666648
2025-11-30,18.201152466601343,0.0,22.858650000000125
2025-12-01,5.561530734295957,0.0,77.19563333333303
2025-12-02,56.92265470244456,28.13711270150816,10.402533333333395
2025-12-03,52.53191567341128,53.14173415190817,34.441383333333306
2025-12-04,-189.80668716183573,-200.27112742449935,-39.653233333333446
2025-12-05,-450.8046878457899,-451.3758888510001,-102.72913333333338
2025-12-06,24.603245410318777,29.383069634146523,41.65008333333344
2025-12-07,13.492533124990587,0.0,-5.951597325102739
2025-12-08,-0.27173332042002585,0.0,72.02456666666603
2025-12-09,26.601043842412764,0.0,104.03646666666646
2025-12-10,40.272354576976795,0.0,112.66818333333049
2025-12-11,43.93970954362885,0.0,138.58729485596996
2025-12-12,55.06056282957434,0.0,153.0745520576147
2025-12-13,61.81088126494069,0.0,106.05977037037155
2025-12-14,42.69433121124166,0.0,123.42420000000129
2025-12-15,48.541675925931486,0.0,32.344516666664276
2025-12-16,9.641845128833666,0.0,32.406616666665286
2025-12-17,9.657954421913018,0.0,30.088316666668106
2025-12-18,6.7803133884008275,0.0,56.148167283954535
2025-12-19,20.732347647259303,0.0,8.997916666667152
2025-12-20,-0.350754059261817,0.0,83.90931666666438
2025-12-21,31.694753530740854,0.0,63.42216666666263
2025-12-22,22.936738921969663,0.0,95.44226666666509
2025-12-23,36.557683620470925,0.0,95.52483333333112
2025-12-24,36.66923852648324,0.0,122.93335000000297
2025-12-25,48.31036049943941,0.0,33.76614999999947
2025-12-26,7.667360253170045,0.0,108.15931666666256
2025-12-27,42.19379411837508,0.0,59.67806666666547
2025-12-28,21.3964643966101,0.0,92.87941193415463
2025-12-29,40.06804260308127,0.0,101.68696666666528
2025-12-30,39.275365480549226,0.0,95.19341666666696
2025-12-31,36.477396503403725,0.0,52.57999999999993
