publication_date,template_slot,interval_start,q_nominal_kWh,kind
2025-01-03,79,2025-01-03 13:10:00,0.0,january_plan
2025-01-03,80,2025-01-03 13:20:00,252.29824999999997,january_plan
2025-01-03,81,2025-01-03 13:30:00,242.32291666666666,january_plan
2025-01-03,82,2025-01-03 13:40:00,282.3760166666667,january_plan
2025-01-03,83,2025-01-03 13:50:00,0.0,january_plan
2025-01-03,84,2025-01-03 14:00:00,0.0,january_plan
2025-01-03,85,2025-01-03 14:10:00,0.0,january_plan
2025-01-03,86,2025-01-03 14:20:00,0.0,january_plan
2025-01-03,87,2025-01-03 14:30:00,0.0,january_plan
2025-01-03,88,2025-01-03 14:40:00,0.0,january_plan
2025-01-03,89,2025-01-03 14:50:00,0.0,january_plan
2025-01-03,90,2025-01-03 15:00:00,1413.4941666666668,january_plan
2025-01-03,91,2025-01-03 15:10:00,1468.0634166666669,january_plan
2025-01-03,92,2025-01-03 15:20:00,1482.0724166666666,january_plan
2025-01-03,93,2025-01-03 15:30:00,1476.8004166666665,january_plan
2025-01-03,94,2025-01-03 15:40:00,1547.8198166666666,january_plan
2025-01-03,95,2025-01-03 15:50:00,1504.0438746913583,january_plan
2025-01-03,96,2025-01-03 16:00:00,771.2733333333332,january_plan
2025-01-03,97,2025-01-03 16:10:00,830.2042333333334,january_plan
2025-01-03,98,2025-01-03 16:20:00,883.4528499999999,january_plan
2025-01-03,99,2025-01-03 16:30:00,913.5924999999999,january_plan
2025-01-03,100,2025-01-03 16:40:00,963.6538499999999,january_plan
2025-01-03,101,2025-01-03 16:50:00,1020.2799166666666,january_plan
2025-01-03,102,2025-01-03 17:00:00,1051.8458333333333,january_plan
2025-01-03,103,2025-01-03 17:10:00,1035.9547499999999,january_plan
2025-01-03,104,2025-01-03 17:20:00,1021.7285333333334,january_plan
2025-01-03,105,2025-01-03 17:30:00,1030.8716666666664,january_plan
2025-01-03,106,2025-01-03 17:40:00,1045.9988666666666,january_plan
2025-01-03,107,2025-01-03 17:50:00,958.1502833333334,january_plan
2025-01-03,108,2025-01-03 18:00:00,804.2149999999999,january_plan
2025-01-03,109,2025-01-03 18:10:00,743.7868,january_plan
2025-01-03,110,2025-01-03 18:20:00,747.9268833333332,january_plan
2025-01-03,111,2025-01-03 18:30:00,755.225,january_plan
2025-01-03,112,2025-01-03 18:40:00,738.8777833333334,january_plan
2025-01-03,113,2025-01-03 18:50:00,741.0313333333334,january_plan
2025-01-03,114,2025-01-03 19:00:00,0.0,january_plan
2025-01-03,115,2025-01-03 19:10:00,0.0,january_plan
2025-01-03,116,2025-01-03 19:20:00,0.0,january_plan
2025-01-03,117,2025-01-03 19:30:00,0.0,january_plan
2025-01-03,118,2025-01-03 19:40:00,0.0,january_plan
2025-01-03,119,2025-01-03 19:50:00,0.0,january_plan
2025-01-03,120,2025-01-03 20:00:00,0.0,january_plan
2025-01-03,121,2025-01-03 20:10:00,0.0,january_plan
2025-01-03,122,2025-01-03 20:20:00,0.0,january_plan
2025-01-03,123,2025-01-03 20:30:00,0.0,january_plan
2025-01-03,124,2025-01-03 20:40:00,0.0,january_plan
2025-01-03,125,2025-01-03 20:50:00,211.55779999999902,january_plan
2025-01-03,126,2025-01-03 21:00:00,774.7116666666667,january_plan
2025-01-03,127,2025-01-03 21:10:00,772.2666666666667,january_plan
2025-01-03,128,2025-01-03 21:20:00,756.4289666666666,january_plan
2025-01-03,129,2025-01-03 21:30:00,764.8116666666666,january_plan
2025-01-03,130,2025-01-03 21:40:00,792.1586333333332,january_plan
2025-01-03,131,2025-01-03 21:50:00,731.3947166666667,january_plan
2025-01-03,132,2025-01-03 22:00:00,615.9116666666666,january_plan
2025-01-03,133,2025-01-03 22:10:00,1424.9214333333334,january_plan
2025-01-03,134,2025-01-03 22:20:00,1428.1094333333333,january_plan
2025-01-03,135,2025-01-03 22:30:00,921.2049999999999,january_plan
2025-01-03,136,2025-01-03 22:40:00,596.2832333333333,january_plan
2025-01-03,137,2025-01-03 22:50:00,1413.0406666666668,january_plan
2025-01-03,138,2025-01-03 23:00:00,1387.2683333333334,january_plan
2025-01-03,139,2025-01-03 23:10:00,579.7343833333333,january_plan
2025-01-03,140,2025-01-03 23:20:00,606.8232499999999,january_plan
2025-01-03,141,2025-01-03 23:30:00,1450.1599999999999,january_plan
2025-01-03,142,2025-01-03 23:40:00,1461.6215,january_plan
2025-01-03,143,2025-01-03 23:50:00,571.367,january_plan
2025-01-04,0,2025-01-04 00:00:00,486.52000000000044,january_plan
2025-01-04,1,2025-01-04 00:10:00,492.3918166666666,january_plan
2025-01-04,2,2025-01-04 00:20:00,493.4350333333333,january_plan
2025-01-04,3,2025-01-04 00:30:00,459.41833333333335,january_plan
2025-01-04,4,2025-01-04 00:40:00,454.1775666666666,january_plan
2025-01-04,5,2025-01-04 00:50:00,439.95568333333335,january_plan
2025-01-04,6,2025-01-04 01:00:00,430.62666666666667,january_plan
2025-01-04,7,2025-01-04 01:10:00,483.7801833333333,january_plan
2025-01-04,8,2025-01-04 01:20:00,521.8418333333333,january_plan
2025-01-04,9,2025-01-04 01:30:00,509.47,january_plan
2025-01-04,10,2025-01-04 01:40:00,487.25686666666667,january_plan
2025-01-04,11,2025-01-04 01:50:00,490.1092166666666,january_plan
2025-01-04,12,2025-01-04 02:00:00,507.86833333333334,january_plan
2025-01-04,13,2025-01-04 02:10:00,500.10395,january_plan
2025-01-04,14,2025-01-04 02:20:00,476.75458333333336,january_plan
2025-01-04,15,2025-01-04 02:30:00,466.6833333333333,january_plan
2025-01-04,16,2025-01-04 02:40:00,492.2153833333333,january_plan
2025-01-04,17,2025-01-04 02:50:00,526.83435,january_plan
2025-01-04,18,2025-01-04 03:00:00,549.0,january_plan
2025-01-04,19,2025-01-04 03:10:00,0.0,january_plan
2025-01-04,20,2025-01-04 03:20:00,0.0,january_plan
2025-01-04,21,2025-01-04 03:30:00,571.1033333333332,january_plan
2025-01-04,22,2025-01-04 03:40:00,562.64675,january_plan
2025-01-04,23,2025-01-04 03:50:00,534.0349333333334,january_plan
2025-01-04,24,2025-01-04 04:00:00,525.8566666666666,january_plan
2025-01-04,25,2025-01-04 04:10:00,578.3907166666667,january_plan
2025-01-04,26,2025-01-04 04:20:00,1395.2377666666666,january_plan
2025-01-04,27,2025-01-04 04:30:00,490.92999999999995,january_plan
2025-01-04,28,2025-01-04 04:40:00,512.4968166666666,january_plan
2025-01-04,29,2025-01-04 04:50:00,1110.088833333333,january_plan
2025-01-04,30,2025-01-04 05:00:00,556.925,january_plan
2025-01-04,31,2025-01-04 05:10:00,521.7390833333333,january_plan
2025-01-04,32,2025-01-04 05:20:00,537.3937833333333,january_plan
2025-01-04,33,2025-01-04 05:30:00,601.3083333333333,january_plan
2025-01-04,34,2025-01-04 05:40:00,622.2786666666666,january_plan
2025-01-04,35,2025-01-04 05:50:00,583.8952999999999,january_plan
2025-01-04,36,2025-01-04 06:00:00,0.0,january_plan
2025-01-04,37,2025-01-04 06:10:00,0.0,january_plan
2025-01-04,38,2025-01-04 06:20:00,0.0,january_plan
2025-01-04,39,2025-01-04 06:30:00,0.0,january_plan
2025-01-04,40,2025-01-04 06:40:00,0.0,january_plan
2025-01-04,41,2025-01-04 06:50:00,0.0,january_plan
2025-01-04,42,2025-01-04 07:00:00,0.0,january_plan
2025-01-04,43,2025-01-04 07:10:00,0.0,january_plan
2025-01-04,44,2025-01-04 07:20:00,0.0,january_plan
2025-01-04,45,2025-01-04 07:30:00,0.0,january_plan
2025-01-04,46,2025-01-04 07:40:00,467.1112666666664,january_plan
2025-01-04,47,2025-01-04 07:50:00,0.0,january_plan
2025-01-04,48,2025-01-04 08:00:00,0.0,january_plan
2025-01-04,49,2025-01-04 08:10:00,0.0,january_plan
2025-01-04,50,2025-01-04 08:20:00,0.0,january_plan
2025-01-04,51,2025-01-04 08:30:00,0.0,january_plan
2025-01-04,52,2025-01-04 08:40:00,0.0,january_plan
2025-01-04,53,2025-01-04 08:50:00,0.0,january_plan
2025-01-04,54,2025-01-04 09:00:00,0.0,january_plan
2025-01-04,55,2025-01-04 09:10:00,0.0,january_plan
2025-01-04,56,2025-01-04 09:20:00,0.0,january_plan
2025-01-04,57,2025-01-04 09:30:00,0.0,january_plan
2025-01-04,58,2025-01-04 09:40:00,0.0,january_plan
2025-01-04,59,2025-01-04 09:50:00,0.0,january_plan
2025-01-04,60,2025-01-04 10:00:00,0.0,january_plan
2025-01-04,61,2025-01-04 10:10:00,0.0,january_plan
2025-01-04,62,2025-01-04 10:20:00,0.0,january_plan
2025-01-04,63,2025-01-04 10:30:00,0.0,january_plan
2025-01-04,64,2025-01-04 10:40:00,0.0,january_plan
2025-01-04,65,2025-01-04 10:50:00,0.0,january_plan
2025-01-04,66,2025-01-04 11:00:00,0.0,january_plan
2025-01-04,67,2025-01-04 11:10:00,676.7741,january_plan
2025-01-04,68,2025-01-04 11:20:00,155.77154999999732,january_plan
2025-01-04,69,2025-01-04 11:30:00,593.3958333333334,january_plan
2025-01-04,70,2025-01-04 11:40:00,574.6026833333334,january_plan
2025-01-04,71,2025-01-04 11:50:00,557.74505,january_plan
2025-01-04,72,2025-01-04 12:00:00,529.0554166666668,january_plan
2025-01-04,73,2025-01-04 12:10:00,506.1825166666668,january_plan
2025-01-04,74,2025-01-04 12:20:00,514.3516000000002,january_plan
2025-01-04,75,2025-01-04 12:30:00,539.3758333333334,january_plan
2025-01-04,76,2025-01-04 12:40:00,545.0975999999999,january_plan
2025-01-04,77,2025-01-04 12:50:00,0.0,january_plan
2025-01-04,78,2025-01-04 13:00:00,0.0,january_plan
2025-01-04,79,2025-01-04 13:10:00,0.0,january_plan
2025-01-04,80,2025-01-04 13:20:00,0.0,january_plan
2025-01-04,81,2025-01-04 13:30:00,0.0,january_plan
2025-01-04,82,2025-01-04 13:40:00,0.0,january_plan
2025-01-04,83,2025-01-04 13:50:00,0.0,january_plan
2025-01-04,84,2025-01-04 14:00:00,0.0,january_plan
2025-01-04,85,2025-01-04 14:10:00,0.0,january_plan
2025-01-04,86,2025-01-04 14:20:00,0.0,january_plan
2025-01-04,87,2025-01-04 14:30:00,0.0,january_plan
2025-01-04,88,2025-01-04 14:40:00,0.0,january_plan
2025-01-04,89,2025-01-04 14:50:00,0.0,january_plan
2025-01-04,90,2025-01-04 15:00:00,89.7191666666666,january_plan
2025-01-04,91,2025-01-04 15:10:00,150.05778271604893,january_plan
2025-01-04,92,2025-01-04 15:20:00,162.9086666666667,january_plan
2025-01-04,93,2025-01-04 15:30:00,247.72583333333333,january_plan
2025-01-04,94,2025-01-04 15:40:00,260.7288166666667,january_plan
2025-01-04,95,2025-01-04 15:50:00,303.6390333333334,january_plan
2025-01-04,96,2025-01-04 16:00:00,389.50624999999997,january_plan
2025-01-04,97,2025-01-04 16:10:00,421.4965333333333,january_plan
2025-01-04,98,2025-01-04 16:20:00,422.99209999999994,january_plan
2025-01-04,99,2025-01-04 16:30:00,446.81624999999997,january_plan
2025-01-04,100,2025-01-04 16:40:00,513.8177166666667,january_plan
2025-01-04,101,2025-01-04 16:50:00,530.8856666666666,january_plan
2025-01-04,102,2025-01-04 17:00:00,497.7983333333333,january_plan
2025-01-04,103,2025-01-04 17:10:00,499.08248333333336,january_plan
2025-01-04,104,2025-01-04 17:20:00,495.1730166666666,january_plan
2025-01-04,105,2025-01-04 17:30:00,474.53666666666663,january_plan
2025-01-04,106,2025-01-04 17:40:00,488.4798666666666,january_plan
2025-01-04,107,2025-01-04 17:50:00,223.72861666666876,january_plan
2025-01-04,108,2025-01-04 18:00:00,0.0,january_plan
2025-01-04,109,2025-01-04 18:10:00,0.0,january_plan
2025-01-04,110,2025-01-04 18:20:00,0.0,january_plan
2025-01-04,111,2025-01-04 18:30:00,0.0,january_plan
2025-01-04,112,2025-01-04 18:40:00,0.0,january_plan
2025-01-04,113,2025-01-04 18:50:00,0.0,january_plan
2025-01-04,114,2025-01-04 19:00:00,0.0,january_plan
2025-01-04,115,2025-01-04 19:10:00,0.0,january_plan
2025-01-04,116,2025-01-04 19:20:00,0.0,january_plan
2025-01-04,117,2025-01-04 19:30:00,0.0,january_plan
2025-01-04,118,2025-01-04 19:40:00,0.0,january_plan
2025-01-04,119,2025-01-04 19:50:00,0.0,january_plan
2025-01-04,120,2025-01-04 20:00:00,0.0,january_plan
2025-01-04,121,2025-01-04 20:10:00,0.0,january_plan
2025-01-04,122,2025-01-04 20:20:00,0.0,january_plan
2025-01-04,123,2025-01-04 20:30:00,0.0,january_plan
2025-01-04,124,2025-01-04 20:40:00,0.0,january_plan
2025-01-04,125,2025-01-04 20:50:00,0.0,january_plan
2025-01-04,126,2025-01-04 21:00:00,483.94999999999993,january_plan
