day_index,date,n_train_days,n_rows,trained,branch,n_trees,model_file,model_sha256,constant_new_columns,correction_min_kW,correction_max_kW,train_first,train_last,prediction_min_kW,prediction_max_kW
94,2025-04-05,56,8064,True,fitted,100,,90fe109a11e9f2934ea34128b31c0fb9923415d731a21b5f5aa3671e92de2897,,-668.5277733997974,300.22206355114525,2025-02-08,2025-04-04,0.0,8529.598723939043
95,2025-04-06,56,8064,True,fitted,100,,3c1ccbb4167cfe869ed25956657c206f403c680c4fe419d084fbb383571f63c4,,-553.6901042278351,849.1856538947167,2025-02-09,2025-04-05,0.0,8368.342343441882
96,2025-04-07,56,8064,True,fitted,100,,c3fb08a3f5a1a6ae097b162a716e65e0160d787476c0b9d1f767de347cea5d0c,,-713.6449771442022,383.55340422859854,2025-02-10,2025-04-06,0.0,8350.044915890014
97,2025-04-08,56,8064,True,fitted,100,,a22b5766b32df6d0749822fb850701fcd19eedf7b8af00838c2f4a2957dad938,,-917.9915160566094,775.0878825957643,2025-02-11,2025-04-07,0.0,8423.702010377698
98,2025-04-09,56,8064,True,fitted,100,,4b321b6e1b0d20ffa595c60d9d1f6b342923fc7e400de6ab4469c8665f2b3ac3,,-907.5622541331838,510.30563770157096,2025-02-12,2025-04-08,0.0,8488.168451325379
99,2025-04-10,56,8064,True,fitted,100,,22f6da86011a974dbe7ce0928c2addca66dc28eb474b9ef448c0549abe425211,,-206.24197620948553,887.8759958279188,2025-02-13,2025-04-09,0.0,8627.49573752403
100,2025-04-11,56,8064,True,fitted,100,,d0f0b74009135365ac99fa0734b6c2bb324519112c2369eb19be827883e2343a,,-707.2383590046633,799.7214629911778,2025-02-14,2025-04-10,0.0,8760.592350044142
101,2025-04-12,56,8064,True,fitted,100,,101d3b1c2745c0b4392daf5119f19a9d4df3808e31758bef3c404bc5bb326ed0,,-684.7299069048818,361.6078368166277,2025-02-15,2025-04-11,0.0,8765.0878092419
102,2025-04-13,56,8064,True,fitted,100,,434a0ec89196c31718e8bb311fcb1a0c3c7ea4ee94cb45a0b4243744a5b08589,,-450.97542949197435,686.8139096142215,2025-02-16,2025-04-12,0.0,8422.94826861979
103,2025-04-14,56,8064,True,fitted,100,,149e5f96293056ece021f8dcd0853356fa50e18069dc00cdf6e7921deeecd80f,,-828.0692041237534,466.40913306065016,2025-02-17,2025-04-13,0.0,8315.95470353083
104,2025-04-15,56,8064,True,fitted,100,,ad8ee390b39ffea11bd093e75ccedca2622ec1b31e6fcdb680b4a90efd037dbc,,-364.30654018841784,610.8964489022918,2025-02-18,2025-04-14,0.0,8596.22772161493
105,2025-04-16,56,8064,True,fitted,100,,85f82880c8a12248015e733fd1f125f21ffd5c0f0902575ebe1560dfc0eaaa4e,,-1019.5206292994286,776.4090827079907,2025-02-19,2025-04-15,0.0,8382.670814105724
106,2025-04-17,56,8064,True,fitted,100,,6ff68d91ca34db1b143b68c726348285752e0935c85ea67d63ae1e746f501719,,-206.2206542437411,1007.752913828093,2025-02-20,2025-04-16,0.0,8636.01210633836
107,2025-04-18,56,8064,True,fitted,100,,9fa42e7e7f7eb1cc00059240ed3addf26ea6eed5a47e2afd9ac5d91eaecd31d7,,-227.97679758996534,633.8259818511049,2025-02-21,2025-04-17,0.0,8556.96394922131
108,2025-04-19,56,8064,True,fitted,100,,4ee53d9d44017ef290c0347a361f592acd05093e80e34c3d128060f5e99acd56,,-1108.4072727169405,472.82805075811217,2025-02-22,2025-04-18,0.0,8362.8320063677
109,2025-04-20,56,8064,True,fitted,100,,0c2b204c4820afbf2bc297e424577f03b65a258772639f5d5c93fe8a22f48f6e,,-1123.734479465213,509.78587638725196,2025-02-23,2025-04-19,0.0,8275.660208974869
110,2025-04-21,56,8064,True,fitted,100,,53b83b84294731b3eebe721f73755bac8d12738c4e46793410080fcc97ec4485,,-1094.459193854927,542.7971843805572,2025-02-24,2025-04-20,0.0,8450.234493397653
111,2025-04-22,56,8064,True,fitted,100,,a75d1f43d6f4b099b8d28544ef38ae8c7c729371407fd3edbe26196f1f46f3fc,,-682.8941784830596,388.81440424664623,2025-02-25,2025-04-21,0.0,9008.606523091557
112,2025-04-23,56,8064,True,fitted,100,,8db1df485a2a6ae70203fc1ea965f7fc4a237c42bd86767e9555129dc1a18afb,,-750.6512108979672,781.4648977071612,2025-02-26,2025-04-22,0.0,8748.29325176365
113,2025-04-24,56,8064,True,fitted,100,,f9ef13e79fd99f97b20a7424103b096ca7ec1514438fcd59b0608fd5326d2954,,-1084.270357788018,613.8405712315794,2025-02-27,2025-04-23,0.0,8472.66699058967
114,2025-04-25,56,8064,True,fitted,100,,0659450f725715146abfe86ae3b452b72d041417a9a0f7f0cef70013b58c0ecd,,-846.6029518438484,506.8037081380908,2025-02-28,2025-04-24,0.0,8638.16550115701
115,2025-04-26,56,8064,True,fitted,100,,32742a963858c20397a3397b7a7546e301f4ce3ae527ec24ba4def7e9c27586e,,-844.0172415487376,408.607143986976,2025-03-01,2025-04-25,0.0,8496.865543986976
116,2025-04-27,56,8064,True,fitted,100,,b8eff3e3af81d4e3061b954dbb0d480843a6758ff7928e269f9d1cb7599b9bac,,-926.1094233557764,656.7714053530462,2025-03-02,2025-04-26,0.0,9301.014729125303
117,2025-04-28,56,8064,True,fitted,100,,c447985bc0d8b4a594ee8b0c2d13cd51cfe3e034c17c55c02362236a1817dadd,,-1020.0219427385279,358.18725850200866,2025-03-03,2025-04-27,0.0,8986.378281507947
118,2025-04-29,56,8064,True,fitted,100,,0ca8a90fabadd278bcf728a2ddf54c9b2a1fdaee45f0d1536d9926a8997dcacc,,-4.760960786903889,1038.1554332224996,2025-03-04,2025-04-28,0.0,8666.326522267005
119,2025-04-30,56,8064,True,fitted,100,,9871fc6048a106dd3b9492bb23b3af868b5e479fb061be4403f26c5836edcc74,,-1013.1155736638906,898.5454264416944,2025-03-05,2025-04-29,0.0,8925.841945810642
120,2025-05-01,56,8064,True,fitted,100,,1e4e394e4801c30c46eac518dc15ff79832a305465222c4309e6d869df6a1658,,-852.3539262051006,1016.2320297806298,2025-03-06,2025-04-30,0.0,8764.25232301707
121,2025-05-02,56,8064,True,fitted,100,,60360b71b3bc4a8c9be6a14b5978199ce19d27431ea805e0b6986ce250825c59,,-783.7411110984419,509.1498496240069,2025-03-07,2025-05-01,0.0,8648.548690202277
122,2025-05-03,56,8064,True,fitted,100,,6a61878985a969ff3b9959c2053743732cf95755526b1fa8d7010d871f553181,,13.323382763775081,1234.5010566278254,2025-03-08,2025-05-02,0.0,8776.4875750919
123,2025-05-04,56,8064,True,fitted,100,,118f068103ac265d3a76ba0ef2f11797da8a3e3ade54595b1c529db337e83a3e,,-989.8092938237444,701.4112287539634,2025-03-09,2025-05-03,0.0,8563.68877829832
124,2025-05-05,56,8064,True,fitted,100,,ed051c6bb14106ee147e3d404d0be90842cbebcec1c41335dcc74442066371d7,,-743.8530149992251,1060.9901453294115,2025-03-10,2025-05-04,0.0,8474.344677316007
125,2025-05-06,56,8064,True,fitted,100,,2903596d7a38bb9524a945d9b31a14ff44b449d866145993ebaadc157cef4d00,,-1129.659229410263,810.3549301775248,2025-03-11,2025-05-05,0.0,8246.87560610821
126,2025-05-07,56,8064,True,fitted,100,,5aaf8cd75f0abd7871727d1424f7b2f6cf8ab598561e23b0b4632367bec59f0c,,-987.1803801784724,983.1956788781273,2025-03-12,2025-05-06,0.0,8459.508173637163
127,2025-05-08,56,8064,True,fitted,100,,f5e4fa148eda03939c72c9beac28b3f1154f47fcaa714cefd57f93e75749a00a,,-936.0383397914648,575.0391707378308,2025-03-13,2025-05-07,0.0,8680.43917073783
128,2025-05-09,56,8064,True,fitted,100,,842e8be9a2d8bc39df002bf2d8714028901b774d3d11f790889865b367cb20a1,,-403.15852345335196,1012.1507469336473,2025-03-14,2025-05-08,0.0,8342.197146933648
129,2025-05-10,56,8064,True,fitted,100,,16da4cb61a7898e22e2ef1f776b407ba366b15deb4dab49c0dde706f4d95de6d,,-661.1825846591363,1063.6401390210528,2025-03-15,2025-05-09,0.0,8573.925304242037
130,2025-05-11,56,8064,True,fitted,100,,a4bcd8ffe01ccb0838505d7ffb1c571a467b95d0d3e5aa2d8a3c519e396f41ed,,-172.3043884642995,929.8598871459158,2025-03-16,2025-05-10,0.0,8345.780622604563
131,2025-05-12,56,8064,True,fitted,100,,8396999dacd6daa22066651d0c5e8fb98deeb19c9426ddd2899d75b1a0cb8207,,-301.52386584554137,770.9585811380922,2025-03-17,2025-05-11,0.0,8600.628482153892
132,2025-05-13,56,8064,True,fitted,100,,c3e513ab4b57440419500ecba72a1499f290f6aa67c63302a7e9896f15b0def9,,-820.2718803967252,1057.9462436401643,2025-03-18,2025-05-12,0.0,8419.468343640165
133,2025-05-14,56,8064,True,fitted,100,,315528b5f2963dfbdc98afe86f5997cf835df41c8ece473ff3d0760d1d54ed41,,-553.8167318948679,656.6947818098339,2025-03-19,2025-05-13,0.0,8177.019781809834
134,2025-05-15,56,8064,True,fitted,100,,34bba2035127f4d9b7ac7f62c194fe598c5396c221cb5ee6bfe75e6677b3c005,,-813.987236501799,350.4613049605595,2025-03-20,2025-05-14,0.0,8184.290385811151
135,2025-05-16,56,8064,True,fitted,100,,7b199eb40b7b2d3e681b0167cc7ac3cc86f5f751ee6960db9be5c136e7d4dd2f,,-1062.2067432646243,531.59133734815,2025-03-21,2025-05-15,0.0,8175.7309598930915
136,2025-05-17,56,8064,True,fitted,100,,45241fcee78f8c1ba4f7dc80e0553ca7baf990a9272dd4450234d76459b3e5b9,,-891.2709212942091,261.5655376094379,2025-03-22,2025-05-16,0.0,8579.760310438303
137,2025-05-18,56,8064,True,fitted,100,,9707731b01a828de61c7dee8d4a1bd3cf5821d850093cba2a23265e40bd25b05,,-294.1779601374199,1054.0326544327427,2025-03-23,2025-05-17,0.0,8408.52507127728
138,2025-05-19,56,8064,True,fitted,100,,654db1da79b95cb0f63c88991e833381d2116fcb24b728e9b23ec06dac858f68,,-425.00067021847303,1054.7928416880875,2025-03-24,2025-05-18,0.0,8233.744366709014
139,2025-05-20,56,8064,True,fitted,100,,38f4abfae57381ed3490bedb41e3b9858334ef9e497dfed3dd8fd336520c24a9,,-1055.3269940097136,402.9662437087966,2025-03-25,2025-05-19,0.0,8780.421520302009
