group,date,update_hour,kind,objective_yuan,mip_gap,seconds,max_violation_kWh,n_intervals,context
B2,2025-02-10,6,revision,38137.28453391158,0.0,0.01880770013667643,7.586524001605237e-12,109,B2 2025-02-10 06:00
B2,2025-02-10,12,revision,29777.965009470554,0.0,0.013478999957442284,9.094947017729282e-13,73,B2 2025-02-10 12:00
B2,2025-02-10,18,revision,13088.888953664315,0.0,0.012311900034546852,1.3642420526593924e-12,37,B2 2025-02-10 18:00
B2,2025-02-11,0,plan,56212.36604272169,0.0,0.026500000152736902,9.094947017729282e-13,144,B2 2025-02-11 00:00 plan
B2,2025-02-11,6,revision,39736.00964078113,0.0,0.025392099982127547,1.0231815394945443e-12,109,B2 2025-02-11 06:00
B2,2025-02-11,12,revision,30197.89096822305,0.0,0.014003199990838766,8.446576771348191e-13,73,B2 2025-02-11 12:00
B2,2025-02-11,18,revision,13051.509825073485,0.0,0.0067396999802440405,3.410605131648481e-13,37,B2 2025-02-11 18:00
B2,2025-02-12,0,plan,55339.944087592645,0.0,0.01781930006109178,9.094947017729282e-13,144,B2 2025-02-12 00:00 plan
B2,2025-02-12,6,revision,38808.369170235805,0.0,0.02222239994443953,9.094947017729282e-13,109,B2 2025-02-12 06:00
B2,2025-02-12,12,revision,29393.13679269682,0.0,0.013437899993732572,9.094947017729282e-13,73,B2 2025-02-12 12:00
B2,2025-02-12,18,revision,12882.120643221733,0.0,0.006610700162127614,1.3642420526593924e-12,37,B2 2025-02-12 18:00
B2,2025-02-13,0,plan,51583.04666007872,0.0,0.02437100000679493,9.094947017729282e-13,144,B2 2025-02-13 00:00 plan
B2,2025-02-13,6,revision,35721.29753623259,0.0,0.019791000057011843,4.440892098500626e-12,109,B2 2025-02-13 06:00
B2,2025-02-13,12,revision,28122.319717816023,0.0,0.00981750013306737,9.094947017729282e-13,73,B2 2025-02-13 12:00
B2,2025-02-13,18,revision,12979.65407432559,0.0,0.006865300005301833,1.313714569227563e-12,37,B2 2025-02-13 18:00
B2,2025-02-14,0,plan,20109.57316750173,0.0,0.031234099995344877,1.5347723092418164e-12,144,B2 2025-02-14 00:00 plan
B2,2025-02-14,6,revision,9696.200869250182,0.0,0.018230399815365672,9.094947017729282e-13,109,B2 2025-02-14 06:00
B2,2025-02-14,12,revision,9670.15986015691,0.0,0.013639699900522828,8.526512829121202e-13,73,B2 2025-02-14 12:00
B2,2025-02-14,18,revision,5059.298436058232,0.0,0.006947000045329332,8.526512829121202e-13,37,B2 2025-02-14 18:00
B2,2025-02-15,0,plan,19593.22220204638,0.0,0.02820130018517375,5.736152293896643e-12,144,B2 2025-02-15 00:00 plan
B2,2025-02-15,6,revision,8931.194232495422,0.0,0.03287820005789399,1.3642420526593924e-12,109,B2 2025-02-15 06:00
B2,2025-02-15,12,revision,9007.60566799829,0.0,0.013176599983125925,1.0231815394945443e-12,73,B2 2025-02-15 12:00
B2,2025-02-15,18,revision,4874.863437397526,0.0,0.007055699825286865,1.0231815394945443e-12,37,B2 2025-02-15 18:00
B2,2025-02-16,0,plan,54868.0203574464,0.0,0.012727699941024184,9.663381206337363e-13,144,B2 2025-02-16 00:00 plan
B2,2025-02-16,6,revision,38094.19719255654,0.0,0.0210591999348253,9.094947017729282e-13,109,B2 2025-02-16 06:00
B2,2025-02-16,12,revision,28512.68511900641,0.0,0.013228199910372496,9.094947017729282e-13,73,B2 2025-02-16 12:00
B2,2025-02-16,18,revision,13594.676836379724,0.0,0.007445199880748987,1.3642420526593924e-12,37,B2 2025-02-16 18:00
B2,2025-02-17,0,plan,53835.70452638656,0.0,0.020486399997025728,9.094947017729282e-13,144,B2 2025-02-17 00:00 plan
B2,2025-02-17,6,revision,37410.77149648775,0.0,0.02310859994031489,9.094947017729282e-13,109,B2 2025-02-17 06:00
B2,2025-02-17,12,revision,27539.093274607912,0.0,0.013246000045910478,1.8503717077085944e-12,73,B2 2025-02-17 12:00
B2,2025-02-17,18,revision,12633.193955822653,0.0,0.013333899900317192,5.684341886080801e-13,37,B2 2025-02-17 18:00
B2,2025-02-18,0,plan,48206.62860175195,0.0,0.021414900198578835,4.942342831289656e-10,144,B2 2025-02-18 00:00 plan
B2,2025-02-18,6,revision,35427.54388232958,0.0,0.0261119999922812,1.2292389328649733e-12,109,B2 2025-02-18 06:00
B2,2025-02-18,12,revision,26157.837158593666,0.0,0.020887000020593405,1.4281908988778014e-12,73,B2 2025-02-18 12:00
B2,2025-02-18,18,revision,13056.315485604233,0.0,0.008783800061792135,5.684341886080801e-13,37,B2 2025-02-18 18:00
B2,2025-02-19,0,plan,47991.46349909182,0.0,0.04273810004815459,9.094947017729282e-13,144,B2 2025-02-19 00:00 plan
B2,2025-02-19,6,revision,34022.52059093101,0.0,0.02142720017582178,1.942890293094024e-11,109,B2 2025-02-19 06:00
B2,2025-02-19,12,revision,27815.476813888257,0.0,0.017471800092607737,7.247535904753022e-13,73,B2 2025-02-19 12:00
B2,2025-02-19,18,revision,12685.110889642501,0.0,0.008409800007939339,1.8189894035458565e-12,37,B2 2025-02-19 18:00
B2,2025-02-20,0,plan,50694.93697908857,0.0,0.013824200024828315,9.094947017729282e-13,144,B2 2025-02-20 00:00 plan
B2,2025-02-20,6,revision,36749.28258377092,0.0,0.01963219977915287,9.094947017729282e-13,109,B2 2025-02-20 06:00
B2,2025-02-20,12,revision,26903.961911856342,0.0,0.0135109000839293,9.094947017729282e-13,73,B2 2025-02-20 12:00
B2,2025-02-20,18,revision,12906.988012200398,0.0,0.009933799970895052,9.094947017729282e-13,37,B2 2025-02-20 18:00
B2,2025-02-21,0,plan,18232.17654439738,0.0,0.02412390010431409,4.7691987239418385e-12,144,B2 2025-02-21 00:00 plan
B2,2025-02-21,6,revision,8177.331743366163,0.0,0.02638719999231398,2.31666537805116e-10,109,B2 2025-02-21 06:00
B2,2025-02-21,12,revision,8341.8113545848,0.0,0.014586699893698096,9.094947017729282e-13,73,B2 2025-02-21 12:00
B2,2025-02-21,18,revision,4950.34882233745,0.0,0.007595399860292673,9.094947017729282e-13,37,B2 2025-02-21 18:00
B2,2025-02-22,0,plan,18318.23922613502,0.0,0.03656570008024573,7.956598343146956e-12,144,B2 2025-02-22 00:00 plan
B2,2025-02-22,6,revision,9006.710985833315,0.0,0.021955400006845593,4.0808383110452664e-12,109,B2 2025-02-22 06:00
B2,2025-02-22,12,revision,8608.424564159259,0.0,0.02489349991083145,5.93420885168925e-12,73,B2 2025-02-22 12:00
B2,2025-02-22,18,revision,5032.630731461589,0.0,0.008014699909836054,6.821210263296962e-13,37,B2 2025-02-22 18:00
B2,2025-02-23,0,plan,48871.606602781496,0.0,0.02753979992121458,1.0177044392397269e-11,144,B2 2025-02-23 00:00 plan
B2,2025-02-23,6,revision,35816.5175117402,0.0,0.019495500018820167,1.0231815394945443e-12,109,B2 2025-02-23 06:00
B2,2025-02-23,12,revision,26884.73683943737,0.0,0.014627399854362011,3.700743415417189e-12,73,B2 2025-02-23 12:00
B2,2025-02-23,18,revision,12546.920595161497,0.0,0.012073500081896782,7.579122514774401e-13,37,B2 2025-02-23 18:00
B2,2025-02-24,0,plan,47687.8154429357,0.0,0.01986070000566542,2.016905161402368e-11,144,B2 2025-02-24 00:00 plan
B2,2025-02-24,6,revision,34334.99846372744,0.0,0.029256700072437525,2.0463630789890885e-12,109,B2 2025-02-24 06:00
B2,2025-02-24,12,revision,26367.764351959442,0.0,0.015666799852624536,3.577113595769986e-12,73,B2 2025-02-24 12:00
B2,2025-02-24,18,revision,12830.889382299318,0.0,0.00828169984742999,9.094947017729282e-13,37,B2 2025-02-24 18:00
B2,2025-02-25,0,plan,48766.486057683156,0.0,0.025408700108528137,8.455458555545192e-13,144,B2 2025-02-25 00:00 plan
B2,2025-02-25,6,revision,34324.24892735549,0.0,0.02153220004402101,8.526512829121202e-13,109,B2 2025-02-25 06:00
B2,2025-02-25,12,revision,25994.713919432754,0.0,0.013902700040489435,8.810729923425242e-13,73,B2 2025-02-25 12:00
B2,2025-02-25,18,revision,12739.47955853764,0.0,0.0072899998631328344,1.8189894035458565e-12,37,B2 2025-02-25 18:00
B2,2025-02-26,0,plan,43743.1361993379,0.0,0.02255719993263483,9.094947017729282e-13,144,B2 2025-02-26 00:00 plan
B2,2025-02-26,6,revision,31576.608686810025,0.0,0.019057900179177523,9.094947017729282e-13,109,B2 2025-02-26 06:00
B2,2025-02-26,12,revision,27431.26552435861,0.0,0.012954300036653876,9.094947017729282e-13,73,B2 2025-02-26 12:00
B2,2025-02-26,18,revision,12820.417330920385,0.0,0.01129030017182231,3.410605131648481e-13,37,B2 2025-02-26 18:00
B2,2025-02-27,0,plan,45141.483195727065,0.0,0.0190117999445647,3.1456319031046105e-12,144,B2 2025-02-27 00:00 plan
B2,2025-02-27,6,revision,32182.986638547478,0.0,0.021776899928227067,1.0231815394945443e-12,109,B2 2025-02-27 06:00
B2,2025-02-27,12,revision,25753.898432219503,0.0,0.013388700084760785,8.810729923425242e-13,73,B2 2025-02-27 12:00
B2,2025-02-27,18,revision,12768.303701159113,0.0,0.007517100078985095,7.958078640513122e-13,37,B2 2025-02-27 18:00
B2,2025-02-28,0,plan,17765.040960132435,0.0,0.04180070012807846,3.828344376610314e-12,144,B2 2025-02-28 00:00 plan
B2,2025-02-28,6,revision,8169.948372579817,0.0,0.028788700001314282,1.176658770418726e-12,109,B2 2025-02-28 06:00
B2,2025-02-28,12,revision,8277.342696702985,0.0,0.014422799926251173,9.251858538542972e-13,73,B2 2025-02-28 12:00
B2,2025-02-28,18,revision,4869.841583555856,0.0,0.007832400035113096,7.958078640513122e-13,37,B2 2025-02-28 18:00
B2,2025-03-01,0,plan,19421.07007919221,0.0,0.03030169988051057,8.384404281969182e-13,144,B2 2025-03-01 00:00 plan
B2,2025-03-01,6,revision,8592.641122546709,0.0,0.024571800138801336,9.066821367772112e-12,109,B2 2025-03-01 06:00
B2,2025-03-01,12,revision,8592.10728093386,0.0,0.013939099851995707,7.958078640513122e-13,73,B2 2025-03-01 12:00
B2,2025-03-01,18,revision,4903.054425240512,0.0,0.007928400067612529,7.958078640513122e-13,37,B2 2025-03-01 18:00
B2,2025-03-02,0,plan,48408.91854342525,0.0,0.028505400056019425,8.526512829121202e-13,144,B2 2025-03-02 00:00 plan
B2,2025-03-02,6,revision,36858.50838507181,0.0,0.025445600040256977,2.1174173525650986e-12,109,B2 2025-03-02 06:00
B2,2025-03-02,12,revision,28018.282039321926,0.0,0.014662900008261204,7.389644451905042e-13,73,B2 2025-03-02 12:00
B2,2025-03-02,18,revision,12242.54233369965,0.0,0.007985900156199932,6.821210263296962e-13,37,B2 2025-03-02 18:00
B2,2025-03-03,0,plan,50794.484606955884,0.0,0.011739799985662103,7.958078640513122e-13,144,B2 2025-03-03 00:00 plan
B2,2025-03-03,6,revision,36622.40998193912,0.0,0.018486600136384368,9.094947017729282e-13,109,B2 2025-03-03 06:00
B2,2025-03-03,12,revision,28145.820104774888,0.0,0.013313000090420246,9.094947017729282e-13,73,B2 2025-03-03 12:00
B2,2025-03-03,18,revision,12486.465427944708,0.0,0.007103899959474802,7.958078640513122e-13,37,B2 2025-03-03 18:00
B2,2025-03-04,0,plan,45043.69787668933,0.0,0.02009110013023019,8.810729923425242e-13,144,B2 2025-03-04 00:00 plan
B2,2025-03-04,6,revision,33638.62307217377,0.0,0.02401389996521175,2.0747847884194925e-12,109,B2 2025-03-04 06:00
B2,2025-03-04,12,revision,25336.966468774513,0.0,0.020733000012114644,1.4779288903810084e-12,73,B2 2025-03-04 12:00
B2,2025-03-04,18,revision,12662.082559494826,0.0,0.008405899861827493,6.821210263296962e-13,37,B2 2025-03-04 18:00
B2,2025-03-05,0,plan,47792.59563390991,0.0,0.023839999921619892,2.960594732333751e-12,144,B2 2025-03-05 00:00 plan
B2,2025-03-05,6,revision,33369.75452698142,0.0,0.022989100078120828,8.100187187665142e-13,109,B2 2025-03-05 06:00
B2,2025-03-05,12,revision,26092.33206935905,0.0,0.0146206000354141,3.515706244646329e-12,73,B2 2025-03-05 12:00
B2,2025-03-05,18,revision,13011.643345255645,0.0,0.008340799948200583,6.821210263296962e-13,37,B2 2025-03-05 18:00
B2,2025-03-06,0,plan,44203.893796528966,0.0,0.02898740000091493,9.094947017729282e-13,144,B2 2025-03-06 00:00 plan
B2,2025-03-06,6,revision,31247.141499317448,0.0,0.019910699920728803,9.314918651560991e-10,109,B2 2025-03-06 06:00
B2,2025-03-06,12,revision,26115.266325398574,0.0,0.014595899963751435,4.070817756958908e-12,73,B2 2025-03-06 12:00
B2,2025-03-06,18,revision,12733.861687774799,0.0,0.007977399975061417,9.094947017729282e-13,37,B2 2025-03-06 18:00
B2,2025-03-07,0,plan,17956.28482125916,0.0,0.07510520005598664,1.1425527191022411e-11,144,B2 2025-03-07 00:00 plan
B2,2025-03-07,6,revision,8477.778205214787,0.0,0.033815700095146894,8.526512829121202e-13,109,B2 2025-03-07 06:00
B2,2025-03-07,12,revision,8475.149507946706,0.0,0.010293599916622043,1.8189894035458565e-12,73,B2 2025-03-07 12:00
B2,2025-03-07,18,revision,4897.263767317534,0.0,0.007308099884539843,7.958078640513122e-13,37,B2 2025-03-07 18:00
B2,2025-03-08,0,plan,16195.808166062126,0.0,0.07254999992437661,1.5631940186722204e-12,144,B2 2025-03-08 00:00 plan
B2,2025-03-08,6,revision,8125.954883189789,0.0,0.03287809994071722,5.866240826435387e-11,109,B2 2025-03-08 06:00
B2,2025-03-08,12,revision,7982.5420197968515,0.0,0.01395970000885427,9.094947017729282e-13,73,B2 2025-03-08 12:00
B2,2025-03-08,18,revision,4922.727615941626,0.0,0.007631500018760562,9.094947017729282e-13,37,B2 2025-03-08 18:00
B2,2025-03-09,0,plan,46887.713999713036,0.0,0.03403360000811517,7.389644451905042e-13,144,B2 2025-03-09 00:00 plan
B2,2025-03-09,6,revision,30886.955852961644,0.0,0.02336820005439222,1.9326762412674725e-12,109,B2 2025-03-09 06:00
B2,2025-03-09,12,revision,25944.929963494476,0.0,0.013794800033792853,2.7755575615628914e-12,73,B2 2025-03-09 12:00
B2,2025-03-09,18,revision,12836.235815155658,0.0,0.011351099936291575,1.8189894035458565e-12,37,B2 2025-03-09 18:00
B2,2025-03-10,0,plan,44854.19677927655,0.0,0.0200204998254776,8.446576771348191e-13,144,B2 2025-03-10 00:00 plan
B2,2025-03-10,6,revision,32986.453208211766,0.0,0.01932740001939237,4.625929269271486e-12,109,B2 2025-03-10 06:00
B2,2025-03-10,12,revision,26356.56889447345,0.0,0.01071660011075437,2.220446049250313e-12,73,B2 2025-03-10 12:00
B2,2025-03-10,18,revision,13009.780467513569,0.0,0.011597699951380491,3.637978807091713e-12,37,B2 2025-03-10 18:00
B2,2025-03-11,0,plan,40338.588472246105,0.0,0.03430679999291897,9.094947017729282e-13,144,B2 2025-03-11 00:00 plan
B2,2025-03-11,6,revision,34989.43675515284,0.0,0.023003899957984686,9.094947017729282e-13,109,B2 2025-03-11 06:00
B2,2025-03-11,12,revision,25832.415021722503,0.0,0.014281600015237927,9.094947017729282e-13,73,B2 2025-03-11 12:00
B2,2025-03-11,18,revision,13011.073478875916,0.0,0.00930889998562634,1.8189894035458565e-12,37,B2 2025-03-11 18:00
B2,2025-03-12,0,plan,46540.55222910786,0.0,0.02446249988861382,1.4802973661668755e-12,144,B2 2025-03-12 00:00 plan
B2,2025-03-12,6,revision,30410.906746399454,0.0,0.018389400094747543,2.035408878479454e-12,109,B2 2025-03-12 06:00
B2,2025-03-12,12,revision,26415.045012108225,0.0,0.015236700186505914,8.668621376273222e-13,73,B2 2025-03-12 12:00
B2,2025-03-12,18,revision,12997.428775442517,0.0,0.007165699964389205,1.8189894035458565e-12,37,B2 2025-03-12 18:00
B2,2025-03-13,0,plan,46308.174683568075,0.0,0.0309621999040246,9.094947017729282e-13,144,B2 2025-03-13 00:00 plan
B2,2025-03-13,6,revision,34108.180772930915,0.0,0.012053199810907245,2.7284841053187847e-12,109,B2 2025-03-13 06:00
B2,2025-03-13,12,revision,26358.254142724756,0.0,0.01777489995583892,9.094947017729282e-13,73,B2 2025-03-13 12:00
B2,2025-03-13,18,revision,12924.912217834251,0.0,0.011158500099554658,1.1368683772161603e-12,37,B2 2025-03-13 18:00
B2,2025-03-14,0,plan,16599.69216701831,0.0,0.027266299817711115,1.6653345369377348e-12,144,B2 2025-03-14 00:00 plan
B2,2025-03-14,6,revision,8549.231308900076,0.0,0.018842600053176284,1.4802973661668755e-12,109,B2 2025-03-14 06:00
B2,2025-03-14,12,revision,8250.378964946212,0.0,0.009494999889284372,1.1368683772161603e-12,73,B2 2025-03-14 12:00
B2,2025-03-14,18,revision,5004.971859566925,0.0,0.007512000156566501,1.0231815394945443e-12,37,B2 2025-03-14 18:00
B2,2025-03-15,0,plan,16012.571996955956,1.1359757844596436e-16,0.04047710006125271,1.3642420526593924e-12,144,B2 2025-03-15 00:00 plan
B2,2025-03-15,6,revision,8729.501815176509,0.0,0.024159299908205867,3.0127011996228248e-12,109,B2 2025-03-15 06:00
B2,2025-03-15,12,revision,8267.886722389698,0.0,0.009428399847820401,7.958078640513122e-13,73,B2 2025-03-15 12:00
B2,2025-03-15,18,revision,4994.65589352452,0.0,0.007144100032746792,6.821210263296962e-13,37,B2 2025-03-15 18:00
B2,2025-03-16,0,plan,44717.74104540286,0.0,0.025187400169670582,9.094947017729282e-13,144,B2 2025-03-16 00:00 plan
B2,2025-03-16,6,revision,32429.1321362136,0.0,0.020342899952083826,9.094947017729282e-13,109,B2 2025-03-16 06:00
B2,2025-03-16,12,revision,26607.03310031694,0.0,0.014218399999663234,9.094947017729282e-13,73,B2 2025-03-16 12:00
B2,2025-03-16,18,revision,13009.44263654185,0.0,0.00779350008815527,9.094947017729282e-13,37,B2 2025-03-16 18:00
B2,2025-03-17,0,plan,41048.38816428309,0.0,0.019960899837315083,5.181040781584064e-12,144,B2 2025-03-17 00:00 plan
B2,2025-03-17,6,revision,25731.37842575916,0.0,0.031641599955037236,2.5579538487363607e-12,109,B2 2025-03-17 06:00
B2,2025-03-17,12,revision,25240.08373342375,0.0,0.0156872000079602,9.094947017729282e-13,73,B2 2025-03-17 12:00
B2,2025-03-17,18,revision,13045.003939145203,0.0,0.008538999827578664,5.684341886080801e-13,37,B2 2025-03-17 18:00
B2,2025-03-18,0,plan,47709.226197433716,0.0,0.012607400072738528,9.094947017729282e-13,144,B2 2025-03-18 00:00 plan
B2,2025-03-18,6,revision,32761.563925699214,0.0,0.018181199906393886,2.0463630789890885e-12,109,B2 2025-03-18 06:00
B2,2025-03-18,12,revision,25176.087721941924,0.0,0.015254399972036481,1.1102230246251565e-12,73,B2 2025-03-18 12:00
B2,2025-03-18,18,revision,12878.89223535859,0.0,0.007262700004503131,1.8189894035458565e-12,37,B2 2025-03-18 18:00
B2,2025-03-19,0,plan,39079.26302596903,0.0,0.02072019991464913,1.8503717077085944e-12,144,B2 2025-03-19 00:00 plan
B2,2025-03-19,6,revision,30340.08609173613,0.0,0.01749289990402758,8.810729923425242e-13,109,B2 2025-03-19 06:00
B2,2025-03-19,12,revision,24208.67033584576,0.0,0.02071589999832213,1.2505552149377763e-12,73,B2 2025-03-19 12:00
B2,2025-03-19,18,revision,13070.08875909667,0.0,0.013648399850353599,2.5011104298755527e-12,37,B2 2025-03-19 18:00
B2,2025-03-20,0,plan,44091.62885106683,0.0,0.02032500016503036,2.960594732333751e-12,144,B2 2025-03-20 00:00 plan
B2,2025-03-20,6,revision,28508.55234408684,0.0,0.018780900165438652,9.094947017729282e-13,109,B2 2025-03-20 06:00
B2,2025-03-20,12,revision,26769.423005736448,0.0,0.014678699895739555,9.094947017729282e-13,73,B2 2025-03-20 12:00
B2,2025-03-20,18,revision,12988.395119541929,0.0,0.0076824999414384365,9.094947017729282e-13,37,B2 2025-03-20 18:00
B2,2025-03-21,0,plan,15539.803537142672,0.0,0.04675080021843314,9.094947017729282e-13,144,B2 2025-03-21 00:00 plan
B2,2025-03-21,6,revision,7172.676890334214,0.0,0.05463150003924966,1.0686562745831907e-11,109,B2 2025-03-21 06:00
B2,2025-03-21,12,revision,7360.254137994457,0.0,0.009368399856612086,9.094947017729282e-13,73,B2 2025-03-21 12:00
B2,2025-03-21,18,revision,4906.739502803626,0.0,0.006577000021934509,5.684341886080801e-13,37,B2 2025-03-21 18:00
B2,2025-03-22,0,plan,16586.67058406283,0.0,0.04851810005493462,3.0716170347962666e-11,144,B2 2025-03-22 00:00 plan
B2,2025-03-22,6,revision,8136.109305643834,0.0,0.018158799968659878,7.958078640513122e-13,109,B2 2025-03-22 06:00
B2,2025-03-22,12,revision,8068.531981904206,1.127212117164198e-16,0.009113000007346272,1.8189894035458565e-12,73,B2 2025-03-22 12:00
B2,2025-03-22,18,revision,5103.894752788257,0.0,0.006766199832782149,1.1368683772161603e-12,37,B2 2025-03-22 18:00
B2,2025-03-23,0,plan,44584.49945496595,0.0,0.044941699830815196,1.8189894035458565e-12,144,B2 2025-03-23 00:00 plan
B2,2025-03-23,6,revision,30048.006979937105,0.0,0.018876699963584542,7.401486830834377e-12,109,B2 2025-03-23 06:00
B2,2025-03-23,12,revision,24171.73005110095,0.0,0.013747399905696511,7.956598343146956e-12,73,B2 2025-03-23 12:00
B2,2025-03-23,18,revision,12895.715696471198,0.0,0.011206799885258079,7.389644451905042e-13,37,B2 2025-03-23 18:00
B2,2025-03-24,0,plan,41913.43741855159,0.0,0.028781400062143803,8.841816168114747e-13,144,B2 2025-03-24 00:00 plan
B2,2025-03-24,6,revision,29198.900127352765,0.0,0.019512000028043985,9.379164112033322e-13,109,B2 2025-03-24 06:00
B2,2025-03-24,12,revision,24510.06830597161,0.0,0.014646800002083182,9.094947017729282e-13,73,B2 2025-03-24 12:00
B2,2025-03-24,18,revision,13060.107613930897,0.0,0.007642900105565786,2.5011104298755527e-12,37,B2 2025-03-24 18:00
B2,2025-03-25,0,plan,46401.902086597685,0.0,0.01979420008137822,7.958078640513122e-13,144,B2 2025-03-25 00:00 plan
B2,2025-03-25,6,revision,29699.03097537895,0.0,0.01901619997806847,8.526512829121202e-13,109,B2 2025-03-25 06:00
B2,2025-03-25,12,revision,24959.071017978516,0.0,0.015889199916273355,5.551115123125783e-12,73,B2 2025-03-25 12:00
B2,2025-03-25,18,revision,12878.062408823615,0.0,0.012026200070977211,3.637978807091713e-12,37,B2 2025-03-25 18:00
B2,2025-03-26,0,plan,40133.52629239926,0.0,0.02965130005031824,8.100187187665142e-13,144,B2 2025-03-26 00:00 plan
B2,2025-03-26,6,revision,27267.373290902597,0.0,0.03277109982445836,9.094947017729282e-13,109,B2 2025-03-26 06:00
B2,2025-03-26,12,revision,23571.26029023458,0.0,0.014433000003919005,7.586524001605237e-12,73,B2 2025-03-26 12:00
B2,2025-03-26,18,revision,12949.83237498844,0.0,0.008486000122502446,1.8189894035458565e-12,37,B2 2025-03-26 18:00
