date,S0_L75,S2_load_q75,delta_yuan,emergency_kWh_S2
2025-03-17,40751.11308164683,40854.60552871649,103.4924470696642,115.8335499999975
2025-03-18,43648.23787463476,43775.07680120506,126.83892657030083,0.0
2025-03-19,41540.46140706576,41808.74399588551,268.2825888197476,0.0
2025-03-20,43409.33625689193,42653.92045741776,-755.4157994741763,85.78828888180482
2025-03-21,15289.423861473708,15376.221021538626,86.79716006491799,0.0
2025-03-22,16141.600523359051,16279.394352879815,137.79382952076412,0.0
2025-03-23,41403.99266608439,41562.98259952528,158.98993344089104,0.0
2025-03-24,41506.00985462022,40827.55182288883,-678.4580317313885,0.0
2025-03-25,42374.58441568893,42472.794848621525,98.21043293259572,4.503104583034315
2025-03-26,38866.181890012274,39327.02399533373,460.84210532145516,0.0
2025-03-27,40465.81560828613,40297.61242164437,-168.2031866417601,41.50482676306335
2025-03-28,15631.654110451716,15781.184992268532,149.53088181681596,0.0
2025-03-29,14679.948870699765,14809.81160384001,129.86273314024402,0.0
2025-03-30,38568.9308022353,38236.9140388791,-332.0167633562014,0.0
2025-03-31,38675.04701439966,38797.49485802263,122.44784362296923,0.0
2025-04-01,40716.79387504599,40925.98494397026,209.19106892427226,0.0
2025-04-02,40600.59929073167,41045.967545407744,445.3682546760756,48.13926318410688
2025-04-03,40008.84320533516,40093.878857779004,85.03565244384663,0.0
2025-04-04,14288.716455605068,14237.295746839545,-51.42070876552316,0.0
2025-04-05,14144.495412895732,14174.994054115632,30.498641219899582,0.0
2025-04-06,38095.92223736376,38126.7688082103,30.84657084653736,8.944877035633363
2025-04-07,35993.870268221326,36058.11169742866,64.2414292073372,0.0
2025-04-08,38131.28929393536,38170.70337982743,39.414085892065486,0.0
2025-04-09,39935.805479783274,39968.857793500574,33.05231371730042,0.0
2025-04-10,38533.20560117879,38671.611902748344,138.40630156955012,0.0
2025-04-11,13540.63090465322,13494.966851635629,-45.66405301759187,0.0
2025-04-12,14301.771065837534,14290.460394718428,-11.3106711191067,0.0
2025-04-13,35678.08545570368,35671.352244149515,-6.733211554164882,0.0
2025-04-14,36820.18853380718,36877.23323729073,57.04470348355244,0.0
2025-04-15,34691.712120447766,34767.57168040319,75.85955995542463,0.0
2025-04-16,37260.70076567752,37152.675872189226,-108.02489348829113,0.0
2025-04-17,36330.06416032476,36344.796642932844,14.732482608087594,0.0
2025-04-18,13309.852146159335,13297.965195296538,-11.886950862797676,0.0
2025-04-19,13544.201625642225,13452.18734341712,-92.01428222510549,0.0
2025-04-20,35118.653815833895,35214.66202886838,96.00821303448174,0.0
2025-04-21,34485.677716902595,34594.079773643934,108.40205674133904,28.164739743026416
2025-04-22,35098.900227679376,35061.24953332404,-37.65069435533951,0.0
2025-04-23,34837.756560518785,34989.11076129556,151.35420077677554,0.0
2025-04-24,33847.53346611959,33693.88267652498,-153.65078959460516,0.0
2025-04-25,12702.240811331627,12730.0203224276,27.77951109597234,0.0
2025-04-26,13122.214559837903,13005.09388050909,-117.12067932881291,0.0
2025-04-27,33505.955668067705,33484.217918114446,-21.73774995325948,0.0
2025-04-28,38807.548506597355,38532.10786450468,-275.44064209267526,0.0
2025-04-29,34077.803903045664,33921.487938820064,-156.3159642255996,0.0
2025-04-30,31990.580490535056,31987.433858437947,-3.1466320971085224,0.0
2025-05-01,44427.44331768185,43703.88206452407,-723.561253157779,1817.0040795279465
2025-05-02,21949.843085475346,19280.853166719673,-2668.989918755673,731.1063448077416
2025-05-03,20937.875786628472,17270.650801516516,-3667.224985111956,328.6400844407592
2025-05-04,43268.159875248464,39443.81318515349,-3824.3466900949716,394.5593269868813
2025-05-05,40276.97708900617,39821.44245988679,-455.5346291193782,0.0
2025-05-06,37602.557550542115,37307.63193666052,-294.9256138815981,0.0
2025-05-07,39348.81883690454,39152.54728951071,-196.27154739382968,157.87136626933267
2025-05-08,40259.870084617454,39808.71265938382,-451.1574252336359,35.99924999999996
2025-05-09,14868.46037381799,16672.09838807923,1803.6380142612397,0.0
2025-05-10,15268.121418918103,16556.12417530561,1288.0027563875065,647.0388490202364
2025-05-11,39506.23616597062,39749.381375214994,243.14520924437238,41.18071666666651
2025-05-12,35958.34935350688,36421.800062288596,463.4507087817183,0.0
2025-05-13,38183.1053371857,38445.083999498456,261.9786623127584,0.0
2025-05-14,37872.61069135574,38294.83649076506,422.2257994093234,0.0
2025-05-15,37778.41296114488,37157.237090402676,-621.175870742205,0.0
2025-05-16,14482.095897358882,14609.38023393851,127.28433657962705,0.0
2025-05-17,14810.597586061238,14884.097479224592,73.4998931633545,0.0
2025-05-18,37922.11218701331,37913.00057354248,-9.11161347082816,5.236666666666565
2025-05-19,36363.11591694285,37610.03888049018,1246.9229635473312,276.7637379484896
2025-05-20,37111.89801082731,37069.04222973254,-42.855781094767735,0.0
2025-05-21,36932.36400862816,36737.05551159135,-195.30849703680724,0.0
2025-05-22,35836.97961573042,35799.57518750971,-37.40442822071054,2.5699999999999363
2025-05-23,15463.928894028133,15353.722339092445,-110.20655493568847,0.0
2025-05-24,14704.01781447287,14835.619845333013,131.6020308601419,0.0
2025-05-25,35555.4569137025,36575.274114860345,1019.8172011578426,0.0
2025-05-26,38126.09024309556,37837.25320191673,-288.8370411788346,0.0
2025-05-27,35375.51701695799,34890.31384794701,-485.20316901097976,0.0
2025-05-28,37390.01222225207,37796.163676585325,406.15145433325233,0.0
2025-05-29,38430.92217338273,38436.737870969504,5.815697586775059,17.38141680071817
2025-05-30,15505.351054564986,15254.33337324263,-251.0176813223552,0.0
2025-05-31,15672.534213696235,15302.626830725354,-369.9073829708814,0.0
2025-06-01,59651.154747368375,56720.26147584238,-2930.8932715259944,1113.993143056674
2025-06-02,51793.92761788564,52057.99732513673,264.0697072510884,225.3996400226697
2025-06-03,48977.10456150555,49996.23311651247,1019.1285550069224,0.15166566795767267
2025-06-04,52312.15020698013,51727.96313451185,-584.1870724682813,16.679055878914824
2025-06-05,49969.91223807324,49761.16195493606,-208.75028313717485,81.6535126758929
2025-06-06,23216.12294641832,24165.172502203848,949.0495557855284,0.0
2025-06-07,24614.40868973013,25229.074611315053,614.6659215849213,0.0
2025-06-08,50080.49669669984,49567.099051053374,-513.3976456464661,0.0
2025-06-09,50038.37458041982,50347.294466476436,308.91988605661754,59.7727540650252
2025-06-10,49384.987346884984,50459.01444787788,1074.0271009928983,565.6521258098261
2025-06-11,53580.53445553517,54008.36808296468,427.83362742950703,17.926057924049065
2025-06-12,50210.02576112517,49524.79135595577,-685.2344051694017,7.646045298991908
2025-06-13,20947.197722128738,21384.467577701253,437.26985557251464,0.0
2025-06-14,20288.259590955393,19905.928916176304,-382.33067477908844,0.0
2025-06-15,49484.92667922688,49711.58905102676,226.66237179988093,0.5419525418865305
2025-06-16,50350.37796887829,50480.42652342542,130.04855454713106,104.84944572409893
2025-06-17,51849.71081209727,52179.167273096944,329.45646099967416,73.11081152642691
2025-06-18,51147.485065929766,50957.2629292191,-190.22213671066856,60.25358644614482
2025-06-19,50827.44995429049,51059.77768219997,232.32772790948366,88.54304370466957
2025-06-20,20501.237977881363,20159.350777272106,-341.887200609257,0.0
2025-06-21,20027.709311414525,20375.89183727862,348.18252586409653,0.0
2025-06-22,48486.67290105718,48410.768334522494,-75.90456653468573,5.961139523897373
2025-06-23,47019.653499049185,46898.13701926322,-121.51647978596884,17.556958895077173
2025-06-24,54108.63476093514,54398.66604511597,290.03128418082633,0.0
2025-06-25,50747.23792887066,50309.9137695175,-437.3241593531566,21.41648065304969
2025-06-26,48713.159888451344,48905.895084580596,192.73519612925156,65.6418862646226
2025-06-27,20608.770245569394,20151.10567647977,-457.66456908962573,0.0
2025-06-28,19747.112774505797,19985.332673188357,238.2198986825606,0.0
2025-06-29,50337.73030803871,50225.885649172065,-111.84465886664111,8.240494090715401
2025-06-30,50145.215973283994,50336.26353047082,191.04755718682281,66.97322394201194
2025-07-01,69424.91041085568,62261.66900022693,-7163.241410628747,905.5942579075594
2025-07-02,50507.49793060294,51554.57331794656,1047.0753873436188,147.49068528767793
2025-07-03,55982.21226219238,57959.433442173126,1977.2211799807483,18.93764749540196
2025-07-04,25625.87134258558,25541.723753446302,-84.14758913927653,156.21257110633366
2025-07-05,25873.79784586622,26117.43308415931,243.6352382930927,0.0
2025-07-06,61720.08153993141,59692.3944750918,-2027.687064839607,237.60667416656685
2025-07-07,53288.46510102119,52729.28100307195,-559.1840979492408,69.11752856702651
2025-07-08,61156.40164052296,59412.966372542214,-1743.435267980749,26.1640114098891
2025-07-09,52414.12161047811,53064.8325738835,650.710963405385,99.34611694080218
2025-07-10,51247.42397873394,51557.516620291215,310.0926415572758,166.31993430559567
2025-07-11,25620.875226774133,25447.697312946922,-173.17791382721043,25.442738232681904
2025-07-12,25913.95548896164,26605.372298696264,691.4168097346228,0.0
2025-07-13,52433.11997227705,52291.80054059631,-141.31943168073485,172.54819145637748
2025-07-14,51417.05119065245,52034.42575379725,617.3745631448037,6.240096150714294
2025-07-15,52184.26235776328,51629.72565895931,-554.5366988039677,3.2912894124557397
2025-07-16,51291.22725470617,52473.05889708962,1181.8316423834476,20.730689931922825
2025-07-17,52033.41981931318,50772.78489353381,-1260.63492577937,32.3430673671794
2025-07-18,29080.940029936704,28698.475497652293,-382.4645322844117,0.0
2025-07-19,25922.907241103043,26707.814906169722,784.9076650666793,0.0
2025-07-20,52294.3002216477,52859.51069534839,565.2104737006885,0.10933679709410171
2025-07-21,54179.535893614564,53747.426909556416,-432.10898405814805,4.179748373203552
2025-07-22,55273.2402771215,55013.84591522813,-259.39436189336993,161.18117152819468
2025-07-23,57332.67958514052,57017.045262092695,-315.6343230478233,4.181868097212373
2025-07-24,55753.13201619798,55451.22201009696,-301.9100061010249,3.5863781488640143
2025-07-25,24938.31206354437,24738.254914301637,-200.05714924273343,0.0
2025-07-26,25394.49924800211,24740.894336022877,-653.6049119792333,1.237775004681497
2025-07-27,53196.7483684587,52771.19820634733,-425.55016211136535,0.0
2025-07-28,54774.82627143799,54944.334215195115,169.50794375712576,0.0
2025-07-29,58253.92093667228,56465.80671416642,-1788.1142225058575,97.9007239513162
2025-07-30,56696.30249956449,54442.16742657564,-2254.135072988851,0.0
2025-07-31,54842.32877450553,53137.56646379846,-1704.7623107070685,5.822884399304257
2025-08-01,25040.194593434193,25465.221326758994,425.02673332480117,0.0
2025-08-02,25541.42933613346,24831.86408453809,-709.5652515953698,0.0
2025-08-03,44595.01382058647,44843.34191063145,248.3280900449754,97.94628298992359
2025-08-04,48517.52149523471,47823.83550352454,-693.6859917101683,6.429197389604269
2025-08-05,48037.36283436542,46857.09113327846,-1180.27170108696,11.361105358913505
2025-08-06,50212.6808538583,50037.41240294535,-175.26845091294672,8.975828824237283
2025-08-07,49633.43589763587,49229.95758412881,-403.4783135070611,45.642734267775154
2025-08-08,24211.554400765894,24193.601418384966,-17.952982380928006,0.0
2025-08-09,23472.78455822309,23485.047657086354,12.263098863262712,0.0
2025-08-10,46806.09793024023,47209.67775142119,403.579821180967,33.554820048888814
2025-08-11,47553.30646088245,47688.897368039405,135.59090715695493,273.88061101473716
2025-08-12,49778.69448151284,49819.30073392867,40.606252415833296,100.25996923320122
2025-08-13,46907.531660858025,46933.02085249306,25.489191635031602,121.67475170806188
2025-08-14,48606.95605644234,48027.1937363677,-579.7623200746384,108.45782281462436
2025-08-15,23840.23067391594,23634.88186204285,-205.3488118730893,0.0
2025-08-16,24407.077635912032,25354.90095988159,947.8233239695583,133.20581234033
2025-08-17,47353.51822522414,47071.22801410295,-282.29021112119517,163.12409069175078
2025-08-18,46864.82332437276,46991.06177968031,126.23845530755352,158.5777985942393
2025-08-19,46742.75265917859,46635.93371632955,-106.8189428490441,128.05660215848502
2025-08-20,51122.413983249666,51273.49457284582,151.080589596153,101.35349711406161
2025-08-21,46794.50843590732,46905.27709371268,110.76865780535445,50.00033420663419
2025-08-22,24499.77920036552,24307.43373605929,-192.34546430622868,110.1047449928719
2025-08-23,23965.157286042275,24170.868304655567,205.71101861329225,0.0
2025-08-24,45882.84797632205,46108.99765575699,226.14967943493684,0.0
2025-08-25,54308.43127127696,54217.550528513646,-90.88074276331463,45.51872641718603
2025-08-26,47496.95914012035,47685.41420745841,188.45506733805814,4.431577314103379
2025-08-27,49570.690140625884,49967.35729291778,396.6671522918987,31.109463692262125
2025-08-28,51205.8345353246,51304.619937238516,98.78540191391949,100.59485693822455
2025-08-29,25295.795581168954,25394.406134900204,98.61055373125055,0.0
2025-08-30,23656.827584840878,23882.416126148975,225.58854130809777,0.0
2025-08-31,47397.27987606939,47389.51129426625,-7.768581803138659,59.97118875600529
2025-09-01,48052.13906143723,47992.66790344524,-59.47115799198946,0.0
2025-09-02,44669.555408088054,42980.27771783563,-1689.2776902524274,0.0
2025-09-03,44702.1050301432,43599.21524067868,-1102.8897894645197,0.0
2025-09-04,38659.3755015894,40650.47653814227,1991.101036552871,286.1801851846826
2025-09-05,19488.960618029887,18802.90749913892,-686.0531188909663,0.0
2025-09-06,16782.500841581117,18330.834050586556,1548.3332090054391,0.0
2025-09-07,41274.78058223409,40763.58884244258,-511.19173979150946,0.0
2025-09-08,51426.99807225994,44284.20599327637,-7142.79207898357,0.0
2025-09-09,40683.46607299432,38896.72786426018,-1786.7382087341393,0.0
2025-09-10,44808.234537698285,44445.37716286504,-362.8573748332419,248.050200958385
2025-09-11,41146.397181001725,41070.52935834751,-75.86782265421789,2.3913827202072753
2025-09-12,19071.92605564906,19119.200914527923,47.2748588788636,0.0
2025-09-13,18032.862187155835,18809.27314269006,776.4109555342256,0.0
2025-09-14,44163.91869495148,44163.65785668591,-0.26083826556714484,0.0
2025-09-15,41066.62609907476,43005.82064018391,1939.194541109151,814.7986829574819
2025-09-16,43864.864420974685,44832.63785416672,967.7734331920365,8.238266666666618
2025-09-17,42257.476125212066,42371.85190765603,114.37578244396718,6.883917674070062
2025-09-18,43198.98604413717,42949.02754390699,-249.95850023018284,0.0
2025-09-19,18964.38585403991,18978.955922955083,14.570068915174488,0.0
2025-09-20,17945.725972062544,17957.86217973509,12.136207672545424,37.48358167546962
2025-09-21,42458.48824882843,43339.990546634675,881.502297806248,75.83522502390429
2025-09-22,43680.76349244174,44864.91891011898,1184.1554176772333,13.511168383659651
2025-09-23,43852.28961072502,44040.19028916349,187.90067843846919,159.4036310480687
2025-09-24,42734.242317395205,44132.53631822715,1398.294000831942,0.0
2025-09-25,43681.533722431115,43292.99969489699,-388.5340275341223,243.98060266251338
2025-09-26,18762.274220700605,18780.085589641632,17.811368941027467,184.71545640702547
2025-09-27,18691.744432891475,19556.07091211131,864.3264792198352,0.0
2025-09-28,44966.09615329047,46551.56179722988,1585.4656439394093,5.868333333333226
2025-09-29,48473.384826480346,45831.3477289784,-2642.037097501947,406.64863591287406
2025-09-30,45897.57976295445,46637.761783322414,740.1820203679672,31.41115000000002
2025-10-01,39780.97462422346,39715.427242393846,-65.54738182961592,0.0
2025-10-02,40705.97502592012,41072.12534775449,366.1503218343714,0.0
2025-10-03,16109.427271674473,16191.30447058313,81.8771989086581,0.0
2025-10-04,16365.227503475704,16352.631628677298,-12.59587479840593,0.0
2025-10-05,39661.645356992216,40210.416425266434,548.7710682742181,0.0
2025-10-06,39628.11118590457,39942.30551705526,314.19433115069114,0.0
2025-10-07,40524.09999618951,40755.17469265259,231.07469646308164,0.0
2025-10-08,39623.112741125246,38165.09457816063,-1458.0181629646177,81.80006202920652
2025-10-09,42044.0537785645,41556.904676209815,-487.14910235468415,91.52421234135537
2025-10-10,16665.563947451403,17428.438476654675,762.8745292032727,0.0
2025-10-11,16809.252002348287,16793.092677580426,-16.159324767861108,0.0
2025-10-12,40414.06257190973,40451.75501652126,37.692444611529936,20.929933333333224
2025-10-13,41302.97404076801,41582.00540418877,279.0313634207632,0.0
2025-10-14,42206.77382398409,42196.128921528325,-10.644902455765987,0.0
2025-10-15,43184.9055870738,43849.101044031566,664.1954569577647,0.0
2025-10-16,43445.338454673314,43537.32141051761,91.98295584429434,0.0
2025-10-17,16914.18072284853,16921.992220384942,7.81149753641148,0.0
2025-10-18,17312.18765930385,17571.97980603443,259.7921467305787,0.0
2025-10-19,43044.393594998575,43365.648688434645,321.2550934360697,0.0
2025-10-20,45708.461080559624,45749.99051461385,41.52943405422411,0.0
2025-10-21,45785.26497337981,46674.54644042971,889.2814670498992,0.0
2025-10-22,45308.48210873844,44531.4831196119,-776.9989891265432,0.0
2025-10-23,47424.86792484025,48685.559652071075,1260.6917272308274,0.0
2025-10-24,18197.855639376798,18174.898343045294,-22.95729633150404,0.0
2025-10-25,17611.39035001295,18226.21328688884,614.8229368758912,0.0
2025-10-26,45606.79584546239,46923.20632966207,1316.4104841996814,0.0
2025-10-27,46031.22250674978,46486.96160716,455.73910041022464,0.0
2025-10-28,46040.48637076678,46187.68331785186,147.1969470850745,0.0
2025-10-29,49029.2232014323,48523.410557517076,-505.81264391522564,0.0
2025-10-30,44657.3306829524,45299.24549808888,641.9148151364789,0.0
2025-10-31,18735.919585591102,19353.011856230114,617.092270639012,158.3764934261723
2025-11-01,18088.559911708755,18743.90413997548,655.3442282667238,0.0
2025-11-02,49684.93880580421,49482.49704512228,-202.4417606819261,185.16868264434208
2025-11-03,48607.57860613241,49167.31340740389,559.7348012714792,0.0
2025-11-04,47182.64399869598,47370.19368225121,187.54968355522578,26.575107700850253
2025-11-05,49461.805670665206,49720.0224943628,258.2168236975922,3.227683333333289
2025-11-06,49553.38439411728,49951.02680239385,397.64240827656613,0.0
2025-11-07,18819.79099858089,19247.465381543705,427.674382962814,0.0
2025-11-08,18691.98691105866,18966.049234100712,274.0623230420533,0.0
2025-11-09,49121.5794920243,49508.00950672052,386.4300146962196,0.0
2025-11-10,51925.0864706471,52021.00983662559,95.92336597849499,0.0
2025-11-11,50660.72568237813,50761.05021561319,100.32453323506343,0.0
2025-11-12,50522.077130113146,50636.83939544969,114.76226533654699,0.0
2025-11-13,50215.98320237292,50356.41551780819,140.4323154352751,0.0
2025-11-14,19110.073026828886,19235.443075312876,125.3700484839901,0.0
2025-11-15,20130.05260679087,20230.727096823903,100.67449003303409,0.0
2025-11-16,51618.940649023534,51807.40792614466,188.46727712112624,0.0
2025-11-17,52598.18199749961,52657.904142234365,59.72214473475469,0.0
2025-11-18,50410.61337358682,50403.21891615427,-7.394457432550553,0.0
2025-11-19,53686.10835389025,53770.562005544474,84.45365165422118,0.0
2025-11-20,51741.52055914006,51775.43330231515,33.91274317508942,0.0
2025-11-21,19762.924640722154,19833.379849149886,70.45520842773112,0.0
2025-11-22,21013.286944457002,21155.495448329108,142.2085038721052,0.0
2025-11-23,52353.268632555766,52451.501036346046,98.23240379027993,0.0
2025-11-24,50623.243698704566,50526.17646034779,-97.06723835677258,16.76653724428263
2025-11-25,55450.65449729565,55464.15784152104,13.50334422539163,0.0
2025-11-26,54531.133164886516,54399.305459467105,-131.82770541941136,26.71098896707508
2025-11-27,53056.48340385642,52999.601737803234,-56.88166605318838,0.0
2025-11-28,20066.6202757303,20057.936104206008,-8.684171524291742,0.0
2025-11-29,23143.008764979393,23057.799445553774,-85.20931942561947,0.0
2025-11-30,55543.313671898766,55418.654837161295,-124.6588347374709,3.3919972130773886
2025-12-01,72575.38434182748,72581.13703087175,5.752689044267754,2991.276469776695
2025-12-02,71208.53170566316,63327.12550573965,-7881.406199923513,23.156976541711515
2025-12-03,67739.94347161641,63176.524443858594,-4563.419027757816,0.0
2025-12-04,65676.57230709714,64366.93359648449,-1309.6387106126567,259.4522950891908
2025-12-05,26221.258038046733,26229.420054836584,8.162016789850895,0.0
2025-12-06,26959.631741133508,26727.351877580986,-232.27986355252142,0.0
2025-12-07,62634.4192788361,62713.42968834278,79.01040950667812,43.649126141264105
2025-12-08,66540.1540630285,65649.00107509736,-891.152987931142,0.0
2025-12-09,61553.2609247288,61990.102589387454,436.84166465865565,51.39672240946447
2025-12-10,61511.954656410664,61727.24668914999,215.29203273932944,0.0
2025-12-11,60983.47327007936,61159.31708234729,175.84381226792902,0.0
2025-12-12,27127.873465340897,26779.172657667263,-348.7008076736347,13.520919032499204
2025-12-13,26610.18987192471,26458.03130018298,-152.15857174172925,0.0
2025-12-14,62788.52701702189,62347.61710463969,-440.9099123821943,193.6688537609425
2025-12-15,62541.76777620611,62366.20719098194,-175.56058522416424,3.9803583796876865
2025-12-16,62536.88033750288,62797.69920340606,260.81886590318027,0.0
2025-12-17,61990.44845146779,62311.117015293064,320.66856382527476,0.0
2025-12-18,61168.23227462376,61146.41051296866,-21.821761655104638,0.0
2025-12-19,25940.40254868849,25859.574298488784,-80.82825019970551,0.0
2025-12-20,26398.407043905194,26673.813691140724,275.4066472355298,0.0
2025-12-21,62874.57985837365,62477.752008720636,-396.82784965301107,13.37733496756573
2025-12-22,61652.12772836173,61477.71732379572,-174.4104045660133,0.0
2025-12-23,62246.36618221482,63592.13883373668,1345.77265152186,248.0785680241719
2025-12-24,62058.145448745796,61675.805991869616,-382.3394568761796,25.85806118753237
2025-12-25,61572.015971585715,61827.30227492493,255.2863033392132,172.20678824307518
2025-12-26,26554.034994824844,25952.243231207372,-601.7917636174716,0.0
2025-12-27,26502.322184328827,26709.649038832817,207.32685450399003,0.0
2025-12-28,61439.20088200943,61161.18831873566,-278.01256327376905,32.36262916663475
2025-12-29,62611.15560267937,61805.80077854157,-805.3548241378012,69.8594340270937
2025-12-30,61996.960136364556,61602.03635496077,-394.92378140378423,0.0
2025-12-31,62592.278872525516,62786.43112810057,194.1522555750562,77.63568225868786
