group,date,start,end,energy_kWh
Q42,2025-06-04,2025-06-04 19:10:00,2025-06-04 19:20:00,6.353657810897516
Q42,2025-06-04,2025-06-04 20:40:00,2025-06-04 20:50:00,11.427401123320465
Q42,2025-06-05,2025-06-05 19:00:00,2025-06-05 19:20:00,64.04527453117964
Q42,2025-06-05,2025-06-05 20:10:00,2025-06-05 20:20:00,18.165652947682247
Q42,2025-06-06,2025-06-06 01:00:00,2025-06-06 01:20:00,71.78638212042051
Q42,2025-06-06,2025-06-06 20:40:00,2025-06-06 20:50:00,518.3489985849717
Q42,2025-06-09,2025-06-09 18:50:00,2025-06-09 19:10:00,57.801812162190004
Q42,2025-06-09,2025-06-09 19:40:00,2025-06-09 20:00:00,27.84511581070956
Q42,2025-06-09,2025-06-09 20:20:00,2025-06-09 21:00:00,188.5651333190558
Q42,2025-06-10,2025-06-10 19:10:00,2025-06-10 19:30:00,15.722627482702478
Q42,2025-06-10,2025-06-10 20:00:00,2025-06-10 20:10:00,11.113954547740832
Q42,2025-06-11,2025-06-11 19:30:00,2025-06-11 19:40:00,9.645101164713084
Q42,2025-06-12,2025-06-12 20:00:00,2025-06-12 20:10:00,3.214520349777217
Q42,2025-06-15,2025-06-15 18:40:00,2025-06-15 19:00:00,18.351429254633786
Q42,2025-06-16,2025-06-16 20:00:00,2025-06-16 20:20:00,24.506391675418058
Q42,2025-06-17,2025-06-17 19:30:00,2025-06-17 19:40:00,26.774416353754415
Q42,2025-06-17,2025-06-17 20:40:00,2025-06-17 20:50:00,15.185096194652148
Q42,2025-06-18,2025-06-18 20:00:00,2025-06-18 20:10:00,10.240877258928094
Q42,2025-06-18,2025-06-18 20:30:00,2025-06-18 20:40:00,1.9541208052231696
Q42,2025-06-19,2025-06-19 19:20:00,2025-06-19 19:40:00,76.47263984127903
Q42,2025-06-24,2025-06-24 20:40:00,2025-06-24 20:50:00,551.576277917914
Q42,2025-06-26,2025-06-26 19:50:00,2025-06-26 20:00:00,8.754470589140169
Q42,2025-07-01,2025-07-01 19:00:00,2025-07-01 20:00:00,301.2975735164256
Q42,2025-07-01,2025-07-01 20:10:00,2025-07-01 22:10:00,1178.986107301031
Q42,2025-07-01,2025-07-01 22:30:00,2025-07-01 23:00:00,312.24834578381103
Q42,2025-07-01,2025-07-01 23:10:00,2025-07-02 00:00:00,288.2861366128593
Q42,2025-07-02,2025-07-02 00:00:00,2025-07-02 00:20:00,82.70787192482453
Q42,2025-07-02,2025-07-02 02:00:00,2025-07-02 02:20:00,23.48965031810019
Q42,2025-07-02,2025-07-02 19:10:00,2025-07-02 19:30:00,37.42415082865671
Q42,2025-07-02,2025-07-02 20:00:00,2025-07-02 20:20:00,58.99705515673236
Q42,2025-07-03,2025-07-03 20:30:00,2025-07-03 20:50:00,47.5369826136689
Q42,2025-07-04,2025-07-04 02:50:00,2025-07-04 03:20:00,28.738238325416273
Q42,2025-07-06,2025-07-06 19:00:00,2025-07-06 19:20:00,111.54733676279591
Q42,2025-07-06,2025-07-06 19:30:00,2025-07-06 21:10:00,5286.910749176952
Q42,2025-07-06,2025-07-06 21:30:00,2025-07-06 21:40:00,1.1792797165021738
Q42,2025-07-06,2025-07-06 22:00:00,2025-07-06 23:10:00,285.2586955884948
Q42,2025-07-06,2025-07-06 23:40:00,2025-07-07 00:00:00,54.22333582346405
Q42,2025-07-07,2025-07-07 00:00:00,2025-07-07 00:10:00,51.96041503435004
Q42,2025-07-07,2025-07-07 19:50:00,2025-07-07 20:10:00,15.593547531234433
Q42,2025-07-08,2025-07-08 19:00:00,2025-07-08 19:10:00,3.856001554036652
Q42,2025-07-09,2025-07-09 19:30:00,2025-07-09 19:50:00,87.64634129125761
Q42,2025-07-10,2025-07-10 19:00:00,2025-07-10 19:20:00,61.590354904698074
Q42,2025-07-10,2025-07-10 19:30:00,2025-07-10 19:40:00,28.55667578692271
Q42,2025-07-10,2025-07-10 20:20:00,2025-07-10 20:40:00,42.977871864024905
Q42,2025-07-13,2025-07-13 19:10:00,2025-07-13 19:40:00,77.87248812916471
Q42,2025-07-13,2025-07-13 20:00:00,2025-07-13 20:10:00,50.46274914739172
Q42,2025-07-13,2025-07-13 20:40:00,2025-07-13 20:50:00,14.552310720391349
Q42,2025-07-14,2025-07-14 19:00:00,2025-07-14 19:10:00,34.731333650810484
Q42,2025-07-14,2025-07-14 19:40:00,2025-07-14 20:00:00,34.76993434031988
Q42,2025-07-14,2025-07-14 20:40:00,2025-07-14 20:50:00,94.87609548411388
Q42,2025-07-16,2025-07-16 19:00:00,2025-07-16 19:10:00,0.5042113332488043
Q42,2025-07-16,2025-07-16 20:10:00,2025-07-16 20:30:00,106.49791915655669
Q42,2025-07-17,2025-07-17 20:10:00,2025-07-17 20:30:00,13.632812701871217
Q42,2025-07-17,2025-07-17 20:40:00,2025-07-17 20:50:00,8.525017679064831
Q42,2025-07-20,2025-07-20 20:20:00,2025-07-20 20:50:00,19.27927024206508
Q42,2025-07-22,2025-07-22 20:00:00,2025-07-22 20:10:00,11.851199630500671
Q42,2025-07-28,2025-07-28 20:40:00,2025-07-28 20:50:00,22.41189639034997
Q42,2025-08-03,2025-08-03 19:40:00,2025-08-03 20:10:00,88.32649717448601
Q42,2025-08-04,2025-08-04 19:00:00,2025-08-04 19:10:00,0.7958510847402067
Q42,2025-08-06,2025-08-06 20:30:00,2025-08-06 20:50:00,866.6643956511632
Q42,2025-08-07,2025-08-07 20:10:00,2025-08-07 20:30:00,15.901185486848021
Q42,2025-08-10,2025-08-10 20:30:00,2025-08-10 20:50:00,5.862469086058468
Q42,2025-08-11,2025-08-11 00:40:00,2025-08-11 00:50:00,7.749200350556208
Q42,2025-08-11,2025-08-11 01:10:00,2025-08-11 01:30:00,23.016210316657588
Q42,2025-08-11,2025-08-11 19:20:00,2025-08-11 19:40:00,32.93589309854292
Q42,2025-08-11,2025-08-11 20:10:00,2025-08-11 20:30:00,12.45378103111534
Q42,2025-08-12,2025-08-12 19:10:00,2025-08-12 19:40:00,39.887245801863514
Q42,2025-08-12,2025-08-12 19:50:00,2025-08-12 20:00:00,13.203403187228789
Q42,2025-08-12,2025-08-12 20:40:00,2025-08-12 20:50:00,156.1643803812591
Q42,2025-08-12,2025-08-12 21:00:00,2025-08-12 21:10:00,0.597475471519374
Q42,2025-08-13,2025-08-13 19:20:00,2025-08-13 19:40:00,53.78686439366368
Q42,2025-08-13,2025-08-13 20:40:00,2025-08-13 20:50:00,33.22335620550791
Q42,2025-08-14,2025-08-14 19:00:00,2025-08-14 19:20:00,53.88463443931835
Q42,2025-08-14,2025-08-14 20:40:00,2025-08-14 20:50:00,29.68562889025111
Q42,2025-08-16,2025-08-16 00:10:00,2025-08-16 00:20:00,41.9614754711356
Q42,2025-08-17,2025-08-17 19:10:00,2025-08-17 19:50:00,121.15312026055665
Q42,2025-08-18,2025-08-18 19:10:00,2025-08-18 19:30:00,56.34649101356945
Q42,2025-08-18,2025-08-18 20:00:00,2025-08-18 20:10:00,41.15941265631216
Q42,2025-08-18,2025-08-18 20:30:00,2025-08-18 20:50:00,55.51348830005986
Q42,2025-08-19,2025-08-19 19:30:00,2025-08-19 19:50:00,73.4498614063449
Q42,2025-08-19,2025-08-19 20:10:00,2025-08-19 20:20:00,24.19106668148993
Q42,2025-08-20,2025-08-20 09:00:00,2025-08-20 09:40:00,586.9759326516426
Q42,2025-08-20,2025-08-20 19:20:00,2025-08-20 19:30:00,10.127549325206132
Q42,2025-08-20,2025-08-20 19:50:00,2025-08-20 20:50:00,1685.692880224856
Q42,2025-08-20,2025-08-20 21:00:00,2025-08-20 21:10:00,36.40070090615679
Q42,2025-08-21,2025-08-21 19:40:00,2025-08-21 20:00:00,11.520809789926943
Q42,2025-08-21,2025-08-21 20:30:00,2025-08-21 20:40:00,14.143140733727364
Q42,2025-08-25,2025-08-25 19:30:00,2025-08-25 19:50:00,22.61733120115582
Q42,2025-08-25,2025-08-25 20:40:00,2025-08-25 20:50:00,39.04212443671611
Q42,2025-08-26,2025-08-26 19:50:00,2025-08-26 20:10:00,8.861320140572843
Q42,2025-08-27,2025-08-27 19:00:00,2025-08-27 19:10:00,14.21475289044622
Q42,2025-08-28,2025-08-28 19:00:00,2025-08-28 19:10:00,30.60503032838801
Q42,2025-08-28,2025-08-28 20:00:00,2025-08-28 20:20:00,60.86639873709305
Q42,2025-08-31,2025-08-31 19:20:00,2025-08-31 19:30:00,7.5476740264711
Q42,2025-08-31,2025-08-31 20:10:00,2025-08-31 20:30:00,25.16643719140302
Q42,2025-08-31,2025-08-31 20:40:00,2025-08-31 20:50:00,6.117374112738844
Q42,2025-09-04,2025-09-04 19:50:00,2025-09-04 20:00:00,5.845527181324769
Q42,2025-09-07,2025-09-07 18:50:00,2025-09-07 19:00:00,4.662598417104732
Q42,2025-09-08,2025-09-08 08:50:00,2025-09-08 09:30:00,210.48016776959415
Q42,2025-09-08,2025-09-08 18:50:00,2025-09-08 22:30:00,6575.474780672205
Q42,2025-09-08,2025-09-08 23:10:00,2025-09-08 23:30:00,394.40543544851795
Q42,2025-09-09,2025-09-09 00:00:00,2025-09-09 00:10:00,288.40973320235145
Q42,2025-09-09,2025-09-09 20:20:00,2025-09-09 20:30:00,9.099616666666634
Q42,2025-09-10,2025-09-10 08:50:00,2025-09-10 09:50:00,723.5738653152247
Q42,2025-09-14,2025-09-14 18:30:00,2025-09-14 18:40:00,3.55499999999995
Q42,2025-09-15,2025-09-15 19:50:00,2025-09-15 20:00:00,1.1717666666665991
Q42,2025-09-16,2025-09-16 18:40:00,2025-09-16 18:50:00,4.854483333333292
Q42,2025-09-16,2025-09-16 19:20:00,2025-09-16 19:30:00,8.238266666666618
Q42,2025-09-17,2025-09-17 06:00:00,2025-09-17 06:10:00,7.62916666666672
Q42,2025-09-18,2025-09-18 20:40:00,2025-09-18 20:50:00,2.463399999999865
Q42,2025-09-21,2025-09-21 18:50:00,2025-09-21 19:00:00,8.444999999999936
Q42,2025-09-23,2025-09-23 18:30:00,2025-09-23 18:50:00,3.9096499999999423
Q42,2025-09-23,2025-09-23 20:30:00,2025-09-23 20:50:00,390.24059925045515
Q42,2025-09-23,2025-09-23 21:00:00,2025-09-23 21:10:00,41.36250452568338
Q42,2025-09-25,2025-09-25 18:50:00,2025-09-25 19:10:00,31.886366666666504
Q42,2025-09-28,2025-09-28 19:30:00,2025-09-28 19:40:00,5.868333333333226
Q42,2025-09-29,2025-09-29 06:10:00,2025-09-29 06:20:00,20.394633333333218
Q42,2025-09-29,2025-09-29 20:40:00,2025-09-29 21:00:00,222.69437058568442
Q42,2025-09-30,2025-09-30 20:10:00,2025-09-30 20:20:00,31.41115000000002
Q42,2025-09-30,2025-09-30 20:40:00,2025-09-30 21:00:00,205.65227159484903
Q42,2025-10-08,2025-10-08 20:40:00,2025-10-08 21:00:00,294.81693100426475
Q42,2025-10-12,2025-10-12 06:10:00,2025-10-12 06:20:00,20.929933333333224
Q42,2025-10-15,2025-10-15 20:40:00,2025-10-15 20:50:00,241.97335761858525
Q42,2025-10-15,2025-10-15 21:00:00,2025-10-15 21:20:00,25.630157248937714
Q42,2025-10-16,2025-10-16 20:30:00,2025-10-16 20:50:00,1012.5190807776662
Q42,2025-10-19,2025-10-19 20:40:00,2025-10-19 21:10:00,301.99776072639605
Q42,2025-10-20,2025-10-20 09:50:00,2025-10-20 10:20:00,121.06064158019947
Q42,2025-10-22,2025-10-22 20:40:00,2025-10-22 21:10:00,82.07997081844064
Q42,2025-10-24,2025-10-24 20:50:00,2025-10-24 21:30:00,105.63746487083898
Q42,2025-10-27,2025-10-27 06:10:00,2025-10-27 06:20:00,14.982249360756782
Q42,2025-10-27,2025-10-27 20:30:00,2025-10-27 20:40:00,89.41703041082542
Q42,2025-10-29,2025-10-29 20:40:00,2025-10-29 21:40:00,653.4380195164837
Q42,2025-10-30,2025-10-30 06:10:00,2025-10-30 06:20:00,0.896166928002117
Q42,2025-11-02,2025-11-02 20:40:00,2025-11-02 20:50:00,93.11223583886785
Q42,2025-11-04,2025-11-04 20:40:00,2025-11-04 20:50:00,15.961211131648383
Q42,2025-11-06,2025-11-06 10:00:00,2025-11-06 10:50:00,409.36176095313516
Q42,2025-11-09,2025-11-09 20:40:00,2025-11-09 20:50:00,21.520246997632853
Q42,2025-11-09,2025-11-09 21:00:00,2025-11-09 21:30:00,40.10209851082671
Q42,2025-11-11,2025-11-11 06:30:00,2025-11-11 06:40:00,1.7133130912932302
Q42,2025-11-12,2025-11-12 06:30:00,2025-11-12 06:40:00,11.773333333333312
Q42,2025-11-16,2025-11-16 06:40:00,2025-11-16 06:50:00,2.74073333333331
Q42,2025-11-19,2025-11-19 06:00:00,2025-11-19 06:10:00,1.384999999999991
Q42,2025-11-24,2025-11-24 06:10:00,2025-11-24 06:20:00,18.83966666666652
Q42,2025-11-26,2025-11-26 06:10:00,2025-11-26 06:20:00,31.009150818344096
Q42,2025-11-30,2025-11-30 06:10:00,2025-11-30 06:20:00,6.062833333333288
Q42,2025-12-01,2025-12-01 06:10:00,2025-12-01 06:20:00,78.13214096862532
Q42,2025-12-01,2025-12-01 08:00:00,2025-12-01 08:20:00,113.36543333333304
Q42,2025-12-01,2025-12-01 09:20:00,2025-12-01 11:00:00,3218.2181523641434
Q42,2025-12-01,2025-12-01 20:30:00,2025-12-01 20:50:00,769.3569387626275
Q42,2025-12-02,2025-12-02 08:00:00,2025-12-02 08:30:00,170.24135155700606
Q42,2025-12-02,2025-12-02 09:20:00,2025-12-02 11:00:00,3616.680050927482
Q42,2025-12-02,2025-12-02 20:30:00,2025-12-02 21:00:00,865.5523110603247
Q42,2025-12-02,2025-12-02 21:30:00,2025-12-02 21:40:00,0.2278455475070337
Q42,2025-12-03,2025-12-03 08:00:00,2025-12-03 08:20:00,61.60831486578593
Q42,2025-12-03,2025-12-03 10:00:00,2025-12-03 10:50:00,988.8406505808663
Q42,2025-12-03,2025-12-03 20:50:00,2025-12-03 21:10:00,374.2979301754145
Q42,2025-12-04,2025-12-04 08:20:00,2025-12-04 08:30:00,32.66938726574324
Q42,2025-12-07,2025-12-07 08:00:00,2025-12-07 08:10:00,3.995261787472941
Q42,2025-12-09,2025-12-09 08:00:00,2025-12-09 08:20:00,35.29970733733933
Q43,2025-02-03,2025-02-03 06:30:00,2025-02-03 06:50:00,18.958359929277435
Q43,2025-02-05,2025-02-05 06:10:00,2025-02-05 06:20:00,2.3156570246551382
Q43,2025-02-06,2025-02-06 08:00:00,2025-02-06 08:20:00,27.204021673302464
Q43,2025-02-11,2025-02-11 06:20:00,2025-02-11 06:30:00,16.728942260501867
Q43,2025-02-16,2025-02-16 06:00:00,2025-02-16 06:20:00,44.71889897324104
Q43,2025-02-16,2025-02-16 06:30:00,2025-02-16 06:40:00,17.217683251549147
Q43,2025-02-16,2025-02-16 10:40:00,2025-02-16 10:50:00,45.41977837426698
Q43,2025-02-17,2025-02-17 06:00:00,2025-02-17 06:10:00,2.2318611986195265
Q43,2025-02-17,2025-02-17 06:40:00,2025-02-17 06:50:00,3.82127310724934
Q43,2025-02-18,2025-02-18 06:10:00,2025-02-18 06:20:00,8.01881555772195
Q43,2025-02-18,2025-02-18 06:30:00,2025-02-18 06:40:00,10.31214375671425
Q43,2025-02-19,2025-02-19 06:00:00,2025-02-19 06:10:00,8.40908292051381
Q43,2025-02-19,2025-02-19 06:30:00,2025-02-19 06:40:00,77.42510361260702
Q43,2025-02-19,2025-02-19 10:10:00,2025-02-19 10:50:00,152.60192995577853
Q43,2025-02-19,2025-02-19 23:50:00,2025-02-20 00:00:00,37.68983065420693
Q43,2025-02-20,2025-02-20 00:00:00,2025-02-20 00:10:00,10.440628484194349
Q43,2025-02-20,2025-02-20 06:10:00,2025-02-20 06:20:00,26.784279884229704
Q43,2025-02-23,2025-02-23 06:10:00,2025-02-23 06:30:00,24.97326200050782
Q43,2025-02-24,2025-02-24 06:10:00,2025-02-24 06:30:00,47.04678701983971
Q43,2025-02-25,2025-02-25 06:00:00,2025-02-25 06:10:00,34.57146736806135
Q43,2025-02-25,2025-02-25 06:20:00,2025-02-25 06:40:00,42.92703333333327
Q43,2025-02-26,2025-02-26 06:10:00,2025-02-26 06:40:00,39.66205513088801
Q43,2025-02-27,2025-02-27 06:10:00,2025-02-27 06:20:00,4.14072943029646
Q43,2025-03-02,2025-03-02 20:40:00,2025-03-02 21:50:00,293.8772932211434
Q43,2025-03-02,2025-03-02 23:50:00,2025-03-03 00:00:00,178.4523497630522
Q43,2025-03-03,2025-03-03 00:00:00,2025-03-03 00:10:00,24.814633907886787
Q43,2025-03-03,2025-03-03 21:40:00,2025-03-03 23:00:00,99.29160275851606
Q43,2025-03-04,2025-03-04 06:10:00,2025-03-04 06:20:00,0.3729417902620753
Q43,2025-03-05,2025-03-05 06:00:00,2025-03-05 06:20:00,6.6182999999999765
Q43,2025-03-16,2025-03-16 06:00:00,2025-03-16 06:10:00,1.6399999999999864
Q43,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,27.714767844351844
Q43,2025-03-24,2025-03-24 09:30:00,2025-03-24 09:50:00,38.3237156975658
Q43,2025-05-01,2025-05-01 20:20:00,2025-05-01 23:50:00,1837.121891016346
Q43,2025-05-02,2025-05-02 00:00:00,2025-05-02 00:20:00,8.66932696325323
Q43,2025-05-02,2025-05-02 20:40:00,2025-05-02 22:00:00,960.0669028917316
Q43,2025-05-02,2025-05-02 23:50:00,2025-05-03 00:00:00,323.196332529336
Q43,2025-05-03,2025-05-03 00:00:00,2025-05-03 00:10:00,12.910919197858732
Q43,2025-05-03,2025-05-03 20:50:00,2025-05-03 22:10:00,1097.2691028060804
Q43,2025-05-04,2025-05-04 00:00:00,2025-05-04 00:10:00,67.74841503402081
Q43,2025-05-04,2025-05-04 18:50:00,2025-05-04 19:00:00,5.99694999999997
Q43,2025-05-04,2025-05-04 20:40:00,2025-05-04 22:30:00,1096.5229762088609
Q43,2025-05-04,2025-05-04 22:40:00,2025-05-04 23:00:00,35.11168922444058
Q43,2025-05-04,2025-05-04 23:10:00,2025-05-04 23:50:00,51.18291212302622
Q43,2025-05-05,2025-05-05 00:20:00,2025-05-05 00:40:00,17.632627420342374
Q43,2025-05-05,2025-05-05 20:40:00,2025-05-05 20:50:00,120.46746229302244
Q43,2025-05-05,2025-05-05 21:10:00,2025-05-05 21:40:00,28.17730350127556
Q43,2025-05-06,2025-05-06 22:00:00,2025-05-06 22:20:00,37.515267122357116
Q43,2025-05-06,2025-05-06 22:30:00,2025-05-06 23:10:00,88.8754338112416
Q43,2025-05-07,2025-05-07 20:40:00,2025-05-07 20:50:00,38.455142884073325
Q43,2025-05-08,2025-05-08 20:10:00,2025-05-08 20:30:00,82.43748333333315
Q43,2025-05-11,2025-05-11 18:40:00,2025-05-11 19:00:00,11.854881732921626
Q43,2025-05-11,2025-05-11 19:30:00,2025-05-11 19:40:00,27.56166666666661
Q43,2025-05-11,2025-05-11 20:40:00,2025-05-11 20:50:00,129.61162750077085
Q43,2025-05-19,2025-05-19 20:20:00,2025-05-19 20:40:00,79.23649999999998
Q43,2025-05-25,2025-05-25 20:50:00,2025-05-25 21:00:00,12.048766666666552
Q43,2025-05-29,2025-05-29 19:20:00,2025-05-29 19:30:00,9.320012279186017
Q43,2025-06-01,2025-06-01 19:10:00,2025-06-01 20:10:00,295.7593227641795
Q43,2025-06-01,2025-06-01 20:30:00,2025-06-02 00:00:00,1404.9874477290628
Q43,2025-06-02,2025-06-02 00:00:00,2025-06-02 00:30:00,202.69952061951028
Q43,2025-06-02,2025-06-02 00:40:00,2025-06-02 01:50:00,324.12744224367907
Q43,2025-06-02,2025-06-02 19:30:00,2025-06-02 19:40:00,49.995629367688025
Q43,2025-06-02,2025-06-02 20:00:00,2025-06-02 20:20:00,96.81201237653033
Q43,2025-06-02,2025-06-02 23:50:00,2025-06-03 00:00:00,13.8051312664232
Q43,2025-06-03,2025-06-03 00:00:00,2025-06-03 00:30:00,138.7394863333592
Q43,2025-06-03,2025-06-03 19:00:00,2025-06-03 19:10:00,15.561779131693244
Q43,2025-06-03,2025-06-03 19:40:00,2025-06-03 20:00:00,80.6900279120996
