group,published_at,interval_start,q0_kWh,previous_kWh,previous_version,candidate_kWh,accepted
Q43,2025-02-01 00:00:00,2025-02-01 05:00:00,554.8908933326021,554.8908933326021,2025-02-01 00:00,554.8908933326021,True
Q43,2025-02-01 00:00:00,2025-02-01 05:10:00,573.9069038813299,573.9069038813299,2025-02-01 00:00,573.9069038813299,True
Q43,2025-02-01 00:00:00,2025-02-01 05:20:00,605.9423115256784,605.9423115256784,2025-02-01 00:00,605.9423115256784,True
Q43,2025-02-01 00:00:00,2025-02-01 05:30:00,599.4171462504426,599.4171462504426,2025-02-01 00:00,599.4171462504426,True
Q43,2025-02-01 00:00:00,2025-02-01 05:40:00,584.5876262533734,584.5876262533734,2025-02-01 00:00,584.5876262533734,True
Q43,2025-02-01 00:00:00,2025-02-01 05:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 06:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 06:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 06:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 06:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 06:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 06:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 07:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 07:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 07:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 07:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 07:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 07:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 08:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 08:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 08:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 08:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 08:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 08:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 09:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 09:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 09:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 09:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 09:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 09:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 10:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 10:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 10:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 10:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 10:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 10:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 11:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 11:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 11:20:00,444.9343494751655,444.9343494751655,2025-02-01 00:00,444.9343494751655,True
Q43,2025-02-01 00:00:00,2025-02-01 11:30:00,474.18398034778227,474.18398034778227,2025-02-01 00:00,474.18398034778227,True
Q43,2025-02-01 00:00:00,2025-02-01 11:40:00,360.5979418449169,360.5979418449169,2025-02-01 00:00,360.5979418449169,True
Q43,2025-02-01 00:00:00,2025-02-01 11:50:00,492.52526204199455,492.52526204199455,2025-02-01 00:00,492.52526204199455,True
Q43,2025-02-01 00:00:00,2025-02-01 12:00:00,484.84982306891993,484.84982306891993,2025-02-01 00:00,484.84982306891993,True
Q43,2025-02-01 00:00:00,2025-02-01 12:10:00,500.60700000867735,500.60700000867735,2025-02-01 00:00,500.60700000867735,True
Q43,2025-02-01 00:00:00,2025-02-01 12:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 12:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 12:40:00,555.115597300767,555.115597300767,2025-02-01 00:00,555.115597300767,True
Q43,2025-02-01 00:00:00,2025-02-01 12:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 13:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 13:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 13:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 13:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 13:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 13:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 14:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 14:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 14:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 14:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 14:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 14:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 15:00:00,553.7250015911235,553.7250015911235,2025-02-01 00:00,553.7250015911235,True
Q43,2025-02-01 00:00:00,2025-02-01 15:10:00,201.54345414824598,201.54345414824598,2025-02-01 00:00,201.54345414824598,True
Q43,2025-02-01 00:00:00,2025-02-01 15:20:00,254.51784523600415,254.51784523600415,2025-02-01 00:00,254.51784523600415,True
Q43,2025-02-01 00:00:00,2025-02-01 15:30:00,312.06174200092266,312.06174200092266,2025-02-01 00:00,312.06174200092266,True
Q43,2025-02-01 00:00:00,2025-02-01 15:40:00,342.14248606773265,342.14248606773265,2025-02-01 00:00,342.14248606773265,True
Q43,2025-02-01 00:00:00,2025-02-01 15:50:00,388.2798563237014,388.2798563237014,2025-02-01 00:00,388.2798563237014,True
Q43,2025-02-01 00:00:00,2025-02-01 16:00:00,437.87266743481246,437.87266743481246,2025-02-01 00:00,437.87266743481246,True
Q43,2025-02-01 00:00:00,2025-02-01 16:10:00,438.3991003829215,438.3991003829215,2025-02-01 00:00,438.3991003829215,True
Q43,2025-02-01 00:00:00,2025-02-01 16:20:00,462.0407436170663,462.0407436170663,2025-02-01 00:00,462.0407436170663,True
Q43,2025-02-01 00:00:00,2025-02-01 16:30:00,517.9469927625191,517.9469927625191,2025-02-01 00:00,517.9469927625191,True
Q43,2025-02-01 00:00:00,2025-02-01 16:40:00,511.63004019215043,511.63004019215043,2025-02-01 00:00,511.63004019215043,True
Q43,2025-02-01 00:00:00,2025-02-01 16:50:00,475.05126391541097,475.05126391541097,2025-02-01 00:00,475.05126391541097,True
Q43,2025-02-01 00:00:00,2025-02-01 17:00:00,441.56112899918196,441.56112899918196,2025-02-01 00:00,441.56112899918196,True
Q43,2025-02-01 00:00:00,2025-02-01 17:10:00,469.82412751400807,469.82412751400807,2025-02-01 00:00,469.82412751400807,True
Q43,2025-02-01 00:00:00,2025-02-01 17:20:00,482.3491730433076,482.3491730433076,2025-02-01 00:00,482.3491730433076,True
Q43,2025-02-01 00:00:00,2025-02-01 17:30:00,484.470607700241,484.470607700241,2025-02-01 00:00,484.470607700241,True
Q43,2025-02-01 00:00:00,2025-02-01 17:40:00,481.09218828180803,481.09218828180803,2025-02-01 00:00,481.09218828180803,True
Q43,2025-02-01 00:00:00,2025-02-01 17:50:00,465.5044830379535,465.5044830379535,2025-02-01 00:00,465.5044830379535,True
Q43,2025-02-01 00:00:00,2025-02-01 18:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 18:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 18:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 18:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 18:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 18:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 19:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 19:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 19:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 19:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 19:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 19:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 20:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 20:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 20:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 20:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 20:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 20:50:00,138.73177676336525,138.73177676336525,2025-02-01 00:00,138.73177676336525,True
Q43,2025-02-01 00:00:00,2025-02-01 21:00:00,526.8298332698803,526.8298332698803,2025-02-01 00:00,526.8298332698803,True
Q43,2025-02-01 00:00:00,2025-02-01 21:10:00,513.6789792395213,513.6789792395213,2025-02-01 00:00,513.6789792395213,True
Q43,2025-02-01 00:00:00,2025-02-01 21:20:00,507.5446650200275,507.5446650200275,2025-02-01 00:00,507.5446650200275,True
Q43,2025-02-01 00:00:00,2025-02-01 21:30:00,523.595768610423,523.595768610423,2025-02-01 00:00,523.595768610423,True
Q43,2025-02-01 00:00:00,2025-02-01 21:40:00,517.7403094638366,517.7403094638366,2025-02-01 00:00,517.7403094638366,True
Q43,2025-02-01 00:00:00,2025-02-01 21:50:00,487.51413419936364,487.51413419936364,2025-02-01 00:00,487.51413419936364,True
Q43,2025-02-01 00:00:00,2025-02-01 22:00:00,437.29565572364766,437.29565572364766,2025-02-01 00:00,437.29565572364766,True
Q43,2025-02-01 00:00:00,2025-02-01 22:10:00,1255.7618188955714,1255.7618188955714,2025-02-01 00:00,1255.7618188955714,True
Q43,2025-02-01 00:00:00,2025-02-01 22:20:00,1284.6855527279417,1284.6855527279417,2025-02-01 00:00,1284.6855527279417,True
Q43,2025-02-01 00:00:00,2025-02-01 22:30:00,1291.9027762043393,1291.9027762043393,2025-02-01 00:00,1291.9027762043393,True
Q43,2025-02-01 00:00:00,2025-02-01 22:40:00,396.51393285017707,396.51393285017707,2025-02-01 00:00,396.51393285017707,True
Q43,2025-02-01 00:00:00,2025-02-01 22:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 23:00:00,438.85965583598187,438.85965583598187,2025-02-01 00:00,438.85965583598187,True
Q43,2025-02-01 00:00:00,2025-02-01 23:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-01 23:20:00,442.4123175615158,442.4123175615158,2025-02-01 00:00,442.4123175615158,True
Q43,2025-02-01 00:00:00,2025-02-01 23:30:00,450.38403711265596,450.38403711265596,2025-02-01 00:00,450.38403711265596,True
Q43,2025-02-01 00:00:00,2025-02-01 23:40:00,443.88511728906144,443.88511728906144,2025-02-01 00:00,443.88511728906144,True
Q43,2025-02-01 00:00:00,2025-02-01 23:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 00:00:00,2025-02-02 00:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 06:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 06:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 06:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 06:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 06:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 06:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 07:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 07:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 07:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 07:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 07:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 07:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 08:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 08:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 08:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 08:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 08:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 08:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 09:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 09:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 09:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 09:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 09:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 09:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 10:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 10:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 10:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 10:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 10:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 10:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 11:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 11:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 11:20:00,444.9343494751655,444.9343494751655,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 11:30:00,474.18398034778227,474.18398034778227,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 11:40:00,360.5979418449169,360.5979418449169,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 11:50:00,492.52526204199455,492.52526204199455,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 12:00:00,484.84982306891993,484.84982306891993,2025-02-01 00:00,50.08687458591737,True
Q43,2025-02-01 06:00:00,2025-02-01 12:10:00,500.60700000867735,500.60700000867735,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 12:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 12:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 12:40:00,555.115597300767,555.115597300767,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 12:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 13:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 13:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 13:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 13:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 13:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 13:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 14:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 14:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 14:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 14:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 14:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 14:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 15:00:00,553.7250015911235,553.7250015911235,2025-02-01 00:00,37.53613324952221,True
Q43,2025-02-01 06:00:00,2025-02-01 15:10:00,201.54345414824598,201.54345414824598,2025-02-01 00:00,82.35790434768342,True
Q43,2025-02-01 06:00:00,2025-02-01 15:20:00,254.51784523600415,254.51784523600415,2025-02-01 00:00,116.5707086270914,True
Q43,2025-02-01 06:00:00,2025-02-01 15:30:00,312.06174200092266,312.06174200092266,2025-02-01 00:00,170.08391977870053,True
Q43,2025-02-01 06:00:00,2025-02-01 15:40:00,342.14248606773265,342.14248606773265,2025-02-01 00:00,188.5754188860463,True
Q43,2025-02-01 06:00:00,2025-02-01 15:50:00,388.2798563237014,388.2798563237014,2025-02-01 00:00,247.32966049036796,True
Q43,2025-02-01 06:00:00,2025-02-01 16:00:00,437.87266743481246,437.87266743481246,2025-02-01 00:00,294.8683146570347,True
Q43,2025-02-01 06:00:00,2025-02-01 16:10:00,438.3991003829215,438.3991003829215,2025-02-01 00:00,309.0508043352766,True
Q43,2025-02-01 06:00:00,2025-02-01 16:20:00,462.0407436170663,462.0407436170663,2025-02-01 00:00,372.75718111706635,True
Q43,2025-02-01 06:00:00,2025-02-01 16:30:00,517.9469927625191,517.9469927625191,2025-02-01 00:00,437.0208926563463,True
Q43,2025-02-01 06:00:00,2025-02-01 16:40:00,511.63004019215043,511.63004019215043,2025-02-01 00:00,465.5516193588171,True
Q43,2025-02-01 06:00:00,2025-02-01 16:50:00,475.05126391541097,475.05126391541097,2025-02-01 00:00,443.4535343955058,True
Q43,2025-02-01 06:00:00,2025-02-01 17:00:00,441.56112899918196,441.56112899918196,2025-02-01 00:00,424.17485355906297,True
Q43,2025-02-01 06:00:00,2025-02-01 17:10:00,469.82412751400807,469.82412751400807,2025-02-01 00:00,442.40661501400797,True
Q43,2025-02-01 06:00:00,2025-02-01 17:20:00,482.3491730433076,482.3491730433076,2025-02-01 00:00,473.48768415441856,True
Q43,2025-02-01 06:00:00,2025-02-01 17:30:00,484.470607700241,484.470607700241,2025-02-01 00:00,474.82235820320403,True
Q43,2025-02-01 06:00:00,2025-02-01 17:40:00,481.09218828180803,481.09218828180803,2025-02-01 00:00,475.57561744847476,True
Q43,2025-02-01 06:00:00,2025-02-01 17:50:00,465.5044830379535,465.5044830379535,2025-02-01 00:00,462.45809276017565,True
Q43,2025-02-01 06:00:00,2025-02-01 18:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 18:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 18:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 18:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 18:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 18:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 19:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 19:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 19:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 19:30:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 19:40:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 19:50:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 20:00:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 20:10:00,0.0,0.0,2025-02-01 00:00,0.0,True
Q43,2025-02-01 06:00:00,2025-02-01 20:20:00,0.0,0.0,2025-02-01 00:00,0.0,True
