group,published_at,accepted,state_kWh,old_total_yuan,new_total_yuan,old_ordinary_yuan,old_adjustment_yuan,old_emergency_yuan,new_ordinary_yuan,new_adjustment_yuan,new_emergency_yuan
Q43,2025-02-08 06:00:00,True,8884.055969066501,9779.295575496193,7692.4829169763225,7111.749539403324,0.0,2667.5460360928687,7498.90512445199,193.577792524333,0.0
Q43,2025-02-08 12:00:00,True,7093.077931288724,7692.482916976323,7482.160999439788,7498.905124451991,193.577792524333,0.0,7358.690512760966,123.47048667882117,0.0
Q43,2025-02-08 18:00:00,True,10755.668950063551,3952.43015377655,3833.1053749388693,3781.9661840084304,0.0,170.46396976811943,3816.0589779620564,17.046396976813,0.0
Q43,2025-02-09 06:00:00,True,10800.0,50722.23545939616,49653.92420998232,50266.641650040845,0.0,455.59380935530965,48912.60288840223,741.3213215800878,0.0
Q43,2025-02-09 12:00:00,True,7638.4836490597045,34085.59823427336,33169.9654247672,34036.799093288864,35.057142199834765,13.741998784665483,32331.537169089646,838.4282556775577,0.0
Q43,2025-02-09 18:00:00,False,10800.0,12738.884559813909,12738.884559813907,12738.884559813909,0.0,0.0,12738.884559813907,4.2458623283891935e-13,0.0
Q43,2025-02-10 06:00:00,True,10800.0,45200.343006616065,41881.8481422655,45197.170500741064,0.0,3.172505874999905,38565.25678143994,3316.5913608255632,0.0
Q43,2025-02-10 12:00:00,True,6590.404860028802,41220.40699305105,31739.202754531147,29160.557666690147,1836.8302928939415,10223.019033466962,30613.018104174764,1126.184650356383,0.0
Q43,2025-02-10 18:00:00,False,10800.0,12962.654149960677,12962.654149960681,12962.654149960677,0.0,0.0,12962.65414996068,1.2113972047700374e-12,0.0
Q43,2025-02-11 06:00:00,True,10800.0,46137.0494092785,43789.20509584343,46043.980286662234,0.0,93.06912261626536,41504.09923156517,2285.105864278256,7.619860298291315e-13
Q43,2025-02-11 12:00:00,True,5908.051084412752,33350.50107769658,32897.541648728344,31214.624161183045,2135.8769165135336,7.619860298291315e-13,30308.70530324657,2588.8363454817722,7.619860298291315e-13
Q43,2025-02-11 18:00:00,False,10800.0,12924.97991550142,12924.979915501424,12924.831695783258,0.14821971816172436,7.619860298291315e-13,12924.831695783261,0.14821971816284316,0.0
Q43,2025-02-12 06:00:00,True,10800.0,45459.48068210368,42788.937297604425,45459.48068210368,0.0,0.0,40118.39391310517,2670.5433844992567,1.203829924634192e-12
Q43,2025-02-12 12:00:00,True,5757.039683403352,32324.426022123338,31938.735112217986,30757.136711432348,1282.3883799648127,284.90093072617793,30555.556753073997,1383.178359143989,0.0
Q43,2025-02-12 18:00:00,True,10789.166798836854,12841.70292368939,12797.25029103258,12779.016063498795,0.0,62.68686019059612,12791.172215187986,6.0780758445949274,0.0
Q43,2025-02-13 06:00:00,True,10798.413241397375,40687.64920855979,38817.0740971144,40687.64920855979,0.0,0.0,36946.49898566899,1870.575111445401,0.0
Q43,2025-02-13 12:00:00,True,6274.187297278062,34369.68197536288,30079.93134240052,28848.5759144563,742.4572554299211,4778.64880547666,29483.6317284504,596.2996139501206,0.0
Q43,2025-02-13 18:00:00,False,10800.0,12908.868078467392,12908.868078467392,12908.868078467392,0.0,0.0,12908.868078467392,2.1014443518652114e-13,0.0
Q43,2025-02-14 06:00:00,True,9510.606972265408,10140.535361076167,7559.096322361525,7178.617599720014,0.0,2961.9177613561533,7183.698311388758,375.39801097276694,0.0
Q43,2025-02-14 12:00:00,True,7290.748727265408,7729.425389048635,7534.78949757404,7183.698311388757,375.39801097276694,170.32906668711075,7167.493761530434,367.2957360436054,0.0
Q43,2025-02-14 18:00:00,True,10559.517197476542,4183.480222684276,3935.070202189165,3828.608764834117,0.0,354.8714578501586,3899.583056404149,35.48714578501589,0.0
Q43,2025-02-15 06:00:00,True,7574.350670763545,8027.413055962548,7447.649071148447,8027.413055962548,0.0,0.0,6867.885086334345,579.7639848141013,0.0
Q43,2025-02-15 12:00:00,True,6366.22716168947,8269.869816362654,7331.246145354662,6867.885086334345,395.6015720542598,1006.3831579740486,7003.404060266459,327.84208508820336,0.0
Q43,2025-02-15 18:00:00,True,10377.662703793641,4176.9134570171545,4015.319934741695,3946.0655680522123,0.0,230.8478889649421,3992.235145845201,23.08478889649424,0.0
Q43,2025-02-16 06:00:00,True,10800.0,45683.246229397344,42482.230644631,45683.246229397344,0.0,2.7671376301441343e-13,39281.21505986466,3201.0155847663405,2.0619950191758107e-12
Q43,2025-02-16 12:00:00,True,5421.271934549621,31157.500103778733,30977.589109187273,28989.924700432897,2114.9741946697345,52.6012086761028,28735.305128602176,2242.2839805850977,2.7671376301441343e-13
Q43,2025-02-16 18:00:00,True,10273.2930744287,15458.074010613751,13184.169604468083,12291.5119740791,0.0,3166.5620365346517,12886.617061005083,297.55254346299455,5.3951225709170115e-12
Q43,2025-02-17 06:00:00,True,10800.0,44928.64917548619,41117.4447375477,44177.04337465401,0.0,751.6058008321819,37855.49315145187,3261.9515860958195,1.2732812137983273e-11
Q43,2025-02-17 12:00:00,True,6764.159506898006,31043.614845381067,29909.603174084186,29573.163064783766,1470.451780597302,0.0,27507.49267117949,2402.110502904688,7.416360858769622e-12
Q43,2025-02-17 18:00:00,False,10800.0,12632.759041195055,12632.759041195051,12632.759041195046,1.0107555681315717e-12,7.416360858769622e-12,12632.759041195048,1.6977878658508418e-12,2.510375907149864e-12
Q43,2025-02-18 06:00:00,True,10800.0,41068.570249704564,38054.16528588464,37488.93052643376,0.0,3579.639723270801,37865.753699401015,188.4115864836308,0.0
Q43,2025-02-18 12:00:00,True,7781.641753574176,28563.96045716842,27830.291887438456,28452.028501353838,111.93195581458443,0.0,27432.41918515224,397.8727022862154,0.0
Q43,2025-02-18 18:00:00,True,10652.528079976732,13563.723747237551,12937.110397541486,12685.484221922983,0.0,878.2395253145675,12853.235005668652,83.87539187283404,0.0
Q43,2025-02-19 06:00:00,True,10793.791282969054,37640.55190442351,36887.171378529085,37326.2924299445,0.0,314.25947447900927,36353.991716325916,533.1796622031711,0.0
Q43,2025-02-19 12:00:00,True,5524.4039820053895,35246.009199385364,29802.420555962337,28469.412161652494,209.70775572218196,6566.889282010685,29430.63561718122,371.7849387811174,0.0
Q43,2025-02-19 18:00:00,False,10800.0,12702.377733074325,12702.377733074329,12702.377733074325,0.0,0.0,12702.377733074327,1.9845742826873904e-12,0.0
Q43,2025-02-20 06:00:00,True,10800.0,46144.02441913638,40294.259404489654,40360.39453520093,0.0,5783.62988393545,38644.187587591536,1650.0718168981157,4.761659511132166e-12
Q43,2025-02-20 12:00:00,True,6201.138448603651,30327.366158423836,28877.96250286972,29557.882410831025,769.4837475928124,0.0,27886.69906930965,991.2634335600708,0.0
Q43,2025-02-20 18:00:00,True,10779.02097631638,12820.24885860452,12729.406119620422,12693.421928794281,0.38950092261852504,126.43742888762014,12717.151722063296,12.254397557126536,0.0
Q43,2025-02-21 06:00:00,True,7882.603231199831,6574.630842548666,6402.727669202418,6374.515514915831,0.0,200.11532763283475,6374.702566362038,28.025102840380384,0.0
Q43,2025-02-21 12:00:00,True,7975.7799547183495,7007.035402369043,6496.681184869795,6374.702566362038,28.025102840380384,604.3077331666253,6455.9592948851405,40.721889984654545,0.0
Q43,2025-02-21 18:00:00,True,10464.439968771363,4176.400299941042,3979.806751676867,3895.55237384936,0.0,280.8479260916827,3951.7219590676978,28.084792609169135,0.0
Q43,2025-02-22 06:00:00,True,7022.421769938527,8438.101082336589,7212.385623810743,6972.302813080516,0.0,1465.7982692560722,7069.223284544557,143.1623392661862,0.0
Q43,2025-02-22 12:00:00,True,6764.406392901489,7212.385623810742,6902.797027533743,7069.223284544556,143.1623392661862,0.0,6821.451932336839,81.34509519689959,4.643879947252572e-12
Q43,2025-02-22 18:00:00,True,10349.928436188051,4573.810497450291,4185.421660357774,4018.4862498058505,0.48305179798606374,554.8411958464544,4129.454488975142,55.96717138263194,0.0
Q43,2025-02-23 06:00:00,True,10800.0,41027.67638921455,38883.53023681231,38575.76702712208,0.0,2451.9093620924764,38327.52896593942,556.0012708728909,0.0
Q43,2025-02-23 12:00:00,True,6076.465731817355,30423.699372665378,29054.691892260675,30034.527004236075,389.17236842930294,0.0,27541.934194356232,1512.7576979044409,0.0
Q43,2025-02-23 18:00:00,True,10798.427883355067,12437.857375485746,12431.184966578994,12427.734441323424,0.776779314032215,9.346154848290688,12429.516938617782,1.6680279612111826,0.0
Q43,2025-02-24 06:00:00,True,10800.0,39042.1636645789,36837.11677696876,36568.48495870467,0.0,2473.6787058742293,36660.62171103264,176.49506593612134,0.0
Q43,2025-02-24 12:00:00,True,7269.457950976314,29392.984511211303,28089.14566423735,29233.060418502093,159.9240927092104,0.0,27069.433841091628,1019.7118231457192,0.0
Q43,2025-02-24 18:00:00,True,10699.543972038045,13391.468902090473,12949.777810985677,12778.036456700607,0.26894191569200454,613.1635034741736,12892.351398280192,57.4264127054851,0.0
Q43,2025-02-25 06:00:00,True,10751.559923425526,39456.46646685385,36422.109279614626,37464.745334939216,0.0,1991.721131914637,34803.876334143766,1618.2329454708565,0.0
Q43,2025-02-25 12:00:00,True,6730.081446319915,28965.07609891829,27364.704113590382,28777.090606495734,187.98549242255595,0.0,26096.277375110876,1268.4267384795044,0.0
Q43,2025-02-25 18:00:00,False,10800.0,12746.00540855811,12746.005408558114,12746.00540855811,0.0,0.0,12746.005408558112,6.940297225810355e-13,1.7976162780541926e-12
Q43,2025-02-26 06:00:00,True,10800.0,38284.35427959412,33634.512663522466,32523.01643842702,0.0,5761.337841167096,33254.19510866922,380.3175548532424,4.564299160847441e-12
Q43,2025-02-26 12:00:00,True,5959.423917801763,33938.01284356308,29108.11836316997,27558.551009468025,306.4549503546199,6073.006883740437,28386.936929460688,721.1814337092846,0.0
Q43,2025-02-26 18:00:00,True,10776.723216668619,12778.983971222615,12683.560797955626,12643.872718536457,0.0,135.11125268615797,12670.331438149236,13.229359806390383,0.0
Q43,2025-02-27 06:00:00,True,10800.0,36659.28478837958,33334.039823155275,32898.89191891729,0.0,3760.392869462287,32760.907443968605,573.1323791866719,0.0
Q43,2025-02-27 12:00:00,True,6214.5786734033345,26992.523160899684,26495.6302804188,26145.228040478098,429.96523340172746,417.3298870198577,26097.206324748207,398.4239556705936,0.0
Q43,2025-02-27 18:00:00,True,10788.04669467596,12513.547774943725,12461.835265917822,12441.576923587692,0.0,71.97085135603268,12455.082485141113,6.752780776709562,0.0
Q43,2025-02-28 06:00:00,True,6834.805563448494,6461.898751932444,6334.373999947347,6461.898751932444,0.0,0.0,6206.849247962251,127.52475198509651,0.0
Q43,2025-02-28 12:00:00,True,8749.442321596642,7757.30352414663,6427.87510898415,6206.849247962251,127.52475198509651,1422.929524199282,6393.851466035856,34.023642948294054,0.0
Q43,2025-02-28 18:00:00,True,10569.928109866163,3888.6174664951814,3873.4237379934934,3888.6174664951814,0.0,0.0,3858.2300094918055,15.193728501687747,3.0933478001315964e-14
Q43,2025-03-01 06:00:00,True,8083.818429187157,7839.103589822842,7254.783706803645,7828.585045402595,0.0,10.51854442024661,6677.449583813162,577.3341229904838,0.0
Q43,2025-03-01 12:00:00,True,8603.230208816789,7143.810481002432,7138.022290073995,6677.449583813161,466.360897189272,0.0,6668.535433437953,469.4868566360417,0.0
Q43,2025-03-01 18:00:00,True,10571.829949346262,4043.53645510509,4030.3182113329094,4043.53645510509,0.0,0.0,4017.0999675607286,13.218243772180955,0.0
Q43,2025-03-02 06:00:00,True,10800.0,44223.44333217743,40185.4086308786,38813.12992774603,0.0,5410.313404431403,39498.84936609294,686.5592647856578,4.364210326457396e-12
Q43,2025-03-02 12:00:00,True,7625.627829713506,31774.54221193994,30547.151542790805,31531.912222735325,172.33456479477422,70.295424409842,29217.617411603398,1329.5341311874065,0.0
Q43,2025-03-02 18:00:00,True,10704.235675440184,12384.636323706574,12001.373410192473,11841.695697398482,0.0,542.9406263080936,11948.14750592781,53.225904264663285,0.0
Q43,2025-03-03 06:00:00,True,10800.0,48072.55500185456,40089.414351596446,41064.23235694983,0.0,7008.322644904728,37073.65818486288,3015.7561667335685,0.0
Q43,2025-03-03 12:00:00,True,6541.446259733431,30414.64579724776,30113.768392146045,28588.642081895552,1826.0037153522069,0.0,28377.25254200508,1736.5158501409642,0.0
Q43,2025-03-03 18:00:00,True,10764.79517617249,12608.803751312333,12460.061610399918,12400.243746322403,0.2196178199252958,208.34038717000354,12439.97591049413,20.085699905788807,0.0
Q43,2025-03-04 06:00:00,True,10611.71468767603,42455.65443924518,35866.95144035909,33910.03854390865,0.0,8545.61589533653,35212.96298795649,653.9884524026019,0.0
Q43,2025-03-04 12:00:00,True,7125.306772259004,27259.904167968718,26575.054612308595,27140.801223295242,119.10294467347649,0.0,26245.20389454841,329.8507177601794,5.152720916612452e-12
Q43,2025-03-04 18:00:00,True,10709.804531980992,13065.582211684672,12696.824354371722,12542.921775346731,0.5774990301189155,522.0829373078213,12645.138495343312,51.68585902840983,0.0
Q43,2025-03-05 06:00:00,True,10774.254323591282,37976.78843031351,35336.91641555856,36322.30309506689,0.0,1654.4853352466137,33856.0056152016,1480.910800356966,0.0
Q43,2025-03-05 12:00:00,True,7299.09641744506,28840.163074952692,27415.132084541274,27959.627418741104,880.5356562115902,0.0,25559.3270562813,1855.8050282599709,0.0
Q43,2025-03-05 18:00:00,True,10555.162548571534,14188.577413009862,13141.787131300036,12721.855226454478,0.8191554903116062,1465.9030310650721,13001.263726024641,140.5234052753943,0.0
Q43,2025-03-06 06:00:00,True,10794.20509561324,35129.46616945889,32885.715457401995,32630.840798346027,0.0,2498.625371112859,32231.321008530067,654.3944488719292,0.0
Q43,2025-03-06 12:00:00,True,6976.992168331154,29050.89210054201,27422.718906203958,27226.067757929002,383.9328228851697,1440.8915197278377,26816.77127541584,605.9476307881133,7.668099044622068e-12
Q43,2025-03-06 18:00:00,True,10750.59617974238,12797.897245666301,12583.965858957547,12498.717842398957,0.5184886639605534,298.6609146033837,12555.20419432871,28.76166462883639,0.0
Q43,2025-03-07 06:00:00,True,6612.642690197398,6871.02635052391,6559.014689238812,6863.582450521852,0.0,7.443900002058197,6251.6081739706315,307.4065152681779,2.2559163426194574e-12
Q43,2025-03-07 12:00:00,True,10591.808630567768,6561.165670967851,6549.506920193347,6251.6081739706315,307.4065152681779,2.1509817290411846,6233.610570831693,315.8963493616541,0.0
Q43,2025-03-07 18:00:00,True,10568.623991326951,3828.020504997978,3822.0000589950905,3827.5653002396907,0.4552047582873787,0.0,3817.345227267065,4.654831728025238,0.0
Q43,2025-03-08 06:00:00,True,5230.784977006455,6936.521615061919,6356.362126743682,6174.346729672437,0.0,762.174885389482,6255.99659872535,100.36552801833234,0.0
Q43,2025-03-08 12:00:00,True,9540.447383385577,6827.923465259183,6239.522220700253,6114.806136180561,29.770296745937703,683.3470323326841,6217.797057024314,21.72516367593837,0.0
Q43,2025-03-08 18:00:00,False,10800.0,3720.076311547753,3720.076311547754,3720.076311547753,3.5004177334485576e-14,0.0,3720.0763115477534,2.8525448669824983e-13,0.0
Q43,2025-03-09 06:00:00,True,10800.0,34531.03813333157,31741.72169580782,34531.03813333157,0.0,2.2472477212431844e-12,28952.405258284067,2789.3164375237534,2.2472477212431844e-12
Q43,2025-03-09 12:00:00,True,6176.513029481544,35942.85033562553,26602.799167332116,24227.810441047783,1888.7096595443973,9826.330235033352,25093.276636284965,1509.5225310471474,2.2472477212431844e-12
Q43,2025-03-09 18:00:00,False,10800.0,12616.944499213385,12616.944499213392,12616.944499213383,0.0,2.2472477212431844e-12,12616.94449921339,1.973182861547684e-12,0.0
Q43,2025-03-10 06:00:00,True,10800.0,37730.0592757662,34863.59337014732,33923.41078404457,0.0,3806.648491721628,34517.94020703012,345.6531631171949,2.193360160163138e-12
Q43,2025-03-10 12:00:00,True,6535.092333706674,28557.859466830414,27937.748623379477,27977.1845967749,39.5920411958659,541.082828859649,27711.333885330205,226.41473804927017,2.193360160163138e-12
Q43,2025-03-10 18:00:00,False,10800.0,13021.434140395135,13021.43414039514,13021.434140395133,0.0,2.193360160163138e-12,13021.434140395137,3.1541176781502153e-12,2.837623469531536e-13
Q43,2025-03-11 06:00:00,True,10800.0,74233.3161531096,36376.32095679231,27728.3136914149,0.0,46505.00246169469,33493.651868333174,2882.669088459138,0.0
Q43,2025-03-11 12:00:00,True,6960.050072551816,30410.032492349237,26669.776721359958,28931.704688936927,1478.32780341231,0.0,26438.200841610742,231.57587974921626,0.0
Q43,2025-03-11 18:00:00,False,10800.0,12830.584713921064,12830.584713921064,12830.584713921064,0.0,0.0,12830.584713921064,5.735387276217807e-13,0.0
Q43,2025-03-12 06:00:00,True,10777.31496111442,34175.112339089996,31327.535211186358,34175.112339089996,0.0,0.0,28479.958083282723,2847.5771279036344,0.0
Q43,2025-03-12 12:00:00,True,6672.5174651144225,35364.24924422144,27458.317534292564,25073.252381095008,1960.703062959061,8330.29380016737,25921.97656157198,1536.340972720576,8.947381502366625e-12
Q43,2025-03-12 18:00:00,False,10800.0,12920.578083215665,12920.578083215672,12920.578083215665,0.0,0.0,12920.578083215669,2.940976173704257e-12,0.0
Q43,2025-03-13 06:00:00,True,10800.0,38607.07032457871,35336.9318567056,34693.65561075908,0.0,3913.4147138196254,34896.282666221035,440.6491904845652,0.0
Q43,2025-03-13 12:00:00,True,7960.982998551364,27666.985215119334,26865.420554710134,27390.201216260757,276.7839988585774,0.0,26464.326782096316,401.09377261381854,0.0
Q43,2025-03-13 18:00:00,False,10800.0,12758.362943902042,12758.362943902044,12758.362943902042,0.0,0.0,12758.362943902042,5.670585778716487e-13,7.504468158003874e-13
Q43,2025-03-14 06:00:00,True,5963.670596326641,8956.831499931064,6531.07269698848,5984.517708257179,0.0,2972.313791673884,6348.887700744713,182.18499624376688,0.0
Q43,2025-03-14 12:00:00,True,10800.0,6692.179983538126,6356.501838416198,6348.887700744714,182.18499624376688,161.1072865496459,6232.507128363191,123.99471005300614,0.0
Q43,2025-03-14 18:00:00,True,10595.537803292202,3911.2081856679665,3896.5811782554997,3911.2081856679665,0.0,0.0,3881.9541708430334,14.62700741246644,0.0
Q43,2025-03-15 06:00:00,True,5632.295932404735,9795.970237636167,6653.329732796704,6004.847585150865,0.0,3791.1226524853037,6437.169016914757,216.16071588194671,0.0
Q43,2025-03-15 12:00:00,True,8419.729649071403,6797.176760323104,6479.939503011962,6437.169016914758,216.16071588194671,143.8470275263995,6321.575530391596,158.36397262036604,0.0
Q43,2025-03-15 18:00:00,True,10724.864051792685,4034.0607982695456,4007.9965773201648,4034.0607982695456,0.0,0.0,3981.932356370784,26.064220949381003,0.0
Q43,2025-03-16 06:00:00,True,10779.48417471403,42659.22132907116,33844.67582809749,32211.446243263315,0.0,10447.775085807843,33261.975792945064,582.7000351524274,0.0
Q43,2025-03-16 12:00:00,True,6819.656093496191,29680.579378140123,27841.091648285706,29248.036432856883,413.282191299526,19.260753983712824,26991.508920644304,849.5827276414033,0.0
Q43,2025-03-16 18:00:00,False,10800.0,12998.377077504918,12998.377077504922,12997.030133237042,1.346944267876479,0.0,12997.030133237044,1.3469442678776886,0.0
Q43,2025-03-17 06:00:00,True,10800.0,27562.742918858767,25861.46066815294,27553.94864109965,0.0,8.794277759115111,24165.454984102587,1696.0056840503532,7.497078513551969e-13
Q43,2025-03-17 12:00:00,True,4858.408649829793,37034.180140543336,25662.721515450732,23583.721323966605,800.8796138676255,12649.579202709103,25159.122484193696,503.5990312570337,7.497078513551969e-13
Q43,2025-03-17 18:00:00,False,10800.0,12876.831992689768,12876.83199268977,12875.952564913856,0.8794277759114362,7.497078513551969e-13,12875.952564913856,0.8794277759114335,1.2589339348778595e-12
Q43,2025-03-18 06:00:00,True,10800.0,37118.14656646936,33430.77172153411,34874.41406267227,0.0,2243.732503797088,31451.065176835797,1979.7065446983106,0.0
Q43,2025-03-18 12:00:00,True,7071.462004987313,27398.022697792618,25785.892210390444,26898.90628426839,499.1164135242301,0.0,24210.709513024194,1575.1826973662512,0.0
Q43,2025-03-18 18:00:00,False,10800.0,12880.620635946894,12880.620635946896,12880.620635946894,0.0,0.0,12880.620635946894,1.0090843716170638e-12,0.0
Q43,2025-03-19 06:00:00,True,10795.601584111073,55720.821974886756,30753.800446653404,25552.357025575897,0.0,30168.464949310855,29019.985972960898,1733.8144736925015,3.5771172690601813e-12
Q43,2025-03-19 12:00:00,True,5973.981735870095,27097.957399247593,24999.813033471954,26016.14744004867,1081.8099591989233,0.0,24617.384529531577,382.4285039403753,0.0
Q43,2025-03-19 18:00:00,False,10800.0,12972.72038086102,12972.72038086103,12972.72038086102,0.0,0.0,12972.720380861027,3.2341120004275576e-12,0.0
Q43,2025-03-20 06:00:00,True,10800.0,31503.175522349793,29068.293609185806,31396.441755132342,0.0,106.73376721745062,26710.168806763915,2358.1248024218903,0.0
Q43,2025-03-20 12:00:00,True,4475.27570165557,39510.53630947033,27355.921667052826,24604.43964119901,1930.8463046920133,12975.250363579307,26245.71108352262,1110.210583530208,0.0
Q43,2025-03-20 18:00:00,False,10800.0,12808.707554851891,12808.707554851895,12808.707554851891,0.0,0.0,12808.707554851895,8.160299103110447e-13,0.0
Q43,2025-03-21 06:00:00,True,4742.686446288171,5611.220918258032,5446.0617689340515,5611.220918258032,0.0,0.0,5280.902619610071,165.15914932398027,0.0
Q43,2025-03-21 12:00:00,True,10800.0,7245.095849789856,5592.93769898105,5280.902619610071,165.15914932398027,1799.0340808558049,5523.334105389569,69.6035935914804,0.0
Q43,2025-03-21 18:00:00,True,10587.70031917001,3775.9879531635634,3754.0505222712723,3775.9879531635634,0.0,0.0,3732.113091378981,21.937430892291164,2.916422658927331e-14
Q43,2025-03-22 06:00:00,True,5198.760109295547,6417.165783071059,6345.420993216612,6417.165783071059,0.0,0.0,6273.676203362165,71.74478985444736,0.0
Q43,2025-03-22 12:00:00,True,10800.0,6345.420993216612,6314.6719497156455,6273.676203362165,71.74478985444736,0.0,6212.178116360232,102.49383335541373,0.0
Q43,2025-03-22 18:00:00,True,10800.0,4097.9419589970685,4086.6161101416315,4097.9419589970685,0.0,0.0,4075.290261286195,11.325848855436652,0.0
Q43,2025-03-23 06:00:00,True,10729.953619946014,31476.182096114422,30109.63675318958,31476.182096114422,0.0,0.0,28743.09141026474,1366.5453429248414,0.0
Q43,2025-03-23 12:00:00,True,7151.40066245751,25425.499281395725,24392.242725732576,24629.52477063729,795.9745107584348,0.0,22563.01165931097,1829.2310664215968,1.0034341357822995e-11
Q43,2025-03-23 18:00:00,False,10800.0,12667.418853007712,12667.418853007714,12666.992737593822,0.42611541388872265,0.0,12666.992737593826,0.4261154138878343,0.0
Q43,2025-03-24 06:00:00,True,10778.125674697885,36305.00138144885,29255.25816004382,28836.829520106043,0.0,7468.171861342807,27794.909721045096,1460.3484389987252,0.0
Q43,2025-03-24 12:00:00,True,6305.764176669815,26515.1197738811,25242.662675249503,25646.635876649154,599.8004312637695,268.6834659681738,24472.736283489885,769.926391759617,0.0
Q43,2025-03-24 18:00:00,False,10800.0,12933.99352118079,12933.993521180795,12932.848487086,1.1450340947910889,0.0,12932.848487086001,1.1450340947938982,0.0
Q43,2025-03-25 06:00:00,True,10748.427513976885,33876.07230940952,30272.510369509764,33867.01096830954,0.0,9.061341099979057,26674.544841811923,3597.96552769784,1.5609700199092914e-12
Q43,2025-03-25 12:00:00,True,5205.4266304832845,30396.932402374292,25985.112121855796,23498.299501539088,2183.6111995189467,4715.021701316257,24091.681477161,1893.4306446947974,0.0
Q43,2025-03-25 18:00:00,False,10800.0,12962.17496292994,12962.174962929943,12960.193213353205,1.9817495767344582,0.0,12960.193213353206,1.981749576736592,0.0
Q43,2025-03-26 06:00:00,True,10767.570195189392,30578.13311537912,27290.64860001206,26723.6444924108,0.0,3854.4886229683225,26763.222797915234,527.4258020968232,3.659863523353124e-12
Q43,2025-03-26 12:00:00,True,7725.67813451845,25068.30626177643,23984.07142803182,24813.953793141904,254.35246863452474,0.0,22647.620701501575,1336.450726530245,0.0
