group,published_at,interval_start,q_kWh,c_kWh,d_kWh,w_kWh,state_start_kWh,state_end_kWh,price_yuan_kWh,protected_net_kWh
Q43,2025-02-01 00:00:00,2025-02-01 02:30:00,530.3478004869163,0.0,0.0,0.0,9300.0,9300.0,0.367,530.3478004869163
Q43,2025-02-01 00:00:00,2025-02-01 02:40:00,1359.121987110564,833.3333333333334,0.0,0.0,9300.0,10050.0,0.3185,525.7886537772307
Q43,2025-02-01 00:00:00,2025-02-01 02:50:00,548.2874690539056,0.0,0.0,0.0,10050.0,10050.0,0.3285,548.2874690539056
Q43,2025-02-01 00:00:00,2025-02-01 03:00:00,557.5160193937859,0.0,0.0,0.0,10050.0,10050.0,0.3772,557.5160193937859
Q43,2025-02-01 00:00:00,2025-02-01 03:10:00,551.6359897408255,0.0,0.0,0.0,10050.0,10050.0,0.3815,551.6359897408255
Q43,2025-02-01 00:00:00,2025-02-01 03:20:00,550.3496987848387,0.0,0.0,0.0,10050.0,10050.0,0.3822,550.3496987848387
Q43,2025-02-01 00:00:00,2025-02-01 03:30:00,548.8317068090373,0.0,0.0,0.0,10050.0,10050.0,0.3962,548.8317068090373
Q43,2025-02-01 00:00:00,2025-02-01 03:40:00,526.6274516586809,0.0,0.0,0.0,10050.0,10050.0,0.3879,526.6274516586809
Q43,2025-02-01 00:00:00,2025-02-01 03:50:00,527.7176381872251,0.0,0.0,0.0,10050.0,10050.0,0.3405,527.7176381872251
Q43,2025-02-01 00:00:00,2025-02-01 04:00:00,1395.3484016320472,833.3333333333334,0.0,0.0,10050.0,10800.0,0.3164,562.0150682987138
Q43,2025-02-01 00:00:00,2025-02-01 04:10:00,557.0000194604846,0.0,0.0,0.0,10800.0,10800.0,0.3916,557.0000194604846
Q43,2025-02-01 00:00:00,2025-02-01 04:20:00,558.75181410148,0.0,-0.0,0.0,10800.0,10800.0,0.4109,558.75181410148
Q43,2025-02-01 00:00:00,2025-02-01 04:30:00,568.2782531872493,0.0,0.0,0.0,10800.0,10800.0,0.361,568.2782531872493
Q43,2025-02-01 00:00:00,2025-02-01 04:40:00,566.1102635142184,0.0,0.0,0.0,10800.0,10800.0,0.3799,566.1102635142184
Q43,2025-02-01 00:00:00,2025-02-01 04:50:00,571.9123466315883,0.0,0.0,0.0,10800.0,10800.0,0.4094,571.9123466315883
Q43,2025-02-01 00:00:00,2025-02-01 05:00:00,554.8908933326021,0.0,0.0,0.0,10800.0,10800.0,0.4052,554.8908933326021
Q43,2025-02-01 00:00:00,2025-02-01 05:10:00,573.9069038813299,0.0,0.0,0.0,10800.0,10800.0,0.3896,573.9069038813299
Q43,2025-02-01 00:00:00,2025-02-01 05:20:00,605.9423115256784,0.0,0.0,0.0,10800.0,10800.0,0.3908,605.9423115256784
Q43,2025-02-01 00:00:00,2025-02-01 05:30:00,599.4171462504426,0.0,0.0,0.0,10800.0,10800.0,0.3821,599.4171462504426
Q43,2025-02-01 00:00:00,2025-02-01 05:40:00,584.5876262533734,0.0,0.0,0.0,10800.0,10800.0,0.3475,584.5876262533734
Q43,2025-02-01 00:00:00,2025-02-01 05:50:00,0.0,0.0,564.7050095047127,0.0,10800.0,10172.549989439209,0.5182,564.7050095047127
Q43,2025-02-01 00:00:00,2025-02-01 06:00:00,0.0,0.0,559.944500095721,0.0,10172.549989439209,9550.389433777296,0.8102,559.944500095721
Q43,2025-02-01 00:00:00,2025-02-01 06:10:00,0.0,0.0,573.6958285575807,0.0,9550.389433777296,8912.949624268873,0.8756,573.6958285575807
Q43,2025-02-01 00:00:00,2025-02-01 06:20:00,0.0,0.0,569.8329762604898,0.0,8912.949624268873,8279.80187286833,0.818,569.8329762604898
Q43,2025-02-01 00:00:00,2025-02-01 06:30:00,0.0,0.0,564.0514866037701,0.0,8279.80187286833,7653.077998864141,0.7708,564.0514866037701
Q43,2025-02-01 00:00:00,2025-02-01 06:40:00,0.0,0.0,550.9636585595347,0.0,7653.077998864141,7040.896156020213,0.7715,550.9636585595347
Q43,2025-02-01 00:00:00,2025-02-01 06:50:00,0.0,0.0,587.76991269766,0.0,7040.896156020213,6387.818475245035,0.8181,587.76991269766
Q43,2025-02-01 00:00:00,2025-02-01 07:00:00,0.0,0.0,609.7726038902514,0.0,6387.818475245035,5710.293359811422,0.8678,609.7726038902514
Q43,2025-02-01 00:00:00,2025-02-01 07:10:00,0.0,0.0,579.684568179632,0.0,5710.293359811422,5066.199395167387,0.864,579.684568179632
Q43,2025-02-01 00:00:00,2025-02-01 07:20:00,0.0,0.0,529.8922064681616,0.0,5066.199395167387,4477.43027686943,0.8237,529.8922064681616
Q43,2025-02-01 00:00:00,2025-02-01 07:30:00,0.0,0.0,477.6229853903524,0.0,4477.43027686943,3946.7380708801493,0.7654,477.6229853903524
Q43,2025-02-01 00:00:00,2025-02-01 07:40:00,0.0,0.0,447.82635714320656,0.0,3946.7380708801493,3449.15322960992,0.7258,447.82635714320656
Q43,2025-02-01 00:00:00,2025-02-01 07:50:00,0.0,0.0,374.68633776779745,0.0,3449.15322960992,3032.8350765345895,0.8697,374.68633776779745
Q43,2025-02-01 00:00:00,2025-02-01 08:00:00,0.0,0.0,305.79567809257327,0.0,3032.8350765345895,2693.0621008761746,1.0783,305.79567809257327
Q43,2025-02-01 00:00:00,2025-02-01 08:10:00,0.0,0.0,267.55698472304834,0.0,2693.0621008761746,2395.7765622950096,1.0448,267.55698472304834
Q43,2025-02-01 00:00:00,2025-02-01 08:20:00,0.0,0.0,206.70028255796817,0.0,2395.7765622950096,2166.109581675045,0.9667,206.70028255796817
Q43,2025-02-01 00:00:00,2025-02-01 08:30:00,0.0,0.0,168.7508676587281,0.0,2166.109581675045,1978.6086176097915,0.9429,168.7508676587281
Q43,2025-02-01 00:00:00,2025-02-01 08:40:00,0.0,0.0,124.80407926959393,0.0,1978.6086176097915,1839.9374184213539,0.893,124.80407926959393
Q43,2025-02-01 00:00:00,2025-02-01 08:50:00,0.0,0.0,126.1863652315106,0.0,1839.9374184213539,1699.7303459418977,0.9266,126.1863652315106
Q43,2025-02-01 00:00:00,2025-02-01 09:00:00,0.0,0.0,113.4961436986357,0.0,1699.7303459418977,1573.6235196100802,0.9995,113.4961436986357
Q43,2025-02-01 00:00:00,2025-02-01 09:10:00,0.0,0.0,84.21019784828994,0.0,1573.6235196100802,1480.0566331119803,0.9415,84.21019784828994
Q43,2025-02-01 00:00:00,2025-02-01 09:20:00,0.0,0.0,10.157418254275854,0.0,1480.0566331119803,1468.7706128294517,0.8825,10.157418254275854
Q43,2025-02-01 00:00:00,2025-02-01 09:30:00,0.0,38.13409151926294,0.0,0.0,1468.7706128294517,1503.0912951967885,0.8929,-38.13409151926294
Q43,2025-02-01 00:00:00,2025-02-01 09:40:00,0.0,101.70422089801588,0.0,0.0,1503.0912951967885,1594.6250940050027,0.9059,-101.70422089801588
Q43,2025-02-01 00:00:00,2025-02-01 09:50:00,0.0,166.9130120491715,0.0,0.0,1594.6250940050027,1744.846804849257,0.8581,-166.9130120491715
Q43,2025-02-01 00:00:00,2025-02-01 10:00:00,0.0,206.8126576471201,0.0,0.0,1744.846804849257,1930.978196731665,0.8084,-206.8126576471201
Q43,2025-02-01 00:00:00,2025-02-01 10:10:00,0.0,247.36931199190815,0.0,0.0,1930.978196731665,2153.6105775243823,0.8605,-247.36931199190815
Q43,2025-02-01 00:00:00,2025-02-01 10:20:00,0.0,290.96201141362747,0.0,0.0,2153.6105775243823,2415.476387796647,0.8292,-290.96201141362747
Q43,2025-02-01 00:00:00,2025-02-01 10:30:00,0.0,345.6406025312825,0.0,0.0,2415.476387796647,2726.552930074801,0.7446,-345.6406025312825
Q43,2025-02-01 00:00:00,2025-02-01 10:40:00,0.0,349.303194150693,0.0,0.0,2726.552930074801,3040.925804810425,0.7982,-349.303194150693
Q43,2025-02-01 00:00:00,2025-02-01 10:50:00,0.0,350.3775329351806,0.0,0.0,3040.925804810425,3356.2655844520873,0.6917,-350.3775329351806
Q43,2025-02-01 00:00:00,2025-02-01 11:00:00,0.0,388.7406567529521,0.0,0.0,3356.2655844520873,3706.132175529744,0.438,-388.7406567529521
Q43,2025-02-01 00:00:00,2025-02-01 11:10:00,0.0,402.7873651294788,0.0,0.0,3706.132175529744,4068.640804146275,0.3671,-402.7873651294788
Q43,2025-02-01 00:00:00,2025-02-01 11:20:00,444.9343494751655,833.3333333333334,0.0,0.0,4068.640804146275,4818.640804146275,0.3419,-388.39898385816787
Q43,2025-02-01 00:00:00,2025-02-01 11:30:00,474.18398034778227,833.3333333333334,0.0,0.0,4818.640804146275,5568.640804146275,0.308,-359.1493529855511
Q43,2025-02-01 00:00:00,2025-02-01 11:40:00,360.5979418449169,707.6308629181464,0.0,0.0,5568.640804146275,6205.508580772606,0.3563,-347.0329210732295
Q43,2025-02-01 00:00:00,2025-02-01 11:50:00,492.52526204199455,833.3333333333334,0.0,0.0,6205.508580772606,6955.508580772606,0.3499,-340.8080712913388
Q43,2025-02-01 00:00:00,2025-02-01 12:00:00,484.84982306891993,833.3333333333334,0.0,0.0,6955.508580772606,7705.508580772606,0.2979,-348.48351026441344
Q43,2025-02-01 00:00:00,2025-02-01 12:10:00,500.60700000867735,833.3333333333334,0.0,0.0,7705.508580772606,8455.508580772606,0.3528,-332.726333324656
Q43,2025-02-01 00:00:00,2025-02-01 12:20:00,0.0,279.09036842946654,0.0,0.0,8455.508580772606,8706.689912359127,0.4214,-279.09036842946654
Q43,2025-02-01 00:00:00,2025-02-01 12:30:00,0.0,280.8747871174054,0.0,0.0,8706.689912359127,8959.477220764791,0.4077,-280.8747871174054
Q43,2025-02-01 00:00:00,2025-02-01 12:40:00,555.115597300767,833.3333333333334,0.0,0.0,8959.477220764791,9709.477220764791,0.3359,-278.21773603256634
Q43,2025-02-01 00:00:00,2025-02-01 12:50:00,0.0,251.19394681545162,0.0,0.0,9709.477220764791,9935.551772898698,0.4541,-251.19394681545162
Q43,2025-02-01 00:00:00,2025-02-01 13:00:00,0.0,204.05257524690836,0.0,0.0,9935.551772898698,10119.199090620916,0.6884,-204.05257524690836
Q43,2025-02-01 00:00:00,2025-02-01 13:10:00,0.0,203.68205943431454,0.0,0.0,10119.199090620916,10302.512944111799,0.7168,-203.68205943431454
Q43,2025-02-01 00:00:00,2025-02-01 13:20:00,0.0,187.10575884820085,0.0,0.0,10302.512944111799,10470.90812707518,0.7194,-187.10575884820085
Q43,2025-02-01 00:00:00,2025-02-01 13:30:00,0.0,148.2600464056781,0.0,0.0,10470.90812707518,10604.34216884029,0.7375,-148.2600464056781
Q43,2025-02-01 00:00:00,2025-02-01 13:40:00,0.0,114.39393745839517,0.0,0.0,10604.34216884029,10707.296712552847,0.6413,-114.39393745839517
Q43,2025-02-01 00:00:00,2025-02-01 13:50:00,0.0,65.59360357265291,0.0,0.0,10707.296712552847,10766.330955768235,0.6761,-65.59360357265291
Q43,2025-02-01 00:00:00,2025-02-01 14:00:00,0.0,27.646690651136197,0.0,0.0,10766.330955768235,10791.212977354258,0.8225,-27.646690651136197
Q43,2025-02-01 00:00:00,2025-02-01 14:10:00,0.0,9.763358495268747,0.0,0.0,10791.212977354258,10800.0,0.8111,-9.763358495268747
Q43,2025-02-01 00:00:00,2025-02-01 14:20:00,0.0,0.0,17.54743384873433,0.0,10800.0,10780.502851279183,0.8061,17.54743384873433
Q43,2025-02-01 00:00:00,2025-02-01 14:30:00,0.0,0.0,40.407701475172914,0.0,10780.502851279183,10735.605405195658,0.8727,40.407701475172914
Q43,2025-02-01 00:00:00,2025-02-01 14:40:00,0.0,0.0,90.8895009747655,0.0,10735.605405195658,10634.617070779252,0.8717,90.8895009747655
Q43,2025-02-01 00:00:00,2025-02-01 14:50:00,0.0,0.0,146.22393018302265,0.0,10634.617070779252,10472.146037242559,0.7054,146.22393018302265
Q43,2025-02-01 00:00:00,2025-02-01 15:00:00,553.7250015911235,364.2821808416011,0.0,0.0,10472.146037242559,10800.0,0.5147,189.44282074952244
Q43,2025-02-01 00:00:00,2025-02-01 15:10:00,201.54345414824598,0.0,0.0,0.0,10800.0,10800.0,0.5575,201.54345414824598
Q43,2025-02-01 00:00:00,2025-02-01 15:20:00,254.51784523600415,0.0,-0.0,0.0,10800.0,10800.0,0.6606,254.51784523600415
Q43,2025-02-01 00:00:00,2025-02-01 15:30:00,312.06174200092266,0.0,-0.0,0.0,10800.0,10800.0,0.688,312.06174200092266
Q43,2025-02-01 00:00:00,2025-02-01 15:40:00,342.14248606773265,0.0,0.0,0.0,10800.0,10800.0,0.6617,342.14248606773265
Q43,2025-02-01 00:00:00,2025-02-01 15:50:00,388.2798563237014,0.0,0.0,0.0,10800.0,10800.0,0.6465,388.2798563237014
Q43,2025-02-01 00:00:00,2025-02-01 16:00:00,437.87266743481246,0.0,0.0,0.0,10800.0,10800.0,0.6667,437.87266743481246
Q43,2025-02-01 00:00:00,2025-02-01 16:10:00,438.3991003829215,0.0,-0.0,0.0,10800.0,10800.0,0.6956,438.3991003829215
Q43,2025-02-01 00:00:00,2025-02-01 16:20:00,462.0407436170663,0.0,-0.0,0.0,10800.0,10800.0,0.7032,462.0407436170663
Q43,2025-02-01 00:00:00,2025-02-01 16:30:00,517.9469927625191,0.0,-0.0,0.0,10800.0,10800.0,0.7041,517.9469927625191
Q43,2025-02-01 00:00:00,2025-02-01 16:40:00,511.63004019215043,0.0,-0.0,0.0,10800.0,10800.0,0.7357,511.63004019215043
Q43,2025-02-01 00:00:00,2025-02-01 16:50:00,475.05126391541097,0.0,-0.0,0.0,10800.0,10800.0,0.7466,475.05126391541097
Q43,2025-02-01 00:00:00,2025-02-01 17:00:00,441.56112899918196,0.0,0.0,0.0,10800.0,10800.0,0.7383,441.56112899918196
Q43,2025-02-01 00:00:00,2025-02-01 17:10:00,469.82412751400807,0.0,-0.0,0.0,10800.0,10800.0,0.7642,469.82412751400807
Q43,2025-02-01 00:00:00,2025-02-01 17:20:00,482.3491730433076,0.0,-0.0,0.0,10800.0,10800.0,0.787,482.3491730433076
Q43,2025-02-01 00:00:00,2025-02-01 17:30:00,484.470607700241,0.0,0.0,0.0,10800.0,10800.0,0.775,484.470607700241
Q43,2025-02-01 00:00:00,2025-02-01 17:40:00,481.09218828180803,0.0,0.0,0.0,10800.0,10800.0,0.7557,481.09218828180803
Q43,2025-02-01 00:00:00,2025-02-01 17:50:00,465.5044830379535,0.0,-0.0,0.0,10800.0,10800.0,0.8692,465.5044830379535
Q43,2025-02-01 00:00:00,2025-02-01 18:00:00,0.0,0.0,488.2282288145585,0.0,10800.0,10257.524190206046,1.0662,488.2282288145585
Q43,2025-02-01 00:00:00,2025-02-01 18:10:00,0.0,0.0,486.2854517798229,0.0,10257.524190206046,9717.207021561799,1.1465,486.2854517798229
Q43,2025-02-01 00:00:00,2025-02-01 18:20:00,0.0,0.0,496.7857868555812,0.0,9717.207021561799,9165.222813944487,1.1653,496.7857868555812
Q43,2025-02-01 00:00:00,2025-02-01 18:30:00,0.0,0.0,472.3536692014166,0.0,9165.222813944487,8640.385403720691,1.1644,472.3536692014166
Q43,2025-02-01 00:00:00,2025-02-01 18:40:00,0.0,0.0,479.32238652484534,0.0,8640.385403720691,8107.804974248641,1.1265,479.32238652484534
Q43,2025-02-01 00:00:00,2025-02-01 18:50:00,0.0,0.0,498.02978421548636,0.0,8107.804974248641,7554.438547342545,1.1134,498.02978421548636
Q43,2025-02-01 00:00:00,2025-02-01 19:00:00,0.0,0.0,496.9304500357357,0.0,7554.438547342545,7002.293602858394,1.1312,496.9304500357357
Q43,2025-02-01 00:00:00,2025-02-01 19:10:00,0.0,0.0,472.29166514252006,0.0,7002.293602858394,6477.525086033371,1.1292,472.29166514252006
Q43,2025-02-01 00:00:00,2025-02-01 19:20:00,0.0,0.0,470.39882982960245,0.0,6477.525086033371,5954.859719556035,1.133,470.39882982960245
Q43,2025-02-01 00:00:00,2025-02-01 19:30:00,0.0,0.0,465.05184947017625,0.0,5954.859719556035,5438.13544236695,1.1382,465.05184947017625
Q43,2025-02-01 00:00:00,2025-02-01 19:40:00,0.0,0.0,484.993123952791,0.0,5438.13544236695,4899.254193530515,1.1103,484.993123952791
Q43,2025-02-01 00:00:00,2025-02-01 19:50:00,0.0,0.0,483.1468283653048,0.0,4899.254193530515,4362.424384235732,1.0929,483.1468283653048
Q43,2025-02-01 00:00:00,2025-02-01 20:00:00,0.0,0.0,502.3402799204358,0.0,4362.424384235732,3804.2685176574696,1.1041,502.3402799204358
Q43,2025-02-01 00:00:00,2025-02-01 20:10:00,0.0,0.0,496.69868681515777,0.0,3804.2685176574696,3252.38108786285,1.1204,496.69868681515777
Q43,2025-02-01 00:00:00,2025-02-01 20:20:00,0.0,0.0,490.78586167144863,0.0,3252.38108786285,2707.063463783463,1.1344,490.78586167144863
Q43,2025-02-01 00:00:00,2025-02-01 20:30:00,0.0,0.0,497.85928296624564,0.0,2707.063463783463,2153.8864827098564,1.1597,497.85928296624564
Q43,2025-02-01 00:00:00,2025-02-01 20:40:00,0.0,0.0,494.00901218101654,0.0,2153.8864827098564,1604.9875802865047,1.1766,494.00901218101654
Q43,2025-02-01 00:00:00,2025-02-01 20:50:00,138.73177676336525,0.0,364.4888222578542,0.0,1604.9875802865047,1200.0,0.9864,503.22059902121947
Q43,2025-02-01 00:00:00,2025-02-01 21:00:00,526.8298332698803,0.0,0.0,0.0,1200.0,1200.0,0.724,526.8298332698803
Q43,2025-02-01 00:00:00,2025-02-01 21:10:00,513.6789792395213,0.0,0.0,0.0,1200.0,1200.0,0.7481,513.6789792395213
Q43,2025-02-01 00:00:00,2025-02-01 21:20:00,507.5446650200275,0.0,0.0,0.0,1200.0,1200.0,0.8129,507.5446650200275
Q43,2025-02-01 00:00:00,2025-02-01 21:30:00,523.595768610423,0.0,0.0,0.0,1200.0,1200.0,0.8144,523.595768610423
Q43,2025-02-01 00:00:00,2025-02-01 21:40:00,517.7403094638366,0.0,-0.0,0.0,1200.0,1200.0,0.8497,517.7403094638366
Q43,2025-02-01 00:00:00,2025-02-01 21:50:00,487.51413419936364,0.0,-0.0,0.0,1200.0,1200.0,0.6531,487.51413419936364
Q43,2025-02-01 00:00:00,2025-02-01 22:00:00,437.29565572364766,0.0,0.0,0.0,1200.0,1200.0,0.3205,437.29565572364766
Q43,2025-02-01 00:00:00,2025-02-01 22:10:00,1255.7618188955714,833.3333333333334,0.0,0.0,1200.0,1950.0,0.2542,422.42848556223805
Q43,2025-02-01 00:00:00,2025-02-01 22:20:00,1284.6855527279417,833.3333333333334,0.0,0.0,1950.0,2700.0,0.273,451.3522193946083
Q43,2025-02-01 00:00:00,2025-02-01 22:30:00,1291.9027762043393,833.3333333333334,0.0,0.0,2700.0,3450.0,0.2774,458.5694428710059
Q43,2025-02-01 00:00:00,2025-02-01 22:40:00,396.51393285017707,0.0,34.86021667652731,0.0,3450.0,3411.2664259149697,0.3501,431.3741495267044
Q43,2025-02-01 00:00:00,2025-02-01 22:50:00,0.0,0.0,442.9480928436377,0.0,3411.2664259149697,2919.101878310928,0.378,442.9480928436377
Q43,2025-02-01 00:00:00,2025-02-01 23:00:00,438.85965583598187,0.0,0.0,0.0,2919.101878310928,2919.101878310928,0.3465,438.85965583598187
Q43,2025-02-01 00:00:00,2025-02-01 23:10:00,0.0,0.0,431.7857406258645,0.0,2919.101878310928,2439.3399442821897,0.3534,431.7857406258645
Q43,2025-02-01 00:00:00,2025-02-01 23:20:00,442.4123175615158,0.0,0.0,0.0,2439.3399442821897,2439.3399442821897,0.3497,442.4123175615158
Q43,2025-02-01 00:00:00,2025-02-01 23:30:00,450.38403711265596,0.0,0.0,0.0,2439.3399442821897,2439.3399442821897,0.3245,450.38403711265596
Q43,2025-02-01 00:00:00,2025-02-01 23:40:00,443.88511728906144,0.0,0.0,0.0,2439.3399442821897,2439.3399442821897,0.3293,443.88511728906144
Q43,2025-02-01 00:00:00,2025-02-01 23:50:00,0.0,0.0,496.2880860365739,0.0,2439.3399442821897,1887.9087375748854,0.3592,496.2880860365739
Q43,2025-02-01 00:00:00,2025-02-02 00:00:00,0.0,0.0,619.1178638173968,0.0,1887.9087375748854,1200.0,0.4038,619.1178638173968
Q43,2025-02-01 06:00:00,2025-02-01 06:00:00,0.0,0.0,560.08776398461,0.0,10209.798703703704,9587.478965943026,0.8102,560.08776398461
Q43,2025-02-01 06:00:00,2025-02-01 06:10:00,0.0,0.0,573.7121452242474,0.0,9587.478965943026,8950.021026804974,0.8756,573.7121452242474
Q43,2025-02-01 06:00:00,2025-02-01 06:20:00,0.0,0.0,568.9036470938231,0.0,8950.021026804974,8317.905863367392,0.818,568.9036470938231
Q43,2025-02-01 06:00:00,2025-02-01 06:30:00,0.0,0.0,563.0513713259922,0.0,8317.905863367392,7692.293228560734,0.7708,563.0513713259922
Q43,2025-02-01 06:00:00,2025-02-01 06:40:00,0.0,0.0,551.3921835595347,0.0,7692.293228560734,7079.635246827917,0.7715,551.3921835595347
Q43,2025-02-01 06:00:00,2025-02-01 06:50:00,0.0,0.0,589.1238815464595,0.0,7079.635246827917,6425.05315622074,0.8181,589.1238815464595
Q43,2025-02-01 06:00:00,2025-02-01 07:00:00,0.0,0.0,609.8453608346956,0.0,6425.05315622074,5747.447199737745,0.8678,609.8453608346956
Q43,2025-02-01 06:00:00,2025-02-01 07:10:00,0.0,0.0,575.3796284197958,0.0,5747.447199737745,5108.136501493527,0.864,575.3796284197958
Q43,2025-02-01 06:00:00,2025-02-01 07:20:00,0.0,0.0,532.9739356348284,0.0,5108.136501493527,4515.943239677052,0.8237,532.9739356348284
Q43,2025-02-01 06:00:00,2025-02-01 07:30:00,0.0,0.0,491.6022353903525,0.0,4515.943239677052,3969.718533687771,0.7654,491.6022353903525
Q43,2025-02-01 06:00:00,2025-02-01 07:40:00,0.0,0.0,440.38114464320665,0.0,3969.718533687771,3480.4061507508745,0.7258,440.38114464320665
Q43,2025-02-01 06:00:00,2025-02-01 07:50:00,0.0,0.0,364.3564844372899,0.0,3480.4061507508745,3075.565612487219,0.8697,364.3564844372899
Q43,2025-02-01 06:00:00,2025-02-01 08:00:00,0.0,0.0,304.40269198146217,0.0,3075.565612487219,2737.340399174483,1.0783,304.40269198146217
Q43,2025-02-01 06:00:00,2025-02-01 08:10:00,0.0,0.0,256.0771430563816,0.0,2737.340399174483,2452.810240222948,1.0448,256.0771430563816
Q43,2025-02-01 06:00:00,2025-02-01 08:20:00,0.0,0.0,195.4904020024126,0.0,2452.810240222948,2235.5986824424895,0.9667,195.4904020024126
Q43,2025-02-01 06:00:00,2025-02-01 08:30:00,0.0,0.0,155.77758432539463,0.0,2235.5986824424895,2062.5124776364955,0.9429,155.77758432539463
Q43,2025-02-01 06:00:00,2025-02-01 08:40:00,0.0,0.0,102.86562980817492,0.0,2062.5124776364955,1948.21733340519,0.893,102.86562980817492
Q43,2025-02-01 06:00:00,2025-02-01 08:50:00,0.0,0.0,94.61770731671595,0.0,1948.21733340519,1843.0865474977277,0.9266,94.61770731671595
Q43,2025-02-01 06:00:00,2025-02-01 09:00:00,0.0,0.0,106.0346089764136,0.0,1843.0865474977277,1725.2703153017126,0.9995,106.0346089764136
Q43,2025-02-01 06:00:00,2025-02-01 09:10:00,0.0,0.0,62.1894154831767,0.0,1725.2703153017126,1656.1709647648495,0.9415,62.1894154831767
Q43,2025-02-01 06:00:00,2025-02-01 09:20:00,0.0,0.0,3.2027682542761085,0.0,1656.1709647648495,1652.6123333712094,0.8825,3.2027682542761085
Q43,2025-02-01 06:00:00,2025-02-01 09:30:00,0.0,63.183316519262995,0.0,0.0,1652.6123333712094,1709.477318238546,0.8929,-63.183316519262995
Q43,2025-02-01 06:00:00,2025-02-01 09:40:00,0.0,127.28658059336203,0.0,0.0,1709.477318238546,1824.035240772572,0.9059,-127.28658059336203
Q43,2025-02-01 06:00:00,2025-02-01 09:50:00,0.0,183.43653427139378,0.0,0.0,1824.035240772572,1989.1281216168263,0.8581,-183.43653427139378
Q43,2025-02-01 06:00:00,2025-02-01 10:00:00,0.0,227.12993125823124,0.0,0.0,1989.1281216168263,2193.5450597492345,0.8084,-227.12993125823124
Q43,2025-02-01 06:00:00,2025-02-01 10:10:00,0.0,271.28804949190817,0.0,0.0,2193.5450597492345,2437.7043042919518,0.8605,-271.28804949190817
Q43,2025-02-01 06:00:00,2025-02-01 10:20:00,0.0,297.1942169691829,0.0,0.0,2437.7043042919518,2705.1790995642164,0.8292,-297.1942169691829
Q43,2025-02-01 06:00:00,2025-02-01 10:30:00,0.0,309.63024419794874,0.0,0.0,2705.1790995642164,2983.8463193423704,0.7446,-309.63024419794874
Q43,2025-02-01 06:00:00,2025-02-01 10:40:00,0.0,338.92743429459625,0.0,0.0,2983.8463193423704,3288.8810102075067,0.7982,-338.92743429459625
Q43,2025-02-01 06:00:00,2025-02-01 10:50:00,0.0,371.3558621018474,0.0,0.0,3288.8810102075067,3623.1012860991696,0.6917,-371.3558621018474
Q43,2025-02-01 06:00:00,2025-02-01 11:00:00,0.0,383.77514564184105,0.0,0.0,3623.1012860991696,3968.4989171768266,0.438,-383.77514564184105
Q43,2025-02-01 06:00:00,2025-02-01 11:10:00,0.0,393.42852762947905,0.0,0.0,3968.4989171768266,4322.584592043358,0.3671,-393.42852762947905
Q43,2025-02-01 06:00:00,2025-02-01 11:20:00,0.0,408.9899269137234,0.0,0.0,4322.584592043358,4690.675526265709,0.3419,-408.9899269137234
