group,published_at,interval_start,q_kWh,c_kWh,d_kWh,w_kWh,state_start_kWh,state_end_kWh,price_yuan_kWh,protected_net_kWh
Q42,2025-02-01,2025-02-01 03:20:00,550.3496987848387,0.0,0.0,0.0,10050.0,10050.0,0.3822,550.3496987848387
Q42,2025-02-01,2025-02-01 03:30:00,548.8317068090373,0.0,0.0,0.0,10050.0,10050.0,0.3962,548.8317068090373
Q42,2025-02-01,2025-02-01 03:40:00,526.6274516586809,0.0,0.0,0.0,10050.0,10050.0,0.3879,526.6274516586809
Q42,2025-02-01,2025-02-01 03:50:00,527.7176381872251,0.0,0.0,0.0,10050.0,10050.0,0.3405,527.7176381872251
Q42,2025-02-01,2025-02-01 04:00:00,1395.3484016320472,833.3333333333334,0.0,0.0,10050.0,10800.0,0.3164,562.0150682987138
Q42,2025-02-01,2025-02-01 04:10:00,557.0000194604846,0.0,0.0,0.0,10800.0,10800.0,0.3916,557.0000194604846
Q42,2025-02-01,2025-02-01 04:20:00,558.75181410148,0.0,-0.0,0.0,10800.0,10800.0,0.4109,558.75181410148
Q42,2025-02-01,2025-02-01 04:30:00,568.2782531872493,0.0,0.0,0.0,10800.0,10800.0,0.361,568.2782531872493
Q42,2025-02-01,2025-02-01 04:40:00,566.1102635142184,0.0,0.0,0.0,10800.0,10800.0,0.3799,566.1102635142184
Q42,2025-02-01,2025-02-01 04:50:00,571.9123466315883,0.0,0.0,0.0,10800.0,10800.0,0.4094,571.9123466315883
Q42,2025-02-01,2025-02-01 05:00:00,554.8908933326021,0.0,0.0,0.0,10800.0,10800.0,0.4052,554.8908933326021
Q42,2025-02-01,2025-02-01 05:10:00,573.9069038813299,0.0,0.0,0.0,10800.0,10800.0,0.3896,573.9069038813299
Q42,2025-02-01,2025-02-01 05:20:00,605.9423115256784,0.0,0.0,0.0,10800.0,10800.0,0.3908,605.9423115256784
Q42,2025-02-01,2025-02-01 05:30:00,599.4171462504426,0.0,0.0,0.0,10800.0,10800.0,0.3821,599.4171462504426
Q42,2025-02-01,2025-02-01 05:40:00,584.5876262533734,0.0,0.0,0.0,10800.0,10800.0,0.3475,584.5876262533734
Q42,2025-02-01,2025-02-01 05:50:00,0.0,0.0,564.3978722004953,0.0,10800.0,10172.891253110562,0.5182,564.3978722004953
Q42,2025-02-01,2025-02-01 06:00:00,0.0,0.0,562.7479864026147,0.0,10172.891253110562,9547.615712663212,0.8102,562.7479864026147
Q42,2025-02-01,2025-02-01 06:10:00,0.0,0.0,585.43652042003,0.0,9547.615712663212,8897.130689974289,0.8756,585.43652042003
Q42,2025-02-01,2025-02-01 06:20:00,0.0,0.0,581.293709197278,0.0,8897.130689974289,8251.248790866202,0.818,581.293709197278
Q42,2025-02-01,2025-02-01 06:30:00,0.0,0.0,578.4004951328859,0.0,8251.248790866202,7608.581574051885,0.7708,578.4004951328859
Q42,2025-02-01,2025-02-01 06:40:00,0.0,0.0,582.68762853421,0.0,7608.581574051885,6961.15087568054,0.7715,582.68762853421
Q42,2025-02-01,2025-02-01 06:50:00,0.0,0.0,605.6188178533532,0.0,6961.15087568054,6288.241078065703,0.8181,605.6188178533532
Q42,2025-02-01,2025-02-01 07:00:00,0.0,0.0,610.150652697145,0.0,6288.241078065703,5610.295908402209,0.8678,610.150652697145
Q42,2025-02-01,2025-02-01 07:10:00,0.0,0.0,576.0527994489119,0.0,5610.295908402209,4970.237242347862,0.864,576.0527994489119
Q42,2025-02-01,2025-02-01 07:20:00,0.0,0.0,520.3382758406417,0.0,4970.237242347862,4392.083602524926,0.8237,520.3382758406417
Q42,2025-02-01,2025-02-01 07:30:00,0.0,0.0,482.3505928210994,0.0,4392.083602524926,3856.1384993903716,0.7654,482.3505928210994
Q42,2025-02-01,2025-02-01 07:40:00,0.0,0.0,442.0593117961756,0.0,3856.1384993903716,3364.9614862835097,0.7258,442.0593117961756
Q42,2025-02-01,2025-02-01 07:50:00,0.0,0.0,380.0942066466098,0.0,3364.9614862835097,2942.634590009499,0.8697,380.0942066466098
Q42,2025-02-01,2025-02-01 08:00:00,0.0,0.0,328.6677142992399,0.0,2942.634590009499,2577.4482407881214,1.0783,328.6677142992399
Q42,2025-02-01,2025-02-01 08:10:00,0.0,0.0,297.6225852676828,0.0,2577.4482407881214,2246.756479379585,1.0448,297.6225852676828
Q42,2025-02-01,2025-02-01 08:20:00,0.0,0.0,219.55501643593598,0.0,2246.756479379585,2002.8064611174339,0.9667,219.55501643593598
Q42,2025-02-01,2025-02-01 08:30:00,0.0,0.0,191.8026450047295,0.0,2002.8064611174339,1789.692411112179,0.9429,191.8026450047295
Q42,2025-02-01,2025-02-01 08:40:00,0.0,0.0,117.42371607816858,0.0,1789.692411112179,1659.2216154697694,0.893,117.42371607816858
Q42,2025-02-01,2025-02-01 08:50:00,0.0,0.0,126.548364358311,0.0,1659.2216154697694,1518.6123217383126,0.9266,126.548364358311
Q42,2025-02-01,2025-02-01 09:00:00,0.0,0.0,140.89451442542148,0.0,1518.6123217383126,1362.0628612656221,0.9995,140.89451442542148
Q42,2025-02-01,2025-02-01 09:10:00,0.0,0.0,107.00843657627827,0.0,1362.0628612656221,1243.1645984030906,0.9415,107.00843657627827
Q42,2025-02-01,2025-02-01 09:20:00,0.0,0.0,25.423228225334697,0.0,1243.1645984030906,1214.9165670416075,0.8825,25.423228225334697
Q42,2025-02-01,2025-02-01 09:30:00,0.0,15.042370148074326,0.0,0.0,1214.9165670416075,1228.4547001748745,0.8929,-15.042370148074326
Q42,2025-02-01,2025-02-01 09:40:00,0.0,59.994157421752334,0.0,0.0,1228.4547001748745,1282.4494418544516,0.9059,-59.994157421752334
Q42,2025-02-01,2025-02-01 09:50:00,0.0,68.51081601161741,0.0,0.0,1282.4494418544516,1344.1091762649073,0.8581,-68.51081601161741
Q42,2025-02-01,2025-02-01 10:00:00,0.0,129.84039306378747,0.0,0.0,1344.1091762649073,1460.965530022316,0.8084,-129.84039306378747
Q42,2025-02-01,2025-02-01 10:10:00,0.0,163.76969373499168,0.0,0.0,1460.965530022316,1608.3582543838086,0.8605,-163.76969373499168
Q42,2025-02-01,2025-02-01 10:20:00,0.0,221.16885007669666,0.0,0.0,1608.3582543838086,1807.4102194528355,0.8292,-221.16885007669666
Q42,2025-02-01,2025-02-01 10:30:00,0.0,249.62959114303897,0.0,0.0,1807.4102194528355,2032.0768514815704,0.7446,-249.62959114303897
Q42,2025-02-01,2025-02-01 10:40:00,0.0,261.05998914262887,0.0,0.0,2032.0768514815704,2267.0308417099363,0.7982,-261.05998914262887
Q42,2025-02-01,2025-02-01 10:50:00,0.0,264.2374142924501,0.0,0.0,2267.0308417099363,2504.8445145731416,0.6917,-264.2374142924501
Q42,2025-02-01,2025-02-01 11:00:00,0.0,258.90247903021447,0.0,0.0,2504.8445145731416,2737.8567457003346,0.438,-258.90247903021447
Q42,2025-02-01,2025-02-01 11:10:00,0.0,286.6837913824887,0.0,0.0,2737.8567457003346,2995.8721579445746,0.3671,-286.6837913824887
Q42,2025-02-01,2025-02-01 11:20:00,515.0255776466761,833.3333333333334,0.0,0.0,2995.8721579445746,3745.8721579445746,0.3419,-318.30775568665723
Q42,2025-02-01,2025-02-01 11:30:00,525.8419438276877,833.3333333333334,0.0,0.0,3745.8721579445746,4495.8721579445755,0.308,-307.49138950564566
Q42,2025-02-01,2025-02-01 11:40:00,309.193208262614,608.3200941298082,0.0,0.0,4495.8721579445755,5043.360242661403,0.3563,-299.12688586719423
Q42,2025-02-01,2025-02-01 11:50:00,514.065764989389,833.3333333333334,0.0,0.0,5043.360242661403,5793.360242661403,0.3499,-319.2675683439444
Q42,2025-02-01,2025-02-01 12:00:00,483.89366970854394,833.3333333333334,0.0,0.0,5793.360242661403,6543.360242661403,0.2979,-349.43966362478943
Q42,2025-02-01,2025-02-01 12:10:00,532.2556943555164,833.3333333333334,0.0,0.0,6543.360242661403,7293.360242661403,0.3528,-301.0776389778169
Q42,2025-02-01,2025-02-01 12:20:00,0.0,285.88571047311217,0.0,0.0,7293.360242661403,7550.6573820872045,0.4214,-285.88571047311217
Q42,2025-02-01,2025-02-01 12:30:00,0.0,276.2394574908808,0.0,0.0,7550.6573820872045,7799.272893828997,0.4077,-276.2394574908808
Q42,2025-02-01,2025-02-01 12:40:00,545.5845265474898,833.3333333333334,0.0,0.0,7799.272893828997,8549.272893828997,0.3359,-287.74880678584367
Q42,2025-02-01,2025-02-01 12:50:00,0.0,296.8646529607537,0.0,0.0,8549.272893828997,8816.451081493675,0.4541,-296.8646529607537
Q42,2025-02-01,2025-02-01 13:00:00,0.0,264.3890811873942,0.0,0.0,8816.451081493675,9054.40125456233,0.6884,-264.3890811873942
Q42,2025-02-01,2025-02-01 13:10:00,0.0,287.5060236279249,0.0,0.0,9054.40125456233,9313.156675827462,0.7168,-287.5060236279249
Q42,2025-02-01,2025-02-01 13:20:00,0.0,253.86648849767718,0.0,0.0,9313.156675827462,9541.636515475373,0.7194,-253.86648849767718
Q42,2025-02-01,2025-02-01 13:30:00,0.0,237.05918684184655,0.0,0.0,9541.636515475373,9754.989783633035,0.7375,-237.05918684184655
Q42,2025-02-01,2025-02-01 13:40:00,0.0,229.86785210270574,0.0,0.0,9754.989783633035,9961.870850525469,0.6413,-229.86785210270574
Q42,2025-02-01,2025-02-01 13:50:00,0.0,210.39161197626294,0.0,0.0,9961.870850525469,10151.223301304106,0.6761,-210.39161197626294
Q42,2025-02-01,2025-02-01 14:00:00,0.0,168.88945541877916,0.0,0.0,10151.223301304106,10303.223811181007,0.8225,-168.88945541877916
Q42,2025-02-01,2025-02-01 14:10:00,0.0,131.49578871421357,0.0,0.0,10303.223811181007,10421.5700210238,0.8111,-131.49578871421357
Q42,2025-02-01,2025-02-01 14:20:00,0.0,144.42842404707613,0.0,0.0,10421.5700210238,10551.555602666167,0.8061,-144.42842404707613
Q42,2025-02-01,2025-02-01 14:30:00,0.0,134.80728626243672,0.0,0.0,10551.555602666167,10672.882160302359,0.8727,-134.80728626243672
Q42,2025-02-01,2025-02-01 14:40:00,0.0,93.52475438343293,0.0,0.0,10672.882160302359,10757.05443924745,0.8717,-93.52475438343293
Q42,2025-02-01,2025-02-01 14:50:00,0.0,38.10158849175096,0.0,0.0,10757.05443924745,10791.345868890025,0.7054,-38.10158849175096
Q42,2025-02-01,2025-02-01 15:00:00,0.0,9.615701233305344,0.0,0.0,10791.345868890025,10800.0,0.5147,-9.615701233305344
Q42,2025-02-01,2025-02-01 15:10:00,34.645192508530656,0.0,-0.0,0.0,10800.0,10800.0,0.5575,34.645192508530656
Q42,2025-02-01,2025-02-01 15:20:00,96.63745220629364,0.0,-0.0,0.0,10800.0,10800.0,0.6606,96.63745220629364
Q42,2025-02-01,2025-02-01 15:30:00,141.1446718845665,0.0,-0.0,0.0,10800.0,10800.0,0.688,141.1446718845665
Q42,2025-02-01,2025-02-01 15:40:00,174.50603454293696,0.0,0.0,0.0,10800.0,10800.0,0.6617,174.50603454293696
Q42,2025-02-01,2025-02-01 15:50:00,230.81144591620594,0.0,0.0,0.0,10800.0,10800.0,0.6465,230.81144591620594
Q42,2025-02-01,2025-02-01 16:00:00,268.95195008798123,0.0,0.0,0.0,10800.0,10800.0,0.6667,268.95195008798123
Q42,2025-02-01,2025-02-01 16:10:00,305.0987909118786,0.0,-0.0,0.0,10800.0,10800.0,0.6956,305.0987909118786
Q42,2025-02-01,2025-02-01 16:20:00,359.78107855836436,0.0,-0.0,0.0,10800.0,10800.0,0.7032,359.78107855836436
Q42,2025-02-01,2025-02-01 16:30:00,442.5963957593727,0.0,-0.0,0.0,10800.0,10800.0,0.7041,442.5963957593727
Q42,2025-02-01,2025-02-01 16:40:00,455.09431122126625,0.0,-0.0,0.0,10800.0,10800.0,0.7357,455.09431122126625
Q42,2025-02-01,2025-02-01 16:50:00,441.43456098017714,0.0,-0.0,0.0,10800.0,10800.0,0.7466,441.43456098017714
Q42,2025-02-01,2025-02-01 17:00:00,424.35424819929017,0.0,0.0,0.0,10800.0,10800.0,0.7383,424.35424819929017
Q42,2025-02-01,2025-02-01 17:10:00,454.59409852034383,0.0,-0.0,0.0,10800.0,10800.0,0.7642,454.59409852034383
Q42,2025-02-01,2025-02-01 17:20:00,495.2444521162637,0.0,-0.0,0.0,10800.0,10800.0,0.787,495.2444521162637
Q42,2025-02-01,2025-02-01 17:30:00,495.4175847878754,0.0,0.0,0.0,10800.0,10800.0,0.775,495.4175847878754
Q42,2025-02-01,2025-02-01 17:40:00,486.4890705607769,0.0,0.0,0.0,10800.0,10800.0,0.7557,486.4890705607769
Q42,2025-02-01,2025-02-01 17:50:00,464.1306351709354,0.0,-0.0,0.0,10800.0,10800.0,0.8692,464.1306351709354
Q42,2025-02-01,2025-02-01 18:00:00,0.0,0.0,487.97635817700774,0.0,10800.0,10257.804046469992,1.0662,487.97635817700774
Q42,2025-02-01,2025-02-01 18:10:00,0.0,0.0,486.12912899929006,0.0,10257.804046469992,9717.660569804113,1.1465,486.12912899929006
Q42,2025-02-01,2025-02-01 18:20:00,0.0,0.0,496.7857868555812,0.0,9717.660569804113,9165.676362186801,1.1653,496.7857868555812
Q42,2025-02-01,2025-02-01 18:30:00,0.0,0.0,472.3536692014166,0.0,9165.676362186801,8640.838951963005,1.1644,472.3536692014166
Q42,2025-02-01,2025-02-01 18:40:00,0.0,0.0,479.32238652484534,0.0,8640.838951963005,8108.258522490955,1.1265,479.32238652484534
Q42,2025-02-01,2025-02-01 18:50:00,0.0,0.0,498.02978421548636,0.0,8108.258522490955,7554.892095584859,1.1134,498.02978421548636
Q42,2025-02-01,2025-02-01 19:00:00,0.0,0.0,496.9304500357357,0.0,7554.892095584859,7002.747151100708,1.1312,496.9304500357357
Q42,2025-02-01,2025-02-01 19:10:00,0.0,0.0,472.29166514252006,0.0,7002.747151100708,6477.978634275685,1.1292,472.29166514252006
Q42,2025-02-01,2025-02-01 19:20:00,0.0,0.0,470.39882982960245,0.0,6477.978634275685,5955.313267798349,1.133,470.39882982960245
Q42,2025-02-01,2025-02-01 19:30:00,0.0,0.0,465.05184947017625,0.0,5955.313267798349,5438.588990609264,1.1382,465.05184947017625
Q42,2025-02-01,2025-02-01 19:40:00,0.0,0.0,484.993123952791,0.0,5438.588990609264,4899.70774177283,1.1103,484.993123952791
Q42,2025-02-01,2025-02-01 19:50:00,0.0,0.0,483.1468283653048,0.0,4899.70774177283,4362.877932478046,1.0929,483.1468283653048
Q42,2025-02-01,2025-02-01 20:00:00,0.0,0.0,502.3402799204358,0.0,4362.877932478046,3804.722065899784,1.1041,502.3402799204358
Q42,2025-02-01,2025-02-01 20:10:00,0.0,0.0,496.69868681515777,0.0,3804.722065899784,3252.8346361051645,1.1204,496.69868681515777
Q42,2025-02-01,2025-02-01 20:20:00,0.0,0.0,490.78586167144863,0.0,3252.8346361051645,2707.517012025777,1.1344,490.78586167144863
Q42,2025-02-01,2025-02-01 20:30:00,0.0,0.0,497.85928296624564,0.0,2707.517012025777,2154.3400309521708,1.1597,497.85928296624564
Q42,2025-02-01,2025-02-01 20:40:00,0.0,0.0,494.00901218101654,0.0,2154.3400309521708,1605.441128528819,1.1766,494.00901218101654
Q42,2025-02-01,2025-02-01 20:50:00,138.32358334528237,0.0,364.8970156759371,0.0,1605.441128528819,1200.0,0.9864,503.22059902121947
Q42,2025-02-01,2025-02-01 21:00:00,526.8298332698803,0.0,0.0,0.0,1200.0,1200.0,0.724,526.8298332698803
Q42,2025-02-01,2025-02-01 21:10:00,513.6789792395213,0.0,0.0,0.0,1200.0,1200.0,0.7481,513.6789792395213
Q42,2025-02-01,2025-02-01 21:20:00,507.5446650200275,0.0,0.0,0.0,1200.0,1200.0,0.8129,507.5446650200275
Q42,2025-02-01,2025-02-01 21:30:00,523.595768610423,0.0,0.0,0.0,1200.0,1200.0,0.8144,523.595768610423
Q42,2025-02-01,2025-02-01 21:40:00,517.7403094638366,0.0,-0.0,0.0,1200.0,1200.0,0.8497,517.7403094638366
Q42,2025-02-01,2025-02-01 21:50:00,487.51413419936364,0.0,-0.0,0.0,1200.0,1200.0,0.6531,487.51413419936364
Q42,2025-02-01,2025-02-01 22:00:00,437.29565572364766,0.0,0.0,0.0,1200.0,1200.0,0.3205,437.29565572364766
Q42,2025-02-01,2025-02-01 22:10:00,1255.7618188955714,833.3333333333334,0.0,0.0,1200.0,1950.0,0.2542,422.42848556223805
Q42,2025-02-01,2025-02-01 22:20:00,1284.6855527279417,833.3333333333334,0.0,0.0,1950.0,2700.0,0.273,451.3522193946083
Q42,2025-02-01,2025-02-01 22:30:00,1291.9027762043393,833.3333333333334,0.0,0.0,2700.0,3450.0,0.2774,458.5694428710059
Q42,2025-02-01,2025-02-01 22:40:00,396.51393285017707,0.0,34.86021667652731,0.0,3450.0,3411.2664259149697,0.3501,431.3741495267044
Q42,2025-02-01,2025-02-01 22:50:00,0.0,0.0,442.9480928436377,0.0,3411.2664259149697,2919.101878310928,0.378,442.9480928436377
Q42,2025-02-01,2025-02-01 23:00:00,438.85965583598187,0.0,0.0,0.0,2919.101878310928,2919.101878310928,0.3465,438.85965583598187
Q42,2025-02-01,2025-02-01 23:10:00,0.0,0.0,431.7857406258645,0.0,2919.101878310928,2439.3399442821897,0.3534,431.7857406258645
Q42,2025-02-01,2025-02-01 23:20:00,442.4123175615158,0.0,0.0,0.0,2439.3399442821897,2439.3399442821897,0.3497,442.4123175615158
Q42,2025-02-01,2025-02-01 23:30:00,450.38403711265596,0.0,0.0,0.0,2439.3399442821897,2439.3399442821897,0.3245,450.38403711265596
Q42,2025-02-01,2025-02-01 23:40:00,443.88511728906144,0.0,0.0,0.0,2439.3399442821897,2439.3399442821897,0.3293,443.88511728906144
Q42,2025-02-01,2025-02-01 23:50:00,0.0,0.0,496.2880860365739,0.0,2439.3399442821897,1887.9087375748854,0.3592,496.2880860365739
Q42,2025-02-01,2025-02-02 00:00:00,0.0,0.0,619.1178638173968,0.0,1887.9087375748854,1200.0,0.4038,619.1178638173968
Q42,2025-02-02,2025-02-02 00:10:00,646.030145637252,0.0,0.0,0.0,2555.6078762805205,2555.6078762805205,0.4523,646.030145637252
Q42,2025-02-02,2025-02-02 00:20:00,620.6923867323482,0.0,0.0,0.0,2555.6078762805205,2555.6078762805205,0.4559,620.6923867323482
Q42,2025-02-02,2025-02-02 00:30:00,1446.1953866059744,833.3333333333334,0.0,0.0,2555.6078762805205,3305.6078762805205,0.4264,612.8620532726411
Q42,2025-02-02,2025-02-02 00:40:00,1468.0816352891552,833.3333333333334,0.0,0.0,3305.6078762805205,4055.6078762805205,0.4251,634.748301955822
Q42,2025-02-02,2025-02-02 00:50:00,1479.5366593948988,833.3333333333334,0.0,0.0,4055.6078762805205,4805.607876280521,0.4292,646.2033260615653
Q42,2025-02-02,2025-02-02 01:00:00,648.8000555600998,0.0,0.0,0.0,4805.607876280521,4805.607876280521,0.4478,648.8000555600998
Q42,2025-02-02,2025-02-02 01:10:00,647.7940280504824,0.0,0.0,0.0,4805.607876280521,4805.607876280521,0.5032,647.7940280504824
Q42,2025-02-02,2025-02-02 01:20:00,656.7744587841505,0.0,0.0,0.0,4805.607876280521,4805.607876280521,0.4672,656.7744587841505
Q42,2025-02-02,2025-02-02 01:30:00,1514.666039735041,833.3333333333334,0.0,0.0,4805.607876280521,5555.607876280521,0.389,681.3327064017076
Q42,2025-02-02,2025-02-02 01:40:00,652.9204624146698,0.0,0.0,0.0,5555.607876280521,5555.607876280521,0.4462,652.9204624146698
Q42,2025-02-02,2025-02-02 01:50:00,645.037768207659,0.0,0.0,0.0,5555.607876280521,5555.607876280521,0.4778,645.037768207659
Q42,2025-02-02,2025-02-02 02:00:00,1497.4182822239193,833.3333333333334,0.0,0.0,5555.607876280521,6305.607876280521,0.4332,664.0849488905859
Q42,2025-02-02,2025-02-02 02:10:00,1504.595326120243,833.3333333333334,0.0,0.0,6305.607876280521,7055.607876280521,0.4262,671.2619927869096
Q42,2025-02-02,2025-02-02 02:20:00,698.9988595645741,0.0,0.0,0.0,7055.607876280521,7055.607876280521,0.4412,698.9988595645741
Q42,2025-02-02,2025-02-02 02:30:00,688.3005929452216,0.0,0.0,0.0,7055.607876280521,7055.607876280521,0.4418,688.3005929452216
Q42,2025-02-02,2025-02-02 02:40:00,1511.6800425862502,833.3333333333334,0.0,0.0,7055.607876280521,7805.607876280521,0.4245,678.3467092529168
Q42,2025-02-02,2025-02-02 02:50:00,688.4947894400023,0.0,0.0,0.0,7805.607876280521,7805.607876280521,0.4533,688.4947894400023
Q42,2025-02-02,2025-02-02 03:00:00,671.850507009739,0.0,0.0,0.0,7805.607876280521,7805.607876280521,0.4922,671.850507009739
Q42,2025-02-02,2025-02-02 03:10:00,685.902574979855,0.0,0.0,0.0,7805.607876280521,7805.607876280521,0.4433,685.902574979855
Q42,2025-02-02,2025-02-02 03:20:00,1524.9331887373037,833.3333333333334,0.0,0.0,7805.607876280521,8555.607876280521,0.4219,691.5998554039703
Q42,2025-02-02,2025-02-02 03:30:00,719.3689927732707,0.0,0.0,0.0,8555.607876280521,8555.607876280521,0.4714,719.3689927732707
Q42,2025-02-02,2025-02-02 03:40:00,685.1241354559323,0.0,0.0,0.0,8555.607876280521,8555.607876280521,0.5121,685.1241354559323
Q42,2025-02-02,2025-02-02 03:50:00,679.1517170659138,0.0,0.0,0.0,8555.607876280521,8555.607876280521,0.4836,679.1517170659138
Q42,2025-02-02,2025-02-02 04:00:00,1544.3960082673846,833.3333333333334,0.0,0.0,8555.607876280521,9305.607876280521,0.4376,711.0626749340512
Q42,2025-02-02,2025-02-02 04:10:00,714.1463576068576,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4776,714.1463576068576
Q42,2025-02-02,2025-02-02 04:20:00,714.1253572353561,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4964,714.1253572353561
Q42,2025-02-02,2025-02-02 04:30:00,721.515921182565,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4723,721.515921182565
Q42,2025-02-02,2025-02-02 04:40:00,729.6957922921052,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4865,729.6957922921052
Q42,2025-02-02,2025-02-02 04:50:00,731.9245956144581,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4808,731.9245956144581
Q42,2025-02-02,2025-02-02 05:00:00,709.8905772721772,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4531,709.8905772721772
Q42,2025-02-02,2025-02-02 05:10:00,722.0559828711234,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4678,722.0559828711234
Q42,2025-02-02,2025-02-02 05:20:00,750.3178171075266,0.0,0.0,0.0,9305.607876280521,9305.607876280521,0.4823,750.3178171075266
Q42,2025-02-02,2025-02-02 05:30:00,1562.9001996689803,827.10235968831,0.0,0.0,9305.607876280521,10050.0,0.4391,735.7978399806702
Q42,2025-02-02,2025-02-02 05:40:00,1551.4767390077989,833.3333333333334,0.0,0.0,10050.0,10800.0,0.3697,718.1434056744655
Q42,2025-02-02,2025-02-02 05:50:00,795.6828528629441,0.0,-0.0,0.0,10800.0,10800.0,0.5849,795.6828528629441
Q42,2025-02-02,2025-02-02 06:00:00,923.257967567429,0.0,0.0,0.0,10800.0,10800.0,0.9636,923.257967567429
Q42,2025-02-02,2025-02-02 06:10:00,939.1090013673104,0.0,0.0,0.0,10800.0,10800.0,1.0488,939.1090013673104
Q42,2025-02-02,2025-02-02 06:20:00,916.0459713135872,0.0,0.0,0.0,10800.0,10800.0,1.0385,916.0459713135872
Q42,2025-02-02,2025-02-02 06:30:00,710.8267722312623,0.0,219.5401446463631,0.0,10800.0,10556.066505948485,1.0714,930.3669168776255
Q42,2025-02-02,2025-02-02 06:40:00,93.95624160638965,0.0,833.3333333333334,0.0,10556.066505948485,9630.14058002256,1.0749,927.289574939723
Q42,2025-02-02,2025-02-02 06:50:00,898.352354769534,0.0,0.0,0.0,9630.14058002256,9630.14058002256,1.0446,898.352354769534
Q42,2025-02-02,2025-02-02 07:00:00,876.6889280253702,0.0,0.0,0.0,9630.14058002256,9630.14058002256,0.9869,876.6889280253702
Q42,2025-02-02,2025-02-02 07:10:00,833.9475367749014,0.0,0.0,0.0,9630.14058002256,9630.14058002256,0.9164,833.9475367749014
Q42,2025-02-02,2025-02-02 07:20:00,784.4600280933985,0.0,0.0,0.0,9630.14058002256,9630.14058002256,0.9117,784.4600280933985
Q42,2025-02-02,2025-02-02 07:30:00,753.120569902516,0.0,0.0,0.0,9630.14058002256,9630.14058002256,0.9168,753.120569902516
Q42,2025-02-02,2025-02-02 07:40:00,1503.7877883876504,833.3333333333334,0.0,0.0,9630.14058002256,10380.14058002256,0.8379,670.4544550543171
Q42,2025-02-02,2025-02-02 07:50:00,737.2167564643009,0.0,0.0,0.0,10380.14058002256,10380.14058002256,1.0094,737.2167564643009
Q42,2025-02-02,2025-02-02 08:00:00,82.8925877905715,0.0,833.3333333333334,0.0,10380.14058002256,9454.214654096635,1.3473,916.2259211239049
