group,date,total_cost_yuan,emergency_kWh,state_start_kWh,state_end_kWh
F42,2025-03-05,49983.7519690555,3.2866666666666333,1282.7520619434051,1524.060573725034
F42,2025-03-06,49240.17405054211,0.0,1524.060573725034,1542.7164970739918
F42,2025-03-07,13573.191865304785,0.0,1542.7164970739918,1848.8709733285737
F42,2025-03-08,12857.544503555011,0.0,1848.8709733285737,1718.0706850495405
F42,2025-03-09,47361.602472117556,0.0,1718.0706850495405,1547.3455718247303
F42,2025-03-10,47816.66718021199,0.0,1547.3455718247303,1646.746654928476
F42,2025-03-11,50188.06627846799,0.0,1646.746654928476,2037.1807564556632
F42,2025-03-12,45254.5540920501,0.0,2037.1807564556632,1534.021671567008
F42,2025-03-13,52035.501978183114,986.246678724616,1534.021671567008,1465.9026670657222
F42,2025-03-14,13123.273482662325,0.0,1465.9026670657222,2125.927589860633
F42,2025-03-15,12867.927619455271,0.0,2125.927589860633,1601.112569749398
F42,2025-03-16,45861.05229876784,1.6399999999999864,1601.112569749398,1918.5619797449076
F42,2025-03-17,43427.14489481831,0.0,1918.5619797449076,1995.122074306587
F42,2025-03-18,43454.32312872725,0.0,1995.122074306587,1834.6982301734315
F42,2025-03-19,42276.05638810873,0.0,1834.6982301734315,2053.7074150242574
F42,2025-03-20,43554.76280397274,0.0,2053.7074150242574,1635.1641397589701
F42,2025-03-21,12150.779355450313,0.0,1635.1641397589701,1650.5323646659244
F42,2025-03-22,12250.28149418875,0.0,1650.5323646659244,2280.4891086783277
F42,2025-03-23,39360.82824832732,0.0,2280.4891086783277,1609.8652951968083
F42,2025-03-24,39794.91606462462,0.0,1609.8652951968083,1545.180273350367
F42,2025-03-25,40998.05034098152,0.0,1545.180273350367,1553.447327494918
F42,2025-03-26,40414.13296181043,0.0,1553.447327494918,1782.8184225107707
F42,2025-03-27,40291.38454335403,0.0,1782.8184225107707,1721.0742211687584
F42,2025-03-28,11968.731374569032,0.0,1721.0742211687584,2195.213639783106
F42,2025-03-29,11432.918880595966,0.0,2195.213639783106,1895.3533342954593
F42,2025-03-30,37235.39813249228,0.0,1895.3533342954593,1927.3799293879022
F42,2025-03-31,37551.82487065283,0.0,1927.3799293879022,1801.840686594842
F42,2025-04-01,48430.85506514242,1511.4722449311603,1801.840686594842,1623.3825760213815
F42,2025-04-02,48644.134028548826,1708.4132271939252,1623.3825760213815,1789.4550760576212
F42,2025-04-03,41168.59307775555,0.0,1789.4550760576212,1813.9724831236908
F42,2025-04-04,11279.880642410146,0.0,1813.9724831236908,2029.8480181078965
F42,2025-04-05,11370.452406664692,0.0,2029.8480181078965,1710.4043273267114
F42,2025-04-06,39015.628400212714,0.0,1710.4043273267114,1606.8477777401965
F42,2025-04-07,38081.26282541699,0.0,1606.8477777401965,1823.7238139609187
F42,2025-04-08,38051.11189321451,0.0,1823.7238139609187,1403.4544206664868
F42,2025-04-09,38402.02788766181,0.0,1403.4544206664868,1488.5748230003421
F42,2025-04-10,39003.461500582016,0.0,1488.5748230003421,1925.2221045190224
F42,2025-04-11,11243.97808614465,0.0,1925.2221045190224,1773.0400911095596
F42,2025-04-12,10762.985700922038,0.0,1773.0400911095596,2017.9374954591926
F42,2025-04-13,38097.695688482214,0.0,2017.9374954591926,1779.9432978485224
F42,2025-04-14,37153.61565029083,0.0,1779.9432978485224,1660.3680706575883
F42,2025-04-15,36678.37787987826,0.0,1660.3680706575883,1837.2102394966892
F42,2025-04-16,37487.959898218156,0.0,1837.2102394966892,1734.8518519102402
F42,2025-04-17,36836.46514760881,0.0,1734.8518519102402,1977.7441285999878
F42,2025-04-18,10803.731478870908,0.0,1977.7441285999878,2256.4836746189176
F42,2025-04-19,10676.98120800536,0.0,2256.4836746189176,2111.263565352802
F42,2025-04-20,36240.363427774246,0.0,2111.263565352802,2047.5414907801369
F42,2025-04-21,36215.922314138945,0.0,2047.5414907801369,1552.6860546211008
F42,2025-04-22,34931.60105699563,0.0,1552.6860546211008,1816.4462042037437
F42,2025-04-23,36792.276627915846,0.0,1816.4462042037437,2027.6754473892831
F42,2025-04-24,36037.80124372244,0.0,2027.6754473892831,1935.7344280231212
F42,2025-04-25,9939.176985385173,0.0,1935.7344280231212,1685.5922458710686
F42,2025-04-26,10233.265618684545,0.0,1685.5922458710686,1656.9974621441725
F42,2025-04-27,36729.6713609351,650.8179860384297,1656.9974621441725,1505.3303586063723
F42,2025-04-28,50668.310471449484,2461.394078695659,1505.3303586063723,1550.852490797188
F42,2025-04-29,35199.97078709834,0.0,1550.852490797188,1767.121418369708
F42,2025-04-30,34310.449622817985,0.0,1767.121418369708,1753.9513780052746
F42,2025-05-01,47025.87154216391,2252.7757485486472,1753.9513780052746,1206.5189035007875
F42,2025-05-02,21687.022232203333,2228.2680228638847,1206.5189035007875,1200.0
F42,2025-05-03,16466.969111789498,1167.6488406475892,1200.0,1207.9322009403597
F42,2025-05-04,45359.22935654455,1112.9027956037291,1207.9322009403597,1205.1323159759836
F42,2025-05-05,41443.11104692932,440.65769371293266,1205.1323159759836,1304.3837829752706
F42,2025-05-06,40529.26568690334,140.55726689682422,1304.3837829752706,1337.3568456213181
F42,2025-05-07,41632.30284277999,278.73358871959863,1337.3568456213181,1452.4331827580534
F42,2025-05-08,41264.46530061235,35.99924999999996,1452.4331827580534,2163.19183809941
F42,2025-05-09,11972.03038255108,0.0,2163.19183809941,1784.3107966399994
F42,2025-05-10,12171.389774683428,0.0,1784.3107966399994,1478.5301346726012
F42,2025-05-11,41097.05696375526,233.04959208269008,1478.5301346726012,1428.9920367528648
F42,2025-05-12,40193.93671024754,0.0,1428.9920367528648,1919.5743901139697
F42,2025-05-13,39397.74365389008,0.0,1919.5743901139697,1908.4780082454195
F42,2025-05-14,39439.22882445717,0.0,1908.4780082454195,2098.5852006230393
F42,2025-05-15,39497.41915847427,0.0,2098.5852006230393,2528.7352777667893
F42,2025-05-16,12031.808986342043,0.0,2528.7352777667893,2036.0708424239006
F42,2025-05-17,12028.789579361948,0.0,2036.0708424239006,1994.448090611905
F42,2025-05-18,38495.11256053894,0.0,1994.448090611905,2220.9124050911237
F42,2025-05-19,38028.07732337515,67.00333333333333,2220.9124050911237,2046.317598676497
F42,2025-05-20,37555.906592911364,0.0,2046.317598676497,1983.1904999977198
F42,2025-05-21,38627.89406955286,0.0,1983.1904999977198,2162.238367050536
F42,2025-05-22,38062.708485686526,0.0,2162.238367050536,2911.86222768088
F42,2025-05-23,12055.913404878262,0.0,2911.86222768088,3046.3224158870858
F42,2025-05-24,12389.980219621842,0.0,3046.3224158870858,2976.8604643212107
F42,2025-05-25,37669.015501494905,0.0,2976.8604643212107,2431.7963981725316
F42,2025-05-26,37259.7146836292,0.0,2431.7963981725316,2792.567335065405
F42,2025-05-27,37835.43078374144,0.0,2792.567335065405,2463.155009541603
F42,2025-05-28,37499.60162132128,0.0,2463.155009541603,2758.3290902813187
F42,2025-05-29,38199.8139666405,8.412283538647557,2758.3290902813187,2912.3894879562004
F42,2025-05-30,12341.449122540958,0.0,2912.3894879562004,3140.391562115301
F42,2025-05-31,11966.553084215568,0.0,3140.391562115301,3279.086560594169
F42,2025-06-01,109291.06793665151,10640.299558494882,3279.086560594169,1200.0
F42,2025-06-02,68253.66146302132,3173.593110178834,1200.0,1200.0
F42,2025-06-03,52131.1045527219,713.2558857515207,1200.0,1200.0
F42,2025-06-04,52911.572419021075,63.10520187025486,1200.0,1895.8603767341915
F42,2025-06-05,55076.801259290936,82.21092747886155,1895.8603767341915,1978.9852932416086
F42,2025-06-06,22378.855341404884,512.6443815907971,1978.9852932416086,1838.9422986451668
F42,2025-06-07,19816.599063196256,0.0,1838.9422986451668,2829.274574864862
F42,2025-06-08,62351.272868474734,0.0,2829.274574864862,3826.4286418554434
F42,2025-06-09,56698.811246821286,265.8797441457184,3826.4286418554434,1683.9487328043824
F42,2025-06-10,58457.89992266417,32.790182051903116,1683.9487328043824,1596.2743818012032
F42,2025-06-11,58579.48831263117,9.645101164712969,1596.2743818012032,1876.7348219809387
F42,2025-06-12,62276.98273147534,3.2145203497771035,1876.7348219809387,2234.7437882248573
F42,2025-06-13,19261.69480796145,0.0,2234.7437882248573,2377.6265638210716
F42,2025-06-14,20428.590336814425,0.0,2377.6265638210716,2086.7194794981037
F42,2025-06-15,58569.03907141799,0.0,2086.7194794981037,2436.6803518618985
F42,2025-06-16,59574.497987302726,24.50639167541783,2436.6803518618985,2422.1035628156014
F42,2025-06-17,60581.63256969697,41.95951254840634,2422.1035628156014,2011.8609967278685
F42,2025-06-18,61515.27270239069,12.194998064151036,2011.8609967278685,2551.830211700493
F42,2025-06-19,58844.69262076773,76.4726398412788,2551.830211700493,2342.1562035893626
F42,2025-06-20,18515.273658728725,0.0,2342.1562035893626,2637.3773176403124
F42,2025-06-21,17821.8690769632,0.0,2637.3773176403124,2965.0990246607307
F42,2025-06-22,55998.62189040302,0.0,2965.0990246607307,2749.993318417255
F42,2025-06-23,55952.58228900041,0.0,2749.993318417255,2503.572461221472
F42,2025-06-24,65103.31412820893,1512.9586012666755,2503.572461221472,2682.830672794633
F42,2025-06-25,57746.87352063503,0.0,2682.830672794633,2643.514557278062
F42,2025-06-26,55574.92058489589,8.754470589140055,2643.514557278062,2400.8320891514672
F42,2025-06-27,17434.202155447874,0.0,2400.8320891514672,3017.4170683794673
F42,2025-06-28,17643.01152730928,0.0,3017.4170683794673,3057.0746892322677
F42,2025-06-29,57489.26932202204,0.0,3057.0746892322677,3532.1557224892504
F42,2025-06-30,56860.824894656536,0.0,3532.1557224892504,3065.449709052926
F42,2025-07-01,73737.59331959707,2117.7192122579127,3065.449709052926,1200.0
F42,2025-07-02,67365.51088215609,178.4659424618153,1200.0,1791.2665403498609
F42,2025-07-03,65658.58224332081,47.53698261366867,1791.2665403498609,1508.0212143429644
F42,2025-07-04,25257.61881166837,0.0,1508.0212143429644,1562.1775320048637
F42,2025-07-05,25244.241910697387,0.0,1562.1775320048637,1984.212671281843
F42,2025-07-06,103336.64434275305,5800.398955038065,1984.212671281843,1200.0
F42,2025-07-07,66377.58594033416,67.55396256558424,1200.0,2100.5400015347604
F42,2025-07-08,67943.08672998198,3.8560015540365384,2100.5400015347604,3923.100603490628
F42,2025-07-09,61494.33352541229,87.64634129125739,3923.100603490628,1745.5953300576825
F42,2025-07-10,62658.988692432955,110.91814368001178,1745.5953300576825,1521.075042915433
F42,2025-07-11,25266.896350432115,0.0,1521.075042915433,2054.5501265591192
F42,2025-07-12,24651.739157916643,0.0,2054.5501265591192,1668.7085452960173
F42,2025-07-13,60400.29945395945,142.8875479969472,1668.7085452960173,1524.1871672210864
F42,2025-07-14,60609.09492371948,164.37736347524105,1524.1871672210864,1713.51623800123
F42,2025-07-15,60733.00983889188,0.0,1713.51623800123,2559.162522243628
F42,2025-07-16,61435.16268903398,48.422249446559704,2559.162522243628,2107.9446567544583
F42,2025-07-17,61011.773044901776,16.210144425121257,2107.9446567544583,1939.9794825080057
F42,2025-07-18,27960.238028640513,0.0,1939.9794825080057,3643.805765877925
F42,2025-07-19,24375.528370536318,0.0,3643.805765877925,2217.301559718354
F42,2025-07-20,59168.29930322887,6.812319511227315,2217.301559718354,2083.225820119938
F42,2025-07-21,62394.625888861425,0.0,2083.225820119938,2667.036597168447
F42,2025-07-22,63829.33111007358,11.85119963050056,2667.036597168447,2657.3052886363207
F42,2025-07-23,63449.85620486877,0.0,2657.3052886363207,3045.4470683388136
F42,2025-07-24,62978.9248118728,0.0,3045.4470683388136,2956.7818683479836
F42,2025-07-25,24737.76860345922,0.0,2956.7818683479836,2764.9297928565206
F42,2025-07-26,25020.797654552647,0.0,2764.9297928565206,2552.707216335933
F42,2025-07-27,62741.17587741282,249.38685155555544,2552.707216335933,2586.954079873252
F42,2025-07-28,62182.19901988113,64.45756835575438,2586.954079873252,1712.8959956901263
F42,2025-07-29,66387.83225796383,0.0,1712.8959956901263,3228.646595266057
F42,2025-07-30,64833.90116159174,0.0,3228.646595266057,3296.0079803397407
F42,2025-07-31,63629.03157906876,0.0,3296.0079803397407,3076.311231951498
F42,2025-08-01,25378.02360671809,0.0,3076.311231951498,3023.7060207673608
F42,2025-08-02,24267.325009333425,0.0,3023.7060207673608,3009.0542498971486
F42,2025-08-03,57971.07155015723,88.32649717448567,3009.0542498971486,1851.339502675357
F42,2025-08-04,56658.16933546554,0.795851084740093,1851.339502675357,2411.3334119105716
F42,2025-08-05,53836.90158228124,0.0,2411.3334119105716,2428.400094953329
F42,2025-08-06,61770.44415108941,866.6643956511612,2428.400094953329,1677.7884058996792
F42,2025-08-07,55473.61645109942,11.437934344903624,1677.7884058996792,2219.9600985599186
F42,2025-08-08,23042.347087371956,0.0,2219.9600985599186,2544.9083219541158
F42,2025-08-09,22394.634475207513,0.0,2544.9083219541158,2032.0154680549256
F42,2025-08-10,53558.29828945135,5.8624690860582405,2032.0154680549256,2227.032038011363
F42,2025-08-11,54054.65057185892,42.56771991479786,2227.032038011363,1884.0299782121747
F42,2025-08-12,56269.272667184036,209.85250484186983,1884.0299782121747,1763.1256002595267
F42,2025-08-13,54275.12332445816,87.01022059917125,1763.1256002595267,2074.1415967928997
F42,2025-08-14,54522.96883094214,85.89197652116081,2074.1415967928997,1764.2617923659598
F42,2025-08-15,22570.40613345536,0.0,1764.2617923659598,2028.4748943444838
F42,2025-08-16,22784.89791591724,0.0,2028.4748943444838,1882.7317984687568
F42,2025-08-17,54020.67918467375,135.00774786993873,1882.7317984687568,1804.130009956635
F42,2025-08-18,54550.87794825427,153.0193919699409,1804.130009956635,2035.001526134231
F42,2025-08-19,54957.35493486568,97.64092808783448,2035.001526134231,1996.521622875118
F42,2025-08-20,71840.39401435065,2321.0849484915884,1996.521622875118,1546.8023145677766
F42,2025-08-21,53999.03224154852,25.663950523653966,1546.8023145677766,1805.6356133165623
F42,2025-08-22,23551.27736702081,0.0,1805.6356133165623,1658.6390864273526
F42,2025-08-23,22644.017305694786,0.0,1658.6390864273526,1807.8860896172416
F42,2025-08-24,55451.265642947845,0.0,1807.8860896172416,1836.370454030369
F42,2025-08-25,55933.930880987486,61.60383051634176,1836.370454030369,1637.7385857258798
F42,2025-08-26,55693.75295710735,8.861320140572616,1637.7385857258798,2366.0069346977934
F42,2025-08-27,55631.21574799885,14.214752890446107,2366.0069346977934,1679.534650122012
F42,2025-08-28,56255.99527432971,91.47142906548072,1679.534650122012,1676.2299567743419
F42,2025-08-29,23596.4102935231,0.0,1676.2299567743419,2123.218082729186
F42,2025-08-30,23311.091161585544,0.0,2123.218082729186,1539.1008141838124
F42,2025-08-31,56382.87901500237,31.375909131536673,1539.1008141838124,2119.808408893471
F42,2025-09-01,50406.02180819136,0.0,2119.808408893471,5496.720592335217
F42,2025-09-02,47290.78760148169,0.0,5496.720592335217,5157.547287374935
F42,2025-09-03,49762.82713992345,0.0,5157.547287374935,4846.317323441926
F42,2025-09-04,40906.29145409673,5.845527181324655,4846.317323441926,2922.5968099495567
F42,2025-09-05,16670.345564353127,0.0,2922.5968099495567,3480.1814571531304
F42,2025-09-06,14221.505753767586,0.0,3480.1814571531304,2394.7409220410646
F42,2025-09-07,40038.81063426216,0.0,2394.7409220410646,2172.0451261464386
F42,2025-09-08,77260.14602286478,7186.245775825404,2172.0451261464386,1200.0
F42,2025-09-09,45038.52496064377,146.95707761295034,1200.0,2856.3358153770073
F42,2025-09-10,46015.94707099817,296.37601666666563,2856.3358153770073,2865.3142998434773
F42,2025-09-11,43365.5015773793,0.0,2865.3142998434773,2680.8005512431987
F42,2025-09-12,16036.090412739555,0.0,2680.8005512431987,2924.4160629333096
F42,2025-09-13,14778.432153770722,0.0,2924.4160629333096,2361.7393227565117
F42,2025-09-14,44247.067619221874,0.0,2361.7393227565117,1962.0522001527124
F42,2025-09-15,43039.202916329086,1.1717666666665991,1962.0522001527124,1749.383057029447
F42,2025-09-16,45294.12712028325,8.238266666666618,1749.383057029447,1726.6855944111232
F42,2025-09-17,43573.75535826716,7.62916666666672,1726.6855944111232,1696.8308071426413
F42,2025-09-18,42443.458414517285,8.689858699326873,1696.8308071426413,1378.0129007109058
F42,2025-09-19,16057.078942076168,0.0,1378.0129007109058,2504.1907131955386
F42,2025-09-20,14506.241813318175,0.0,2504.1907131955386,1968.8090465336873
F42,2025-09-21,45732.07712977606,0.0,1968.8090465336873,1737.073592871693
F42,2025-09-22,45211.37727049342,19.555899999999838,1737.073592871693,1420.5046372078239
F42,2025-09-23,47472.29708637976,409.68141647909374,1420.5046372078239,1566.4840519021852
F42,2025-09-24,45504.75274578511,0.0,1566.4840519021852,2124.0981222829514
F42,2025-09-25,45513.901187428804,15.371666666666556,2124.0981222829514,1499.9266432615634
F42,2025-09-26,15392.018821693639,0.0,1499.9266432615634,2097.0233653029386
F42,2025-09-27,15431.386707311247,0.0,2097.0233653029386,1470.4788431962
F42,2025-09-28,46585.32893633955,5.868333333333226,1470.4788431962,1628.8526053376079
F42,2025-09-29,47648.15988581281,244.1220704747143,1628.8526053376079,1460.6906230029078
F42,2025-09-30,48151.84665697909,241.7563642976654,1460.6906230029078,1382.8259229328964
F42,2025-10-01,44816.505970891594,0.0,1382.8259229328964,3346.2691804256465
F42,2025-10-02,42036.41685640907,0.0,3346.2691804256465,3096.2505942948123
F42,2025-10-03,13069.252098032186,0.0,3096.2505942948123,3407.132805872082
F42,2025-10-04,13120.230736502324,0.0,3407.132805872082,2742.3949839564707
F42,2025-10-05,39590.55021966518,0.0,2742.3949839564707,2419.6018894965696
F42,2025-10-06,42094.822670906666,0.0,2419.6018894965696,2197.172816461422
F42,2025-10-07,41049.49939059919,0.0,2197.172816461422,2462.6843924326786
F42,2025-10-08,40729.77656661229,291.03437878622253,2462.6843924326786,1354.9513434044472
F42,2025-10-09,40579.616213415735,0.0,1354.9513434044472,1605.2769076383702
F42,2025-10-10,12799.513214768447,0.0,1605.2769076383702,1644.6218371521568
F42,2025-10-11,13196.010685045008,0.0,1644.6218371521568,1811.5164825235966
F42,2025-10-12,39887.13918788426,20.929933333333224,1811.5164825235966,1663.4208539177005
F42,2025-10-13,42268.16226233801,0.0,1663.4208539177005,1865.9923074633584
F42,2025-10-14,42284.822584310496,0.0,1865.9923074633584,1624.4815722511107
F42,2025-10-15,43397.07377105056,248.73778964634099,1624.4815722511107,1537.4879069524586
F42,2025-10-16,50085.66952386114,999.7201469648747,1537.4879069524586,1642.1469684064218
F42,2025-10-17,13865.38043196713,0.0,1642.1469684064218,1768.9391996177633
F42,2025-10-18,13814.942848568699,0.0,1768.9391996177633,2154.197201431138
F42,2025-10-19,46852.04913886811,277.085224585657,2154.197201431138,1531.518465085012
F42,2025-10-20,47210.37523390245,83.48286012000993,1531.518465085012,1562.5879972992257
F42,2025-10-21,47508.20613223649,0.0,1562.5879972992257,1845.6533583660294
F42,2025-10-22,48117.51767750922,71.00391661739775,1845.6533583660294,1387.8326539094658
F42,2025-10-23,46999.91828156711,0.0,1387.8326539094658,1586.4542371446769
F42,2025-10-24,14404.135646402288,105.63746487083898,1586.4542371446769,1488.4447503581264
F42,2025-10-25,14592.242904650719,0.0,1488.4447503581264,1560.8283266076216
F42,2025-10-26,48360.373883606175,0.0,1560.8283266076216,1822.1024400594624
F42,2025-10-27,47828.05041043707,14.982249360756668,1822.1024400594624,1441.8549412783443
F42,2025-10-28,48578.11892073357,0.0,1441.8549412783443,1785.9424046071947
F42,2025-10-29,52413.08780485845,668.4083655376676,1785.9424046071947,1352.9788909256831
F42,2025-10-30,49789.928372135684,0.8961669280020033,1352.9788909256831,1374.6406501520933
F42,2025-10-31,14546.977620760135,0.0,1374.6406501520933,1641.3312148708471
F42,2025-11-01,14281.006974899292,0.0,1641.3312148708471,2005.9518551408855
F42,2025-11-02,51713.8779986413,168.11076879464997,2005.9518551408855,1519.2708931404002
F42,2025-11-03,52127.84781211801,0.0,1519.2708931404002,1857.4036006815177
F42,2025-11-04,52254.541732726306,49.131498195155814,1857.4036006815177,1462.6839146696852
F42,2025-11-05,52837.69470225484,0.0,1462.6839146696852,1791.7042150613997
F42,2025-11-06,53188.898708646295,0.0,1791.7042150613997,1505.3080840203813
F42,2025-11-07,14992.414588272457,0.0,1505.3080840203813,1804.9890379404103
F42,2025-11-08,15019.14727429662,0.0,1804.9890379404103,1995.586534567844
F42,2025-11-09,53296.614461487814,0.0,1995.586534567844,1718.418358720816
F42,2025-11-10,54941.01768524461,0.0,1718.418358720816,1573.9539772124845
F42,2025-11-11,55265.11731179608,0.0,1573.9539772124845,1783.8558962404957
F42,2025-11-12,55527.51058857599,0.0,1783.8558962404957,1803.2011330779696
F42,2025-11-13,55607.70610644496,0.0,1803.2011330779696,1635.6116747910091
F42,2025-11-14,15526.304656050233,0.0,1635.6116747910091,2203.0426656616273
F42,2025-11-15,15639.252028482875,0.0,2203.0426656616273,1893.2109985137545
F42,2025-11-16,56514.49548979573,0.0,1893.2109985137545,1664.2826845229738
F42,2025-11-17,57335.74890368845,0.0,1664.2826845229738,1944.2831093301181
F42,2025-11-18,56116.68395289077,0.0,1944.2831093301181,1445.4494197038425
F42,2025-11-19,58710.75566698116,1.384999999999991,1445.4494197038425,1671.4811891908973
F42,2025-11-20,57806.49659502428,0.0,1671.4811891908973,1799.6290918939706
F42,2025-11-21,16261.858375907526,0.0,1799.6290918939706,2136.7080073838088
F42,2025-11-22,16216.452766555718,0.0,2136.7080073838088,1990.699269161987
F42,2025-11-23,58754.719875442475,0.0,1990.699269161987,1796.7393661550752
F42,2025-11-24,58230.050424214554,18.839666666666517,1796.7393661550752,1504.2477909394704
F42,2025-11-25,58307.71399806453,0.0,1504.2477909394704,1787.0412694564943
F42,2025-11-26,60298.12893362248,31.009150818343983,1787.0412694564943,2077.932091375495
F42,2025-11-27,59977.67326638781,0.0,2077.932091375495,1988.632484567685
F42,2025-11-28,16225.798130229854,0.0,1988.632484567685,2149.501554508968
F42,2025-11-29,16460.614003222523,0.0,2149.501554508968,1950.4577098251834
F42,2025-11-30,61807.060322509875,6.0628333333332876,1950.4577098251834,1695.14659656624
F42,2025-12-01,91401.02218258195,4193.752246367829,1695.14659656624,1538.1048022966559
F42,2025-12-02,97517.61448925549,4641.1409073286995,1538.1048022966559,1302.9552414062484
F42,2025-12-03,78328.08951946402,1528.3138890043638,1302.9552414062484,1492.035704684375
F42,2025-12-04,73643.69313026698,32.669387265743126,1492.035704684375,2677.834371234291
F42,2025-12-05,23011.4831735995,0.0,2677.834371234291,2853.6644065386295
F42,2025-12-06,23738.363083345874,0.0,2853.6644065386295,2373.0314908201217
F42,2025-12-07,73948.05696102715,3.9952617874728276,2373.0314908201217,1974.9832721518949
F42,2025-12-08,78747.59970791434,0.0,1974.9832721518949,2382.8547534713116
F42,2025-12-09,72428.07636488846,35.2997073373391,2382.8547534713116,1647.1133074422394
F42,2025-12-10,72640.53606541449,0.0,1647.1133074422394,1695.787181987335
F42,2025-12-11,72546.03222775961,0.0,1695.787181987335,1866.718094995944
F42,2025-12-12,23307.872974682577,0.0,1866.718094995944,1995.8984609828506
F42,2025-12-13,23900.7871826814,0.0,1995.8984609828506,2015.5952798331155
F42,2025-12-14,73866.89340527388,0.0,2015.5952798331155,1687.3573122440328
F42,2025-12-15,75363.74055800601,0.0,1687.3573122440328,1859.9639225845626
F42,2025-12-16,75033.40618284389,0.0,1859.9639225845626,1792.3720479843755
F42,2025-12-17,75169.07424571809,0.0,1792.3720479843755,1813.8478582995021
F42,2025-12-18,74910.10992183322,0.0,1813.8478582995021,1944.5607795620601
F42,2025-12-19,23970.55836198109,0.0,1944.5607795620601,1693.81430307671
F42,2025-12-20,24156.96697909858,0.0,1693.81430307671,1917.103455643378
F42,2025-12-21,74212.71628793191,0.0,1917.103455643378,1798.2116229383357
F42,2025-12-22,76153.44211018055,0.0,1798.2116229383357,1742.7017496155372
F42,2025-12-23,75888.49004721137,0.0,1742.7017496155372,2062.462492969055
F42,2025-12-24,74966.61372772616,0.0,2062.462492969055,1841.01840572724
F42,2025-12-25,75481.99482492512,0.0,1841.01840572724,1832.0834009706548
F42,2025-12-26,24381.662444474656,0.0,1832.0834009706548,2325.927113433477
F42,2025-12-27,23602.511403202596,0.0,2325.927113433477,2104.0345257651566
F42,2025-12-28,74577.94819038159,0.0,2104.0345257651566,2163.094747024555
F42,2025-12-29,75351.58211320968,0.0,2163.094747024555,1764.0652224645492
F42,2025-12-30,73845.25135658304,0.0,1764.0652224645492,2058.80072407334
F42,2025-12-31,73384.23469965789,0.0,2058.80072407334,1682.897933104455
F43,2025-02-01,18414.245486474927,0.0,6097.354409999999,2749.609082942003
F43,2025-02-02,63778.875342161424,0.0,2749.609082942003,2631.56005295408
F43,2025-02-03,65284.99184381531,0.0,2631.56005295408,2334.751404912955
F43,2025-02-04,65848.54626232307,0.0,2334.751404912955,1707.5013556908984
F43,2025-02-05,63682.64769177333,0.0,1707.5013556908984,1832.1387296975383
F43,2025-02-06,65241.88823237775,27.204021673302464,1832.1387296975383,1706.818603745887
F43,2025-02-07,18465.906388904572,0.0,1706.818603745887,1816.949359465325
F43,2025-02-08,16023.751110174122,0.0,1816.949359465325,1939.633019117622
