strategy_id,terminal_mode,date,day_index,elapsed_seconds,mip_gap,mip_node_count,mip_dual_bound_yuan,objective_bound_gap_yuan,terminal_target,terminal_lower_kWh,terminal_upper_kWh,fallback,residual_days,reason,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_boundary_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_bound_violation,check_binary_gate_violation_kWh
T_free,free,2025-02-21,51,0.0613321999553591,0.0,1,18409.569751120816,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.379164112033322e-13,0.0,2.2737367544323206e-13,2.5263741715914674e-13,-0.0,2.9531932455029164e-14,2.9531932455029164e-14,2.4609943712524302e-11
T_free,free,2025-02-22,52,0.0622076999861747,0.0,1,18037.102106122245,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,2.7284841053187847e-12,2.8175646939586665e-12,-0.0,7.998219209628768e-15,7.998219209628768e-15,3.847617980731973e-12
T_free,free,2025-02-23,53,0.025645700050517917,0.0,1,47288.701022152665,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,3.410605131648481e-13,-0.0,1.7763568394002505e-15,4.440892098500626e-16,3.700743415417188e-13
T_free,free,2025-02-24,54,0.018726799869909883,0.0,1,48546.97111478242,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.633094239485217e-13,0.0,0.0,0.0,-0.0,1.887379141862766e-15,0.0,0.0
T_free,free,2025-02-25,55,0.019911000039428473,0.0,1,47583.18470665526,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.597567102697212e-13,0.0,0.0,0.0,-0.0,1.7763568394002505e-15,1.3322676295501878e-15,1.1102230246251565e-12
T_free,free,2025-02-26,56,0.021407100139185786,0.0,1,45889.33056869291,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,3.410605131648481e-13,-0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
T_free,free,2025-02-27,57,0.02472749981097877,0.0,1,46633.8849827417,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,3.410605131648481e-13,-0.0,1.9984014443252818e-15,1.9984014443252818e-15,1.6653345369377346e-12
T_free,free,2025-02-28,58,0.023425100138410926,0.0,1,17765.888935453204,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,1.2806315138270627e-12,-0.0,2.7755575615628914e-15,2.4952219496870924e-15,2.0793516247392436e-12
T_free,free,2025-03-01,59,0.06977710011415184,0.0,1,17553.693420383515,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.2505552149377763e-12,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-03-02,60,0.021843899972736835,0.0,1,45363.77219953745,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,3.696053923403348e-14,3.696053923403348e-14,3.080044936169456e-11
T_free,free,2025-03-03,61,0.016220099991187453,0.0,1,48741.91068979032,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,3.410605131648481e-13,-0.0,0.0,0.0,3.410605131648481e-13
T_free,free,2025-03-04,62,0.01622659992426634,0.0,1,48780.67243380083,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
T_free,free,2025-03-05,63,0.02735749981366098,0.0,1,48175.06970674674,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,4.107825191113079e-15,0.0,0.0
T_free,free,2025-03-06,64,0.03244619979523122,0.0,1,46279.995550907995,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.379164112033322e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-03-07,65,0.025162399979308248,0.0,1,17206.18142291541,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,1.8189894035458565e-12,2.2226585154462656e-12,-0.0,2.667190218535519e-15,2.667190218535519e-15,0.0
T_free,free,2025-03-08,66,0.0457649000454694,0.0,1,16447.23425999687,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.379164112033322e-13,0.0,2.2737367544323206e-13,1.5924761509467093e-12,-0.0,1.0658141036401503e-14,0.0,0.0
T_free,free,2025-03-09,67,0.03411100013181567,0.0,1,45853.99931944095,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,3.410605131648481e-13,-0.0,4.440892098500626e-16,4.440892098500626e-16,3.700743415417188e-13
T_free,free,2025-03-10,68,0.021082099992781878,0.0,1,44731.26916594211,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,3.410605131648481e-13,-0.0,3.3306690738754696e-15,4.440892098500626e-16,3.700743415417188e-13
T_free,free,2025-03-11,69,0.02191640017554164,0.0,1,47484.24987240299,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.815970093361102e-13,0.0,0.0,0.0,-0.0,2.220446049250313e-16,2.220446049250313e-16,1.850371707708594e-13
T_free,free,2025-03-12,70,0.019227399956434965,0.0,1,43842.81199985159,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,8.881784197001252e-15,8.881784197001252e-15,7.401486830834376e-12
T_free,free,2025-03-13,71,0.028212500037625432,0.0,1,43647.26901047258,7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-03-14,72,0.02908669994212687,0.0,1,16871.88819549385,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,3.924624710383896e-12,3.1086244689504383e-15,3.1086244689504383e-15,3.001184137799832e-12
T_free,free,2025-03-15,73,0.03907570010051131,0.0,1,16041.321893830605,0.0,,1200.0,10800.0,False,28,,5.684341886080802e-14,7.958078640513122e-13,0.0,0.0,0.0,-0.0,7.771561172376096e-15,2.220446049250313e-16,1.850371707708594e-13
T_free,free,2025-03-16,74,0.02511350018903613,0.0,1,44712.69960072176,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,5.81756864903582e-14,0.0,0.0
T_free,free,2025-03-17,75,0.018450399860739708,0.0,1,42836.73923452792,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,3.774758283725532e-15,0.0,0.0
T_free,free,2025-03-18,76,0.019689399981871247,0.0,1,41215.81620283184,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,-0.0,2.6645352591003757e-15,2.4424906541753444e-15,2.0354088784794535e-12
T_free,free,2025-03-19,77,0.02391889994032681,0.0,1,41680.480797394055,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.384404281969182e-13,0.0,0.0,0.0,-0.0,5.995204332975845e-15,5.995204332975845e-15,4.996003610813204e-12
T_free,free,2025-03-20,78,0.019849699921905994,0.0,1,42210.16306588559,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,-0.0,3.552713678800501e-15,2.4424906541753444e-15,2.0354088784794535e-12
T_free,free,2025-03-21,79,0.0454500000923872,0.0,1,15699.376837382044,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.0459189070388674e-12,0.0,0.0,2.2737367544323206e-13,3.0695446184836275e-13,5.440092820663267e-15,3.458783548868395e-16,1.850371707708594e-13
T_free,free,2025-03-22,80,0.053034800104796886,0.0,1,15777.621848262179,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.8758328224066645e-12,0.0,0.0,0.0,-0.0,1.1102230246251565e-15,0.0,0.0
T_free,free,2025-03-23,81,0.020260600140318274,0.0,1,39052.50103365531,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.65085780787922e-13,0.0,0.0,0.0,-0.0,5.773159728050814e-15,5.773159728050814e-15,4.8109664400423445e-12
T_free,free,2025-03-24,82,0.03361469996161759,0.0,1,39321.232058693655,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,7.327471962526033e-15,7.327471962526033e-15,6.10622663543836e-12
T_free,free,2025-03-25,83,0.021650400012731552,0.0,1,40448.363766929644,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-03-26,84,0.033908799989148974,0.0,1,40258.305124038474,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,-0.0,9.547918011776346e-15,2.886579864025407e-15,2.4054832200211722e-12
T_free,free,2025-03-27,85,0.019479000009596348,0.0,1,39881.64659990843,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.247535904753022e-13,0.0,0.0,0.0,-0.0,2.55351295663786e-15,0.0,0.0
T_free,free,2025-03-28,86,0.054408600088208914,1.2000496260474978e-16,1,15157.618185648773,1.8189894035458565e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.1937117960769683e-12,0.0,0.0,3.410605131648481e-13,-0.0,8.881784197001252e-16,8.881784197001252e-16,7.401486830834376e-13
T_free,free,2025-03-29,87,0.026733999839052558,0.0,1,14583.641068621746,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,2.6645352591003757e-15,2.6645352591003757e-15,2.220446049250313e-12
T_free,free,2025-03-30,88,0.033174300100654364,0.0,1,37359.81437157957,7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-03-31,89,0.022147600073367357,0.0,1,37481.314620490004,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,-0.0,6.661338147750939e-16,0.0,0.0
T_free,free,2025-04-01,90,0.025493400171399117,0.0,1,37550.70542739883,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,3.9968028886505635e-15,3.9968028886505635e-15,3.3306690738754692e-12
T_free,free,2025-04-02,91,0.03037890000268817,0.0,1,39512.27332743382,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,6.439293542825908e-15,6.439293542825908e-15,5.366077952354923e-12
T_free,free,2025-04-03,92,0.02081650006584823,0.0,1,40870.423130490046,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,-0.0,2.886579864025407e-15,2.886579864025407e-15,2.4054832200211722e-12
T_free,free,2025-04-04,93,0.023487299913540483,0.0,1,14766.498384521172,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,2.7755575615628914e-15,0.0,0.0
T_free,free,2025-04-05,94,0.019826300209388137,0.0,1,14412.965859772885,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,6.661338147750939e-16,0.0,0.0
T_free,free,2025-04-06,95,0.025461200159043074,0.0,1,38889.45626168365,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.952838470577262e-13,0.0,0.0,0.0,-0.0,5.551115123125783e-15,5.551115123125783e-15,4.625929269271485e-12
T_free,free,2025-04-07,96,0.02216759999282658,0.0,1,37915.56554737054,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.952838470577262e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-04-08,97,0.021217300090938807,0.0,1,38027.06419393465,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.100187187665142e-13,0.0,0.0,0.0,-0.0,8.43769498715119e-15,8.43769498715119e-15,7.0314124892926576e-12
T_free,free,2025-04-09,98,0.03992670006118715,0.0,1,37967.24136134172,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,5.10702591327572e-15,0.0,0.0
T_free,free,2025-04-10,99,0.020778399892151356,0.0,1,38830.36495093474,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,6.661338147750939e-15,6.661338147750939e-15,5.551115123125782e-12
T_free,free,2025-04-11,100,0.020440200110897422,0.0,1,14032.576098608484,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,-0.0,1.5543122344752192e-15,1.5543122344752192e-15,1.2952601953960159e-12
T_free,free,2025-04-12,101,0.04554680013097823,0.0,1,14366.702970075203,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-04-13,102,0.02031839988194406,0.0,1,37427.08109621012,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.389644451905042e-13,0.0,0.0,0.0,-0.0,3.9968028886505635e-15,3.9968028886505635e-15,3.3306690738754692e-12
T_free,free,2025-04-14,103,0.024251400027424097,0.0,1,37396.94120326594,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,-0.0,1.9984014443252818e-15,0.0,0.0
T_free,free,2025-04-15,104,0.03369170008227229,0.0,1,36943.81392659523,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,1.2346449073954305e-14,0.0,0.0
T_free,free,2025-04-16,105,0.024729400174692273,0.0,1,36961.708656582676,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,-0.0,1.2212453270876722e-15,0.0,0.0
T_free,free,2025-04-17,106,0.04809619998559356,0.0,1,36990.48812409958,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,2.7853275241795927e-12,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-04-18,107,0.06633729999884963,0.0,1,13609.72064193549,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.526512829121202e-13,0.0,2.2737367544323206e-13,0.0,-0.0,3.355716008340345e-14,0.0,0.0
T_free,free,2025-04-19,108,0.02688969997689128,0.0,1,13614.924205480746,0.0,,1200.0,10800.0,False,28,,5.684341886080802e-14,8.810729923425242e-13,0.0,0.0,0.0,-0.0,2.220446049250313e-16,0.0,0.0
T_free,free,2025-04-20,109,0.03463479992933571,0.0,1,36399.28040547206,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.739675649849232e-13,0.0,0.0,0.0,-0.0,2.6645352591003757e-15,0.0,0.0
T_free,free,2025-04-21,110,0.020650099962949753,0.0,1,36488.679672865066,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,2.4424906541753444e-15,2.4424906541753444e-15,2.0354088784794535e-12
T_free,free,2025-04-22,111,0.030659700045362115,0.0,1,34897.636642082456,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-04-23,112,0.028674800181761384,0.0,1,36168.89375098998,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,-0.0,9.769962616701378e-15,9.769962616701378e-15,8.141635513917814e-12
T_free,free,2025-04-24,113,0.025432700058445334,0.0,1,35861.02105983725,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,2.4424906541753444e-15,0.0,0.0
T_free,free,2025-04-25,114,0.029126699781045318,0.0,1,12892.800236269617,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.663381206337363e-13,0.0,0.0,4.547473508864641e-13,-0.0,6.661338147750939e-16,6.661338147750939e-16,5.551115123125783e-13
T_free,free,2025-04-26,115,0.06684109987691045,0.0,1,13127.669680620325,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.2278178473934531e-11,0.0,1.1368683772161603e-12,2.637534635141492e-11,-0.0,2.2131037743141256e-14,2.2131037743141256e-14,1.8522010456702386e-11
T_free,free,2025-04-27,116,0.03573639993555844,0.0,1,32899.024264944965,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,5.030642569181509e-12,0.0,0.0,3.410605131648481e-13,-0.0,0.0,0.0,3.410605131648481e-13
T_free,free,2025-04-28,117,0.03604589984752238,0.0,1,34789.22503671013,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,3.637978807091713e-12,0.0,0.0,2.0463630789890885e-12,-0.0,1.4765966227514582e-14,2.4424906541753444e-15,2.0354088784794535e-12
T_free,free,2025-04-29,118,0.025764300022274256,0.0,1,35804.84490110128,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-04-30,119,0.025873599806800485,0.0,1,34838.01400873777,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.633094239485217e-13,0.0,0.0,0.0,-0.0,2.4202861936828413e-14,2.4202861936828413e-14,2.0169051614023676e-11
T_free,free,2025-05-01,120,0.05333230015821755,0.0,1,34045.73459573147,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.668621376273222e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-05-02,121,0.04192579980008304,0.0,1,13260.67934025977,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-05-03,122,0.04873290006071329,0.0,1,15757.250724499063,0.0,,1200.0,10800.0,False,28,,2.2737367544323206e-13,1.5588819124445766e-10,0.0,0.0,1.732091013827307e-10,-0.0,3.224742415245859e-14,0.0,0.0
T_free,free,2025-05-04,123,0.02091109985485673,0.0,1,36957.976233059315,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,5.773159728050814e-15,0.0,0.0
T_free,free,2025-05-05,124,0.025641300017014146,0.0,1,37897.15903691614,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,5.218048215738236e-15,0.0,0.0
T_free,free,2025-05-06,125,0.02357799978926778,0.0,1,39729.971980533286,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.023892744153272e-13,0.0,0.0,0.0,-0.0,2.886579864025407e-15,2.886579864025407e-15,2.4054832200211722e-12
T_free,free,2025-05-07,126,0.02489840006455779,0.0,1,38806.4266211299,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,1.5987211554602254e-14,1.5987211554602254e-14,1.3322676295501877e-11
T_free,free,2025-05-08,127,0.02199409995228052,0.0,1,40374.673089568285,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,6.661338147750939e-15,6.661338147750939e-15,5.551115123125782e-12
T_free,free,2025-05-09,128,0.06662490009330213,0.0,1,14694.83754291905,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.1368683772161603e-12,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-05-10,129,0.05543720000423491,0.0,1,15190.744656497594,0.0,,1200.0,10800.0,False,28,,5.684341886080802e-14,1.4210854715202004e-12,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
T_free,free,2025-05-11,130,0.018923499854281545,0.0,1,38827.491096907666,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,7.327471962526033e-15,7.327471962526033e-15,6.10622663543836e-12
T_free,free,2025-05-12,131,0.040737299947068095,0.0,1,39358.51164789624,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.5916157281026244e-12,0.0,0.0,0.0,-0.0,5.838955985382204e-14,4.529062779537514e-15,3.774218982947928e-12
T_free,free,2025-05-13,132,0.0201944001019001,0.0,1,38558.3667043271,-7.275957614183426e-12,,1200.0,10800.0,False,28,,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,-0.0,8.881784197001252e-15,8.881784197001252e-15,7.401486830834376e-12
T_free,free,2025-05-14,133,0.02462310018017888,0.0,1,39076.01166404788,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,-0.0,2.4424906541753444e-15,0.0,0.0
T_free,free,2025-05-15,134,0.03139769984409213,0.0,1,38878.378613283334,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,8.668621376273222e-13,0.0,0.0,0.0,-0.0,1.887379141862766e-15,0.0,0.0
T_free,free,2025-05-16,135,0.032080900156870484,0.0,1,14905.268890372041,0.0,,1200.0,10800.0,False,28,,1.1368683772161603e-13,1.3997691894473974e-12,0.0,0.0,3.183231456205249e-12,-0.0,4.0523140398818214e-14,4.884981308350689e-15,4.070817756958907e-12
T_free,free,2025-05-17,136,0.023614800069481134,0.0,1,14992.184326255037,0.0,,1200.0,10800.0,False,28,,5.684341886080802e-14,8.526512829121202e-13,0.0,0.0,0.0,-0.0,1.6653345369377348e-15,0.0,0.0
