strategy_id,date,initial_kWh,final_kWh,planned_kWh,emergency_kWh,unused_kWh,charge_kWh,discharge_kWh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_slots,emergency_events,theta,theta_preset,residual_days,fallback_reason,solver_seconds,mip_gap,milp_fallback
B_adaptive,2025-02-25,10574.663558703707,10497.08247555556,74707.1746329218,50.40706666666654,4860.412531275717,21819.310051646087,17743.464116666666,45701.94981515543,223.73638909999943,45925.68620425543,3,2,0.65,adaptive,28,,0.023789400001987815,0.0,False
B_adaptive,2025-02-26,10497.08247555556,10607.539910555559,71854.5587973251,1602.2126268333323,551.616330658436,21004.712466666664,16914.4054065,44001.10162202919,10963.678734849993,54964.780356879186,3,1,0.65,adaptive,28,,0.024594899965450168,0.0,False
B_adaptive,2025-02-27,10607.539910555559,10664.074974629633,74693.95142983538,1208.6501448333288,4627.111738271609,22463.284624897115,18144.3789885,45667.01435525043,5894.41499056714,51561.42934581757,10,3,0.65,adaptive,28,,0.028101200005039573,0.0,False
B_adaptive,2025-02-28,10664.074974629633,10800.0,35846.89246686625,0.0,8504.025847736639,20673.37129629629,16623.098227166665,18408.35407250013,0.0,18408.35407250013,0,0,0.80,adaptive,28,,0.0739403001498431,0.0,False
B_adaptive,2025-03-01,10800.0,10800.0,35879.28346666666,0.0,8485.469158436206,19658.149341563792,15923.100966666669,18520.616241319996,0.0,18520.616241319996,0,0,0.80,adaptive,28,,0.03513380000367761,0.0,False
B_adaptive,2025-03-02,10800.0,10800.0,81372.07989835391,647.0988933333317,5758.626718518517,20538.131613168727,16635.886606666667,50593.942413670346,4460.146496163323,55054.08890983367,2,2,0.80,adaptive,28,,0.051105699967592955,0.0,False
B_adaptive,2025-03-03,10800.0,10800.0,84412.49676584362,0.0,8139.148400205768,22401.061748971188,18144.86001666667,52428.627216493514,0.0,52428.627216493514,0,0,0.80,adaptive,28,,0.016821200028061867,0.0,False
B_adaptive,2025-03-04,10800.0,10800.0,84449.10264320986,0.0,11570.607259876542,19363.355,15684.31755,52716.44084968444,0.0,52716.44084968444,0,0,0.80,adaptive,28,,0.029295400017872453,0.0,False
B_adaptive,2025-03-05,10800.0,10800.0,81194.51731966666,0.0,11512.948947325101,18689.980819341563,15138.884463666665,50173.271142492704,0.0,50173.271142492704,0,0,0.80,adaptive,28,,0.026159599889069796,0.0,False
B_adaptive,2025-03-06,10800.0,10757.882115,74766.000223,220.72132000000147,5086.313516872431,21040.315733127565,17080.561840333336,45922.36556650729,1518.4797682350102,47440.8453347423,3,2,0.65,adaptive,28,,0.025613300036638975,0.0,False
B_adaptive,2025-03-07,10757.882115,10800.0,35070.82692983333,0.0,10457.257303907401,19228.305242592596,15537.021149999999,18163.4254012991,0.0,18163.4254012991,0,0,0.80,adaptive,28,,0.025009899865835905,0.0,False
B_adaptive,2025-03-08,10800.0,10800.0,33774.302833333335,0.0,10771.971287037035,20732.58962962963,16793.397599999997,17629.154369733333,0.0,17629.154369733333,0,0,0.80,adaptive,28,,0.031576399924233556,0.0,False
B_adaptive,2025-03-09,10800.0,10800.0,73547.49882695472,0.0,6200.45888045268,21123.762613168718,17110.247716666665,45019.450723720816,0.0,45019.450723720816,0,0,0.80,adaptive,28,,0.025626299902796745,0.0,False
B_adaptive,2025-03-10,10800.0,10800.0,72380.28769382715,684.0223276666657,962.0494386831263,21369.416488477367,17309.227355666666,44232.1712754573,4771.739757802659,49003.91103325996,1,1,0.80,adaptive,28,,0.03023959998972714,0.0,False
B_adaptive,2025-03-11,10800.0,10800.0,77443.87834483333,0.0,9753.490508641986,19744.57387469135,15993.1048385,47052.107701467816,0.0,47052.107701467816,0,0,0.80,adaptive,28,,0.023509600199759007,0.0,False
B_adaptive,2025-03-12,10800.0,10800.0,73448.70420349794,0.0,7052.776160699597,20844.17557613168,16883.782216666666,44735.93404663319,0.0,44735.93404663319,0,0,0.80,adaptive,28,,0.022987900068983436,0.0,False
B_adaptive,2025-03-13,10800.0,10800.0,70864.48718004115,1920.449931666666,1243.4225697530846,21031.0343436214,17035.137818333333,43023.18756933455,11319.15518874583,54342.342758080384,9,2,0.80,adaptive,28,,0.02496930002234876,0.0,False
B_adaptive,2025-03-14,10800.0,10800.0,32562.98906666666,0.0,12509.74580823045,21177.985658436213,17154.168383333337,16875.885234123332,0.0,16875.885234123332,0,0,0.80,adaptive,28,,0.04984369990415871,0.0,False
B_adaptive,2025-03-15,10800.0,10800.0,33177.262950000004,0.0,8281.517481275723,20903.264835390946,16931.644516666667,17108.800942288333,0.0,17108.800942288333,0,0,0.80,adaptive,28,,0.026975700166076422,0.0,False
B_adaptive,2025-03-16,10800.0,10800.0,75683.85972613169,1.6400000000001,8556.021600617292,19886.47995884773,16108.048766666665,45913.192785830885,7.461180000000455,45920.65396583088,1,1,0.80,adaptive,28,,0.025561599992215633,0.0,False
B_adaptive,2025-03-17,10800.0,10800.0,73023.50444366665,0.0,11567.97188148148,18933.69015185185,15336.289023000005,44327.556897080125,0.0,44327.556897080125,0,0,0.80,adaptive,28,,0.024657399859279394,0.0,False
B_adaptive,2025-03-18,10800.0,10800.0,67167.58244012346,1341.2092944999984,3286.2165164609087,21561.14132366255,17464.524472166668,40427.094768908704,6802.587214009158,47229.681982917864,8,1,0.80,adaptive,28,,0.023048599949106574,0.0,False
B_adaptive,2025-03-19,10800.0,10800.0,71960.5131483539,0.0,8674.172242181077,20109.84450617283,16288.97405,43715.58887263632,0.0,43715.58887263632,0,0,0.80,adaptive,28,,0.025122799910604954,0.0,False
B_adaptive,2025-03-20,10800.0,10800.0,70059.8896211934,0.0,3964.9631137860056,20452.445740740743,16566.481050000002,42714.72030278099,0.0,42714.72030278099,0,0,0.80,adaptive,28,,0.023943099891766906,0.0,False
B_adaptive,2025-03-21,10800.0,10800.0,32433.377516666667,0.0,16444.184445473245,20819.62397119342,16863.895416666666,16833.607124866667,0.0,16833.607124866667,0,0,0.80,adaptive,28,,0.04661730001680553,0.0,False
B_adaptive,2025-03-22,10800.0,10800.0,32650.642066666667,0.0,12942.450808230451,20142.060658436218,16315.06913333333,16809.781908158337,0.0,16809.781908158337,0,0,0.80,adaptive,28,,0.026143299881368876,0.0,False
B_adaptive,2025-03-23,10800.0,10800.0,71868.45513065843,26.0759833333326,9336.425779423862,19938.869567901238,16150.48435,43448.22295308776,181.90605973332822,43630.12901282109,1,1,0.80,adaptive,28,,0.02288629999384284,0.0,False
B_adaptive,2025-03-24,10800.0,10800.0,68543.77105967078,12.436889080246829,6688.782245267489,20362.78221131687,16493.853591166666,41225.16723687068,86.75973822380188,41311.92697509448,1,1,0.80,adaptive,28,,0.023979400051757693,0.0,False
B_adaptive,2025-03-25,10800.0,10800.0,67872.46179691357,0.0,2788.3592907407424,21757.777839506176,17623.80005,40949.65311420296,0.0,40949.65311420296,0,0,0.80,adaptive,28,,0.02364090015180409,0.0,False
B_adaptive,2025-03-26,10800.0,10800.0,70467.83512641152,0.0,11204.511515917708,19319.83549382715,15649.066749999996,42454.893367785604,0.0,42454.893367785604,0,0,0.80,adaptive,28,,0.02179259993135929,0.0,False
B_adaptive,2025-03-27,10800.0,10800.0,65641.75484341563,0.0,2986.5555104938385,20727.420699588467,16789.210766666663,39600.577050007654,0.0,39600.577050007654,0,0,0.80,adaptive,28,,0.023426400031894445,0.0,False
B_adaptive,2025-03-28,10800.0,10800.0,32215.22435,0.0,17519.362380246916,20389.37475308642,16515.393549999997,16529.138420865,0.0,16529.138420865,0,0,0.80,adaptive,28,,0.026210500160232186,0.0,False
B_adaptive,2025-03-29,10800.0,10800.0,31843.765166666664,0.0,20319.851417901245,20087.918765432085,16271.214199999999,16100.717415206667,0.0,16100.717415206667,0,0,0.80,adaptive,28,,0.04089779988862574,0.0,False
B_adaptive,2025-03-30,10800.0,10800.0,62996.217650000006,0.0,3670.352092592605,20948.6624074074,16968.416549999994,38125.79647251167,0.0,38125.79647251167,0,0,0.80,adaptive,28,,0.024734900100156665,0.0,False
B_adaptive,2025-03-31,10800.0,10800.0,64391.62793415638,0.0,3678.808212345689,19797.001255144023,16035.571016666665,38606.73391578821,0.0,38606.73391578821,0,0,0.80,adaptive,28,,0.02842330001294613,0.0,False
B_adaptive,2025-04-01,10800.0,10800.0,67857.48788168724,0.0,3752.7581154320906,20504.622366255146,16608.744116666665,40628.601026798926,0.0,40628.601026798926,0,0,0.80,adaptive,28,,0.025223699864000082,0.0,False
B_adaptive,2025-04-02,10800.0,10800.0,70088.72206184361,1157.5476703333368,6763.990124074076,21299.70635843621,17252.76215033333,41574.84350520252,5683.63416937785,47258.477674580376,8,1,0.80,adaptive,28,,0.02466119988821447,0.0,False
B_adaptive,2025-04-03,10800.0,10800.0,70971.39475144033,20.661653500004945,11471.058310082313,19249.83067469135,15592.362846499995,42446.98378102729,144.1356948160345,42591.11947584332,1,1,0.80,adaptive,28,,0.02342740003950894,0.0,False
B_adaptive,2025-04-04,10800.0,10800.0,31306.57625,0.0,21051.27569320988,20128.938456790118,16304.440149999999,15749.500767283334,0.0,15749.500767283334,0,0,0.80,adaptive,28,,0.037345000077039,0.0,False
B_adaptive,2025-04-05,10800.0,10800.0,31136.798033333333,0.0,15266.358839300421,20138.548477366247,16312.224266666666,15590.803443313336,0.0,15590.803443313336,0,0,0.80,adaptive,28,,0.030561800114810467,0.0,False
B_adaptive,2025-04-06,10800.0,10800.0,68457.15800020576,0.0,10361.744188477373,19396.51339506172,15711.175849999996,40925.56535374914,0.0,40925.56535374914,0,0,0.80,adaptive,28,,0.024635400157421827,0.0,False
B_adaptive,2025-04-07,10800.0,10800.0,65272.23372983539,0.0,8332.049619753088,19460.341193415632,15762.876366666667,38800.559069876355,0.0,38800.559069876355,0,0,0.80,adaptive,28,,0.022776100086048245,0.0,False
B_adaptive,2025-04-08,10800.0,10800.0,65020.796312962964,104.15124999999671,6715.055732510293,21351.04323045267,17294.345016666666,38735.101705471854,513.4415774999832,39248.543282971834,4,1,0.80,adaptive,28,,0.026997199980542064,0.0,False
B_adaptive,2025-04-09,10800.0,10800.0,65806.99302283951,0.0,2949.0346829218097,19598.143806584365,15874.496483333332,39626.43838252907,0.0,39626.43838252907,0,0,0.80,adaptive,28,,0.02584489993751049,0.0,False
B_adaptive,2025-04-10,10800.0,10800.0,70879.68344855966,0.0,12746.769889711934,19327.766625514403,15655.490966666666,42224.041139892506,0.0,42224.041139892506,0,0,0.80,adaptive,28,,0.03275040001608431,0.0,False
B_adaptive,2025-04-11,10800.0,10800.0,30855.60313333333,0.0,21695.966444032918,20226.24485596708,16383.258333333335,15560.930225578331,0.0,15560.930225578331,0,0,0.80,adaptive,28,,0.03215029998682439,0.0,False
B_adaptive,2025-04-12,10800.0,10800.0,30519.851566666664,0.0,17776.602139506173,19568.888827160496,15850.79995,15247.029681191665,0.0,15247.029681191665,0,0,0.80,adaptive,28,,0.032190100057050586,0.0,False
B_adaptive,2025-04-13,10800.0,10800.0,65003.12478374485,0.0,6881.073212139925,20240.489938271596,16394.79685,38479.44630479438,0.0,38479.44630479438,0,0,0.80,adaptive,28,,0.02519650012254715,0.0,False
B_adaptive,2025-04-14,10800.0,10800.0,64894.69885,0.0,8645.994356584364,19582.487860082303,15861.815166666667,38365.84665280833,0.0,38365.84665280833,0,0,0.80,adaptive,28,,0.024835400050505996,0.0,False
B_adaptive,2025-04-15,10800.0,10800.0,63304.1087446502,0.0,9546.541089300412,19042.83590534979,15424.69708333333,37396.820437336726,0.0,37396.820437336726,0,0,0.80,adaptive,28,,0.024723799899220467,0.0,False
B_adaptive,2025-04-16,10800.0,10800.0,61452.86581851851,0.0,1927.5169450617198,19714.510123456796,15968.753200000001,36851.59837388036,0.0,36851.59837388036,0,0,0.80,adaptive,28,,0.031492500100284815,0.0,False
B_adaptive,2025-04-17,10800.0,10800.0,66882.59744444444,0.0,10395.776414814816,19044.624629629627,15426.145949999998,39600.003745643335,0.0,39600.003745643335,0,0,0.80,adaptive,28,,0.03046940010972321,0.0,False
B_adaptive,2025-04-18,10800.0,10800.0,30467.27011666667,0.0,20332.474740946513,19898.306275720155,16117.628083333328,15240.20745599667,0.0,15240.20745599667,0,0,0.80,adaptive,28,,0.03423670004121959,0.0,False
B_adaptive,2025-04-19,10800.0,10800.0,29539.6818,0.0,18898.65602098764,20296.560679012357,16440.21415,14613.658149403334,0.0,14613.658149403334,0,0,0.80,adaptive,28,,0.03844480006955564,0.0,False
B_adaptive,2025-04-20,10800.0,10800.0,63238.4181909465,0.0,7551.979983127574,19624.701707818924,15896.008383333334,37440.689175511354,0.0,37440.689175511354,0,0,0.80,adaptive,28,,0.033840800169855356,0.0,False
B_adaptive,2025-04-21,10800.0,10800.0,63829.43907160494,0.0,11842.525317078193,18263.175637860077,14793.172266666665,37908.673936485924,0.0,37908.673936485924,0,0,0.80,adaptive,28,,0.023785300087183714,0.0,False
B_adaptive,2025-04-22,10800.0,10800.0,57821.139961166664,0.0,1928.1296335390923,19684.63689979424,15944.555888833334,34562.18296884393,0.0,34562.18296884393,0,0,0.80,adaptive,28,,0.03516860003583133,0.0,False
B_adaptive,2025-04-23,10800.0,10800.0,63181.67904444445,0.0,8258.504513374482,18543.462181069957,15020.204366666663,37199.15029426,0.0,37199.15029426,0,0,0.80,adaptive,28,,0.024943399941548705,0.0,False
B_adaptive,2025-04-24,10800.0,10800.0,61737.65148950617,0.0,11201.429508436215,18137.44884773662,14691.333566666664,36441.31395892475,0.0,36441.31395892475,0,0,0.80,adaptive,28,,0.02603449998423457,0.0,False
B_adaptive,2025-04-25,10800.0,10800.0,28637.501233333332,0.0,22838.634723662555,19992.15189300411,16193.643033333332,13927.914692898332,0.0,13927.914692898332,0,0,0.80,adaptive,28,,0.027859400026500225,0.0,False
B_adaptive,2025-04-26,10800.0,10800.0,28428.5053,0.0,24482.854495884778,20397.14300411522,16521.685833333337,13701.360533865,0.0,13701.360533865,0,0,0.80,adaptive,28,,0.058184599969536066,0.0,False
B_adaptive,2025-04-27,10800.0,10800.0,56267.05810291151,0.0,3811.5786627571924,20431.622404321,16549.614147500004,33777.37180165968,0.0,33777.37180165968,0,0,0.80,adaptive,28,,0.031092899851500988,0.0,False
B_adaptive,2025-04-28,10800.0,10800.0,61174.51752510288,619.0516279999995,1573.7435818930073,18936.096076543203,15338.237822,36484.79984001296,4239.802077227997,40724.60191724096,3,1,0.80,adaptive,28,,0.024451300036162138,0.0,False
B_adaptive,2025-04-29,10800.0,10800.0,68765.15493954936,0.0,18141.13862946708,16793.6978600823,13602.895266666666,40403.31964858662,0.0,40403.31964858662,0,0,0.80,adaptive,28,,0.025383399799466133,0.0,False
B_adaptive,2025-04-30,10800.0,10800.0,59176.58423806584,0.0,7434.281826131692,18344.463045267483,14859.015066666663,35512.183885255,0.0,35512.183885255,0,0,0.80,adaptive,28,,0.04561999998986721,0.0,False
B_adaptive,2025-05-01,10800.0,10278.706489444441,58973.69735020576,1950.4484833333322,6802.652588477372,18838.30844506172,15728.193999999998,34873.934996952594,12881.582261033325,47755.51725798592,7,1,0.80,adaptive,28,,0.038319600047543645,0.0,False
B_adaptive,2025-05-02,10278.706489444441,9975.85173444444,29253.865643604935,1298.500551499998,12728.008364814821,20034.77382345678,16500.736076499998,14537.711526897436,7944.289514313988,22482.001041211424,8,1,0.80,adaptive,28,,0.029471100075170398,0.0,False
B_adaptive,2025-05-03,9975.85173444444,9864.176370925921,29920.17819393827,944.5526333333294,18399.332348148146,19467.024506790123,15868.797677666666,15029.033747835574,5185.906989608306,20214.94073744388,8,1,0.80,adaptive,28,,0.03646939992904663,0.0,False
B_adaptive,2025-05-04,9864.176370925921,9615.863096666662,63022.96536152263,1170.1207833333292,9430.329795679007,17113.53138251029,14085.442366666668,37241.16557706998,7404.746600199973,44645.91217726995,8,1,0.80,adaptive,28,,0.03909809980541468,0.0,False
B_adaptive,2025-05-05,9615.863096666662,9392.053242592587,60447.278124074066,1217.5758889999952,2937.3741958847677,20278.430978189303,16626.957961000004,35658.14580931018,8154.7264540718015,43812.872263381985,5,2,0.80,adaptive,28,,0.04691799986176193,0.0,False
B_adaptive,2025-05-06,9392.053242592587,8942.82041092592,64592.13197119342,845.4655940000019,9348.948073868312,19067.77196399177,15849.204839333332,38251.453318392916,5205.726426994015,43457.17974538693,8,1,0.80,adaptive,28,,0.035879099974408746,0.0,False
B_adaptive,2025-05-07,8942.82041092592,8801.737100925922,62346.93062613168,1387.8038686666578,5174.096581069951,19051.4049617284,15558.612998000004,37032.37076200039,9339.585297814774,46371.956059815166,7,2,0.80,adaptive,28,,0.03552570007741451,0.0,False
B_adaptive,2025-05-08,8801.737100925922,10305.12446222222,72667.53986698147,35.999250000000075,11832.487156790125,19428.89965802469,14384.360097833332,44962.21347914745,243.22893262500048,45205.442411772456,1,1,0.90,adaptive,28,,0.025177899980917573,0.0,False
B_adaptive,2025-05-09,10305.12446222222,10800.0,34428.89495869135,0.0,21941.69907757201,18644.32656378601,14656.516532666665,18913.07126353085,0.0,18913.07126353085,0,0,0.90,adaptive,28,,0.0566832001786679,0.0,False
B_adaptive,2025-05-10,10800.0,10800.0,35394.224650000004,0.0,19892.94458395062,17790.70938271605,14410.474599999998,19709.571929979997,0.0,19709.571929979997,0,0,0.90,adaptive,28,,0.04532390017993748,1.8457929071295687e-16,False
B_adaptive,2025-05-11,10800.0,10800.0,71268.21055474281,28.704700000000003,12560.500799598774,17117.554588477364,13865.219216666666,43581.58922360299,193.4910174166667,43775.080241019656,2,1,0.80,adaptive,28,,0.030633199959993362,0.0,False
B_adaptive,2025-05-12,10800.0,10800.0,68461.52961913579,0.0,13464.417861934158,16136.40275720164,13070.486233333333,41376.90342478936,0.0,41376.90342478936,0,0,0.80,adaptive,28,,0.027132000075653195,0.0,False
B_adaptive,2025-05-13,10800.0,10800.0,65090.11524756584,0.0,8501.091192798362,18209.53309526748,14749.721807166665,39820.50004025439,0.0,39820.50004025439,0,0,0.80,adaptive,28,,0.03472220012918115,1.8271889119494199e-16,False
B_adaptive,2025-05-14,10800.0,10800.0,67118.36950082304,0.0,10817.19915679012,17300.113477366256,14013.091916666666,40714.817844972655,0.0,40714.817844972655,0,0,0.80,adaptive,28,,0.028735999949276447,0.0,False
B_adaptive,2025-05-15,10800.0,10800.0,60647.22406522633,0.0,4232.081458436216,19210.970123456787,15560.8858,36969.29373805685,0.0,36969.29373805685,0,0,0.65,adaptive,28,,0.0347374000120908,0.0,False
B_adaptive,2025-05-16,10800.0,10800.0,30374.193866666665,0.0,23895.151179423865,19808.085020576134,16044.54886666667,16027.760230229997,0.0,16027.760230229997,0,0,0.65,adaptive,28,,0.08013659995049238,0.0,False
B_adaptive,2025-05-17,10800.0,10800.0,30006.09895,41.47450649999939,15575.111492181073,21177.173057818924,17153.510176833333,15615.628436606663,289.32615734399576,15904.954593950659,1,1,0.65,adaptive,28,,0.023779999930411577,0.0,False
B_adaptive,2025-05-18,10800.0,10800.0,64071.143297942384,0.0,6948.049926543213,18141.711954732506,14694.78668333333,39211.46773511885,0.0,39211.46773511885,0,0,0.65,adaptive,28,,0.02395309996791184,1.8555688002637253e-16,False
B_adaptive,2025-05-19,10800.0,10800.0,61794.09771481481,67.00333333333344,10996.099979423865,17630.444835390943,14280.660316666665,37160.01159346229,451.9039816666674,37611.91557512896,1,1,0.65,adaptive,28,,0.024183600209653378,0.0,False
B_adaptive,2025-05-20,10800.0,10800.0,56169.91541883332,2248.4130966666626,628.226265843618,17172.14438415638,13909.43695116667,34669.890400078446,15321.475371586643,49991.36577166509,5,1,0.65,adaptive,28,,0.03526229993440211,0.0,False
B_adaptive,2025-05-21,10800.0,10800.0,62916.80587592593,0.0,8355.766641769551,16833.81026748971,13635.386316666667,38103.69021569067,0.0,38103.69021569067,0,0,0.65,adaptive,28,,0.02438429999165237,0.0,False
B_adaptive,2025-05-22,10800.0,10800.0,58887.761956995884,2.57000000000005,4602.187402057616,18271.124938271605,14799.6112,36217.06925373048,17.333365000000338,36234.40261873048,1,1,0.65,adaptive,28,,0.028404499869793653,0.0,False
B_adaptive,2025-05-23,10800.0,10800.0,30169.761283333333,0.7334786666668052,19761.827269341567,20987.99268065843,17000.274071333333,15866.065429334998,3.0564056040005774,15869.121834938998,1,1,0.65,adaptive,28,,0.022574200062081218,0.0,False
B_adaptive,2025-05-24,10800.0,10800.0,30593.061666666665,0.0,23026.08363230453,20065.666584362134,16253.189933333335,16163.192466994999,0.0,16163.192466994999,0,0,0.65,adaptive,28,,0.02691489993594587,0.0,False
B_adaptive,2025-05-25,10800.0,10800.0,58441.893005555554,0.0,6546.184630246908,17635.25364197531,14284.555450000002,35439.496236354855,0.0,35439.496236354855,0,0,0.65,adaptive,28,,0.028375099878758192,0.0,False
B_adaptive,2025-05-26,10800.0,10800.0,56692.63844333332,2320.029962333338,1239.1311921810654,16808.969807818932,13615.265544333335,35021.18297611232,15814.809601646866,50835.992577759185,4,1,0.65,adaptive,28,,0.03453380009159446,0.0,False
B_adaptive,2025-05-27,10800.0,10800.0,64275.07769629629,0.0,11693.624882716053,16795.18691358024,13604.1014,38774.03791681056,0.0,38774.03791681056,0,0,0.65,adaptive,28,,0.023826099932193756,0.0,False
B_adaptive,2025-05-28,10800.0,10800.0,58020.73871687242,0.0,2144.4478041152333,18960.351646090527,15357.884833333334,35480.07716882576,0.0,35480.07716882576,0,0,0.65,adaptive,28,,0.033907500095665455,0.0,False
B_adaptive,2025-05-29,10800.0,10800.0,60793.1264574074,17.817433333333383,2982.4325763374495,19570.462181069957,15852.074366666666,36781.06926885333,119.77769558333367,36900.84696443666,1,1,0.65,adaptive,28,,0.02272690017707646,0.0,False
