strategy_id,date,slot,load_naive_kW,load_issued_kW,load_selected_lambda,load_trained,load_fallback_reason,load_candidate_0p001_kW,load_candidate_0p01_kW,load_candidate_0p1_kW,load_candidate_1_kW,load_candidate_10_kW,pv_naive_kW,pv_issued_kW,pv_selected_lambda,pv_trained,pv_fallback_reason,pv_candidate_0p001_kW,pv_candidate_0p01_kW,pv_candidate_0p1_kW,pv_candidate_1_kW,pv_candidate_10_kW
shared,2025-01-09,32,4149.13,4149.13,0.1,0,"score_days=0<7, default lambda",4149.13,4149.13,4149.13,4149.13,4149.13,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,33,4130.3346,4130.3346,0.1,0,"score_days=0<7, default lambda",4130.3346,4130.3346,4130.3346,4130.3346,4130.3346,0.0138,0.0138,0.1,0,"score_days=0<7, default lambda",0.0138,0.0138,0.0138,0.0138,0.0138
shared,2025-01-09,34,4641.7286,4641.7286,0.1,0,"score_days=0<7, default lambda",4641.7286,4641.7286,4641.7286,4641.7286,4641.7286,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,35,5411.59,5411.59,0.1,0,"score_days=0<7, default lambda",5411.59,5411.59,5411.59,5411.59,5411.59,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,36,5738.8011,5738.8011,0.1,0,"score_days=0<7, default lambda",5738.8011,5738.8011,5738.8011,5738.8011,5738.8011,0.1921,0.1921,0.1,0,"score_days=0<7, default lambda",0.1921,0.1921,0.1921,0.1921,0.1921
shared,2025-01-09,37,5695.3891,5695.3891,0.1,0,"score_days=0<7, default lambda",5695.3891,5695.3891,5695.3891,5695.3891,5695.3891,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,38,5537.66,5537.66,0.1,0,"score_days=0<7, default lambda",5537.66,5537.66,5537.66,5537.66,5537.66,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,39,5461.5746,5461.5746,0.1,0,"score_days=0<7, default lambda",5461.5746,5461.5746,5461.5746,5461.5746,5461.5746,2.676,2.676,0.1,0,"score_days=0<7, default lambda",2.676,2.676,2.676,2.676,2.676
shared,2025-01-09,40,5483.6005,5483.6005,0.1,0,"score_days=0<7, default lambda",5483.6005,5483.6005,5483.6005,5483.6005,5483.6005,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,41,5540.88,5540.88,0.1,0,"score_days=0<7, default lambda",5540.88,5540.88,5540.88,5540.88,5540.88,33.15,33.15,0.1,0,"score_days=0<7, default lambda",33.15,33.15,33.15,33.15,33.15
shared,2025-01-09,42,5575.3367,5575.3367,0.1,0,"score_days=0<7, default lambda",5575.3367,5575.3367,5575.3367,5575.3367,5575.3367,208.8112,208.8112,0.1,0,"score_days=0<7, default lambda",208.8112,208.8112,208.8112,208.8112,208.8112
shared,2025-01-09,43,5669.9633,5669.9633,0.1,0,"score_days=0<7, default lambda",5669.9633,5669.9633,5669.9633,5669.9633,5669.9633,445.8571,445.8571,0.1,0,"score_days=0<7, default lambda",445.8571,445.8571,445.8571,445.8571,445.8571
shared,2025-01-09,44,5566.66,5566.66,0.1,0,"score_days=0<7, default lambda",5566.66,5566.66,5566.66,5566.66,5566.66,691.6125,691.6125,0.1,0,"score_days=0<7, default lambda",691.6125,691.6125,691.6125,691.6125,691.6125
shared,2025-01-09,45,5081.9454,5081.9454,0.1,0,"score_days=0<7, default lambda",5081.9454,5081.9454,5081.9454,5081.9454,5081.9454,957.6572,957.6572,0.1,0,"score_days=0<7, default lambda",957.6572,957.6572,957.6572,957.6572,957.6572
shared,2025-01-09,46,5737.5547,5737.5547,0.1,0,"score_days=0<7, default lambda",5737.5547,5737.5547,5737.5547,5737.5547,5737.5547,1251.4778,1251.4778,0.1,0,"score_days=0<7, default lambda",1251.4778,1251.4778,1251.4778,1251.4778,1251.4778
shared,2025-01-09,47,7205.75,7205.75,0.1,0,"score_days=0<7, default lambda",7205.75,7205.75,7205.75,7205.75,7205.75,1567.2375,1567.2375,0.1,0,"score_days=0<7, default lambda",1567.2375,1567.2375,1567.2375,1567.2375,1567.2375
shared,2025-01-09,48,7519.6199,7519.6199,0.1,0,"score_days=0<7, default lambda",7519.6199,7519.6199,7519.6199,7519.6199,7519.6199,1891.6496,1891.6496,0.1,0,"score_days=0<7, default lambda",1891.6496,1891.6496,1891.6496,1891.6496,1891.6496
shared,2025-01-09,49,7253.8265,7253.8265,0.1,0,"score_days=0<7, default lambda",7253.8265,7253.8265,7253.8265,7253.8265,7253.8265,2225.0006,2225.0006,0.1,0,"score_days=0<7, default lambda",2225.0006,2225.0006,2225.0006,2225.0006,2225.0006
shared,2025-01-09,50,7156.62,7156.62,0.1,0,"score_days=0<7, default lambda",7156.62,7156.62,7156.62,7156.62,7156.62,2503.65,2503.65,0.1,0,"score_days=0<7, default lambda",2503.65,2503.65,2503.65,2503.65,2503.65
shared,2025-01-09,51,7351.5694,7351.5694,0.1,0,"score_days=0<7, default lambda",7351.5694,7351.5694,7351.5694,7351.5694,7351.5694,2666.5224,2666.5224,0.1,0,"score_days=0<7, default lambda",2666.5224,2666.5224,2666.5224,2666.5224,2666.5224
shared,2025-01-09,52,7430.2399,7430.2399,0.1,0,"score_days=0<7, default lambda",7430.2399,7430.2399,7430.2399,7430.2399,7430.2399,2921.6881,2921.6881,0.1,0,"score_days=0<7, default lambda",2921.6881,2921.6881,2921.6881,2921.6881,2921.6881
shared,2025-01-09,53,7295.25,7295.25,0.1,0,"score_days=0<7, default lambda",7295.25,7295.25,7295.25,7295.25,7295.25,3297.15,3297.15,0.1,0,"score_days=0<7, default lambda",3297.15,3297.15,3297.15,3297.15,3297.15
shared,2025-01-09,54,7207.6569,7207.6569,0.1,0,"score_days=0<7, default lambda",7207.6569,7207.6569,7207.6569,7207.6569,7207.6569,3602.3712,3602.3712,0.1,0,"score_days=0<7, default lambda",3602.3712,3602.3712,3602.3712,3602.3712,3602.3712
shared,2025-01-09,55,7113.8825,7113.8825,0.1,0,"score_days=0<7, default lambda",7113.8825,7113.8825,7113.8825,7113.8825,7113.8825,3770.4107,3770.4107,0.1,0,"score_days=0<7, default lambda",3770.4107,3770.4107,3770.4107,3770.4107,3770.4107
shared,2025-01-09,56,7023.12,7023.12,0.1,0,"score_days=0<7, default lambda",7023.12,7023.12,7023.12,7023.12,7023.12,3890.25,3890.25,0.1,0,"score_days=0<7, default lambda",3890.25,3890.25,3890.25,3890.25,3890.25
shared,2025-01-09,57,7047.9517,7047.9517,0.1,0,"score_days=0<7, default lambda",7047.9517,7047.9517,7047.9517,7047.9517,7047.9517,4104.9524,4104.9524,0.1,0,"score_days=0<7, default lambda",4104.9524,4104.9524,4104.9524,4104.9524,4104.9524
shared,2025-01-09,58,7129.0191,7129.0191,0.1,0,"score_days=0<7, default lambda",7129.0191,7129.0191,7129.0191,7129.0191,7129.0191,4292.477,4292.477,0.1,0,"score_days=0<7, default lambda",4292.477,4292.477,4292.477,4292.477,4292.477
shared,2025-01-09,59,7151.1,7151.1,0.1,0,"score_days=0<7, default lambda",7151.1,7151.1,7151.1,7151.1,7151.1,4439.6625,4439.6625,0.1,0,"score_days=0<7, default lambda",4439.6625,4439.6625,4439.6625,4439.6625,4439.6625
shared,2025-01-09,60,7053.4551,7053.4551,0.1,0,"score_days=0<7, default lambda",7053.4551,7053.4551,7053.4551,7053.4551,7053.4551,4651.7386,4651.7386,0.1,0,"score_days=0<7, default lambda",4651.7386,4651.7386,4651.7386,4651.7386,4651.7386
shared,2025-01-09,61,7028.7906,7028.7906,0.1,0,"score_days=0<7, default lambda",7028.7906,7028.7906,7028.7906,7028.7906,7028.7906,4809.584,4809.584,0.1,0,"score_days=0<7, default lambda",4809.584,4809.584,4809.584,4809.584,4809.584
shared,2025-01-09,62,7115.54,7115.54,0.1,0,"score_days=0<7, default lambda",7115.54,7115.54,7115.54,7115.54,7115.54,4919.925,4919.925,0.1,0,"score_days=0<7, default lambda",4919.925,4919.925,4919.925,4919.925,4919.925
shared,2025-01-09,63,7158.8016,7158.8016,0.1,0,"score_days=0<7, default lambda",7158.8016,7158.8016,7158.8016,7158.8016,7158.8016,5117.4829,5117.4829,0.1,0,"score_days=0<7, default lambda",5117.4829,5117.4829,5117.4829,5117.4829,5117.4829
shared,2025-01-09,64,7104.1648,7104.1648,0.1,0,"score_days=0<7, default lambda",7104.1648,7104.1648,7104.1648,7104.1648,7104.1648,5318.098,5318.098,0.1,0,"score_days=0<7, default lambda",5318.098,5318.098,5318.098,5318.098,5318.098
shared,2025-01-09,65,6988.45,6988.45,0.1,0,"score_days=0<7, default lambda",6988.45,6988.45,6988.45,6988.45,6988.45,5486.4,5486.4,0.1,0,"score_days=0<7, default lambda",5486.4,5486.4,5486.4,5486.4,5486.4
shared,2025-01-09,66,6905.2356,6905.2356,0.1,0,"score_days=0<7, default lambda",6905.2356,6905.2356,6905.2356,6905.2356,6905.2356,5687.9599,5687.9599,0.1,0,"score_days=0<7, default lambda",5687.9599,5687.9599,5687.9599,5687.9599,5687.9599
shared,2025-01-09,67,6918.8526,6918.8526,0.1,0,"score_days=0<7, default lambda",6918.8526,6918.8526,6918.8526,6918.8526,6918.8526,5964.3044,5964.3044,0.1,0,"score_days=0<7, default lambda",5964.3044,5964.3044,5964.3044,5964.3044,5964.3044
shared,2025-01-09,68,7053.45,7053.45,0.1,0,"score_days=0<7, default lambda",7053.45,7053.45,7053.45,7053.45,7053.45,6220.425,6220.425,0.1,0,"score_days=0<7, default lambda",6220.425,6220.425,6220.425,6220.425,6220.425
shared,2025-01-09,69,7224.2372,7224.2372,0.1,0,"score_days=0<7, default lambda",7224.2372,7224.2372,7224.2372,7224.2372,7224.2372,6297.9173,6297.9173,0.1,0,"score_days=0<7, default lambda",6297.9173,6297.9173,6297.9173,6297.9173,6297.9173
shared,2025-01-09,70,7061.4737,7061.4737,0.1,0,"score_days=0<7, default lambda",7061.4737,7061.4737,7061.4737,7061.4737,7061.4737,6297.1264,6297.1264,0.1,0,"score_days=0<7, default lambda",6297.1264,6297.1264,6297.1264,6297.1264,6297.1264
shared,2025-01-09,71,6627.88,6627.88,0.1,0,"score_days=0<7, default lambda",6627.88,6627.88,6627.88,6627.88,6627.88,6267.9375,6267.9375,0.1,0,"score_days=0<7, default lambda",6267.9375,6267.9375,6267.9375,6267.9375,6267.9375
shared,2025-01-09,72,6385.5315,6385.5315,0.1,0,"score_days=0<7, default lambda",6385.5315,6385.5315,6385.5315,6385.5315,6385.5315,6188.6053,6188.6053,0.1,0,"score_days=0<7, default lambda",6188.6053,6188.6053,6188.6053,6188.6053,6188.6053
shared,2025-01-09,73,6379.3415,6379.3415,0.1,0,"score_days=0<7, default lambda",6379.3415,6379.3415,6379.3415,6379.3415,6379.3415,6208.1972,6208.1972,0.1,0,"score_days=0<7, default lambda",6208.1972,6208.1972,6208.1972,6208.1972,6208.1972
shared,2025-01-09,74,6517.08,6517.08,0.1,0,"score_days=0<7, default lambda",6517.08,6517.08,6517.08,6517.08,6517.08,6316.3125,6316.3125,0.1,0,"score_days=0<7, default lambda",6316.3125,6316.3125,6316.3125,6316.3125,6316.3125
shared,2025-01-09,75,6677.4158,6677.4158,0.1,0,"score_days=0<7, default lambda",6677.4158,6677.4158,6677.4158,6677.4158,6677.4158,6346.5393,6346.5393,0.1,0,"score_days=0<7, default lambda",6346.5393,6346.5393,6346.5393,6346.5393,6346.5393
shared,2025-01-09,76,6740.259,6740.259,0.1,0,"score_days=0<7, default lambda",6740.259,6740.259,6740.259,6740.259,6740.259,6317.9198,6317.9198,0.1,0,"score_days=0<7, default lambda",6317.9198,6317.9198,6317.9198,6317.9198,6317.9198
shared,2025-01-09,77,6776.29,6776.29,0.1,0,"score_days=0<7, default lambda",6776.29,6776.29,6776.29,6776.29,6776.29,6200.025,6200.025,0.1,0,"score_days=0<7, default lambda",6200.025,6200.025,6200.025,6200.025,6200.025
shared,2025-01-09,78,6923.5069,6923.5069,0.1,0,"score_days=0<7, default lambda",6923.5069,6923.5069,6923.5069,6923.5069,6923.5069,5919.1129,5919.1129,0.1,0,"score_days=0<7, default lambda",5919.1129,5919.1129,5919.1129,5919.1129,5919.1129
shared,2025-01-09,79,6851.0971,6851.0971,0.1,0,"score_days=0<7, default lambda",6851.0971,6851.0971,6851.0971,6851.0971,6851.0971,5617.7266,5617.7266,0.1,0,"score_days=0<7, default lambda",5617.7266,5617.7266,5617.7266,5617.7266,5617.7266
shared,2025-01-09,80,6622.15,6622.15,0.1,0,"score_days=0<7, default lambda",6622.15,6622.15,6622.15,6622.15,6622.15,5431.1625,5431.1625,0.1,0,"score_days=0<7, default lambda",5431.1625,5431.1625,5431.1625,5431.1625,5431.1625
shared,2025-01-09,81,6654.8176,6654.8176,0.1,0,"score_days=0<7, default lambda",6654.8176,6654.8176,6654.8176,6654.8176,6654.8176,5365.3999,5365.3999,0.1,0,"score_days=0<7, default lambda",5365.3999,5365.3999,5365.3999,5365.3999,5365.3999
shared,2025-01-09,82,6745.2794,6745.2794,0.1,0,"score_days=0<7, default lambda",6745.2794,6745.2794,6745.2794,6745.2794,6745.2794,5171.8106,5171.8106,0.1,0,"score_days=0<7, default lambda",5171.8106,5171.8106,5171.8106,5171.8106,5171.8106
shared,2025-01-09,83,6768.73,6768.73,0.1,0,"score_days=0<7, default lambda",6768.73,6768.73,6768.73,6768.73,6768.73,4836.375,4836.375,0.1,0,"score_days=0<7, default lambda",4836.375,4836.375,4836.375,4836.375,4836.375
shared,2025-01-09,84,6785.5204,6785.5204,0.1,0,"score_days=0<7, default lambda",6785.5204,6785.5204,6785.5204,6785.5204,6785.5204,4570.8434,4570.8434,0.1,0,"score_days=0<7, default lambda",4570.8434,4570.8434,4570.8434,4570.8434,4570.8434
shared,2025-01-09,85,6651.4681,6651.4681,0.1,0,"score_days=0<7, default lambda",6651.4681,6651.4681,6651.4681,6651.4681,6651.4681,4304.7576,4304.7576,0.1,0,"score_days=0<7, default lambda",4304.7576,4304.7576,4304.7576,4304.7576,4304.7576
shared,2025-01-09,86,6519.73,6519.73,0.1,0,"score_days=0<7, default lambda",6519.73,6519.73,6519.73,6519.73,6519.73,4007.8125,4007.8125,0.1,0,"score_days=0<7, default lambda",4007.8125,4007.8125,4007.8125,4007.8125,4007.8125
shared,2025-01-09,87,6699.3894,6699.3894,0.1,0,"score_days=0<7, default lambda",6699.3894,6699.3894,6699.3894,6699.3894,6699.3894,3746.644,3746.644,0.1,0,"score_days=0<7, default lambda",3746.644,3746.644,3746.644,3746.644,3746.644
shared,2025-01-09,88,6745.2289,6745.2289,0.1,0,"score_days=0<7, default lambda",6745.2289,6745.2289,6745.2289,6745.2289,6745.2289,3519.4365,3519.4365,0.1,0,"score_days=0<7, default lambda",3519.4365,3519.4365,3519.4365,3519.4365,3519.4365
shared,2025-01-09,89,6621.14,6621.14,0.1,0,"score_days=0<7, default lambda",6621.14,6621.14,6621.14,6621.14,6621.14,3298.8375,3298.8375,0.1,0,"score_days=0<7, default lambda",3298.8375,3298.8375,3298.8375,3298.8375,3298.8375
shared,2025-01-09,90,6686.5383,6686.5383,0.1,0,"score_days=0<7, default lambda",6686.5383,6686.5383,6686.5383,6686.5383,6686.5383,3057.0293,3057.0293,0.1,0,"score_days=0<7, default lambda",3057.0293,3057.0293,3057.0293,3057.0293,3057.0293
shared,2025-01-09,91,6510.334,6510.334,0.1,0,"score_days=0<7, default lambda",6510.334,6510.334,6510.334,6510.334,6510.334,2792.1879,2792.1879,0.1,0,"score_days=0<7, default lambda",2792.1879,2792.1879,2792.1879,2792.1879,2792.1879
shared,2025-01-09,92,6220.79,6220.79,0.1,0,"score_days=0<7, default lambda",6220.79,6220.79,6220.79,6220.79,6220.79,2490.15,2490.15,0.1,0,"score_days=0<7, default lambda",2490.15,2490.15,2490.15,2490.15,2490.15
shared,2025-01-09,93,6406.2703,6406.2703,0.1,0,"score_days=0<7, default lambda",6406.2703,6406.2703,6406.2703,6406.2703,6406.2703,2142.9837,2142.9837,0.1,0,"score_days=0<7, default lambda",2142.9837,2142.9837,2142.9837,2142.9837,2142.9837
shared,2025-01-09,94,6474.5982,6474.5982,0.1,0,"score_days=0<7, default lambda",6474.5982,6474.5982,6474.5982,6474.5982,6474.5982,1838.7517,1838.7517,0.1,0,"score_days=0<7, default lambda",1838.7517,1838.7517,1838.7517,1838.7517,1838.7517
shared,2025-01-09,95,6290.24,6290.24,0.1,0,"score_days=0<7, default lambda",6290.24,6290.24,6290.24,6290.24,6290.24,1585.05,1585.05,0.1,0,"score_days=0<7, default lambda",1585.05,1585.05,1585.05,1585.05,1585.05
shared,2025-01-09,96,6307.331,6307.331,0.1,0,"score_days=0<7, default lambda",6307.331,6307.331,6307.331,6307.331,6307.331,1309.3938,1309.3938,0.1,0,"score_days=0<7, default lambda",1309.3938,1309.3938,1309.3938,1309.3938,1309.3938
shared,2025-01-09,97,6312.2172,6312.2172,0.1,0,"score_days=0<7, default lambda",6312.2172,6312.2172,6312.2172,6312.2172,6312.2172,1036.1478,1036.1478,0.1,0,"score_days=0<7, default lambda",1036.1478,1036.1478,1036.1478,1036.1478,1036.1478
shared,2025-01-09,98,6239.28,6239.28,0.1,0,"score_days=0<7, default lambda",6239.28,6239.28,6239.28,6239.28,6239.28,780.4875,780.4875,0.1,0,"score_days=0<7, default lambda",780.4875,780.4875,780.4875,780.4875,780.4875
shared,2025-01-09,99,6276.4877,6276.4877,0.1,0,"score_days=0<7, default lambda",6276.4877,6276.4877,6276.4877,6276.4877,6276.4877,523.3815,523.3815,0.1,0,"score_days=0<7, default lambda",523.3815,523.3815,523.3815,523.3815,523.3815
shared,2025-01-09,100,6335.5438,6335.5438,0.1,0,"score_days=0<7, default lambda",6335.5438,6335.5438,6335.5438,6335.5438,6335.5438,251.0098,251.0098,0.1,0,"score_days=0<7, default lambda",251.0098,251.0098,251.0098,251.0098,251.0098
shared,2025-01-09,101,6317.75,6317.75,0.1,0,"score_days=0<7, default lambda",6317.75,6317.75,6317.75,6317.75,6317.75,38.4,38.4,0.1,0,"score_days=0<7, default lambda",38.4,38.4,38.4,38.4,38.4
shared,2025-01-09,102,6215.7285,6215.7285,0.1,0,"score_days=0<7, default lambda",6215.7285,6215.7285,6215.7285,6215.7285,6215.7285,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,103,6137.0958,6137.0958,0.1,0,"score_days=0<7, default lambda",6137.0958,6137.0958,6137.0958,6137.0958,6137.0958,3.5235,3.5235,0.1,0,"score_days=0<7, default lambda",3.5235,3.5235,3.5235,3.5235,3.5235
shared,2025-01-09,104,6185.23,6185.23,0.1,0,"score_days=0<7, default lambda",6185.23,6185.23,6185.23,6185.23,6185.23,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,105,6275.9932,6275.9932,0.1,0,"score_days=0<7, default lambda",6275.9932,6275.9932,6275.9932,6275.9932,6275.9932,0.0,0.0,0.1,0,"score_days=0<7, default lambda",0.0,0.0,0.0,0.0,0.0
shared,2025-01-09,106,5749.3845,5749.3845,0.1,0,"score_days=0<7, default lambda",5749.3845,5749.3845,5749.3845,5749.3845,5749.3845,0.253,0.253,0.1,0,"score_days=0<7, default lambda",0.253,0.253,0.253,0.253,0.253
