date,interval,emergency_kWh
2025-05-05,20:40-20:50,412.4803902116571
2025-05-05,21:10-21:40,28.17730350127556
2025-05-06,22:00-22:20,51.68183308558261
2025-05-06,22:30-23:10,88.8754338112416
2025-05-07,20:40-20:50,278.73358871959863
2025-05-08,20:10-20:20,35.999250000000075
2025-05-09,无紧急购电,0.0
2025-05-10,无紧急购电,0.0
2025-05-11,19:20-19:40,41.18071666666674
2025-05-11,20:40-20:50,191.8688754160236
2025-05-12,无紧急购电,0.0
2025-05-13,无紧急购电,0.0
2025-05-14,无紧急购电,0.0
2025-05-15,无紧急购电,0.0
2025-05-16,无紧急购电,0.0
2025-05-17,无紧急购电,0.0
2025-05-18,无紧急购电,0.0
2025-05-19,20:30-20:40,67.00333333333344
2025-05-20,无紧急购电,0.0
2025-05-21,无紧急购电,0.0
2025-05-22,无紧急购电,0.0
2025-05-23,无紧急购电,0.0
2025-05-24,无紧急购电,0.0
2025-05-25,无紧急购电,0.0
2025-05-26,无紧急购电,0.0
2025-05-27,无紧急购电,0.0
2025-05-28,无紧急购电,0.0
2025-05-29,19:20-19:30,8.41228353864767
2025-05-30,无紧急购电,0.0
2025-05-31,无紧急购电,0.0
2025-06-01,10:00-11:10,801.4998158580377
2025-06-01,19:00-24:00,9838.799742636842
2025-06-02,0:00-0:10,83.10920553445033
2025-06-02,19:20-19:40,55.942285665652435
2025-06-02,20:00-20:50,2747.6339724895497
2025-06-02,21:30-21:40,5.997510726965947
2025-06-02,22:00-22:30,79.58007565923428
2025-06-02,22:40-24:00,201.3300601029817
2025-06-03,0:00-0:10,21.08535008662443
2025-06-03,9:40-10:30,372.55941040882726
2025-06-03,19:00-19:10,14.770372616853251
2025-06-03,19:40-20:00,75.27614622268379
2025-06-03,20:30-20:50,129.06074077841583
2025-06-03,22:00-22:30,69.03462634274149
2025-06-03,23:20-23:40,15.067541737275654
2025-06-03,23:50-24:00,16.40169755809932
2025-06-04,0:00-0:10,45.32414293603711
2025-06-04,19:10-19:20,6.353657810897516
2025-06-04,20:40-20:50,11.427401123320465
2025-06-05,19:00-19:20,64.04527453117964
2025-06-05,20:10-20:20,18.165652947682247
2025-06-06,20:40-20:50,512.6443815907971
2025-06-07,无紧急购电,0.0
2025-06-08,无紧急购电,0.0
2025-06-09,19:00-19:20,27.432992228807393
2025-06-09,19:40-20:00,27.84511581070956
2025-06-09,20:30-21:00,210.6016361062018
2025-06-10,19:10-19:30,15.722627482702478
2025-06-10,20:00-20:20,17.067554569201093
2025-06-11,19:30-19:40,9.645101164713084
2025-06-12,20:00-20:10,3.214520349777217
2025-06-13,无紧急购电,0.0
2025-06-14,无紧急购电,0.0
2025-06-15,无紧急购电,0.0
2025-06-16,20:00-20:20,24.506391675418058
2025-06-17,19:30-19:40,26.774416353754415
2025-06-17,20:40-20:50,15.185096194652148
2025-06-18,20:00-20:10,10.240877258928094
2025-06-18,20:30-20:40,1.9541208052231696
2025-06-19,19:20-19:40,76.47263984127903
2025-06-20,无紧急购电,0.0
2025-06-21,无紧急购电,0.0
2025-06-22,无紧急购电,0.0
2025-06-23,无紧急购电,0.0
2025-06-24,9:50-11:00,1512.9586012666755
2025-06-25,无紧急购电,0.0
2025-06-26,19:50-20:00,8.754470589140169
2025-06-27,无紧急购电,0.0
2025-06-28,无紧急购电,0.0
2025-06-29,无紧急购电,0.0
2025-06-30,无紧急购电,0.0
2025-07-01,10:10-10:20,31.254776619836733
2025-07-01,19:00-20:20,500.7519814916286
2025-07-01,20:30-23:00,1297.4263175335889
2025-07-01,23:10-24:00,288.2861366128593
2025-07-02,0:00-0:10,82.04473647642669
2025-07-02,19:10-19:30,37.42415082865671
2025-07-02,20:00-20:20,58.99705515673236
2025-07-03,20:30-20:50,47.5369826136689
2025-07-04,无紧急购电,0.0
2025-07-05,无紧急购电,0.0
2025-07-06,9:10-9:50,382.5271438557058
2025-07-06,10:00-10:20,195.78462166666665
2025-07-06,19:00-19:20,111.54733676279591
2025-07-06,19:30-21:10,4769.878541624434
2025-07-06,21:30-21:40,1.1792797165021738
2025-07-06,22:00-23:10,285.2586955884948
2025-07-06,23:40-24:00,54.22333582346405
2025-07-07,0:00-0:10,51.96041503435004
2025-07-07,19:50-20:10,15.593547531234433
2025-07-08,19:00-19:10,3.856001554036652
2025-07-09,19:30-19:50,87.64634129125761
2025-07-10,19:00-19:20,61.590354904698074
2025-07-10,19:30-19:40,28.55667578692271
2025-07-10,20:30-20:40,20.771112988391337
2025-07-11,无紧急购电,0.0
2025-07-12,无紧急购电,0.0
2025-07-13,19:10-19:40,77.87248812916471
2025-07-13,20:00-20:10,50.46274914739172
2025-07-13,20:40-20:50,14.552310720391349
2025-07-14,19:00-19:10,34.731333650810484
2025-07-14,19:40-20:00,34.76993434031988
2025-07-14,20:40-20:50,94.87609548411274
2025-07-15,无紧急购电,0.0
2025-07-16,19:00-19:10,0.5042113332488043
2025-07-16,20:10-20:20,47.91803811331113
2025-07-17,20:10-20:20,7.685126746056653
2025-07-17,20:40-20:50,8.525017679064831
2025-07-18,无紧急购电,0.0
2025-07-19,无紧急购电,0.0
2025-07-20,20:30-20:50,6.8123195112275425
2025-07-21,无紧急购电,0.0
2025-07-22,20:00-20:10,11.851199630500671
2025-07-23,无紧急购电,0.0
2025-07-24,无紧急购电,0.0
2025-07-25,无紧急购电,0.0
2025-07-26,无紧急购电,0.0
2025-07-27,9:10-9:40,249.38685155555544
2025-07-28,10:20-10:40,64.45756835575438
2025-07-29,无紧急购电,0.0
2025-07-30,无紧急购电,0.0
2025-07-31,无紧急购电,0.0
2025-08-01,无紧急购电,0.0
2025-08-02,无紧急购电,0.0
2025-08-03,19:40-20:10,88.32649717448601
2025-08-04,19:00-19:10,0.7958510847402067
2025-08-05,无紧急购电,0.0
2025-08-06,20:30-20:50,866.6643956511612
2025-08-07,20:10-20:20,11.437934344903738
2025-08-08,无紧急购电,0.0
2025-08-09,无紧急购电,0.0
2025-08-10,20:30-20:50,5.862469086058468
2025-08-11,19:20-19:40,32.93589309854292
2025-08-11,20:10-20:20,9.631826816255284
2025-08-12,19:10-19:40,39.887245801863514
2025-08-12,19:50-20:00,13.203403187228789
2025-08-12,20:40-20:50,156.1643803812583
2025-08-12,21:00-21:10,0.597475471519374
2025-08-13,19:20-19:40,53.78686439366368
2025-08-13,20:40-20:50,33.22335620550791
2025-08-14,19:00-19:20,53.88463443931835
2025-08-14,20:30-20:50,32.00734208184292
2025-08-15,无紧急购电,0.0
2025-08-16,无紧急购电,0.0
2025-08-17,19:10-20:00,135.0077478699393
2025-08-18,19:10-19:30,56.34649101356945
2025-08-18,20:00-20:10,41.15941265631216
2025-08-18,20:30-20:50,55.51348830005986
2025-08-19,19:30-19:50,73.4498614063449
2025-08-19,20:10-20:20,24.19106668148993
2025-08-20,9:10-9:40,431.1529833333321
2025-08-20,19:20-19:30,10.127549325206132
2025-08-20,19:50-20:50,1843.403714926892
2025-08-20,21:00-21:10,36.40070090615679
2025-08-21,19:40-20:00,11.520809789926943
2025-08-21,20:30-20:40,14.143140733727364
2025-08-22,无紧急购电,0.0
2025-08-23,无紧急购电,0.0
2025-08-24,无紧急购电,0.0
2025-08-25,19:30-19:50,22.61733120115582
2025-08-25,20:40-20:50,38.986499315186165
2025-08-26,19:50-20:10,8.861320140572843
2025-08-27,19:00-19:10,14.21475289044622
2025-08-28,19:00-19:10,30.60503032838801
2025-08-28,20:00-20:20,60.86639873709305
2025-08-29,无紧急购电,0.0
2025-08-30,无紧急购电,0.0
2025-08-31,19:20-19:30,7.5476740264711
2025-08-31,20:10-20:20,17.71086099232707
2025-08-31,20:40-20:50,6.117374112738844
2025-09-01,无紧急购电,0.0
2025-09-02,无紧急购电,0.0
2025-09-03,无紧急购电,0.0
2025-09-04,19:50-20:00,5.845527181324769
2025-09-05,无紧急购电,0.0
2025-09-06,无紧急购电,0.0
2025-09-07,无紧急购电,0.0
2025-09-08,19:30-24:00,7186.245775825404
2025-09-09,0:00-0:10,146.95707761295034
2025-09-10,9:10-9:50,296.3760166666656
2025-09-11,无紧急购电,0.0
2025-09-12,无紧急购电,0.0
2025-09-13,无紧急购电,0.0
2025-09-14,无紧急购电,0.0
2025-09-15,19:50-20:00,1.1717666666667128
2025-09-16,19:20-19:30,8.238266666666732
2025-09-17,6:00-6:10,7.629166666666833
2025-09-18,20:40-20:50,2.4633999999999787
2025-09-18,21:00-21:10,4.837170684582611
2025-09-18,21:50-22:00,1.3892880147441922
2025-09-19,无紧急购电,0.0
2025-09-20,无紧急购电,0.0
2025-09-21,无紧急购电,0.0
2025-09-22,19:50-20:10,19.555900000000065
2025-09-23,20:30-20:50,368.3189119534103
2025-09-23,21:00-21:10,41.36250452568338
2025-09-24,无紧急购电,0.0
2025-09-25,19:00-19:10,15.37166666666667
2025-09-26,无紧急购电,0.0
2025-09-27,无紧急购电,0.0
2025-09-28,19:30-19:40,5.868333333333339
2025-09-29,6:10-6:20,20.39463333333333
2025-09-29,20:40-21:00,223.72743714138107
2025-09-30,20:10-20:20,31.41115000000013
2025-09-30,20:40-21:00,210.3452142976654
2025-10-01,无紧急购电,0.0
2025-10-02,无紧急购电,0.0
2025-10-03,无紧急购电,0.0
2025-10-04,无紧急购电,0.0
2025-10-05,无紧急购电,0.0
2025-10-06,无紧急购电,0.0
2025-10-07,无紧急购电,0.0
2025-10-08,20:40-21:00,291.03437878622253
2025-10-09,无紧急购电,0.0
2025-10-10,无紧急购电,0.0
2025-10-11,无紧急购电,0.0
2025-10-12,6:10-6:20,20.929933333333334
2025-10-13,无紧急购电,0.0
2025-10-14,无紧急购电,0.0
2025-10-15,20:40-20:50,223.10763239740493
2025-10-15,21:00-21:20,25.630157248937714
2025-10-16,20:30-20:50,999.7201469648747
2025-10-17,无紧急购电,0.0
2025-10-18,无紧急购电,0.0
2025-10-19,20:40-21:10,277.085224585657
2025-10-20,9:50-10:20,83.48286012000993
2025-10-21,无紧急购电,0.0
2025-10-22,20:40-21:10,71.00391661739775
2025-10-23,无紧急购电,0.0
2025-10-24,20:50-21:30,105.63746487083898
2025-10-25,无紧急购电,0.0
2025-10-26,无紧急购电,0.0
2025-10-27,6:10-6:20,14.982249360756782
2025-10-28,无紧急购电,0.0
2025-10-29,20:40-21:40,668.4083655376676
2025-10-30,6:10-6:20,0.896166928002117
2025-10-31,无紧急购电,0.0
2025-11-01,无紧急购电,0.0
2025-11-02,20:40-20:50,168.11076879464997
2025-11-03,无紧急购电,0.0
2025-11-04,6:00-6:20,32.53307256317976
2025-11-04,20:40-20:50,16.598425631976284
2025-11-05,无紧急购电,0.0
2025-11-06,无紧急购电,0.0
2025-11-07,无紧急购电,0.0
2025-11-08,无紧急购电,0.0
2025-11-09,无紧急购电,0.0
2025-11-10,无紧急购电,0.0
2025-11-11,无紧急购电,0.0
2025-11-12,无紧急购电,0.0
2025-11-13,无紧急购电,0.0
2025-11-14,无紧急购电,0.0
2025-11-15,无紧急购电,0.0
2025-11-16,无紧急购电,0.0
2025-11-17,无紧急购电,0.0
2025-11-18,无紧急购电,0.0
2025-11-19,6:00-6:10,1.3850000000001046
2025-11-20,无紧急购电,0.0
2025-11-21,无紧急购电,0.0
2025-11-22,无紧急购电,0.0
2025-11-23,无紧急购电,0.0
2025-11-24,6:10-6:20,18.83966666666663
2025-11-25,无紧急购电,0.0
2025-11-26,6:10-6:20,31.009150818344096
2025-11-27,无紧急购电,0.0
2025-11-28,无紧急购电,0.0
2025-11-29,无紧急购电,0.0
2025-11-30,6:10-6:20,6.062833333333401
2025-12-01,6:10-6:20,78.13214096862532
2025-12-01,8:00-8:20,113.36543333333327
2025-12-01,9:10-11:00,3782.8090820842463
2025-12-01,20:40-20:50,219.44558998162427
2025-12-02,6:10-6:20,76.58738578801137
2025-12-02,8:00-8:30,170.24135155700628
2025-12-02,9:20-11:00,3787.777367985218
2025-12-02,20:40-21:00,606.3069564509574
2025-12-02,21:30-21:40,0.2278455475070337
2025-12-03,8:00-8:20,61.60831486578593
2025-12-03,9:50-10:50,1466.7055741385782
2025-12-04,8:20-8:30,32.66938726574324
2025-12-05,无紧急购电,0.0
2025-12-06,无紧急购电,0.0
2025-12-07,8:00-8:10,3.995261787472941
2025-12-08,无紧急购电,0.0
2025-12-09,8:00-8:20,35.29970733733933
2025-12-10,无紧急购电,0.0
2025-12-11,无紧急购电,0.0
2025-12-12,无紧急购电,0.0
2025-12-13,无紧急购电,0.0
2025-12-14,无紧急购电,0.0
2025-12-15,无紧急购电,0.0
2025-12-16,无紧急购电,0.0
2025-12-17,无紧急购电,0.0
2025-12-18,无紧急购电,0.0
2025-12-19,无紧急购电,0.0
2025-12-20,无紧急购电,0.0
2025-12-21,无紧急购电,0.0
2025-12-22,无紧急购电,0.0
2025-12-23,无紧急购电,0.0
2025-12-24,无紧急购电,0.0
2025-12-25,无紧急购电,0.0
2025-12-26,无紧急购电,0.0
2025-12-27,无紧急购电,0.0
2025-12-28,无紧急购电,0.0
2025-12-29,无紧急购电,0.0
2025-12-30,无紧急购电,0.0
2025-12-31,无紧急购电,0.0
