date,C75,C80,L75,L80,d_bias_80,d_bias_75,d_quantile_L,d_quantile_C,d_combined_75_vs_80
2025-03-28,15526.3134422464,15812.027279625547,15631.654110451715,15896.787161916749,-84.7598822912023,-105.3406682053137,-265.13305146503444,-285.71383737914584,-370.47371967034815
2025-03-29,14624.864425246862,14760.789045189647,14679.948870699765,14888.132197093866,-127.34315190421876,-55.08444545290331,-208.18332639410073,-135.92461994278528,-263.26777184700404
2025-03-30,38658.71340031258,38832.58124852787,38568.9308022353,38713.537397334105,119.0438511937682,89.78259807728318,-144.60659509880497,-173.86784821529,-54.82399702152179
2025-03-31,38923.70184330877,38979.99096664493,38675.04701439966,38853.36522842502,126.625738219911,248.65482890911517,-178.31821402536298,-56.28912333615881,70.33661488375219
2025-04-01,40704.50921008793,41438.81917501746,40716.79387504599,41511.87095196255,-73.05177694508893,-12.284664958060603,-795.077076916561,-734.3099649295327,-807.3617418746217
2025-04-02,40516.08316463386,40945.7463717604,40600.59929073167,41096.57969154763,-150.83331978723436,-84.51612609780568,-495.98040081596264,-429.66320712653396,-580.4965269137683
2025-04-03,39820.49644726838,40644.5796094301,40008.84320533516,40801.88824295269,-157.3086335225962,-188.34675806677842,-793.0450376175359,-824.0831621617181,-981.3917956843143
2025-04-04,14215.383942484028,14470.837063508425,14288.716455605068,14533.046478003625,-62.20941449520069,-73.33251312104039,-244.33002239855705,-255.45312102439675,-317.66253551959744
2025-04-05,14238.251802120893,14429.49508577653,14144.495412895732,14306.474612644533,123.02047313199728,93.75638922516009,-161.97919974880097,-191.24328365563815,-68.22281052364087
2025-04-06,37875.73761948288,38594.859082112795,38095.92223736376,38821.31727786989,-226.45819575709902,-220.18461788087734,-725.3950405061332,-719.1214626299115,-945.5796583870106
2025-04-07,35821.99412844063,36135.34291540671,35993.870268221326,36260.755909539585,-125.41299413287197,-171.87613978069567,-266.8856413182584,-313.3487869660821,-438.7617810989541
2025-04-08,38072.310935725676,38825.08458228818,38131.28929393536,38946.14891123818,-121.06432895000034,-58.97835820968612,-814.85961730282,-752.7736465625057,-873.8379755125061
2025-04-09,40044.27329485746,40404.96780509937,39935.805479783274,40271.51248116519,133.4553239341767,108.46781507418928,-335.7070013819175,-360.69451024190494,-227.23918630772823
2025-04-10,38520.960237568135,38923.96899497831,38533.20560117879,38968.38110119614,-44.41210621782375,-12.245363610658387,-435.17550001734344,-403.0087574101781,-447.4208636280018
2025-04-11,13657.93293723957,13645.71330513903,13540.63090465322,13572.527971568717,73.18533357031265,117.30203258634901,-31.897066915496907,12.219632100539457,85.4049656708521
2025-04-12,14256.797170586755,14497.634789466618,14301.771065837534,14524.626137074116,-26.991347607498028,-44.973895250779606,-222.85507123658135,-240.83761887986293,-267.82896648736096
2025-04-13,35618.21614328749,36156.56016173236,35678.08545570368,36312.57279764798,-156.0126359156202,-59.86931241618731,-634.4873419443029,-538.34401844487,-694.3566543604902
2025-04-14,36759.04929468668,37051.346013038325,36820.18853380718,37161.918583335035,-110.57257029671018,-61.13923912050086,-341.73004952785413,-292.2967183516448,-402.869288648355
2025-04-15,34712.602555300844,35515.75682676346,34691.712120447766,35274.08589724905,241.6709295144101,20.89043485307775,-582.373776801287,-803.1542714626194,-561.4833419482093
2025-04-16,37340.42782177109,37980.58622633948,37260.70076567752,37999.82838039298,-19.24215405349969,79.72705609357217,-739.127614715464,-640.1584045683921,-659.4005586218918
2025-04-17,36389.62655762633,36609.38338371091,36330.06416032476,36932.661645558976,-323.27826184806327,59.5623973015754,-602.5974852342188,-219.7568260845801,-543.0350879326434
2025-04-18,13316.960173437496,13538.225042907225,13309.852146159335,13535.884540453022,2.3405024542025785,7.10802727816008,-226.0323942936866,-221.2648694697291,-218.9243670155265
2025-04-19,13617.540499757162,13822.503128836132,13544.201625642225,13785.354599808825,37.14852902730672,73.33887411493743,-241.15297416659996,-204.96262907896926,-167.81410005166254
2025-04-20,35067.161214004125,35433.40558868541,35118.653815833895,35507.097604503295,-73.69201581788366,-51.49260182977014,-388.4437886693995,-366.244374681286,-439.93639049916965
2025-04-21,34780.91788114922,35412.81692656076,34485.677716902595,35137.74020495067,275.0767216100867,295.24016424662113,-652.0624880480755,-631.899045411541,-356.82232380145433
2025-04-22,35240.249938688576,35665.32624351539,35098.900227679376,35480.962855882244,184.36338763314416,141.34971100919938,-382.0626282028679,-425.0763048268127,-240.71291719366855
2025-04-23,34519.03630549221,34593.52873338063,34837.756560518785,34699.99404939036,-106.46531600973685,-318.720255026572,137.76251112842147,-74.49242788841366,-180.9577438981505
2025-04-24,34186.42813414038,34767.162343650445,33847.53346611959,34426.72218143468,340.4401622157675,338.89466802078823,-579.1887153150892,-580.7342095100685,-240.29404729430098
2025-04-25,12730.220520444074,12978.078143983179,12702.240811331627,12921.064032930302,57.014111052876615,27.97970911244738,-218.82322159867545,-247.85762353910468,-190.84351248622806
2025-04-26,13141.841265853065,13330.466582283096,13122.214559837903,13345.656247154388,-15.189664871291825,19.6267060151622,-223.4416873164846,-188.62531643003058,-203.8149813013224
2025-04-27,33722.05797575561,34209.48422653954,33505.955668067705,33951.62866053151,257.855566008031,216.10230768790643,-445.6729924638057,-487.4262507839303,-229.57068477589928
2025-04-28,38736.26715087863,39476.12846673253,38807.548506597355,39362.27148801925,113.85697871328011,-71.28135571872554,-554.7229814218954,-739.861315853901,-626.0043371406209
2025-04-29,34468.851653889375,35029.98100061408,34077.803903045664,34734.476919369015,295.50408124506794,391.0477508437107,-656.6730163233515,-561.1293467247087,-265.6252654796408
2025-04-30,32236.254482176722,33051.36613887469,31990.580490535056,32433.999697976426,617.3664408982659,245.67399164166636,-443.4192074413695,-815.111656697969,-197.74521579970315
2025-05-01,44598.08928781472,44385.20949709492,44427.44331768185,44120.60022051055,264.6092765843714,170.6459701328713,306.84309717130236,212.87979071980226,477.48906730417366
2025-05-02,21866.22052015378,21247.028009670717,21949.843085475346,21303.591773699227,-56.56376402850947,-83.62256532156607,646.2513117761191,619.1925104830625,562.628746454553
2025-05-03,20936.047322504135,20312.132278952166,20937.875786628472,20410.59726153481,-98.46498258264546,-1.828464124337188,527.2785250936613,623.9150435519696,525.4500609693241
2025-05-04,43705.79740903968,43180.07505705542,43268.159875248464,42738.49605600678,441.5790010486453,437.6375337912177,529.6638192416867,525.7223519842591,967.3013530329044
2025-05-05,40583.05262680717,40453.21266881864,40276.97708900617,40198.22405915678,254.98860966185748,306.0755378009999,78.75302984938753,129.83995798852993,384.8285676503874
2025-05-06,36998.57767072933,37551.35678570035,37602.557550542115,37282.5387364909,268.81804920945433,-603.9798798127813,320.0188140512182,-552.7791149710174,-283.9610657615631
2025-05-07,39128.8620836246,39203.134672486376,39348.81883690454,39286.42954140803,-83.29486892165733,-219.95675327994104,62.38929549650493,-74.27258886177879,-157.5674577834361
2025-05-08,40781.58061657564,41802.02271314117,40259.870084617454,41097.34675030415,704.67596283702,521.7105319581824,-837.4766656866923,-1020.4420965655299,-315.7661337285099
2025-05-09,14955.962910708022,15279.675544949017,14868.46037381799,15194.981745753874,84.69379919514358,87.50253689003148,-326.5213719358835,-323.7126342409956,-239.01883504585203
2025-05-10,15271.634570706396,15450.622924587846,15268.121418918103,15383.238507790982,67.38441679686366,3.5131517882928165,-115.11708887287932,-178.98835388145017,-111.6039370845865
2025-05-11,39749.10584930927,39357.75292384177,39506.23616597062,39040.942010824816,316.81091301695415,242.86968333864934,465.29415514580614,391.35292546750134,708.1638384844555
2025-05-12,35881.85593511234,36506.365937586714,35958.34935350688,36325.52000742179,180.84593016492727,-76.493418394537,-367.17065391490905,-624.5100024743733,-443.66407230944606
2025-05-13,38508.14574776842,39043.774864200685,38183.1053371857,38780.967813111216,262.8070510894686,325.0404105827256,-597.8624759255181,-535.6291164322611,-272.8220653427925
2025-05-14,37653.88540887351,38600.89955468182,37872.61069135574,38731.98473689949,-131.08518221767008,-218.72528248222807,-859.374045543751,-947.014145808309,-1078.099328025979
2025-05-15,38042.298739203,38733.56126528273,37778.41296114488,38923.38168711235,-189.82042182961595,263.88577805811656,-1144.9687259674683,-691.2625260797358,-881.0829479093518
2025-05-16,14540.499126053242,14963.820344239963,14482.095897358882,14922.39877852419,41.421565715772886,58.40322869436022,-440.30288116530755,-423.3212181867202,-381.89965247094733
2025-05-17,14867.871875977917,15120.615070389884,14810.597586061238,15097.730624116346,22.884446273537833,57.274289916678754,-287.13303805510805,-252.74319441196712,-229.8587481384293
2025-05-18,38117.96651282072,38962.03971919568,37922.11218701331,38767.55834068248,194.48137851319916,195.85432580741326,-845.4461536691742,-844.0732063749601,-649.591827861761
2025-05-19,36529.549830780335,37268.52479117256,36363.11591694285,37093.01292138446,175.5118697880971,166.4339138374853,-729.8970044416128,-738.9749603922246,-563.4630906041275
2025-05-20,36723.45933417142,37517.050273451976,37111.89801082731,37654.31251632217,-137.2622428701943,-388.43867665588914,-542.4145054948604,-793.5909392805552,-930.8531821507495
2025-05-21,36489.547561399166,37040.89920911178,36932.36400862816,37468.148046034345,-427.24883692256117,-442.81644722899364,-535.7840374061852,-551.3516477126177,-978.6004846351789
2025-05-22,35948.308760384425,36800.232921144016,35836.97961573042,36617.0627606629,183.1701604811169,111.32914465400245,-780.083144932476,-851.9241607595904,-668.7540002784735
2025-05-23,15507.236317747356,15921.832407752418,15463.928894028133,15904.385889245563,17.446518506854773,43.30742371922315,-440.4569952174297,-414.59609000506134,-397.14957149820657
2025-05-24,14713.388777388996,15135.892022485797,14704.01781447287,15111.092779340894,24.799243144903812,9.37096291612579,-407.074964868023,-422.50324509680104,-397.7040019518972
2025-05-25,35606.59452312934,36216.90174625847,35555.4569137025,36187.77551772148,29.126228536988492,51.13760942683439,-632.3186040189757,-610.3072231291299,-581.1809945921414
2025-05-26,38132.42021053446,38592.45814589461,38126.09024309556,38650.10380368014,-57.645657785527874,6.329967438898166,-524.013560584579,-460.0379353601529,-517.6835931456808
2025-05-27,35166.75219761184,35444.26435585975,35375.517016957994,35619.77798944506,-175.51363358530944,-208.7648193461573,-244.26097248706355,-277.51215824791143,-453.02579183322086
2025-05-28,37402.883783313504,38282.251977840366,37390.01222225207,38327.87638536016,-45.62440751979739,12.871561061430839,-937.86416310809,-879.3681945268618,-924.9926020466592
2025-05-29,38115.63869033883,38548.25558815626,38430.92217338273,38861.975919106764,-313.72033095050574,-315.2834830439024,-431.05374572403525,-432.6168978174319,-746.3372287679376
2025-05-30,15433.81387940608,15920.255547236886,15505.351054564986,15945.423497061594,-25.167949824708558,-71.5371751589064,-440.07244249660835,-486.4416678308062,-511.60961765551474
2025-05-31,15668.38952129693,16093.25016778614,15672.534213696235,16081.67759616152,11.57257162461974,-4.144692399306223,-409.14338246528496,-424.8606464892109,-413.2880748645912
2025-06-01,59959.214692783695,58321.53373569066,59651.154747368375,58024.58754457118,296.9461911194812,308.0599454153198,1626.567202797196,1637.6809570930345,1934.6271482125157
2025-06-02,51774.542301890644,51543.80897706015,51793.92761788564,51680.14527313082,-136.3362960706727,-19.385315994994016,113.7823447548144,230.73332483049307,94.39702875982039
2025-06-03,48848.94450668475,48651.888715568704,48977.10456150555,48862.6467237357,-210.75800816699484,-128.16005482080072,114.457837769849,197.0557911160431,-13.702217050951731
2025-06-04,51968.58704107809,52798.00292131613,52312.15020698013,53074.568313177726,-276.5653918615935,-343.5631659020364,-762.4181061975978,-829.4158802380407,-1105.9812720996342
2025-06-05,49816.99028404694,50289.34401745794,49969.91223807324,50948.18501114948,-658.8409936915414,-152.92195402630023,-978.2727730762417,-472.3537334110006,-1131.194727102542
2025-06-06,22772.881932008346,23451.90359626672,23216.12294641832,24003.576338751554,-551.6727424848359,-443.241014409974,-787.4533923332347,-679.0216642583728,-1230.6944067432087
2025-06-07,24256.88140027773,25444.56888104575,24614.40868973013,25840.587957377982,-396.01907633223163,-357.52728945240233,-1226.1792676478508,-1187.6874807680215,-1583.7065571002531
2025-06-08,49723.86873956296,50709.35038752561,50080.49669669984,50866.783034238426,-157.4326467128194,-356.62795713687956,-786.2863375385859,-985.4816479626461,-1142.9142946754655
2025-06-09,49550.31963148457,50151.57665652756,50038.37458041982,50651.7893236117,-500.21266708413896,-488.05494893524883,-613.4147431918827,-601.2570250429926,-1101.4696921271316
2025-06-10,49612.73662461267,49491.21076634391,49384.987346884984,49640.74393450315,-149.53316815924336,227.7492777276857,-255.75658761816885,121.5258582687602,-28.007309890483157
2025-06-11,53395.49356253435,53703.81872958722,53580.53445553517,53797.44388690517,-93.62515731794701,-185.04089300081978,-216.90943136999704,-308.3251670528698,-401.9503243708168
2025-06-12,49876.63220961175,50385.245500388446,50210.02576112517,50885.75523979466,-500.50973940621043,-333.3935515134217,-675.7294786694838,-508.61329077669507,-1009.1230301829055
2025-06-13,20849.313600438767,21324.699633433076,20947.197722128738,21463.30295180209,-138.6033183690124,-97.88412168997093,-516.1052296733506,-475.38603299430906,-613.9893513633215
2025-06-14,20161.061791636603,20469.641760580602,20288.259590955393,20855.823672570914,-386.1819119903121,-127.1977993187902,-567.564081615521,-308.5799689439991,-694.7618809343112
2025-06-15,49664.81202399454,50197.98581010272,49484.92667922688,50126.22490505059,71.76090505212778,179.88534476765926,-641.2982258237098,-533.1737861081783,-461.41288105605054
2025-06-16,50404.131147045126,51139.70356285855,50350.37796887829,50953.668580112026,186.0349827465252,53.75317816683673,-603.2906112337369,-735.5724158134253,-549.5374330669001
2025-06-17,51876.86078789196,52466.09756542889,51849.71081209727,52610.98684960842,-144.8892841795241,27.149975794687634,-761.2760375111466,-589.2367775369348,-734.1260617164589
2025-06-18,51188.65108792238,51895.48492607935,51147.485065929766,51919.64809786585,-24.163171786502062,41.166021992612514,-772.1630319360847,-706.8338381569702,-730.9970099434722
2025-06-19,50897.26371606364,51354.44004937397,50827.44995429049,51290.72845826709,63.71159110687586,69.81376177314814,-463.2785039766022,-457.17633331032994,-393.4647422034541
2025-06-20,20401.341448955704,20873.0983095823,20501.237977881363,20973.90913054738,-100.8108209650818,-99.89652892565937,-472.6711526660183,-471.7568606265959,-572.5676815916777
2025-06-21,19990.134909457884,20494.533312620017,20027.709311414525,20492.58744279643,1.9458698235866905,-37.57440195664094,-464.8781313819054,-504.39840316213304,-502.45253333854635
2025-06-22,48574.89735249,49503.058706525764,48486.67290105718,49422.87101179214,80.18769473362772,88.22445143281948,-936.1981107349566,-928.1613540357648,-847.9736593021371
2025-06-23,47009.07636498521,48085.91987963057,47019.653499049185,48143.46111631504,-57.54123668446846,-10.5771340639767,-1123.8076172658548,-1076.843514645363,-1134.3847513298315
2025-06-24,54138.469638199436,54915.87627777745,54108.63476093514,55144.07713464483,-228.20085686738457,29.834877264293027,-1035.4423737096877,-777.4066395780101,-1005.6074964453946
2025-06-25,50868.96634060452,51971.97744763897,50747.23792887066,51799.12796780014,172.84947983883467,121.72841173386405,-1051.8900389294795,-1103.01110703445,-930.1616271956154
2025-06-26,48918.42488183569,49668.77085815944,48713.159888451344,49391.767764008866,277.00309415057563,205.26499338434223,-678.6078755575218,-750.3459763237552,-473.34288217317953
2025-06-27,20469.431651794177,21061.173861592004,20608.770245569394,21186.46311334197,-125.28925174996766,-139.3385937752173,-577.6928677725773,-591.742209797827,-717.0314615477946
2025-06-28,19652.074096209133,20182.041156331947,19747.112774505797,20281.11456242599,-99.07340609404491,-95.03867829666342,-534.001787920195,-529.9670601228136,-629.0404662168585
2025-06-29,50520.498345231295,51637.990039280136,50337.73030803871,51399.320711839704,238.66932744043152,182.76803719258896,-1061.5904038009976,-1117.4916940488401,-878.8223666084086
2025-06-30,50302.25975552927,51457.74634860495,50145.215973283994,51237.60604442274,220.14030418221228,157.04378224527318,-1092.3900711387469,-1155.486593075686,-935.3462888934737
2025-07-01,69010.02130294258,65611.11281180098,69424.91041085568,66166.79332207945,-555.680510278471,-414.889107913099,3258.1170887762273,3398.9084911415994,2843.2279808631283
2025-07-02,50434.61645535339,50761.71518465716,50507.49793060294,50546.8497512937,214.86543336345494,-72.88147524955275,-39.35182069076109,-327.0987293037688,-112.23329594031384
2025-07-03,56474.693553875804,56614.738263203195,55982.21226219238,56101.98549850069,512.7527647025054,492.4812916834271,-119.77323630831233,-140.0447093273906,372.7080553751148
2025-07-04,25769.659228767912,25148.91910679951,25625.87134258558,25165.618534261183,-16.699427461673622,143.78788618233375,460.252808324396,620.7401219684034,604.0406945067298
2025-07-05,25809.59101109258,26155.589005858827,25873.797845866215,26217.2187890953,-61.629783236472576,-64.20683477363491,-343.4209432290845,-345.99799476624685,-407.6277780027194
2025-07-06,61688.76805285213,60433.326138132725,61720.08153993141,60019.00047818656,414.32565994616743,-31.313487079278275,1701.0810617448515,1255.4419147194058,1669.7675746655732
2025-07-07,53806.46049518634,54795.04810243069,53288.46510102119,54203.02100715674,592.0270952739447,517.9953941651474,-914.5559061355525,-988.5876072443498,-396.56051197040506
2025-07-08,61659.56949311897,62694.487444709135,61156.40164052296,62089.2340719262,605.2533727829359,503.16785259600874,-932.8324314032361,-1034.9179515901633,-429.6645788072274
2025-07-09,52877.04051515811,53825.301948132634,52414.12161047811,53275.07170799492,550.2302401377165,462.91890467999474,-860.9500975168048,-948.2614329745265,-398.0311928368101
2025-07-10,51584.72457667712,52038.87851558895,51247.42397873394,51608.18611714922,430.692398439729,337.3005979431837,-360.7621384152808,-454.1539389118261,-23.461540472097113
2025-07-11,25664.110480647658,26398.646868059477,25620.87522677413,26334.38638556514,64.26048249433734,43.23525387352856,-713.5111587910105,-734.5363874118193,-670.275904917482
2025-07-12,25892.151322888465,26365.629001117057,25913.95548896164,26405.977459541857,-40.3484584247999,-21.80416607317602,-492.02197058021557,-473.4776782285917,-513.8261366533916
2025-07-13,52952.34438956968,53026.84061078797,52433.11997227705,52467.24028621582,559.6003245721513,519.2244172926294,-34.1203139387726,-74.49622121829452,485.1041033538568
2025-07-14,51724.277492106194,52499.112156261064,51417.05119065245,52144.74539256476,354.3667636963073,307.2263014537457,-727.6942019123089,-774.8346641548706,-420.46790045856324
2025-07-15,52608.15787625834,52980.51592549926,52184.26235776328,52642.05407215841,338.4618533408502,423.89551849506097,-457.7917143951345,-372.3580492409237,-33.89619590007351
2025-07-16,51506.81737251586,52302.48553410878,51291.22725470617,52037.32185651175,265.1636775970328,215.59011780969013,-746.0946018055765,-795.6681615929192,-530.5044839958864
2025-07-17,52121.37072016576,52912.32909621625,52033.41981931318,52855.87904101276,56.450055203487864,87.95090085257834,-822.4592216995807,-790.9583760504902,-734.5083208470023
2025-07-18,29465.176722892425,30443.648486540555,29080.940029936704,30068.399028508877,375.24945803167793,384.2366929557211,-987.4589985721723,-978.4717636481291,-603.2223056164512
