企业代号,信誉评级,TOPSIS得分,D+,D-
E63,B,0.25955793388158527,0.3570639432205486,0.12516682425589662
E64,A,0.2678770692307241,0.3783296976381385,0.1384273719968481
E65,B,0.22743869405434364,0.38539445497620906,0.11345845712874365
E66,B,0.31440328694422326,0.3710198835526936,0.17014357250159784
E67,B,0.27620883442819194,0.3768856056449269,0.14382482345967382
E68,C,0.2892012042987268,0.39272718058412215,0.1597880823162181
E69,C,0.27088530882756706,0.39006860759107753,0.14492076379669616
E70,B,0.22999495159656658,0.37617833188793404,0.11236175621651454
E71,B,0.2886622800513907,0.36972118407151194,0.15003360551682218
E72,C,0.32347002947685005,0.3745364563989888,0.17907753847557079
E73,C,0.24409995060712095,0.3881823491331073,0.12535426445209574
E74,B,0.25230697141975106,0.3810355608240202,0.12857941321233843
E75,C,0.3109264628090741,0.32441272905016977,0.14638278790137924
E76,B,0.2680769366032186,0.38458300288921515,0.14085884312281435
E77,C,0.20341046480255778,0.4005707937435136,0.10228642202236139
E78,C,0.232949239703773,0.39327551373759745,0.11943568664660001
E79,B,0.25215326041541664,0.3881990679224926,0.1308900046054741
E80,C,0.3154810763035499,0.37365993181159973,0.17221239111648046
E81,A,0.2689942189582095,0.3820831817455418,0.1405982995020612
E82,D,0.2291487630548514,0.3919948799287201,0.11652721023963349
E83,B,0.3125039324501978,0.3394837002514215,0.15431360187186466
E84,A,0.23544209340132347,0.388136523872846,0.11952486171662166
E85,B,0.24871459643316404,0.383939379341515,0.12710393389983551
E86,C,0.21839069437027725,0.3936636116260507,0.10999417619006657
E87,C,0.25218007494072514,0.38669207033572234,0.13040042733592302
E88,A,0.23584389724667526,0.38986260126149486,0.12032452178211236
E89,A,0.22606399577707964,0.39440802715174333,0.11520520606176167
E90,C,0.24904120161590854,0.38594253652271365,0.12799050460230474
E91,A,0.24904462772292643,0.38896635724166384,0.12899566033159424
E92,C,0.3208922845535086,0.37753777265054245,0.17839432364620839
E93,B,0.2560235649941465,0.3860486239906242,0.13285037386247647
E94,C,0.21570300208501644,0.3933946093523655,0.10819421803727959
E95,B,0.23519015143040442,0.39474996752136665,0.12139135912545808
E96,C,0.2943201396854788,0.3882007026180909,0.16190810364466884
E97,B,0.29806092107598814,0.3862171375215928,0.1639974781032082
E98,B,0.23220568068682426,0.39119533106646476,0.11831004498068055
E99,D,0.291957248732935,0.38094801703455516,0.157081670116975
E100,D,0.18757009879009132,0.39805235760624313,0.09190050957546188
E101,D,0.29783855504256895,0.39274345228421365,0.16659152414191228
E102,D,0.268624017243352,0.3806085340941132,0.13979211585038182
E103,D,0.32562960992775014,0.37514251885628813,0.18114305897341565
E104,C,0.2816916359202701,0.39162775039822917,0.15358064866710058
E105,C,0.21847639160411278,0.3988043236447547,0.11148650000430006
E106,B,0.26396379164151407,0.38797140530550195,0.1391377281030255
E107,D,0.3066479865848909,0.3863067675903286,0.17085144812473418
E108,D,0.3188499255646074,0.3757704662426145,0.17590013254956954
E109,D,0.31453578135820814,0.3814236911063169,0.17502212164149358
E110,C,0.23726084875843734,0.39742910646822605,0.12362597270780944
E111,D,0.2583153830211886,0.3807710295915892,0.13261568958533151
E112,D,0.2110610921606054,0.40314207876503066,0.10785069503502863
E113,D,0.31208911219169316,0.3828811608631689,0.17370424979070878
E114,D,0.24392638483235876,0.3948448098832561,0.12738583591830724
E115,D,0.29253488118852977,0.39484410184218804,0.16326695447514455
E116,D,0.25045577358715526,0.39322313866570496,0.13139319125006657
E117,D,0.2175108490319502,0.41048308954322016,0.11410321457422735
E118,D,0.2405587140824185,0.3966088005391296,0.12562881058247433
E119,D,0.23771636190976186,0.39012354643271124,0.1216591146608128
E120,D,0.2576891626103109,0.3939834924394999,0.13676922619494863
E121,D,0.23534945128711388,0.39770878014970706,0.12240957087044606
E122,D,0.23966658103368849,0.3955939658030075,0.12469615736097393
E123,D,0.24980192830753398,0.39725518714454205,0.13227855152042609
E124,,0.7753076112845046,0.09233836586811457,0.3186162470098016
E125,,0.75839359958555,0.10278335216058077,0.32263319130930596
E126,,0.5742564822581538,0.16162334173866524,0.21800274943116435
E127,,0.41016145883210176,0.2182440302652627,0.15176236832433687
E128,,0.3263600537492622,0.25235988496125294,0.12226143853567899
E129,,0.6590313832364583,0.14054624576036628,0.2716507877518045
E130,,0.4457105786394524,0.2250848043992674,0.1809933204617205
E131,,0.6460771650430375,0.14262566312891753,0.26035955145050527
E132,,0.44964361299428957,0.20808963324191423,0.17001016291106696
E133,,0.34107754705650667,0.258436131250227,0.13377411064779035
E134,,0.3688572732410825,0.25265244785836405,0.14765708726750673
E135,,0.3175078090808874,0.2583180362224375,0.12017426425302807
E136,,0.3557418697796732,0.24614283657267821,0.1359134054586326
E137,,0.423905202711353,0.21745334817038253,0.16000771107345155
E138,,0.2880647357067465,0.2713514989111829,0.1097948150885936
E139,,0.4447084295418652,0.21259256797731785,0.17025598174765977
E140,,0.3530714302393904,0.2471279268409705,0.13487395392792553
E141,,0.39931365407409825,0.23419736903266555,0.15568559503705834
E142,,0.3264546642738251,0.25872603724083376,0.1253996136723865
E143,,0.4021231476461325,0.23233918536440523,0.1562679140255562
E144,,0.40686593210334976,0.24910606758148873,0.17087667347656357
E145,,0.5072410578385098,0.18846680720138864,0.19400583032617885
E146,,0.4552782379885305,0.20378481132965154,0.17032327484250162
E147,,0.5296899989087261,0.18063755587277128,0.20344434914845452
E148,,0.3984867231447039,0.26779406914645043,0.17740653312677243
E149,,0.29277823587426105,0.2825429134322467,0.11696814617054427
E150,,0.40141466874741344,0.23382869911834814,0.15680683924873814
E151,,0.26784817634899977,0.28699601316356205,0.10499374438547897
E152,,0.24529295800950174,0.2858275391493427,0.0928989410600083
E153,,0.31239631486519776,0.2630612614512932,0.11951560697209831
E154,,0.4641815935156155,0.19700903044517704,0.17066970679643814
E155,,0.34004754602386794,0.2533309926609442,0.13053150309179024
E156,,0.30382964601662216,0.274776059591661,0.11992052732522196
E157,,0.3414968002676447,0.2540621864079841,0.13175551337876584
E158,,0.37021451196478483,0.24610276294198344,0.1446696053002766
E159,,0.3953165005957578,0.24365358293276068,0.15929041525138476
E160,,0.6034164466359454,0.15100165468862956,0.22975458051555198
E161,,0.3191731909069868,0.2772318006108993,0.12996691733023918
E162,,0.6401526472993573,0.1327005032858595,0.23606838911107755
E163,,0.3747059796755279,0.23407299736667597,0.14026770237689848
E164,,0.42385153741966286,0.2181426771698884,0.16047966685482784
E165,,0.45949645772599285,0.20833659258918372,0.17711249495543127
E166,,0.34153974435506046,0.2732754828545452,0.14174650811175624
E167,,0.6122011104068176,0.1528662565908595,0.24132327518741303
E168,,0.2037045279389161,0.31294099069111636,0.08005508138017617
E169,,0.4271559782472019,0.21779397559591074,0.16240372499466316
E170,,0.38060130327892167,0.2512642108092605,0.1543940767289524
E171,,0.4472238278798635,0.2138114150293276,0.1729842362403469
E172,,0.31988588029967635,0.26486584627415594,0.12457739832385603
E173,,0.4167465517556909,0.22395145545197287,0.16001791548542993
E174,,0.37516984183885943,0.23971242644798516,0.14393171599410057
E175,,0.47694896608638243,0.1977342072403473,0.1803057911329146
E176,,0.3506922109583184,0.2544715792608773,0.13744052631139064
E177,,0.39047664337549787,0.23768129985816708,0.15226487887269569
E178,,0.3415003373952136,0.25238373747251536,0.1308871360298035
E179,,0.337394324893451,0.2629342195896662,0.1338843300270856
E180,,0.4090926503711885,0.231385020850377,0.1601907906311555
E181,,0.39102994750878284,0.23309793414792804,0.14967612363152138
E182,,0.3444663920734913,0.2577990001716922,0.13546688352844258
E183,,0.3053662789056427,0.27785058606066737,0.12214524005124643
E184,,0.3173842020473675,0.274050073078432,0.12742038376454112
E185,,0.29852432448315425,0.27006873675243476,0.11493212523567614
E186,,0.2741459109925292,0.28963163432095135,0.1093902096676267
E187,,0.5584367796599427,0.1746932241693287,0.22093127920113195
E188,,0.40292849298067696,0.23679215197181808,0.15979712287602638
E189,,0.34538549498993354,0.26006007729362257,0.13721202522949277
E190,,0.27484840346958267,0.290524335418119,0.11011511646567292
E191,,0.4463426690177064,0.21207948469768217,0.17097240912415063
E192,,0.2845132812817914,0.29185899138743177,0.11605772683681244
E193,,0.49662185830222366,0.20557191836810323,0.2028127656409718
E194,,0.4997001453305601,0.20539377753980786,0.2051475820464705
E195,,0.4554452374965104,0.21043152924901026,0.17599706947638266
E196,,0.3602525483615446,0.2493160946941179,0.14039409118957824
E197,,0.5452337133971252,0.17266523931093242,0.20701383948157642
E198,,0.33379707497658295,0.26180169322377067,0.13117421055590592
E199,,0.3208530502917975,0.2981663740370405,0.140864350276275
E200,,0.3314669523955967,0.2656840854897786,0.13172946011801254
E201,,0.36273761607404126,0.2609877752684432,0.14855746932603864
E202,,0.26649629640517786,0.29624173160289957,0.10763044084287529
E203,,0.30797470739688143,0.28440301435674664,0.12656898403175862
E204,,0.47027777023858697,0.20597665099496043,0.18286233692236756
E205,,0.2556900912813506,0.28950834089032734,0.09945375682730895
E206,,0.3818343961735524,0.2402807889196545,0.1484189239900567
E207,,0.30931374383189986,0.25813346428745176,0.1156013032359436
E208,,0.3271276181762055,0.2576132107437278,0.12524276755746708
E209,,0.43929467447088494,0.21861276675476607,0.17127611282991903
E210,,0.3390084523964284,0.28824817195744756,0.14783633834011584
E211,,0.30964487978339417,0.27848592509326786,0.12490925520515435
E212,,0.2807083847260544,0.28417185706221604,0.1108999800550173
E213,,0.3679669894569176,0.25616331925030483,0.14913722464037443
E214,,0.32949119497331214,0.2708076675223455,0.13307617231250743
E215,,0.353664070928151,0.2840220492849094,0.15541205927441407
E216,,0.32580201312733864,0.25852612398967767,0.12493115752327756
E217,,0.4179447567600537,0.2346931990532445,0.16852145446709535
E218,,0.4054763383102396,0.25720591833488293,0.17541928897581244
E219,,0.36653944839624053,0.24474536353085127,0.14161708094436243
E220,,0.39124354888875046,0.2353370040905463,0.15124946669491765
E221,,0.3423425508686988,0.2675269789982219,0.13926075339198127
E222,,0.4671916197942221,0.20532238093145505,0.18003639575308755
E223,,0.42062256821668265,0.24756530365961035,0.17973009012856803
E224,,0.3589612043087812,0.2481772588451719,0.13897132576924223
E225,,0.5028100175319327,0.1972347859617031,0.19946425855790556
E226,,0.31849358034351616,0.2703104072949478,0.12632622397278803
E227,,0.3636044357144511,0.25252330150647084,0.1442791265965772
E228,,0.35776522785052844,0.2574195214572913,0.1433988960404032
E229,,0.32065752426087185,0.2674391947839872,0.1262344051180169
E230,,0.23325380428688475,0.30638587325952543,0.09320642638939308
E231,,0.3648641415875236,0.2798864385003672,0.16078533029030612
E232,,0.3493196055905951,0.2761137601627277,0.14823245654868952
E233,,0.3485556749118267,0.2983705460139047,0.1596433440588607
E234,,0.36481795245194765,0.2787368623152379,0.16009302439110926
E235,,0.30584443609978185,0.287732630986211,0.12677479214526402
E236,,0.27072476614701313,0.2937830691625867,0.10905944931659903
E237,,0.38304599804402373,0.2560257916105178,0.1589578127251048
E238,,0.4848304409403273,0.2122793820710707,0.19977793611916525
E239,,0.37428620928053,0.2740478694648186,0.16392853008451821
E240,,0.4466115551715246,0.23114295720642672,0.18654368557156947
E241,,0.2689784106162313,0.30087851249772063,0.11070784768233524
E242,,0.3339083312621898,0.28046384594498347,0.14059509000526355
E243,,0.24773149439262093,0.30238150884362347,0.09957804292146949
E244,,0.2576839059227124,0.2914302980394542,0.1011656633596401
E245,,0.2435737175014638,0.3064413369342537,0.09867591832265085
E246,,0.29992960370681004,0.2892951887289793,0.12394209892104484
E247,,0.27558172675214837,0.2982880872782949,0.1134741515409573
E248,,0.3049406726782016,0.2851328627502379,0.12509523518539897
E249,,0.24736849565304259,0.3007638802810535,0.09885250704477998
E250,,0.2867123640489519,0.2923637464270552,0.11751823463989734
E251,,0.39127668640652613,0.27037062384012134,0.17378950887569397
E252,,0.29228363535455576,0.2886311326274125,0.11920334735504337
E253,,0.3246642198897172,0.28535046742934755,0.13718078158783295
E254,,0.2283902740781561,0.3111823864211869,0.09210748700973613
E255,,0.2661631073652305,0.29617919904087603,0.10742438736250672
E256,,0.3019702755095738,0.29759385955015394,0.12874022355369288
E257,,0.292594360515196,0.2983969920832238,0.12342180374442431
E258,,0.330579023269167,0.2693041987692513,0.13299003973849396
E259,,0.3501277362782524,0.2725507748933781,0.1468405326134031
E260,,0.3435114932234761,0.27126208364921367,0.14193949457227573
E261,,0.3303287341957891,0.27636249341930735,0.13632132748602874
E262,,0.279766013862619,0.29852206056628094,0.11595721854260506
E263,,0.2663083686428044,0.29914981007185604,0.10858253952788952
E264,,0.34315067279677663,0.2639798457844223,0.1379081341270742
E265,,0.3327429870623322,0.27346608104146525,0.13637012759564218
E266,,0.2544122979956986,0.31202077921037363,0.10646893154493671
E267,,0.33876768266850366,0.2972559958294734,0.1522925084190365
E268,,0.21494916328980093,0.31689692035170913,0.08676728543294508
E269,,0.23813290326307468,0.31575355127447474,0.09869347630838765
E270,,0.24745372402005994,0.3011343020061492,0.09901956771908416
E271,,0.3413046025784207,0.2708339331335497,0.1403332582674495
E272,,0.2967590186290818,0.2937560080997699,0.12396141572656012
E273,,0.37419937481131293,0.25073649754239363,0.14992865233467315
E274,,0.3423122928748891,0.29915627118347515,0.1557044041274138
E275,,0.2745957466477863,0.30205332092560994,0.11433977613127766
E276,,0.27472883718464325,0.30202567937380653,0.11440571567669011
E277,,0.26998421074517964,0.30678440783243005,0.113459119838977
E278,,0.29988173476220464,0.2980554698625679,0.12766613698645585
E279,,0.2586110412462243,0.2996761049219999,0.10453291919382376
E280,,0.3045283086312166,0.2975501245043509,0.13028918404322587
E281,,0.3009549797999833,0.2912626916497417,0.125395300672345
E282,,0.32706966744870525,0.2648875732301245,0.12874541325830946
E283,,0.28276142422246947,0.3008069365007842,0.11858899323194845
E284,,0.2949091053369789,0.29454725417042066,0.12319641455229419
E285,,0.3078738708324493,0.2881164322196657,0.12816092411267538
E286,,0.37359371630899707,0.2846947907361204,0.16979425556548622
E287,,0.299097185475653,0.29777465419323174,0.12706977646622014
E288,,0.2875761424760502,0.29750911209539543,0.12009216813847907
E289,,0.2773553911351188,0.28579204297035354,0.10968872619061082
E290,,0.30644552643867207,0.29117825614287696,0.12865647971018884
E291,,0.35268939057518167,0.2889561044323369,0.1574387232624987
E292,,0.2981153473893987,0.2923561671844389,0.12417405480887302
E293,,0.27576298168574837,0.3073220239418601,0.11701699619662814
E294,,0.2903804018611709,0.30107422993886157,0.12320130251869013
E295,,0.29650936713950465,0.29564010924583767,0.12460729477262894
E296,,0.37388052302493663,0.2750623092058172,0.1642505105670413
E297,,0.3215432922629628,0.306185995304751,0.14511177362947325
E298,,0.2930491708279883,0.27790869418060093,0.11520025433931558
E299,,0.2732647974579076,0.29410298360873066,0.1105877281011431
E300,,0.3774138468732959,0.28245478359406634,0.17122505806267815
E301,,0.31923747120025603,0.28789642944072763,0.13500644851393018
E302,,0.29744094257612974,0.2958697822279443,0.1252617683170636
E303,,0.24424227332761422,0.309814856780917,0.10012453025976847
E304,,0.30958589292507,0.28908106190558397,0.12962571427283093
E305,,0.2794508620290405,0.3003950522153731,0.11650233781660087
E306,,0.29825395888955075,0.2976033196952624,0.12648645814925782
E307,,0.3501482141837435,0.296829169961353,0.15993524915922877
E308,,0.2896303230227588,0.2842730476373423,0.11590317010787694
E309,,0.28957642050927207,0.2982152368975919,0.1215557960502922
E310,,0.3272610975679296,0.2830234259096612,0.13767980406424443
E311,,0.38788361364857,0.2725773483948482,0.17272579713668057
E312,,0.3827305878860255,0.24384504786535774,0.15119323996679443
E313,,0.2636170717369008,0.3055378435751083,0.10937922536339739
E314,,0.23284577152883645,0.30171272176970537,0.09157550229370943
E315,,0.28298879021329665,0.29948829221028966,0.11820154436739702
E316,,0.26328571524992744,0.3047693007082012,0.10891794501209884
E317,,0.36976207961923696,0.29129549798493604,0.17090376401213395
E318,,0.24775551034521892,0.31027541766153127,0.10219077438924401
E319,,0.2914039822882664,0.30417062844381637,0.12508754370921554
E320,,0.3368296555809104,0.30196675542692863,0.15337139613009831
E321,,0.24880680719947224,0.311606196186342,0.1032087963626575
E322,,0.28288287187132394,0.29208073032783527,0.11521777322185882
E323,,0.3660312899980423,0.2899950116975368,0.1674329508859071
E324,,0.2983888980057514,0.27148214925450603,0.11545892318111867
E325,,0.29500427575453086,0.26933556605723163,0.11270301906402466
E326,,0.2612882893654967,0.3087745986035337,0.10921606916481687
E327,,0.2313862650277538,0.3156764427349224,0.09503238366951829
E328,,0.2779302143886201,0.29973701893124016,0.11537108790742717
E329,,0.23283422518636698,0.3157224392617657,0.09582152158138603
E330,,0.3189559491047407,0.2605397251775983,0.12201956452571534
E331,,0.2718462780694863,0.3117535047626755,0.11638893012676438
E332,,0.2408936288342287,0.3112115474925847,0.09875938902266104
E333,,0.26041346274120847,0.31198701892220104,0.10985276020991573
E334,,0.23776388456541991,0.3094754756124079,0.09653451489244097
E335,,0.3382895161222832,0.2978104246987619,0.15225109818424568
E336,,0.32342003140999154,0.3095817313266862,0.14798684730867356
E337,,0.2860909357890202,0.30915213727755586,0.12388920599232345
E338,,0.2467885286507069,0.3185929641109414,0.10438647618900976
E339,,0.3511786671604847,0.29652885492175823,0.1604981314379685
E340,,0.19104450241017845,0.3283573530062535,0.07754551296721088
E341,,0.3420615326280141,0.30108085266645107,0.15653163089858266
E342,,0.259968256493958,0.3107144851858981,0.10915194691269177
E343,,0.19085483010391224,0.3268140082664644,0.07708633290097146
E344,,0.2666110009719854,0.31399577312135274,0.11414778534981611
E345,,0.2836117167816716,0.31184300896125056,0.12345586331571212
E346,,0.28674345911076454,0.3044131089896917,0.12238018964253193
E347,,0.2871894704861645,0.31355556376364724,0.12633070846832867
E348,,0.2915199845393509,0.28128940926477625,0.11574283729348914
E349,,0.20882756827829724,0.33187444954074136,0.08759725892970098
E350,,0.3206904258146602,0.29705718203049375,0.14023561719678496
E351,,0.3490403393259946,0.30032559331760095,0.16103263661794742
E352,,0.270311328383428,0.30730071454642366,0.11383877850440666
E353,,0.2837017019323991,0.3153829206763837,0.12491258800237115
E354,,0.22212310734955554,0.31957832063801733,0.09125574048231694
E355,,0.2598305010488726,0.31575988892637713,0.11084495222438127
E356,,0.2126440158582207,0.3274106384893743,0.08842495203159337
E357,,0.22403853201247506,0.3182500295355261,0.09188635597508524
E358,,0.17069535128514807,0.32689950889398395,0.0672855606187984
E359,,0.31907852640076423,0.31186625876249124,0.146139949067619
E360,,0.18703892716549128,0.3433287323042484,0.07899005471660044
E361,,0.22873180037206992,0.3218683783607536,0.09545516849797225
E362,,0.24438018514366017,0.3226495588728839,0.10435030927910284
E363,,0.36035296927224975,0.29820159715567024,0.1679955184940731
E364,,0.25102548830521576,0.3151177634301749,0.10561453255594527
E365,,0.2719855854832691,0.3065182819610118,0.11451498134922089
E366,,0.19941857319656042,0.3277560577358924,0.08164147355426266
E367,,0.23390601464263885,0.32143341402693565,0.09814097568199309
E368,,0.2600210463880714,0.31449218979007804,0.11050934688230067
E369,,0.2418614575635666,0.31946266951984614,0.10191502605516319
E370,,0.2243482386647908,0.32024822024886157,0.09262807096340582
E371,,0.23369576726197175,0.31999966281123987,0.09758861541714606
E372,,0.2259589265282921,0.3162178394442743,0.09231066445742685
E373,,0.2999023484711363,0.29283561692924437,0.1254426322389644
E374,,0.33124022184045027,0.3103065406936384,0.1536964602942725
E375,,0.24160492506382308,0.3235929731638151,0.10308829926809839
E376,,0.3178359076964182,0.31529865216561553,0.14690488346647987
E377,,0.2466444553449768,0.3144260032930903,0.10294134468802385
E378,,0.34178041701445583,0.29636209199003244,0.15388597578030205
E379,,0.26905164095715395,0.31397132852454507,0.11556836101822522
E380,,0.279446336356407,0.32255731624797457,0.12509472594882182
E381,,0.3154692140185537,0.26711060147930615,0.12309917447843746
E382,,0.3272707346788229,0.3107872244220201,0.15119242135175215
E383,,0.30733541797100056,0.3125975557596379,0.1386996044290791
E384,,0.34481468221719747,0.30248306884985143,0.15919252748619622
E385,,0.3197624434395812,0.31247721401067097,0.1468876272784782
E386,,0.2359905514938383,0.3244746787323057,0.1002251489028683
E387,,0.19553867536654732,0.33270051361519665,0.08086879715580421
E388,,0.23284580147201764,0.3169933664750107,0.09621348217642925
E389,,0.30668861006442827,0.32065239438407683,0.14184166255152408
E390,,0.24871501390450257,0.3210036734311705,0.10626917490113622
E391,,0.22493538653601378,0.3285195385487466,0.095341304910294
E392,,0.2682195345417395,0.31278825198493715,0.114646298992392
E393,,0.2211082136245086,0.3207783937703347,0.09106109612097947
E394,,0.3542443908776018,0.2963090422228335,0.1625472829556199
E395,,0.25783663458296796,0.3189816142506595,0.11081811946401342
E396,,0.2549090109004109,0.32051559518677636,0.10965414572392235
E397,,0.23366126530287193,0.326522727419361,0.09955873626265133
E398,,0.22080029956405794,0.3208289323542327,0.09091267173357716
E399,,0.32761558893961834,0.30756996158398037,0.1498617691354812
E400,,0.21389525847800908,0.3295585301341111,0.08967126821947694
E401,,0.3448110693669774,0.30374665295188025,0.15985497735423718
E402,,0.16728400543917313,0.33861218954412264,0.06802367842133687
E403,,0.25080978312787783,0.3242844642314747,0.10856217396071091
E404,,0.21082491123837455,0.3303353852407708,0.08824775562773103
E405,,0.23728456900159176,0.33203747025226715,0.10329851369455009
E406,,0.2599407462007221,0.31878855864415584,0.11197230220176031
E407,,0.2613156533732251,0.31100837302093315,0.1100217693589875
E408,,0.21533669552722226,0.3237975135713973,0.08886039190097175
E409,,0.25324124203148374,0.3151998857544162,0.10689076256191413
E410,,0.21705854258818147,0.32572109341229005,0.09030119343865363
E411,,0.2530272965700858,0.31632788224292563,0.10715196289826771
E412,,0.24581206689185195,0.3185226598472391,0.10381592225214417
E413,,0.31544351502744916,0.3134877668967252,0.144455115732939
E414,,0.32011283807218416,0.3122624383528023,0.14702324762560692
E415,,0.32643137930213884,0.3111456248159047,0.15079042523026767
E416,,0.3178149209236443,0.31282092910772324,0.14573634791366258
E417,,0.19964972673845455,0.3303629721549644,0.08241001635815724
E418,,0.34924346083396557,0.29985343574665335,0.16092324676407463
E419,,0.3384385926445277,0.29617345711789117,0.15151508276565773
E420,,0.2645422711787141,0.31592491745074874,0.11363739145652539
E421,,0.19467313183848087,0.33019539946364906,0.07981873822951337
E422,,0.3273400796176591,0.3126354610831376,0.15213946437820985
E423,,0.18595186187233323,0.32801205009691764,0.07492732976687402
E424,,0.33185821562606793,0.3038522159884869,0.15091984948229822
E425,,0.31994465392622773,0.30986255501967247,0.14578059227426143
