企业代号,信誉评级,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,F7,F8,F9,F10
E52,D,425,409,16,2,16298326.870000001,2139089.67,781606.0,18437416.54,379,286,93,5,18778556.89,2491553.08,3701567.56,21270109.97,2832693.4299999997,0.13557213930348258,0.008706467661691543,0.24,0.8311345646437994,0.6117126222931966,3.888087932268694
E53,C,630,599,31,1,32639105.099999998,2304201.85,2264784.0,34943306.95,454,396,58,4,35969165.35,2158150.7600000002,4520516.87,38127316.11,3184009.1599999964,0.08210332103321033,0.004612546125461255,0.7174603174603175,0.28193832599118945,0.5450864733200476,0.5582782219520848
E54,A,1644,1555,89,20,7510589.24,653336.5,1341174.07,8163925.74,3501,3215,286,37,33674511.37,3836466.35,3960380.2,37510977.72,29347051.979999997,0.0728862973760933,0.011078717201166181,0.1332116788321168,0.061696658097686374,0.10380710235261806,0.1322778329450841
E55,C,823,752,71,30,10176811.46,683956.82,1497125.2,10860768.28,590,443,147,70,23406330.75,2188483.04,2813258.49,25594813.79,14734045.51,0.1542816702052371,0.07077140835102619,0.16889428918590524,0.5101694915254237,0.3799988098684794,0.1398501866341463
E56,C,1201,1152,49,7,24540736.96,3622978.39,3599020.0,28163715.35,495,458,37,8,26257261.89,3884590.15,2127302.09,30141852.04,1978136.6899999976,0.05070754716981132,0.00884433962264151,0.32972522897585343,0.5555555555555556,0.4568154451919402,0.925062407935459
E57,B,130,122,8,0,27900259.02,3923211.53,1319200.0,31823470.55,438,386,52,9,32011181.14,4776783.72,5030156.98,36787964.86,4964494.309999999,0.1056338028169014,0.01584507042253521,0.4307692307692308,0.4315068493150685,0.4311381977877465,0.9049817549840742
E58,B,1352,1313,39,9,6761042.89,351249.35,996736.44,7112292.24,388,284,104,6,22580017.44,1513790.07,9017992.21,24093807.51,16981515.270000003,0.08218390804597701,0.008620689655172414,0.20414201183431951,0.6701030927835051,0.4953342891188648,0.7704223428509527
E59,A,549,532,17,0,18297329.06,2888597.3,1182168.82,21185926.36,2149,2067,82,2,26718775.03,4214114.13,1727393.03,30932889.16,9746962.8,0.03669384729429207,0.0007412898443291327,0.3697632058287796,0.18566775244299674,0.29257250612626806,0.3111974395366962
E60,B,538,530,8,0,4712116.12,663306.45,120105.0,5375422.57,513,424,89,1,7969850.18,239094.82,3973224.0,8208945.0,2833522.4299999997,0.0922930542340628,0.0009514747859181732,0.4163568773234201,0.6705653021442495,0.5581267211549354,3.0101749431184457
E61,B,212,209,3,2,830339.26,101691.92,10889.619999999999,932031.18,1992,1955,37,40,16879972.56,1807831.24,444322.0,18687803.8,17755772.62,0.018148820326678767,0.019056261343012703,0.419811320754717,0.552710843373494,0.4907804098659903,-0.12542823819033996
E62,B,530,527,3,0,1176092.16,62778.82,60720.0,1238870.98,219,191,28,23,9490671.89,569440.25,1850591.22,10060112.14,8821241.16,0.04138851802403204,0.030707610146862484,0.24150943396226415,0.4840182648401826,0.38249214854142716,-0.1071611963255373
E63,B,1573,1526,47,24,35590441.56,3849743.31,731497.44,39440184.87,673,625,48,3,47103971.17,7874271.27,3343339.24,54978242.44,15538057.57,0.04229741763134461,0.012021371326803205,0.4564526382708201,0.600297176820208,0.533247462011168,-0.6979984982750158
E64,A,32,32,0,0,86955.16,3678.89,0.0,90634.05,1375,1283,92,0,8885211.72,58916.35,474916.19,8944128.07,8853494.02,0.06538734896943853,0.0,0.3125,0.2829090909090909,0.29807197429396837,0.07612887101663643
E65,B,587,579,8,0,4389086.94,450478.95,359549.2,4839565.89,485,455,30,7,7441474.72,722090.78,864221.37,8163565.5,3323999.6100000003,0.03544776119402985,0.0065298507462686565,0.737649063032368,0.488659793814433,0.6256654594443002,0.44293546314303306
E66,B,577,575,2,1,5061635.19,316473.12,78450.0,5378108.3100000005,679,628,51,6,4761254.91,268678.59,471937.06,5029933.5,-348174.8100000005,0.04219745222929936,0.005573248407643312,0.7608318890814558,0.19440353460972018,0.5552737602804626,5.0
E67,B,647,627,20,2,1225182.13,65116.82,86111.6,1290298.95,215,192,23,3,5622436.24,168973.75999999998,677020.0,5791410.0,4501111.05,0.04988399071925754,0.00580046403712297,0.26275115919629055,0.4418604651162791,0.36350986389076767,1.5008190267351242
E68,C,3,3,0,0,698.1099999999999,41.89,0.0,740.0,73,65,8,0,5867409.22,89668.98,593399.99,5957078.2,5956338.2,0.10526315789473684,0.0,1.0,0.9041095890410958,0.9532612834359894,5.0
E69,C,1,1,0,0,3155.34,94.66,0.0,3250.0,587,523,64,39,3639218.08,109176.55,442982.22,3748394.63,3745144.63,0.10884353741496598,0.0663265306122449,1.0,0.889267461669506,0.9462548859541298,5.0
E70,B,1829,1787,42,6,5338792.62,750549.32,416275.25,6089341.94,578,469,109,14,9296042.26,1385996.22,1987399.39,10682038.48,4592696.54,0.06273369339426672,0.008309098462816784,0.7085839256424276,0.5397923875432526,0.6298678438087145,-0.14097206995166423
E71,B,1259,1205,54,14,9899723.39,105156.5,1927350.22,10004879.89,375,359,16,1,12226712.62,597.0,530801.5,12227309.62,2222429.7299999986,0.042839657282741736,0.009179926560587515,0.2200158856235107,0.144,0.18593411457650494,0.3441065968969441
E72,C,117,114,3,2,1414547.72,132467.05,1568.0,1547014.77,248,176,72,0,4359736.0,81277.75,69597.0,4441013.75,2893998.98,0.2054794520547945,0.005479452054794521,0.3076923076923077,0.625,0.49259494324090347,5.0
E73,C,606,600,6,2,775665.11,80290.43000000001,14822.92,855955.54,236,223,13,6,6139907.71,990107.47,474726.0,7130015.18,6274059.64,0.022565320665083134,0.009501187648456057,0.3910891089108911,0.5,0.44886005119007577,-0.270326244102401
E74,B,19,19,0,0,337049.71,265.28999999999996,0.0,337315.0,555,512,43,14,3986839.75,0.0,325594.65,3986839.75,3649524.75,0.07491289198606271,0.024390243902439025,0.6842105263157895,0.5423423423423424,0.6173650705290623,2.7227174701092953
E75,C,552,538,14,2,2556437.91,164986.34,37256.0,2721424.25,8655,8064,591,12,6451154.44,193546.36,654300.1,6644700.8,3923276.55,0.06571087216248507,0.001520582165743456,0.5887681159420289,0.02980935875216638,0.4168551860173637,-0.21978793748213615
E76,B,350,346,4,2,866521.2,62795.41,8194.0,929316.61,245,223,22,1,4030841.1,266156.7,276120.0,4296997.8,3367681.19,0.043697478991596636,0.005042016806722689,0.26285714285714284,0.33877551020408164,0.30320185014694107,0.2756381072649048
E77,C,54,53,1,0,749461.61,58419.39,1894.0,807881.0,258,252,6,6,4358879.23,217943.76,147225.0,4576822.99,3768941.99,0.022435897435897436,0.019230769230769232,0.6481481481481481,1.0,0.8426434661076634,-0.18275477481298125
E78,C,52,52,0,0,3219546.28,529422.34,0.0,3748968.62,268,248,20,0,9248973.77,790093.33,916282.55,10039067.1,6290098.4799999995,0.0625,0.0,0.5576923076923077,0.5410447761194029,0.5494315971189072,-0.583644923958732
E79,B,154,152,2,0,2920288.88,397743.7,6420.0,3318032.58,86,74,12,0,3289875.52,207543.57,357127.0,3497419.09,179386.50999999978,0.058333333333333334,0.0,0.38961038961038963,0.5116279069767442,0.45473034365971426,0.29588767845183944
E80,C,395,390,5,0,2463271.35,137413.47,2350.91,2600684.82,48,47,1,0,3614042.03,165197.63999999998,98215.85,3779239.67,1178554.85,0.013544018058690745,0.0,0.41265822784810124,0.25,0.3411647791102823,4.345331153522328
E81,A,211,205,6,3,1961457.46,293967.07,102812.0,2255424.53,649,609,40,3,3380651.07,529535.09,237250.73,3910186.16,1654761.6300000004,0.053488372093023255,0.0069767441860465115,0.2985781990521327,0.23728813559322035,0.26967999577510515,0.10225351021575098
E82,D,315,311,4,3,1475772.19,218204.53,83031.6,1693976.72,343,335,8,2,2932292.09,468984.09,90045.03,3401276.18,1707299.4600000002,0.0182370820668693,0.007598784194528876,0.43492063492063493,0.9795918367346939,0.7578773401009623,0.2536811180184414
E83,B,2890,2699,191,54,34882942.09,2687842.89,3615335.18,37570784.98,706,649,57,3,3379729.1999999997,101391.61,248861.62,3481120.81,-34089664.169999994,0.06896551724137931,0.01585094549499444,0.2823529411764706,0.14022662889518414,0.22292004266363213,-0.2039550118395697
E84,A,54,53,1,0,1434513.7,224236.35,4113.6,1658750.05,498,445,53,6,4830825.65,746079.7,894710.4400000001,5576905.35,3918155.3,0.09782608695652174,0.010869565217391304,0.5740740740740741,0.4397590361445783,0.5113457990415164,0.07416463564747758
E85,B,229,228,1,1,408409.14999999997,23802.27,3800.0,432211.42,293,247,46,0,2659492.25,79784.75,382033.2,2739277.0,2307065.58,0.09003831417624521,0.0019157088122605363,0.5109170305676856,0.6723549488054608,0.5971169857353311,1.4693265880102235
E86,C,138,137,1,1,1731730.93,10037.45,21015.2,1741768.3800000001,22,19,3,6,2164127.33,64923.83,2100000.0,2229051.16,487282.78,0.025,0.04375,0.43478260869565216,0.7272727272727273,0.5991500382453911,0.032195588533467046
E87,C,379,371,8,0,1548937.44,157336.48,91976.19,1706273.92,74,71,3,0,3917377.75,410673.85,204955.19,4328051.6,2621777.6799999997,0.024282560706401765,0.0,0.3403693931398417,0.6756756756756757,0.5349714676906447,0.6842919126842226
E88,A,214,214,0,0,648069.0599999999,35389.4,0.0,683458.46,400,364,36,4,2525652.87,195526.78,277240.28,2721179.65,2037721.19,0.05863192182410423,0.006514657980456026,0.7990654205607477,0.2375,0.5894538982549545,0.5159911599349944
E89,A,65,63,2,0,2587686.1300000004,130734.56000000001,105022.0,2718420.69,172,165,7,0,1863249.86,295146.14,124750.16,2158396.0,-560024.69,0.0379746835443038,0.0,0.7692307692307693,0.45930232558139533,0.6335118793739543,0.14201595127079486
E90,C,139,135,4,0,731124.94,26663.63,30088.0,757788.57,261,187,74,6,3249122.07,194847.26,1389034.83,3443969.33,2686180.7600000002,0.195,0.015,0.4028776978417266,0.5823754789272031,0.5007352783027869,0.6437008434877743
E91,A,177,168,9,1,1300367.17,193578.48,121236.53,1493945.65,129,123,6,1,2335401.36,359164.14,167715.9,2694565.5,1200619.85,0.049019607843137254,0.006535947712418301,0.5141242937853108,0.2713178294573643,0.41105787551250006,0.14766262712501976
E92,C,213,212,1,0,148695.85,10696.56,374.0,159392.41,39,36,3,2,2209553.36,66286.64,234000.0,2275840.0,2116447.59,0.015873015873015872,0.007936507936507936,0.2300469483568075,0.6923076923076923,0.5158544074042025,5.0
E93,B,213,208,5,1,285803.23,17111.6,32472.0,302914.83,148,141,7,5,1476055.34,44281.66,64400.0,1520337.0,1217422.17,0.0332409972299169,0.01662049861495845,0.38028169014084506,0.3310810810810811,0.3565310968949238,0.6409001400073717
E94,C,4,4,0,0,14049.869999999999,2296.13,0.0,16346.0,196,178,18,9,1053200.08,31595.81,124117.6,1084795.89,1068449.89,0.09,0.045,0.75,0.3877551020408163,0.5970150832092451,0.6875731984106591
E95,B,4,4,0,0,1073.58,64.42,0.0,1138.0,913,864,49,0,2310757.26,69323.19,147542.0,2380080.45,2378942.45,0.05343511450381679,0.0,1.0,0.08214676889375684,0.7094885804717664,-0.027815621550941916
E96,C,11,11,0,0,2319001.3699999996,116468.59,0.0,2435469.96,20,18,2,0,1438203.89,43146.11,98000.0,1481350.0,-954119.96,0.06451612903225806,0.0,0.7272727272727273,1.0,0.8743356391668793,5.0
E97,B,9,9,0,0,18754.7,1125.3,0.0,19880.0,264,255,9,4,971400.82,29142.079999999998,8774.0,1000542.9,980662.9,0.03296703296703297,0.014652014652014652,1.0,0.2689393939393939,0.7322323393611103,5.0
E98,B,51,50,1,1,199319.01,9963.97,206.0,209282.97999999998,153,133,20,6,1403241.57,41869.23,369771.2,1445110.8,1235827.82,0.10294117647058823,0.03431372549019608,0.39215686274509803,0.7320261437908496,0.5872177109860445,0.5861957743852826
E99,D,880,871,9,11,4132374.5900000003,403687.01,2465958.01,4536061.6,8,5,3,0,1181250.29,53754.509999999995,316057.86,1235004.7999999998,-3301056.8,0.013513513513513514,0.012387387387387387,0.8022727272727272,1.0,0.9065433053433299,5.0
E100,D,58,58,0,0,21068.8,2254.22,0.0,23323.02,99,98,1,15,671348.73,20140.48,20000.0,691489.21,668166.19,0.006369426751592357,0.09554140127388536,0.5344827586206896,0.6464646464646465,0.5931223981571775,0.05438678295204513
E101,D,16,16,0,0,45901.770000000004,7256.23,0.0,53158.0,63,32,31,0,340545.58,51832.42,333587.41000000003,392378.0,339220.0,0.3924050632911392,0.0,0.8125,1.0,0.9110862335695782,5.0
E102,D,730,710,20,7,3177083.5,481233.58,50566.76,3658317.08,177,151,26,3,380552.12,58332.98,26125.91,438885.1,-3219431.98,0.050716648291069456,0.011025358324145534,0.2863013698630137,0.3107344632768362,0.2987677869628699,0.3567451059711353
E103,D,172,169,3,0,682695.48,55570.13,31295.6,738265.61,64,54,10,2,1702417.64,120034.13,262817.97,1822451.77,1084186.1600000001,0.05508474576271186,0.00847457627118644,0.32558139534883723,0.359375,0.34289476200599495,5.0
E104,C,1,1,0,0,528.3,31.7,0.0,560.0,21,19,2,1,262650.51,7879.49,20000.0,270530.0,270250.0,0.09090909090909091,0.045454545454545456,1.0,0.5714285714285714,0.8144110179279557,5.0
E105,C,6,6,0,0,7436.92,1043.08,0.0,8480.0,122,121,1,4,924819.37,27744.52,10395.0,952563.89,944083.89,0.0078125,0.03125,0.8333333333333334,0.19672131147540983,0.6054517812481229,-0.17839946399371914
E106,B,36,35,1,0,50335.270000000004,2125.83,9000.0,52461.1,153,138,15,4,586048.86,17629.0,55520.0,603677.86,551216.76,0.08465608465608465,0.021164021164021163,0.3611111111111111,0.1568627450980392,0.2783946437771331,0.4517456317859737
E107,D,9,9,0,0,104637.38,6272.62,0.0,110910.0,54,34,20,0,786792.39,47207.61,105500.0,834000.0,723090.0,0.31746031746031744,0.0,0.5555555555555556,0.8888888888888888,0.7412035591181296,5.0
E108,D,218,218,0,4,99297.0,6925.95,0.0,106222.95,33,33,1,1,191471.11,5744.15,0.0,197215.26,90992.31000000001,0.006369426751592357,0.0199203187250996,0.3302752293577982,0.45454545454545453,0.3972991929108843,5.0
E109,D,10,10,0,0,3257.4399999999996,113.56,0.0,3371.0,33,23,10,0,442766.77,14040.23,226236.0,456807.0,453436.0,0.23255813953488372,0.0,0.6,0.3939393939393939,0.5075373119768324,5.0
