企业代号,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,F7,F8,F9,F10
E151,801,781,20,1,10289917.7,1565224.78,1508406.3,11855142.48,148,140,8,0,102421152.95,6409986.19,6366617.92,108831139.14,96975996.66,0.029504741833508957,0.001053740779768177,0.4968789013732834,0.7905405405405406,0.6602435114668115,1.5466982107413876
E152,912,891,21,23,6302403.63,302209.33,251012.15,6604612.96,1525,1488,37,9,119611727.99,6985860.97,2381432.72,126597588.96,119992976.0,0.02379975379565039,0.013130898645876077,0.4725877192982456,0.9042622950819672,0.7214670646462055,0.3796080051205247
E153,71,71,0,0,87916.36,5160.64,0.0,93077.0,355,280,75,1,241023767.76000002,13643334.52,66374064.0,254667102.28,254574025.28,0.176056338028169,0.002347417840375587,0.39436619718309857,0.9830985915492958,0.7490018485247109,-0.4769309009681564
E154,2696,2657,39,53,123056747.01,18601093.54,2047630.67,141657840.55,1923,1816,107,23,74457899.33,11318417.15,3839183.9899999998,85776316.48,-55881524.07000001,0.031608573284260665,0.016453777873998703,0.3757418397626113,0.38169526781071245,0.37873025203783456,2.396639147306974
E155,417,398,19,7,74244539.66,11420228.02,3058463.68,85664767.68,1083,1045,38,9,78595786.98,11887635.87,2936054.32,90483422.85,4818655.169999987,0.038,0.010666666666666666,0.4412470023980815,0.3610341643582641,0.4031405368845724,1.1253907397270262
E156,611,592,19,11,2141865.02,95920.58,236781.02000000002,2237785.6,444,384,60,28,153867406.21,4784901.77,29667502.29,158652307.98,156414522.38,0.07488151658767772,0.03696682464454976,0.24877250409165302,0.3918918918918919,0.32822782767662906,-0.23749971306721834
E157,1553,1472,81,12,47908999.59,5164477.7,5818341.62,53073477.29,999,918,81,75,67116525.76,5244617.18,7359956.11,72361142.94,19287665.65,0.06347962382445141,0.03409090909090909,0.22215067611075337,0.5935935935935935,0.4481653027911806,1.6054786935616565
E158,1174,1099,75,13,62683706.160000004,2282348.1,6398258.8,64966054.26,986,859,127,0,79121019.39,5746692.49,9734402.83,84867711.88,19901657.619999997,0.09351851851851851,0.0060185185185185185,0.27427597955706984,0.6602434077079108,0.5055436036504392,2.7555644714616965
E159,4684,4472,212,13,66228852.23,3752638.08,5581477.23,69981490.31,253,233,20,2,103171771.59,8911354.13,4223445.74,112083125.72,42101635.41,0.04699210046586996,0.0030382823577071094,0.10888129803586678,0.15810276679841898,0.13574170680246087,-0.024888994370006357
E160,4384,4245,139,13,150164582.91,19731054.08,6807636.01,169895636.99,3377,2814,563,114,222833468.58,26243201.2,51813190.11,249076669.78,79181032.78999999,0.09045226130653267,0.01636387063522742,0.2383667883211679,0.6405093278057448,0.4832550696995922,0.1665530355374838
E161,248,246,2,0,879826.76,83363.8,130116.0,963190.56,289,238,51,3,153900098.87,6231793.01,32838425.49,160131891.88,159168701.32,0.09869646182495345,0.00558659217877095,0.14112903225806453,0.45674740484429066,0.33803520199684245,-0.15933520232518247
E162,8360,8128,543,130,133517857.64,9805021.01,19235208.01,143322878.65,511,471,40,30,136961159.18,14290920.11,16280516.26,151252079.29,7929200.639999986,0.05361412543682178,0.02473790693397094,0.18199363118787995,0.3561643835616438,0.28282039345739884,2.4537768917563456
E163,2633,2576,57,10,75117230.54,8249428.03,4660620.84,83366658.57,1092,928,164,9,130693646.52,12839868.69,34332121.18,143533515.21,60166856.640000015,0.05932885906040269,0.005100671140939597,0.3843524496771743,0.8205128205128205,0.6406902895310451,-0.07722332708218167
E164,4194,4099,95,37,70610100.74,5159107.2,4768531.59,75769207.94,1661,1453,208,21,119829636.73,10909595.43,19208760.9,130739232.16,54970024.22,0.05175064047822374,0.009906063193851409,0.28731521220791606,0.22215532811559302,0.256810261648777,0.28105810519077984
E165,4325,4147,178,48,86924609.02,6057477.54,7654882.1899999995,92982086.56,2606,2346,260,114,114219774.23,8299683.16,13942350.99,122519457.39,29537370.83,0.06319434425046891,0.02337325061318713,0.17479768786127167,0.2022256331542594,0.1890098388792071,-0.1569454401159318
E166,171,168,3,0,2927643.39,262797.22000000003,138003.66999999998,3190440.61,1572,1397,175,258,77618674.3,3825407.09,11217000.0,81444081.39,78253640.78,0.102122776821572,0.08421052631578947,0.19298245614035087,0.7786259541984732,0.5672303786511462,4.04968811827959
E167,7298,7071,227,97,138709711.31,19590998.27,6127643.31,158300709.58,4979,4642,337,91,119627824.72,18211388.56,10768581.17,137839213.28,-20461496.300000012,0.04593956178219435,0.01531318726073145,0.16895039736914222,0.12110865635669814,0.146989019004339,-0.0031682521583089596
E168,461,461,0,0,1361564.03,119545.23,0.0,1481109.26,415,399,16,0,90209902.91,2740094.05,2904717.13,92949996.96,91468887.69999999,0.0182648401826484,0.0,0.9891540130151844,0.8963855421686747,0.9439101391745595,1.0601187070926963
E169,6036,5811,225,28,75301296.53,4024343.82,7174747.16,79325640.35,1490,1410,80,30,114831443.14999999,7225117.63,6901970.63,122056560.78,42730920.43000001,0.04052617592346532,0.0077066170608557005,0.25596421471172964,0.2516778523489933,0.2538300815269874,0.46992673294006204
E170,1330,1247,83,55,32194310.4,1694009.72,5533818.78,33888320.12,796,786,10,15,71763015.63,6102579.77,988087.87,77865595.4,43977275.28000001,0.04374412041392286,0.03292568203198495,0.17819548872180452,0.6256281407035176,0.45998054450212517,3.837152663694049
E171,1923,1823,100,8,45206539.15,1532873.97,1376940.07,46739413.12,7508,7013,495,113,104409268.07,6264559.07,11219741.71,110673827.14,63934414.02,0.06308981020040293,0.012830028628989503,0.1955278211128445,0.12946190729888118,0.16581844630589299,0.3222668087994239
E172,471,464,7,5,41265979.18,5239750.59,479109.56,46505729.77,1273,1171,102,0,74903266.59,6874446.07,5688854.95,81777712.66,35271982.88999999,0.0625,0.0028669724770642203,0.39490445859872614,0.48625294579732914,0.4429398710421841,1.559719212242757
E173,1350,1314,36,6,105941230.41,16598615.53,3883716.16,122539845.94,2501,2370,131,31,106836324.76,16890808.74,7906017.58,123727133.5,1187287.5600000024,0.04336535964684497,0.0096078940534926,0.31851851851851853,0.15793682526989206,0.25139419982923655,0.027197485587079594
E174,2399,2319,80,6,75632024.77,11242915.64,6901641.94,86874940.41,1249,1148,100,5,91150036.85,14085670.1,8773306.63,105235706.95,18360766.540000007,0.049342105263157895,0.0030153508771929823,0.3901625677365569,0.2514011208967174,0.3281991414148651,0.04814715558546574
E175,4092,3930,162,67,78364272.39,10754814.69,9388991.24,89119087.08,4085,3771,314,66,74001823.99,11138818.46,7134446.79,85140642.45,-3978444.629999995,0.058212058212058215,0.016265133912192736,0.3572825024437928,0.08641370869033048,0.2599212530768849,0.18228750027820761
E176,3229,3163,66,17,4288780.69,493693.95,173132.9,4782474.64,2167,1935,232,67,83492525.8,12740274.99,13280064.05,96232800.79,91450326.15,0.05522609340252038,0.015567086730911787,0.1740476927841437,0.36917397323488693,0.2886018207474761,0.22338803302413152
E177,3152,3061,91,5,70911921.57000001,8497784.41,2805086.77,79409705.98,970,835,135,18,97717360.95,7272440.279999999,20957086.35,104989801.23,25580095.25,0.05482775351770985,0.005579815623483746,0.19923857868020303,0.34329896907216495,0.28066901628120505,-0.10851620113790739
E178,340,333,7,5,80109910.19,11774830.25,2439750.6,91884740.44,1116,1019,97,22,78541364.38,11709203.44,7958716.18,90250567.82,-1634172.6200000048,0.07142857142857142,0.018543956043956044,0.5941176470588235,0.13530465949820789,0.43086142170577235,0.8324538836206642
E179,2125,2000,125,11,36358548.25,1419716.64,6713228.74,37778264.89,805,718,85,18,60347261.57,4746491.06,6031854.74,65093752.63,27315487.740000002,0.07167235494880546,0.009897610921501706,0.2696470588235294,0.28074534161490683,0.27525214183603613,0.5685737824677937
E180,3674,3545,129,30,63091063.26,8771750.46,909553.8200000001,71862813.72,2110,2023,87,7,74087731.47,11375308.45,4426760.16,85463039.92,13600226.200000003,0.03734439834024896,0.006396957123098202,0.2114861186717474,0.09194312796208531,0.16306427746488933,0.35940264331569927
E181,3048,2974,74,32,86445982.11,11392602.82,3275561.84,97838584.03,1571,1475,96,10,76977567.97,10694869.03,4851409.25,87672437.0,-10166147.030000001,0.03680450313920762,0.009092877246157177,0.18044619422572178,0.5913430935709739,0.43717701410563464,0.3168436329011768
E182,998,972,26,0,73259105.42,11246121.63,1868918.5399999998,84505227.05,1078,1049,29,0,77437981.47,12129874.12,2706097.77,89567855.59,5062628.540000007,0.026493256262042388,0.0,0.31763527054108215,0.35714285714285715,0.3379668515549045,0.335394160799428
E183,1461,1408,53,13,25830954.62,1624076.54,1478825.62,27455031.16,1028,927,101,2,65085708.14,4643359.9799999995,5308294.91,69729068.12,42274036.96000001,0.06187223784652471,0.006026516673362796,0.17111567419575632,0.8988326848249028,0.6469856139300978,0.7148769759588371
E184,2024,1967,57,8,37934598.81,3608097.39,2402174.75,41542696.2,657,639,18,21,53005659.13,4446443.93,1332476.38,57452103.06,15909406.86,0.027974636329727715,0.01081685938082805,0.17786561264822134,0.5829528158295282,0.430969930300423,0.7142200123420188
E185,68,67,1,2,704949.16,83734.98,5720.0,788684.14,5479,5442,37,8,96329021.71,4920246.05,2993157.0,101249267.76,100460583.62,0.006850549846764017,0.0018027762754642149,0.5441176470588235,0.10001825150574922,0.3911953888244963,0.33217609638327483
E186,989,941,48,11,2932725.39,209153.86,435245.2,3141879.25,1098,1073,25,0,83555221.12,2452098.88,1900000.6,86007320.0,82865440.75,0.03497843794920939,0.005270723526593196,0.282103134479272,0.9408014571948998,0.6945104608078546,1.019326925724063
E187,3880,3694,186,39,73590154.53,5207991.81,5545742.35,78798146.34,176,16,160,0,3403409.07,283836.67,82733445.54,3687245.74,-69420999.46000001,0.08530571992110454,0.009615384615384616,0.0007731958762886598,0.19318181818181818,0.13660126776113055,5.0
E188,2561,2484,77,3,78297103.65,11974467.15,4280654.66,90271570.8,2158,2073,85,7,80713142.81,11135374.33,3432916.65,91848517.14,1576946.3400000036,0.034329307056579786,0.0021190930281839372,0.16087465833658726,0.1566265060240964,0.15876479156952586,0.1236115149020609
E189,3402,3337,65,11,29298497.03,3336937.66,6038853.82,32635434.69,641,606,35,13,50709690.269999996,3943515.97,1960000.0,54653206.24,22017771.55,0.02473410833539451,0.005936186000494682,0.21957671957671956,0.45709828393135726,0.3585754989908437,1.692115477506248
E190,128,122,6,1,1530211.56,150712.51,51000.0,1680924.07,401,344,57,14,119934393.79,3332842.9099999997,19590976.08,123267236.7,121586312.63000001,0.11909262759924386,0.02835538752362949,0.265625,0.5835411471321695,0.4533634915943984,-0.1327455704032584
E191,1210,1177,33,4,150164582.91,19731054.08,1311491.16,169895636.99,2871,2731,140,1,256138436.25,42394545.17,12304495.24,298532981.42,-5570670.769999981,0.04239157069345749,0.0012251899044351876,0.3760330578512397,0.8359456635318704,0.6481535361990602,-0.5034448311694626
E192,111,98,13,3,17311335.93,1584591.47,2186006.8,18895927.4,86,68,18,2,42118600.17,2783251.69,7242071.55,44901851.86,26005924.46,0.15736040609137056,0.025380710659898477,0.3783783783783784,0.7674418604651163,0.6050360346369504,2.1226387491263967
E193,1616,1539,77,6,17081342.11,2464452.6,1327240.2,19545794.71,11741,11053,715,258,122316829.73,19475957.01,10321823.46,141792786.74,122246992.03,0.06811683909570548,0.01099419341527397,0.13304455445544555,0.05623471882640587,0.10213519734090923,-0.33523250841498414
E194,4849,4757,92,11,10830459.66,1051733.36,796813.81,11882193.02,11741,11053,688,258,88972764.61,25554.48,7599370.61,88998319.09,77116126.07000001,0.04701627486437613,0.02423146473779385,0.14435966178593523,0.16915083894046504,0.1572445837941847,0.30488395958633385
E195,2336,2267,69,46,75544254.35,11409144.5,4652801.09,86953398.85,4857,4626,231,81,109903508.15,17492551.98,5892511.4,127396060.13,40442661.28,0.04170721534825525,0.017656054497428054,0.1506849315068493,0.17438748198476425,0.16296769995341154,-0.19627362868354178
E196,1386,1336,50,9,42300386.2,6527192.32,928503.71,48827578.52,2962,2755,207,86,72526203.12,10816642.63,7993205.41,83342845.75,34515267.23,0.05910763569457222,0.021849126034958602,0.25757575757575757,0.1914247130317353,0.22692365638029857,0.043535942244121384
E197,6509,6349,160,4,101054533.13,14797429.6,5287884.53,115851962.73,4319,4050,269,52,181712080.29,27315020.39,13307178.48,209027100.68,93175137.95,0.03961950498707056,0.005171776874769117,0.1588569672760793,0.11785135448020376,0.13986507391942415,0.4000068338348326
E198,1147,1109,38,0,57938852.9,8484249.92,2393908.6,66423102.82,809,728,81,55,57406622.72,8529256.77,8318203.17,65935879.49,-487223.3299999982,0.06083844580777096,0.028118609406952964,0.21272885789014823,0.4758961681087763,0.368599192755399,0.5932161368150202
E199,48,47,1,0,160238.8,9573.43,37506.61,169812.23,820,808,12,90,59575542.09,2592265.62,1206000.0,62167807.71,61997995.480000004,0.014976958525345621,0.08421052631578947,0.4166666666666667,1.0,0.7660323462854265,5.0
E200,1238,1201,37,6,47469657.04,7178023.95,2069873.87,54647680.99,613,564,49,12,47163293.45,7266966.0,5001547.0,54430259.45,-217421.5399999991,0.046461372231226365,0.009724473257698542,0.3376413570274637,0.2805872756933116,0.3104278541435527,0.9960028846714883
E201,480,463,17,1,39212850.35,4557219.62,2098135.9,43770069.97,1207,1084,123,16,48047952.48,4565706.92,7445707.82,52613659.4,8843589.43,0.08298755186721991,0.01007705986959099,0.22083333333333333,0.2104391052195526,0.21569883879696367,2.2731574969099957
E202,404,364,40,2,10387155.82,983374.05,1675724.96,11370529.87,1106,1096,10,0,99269637.6,7545585.2,980000.0,106815222.8,95444692.92999999,0.033112582781456956,0.0013245033112582781,0.24752475247524752,0.9963833634719711,0.7259642932306143,0.09047918344009787
E203,1207,1142,65,3,23399488.06,1686706.88,4007860.54,25086194.94,637,578,59,2,47646507.18,4163358.31,1572169.9,51809865.49,26723670.55,0.06724511930585683,0.0027114967462039045,0.1300745650372825,0.7237048665620094,0.519936595343689,0.6955264108380449
E204,5217,5029,188,46,57409981.43,8348100.2299999995,8251347.2700000005,65758081.660000004,1680,1339,328,33,92091768.28,11558861.17,24613999.97,103650629.45,37892547.79,0.07481513701609395,0.01145425547339423,0.15583668775158138,0.14226190476190476,0.1492037579886464,-0.11970533163816732
E205,151,137,14,1,23934662.51,3545447.99,5147082.0,27480110.5,1008,967,41,9,74253216.71,11741790.49,3567777.5,85995007.2,58514896.7,0.04745470232959448,0.008628127696289905,0.6622516556291391,0.36507936507936506,0.534724320650505,-0.12444254170382554
E206,3679,3557,122,6,72946880.4,4367613.93,6866161.55,77314494.33,963,913,50,1,96008119.42999999,6950988.96,5608567.22,102959108.39,25644614.060000002,0.03705299439896596,0.0015079707022834985,0.1818428920902419,0.40498442367601245,0.3139101948200594,0.8283394300057892
E207,3386,3298,88,13,72195567.27,4613369.49,2090711.42,76808936.76,1458,1393,65,10,120936342.8,8329154.37,5563948.33,129265497.17,52456560.41,0.03158546655656482,0.004748142031379026,0.5283520378027171,0.8950617283950617,0.7349460434235424,-0.21488917933071097
E208,976,963,13,1,75862564.99,11960041.13,743570.4,87822606.12,1028,897,131,20,75553782.03,11963427.58,12279485.49,87517209.61,-305396.51000000536,0.0718562874251497,0.010479041916167664,0.6547131147540983,0.22568093385214008,0.48968415664353854,-0.024258365504200328
E209,8360,8128,232,18,43991012.25,2298889.39,3704715.43,46289901.64,1475,1223,252,61,65700985.169999994,3966818.41,11433717.91,69667803.58,23377901.939999998,0.04921199796644637,0.008032536858159633,0.22799043062200958,0.09966101694915254,0.1759431083540197,0.7156287008665863
E210,550,536,14,3,5855280.49,325900.9,229748.9,6181181.39,597,557,40,0,53682992.72,1610489.35,3807696.74,55293482.07,49112300.68,0.047079337401918046,0.0026155187445510027,0.2963636363636364,0.998324958123953,0.7363708735996659,4.324211021113766
E211,418,403,15,3,21886710.580000002,691435.21,207833.1,22578145.79,1636,1470,166,15,49070943.99,2944256.92,3682029.45,52015200.91,29437055.119999997,0.0881207400194742,0.008763388510223954,0.3444976076555024,0.24511002444987776,0.29896281187313595,0.852387810617001
E212,138,133,5,0,148331.11,9112.43,16000.0,157443.54,1681,1497,184,20,76890077.77,4613406.04,11519482.25,81503483.81,81346040.27,0.10390324354040682,0.010995052226498075,0.427536231884058,0.33967876264128494,0.3861145499480261,0.22494958095810513
E213,2192,2103,89,18,45404788.96,5795914.81,3016199.4,51200703.77,1270,1148,122,23,57697215.6,7619443.76,6677648.96,65316659.36,14115955.589999996,0.060947429231658,0.011842865395725015,0.14507299270072993,0.16062992125984252,0.15304924830767586,0.006964410905652821
E214,739,692,47,2,36190187.0,1819131.08,3039445.54,38009318.08,868,713,155,14,64252383.44,5279856.77,14938365.77,69532240.21,31522922.129999995,0.12570006222775357,0.009956440572495333,0.2733423545331529,0.22811059907834103,0.2517444023147362,0.1327784543714961
E215,176,172,4,0,216474.13,22480.08,2788.0,238954.21,833,756,77,0,67502754.2,2249484.39,5337914.87,69752238.59,69513284.38000001,0.0802775024777007,0.0,0.4090909090909091,0.7635054021608644,0.6124932126275563,5.0
E216,3445,3340,105,16,33287980.310000002,2781360.79,3746996.08,36069341.1,774,685,89,5,58325941.25,5690467.71,8757692.34,64016408.96,27947067.86,0.04598246029864897,0.0049774828158331355,0.33149492017416543,0.6098191214470284,0.49079947177218003,0.7970949428147784
E217,214,202,12,0,52913767.23,8255463.72,4899378.0,61169230.95,749,34,715,0,2434236.61,406820.89,62031458.45,2841057.5,-58328173.45,0.3286082474226804,0.0,0.014018691588785047,0.3311081441922563,0.23433856582336324,-0.5093499035853225
E218,1104,1026,78,4,40801973.16,2744823.72,3702489.7600000002,43546796.88,232,137,95,0,39328554.23,3325168.1,10940305.59,42653722.33,-893074.5500000045,0.12949101796407186,0.0029940119760479044,0.26902173913043476,0.41810344827586204,0.35155596253294447,5.0
E219,4455,4299,156,41,35677550.27,4505420.66,3208540.67,40182970.93,623,491,107,33,35642623.95,4489317.89,8607532.15,40131941.84,-51029.089999996126,0.05179204411185506,0.0145726664040961,0.2839506172839506,0.32423756019261635,0.3047605195030986,0.7561623159313464
E220,5938,5708,230,50,55190901.44,3219697.48,4325316.41,58410598.92,1297,1233,64,11,80286331.1,4817181.93,4675458.19,85103513.03,26692914.11,0.04063579820317899,0.008431237042156186,0.14651397777029304,0.686969930609098,0.49668603324592425,0.13005769784912785
E221,4494,4429,65,11,33465961.9,587776.05,1810957.08,34053737.95,694,652,42,14,45971718.41,2758304.27,2446518.03,48730022.68,14676284.729999997,0.020624518118735544,0.00481881264456438,0.20338228749443701,0.22478386167146974,0.21435034328688196,0.36744882005673685
E222,4628,4325,303,96,52232782.64,5150173.57,7645429.15,57382956.21,1376,1023,353,26,62615800.410000004,6567069.31,13003399.66,69182869.72,11799913.509999998,0.10926049300466356,0.02031978680879414,0.14844425237683664,0.2863372093023256,0.22806215544754654,0.5000616501777787
E223,2624,2505,119,20,38566681.77,5011658.23,3265015.01,43578340.0,529,477,52,21,31385466.78,4166713.9899999998,4374488.16,35552180.77,-8026159.229999997,0.05423406279733587,0.0130034887408817,0.12233231707317073,0.553875236294896,0.4010878788876682,5.0
E224,759,723,36,5,98473831.16,15809669.68,12716588.21,114283500.84,1127,1110,17,14,95946734.5,15531274.53,1482972.5,111478009.03,-2805491.8100000024,0.028101802757158005,0.01007423117709438,0.33992094861660077,0.5270629991126885,0.4434758484641929,-0.3077841348745088
E225,4332,4173,159,48,43661253.97,4413649.08,2832327.79,48074903.05,8872,8315,557,100,68686418.24,6165492.7,6478068.59,74851910.94,26777007.89,0.05422599212359891,0.011208724628900333,0.19621421975992612,0.12871956717763752,0.16593484716959683,0.10450755119044397
E226,1047,1022,25,29,46066940.46,5666423.4,2369372.36,51733363.86,554,516,38,6,44714111.36,4603371.97,3003485.0,49317483.33,-2415880.530000001,0.03935040599625234,0.021861336664584636,0.18529130850047756,0.7093862815884476,0.518440818952223,1.0485429173978762
E227,2942,2778,164,18,50732713.7,4563925.4,4993268.08,55296639.1,742,687,55,6,55848119.35,4504702.649999999,3489168.03,60352822.0,5056182.8999999985,0.059446254071661236,0.006514657980456026,0.22127804214819852,0.25067385444743934,0.23643323924574977,0.5950472385729997
E228,2743,2665,78,10,29703662.78,3070327.15,1921003.91,32773989.93,1176,993,183,104,59965638.309999995,3882154.19,13898127.55,63847792.5,31073802.57,0.06659862209747384,0.029089053329931103,0.14764855997083484,0.20068027210884354,0.17617132126873075,0.2511492115114067
E229,1621,1570,51,8,56541639.2,8177616.03,1971911.23,64719255.23,862,773,86,1,54774178.32,8742442.75,6513472.51,63516621.07,-1202634.1599999964,0.05517519130084575,0.003624647603705195,0.2405922270203578,0.7679814385150812,0.5690694639524725,0.024860488820010636
