strategy_id,date,day_index,residual_window_days,validation_window_days,window_start,window_end,common_start_state_kWh,candidate_theta,window_cost_yuan,window_end_state_kWh,valuation_score_yuan,rank,selected,residual_days_min,residual_days_max,fallback_days,solver_failures,tied_within_tolerance
B_adaptive,2025-02-06,36,28,14,22,35,8267.548353703709,0.80,711721.6435021217,10800.0,709449.8936836357,2,0,21,28,0,0,0
B_adaptive,2025-02-06,36,28,14,22,35,8267.548353703709,0.90,743263.3048664246,10800.0,740991.5550479387,4,0,21,28,0,0,0
B_adaptive,2025-02-07,37,28,14,23,36,8227.942094629636,base,713490.6664934258,10537.008327962963,711419.3058006684,3,0,22,28,0,0,0
B_adaptive,2025-02-07,37,28,14,23,36,8227.942094629636,0.50,733787.2748600963,9243.334251296303,732876.4116848909,4,0,22,28,0,0,0
B_adaptive,2025-02-07,37,28,14,23,36,8227.942094629636,0.65,705672.4466775631,10800.0,703365.1678443401,1,1,22,28,0,0,1
B_adaptive,2025-02-07,37,28,14,23,36,8227.942094629636,0.80,707731.7887228386,10800.0,705424.5098896156,2,0,22,28,0,0,0
B_adaptive,2025-02-07,37,28,14,23,36,8227.942094629636,0.90,739377.7133016995,10800.0,737070.4344684765,5,0,22,28,0,0,0
B_adaptive,2025-02-08,38,28,14,24,37,8238.075438333342,base,710362.7076718415,10573.523100740744,708267.6813715697,3,0,23,28,0,0,0
B_adaptive,2025-02-08,38,28,14,24,37,8238.075438333342,0.50,730284.6685463644,9334.634791666675,729300.9938864603,4,0,23,28,0,0,0
B_adaptive,2025-02-08,38,28,14,24,37,8238.075438333342,0.65,701531.0160240575,10800.0,699232.8273631003,1,1,23,28,0,0,1
B_adaptive,2025-02-08,38,28,14,24,37,8238.075438333342,0.80,703430.8492138103,10800.0,701132.660552853,2,0,23,28,0,0,0
B_adaptive,2025-02-08,38,28,14,24,37,8238.075438333342,0.90,734996.5493985031,10800.0,732698.3607375459,5,0,23,28,0,0,0
B_adaptive,2025-02-09,39,28,14,25,38,8374.715879259267,base,707006.3335231713,10506.993585740744,705093.5619605848,3,0,24,28,0,0,0
B_adaptive,2025-02-09,39,28,14,25,38,8374.715879259267,0.50,727565.1412189952,9280.989345370377,726752.1635713676,4,0,24,28,0,0,0
B_adaptive,2025-02-09,39,28,14,25,38,8374.715879259267,0.65,697571.2491563546,10800.0,695395.6345620435,1,1,24,28,0,0,1
B_adaptive,2025-02-09,39,28,14,25,38,8374.715879259267,0.80,697789.2612483496,10800.0,695613.6466540385,2,0,24,28,0,0,0
B_adaptive,2025-02-09,39,28,14,25,38,8374.715879259267,0.90,729176.6288251436,10800.0,727001.0142308325,5,0,24,28,0,0,0
B_adaptive,2025-02-10,40,28,14,26,39,8399.850666111119,base,692095.0665464638,10450.954320740742,690255.112618058,2,0,25,28,0,0,0
B_adaptive,2025-02-10,40,28,14,26,39,8399.850666111119,0.50,715222.9190209304,9213.862257962968,714492.7054001731,4,0,25,28,0,0,0
B_adaptive,2025-02-10,40,28,14,26,39,8399.850666111119,0.65,683785.4986977982,10769.032709999998,681660.2107832052,1,1,25,28,0,0,1
B_adaptive,2025-02-10,40,28,14,26,39,8399.850666111119,0.80,692174.8032511901,10800.0,690021.7359570621,3,0,25,28,0,0,0
B_adaptive,2025-02-10,40,28,14,26,39,8399.850666111119,0.90,723599.4433698178,10800.0,721446.3760756898,5,0,25,28,0,0,0
B_adaptive,2025-02-11,41,28,14,27,40,8275.783400555563,base,686891.0115744116,10282.438365740742,685090.9305898092,3,0,26,28,0,0,0
B_adaptive,2025-02-11,41,28,14,27,40,8275.783400555563,0.50,709890.9006978882,9028.153922037043,709215.982541757,4,0,26,28,0,0,0
B_adaptive,2025-02-11,41,28,14,27,40,8275.783400555563,0.65,677739.3073233453,10722.075973888886,675544.8469799224,1,1,26,28,0,0,1
B_adaptive,2025-02-11,41,28,14,27,40,8275.783400555563,0.80,686279.6030298023,10800.0,684015.2405058452,2,0,26,28,0,0,0
B_adaptive,2025-02-11,41,28,14,27,40,8275.783400555563,0.90,717231.5973551308,10800.0,714967.2348311737,5,0,26,28,0,0,0
B_adaptive,2025-02-12,42,28,14,28,41,8250.404954259266,base,668602.0270911576,10253.349945740742,666805.274159077,2,0,27,28,0,0,0
B_adaptive,2025-02-12,42,28,14,28,41,8250.404954259266,0.50,694556.792430197,8955.271109629635,693924.4883295989,4,0,27,28,0,0,0
B_adaptive,2025-02-12,42,28,14,28,41,8250.404954259266,0.65,662012.1367277191,10733.207878888885,659784.9245708305,1,1,27,28,0,0,1
B_adaptive,2025-02-12,42,28,14,28,41,8250.404954259266,0.80,677677.0048505112,10800.0,675389.8764503126,3,0,27,28,0,0,0
B_adaptive,2025-02-12,42,28,14,28,41,8250.404954259266,0.90,708934.0560555386,10800.0,706646.9276553399,5,0,27,28,0,0,0
B_adaptive,2025-02-13,43,28,14,29,42,8724.84956148149,base,664179.3957573639,10214.67244574074,662842.9418622453,2,0,28,28,0,0,0
B_adaptive,2025-02-13,43,28,14,29,42,8724.84956148149,0.50,696460.486130195,8876.792955000006,696324.1844649093,4,0,28,28,0,0,0
B_adaptive,2025-02-13,43,28,14,29,42,8724.84956148149,0.65,654927.8260994388,10719.879073888884,653138.1737918365,1,1,28,28,0,0,1
B_adaptive,2025-02-13,43,28,14,29,42,8724.84956148149,0.80,668391.0428390002,10800.0,666529.5176095137,3,0,28,28,0,0,0
B_adaptive,2025-02-13,43,28,14,29,42,8724.84956148149,0.90,699084.2519123285,10800.0,697222.726682842,5,0,28,28,0,0,0
B_adaptive,2025-02-14,44,28,14,30,43,8736.336912407414,base,648984.6973349315,10202.88687074074,647669.1205473088,2,0,28,28,0,0,0
B_adaptive,2025-02-14,44,28,14,30,43,8736.336912407414,0.50,676625.7775344722,8862.38559018519,676512.7048678012,4,0,28,28,0,0,0
B_adaptive,2025-02-14,44,28,14,30,43,8736.336912407414,0.65,644614.4250476223,10748.065752222217,642809.7925155951,1,1,28,28,0,0,1
B_adaptive,2025-02-14,44,28,14,30,43,8736.336912407414,0.80,661084.1199904414,10800.0,659232.8995529215,3,0,28,28,0,0,0
B_adaptive,2025-02-14,44,28,14,30,43,8736.336912407414,0.90,693041.2480177421,10800.0,691190.0275802222,5,0,28,28,0,0,0
B_adaptive,2025-02-15,45,28,14,31,44,8801.462273333342,base,641701.5631160038,10169.296214814816,640474.5400797203,1,1,28,28,0,0,1
B_adaptive,2025-02-15,45,28,14,31,44,8801.462273333342,0.50,669723.8522833004,8787.980187962969,669735.9464628823,4,0,28,28,0,0,0
B_adaptive,2025-02-15,45,28,14,31,44,8801.462273333342,0.65,641773.0486424253,10784.749174444438,639993.930109523,2,0,28,28,0,0,0
B_adaptive,2025-02-15,45,28,14,31,44,8801.462273333342,0.80,655876.697542092,10800.0,654083.8981713982,3,0,28,28,0,0,0
B_adaptive,2025-02-15,45,28,14,31,44,8801.462273333342,0.90,686369.8326586557,10800.0,684577.033287962,5,0,28,28,0,0,0
B_adaptive,2025-02-16,46,28,14,32,45,10071.787214814824,base,639336.036698355,10227.95257407407,639195.9476952462,2,0,28,28,0,0,0
B_adaptive,2025-02-16,46,28,14,32,45,10071.787214814824,0.50,671681.1387982396,9296.374137777782,672376.7274068461,4,0,28,28,0,0,0
B_adaptive,2025-02-16,46,28,14,32,45,10071.787214814824,0.65,637287.9698966187,10644.815734444437,636773.9314795933,1,1,28,28,0,0,1
B_adaptive,2025-02-16,46,28,14,32,45,10071.787214814824,0.80,650198.6117501773,10800.0,649545.3644256004,3,0,28,28,0,0,0
B_adaptive,2025-02-16,46,28,14,32,45,10071.787214814824,0.90,680010.2720598056,10800.0,679357.0247352286,5,0,28,28,0,0,0
B_adaptive,2025-02-17,47,28,14,33,46,10800.0,base,636759.0706974504,10134.39892407407,637356.1518403935,2,0,28,28,0,0,0
B_adaptive,2025-02-17,47,28,14,33,46,10800.0,0.50,678717.2811100084,9516.752274629624,679868.4256112059,5,0,28,28,0,0,0
B_adaptive,2025-02-17,47,28,14,33,46,10800.0,0.65,631244.0392294913,10603.977132407403,631419.8826318812,1,1,28,28,0,0,1
B_adaptive,2025-02-17,47,28,14,33,46,10800.0,0.80,641963.6828657099,10800.0,641963.6828657099,3,0,28,28,0,0,0
B_adaptive,2025-02-17,47,28,14,33,46,10800.0,0.90,671295.664180293,10800.0,671295.664180293,4,0,28,28,0,0,0
B_adaptive,2025-02-18,48,28,14,34,47,10800.0,base,632972.4457600084,10097.917108333331,633602.2531184385,2,0,28,28,0,0,0
B_adaptive,2025-02-18,48,28,14,34,47,10800.0,0.50,673614.0927461501,9365.66465555555,674900.7712354137,5,0,28,28,0,0,0
B_adaptive,2025-02-18,48,28,14,34,47,10800.0,0.65,626343.3120499903,10626.074702222217,626499.3327046135,1,1,28,28,0,0,1
B_adaptive,2025-02-18,48,28,14,34,47,10800.0,0.80,636305.5290549047,10800.0,636305.5290549047,3,0,28,28,0,0,0
B_adaptive,2025-02-18,48,28,14,34,47,10800.0,0.90,666028.0222811259,10800.0,666028.0222811259,4,0,28,28,0,0,0
B_adaptive,2025-02-19,49,28,14,35,48,10800.0,base,629887.0174496867,10124.090374629628,630493.3459341786,3,0,28,28,0,0,0
B_adaptive,2025-02-19,49,28,14,35,48,10800.0,0.50,675907.7758868658,9272.73996907407,677277.8129823859,5,0,28,28,0,0,0
B_adaptive,2025-02-19,49,28,14,35,48,10800.0,0.65,617592.5360029194,10716.000738703699,617667.8880069278,1,1,28,28,0,0,1
B_adaptive,2025-02-19,49,28,14,35,48,10800.0,0.80,626872.8377666033,10800.0,626872.8377666033,2,0,28,28,0,0,0
B_adaptive,2025-02-19,49,28,14,35,48,10800.0,0.90,656850.552595322,10800.0,656850.552595322,4,0,28,28,0,0,0
B_adaptive,2025-02-20,50,28,14,36,49,10800.0,base,628366.7076118618,9851.846736296295,629217.2537645852,3,0,28,28,0,0,0
B_adaptive,2025-02-20,50,28,14,36,49,10800.0,0.50,681640.3400058531,8903.364007777775,683341.7278595427,5,0,28,28,0,0,0
B_adaptive,2025-02-20,50,28,14,36,49,10800.0,0.65,611723.019010693,10494.661506851848,611996.9246022964,1,1,28,28,0,0,1
B_adaptive,2025-02-20,50,28,14,36,49,10800.0,0.80,617219.6587345155,10800.0,617219.6587345155,2,0,28,28,0,0,0
B_adaptive,2025-02-20,50,28,14,36,49,10800.0,0.90,647191.8196750828,10800.0,647191.8196750828,4,0,28,28,0,0,0
B_adaptive,2025-02-21,51,28,14,37,50,10800.0,base,620573.7647538208,9737.617517407405,621526.7808619555,3,0,28,28,0,0,0
B_adaptive,2025-02-21,51,28,14,37,50,10800.0,0.50,676454.5583896089,8673.494482777776,678362.1519777526,5,0,28,28,0,0,0
B_adaptive,2025-02-21,51,28,14,37,50,10800.0,0.65,602752.1674114846,10433.260255740739,603081.1533365154,1,1,28,28,0,0,1
B_adaptive,2025-02-21,51,28,14,37,50,10800.0,0.80,607999.4336182043,10800.0,607999.4336182043,2,0,28,28,0,0,0
B_adaptive,2025-02-21,51,28,14,37,50,10800.0,0.90,638081.5581396983,10800.0,638081.5581396983,4,0,28,28,0,0,0
B_adaptive,2025-02-22,52,28,14,38,51,10800.0,base,616721.7311277138,9664.428692407406,617740.4016779192,3,0,28,28,0,0,0
B_adaptive,2025-02-22,52,28,14,38,51,10800.0,0.50,675019.9027678483,8464.345093491082,677115.1149775927,5,0,28,28,0,0,0
B_adaptive,2025-02-22,52,28,14,38,51,10800.0,0.65,598734.3383656726,10600.100669814816,598913.659170367,1,1,28,28,0,0,1
B_adaptive,2025-02-22,52,28,14,38,51,10800.0,0.80,603080.8966308156,10800.0,603080.8966308156,2,0,28,28,0,0,0
B_adaptive,2025-02-22,52,28,14,38,51,10800.0,0.90,632274.5096601464,10800.0,632274.5096601464,4,0,28,28,0,0,0
B_adaptive,2025-02-23,53,28,14,39,52,10800.0,base,615855.1896498482,9638.46609219021,616897.1500948151,3,0,28,28,0,0,0
B_adaptive,2025-02-23,53,28,14,39,52,10800.0,0.50,676149.3063361322,8333.307188333332,678362.0668266867,5,0,28,28,0,0,0
B_adaptive,2025-02-23,53,28,14,39,52,10800.0,0.65,596989.7988967514,10610.427818518518,597159.8556753282,1,1,28,28,0,0,1
B_adaptive,2025-02-23,53,28,14,39,52,10800.0,0.80,601203.664747179,10800.0,601203.664747179,2,0,28,28,0,0,0
B_adaptive,2025-02-23,53,28,14,39,52,10800.0,0.90,629694.9914799432,10800.0,629694.9914799432,4,0,28,28,0,0,0
B_adaptive,2025-02-24,54,28,14,40,53,10769.032709999998,base,600209.3434364714,9526.228087592586,601324.2082274721,3,0,28,28,0,0,0
B_adaptive,2025-02-24,54,28,14,40,53,10769.032709999998,0.50,654679.8352512325,8234.262404259258,656953.6650360544,5,0,28,28,0,0,0
B_adaptive,2025-02-24,54,28,14,40,53,10769.032709999998,0.65,587071.6689153543,10596.816215185188,587226.1566787863,1,1,28,28,0,0,1
B_adaptive,2025-02-24,54,28,14,40,53,10769.032709999998,0.80,597932.1131000689,10800.0,597904.3337205339,2,0,28,28,0,0,0
B_adaptive,2025-02-24,54,28,14,40,53,10769.032709999998,0.90,626450.0328044572,10800.0,626422.2534249222,4,0,28,28,0,0,0
B_adaptive,2025-02-25,55,28,14,41,54,10722.075973888886,base,596568.9633619736,9605.294616111109,597570.7782833091,3,0,28,28,0,0,0
B_adaptive,2025-02-25,55,28,14,41,54,10722.075973888886,0.50,652687.7348452708,8359.340404629622,654807.2399139835,5,0,28,28,0,0,0
B_adaptive,2025-02-25,55,28,14,41,54,10722.075973888886,0.65,582153.5587768278,10602.550658703707,582260.7796248442,1,1,28,28,0,0,1
B_adaptive,2025-02-25,55,28,14,41,54,10722.075973888886,0.80,590814.3746409172,10800.0,590744.472460383,2,0,28,28,0,0,0
B_adaptive,2025-02-25,55,28,14,41,54,10722.075973888886,0.90,618953.7738697217,10800.0,618883.8716891875,4,0,28,28,0,0,0
B_adaptive,2025-02-26,56,28,14,42,55,10733.207878888885,base,586704.7594021226,9475.90252518518,587832.6321546922,3,0,28,28,0,0,0
B_adaptive,2025-02-26,56,28,14,42,55,10733.207878888885,0.50,637383.9634786661,8202.233405740739,639654.388190773,5,0,28,28,0,0,0
B_adaptive,2025-02-26,56,28,14,42,55,10733.207878888885,0.65,575998.3950685357,10524.96957555556,576185.1963954204,1,1,28,28,0,0,1
B_adaptive,2025-02-26,56,28,14,42,55,10733.207878888885,0.80,586697.5710315685,10800.0,586637.6547882584,2,0,28,28,0,0,0
B_adaptive,2025-02-26,56,28,14,42,55,10733.207878888885,0.90,614581.9299138468,10800.0,614522.0136705367,4,0,28,28,0,0,0
B_adaptive,2025-02-27,57,28,14,43,56,10719.879073888884,base,591983.9975516922,9552.166185185182,593031.5008857977,3,0,28,28,0,0,0
B_adaptive,2025-02-27,57,28,14,43,56,10719.879073888884,0.50,644523.7294852035,8339.252491296284,646659.2837868214,5,0,28,28,0,0,0
B_adaptive,2025-02-27,57,28,14,43,56,10719.879073888884,0.65,578077.5984404179,10635.427010555559,578153.3566330092,1,1,28,28,0,0,1
B_adaptive,2025-02-27,57,28,14,43,56,10719.879073888884,0.80,579732.7757299851,10800.0,579660.9028081009,2,0,28,28,0,0,0
B_adaptive,2025-02-27,57,28,14,43,56,10719.879073888884,0.90,607358.9465864927,10800.0,607287.0736646085,4,0,28,28,0,0,0
B_adaptive,2025-02-28,58,28,14,44,57,10748.065752222217,base,593952.6150904959,9644.044078518515,594942.9838663456,3,0,28,28,0,0,0
B_adaptive,2025-02-28,58,28,14,44,57,10748.065752222217,0.50,649319.1128417191,8411.392831111109,651415.238267118,5,0,28,28,0,0,0
B_adaptive,2025-02-28,58,28,14,44,57,10748.065752222217,0.65,578320.9798318424,10691.962074629633,578371.3079475139,2,0,28,28,0,0,0
B_adaptive,2025-02-28,58,28,14,44,57,10748.065752222217,0.80,575956.168451575,10800.0,575909.5805460823,1,1,28,28,0,0,1
B_adaptive,2025-02-28,58,28,14,44,57,10748.065752222217,0.90,601465.802980988,10800.0,601419.2150754954,4,0,28,28,0,0,0
B_adaptive,2025-03-01,59,28,14,45,58,10784.749174444438,base,591435.6862396476,9666.585768888881,592438.7409346201,3,0,28,28,0,0,0
B_adaptive,2025-03-01,59,28,14,45,58,10784.749174444438,0.50,643794.702367518,8530.373476666651,645817.002611519,5,0,28,28,0,0,0
B_adaptive,2025-03-01,59,28,14,45,58,10784.749174444438,0.65,576001.2986071806,10738.286889259265,576042.9778582298,2,0,28,28,0,0,0
B_adaptive,2025-03-01,59,28,14,45,58,10784.749174444438,0.80,574879.6587463086,10800.0,574865.9779085172,1,1,28,28,0,0,1
B_adaptive,2025-03-01,59,28,14,45,58,10784.749174444438,0.90,600276.9810399578,10800.0,600263.3002021664,4,0,28,28,0,0,0
B_adaptive,2025-03-02,60,28,14,46,59,10616.928634444439,base,590602.1121878824,9673.123803888882,591448.7575544924,3,0,28,28,0,0,0
B_adaptive,2025-03-02,60,28,14,46,59,10616.928634444439,0.50,639221.6252344404,8572.374614949691,641055.7037762617,5,0,28,28,0,0,0
B_adaptive,2025-03-02,60,28,14,46,59,10616.928634444439,0.65,574660.9346305551,10737.389754259264,574552.8743137968,2,0,28,28,0,0,0
B_adaptive,2025-03-02,60,28,14,46,59,10616.928634444439,0.80,573557.1594647383,10800.0,573392.9342792035,1,1,28,28,0,0,1
B_adaptive,2025-03-02,60,28,14,46,59,10616.928634444439,0.90,598078.7384913954,10800.0,597914.5133058606,4,0,28,28,0,0,0
B_adaptive,2025-03-03,61,28,14,47,60,10576.090032407403,base,598082.4390779973,9674.020061851843,598891.645956584,4,0,28,28,0,0,0
B_adaptive,2025-03-03,61,28,14,47,60,10576.090032407403,0.50,639786.7495680379,8565.686180555542,641590.193512252,5,0,28,28,0,0,0
B_adaptive,2025-03-03,61,28,14,47,60,10576.090032407403,0.65,581080.1517679358,10708.752174259263,580961.1464565757,2,0,28,28,0,0,0
B_adaptive,2025-03-03,61,28,14,47,60,10576.090032407403,0.80,576570.3537496312,10800.0,576369.494069258,1,1,28,28,0,0,1
B_adaptive,2025-03-03,61,28,14,47,60,10576.090032407403,0.90,596586.5859593374,10800.0,596385.7262789642,3,0,28,28,0,0,0
B_adaptive,2025-03-04,62,28,14,48,61,10598.187602222217,base,598956.2487757846,9664.777027962948,599793.5699170382,4,0,28,28,0,0,0
B_adaptive,2025-03-04,62,28,14,48,61,10598.187602222217,0.50,640557.8826052861,8610.649112777764,642340.8150491227,5,0,28,28,0,0,0
B_adaptive,2025-03-04,62,28,14,48,61,10598.187602222217,0.65,580646.926072531,10673.598144259264,580579.2786268493,2,0,28,28,0,0,0
B_adaptive,2025-03-04,62,28,14,48,61,10598.187602222217,0.80,576649.2991583186,10800.0,576468.262225712,1,1,28,28,0,0,1
B_adaptive,2025-03-04,62,28,14,48,61,10598.187602222217,0.90,596449.3503126382,10800.0,596268.3133800316,3,0,28,28,0,0,0
B_adaptive,2025-03-05,63,28,14,49,62,10688.113638703699,base,595744.0328925912,9571.719371666657,596745.5005720272,3,0,28,28,0,0,0
B_adaptive,2025-03-05,63,28,14,49,62,10688.113638703699,0.50,627445.1717522055,8590.859114999981,629326.5255741079,5,0,28,28,0,0,0
B_adaptive,2025-03-05,63,28,14,49,62,10688.113638703699,0.65,583059.8779660359,10761.687750740744,582993.877900088,2,0,28,28,0,0,0
B_adaptive,2025-03-05,63,28,14,49,62,10688.113638703699,0.80,579711.206247123,10800.0,579610.8379651313,1,1,28,28,0,0,1
B_adaptive,2025-03-05,63,28,14,49,62,10688.113638703699,0.90,599468.5417735073,10800.0,599368.1734915156,4,0,28,28,0,0,0
B_adaptive,2025-03-06,64,28,14,50,63,10466.774406851848,base,587879.9265670318,9543.663785370365,588708.008078424,3,0,28,28,0,0,0
B_adaptive,2025-03-06,64,28,14,50,63,10466.774406851848,0.50,611406.8204488431,8603.412789444426,613078.3593397473,5,0,28,28,0,0,0
B_adaptive,2025-03-06,64,28,14,50,63,10466.774406851848,0.65,579211.7785556581,10797.213799444451,578915.3560627585,1,1,28,28,0,0,1
B_adaptive,2025-03-06,64,28,14,50,63,10466.774406851848,0.80,579548.013018651,10800.0,579249.0911490642,2,0,28,28,0,0,0
B_adaptive,2025-03-06,64,28,14,50,63,10466.774406851848,0.90,599450.5138781553,10800.0,599151.5920085685,4,0,28,28,0,0,0
B_adaptive,2025-03-07,65,28,14,51,64,10405.37315574074,base,587562.4303792934,9426.06057259259,588440.9281726319,3,0,28,28,0,0,0
B_adaptive,2025-03-07,65,28,14,51,64,10405.37315574074,0.50,609342.1063997021,8535.450540740734,611019.5308699468,5,0,28,28,0,0,0
B_adaptive,2025-03-07,65,28,14,51,64,10405.37315574074,0.65,578151.8272330866,10755.09591444445,577838.1064894872,2,0,28,28,0,0,0
B_adaptive,2025-03-07,65,28,14,51,64,10405.37315574074,0.80,577118.472899176,10800.0,576764.4706961619,1,1,28,28,0,0,1
B_adaptive,2025-03-07,65,28,14,51,64,10405.37315574074,0.90,597066.5081779555,10800.0,596712.5059749414,4,0,28,28,0,0,0
B_adaptive,2025-03-08,66,28,14,52,65,10572.213569814816,base,586606.9145087148,9554.904855925923,587519.4969422239,3,0,28,28,0,0,0
B_adaptive,2025-03-08,66,28,14,52,65,10572.213569814816,0.50,605938.6037963278,8769.275883888875,607555.9390638082,5,0,28,28,0,0,0
B_adaptive,2025-03-08,66,28,14,52,65,10572.213569814816,0.65,577375.5951563574,10800.0,577171.2580736796,2,0,28,28,0,0,0
B_adaptive,2025-03-08,66,28,14,52,65,10572.213569814816,0.80,576255.2395835839,10800.0,576050.9025009061,1,1,28,28,0,0,1
B_adaptive,2025-03-08,66,28,14,52,65,10572.213569814816,0.90,596102.2949218942,10800.0,595897.9578392165,4,0,28,28,0,0,0
B_adaptive,2025-03-09,67,28,14,53,66,10582.540718518518,base,584769.8045898974,9529.65200537037,585714.3042594087,3,0,28,28,0,0,0
B_adaptive,2025-03-09,67,28,14,53,66,10582.540718518518,0.50,603302.0164422932,8945.045189213522,604770.9409040536,5,0,28,28,0,0,0
B_adaptive,2025-03-09,67,28,14,53,66,10582.540718518518,0.65,576894.8826548053,10800.0,576699.8095982452,2,0,28,28,0,0,0
B_adaptive,2025-03-09,67,28,14,53,66,10582.540718518518,0.80,574843.8985434597,10800.0,574648.8254868996,1,1,28,28,0,0,1
B_adaptive,2025-03-09,67,28,14,53,66,10582.540718518518,0.90,594590.791806976,10800.0,594395.7187504158,4,0,28,28,0,0,0
B_adaptive,2025-03-10,68,28,14,54,67,10568.929115185188,base,578665.0012766685,9589.600358703705,579543.5135783856,3,0,28,28,0,0,0
B_adaptive,2025-03-10,68,28,14,54,67,10568.929115185188,0.50,599470.3759811064,9085.89665187928,600800.7384913842,5,0,28,28,0,0,0
B_adaptive,2025-03-10,68,28,14,54,67,10568.929115185188,0.65,570628.1400445895,10800.0,570420.8566236392,2,0,28,28,0,0,0
B_adaptive,2025-03-10,68,28,14,54,67,10568.929115185188,0.80,568647.3893983116,10800.0,568440.1059773613,1,1,28,28,0,0,1
B_adaptive,2025-03-10,68,28,14,54,67,10568.929115185188,0.90,588581.0590909163,10800.0,588373.775669966,4,0,28,28,0,0,0
B_adaptive,2025-03-11,69,28,14,55,68,10574.663558703707,base,595188.4914161433,9626.491913518517,596039.0540580769,4,0,28,28,0,0,0
B_adaptive,2025-03-11,69,28,14,55,68,10574.663558703707,0.50,623298.3120308933,9183.127677037037,624546.5970242972,5,0,28,28,0,0,0
