date,next_date,fixed_day_end_kWh,free_day_end_kWh,delta_day_end_kWh,fixed_next_emergency_kWh,free_next_emergency_kWh,delta_next_emergency_kWh,fixed_next_emergency_cost_yuan,free_next_emergency_cost_yuan,delta_next_emergency_cost_yuan
2025-04-04,2025-04-05,6748.587845172052,2069.2437107938827,-4679.344134378169,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-05,2025-04-06,6388.634427549167,1697.7052115655138,-4690.929215983653,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-06,2025-04-07,6290.230092790191,1677.0396039846257,-4613.190488805565,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-07,2025-04-08,6560.290508851604,1821.1310750772502,-4739.159433774354,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-08,2025-04-09,6111.5119219954495,1394.5547919122625,-4716.957130083187,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-09,2025-04-10,6198.559289859455,1465.8001509110798,-4732.759138948375,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-10,2025-04-11,6588.122745674131,1910.2516041375625,-4677.871141536569,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-11,2025-04-12,6478.475575047622,1752.5810774363845,-4725.894497611238,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-12,2025-04-13,6701.099546595183,2044.4503829166379,-4656.649163678545,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-13,2025-04-14,6539.545737666105,1837.3286361636979,-4702.217101502407,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,2025-04-15,6319.526192927416,1687.034914546597,-4632.491278380819,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-15,2025-04-16,6535.486114269058,1895.461478876378,-4640.02463539268,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,2025-04-17,6423.8718336343,1734.297903577169,-4689.573930057131,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-17,2025-04-18,6628.660278215118,2025.3939922567483,-4603.266285958369,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-18,2025-04-19,6844.245507832831,2302.6746393912013,-4541.5708684416295,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,2025-04-20,6786.515957181969,2120.188101705256,-4666.327855476713,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-20,2025-04-21,6705.443551828377,2026.7837783291384,-4678.659773499239,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,2025-04-22,6307.926906145432,1583.9772537086978,-4723.949652436735,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-22,2025-04-23,6493.350777362935,1792.8887815064666,-4700.461995856469,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-23,2025-04-24,6683.230837111495,2034.1081462745378,-4649.122690836957,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-24,2025-04-25,6584.217558984792,1937.4801162201131,-4646.737442764679,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-25,2025-04-26,6447.145336175692,1743.6947188030383,-4703.450617372654,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-26,2025-04-27,6449.227044758894,1718.8251270502249,-4730.401917708669,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-27,2025-04-28,6174.085048062729,1469.0405130120078,-4705.044535050721,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-28,2025-04-29,6287.676018233506,1558.7952922964657,-4728.88072593704,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-29,2025-04-30,6567.004717276489,1876.7862812084545,-4690.218436068035,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-30,2025-05-01,6352.5622524163555,1682.6039819707717,-4669.958270445584,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-05-02,5443.0433483589995,1200.0,-4243.0433483589995,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-02,2025-05-03,5625.652057950939,1200.0,-4425.652057950939,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-03,2025-05-04,6050.819088202582,1308.9000081965044,-4741.919080006078,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-04,2025-05-05,5776.3499594662935,1244.5348495997769,-4531.815109866517,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-05,2025-05-06,6173.699867989029,1468.6863807105867,-4705.013487278443,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-06,2025-05-07,6101.863947588765,1351.3276524325304,-4750.536295156235,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-07,2025-05-08,6235.014614976518,1542.3026396279472,-4692.71197534857,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-08,2025-05-09,6839.617402524436,2266.2339089225256,-4573.38349360191,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-09,2025-05-10,6378.758210790137,1722.5244651629637,-4656.233745627173,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-10,2025-05-11,6276.358304728145,1450.0404425349875,-4826.317862193158,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-11,2025-05-12,6065.446001199597,1395.2021454082685,-4670.243855791328,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-12,2025-05-13,6579.81306621975,1897.8269242944277,-4681.986141925322,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-13,2025-05-14,6427.860275786136,1959.6240015349194,-4468.236274251217,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-14,2025-05-15,6670.326959673469,2030.1744214843673,-4640.1525381891015,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-15,2025-05-16,7146.299985446579,2505.1256767562227,-4641.174308690356,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-16,2025-05-17,6655.970136005574,1911.2371697678652,-4744.732966237709,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-17,2025-05-18,6571.521256817108,1866.7028562441023,-4704.818400573005,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-18,2025-05-19,6798.923697057762,2164.4029026935104,-4634.520794364252,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-19,2025-05-20,6570.665430657789,1965.283257593914,-4605.382173063876,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-20,2025-05-21,6628.260673461266,1944.4800355592465,-4683.78063790202,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-21,2025-05-22,6731.807725072603,2125.7510449014835,-4606.056680171119,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-22,2025-05-23,7462.904810495797,2870.114585828708,-4592.790224667089,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-23,2025-05-24,7521.708457149209,2963.5759935061965,-4558.132463643013,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-24,2025-05-25,7397.936676905408,2913.2239625273282,-4484.71271437808,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-25,2025-05-26,6979.453502987021,2436.506748286802,-4542.946754700219,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-26,2025-05-27,7298.68441539758,2725.3605211458607,-4573.323894251719,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-27,2025-05-28,6974.845020002602,2398.318299258897,-4576.526720743705,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-28,2025-05-29,7213.360204823428,2682.3643489152296,-4530.995855908199,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-29,2025-05-30,7272.860202143266,2888.560679006962,-4384.299523136304,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30,2025-05-31,7753.896636929092,3162.940445734891,-4590.956191194201,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-31,2025-06-01,7417.158689865872,3016.667501321004,-4400.491188544867,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,2025-06-02,5278.918532023828,1200.0,-4078.9185320238284,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-02,2025-06-03,5618.639971392812,1200.0,-4418.639971392812,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-03,2025-06-04,6580.746372434445,1972.1352445253067,-4608.611127909138,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-04,2025-06-05,6787.079488349488,2117.438383419464,-4669.641104930024,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-05,2025-06-06,6741.0859510075525,2008.5000654798796,-4732.585885527673,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-06,2025-06-07,6577.38507957624,2008.8897594149378,-4568.4953201613025,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-07,2025-06-08,7536.706558019232,2910.9139432649417,-4625.79261475429,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-08,2025-06-09,8063.454882424385,3690.661571002612,-4372.793311421772,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-09,2025-06-10,6229.65875350455,1604.2710281444745,-4625.387725360076,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-10,2025-06-11,6599.72272036721,1871.2428739842642,-4728.479846382946,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-11,2025-06-12,6616.257269414482,1903.305673884869,-4712.951595529613,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-12,2025-06-13,6961.443364485326,2386.4499985353027,-4574.993365950024,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-13,2025-06-14,6851.953418924532,2225.7555692192745,-4626.197849705258,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-14,2025-06-15,6726.471461883762,2007.3079575063132,-4719.163504377449,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15,2025-06-16,6995.532254402225,2365.808601010661,-4629.723653391564,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16,2025-06-17,6937.329621803169,2420.3419205136174,-4516.987701289552,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-17,2025-06-18,6669.164093386878,1995.1244896096086,-4674.03960377727,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-18,2025-06-19,7096.539877535337,2510.589268162117,-4585.95060937322,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-19,2025-06-20,6712.5966117133175,2244.0555382952907,-4468.541073418027,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-20,2025-06-21,7181.566563341204,2570.5308380255783,-4611.035725315625,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21,2025-06-22,7506.705409417946,2918.91153174528,-4587.793877672666,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-22,2025-06-23,7143.364219665061,2661.114911735377,-4482.249307929684,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-23,2025-06-24,7018.74159512442,2424.8405429731974,-4593.901052151223,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-24,2025-06-25,7070.396511090599,2563.1902533847806,-4507.206257705819,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-25,2025-06-26,7216.286352243837,2657.121163784832,-4559.165188459006,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-26,2025-06-27,6942.303274280555,2354.78824878912,-4587.515025491435,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27,2025-06-28,7427.308533762183,3003.0356858971372,-4424.272847865046,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,2025-06-29,7546.558612667208,2964.579117283978,-4581.97949538323,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-29,2025-06-30,7814.3429185958985,3508.279029250889,-4306.06388934501,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-30,2025-07-01,7167.629924201846,2590.8687799402737,-4576.761144261573,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,2025-07-02,5255.469293602985,1200.0,-4055.469293602985,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,2025-07-03,6408.981026653374,1742.150841550777,-4666.830185102597,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-03,2025-07-04,6628.8798270107,1999.620961700476,-4629.258865310224,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-04,2025-07-05,6204.28147695646,1492.724971161589,-4711.556505794872,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-05,2025-07-06,6703.807641541652,2206.485983305961,-4497.321658235691,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-06,2025-07-07,5766.299819626358,1221.3274532155647,-4544.972366410793,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-07,2025-07-08,6856.664203150636,2248.881263139336,-4607.7829400113005,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-08,2025-07-09,8301.491063246138,4071.999116116383,-4229.491947129754,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-09,2025-07-10,6410.791716953622,1806.068584224631,-4604.723132728991,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-10,2025-07-11,6358.27220321974,1679.3599719191022,-4678.912231300637,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-11,2025-07-12,6538.693525278595,1895.441090423342,-4643.252434855253,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-12,2025-07-13,6417.850148236649,1701.110156594602,-4716.739991642047,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-13,2025-07-14,6230.132969505289,1609.7372175728924,-4620.395751932397,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-14,2025-07-15,6349.128759307464,1746.8051351498996,-4602.323624157564,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-15,2025-07-16,7236.214603240536,2757.994567189355,-4478.2200360511815,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-16,2025-07-17,6916.037605710191,2186.7332974291176,-4729.304308281074,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-17,2025-07-18,6578.190586756916,2013.643908968904,-4564.546677788012,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-18,2025-07-19,7098.577986030935,2438.394947628389,-4660.183038402545,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-19,2025-07-20,6653.117177551854,2185.505354005348,-4467.611823546506,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-20,2025-07-21,6702.436467499337,2104.978583546237,-4597.4578839531,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-21,2025-07-22,7145.7919440785745,2725.9109285230475,-4419.8810155555275,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-22,2025-07-23,7351.309964336087,2781.377439835446,-4569.932524500642,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-23,2025-07-24,6899.307655728764,2428.8162353592493,-4470.491420369515,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-24,2025-07-25,7506.701728172002,2963.302791248515,-4543.398936923487,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-25,2025-07-26,7312.7758298032195,2901.3735376942614,-4411.402292108958,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-26,2025-07-27,7056.344217208828,2628.574309606504,-4427.769907602324,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-27,2025-07-28,7122.490993611545,2583.597161153494,-4538.89383245805,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-28,2025-07-29,6639.356563735633,2139.0966441505248,-4500.259919585109,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-29,2025-07-30,7972.834639130076,3648.0109352212216,-4324.823703908854,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-30,2025-07-31,7660.745720942867,3274.7428847128776,-4386.002836229989,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-31,2025-08-01,7235.616069756935,2834.4433017096653,-4401.1727680472695,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,2025-08-02,7446.718812783294,3067.7248932328994,-4378.993919550395,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-02,2025-08-03,7415.188016889982,3080.9938394691167,-4334.194177420864,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-03,2025-08-04,6517.857404233623,1861.4087291630442,-4656.448675070579,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-04,2025-08-05,7102.388422632213,2478.9661569530667,-4623.422265679146,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-05,2025-08-06,7217.811340203391,2544.605887170639,-4673.205453032752,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-06,2025-08-07,6258.269680106813,1670.3468291961556,-4587.922850910658,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-07,2025-08-08,7010.031508122006,2257.1866049025434,-4752.844903219462,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-08,2025-08-09,7281.55803813763,2640.3844176108955,-4641.173620526735,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-09,2025-08-10,6907.758807185643,2208.857114736542,-4698.901692449101,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-10,2025-08-11,6902.21140559616,2316.8741992610103,-4585.33720633515,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-11,2025-08-12,6658.721211571278,1956.4514525423688,-4702.26975902891,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-12,2025-08-13,6639.796995050575,2010.773382526397,-4629.023612524178,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-13,2025-08-14,6763.891824216714,2167.57505761141,-4596.316766605303,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-14,2025-08-15,6393.714881487164,1890.7072522651226,-4503.007629222042,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-15,2025-08-16,6650.72605276949,2151.141639876721,-4499.584412892769,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-16,2025-08-17,7078.033721735555,2425.991279917632,-4652.042441817924,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-17,2025-08-18,6426.331304397722,1802.931469425379,-4623.399834972343,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-18,2025-08-19,6624.328057137767,2046.4804570089896,-4577.847600128778,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-19,2025-08-20,6640.415057998129,2106.2700212877835,-4534.145036710345,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-20,2025-08-21,6233.0916579690775,1524.9397778704913,-4708.151880098586,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-21,2025-08-22,6446.908113334846,1744.0983390055997,-4702.8097743292465,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-22,2025-08-23,6240.19371305979,1540.662594254956,-4699.531118804834,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-23,2025-08-24,6483.662574013686,1813.090854198016,-4670.57171981567,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-24,2025-08-25,6470.276504607799,1828.5977766156875,-4641.678727992112,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-25,2025-08-26,6323.393222414708,1641.801235350622,-4681.591987064086,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-26,2025-08-27,7029.677613941917,2491.255084798193,-4538.422529143724,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-27,2025-08-28,6388.053078863801,1664.0316193008334,-4724.021459562968,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-28,2025-08-29,6466.219190947647,1758.001510906573,-4708.217680041074,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-29,2025-08-30,6793.414398997508,2112.7144809792358,-4680.699918018272,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-30,2025-08-31,6266.9879510878945,1527.6205523975254,-4739.367398690369,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-31,2025-09-01,6805.576965593999,2221.9508902235107,-4583.626075370488,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-01,2025-09-02,9653.605662632564,5622.513071643112,-4031.092590989452,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-02,2025-09-03,9324.946576141325,5208.869068839481,-4116.077507301844,0.0,0.0,0.0,0.0,0.0,0.0
