date,fixed_total_cost_yuan,free_total_cost_yuan,free_minus_fixed_yuan,fixed_planned_cost_yuan,free_planned_cost_yuan,fixed_emergency_cost_yuan,free_emergency_cost_yuan,delta_emergency_kWh,fixed_state_end_kWh,free_state_end_kWh,fixed_nominal_terminal_kWh,free_nominal_terminal_kWh
2025-03-01,17551.109319879848,17553.69342038351,2.584100503663649,17551.109319879848,17553.69342038351,0.0,0.0,0.0,6388.515022694478,1647.2459881878376,6000.0,1200.0
2025-03-02,62798.246278767096,63097.64394967181,299.39767090471287,45318.08789710712,45363.77219953746,17480.158381659974,17733.87175013435,119.35779180796226,5812.363131983408,1200.0,6000.0,1200.0
2025-03-03,49500.24791493171,49634.337999854666,134.09008492295834,48755.854929595094,48741.910689790326,744.3929853366155,892.4273100643388,70.43874534214524,5981.891288653128,1264.4888764248672,6000.0,1200.0
2025-03-04,48744.905625147585,48780.67243380082,35.766808653235785,48744.905625147585,48780.67243380082,0.0,0.0,0.0,6051.712449469428,1314.2814305225536,6000.0,1200.0
2025-03-05,48144.91013849152,48190.02239674673,45.11225825521251,48129.95744849152,48175.06970674673,14.952690000000366,14.952690000000366,0.0,6207.694424206292,1501.4596033760215,6000.0,1200.0
2025-03-06,46250.38087412748,46279.995550908,29.61467678052577,46250.38087412748,46279.995550908,0.0,0.0,0.0,6245.872426251826,1489.0239915850414,6000.0,1200.0
2025-03-07,17184.72681520792,17206.18142291541,21.45460770749196,17184.72681520792,17206.18142291541,0.0,0.0,0.0,6618.315345864207,1860.2533850248503,6000.0,1200.0
2025-03-08,16506.2425746957,16501.87668040893,-4.365894286773255,16506.2425746957,16447.23425999687,0.0,54.64242041205944,9.407320377388213,6453.425180505491,1773.907410665515,6000.0,1200.0
2025-03-09,45838.17515013646,45853.99931944095,15.824169304483803,45838.17515013646,45853.99931944095,0.0,0.0,0.0,6303.979497662709,1582.5711635844407,6000.0,1200.0
2025-03-10,44694.7318184085,44731.26916594211,36.537347533609136,44694.7318184085,44731.26916594211,0.0,0.0,0.0,6429.316328115558,1658.388640768951,6000.0,1200.0
2025-03-11,47424.53588091913,47484.24987240298,59.713991483848076,47424.53588091913,47484.24987240298,0.0,0.0,0.0,6710.97307391004,2081.619335212804,6000.0,1200.0
2025-03-12,43852.13244233589,43842.81199985159,-9.320442484298837,43852.13244233589,43842.81199985159,0.0,0.0,0.0,6305.521082990219,1520.0841489830195,6000.0,1200.0
2025-03-13,49080.4732058957,49147.67357259219,67.20036669648835,43580.06864377609,43647.26901047258,5500.404562119614,5500.404562119614,0.0,6199.368568911731,1490.6656341009723,6000.0,1200.0
2025-03-14,16929.59056375723,16871.888195493848,-57.70236826338078,16929.59056375723,16871.888195493848,0.0,0.0,0.0,6820.662398053062,2162.769986894054,6000.0,1200.0
2025-03-15,16204.5382415139,16041.321893830605,-163.21634768329386,16204.5382415139,16041.321893830605,0.0,0.0,0.0,6194.184765885964,1512.058356933599,6000.0,1200.0
2025-03-16,44702.045998890055,44720.16078072176,18.114781831704022,44694.584818890056,44712.69960072176,7.461180000000455,7.461180000000455,0.0,6631.011839074956,1891.9810310793466,6000.0,1200.0
2025-03-17,42793.17786213401,42836.73923452792,43.56137239390955,42793.17786213401,42836.73923452792,0.0,0.0,0.0,6629.295022936175,2019.251651244732,6000.0,1200.0
2025-03-18,44058.93492659383,44040.71875653464,-18.216170059189608,41234.03237289103,41215.81620283184,2824.9025537027983,2824.9025537027983,0.0,6534.037559423573,1817.8586456122894,6000.0,1200.0
2025-03-19,41647.445260435954,41680.480797394055,33.03553695810115,41647.445260435954,41680.480797394055,0.0,0.0,0.0,6709.155209581985,2081.9032433013303,6000.0,1200.0
2025-03-20,42220.48237994534,42210.16306588559,-10.319314059750468,42220.48237994534,42210.16306588559,0.0,0.0,0.0,6376.037124884051,1742.5677748691849,6000.0,1200.0
2025-03-21,15850.611338402867,15699.376837382046,-151.23450102082097,15850.611338402867,15699.376837382046,0.0,0.0,0.0,6416.908065115409,1682.3377127332665,6000.0,1200.0
2025-03-22,15907.982969115978,15777.621848262179,-130.36112085379864,15907.982969115978,15777.621848262179,0.0,0.0,0.0,6911.710565340052,2217.514530532895,6000.0,1200.0
2025-03-23,39031.631878765824,39052.50103365531,20.8691548894858,39031.631878765824,39052.50103365531,0.0,0.0,0.0,6353.674263095515,1653.4928984425915,6000.0,1200.0
2025-03-24,39295.07777349832,39321.232058693655,26.154285195334523,39295.07777349832,39321.232058693655,0.0,0.0,0.0,6294.667431111119,1645.7884523506063,6000.0,1200.0
2025-03-25,40446.53177585842,40448.363766929644,1.831991071223456,40446.53177585842,40448.363766929644,0.0,0.0,0.0,6288.369630362811,1559.1991674478547,6000.0,1200.0
2025-03-26,40217.99111987683,40258.305124038474,40.314004161642515,40217.99111987683,40258.305124038474,0.0,0.0,0.0,6484.356224016547,1807.7232733985477,6000.0,1200.0
2025-03-27,39867.33829353315,39881.64659990843,14.30830637528561,39867.33829353315,39881.64659990843,0.0,0.0,0.0,6453.366699680413,1743.9395285503322,6000.0,1200.0
2025-03-28,15312.249263267578,15157.618185648775,-154.63107761880383,15312.249263267578,15157.618185648775,0.0,0.0,0.0,6742.525303475746,2145.3042219666295,6000.0,1200.0
2025-03-29,14843.901962706179,14583.641068621746,-260.26089408443295,14843.901962706179,14583.641068621746,0.0,0.0,0.0,6512.185217398835,1769.5070795167621,6000.0,1200.0
2025-03-30,37313.99101280945,37359.814371579574,45.823358770125196,37313.99101280945,37359.814371579574,0.0,0.0,0.0,6608.307833566644,1934.5265490786,6000.0,1200.0
2025-03-31,37468.90938583235,37481.31462049,12.405234657649999,37468.90938583235,37481.31462049,0.0,0.0,0.0,6518.481623081518,1882.7747401821903,6000.0,1200.0
2025-04-01,46586.5769022084,46639.727220967485,53.150318759086076,37556.14858419008,37550.70542739883,9030.428318018317,9089.021793568654,8.687593676378583,6249.685548532568,1626.5295790983264,6000.0,1200.0
2025-04-02,47875.650491322376,48033.1492143575,157.4987230351253,39522.60272224738,39512.27332743381,8353.047769075001,8520.875886923695,32.18180591537771,6483.236448242529,1880.6717533661815,6000.0,1200.0
2025-04-03,40891.58866625333,40870.423130490046,-21.165535763284424,40891.58866625333,40870.423130490046,0.0,0.0,0.0,6493.017567850604,1870.8752140496472,6000.0,1200.0
2025-04-04,14982.714549710534,14766.498384521172,-216.21616518936207,14982.714549710534,14766.498384521172,0.0,0.0,0.0,6748.587845172052,2069.2437107938827,6000.0,1200.0
2025-04-05,14640.564411768075,14412.965859772885,-227.59855199519006,14640.564411768075,14412.965859772885,0.0,0.0,0.0,6388.634427549167,1697.7052115655138,6000.0,1200.0
2025-04-06,38867.88524974686,38889.45626168365,21.571011936786817,38867.88524974686,38889.45626168365,0.0,0.0,0.0,6290.230092790191,1677.0396039846257,6000.0,1200.0
2025-04-07,37930.812565784814,37915.56554737054,-15.247018414273043,37930.812565784814,37915.56554737054,0.0,0.0,0.0,6560.290508851604,1821.1310750772502,6000.0,1200.0
2025-04-08,38028.426011641,38072.35545488056,43.929443239561806,37983.13475069509,38027.06419393465,45.29126094591146,45.29126094591146,0.0,6111.5119219954495,1394.5547919122625,6000.0,1200.0
2025-04-09,39646.77811747541,39681.87076261817,35.092645142758556,37932.148716198964,37967.24136134172,1714.6294012764465,1714.6294012764465,0.0,6198.559289859455,1465.8001509110798,6000.0,1200.0
2025-04-10,38788.01264529796,38830.36495093473,42.352305636770325,38788.01264529796,38830.36495093473,0.0,0.0,0.0,6588.122745674131,1910.2516041375625,6000.0,1200.0
2025-04-11,14260.328959286739,14032.576098608482,-227.75286067825618,14260.328959286739,14032.576098608482,0.0,0.0,0.0,6478.475575047622,1752.5810774363845,6000.0,1200.0
2025-04-12,14568.947398266258,14366.702970075203,-202.2444281910557,14568.947398266258,14366.702970075203,0.0,0.0,0.0,6701.099546595183,2044.4503829166379,6000.0,1200.0
2025-04-13,37423.28424484334,37427.08109621012,3.7968513667801744,37423.28424484334,37427.08109621012,0.0,0.0,0.0,6539.545737666105,1837.3286361636979,6000.0,1200.0
2025-04-14,37370.61724317617,37396.94120326594,26.323960089765023,37370.61724317617,37396.94120326594,0.0,0.0,0.0,6319.526192927416,1687.034914546597,6000.0,1200.0
2025-04-15,36949.9352177535,36943.81392659522,-6.1212911582770175,36949.9352177535,36943.81392659522,0.0,0.0,0.0,6535.486114269058,1895.461478876378,6000.0,1200.0
2025-04-16,36965.15729605808,36961.708656582676,-3.4486394754057983,36965.15729605808,36961.708656582676,0.0,0.0,0.0,6423.8718336343,1734.297903577169,6000.0,1200.0
2025-04-17,36969.71898954797,36990.488124099575,20.76913455160684,36969.71898954797,36990.488124099575,0.0,0.0,0.0,6628.660278215118,2025.3939922567483,6000.0,1200.0
2025-04-18,13905.956366691735,13609.72064193549,-296.23572475624496,13905.956366691735,13609.72064193549,0.0,0.0,0.0,6844.245507832831,2302.6746393912013,6000.0,1200.0
2025-04-19,13959.384002770177,13614.924205480746,-344.45979728943166,13959.384002770177,13614.924205480746,0.0,0.0,0.0,6786.515957181969,2120.188101705256,6000.0,1200.0
2025-04-20,36391.21759851317,36399.28040547206,8.062806958892907,36391.21759851317,36399.28040547206,0.0,0.0,0.0,6705.443551828377,2026.7837783291384,6000.0,1200.0
2025-04-21,36474.358563416856,36488.679672865066,14.321109448210336,36474.358563416856,36488.679672865066,0.0,0.0,0.0,6307.926906145432,1583.9772537086978,6000.0,1200.0
2025-04-22,34859.89910849189,34897.63664208245,37.737533590559906,34859.89910849189,34897.63664208245,0.0,0.0,0.0,6493.350777362935,1792.8887815064666,6000.0,1200.0
2025-04-23,36143.2103083433,36168.89375098998,25.68344264667394,36143.2103083433,36168.89375098998,0.0,0.0,0.0,6683.230837111495,2034.1081462745378,6000.0,1200.0
2025-04-24,35860.751957887165,35861.02105983725,0.26910195008531446,35860.751957887165,35861.02105983725,0.0,0.0,0.0,6584.217558984792,1937.4801162201131,6000.0,1200.0
2025-04-25,13197.645575709612,12892.800236269617,-304.84533943999486,13197.645575709612,12892.800236269617,0.0,0.0,0.0,6447.145336175692,1743.6947188030383,6000.0,1200.0
2025-04-26,13398.252277006062,13127.669680620325,-270.5825963857369,13398.252277006062,13127.669680620325,0.0,0.0,0.0,6449.227044758894,1718.8251270502249,6000.0,1200.0
2025-04-27,37370.65872585501,37410.87459391018,40.21586805516563,32858.8083968898,32899.024264944965,4511.8503289652135,4511.8503289652135,0.0,6174.085048062729,1469.0405130120078,6000.0,1200.0
2025-04-28,50397.04307298288,50426.20710287905,29.164029896171996,34760.06100681395,34789.22503671012,15636.982066168926,15636.982066168926,0.0,6287.676018233506,1558.7952922964657,6000.0,1200.0
2025-04-29,35764.667214775596,35804.84490110128,40.17768632568186,35764.667214775596,35804.84490110128,0.0,0.0,0.0,6567.004717276489,1876.7862812084545,6000.0,1200.0
2025-04-30,34817.55639830271,34838.014008737766,20.457610435056267,34817.55639830271,34838.014008737766,0.0,0.0,0.0,6352.5622524163555,1682.6039819707717,6000.0,1200.0
2025-05-01,45217.81531527465,46449.646525806354,1231.8312105317018,34034.05235394851,34045.73459573147,11183.762961326143,12403.911930074883,582.2198811251983,5443.0433483589995,1200.0,6000.0,1200.0
2025-05-02,25208.79891692645,25544.355779493984,335.55686256753324,13684.17474139385,13260.67934025977,11524.624175532601,12283.676439234216,360.1615272078636,5625.652057950939,1200.0,6000.0,1200.0
2025-05-03,18928.459155119162,18656.10717713824,-272.3519779809212,16035.250393870332,15757.250724499063,2893.2087612488313,2898.856452639177,2.6906581183161506,6050.819088202582,1308.9000081965044,6000.0,1200.0
2025-05-04,42652.927055997905,43237.255351173524,584.3282951756191,36910.71101716113,36957.97623305931,5742.21603883678,6279.279118114214,259.5393200506253,5776.3499594662935,1244.5348495997769,6000.0,1200.0
2025-05-05,39109.4685565246,39057.06986096145,-52.39869556315534,37949.5577324793,37897.15903691614,1159.9108240453033,1159.9108240453033,0.0,6173.699867989029,1468.6863807105867,6000.0,1200.0
2025-05-06,39700.82145299087,39862.116317123655,161.2948641327821,39700.82145299087,39729.97198053328,0.0,132.14433659037795,62.905864641161585,6101.863947588765,1351.3276524325304,6000.0,1200.0
2025-05-07,39941.09820571313,39992.30957483488,51.21136912174552,38755.21525200815,38806.4266211299,1185.8829537049814,1185.8829537049814,0.0,6235.014614976518,1542.3026396279472,6000.0,1200.0
2025-05-08,40594.86192685457,40617.90202219329,23.04009533871431,40351.63299422957,40374.673089568285,243.22893262500048,243.22893262500048,0.0,6839.617402524436,2266.2339089225256,6000.0,1200.0
2025-05-09,15046.846367717708,14694.83754291905,-352.0088247986587,15046.846367717708,14694.83754291905,0.0,0.0,0.0,6378.758210790137,1722.5244651629637,6000.0,1200.0
2025-05-10,15475.133016531006,15190.744656497594,-284.388360033412,15475.133016531006,15190.744656497594,0.0,0.0,0.0,6276.358304728145,1450.0404425349875,6000.0,1200.0
2025-05-11,40628.602610793016,40715.49292614451,86.89031535149115,38740.600781556175,38827.491096907666,1888.001829236842,1888.001829236842,0.0,6065.446001199597,1395.2021454082685,6000.0,1200.0
2025-05-12,39345.63087119867,39358.511647896245,12.88077669757331,39345.63087119867,39358.511647896245,0.0,0.0,0.0,6579.81306621975,1897.8269242944277,6000.0,1200.0
2025-05-13,38541.907865631816,38558.3667043271,16.458838695281884,38541.907865631816,38558.3667043271,0.0,0.0,0.0,6427.860275786136,1959.6240015349194,6000.0,1200.0
2025-05-14,39161.280549876625,39076.01166404789,-85.26888582873653,39161.280549876625,39076.01166404789,0.0,0.0,0.0,6670.326959673469,2030.1744214843673,6000.0,1200.0
2025-05-15,38882.35029764934,38878.378613283334,-3.9716843660062295,38882.35029764934,38878.378613283334,0.0,0.0,0.0,7146.299985446579,2505.1256767562227,6000.0,1200.0
2025-05-16,15273.856482327465,14905.268890372041,-368.5875919554237,15273.856482327465,14905.268890372041,0.0,0.0,0.0,6655.970136005574,1911.2371697678652,6000.0,1200.0
2025-05-17,15295.111123523307,14992.184326255037,-302.9267972682701,15295.111123523307,14992.184326255037,0.0,0.0,0.0,6571.521256817108,1866.7028562441023,6000.0,1200.0
2025-05-18,38086.53886192208,38113.97028368368,27.43142176159745,38086.53886192208,38113.97028368368,0.0,0.0,0.0,6798.923697057762,2164.4029026935104,6000.0,1200.0
2025-05-19,38115.03445386848,38107.8079116817,-7.226542186777806,37663.13047220181,37655.90393001503,451.9039816666674,451.9039816666674,0.0,6570.665430657789,1965.283257593914,6000.0,1200.0
2025-05-20,37247.454030126115,37227.25920749087,-20.194822635246965,37247.454030126115,37227.25920749087,0.0,0.0,0.0,6628.260673461266,1944.4800355592465,6000.0,1200.0
2025-05-21,38189.64120498778,38206.74966762452,17.108462636737386,38189.64120498778,38206.74966762452,0.0,0.0,0.0,6731.807725072603,2125.7510449014835,6000.0,1200.0
2025-05-22,37811.03580163825,37790.46578463157,-20.570017006684793,37811.03580163825,37790.46578463157,0.0,0.0,0.0,7462.904810495797,2870.114585828708,6000.0,1200.0
2025-05-23,15388.520439016895,14987.504773657405,-401.0156653594895,15388.520439016895,14987.504773657405,0.0,0.0,0.0,7521.708457149209,2963.5759935061965,6000.0,1200.0
2025-05-24,15560.752476002854,15145.785212792965,-414.9672632098882,15560.752476002854,15145.785212792965,0.0,0.0,0.0,7397.936676905408,2913.2239625273282,6000.0,1200.0
2025-05-25,37223.22212562817,37141.966354547105,-81.25577108106518,37223.22212562817,37141.966354547105,0.0,0.0,0.0,6979.453502987021,2436.506748286802,6000.0,1200.0
2025-05-26,37054.14460557683,37002.27180256529,-51.87280301154533,37054.14460557683,37002.27180256529,0.0,0.0,0.0,7298.68441539758,2725.3605211458607,6000.0,1200.0
2025-05-27,37937.83073962026,37899.27298141954,-38.55775820071722,37937.83073962026,37899.27298141954,0.0,0.0,0.0,6974.845020002602,2398.318299258897,6000.0,1200.0
2025-05-28,36928.219120311995,36892.45109112821,-35.768029183782346,36928.219120311995,36892.45109112821,0.0,0.0,0.0,7213.360204823428,2682.3643489152296,6000.0,1200.0
2025-05-29,37472.8978409026,37414.40117487678,-58.49666602582147,37363.50704621601,37305.010380190186,109.39079468659115,109.39079468659115,0.0,7272.860202143266,2888.560679006962,6000.0,1200.0
2025-05-30,15607.404396873604,15125.65409492283,-481.7503019507749,15607.404396873604,15125.65409492283,0.0,0.0,0.0,7753.896636929092,3162.940445734891,6000.0,1200.0
2025-05-31,15416.057037651097,15013.050928315393,-403.0061093357035,15416.057037651097,15013.050928315393,0.0,0.0,0.0,7417.158689865872,3016.667501321004,6000.0,1200.0
2025-06-01,100810.75253373018,101933.84154194115,1123.089008210969,38015.112446191444,37893.53257660635,62795.64008753873,64040.3089653348,669.3682024615246,5278.918532023828,1200.0,6000.0,1200.0
2025-06-02,62260.38842850197,62747.14648075336,486.7580522513963,44861.656053285944,44593.907821032844,17398.732375216023,18153.238659720522,360.49374670607904,5618.639971392812,1200.0,6000.0,1200.0
2025-06-03,47374.567570041414,47268.51872977362,-106.04884026779473,47103.0012276,46996.9523873322,271.5663424414145,271.5663424414145,0.0,6580.746372434445,1972.1352445253067,6000.0,1200.0
2025-06-04,48426.37382989721,48407.6819925518,-18.691837345410022,48309.85638960245,48291.16455225704,116.51744029476006,116.51744029476006,0.0,6787.079488349488,2117.438383419464,6000.0,1200.0
2025-06-05,49836.122626944154,49845.770038422794,9.647411478639697,49366.00560516728,49375.65301664592,470.11702177687425,470.11702177687425,0.0,6741.0859510075525,2008.5000654798796,6000.0,1200.0
2025-06-06,24612.57603731917,24428.56401805259,-184.01201926657814,21944.074507905814,21760.062488639236,2668.501529413355,2668.501529413355,0.0,6577.38507957624,2008.8897594149378,6000.0,1200.0
2025-06-07,22728.670192492373,22441.83737795777,-286.8328145346022,22728.670192492373,22441.83737795777,0.0,0.0,0.0,7536.706558019232,2910.9139432649417,6000.0,1200.0
2025-06-08,57223.450713556675,57209.15314970938,-14.297563847292622,57223.450713556675,57209.15314970938,0.0,0.0,0.0,8063.454882424385,3690.661571002612,6000.0,1200.0
2025-06-09,51730.04435457397,51592.98362970591,-137.0607248680608,49171.5420784094,49034.48135354134,2558.5022761645705,2558.5022761645705,0.0,6229.65875350455,1604.2710281444745,6000.0,1200.0
2025-06-10,54009.35645947424,54000.16728213147,-9.189177342770563,53970.27875200357,53961.0895746608,39.07770747066888,39.07770747066888,0.0,6599.72272036721,1871.2428739842642,6000.0,1200.0
2025-06-11,52604.23061840531,52642.87366636782,38.643047962512355,52491.97599287393,52530.61904083644,112.25462553137783,112.25462553137783,0.0,6616.257269414482,1903.305673884869,6000.0,1200.0
2025-06-12,56701.93587407435,56733.069240165576,31.1333660912278,56701.93587407435,56733.069240165576,0.0,0.0,0.0,6961.443364485326,2386.4499985353027,6000.0,1200.0
2025-06-13,21961.906971266602,21716.283828278814,-245.62314298778801,21961.906971266602,21716.283828278814,0.0,0.0,0.0,6851.953418924532,2225.7555692192745,6000.0,1200.0
2025-06-14,22925.79867179088,22815.472476362935,-110.32619542794419,22925.79867179088,22815.472476362935,0.0,0.0,0.0,6726.471461883762,2007.3079575063132,6000.0,1200.0
2025-06-15,53376.07443178836,53409.70570738366,33.63127559530403,53376.07443178836,53409.70570738366,0.0,0.0,0.0,6995.532254402225,2365.808601010661,6000.0,1200.0
2025-06-16,53637.891492110284,53627.515148982435,-10.376343127849395,53425.626250455025,53415.249907327176,212.26524165526098,212.26524165526098,0.0,6937.329621803169,2420.3419205136174,6000.0,1200.0
2025-06-17,54963.901414519234,54899.77676174245,-64.12465277678712,54596.636421552364,54532.51176877558,367.2649929668729,367.2649929668729,0.0,6669.164093386878,1995.1244896096086,6000.0,1200.0
2025-06-18,55631.78702223856,55644.05228137653,12.265259137966495,55533.95292953588,55546.21818867385,97.83409270267738,97.83409270267738,0.0,7096.539877535337,2510.589268162117,6000.0,1200.0
2025-06-19,53906.86528066787,53875.078778657495,-31.78650201037817,53335.82963466595,53304.04313265557,571.0356460019245,571.0356460019245,0.0,6712.5966117133175,2244.0555382952907,6000.0,1200.0
2025-06-20,21432.4374492004,21059.196246506668,-373.2412026937309,21432.4374492004,21059.196246506668,0.0,0.0,0.0,7181.566563341204,2570.5308380255783,6000.0,1200.0
2025-06-21,20821.306603573044,20456.503022396726,-364.8035811763184,20821.306603573044,20456.503022396726,0.0,0.0,0.0,7506.705409417946,2918.91153174528,6000.0,1200.0
2025-06-22,50793.35046708168,50760.992844199005,-32.35762288267142,50793.35046708168,50760.992844199005,0.0,0.0,0.0,7143.364219665061,2661.114911735377,6000.0,1200.0
2025-06-23,51912.11611383378,51830.55969515644,-81.55641867734084,51912.11611383378,51830.55969515644,0.0,0.0,0.0,7018.74159512442,2424.8405429731974,6000.0,1200.0
2025-06-24,58281.610770589825,58253.97482765806,-27.635942931767204,50513.438995672725,50485.80305274096,7768.171774917101,7768.171774917101,0.0,7070.396511090599,2563.1902533847806,6000.0,1200.0
2025-06-25,52962.166446147705,52892.790782681775,-69.37566346592939,52962.166446147705,52892.790782681775,0.0,0.0,0.0,7216.286352243837,2657.121163784832,6000.0,1200.0
2025-06-26,51549.89869431254,51504.85689029376,-45.04180401877966,51440.838426474584,51395.796622455804,109.06026783796082,109.06026783796082,0.0,6942.303274280555,2354.78824878912,6000.0,1200.0
2025-06-27,20500.953183554207,20137.111206141053,-363.8419774131544,20500.953183554207,20137.111206141053,0.0,0.0,0.0,7427.308533762183,3003.0356858971372,6000.0,1200.0
2025-06-28,20590.680302372588,20135.614900061628,-455.06540231096005,20590.680302372588,20135.614900061628,0.0,0.0,0.0,7546.558612667208,2964.579117283978,6000.0,1200.0
2025-06-29,52439.266738407874,52403.99256864632,-35.27416976155655,52439.266738407874,52403.99256864632,0.0,0.0,0.0,7814.3429185958985,3508.279029250889,6000.0,1200.0
2025-06-30,51821.227264729874,51653.163021916305,-168.06424281356885,51810.34511433293,51642.28087151936,10.882150396941439,10.882150396941439,0.0,7167.629924201846,2590.8687799402737,6000.0,1200.0
2025-07-01,62317.78013754188,63584.81007990441,1267.029942362533,51285.09041935447,51248.62707657259,11032.689718187405,12336.183003331818,686.2847053949017,5255.469293602985,1200.0,6000.0,1200.0
2025-07-02,57728.300765198604,57449.38808998625,-278.9126752123557,56974.1719186011,56695.25924338875,754.1288465975048,754.1288465975048,0.0,6408.981026653374,1742.150841550777,6000.0,1200.0
