strategy_id,terminal_mode,date,next_date,day_end_actual_kWh,day_end_nominal_kWh,next_emergency_0_6h_kWh,next_emergency_0_6h_cost_yuan
T_fixed6000,fixed6000,2025-04-15,2025-04-16,6535.486114269058,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-16,2025-04-17,6423.8718336343,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-17,2025-04-18,6628.660278215118,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-18,2025-04-19,6844.245507832831,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-19,2025-04-20,6786.515957181969,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-20,2025-04-21,6705.443551828377,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-21,2025-04-22,6307.926906145432,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-22,2025-04-23,6493.350777362935,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-23,2025-04-24,6683.230837111495,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-24,2025-04-25,6584.217558984792,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-25,2025-04-26,6447.145336175692,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-26,2025-04-27,6449.227044758894,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-27,2025-04-28,6174.085048062729,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-28,2025-04-29,6287.676018233506,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-29,2025-04-30,6567.004717276489,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-04-30,2025-05-01,6352.5622524163555,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-01,2025-05-02,5443.0433483589995,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-02,2025-05-03,5625.652057950939,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-03,2025-05-04,6050.819088202582,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-04,2025-05-05,5776.3499594662935,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-05,2025-05-06,6173.699867989029,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-06,2025-05-07,6101.863947588765,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-07,2025-05-08,6235.014614976518,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-08,2025-05-09,6839.617402524436,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-09,2025-05-10,6378.758210790137,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-10,2025-05-11,6276.358304728145,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-11,2025-05-12,6065.446001199597,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-12,2025-05-13,6579.81306621975,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-13,2025-05-14,6427.860275786136,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-14,2025-05-15,6670.326959673469,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-15,2025-05-16,7146.299985446579,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-16,2025-05-17,6655.970136005574,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-17,2025-05-18,6571.521256817108,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-18,2025-05-19,6798.923697057762,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-19,2025-05-20,6570.665430657789,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-20,2025-05-21,6628.260673461266,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-21,2025-05-22,6731.807725072603,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-22,2025-05-23,7462.904810495797,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-23,2025-05-24,7521.708457149209,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-24,2025-05-25,7397.936676905408,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-25,2025-05-26,6979.453502987021,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-26,2025-05-27,7298.68441539758,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-27,2025-05-28,6974.845020002602,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-28,2025-05-29,7213.360204823428,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-29,2025-05-30,7272.860202143266,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-30,2025-05-31,7753.896636929092,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-05-31,2025-06-01,7417.158689865872,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-01,2025-06-02,5278.918532023828,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-02,2025-06-03,5618.639971392812,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-03,2025-06-04,6580.746372434445,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-04,2025-06-05,6787.079488349488,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-05,2025-06-06,6741.0859510075525,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-06,2025-06-07,6577.38507957624,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-07,2025-06-08,7536.706558019232,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-08,2025-06-09,8063.454882424385,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-09,2025-06-10,6229.65875350455,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-10,2025-06-11,6599.72272036721,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-11,2025-06-12,6616.257269414482,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-12,2025-06-13,6961.443364485326,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-13,2025-06-14,6851.953418924532,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-14,2025-06-15,6726.471461883762,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-15,2025-06-16,6995.532254402225,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-16,2025-06-17,6937.329621803169,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-17,2025-06-18,6669.164093386878,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-18,2025-06-19,7096.539877535337,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-19,2025-06-20,6712.5966117133175,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-20,2025-06-21,7181.566563341204,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-21,2025-06-22,7506.705409417946,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-22,2025-06-23,7143.364219665061,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-23,2025-06-24,7018.74159512442,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-24,2025-06-25,7070.396511090599,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-25,2025-06-26,7216.286352243837,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-26,2025-06-27,6942.303274280555,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-27,2025-06-28,7427.308533762183,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-28,2025-06-29,7546.558612667208,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-29,2025-06-30,7814.3429185958985,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-06-30,2025-07-01,7167.629924201846,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-01,2025-07-02,5255.469293602985,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-02,2025-07-03,6408.981026653374,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-03,2025-07-04,6628.8798270107,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-04,2025-07-05,6204.28147695646,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-05,2025-07-06,6703.807641541652,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-06,2025-07-07,5766.299819626358,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-07,2025-07-08,6856.664203150636,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-08,2025-07-09,8301.491063246138,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-09,2025-07-10,6410.791716953622,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-10,2025-07-11,6358.27220321974,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-11,2025-07-12,6538.693525278595,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-12,2025-07-13,6417.850148236649,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-13,2025-07-14,6230.132969505289,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-14,2025-07-15,6349.128759307464,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-15,2025-07-16,7236.214603240536,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-16,2025-07-17,6916.037605710191,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-17,2025-07-18,6578.190586756916,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-18,2025-07-19,7098.577986030935,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-19,2025-07-20,6653.117177551854,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-20,2025-07-21,6702.436467499337,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-21,2025-07-22,7145.7919440785745,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-22,2025-07-23,7351.309964336087,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-23,2025-07-24,6899.307655728764,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-24,2025-07-25,7506.701728172002,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-25,2025-07-26,7312.7758298032195,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-26,2025-07-27,7056.344217208828,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-27,2025-07-28,7122.490993611545,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-28,2025-07-29,6639.356563735633,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-29,2025-07-30,7972.834639130076,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-30,2025-07-31,7660.745720942867,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-07-31,2025-08-01,7235.616069756935,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-01,2025-08-02,7446.718812783294,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-02,2025-08-03,7415.188016889982,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-03,2025-08-04,6517.857404233623,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-04,2025-08-05,7102.388422632213,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-05,2025-08-06,7217.811340203391,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-06,2025-08-07,6258.269680106813,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-07,2025-08-08,7010.031508122006,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-08,2025-08-09,7281.55803813763,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-09,2025-08-10,6907.758807185643,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-10,2025-08-11,6902.21140559616,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-11,2025-08-12,6658.721211571278,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-12,2025-08-13,6639.796995050575,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-13,2025-08-14,6763.891824216714,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-14,2025-08-15,6393.714881487164,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-15,2025-08-16,6650.72605276949,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-16,2025-08-17,7078.033721735555,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-17,2025-08-18,6426.331304397722,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-18,2025-08-19,6624.328057137767,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-19,2025-08-20,6640.415057998129,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-20,2025-08-21,6233.0916579690775,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-21,2025-08-22,6446.908113334846,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-22,2025-08-23,6240.19371305979,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-23,2025-08-24,6483.662574013686,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-24,2025-08-25,6470.276504607799,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-25,2025-08-26,6323.393222414708,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-26,2025-08-27,7029.677613941917,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-27,2025-08-28,6388.053078863801,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-28,2025-08-29,6466.219190947647,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-29,2025-08-30,6793.414398997508,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-30,2025-08-31,6266.9879510878945,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-08-31,2025-09-01,6805.576965593999,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-01,2025-09-02,9653.605662632564,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-02,2025-09-03,9324.946576141325,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-03,2025-09-04,7182.538288325942,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-04,2025-09-05,6972.533183792662,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-05,2025-09-06,8396.048502565674,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-06,2025-09-07,6738.044457414435,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-07,2025-09-08,6491.381754058039,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-08,2025-09-09,5200.187231804558,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-09,2025-09-10,7351.631321571585,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-10,2025-09-11,7142.5583505991435,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-11,2025-09-12,7092.631584960082,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-12,2025-09-13,7544.9517190351135,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-13,2025-09-14,7064.503717259075,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-14,2025-09-15,6736.907176876553,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-15,2025-09-16,6515.521802053155,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-16,2025-09-17,6421.5436443486415,6000.0,7.629166666666833,34.70889375000076
T_fixed6000,fixed6000,2025-09-17,2025-09-18,6439.639484290459,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-18,2025-09-19,6099.930491808977,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-19,2025-09-20,7167.444732808466,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-20,2025-09-21,6674.699291673156,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-21,2025-09-22,6341.818014420992,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-22,2025-09-23,6199.021422037707,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-23,2025-09-24,6347.42682849825,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-24,2025-09-25,6761.625680415894,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-25,2025-09-26,6321.386090843757,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-26,2025-09-27,6861.870003861968,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-27,2025-09-28,6188.289539676192,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-28,2025-09-29,6371.47322302385,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-29,2025-09-30,6100.850905213339,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-09-30,2025-10-01,6119.690113454065,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-01,2025-10-02,7946.916165995018,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-02,2025-10-03,7747.519321690764,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-03,2025-10-04,7653.19832420972,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-04,2025-10-05,7305.117651855252,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-05,2025-10-06,6965.369633567707,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-06,2025-10-07,6772.296457211948,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-07,2025-10-08,7025.3239232548185,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-08,2025-10-09,6159.231465349041,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-09,2025-10-10,6304.800334787405,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-10,2025-10-11,6438.850552101974,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-11,2025-10-12,6573.868736857521,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-12,2025-10-13,6384.08039676736,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-13,2025-10-14,6573.04958804553,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-14,2025-10-15,6385.553509493768,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-15,2025-10-16,6221.786887152111,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-16,2025-10-17,6309.575286125045,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-17,2025-10-18,6525.096903401172,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-18,2025-10-19,6945.328430583032,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-19,2025-10-20,6206.9319231403915,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-20,2025-10-21,6354.339142506966,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-21,2025-10-22,6505.632982985011,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-22,2025-10-23,6141.082976534141,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-23,2025-10-24,6331.274730338063,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-24,2025-10-25,6225.437885304891,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-25,2025-10-26,6350.768799968981,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-26,2025-10-27,6515.588494322483,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-27,2025-10-28,6200.807915684413,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-28,2025-10-29,6509.820387083692,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-29,2025-10-30,6118.060583235562,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-30,2025-10-31,6212.502729932128,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-10-31,2025-11-01,6326.508254019084,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-11-01,2025-11-02,6744.013370638791,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-11-02,2025-11-03,6259.366968899163,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-11-03,2025-11-04,6657.71730778127,6000.0,11.62166666666667,52.87277250000002
T_fixed6000,fixed6000,2025-11-04,2025-11-05,6182.628943056083,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-11-05,2025-11-06,6696.530110839927,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-11-06,2025-11-07,6284.202524108423,6000.0,0.0,0.0
T_fixed6000,fixed6000,2025-11-07,2025-11-08,6559.062435337831,6000.0,0.0,0.0
