问题编号,方案名称,账本类型,评价阶段,自然日,时段开始,时段结束,价格_元每千瓦时,实际负载_千瓦,光伏功率_千瓦,净负荷_千瓦时,计划购电量_千瓦时,最终有效购电量_千瓦时,充电量_千瓦时,放电量_千瓦时,应急购电量_千瓦时,弃电量_千瓦时,储能期初_千瓦时,储能期末_千瓦时,普通购电费_元,调整购电费_元,应急购电费_元,总费用_元,原始策略,原始时段序号,原始来源
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 04:30:00,2025-02-01 04:40:00,0.4364,3033.47,0.0,505.57833333333326,561.5752676059519,561.5752676059519,0.0,0.0,0.0,55.99693427261866,10800.0,10800.0,245.07144678323743,0.0,0.0,245.07144678323743,S2_load_q75,27,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 04:40:00,2025-02-01 04:50:00,0.4393,3019.3858,0.0,503.2309666666666,564.3463207771947,564.3463207771947,0.0,0.0,0.0,61.11535411052808,10800.0,10800.0,247.91733871742164,0.0,0.0,247.91733871742164,S2_load_q75,28,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 04:50:00,2025-02-01 05:00:00,0.4422,3017.0819,0.0014,502.84675,566.3063111484436,566.3063111484436,0.0,0.0,0.0,63.45956114844358,10800.0,10800.0,250.42065078984172,0.0,0.0,250.42065078984172,S2_load_q75,29,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 05:00:00,2025-02-01 05:10:00,0.4395,2997.85,0.0,499.64166666666665,547.2175599992688,547.2175599992688,0.0,0.0,0.0,47.57589333260216,10800.0,10800.0,240.50211761967864,0.0,0.0,240.50211761967864,S2_load_q75,30,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 05:10:00,2025-02-01 05:20:00,0.4333,2932.7015,0.0,488.78358333333335,568.3316027612309,568.3316027612309,0.0,0.0,0.0,79.54801942789754,10800.0,10800.0,246.25808347644136,0.0,0.0,246.25808347644136,S2_load_q75,31,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 05:20:00,2025-02-01 05:30:00,0.4439,2991.1125,0.0199,498.51543333333336,595.1249115256785,595.1249115256785,0.0,0.0,0.0,96.60947819234514,10800.0,10800.0,264.1759482262487,0.0,0.0,264.1759482262487,S2_load_q75,32,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 05:30:00,2025-02-01 05:40:00,0.4301,3175.34,0.0,529.2233333333334,591.6888129171092,591.6888129171092,0.0,0.0,0.0,62.465479583775846,10800.0,10800.0,254.48535843564864,0.0,0.0,254.48535843564864,S2_load_q75,33,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 05:40:00,2025-02-01 05:50:00,0.3713,3284.4619,0.0,547.4103166666666,1410.20209292004,1410.20209292004,0.0,0.0,0.0,862.7917762533734,10800.0,10800.0,523.6080371012109,0.0,0.0,523.6080371012109,S2_load_q75,34,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 05:50:00,2025-02-01 06:00:00,0.5708,3187.3644,0.2774,531.1811666666666,11.64288010883115,11.64288010883115,0.0,519.5382865578355,0.0,0.0,10800.0,10222.73523715796,6.64575596612082,0.0,0.0,6.64575596612082,S2_load_q75,35,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 06:00:00,2025-02-01 06:10:00,0.9099,3065.9,0.0,510.98333333333335,0.0,0.0,0.0,510.98333333333335,0.0,0.0,10222.73523715796,9654.9759778987,0.0,0.0,0.0,0.0,S2_load_q75,36,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 06:10:00,2025-02-01 06:20:00,0.9368,3211.1231,0.0,535.1871833333332,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9654.9759778987,9060.323551972777,0.0,0.0,0.0,0.0,S2_load_q75,37,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 06:20:00,2025-02-01 06:30:00,0.8758,3203.9961,3.8641,533.3553333333333,0.0,0.0,0.0,533.3553333333333,0.0,0.0,9060.323551972777,8467.706514935739,0.0,0.0,0.0,0.0,S2_load_q75,38,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 06:30:00,2025-02-01 06:40:00,0.8759,3027.12,0.0,504.52,0.0,0.0,0.0,504.52,0.0,0.0,8467.706514935739,7907.128737157961,0.0,0.0,0.0,0.0,S2_load_q75,39,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 06:40:00,2025-02-01 06:50:00,0.8601,3117.3221,0.0,519.5536833333333,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7907.128737157961,7329.84686678759,0.0,0.0,0.0,0.0,S2_load_q75,40,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 06:50:00,2025-02-01 07:00:00,0.8442,3398.49,89.6095,551.4800833333333,0.0,0.0,0.0,551.4800833333333,0.0,0.0,7329.84686678759,6717.091218639443,0.0,0.0,0.0,0.0,S2_load_q75,41,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 07:00:00,2025-02-01 07:10:00,0.8334,3652.75,340.5,552.0416666666666,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6717.091218639443,6103.711589009813,0.0,0.0,0.0,0.0,S2_load_q75,42,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 07:10:00,2025-02-01 07:20:00,0.8092,3703.2843,615.936,514.5580499999999,0.0,0.0,0.0,514.5580499999999,0.0,0.0,6103.711589009813,5531.9804223431465,0.0,0.0,0.0,0.0,S2_load_q75,43,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 07:20:00,2025-02-01 07:30:00,0.7972,3572.3788,884.9275,447.90854999999993,0.0,0.0,0.0,447.90854999999993,0.0,0.0,5531.9804223431465,5034.30425567648,0.0,0.0,0.0,0.0,S2_load_q75,44,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 07:30:00,2025-02-01 07:40:00,0.7644,3477.22,1140.675,389.4241666666667,0.0,0.0,0.0,389.4241666666667,0.0,0.0,5034.30425567648,4601.610737157962,0.0,0.0,0.0,0.0,S2_load_q75,45,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 07:40:00,2025-02-01 07:50:00,0.6899,3654.0022,1388.0797,377.65375,0.0,0.0,0.0,377.65375,0.0,0.0,4601.610737157962,4181.995459380184,0.0,0.0,0.0,0.0,S2_load_q75,46,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 07:50:00,2025-02-01 08:00:00,0.86,3841.4201,1674.452,361.16135,0.0,0.0,0.0,361.16135,0.0,0.0,4181.995459380184,3780.705070491296,0.0,0.0,0.0,0.0,S2_load_q75,47,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 08:00:00,2025-02-01 08:10:00,1.1617,3803.65,2004.1125,299.92291666666665,0.0,0.0,0.0,299.92291666666665,0.0,0.0,3780.705070491296,3447.45738530611,0.0,0.0,0.0,0.0,S2_load_q75,48,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 08:10:00,2025-02-01 08:20:00,1.1683,3545.4639,2332.1065,202.22623333333337,0.0,0.0,0.0,202.22623333333337,0.0,0.0,3447.45738530611,3222.7615704912955,0.0,0.0,0.0,0.0,S2_load_q75,49,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 08:20:00,2025-02-01 08:30:00,1.0956,3411.349,2632.5934,129.7926,0.0,0.0,0.0,129.7926,0.0,0.0,3222.7615704912955,3078.547570491296,0.0,0.0,0.0,0.0,S2_load_q75,50,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 08:30:00,2025-02-01 08:40:00,1.0849,3445.37,2927.6625,86.28458333333333,0.0,0.0,0.0,86.28458333333333,0.0,0.0,3078.547570491296,2982.6758112320363,0.0,0.0,0.0,0.0,S2_load_q75,51,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 08:40:00,2025-02-01 08:50:00,1.061,3467.1139,3251.299,35.96914999999997,0.0,0.0,0.0,35.96914999999997,0.0,0.0,2982.6758112320363,2942.710089009814,0.0,0.0,0.0,0.0,S2_load_q75,52,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 08:50:00,2025-02-01 09:00:00,1.043,3894.4802,3519.7566,62.453933333333296,0.0,0.0,0.0,62.453933333333296,0.0,0.0,2942.710089009814,2873.316829750555,0.0,0.0,0.0,0.0,S2_load_q75,53,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 09:00:00,2025-02-01 09:10:00,1.036,4422.76,3731.7,115.17666666666672,0.0,0.0,0.0,115.17666666666672,0.0,0.0,2873.316829750555,2745.342755676481,0.0,0.0,0.0,0.0,S2_load_q75,54,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 09:10:00,2025-02-01 09:20:00,1.0147,4267.5205,3992.5758,45.82411666666659,0.0,0.0,0.0,45.82411666666659,0.0,0.0,2745.342755676481,2694.427070491296,0.0,0.0,0.0,0.0,S2_load_q75,55,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 09:20:00,2025-02-01 09:30:00,0.9922,4190.1702,4378.3332,-31.36050000000008,0.0,0.0,31.36050000000008,0.0,0.0,0.0,2694.427070491296,2722.651520491296,0.0,0.0,0.0,0.0,S2_load_q75,56,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 09:30:00,2025-02-01 09:40:00,0.97,4418.32,4788.525,-61.70083333333332,0.0,0.0,61.70083333333332,0.0,0.0,0.0,2722.651520491296,2778.182270491296,0.0,0.0,0.0,0.0,S2_load_q75,57,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 09:40:00,2025-02-01 09:50:00,0.9422,4399.2754,5029.9241,-105.10811666666662,0.0,0.0,105.10811666666662,0.0,0.0,0.0,2778.182270491296,2872.779575491296,0.0,0.0,0.0,0.0,S2_load_q75,58,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 09:50:00,2025-02-01 10:00:00,0.9569,4182.7342,5203.9177,-170.19725,0.0,0.0,170.19725,0.0,0.0,0.0,2872.779575491296,3025.957100491296,0.0,0.0,0.0,0.0,S2_load_q75,59,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
问题三,S2：F2日内负载修正、Linear光伏、F2自身W28/q75、四节点滚动,滚动实际调度账本,正式评价期,2025-02-01,2025-02-01 10:00:00,2025-02-01 10:10:00,0.9977,4071.53,5364.1125,-215.43041666666664,0.0,0.0,215.43041666666664,0.0,0.0,0.0,3025.957100491296,3219.844475491296,0.0,0.0,0.0,0.0,S2_load_q75,60,results/q3_intraday_load_cost/S2_load_q75/dispatch.csv
