问题编号,方案名称,账本类型,评价阶段,自然日,时段开始,时段结束,价格_元每千瓦时,实际负载_千瓦,光伏功率_千瓦,净负荷_千瓦时,计划购电量_千瓦时,最终有效购电量_千瓦时,充电量_千瓦时,放电量_千瓦时,应急购电量_千瓦时,弃电量_千瓦时,储能期初_千瓦时,储能期末_千瓦时,普通购电费_元,调整购电费_元,应急购电费_元,总费用_元,原始策略,原始时段序号,原始来源
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 02:30:00,2025-01-02 02:40:00,0.4367,,,,0.0,0.0,,,675.9966666666667,,,,0.0,,1476.0387216666668,1476.0387216666668,N_free,14,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 02:40:00,2025-01-02 02:50:00,0.4348,,,,0.0,0.0,,,694.1636666666666,,,,0.0,,1509.1118113333332,1509.1118113333332,N_free,15,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 02:50:00,2025-01-02 03:00:00,0.4335,,,,0.0,0.0,,,677.9054333333333,,,,0.0,,1469.36002675,1469.36002675,N_free,16,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 03:00:00,2025-01-02 03:10:00,0.4357,,,,0.0,0.0,,,653.24,,,,0.0,,1423.08334,1423.08334,N_free,17,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 03:10:00,2025-01-02 03:20:00,0.4374,,,,0.0,0.0,,,678.0538333333333,,,,0.0,,1482.9037335,1482.9037335,N_free,18,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 03:20:00,2025-01-02 03:30:00,0.4371,,,,0.0,0.0,,,690.0798666666666,,,,0.0,,1508.1695485999996,1508.1695485999996,N_free,19,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 03:30:00,2025-01-02 03:40:00,0.4356,,,,0.0,0.0,,,676.8533333333332,,,,0.0,,1474.18656,1474.18656,N_free,20,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 03:40:00,2025-01-02 03:50:00,0.4353,,,,0.0,0.0,,,689.7840166666666,,,,0.0,,1501.314912275,1501.314912275,N_free,21,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 03:50:00,2025-01-02 04:00:00,0.436,,,,0.0,0.0,,,713.8835166666665,,,,0.0,,1556.2660663333331,1556.2660663333331,N_free,22,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 04:00:00,2025-01-02 04:10:00,0.4378,,,,0.0,0.0,,,721.8299999999999,,,,0.0,,1580.08587,1580.08587,N_free,23,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 04:10:00,2025-01-02 04:20:00,0.4401,,,,0.0,0.0,,,704.1930833333332,,,,0.0,,1549.5768798749996,1549.5768798749996,N_free,24,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 04:20:00,2025-01-02 04:30:00,0.4389,,,,0.0,0.0,,,700.3314999999999,,,,0.0,,1536.8774767499997,1536.8774767499997,N_free,25,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 04:30:00,2025-01-02 04:40:00,0.4364,,,,0.0,0.0,,,712.3166666666666,,,,0.0,,1554.2749666666666,1554.2749666666666,N_free,26,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 04:40:00,2025-01-02 04:50:00,0.4393,,,,0.0,0.0,,,703.1725333333334,,,,0.0,,1544.5184694666668,1544.5184694666668,N_free,27,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 04:50:00,2025-01-02 05:00:00,0.4422,,,,0.0,0.0,,,678.2314166666666,,,,0.0,,1499.5696622499995,1499.5696622499995,N_free,28,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 05:00:00,2025-01-02 05:10:00,0.4395,,,,0.0,0.0,,,671.8249999999999,,,,0.0,,1476.3354375,1476.3354375,N_free,29,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 05:10:00,2025-01-02 05:20:00,0.4333,,,,0.0,0.0,,,710.4921833333333,,,,0.0,,1539.2813151916666,1539.2813151916666,N_free,30,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 05:20:00,2025-01-02 05:30:00,0.4439,,,,0.0,0.0,,,721.7514333333334,,,,0.0,,1601.927306283333,1601.927306283333,N_free,31,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 05:30:00,2025-01-02 05:40:00,0.4301,,,,0.0,0.0,,,691.5216666666666,,,,0.0,,1487.1173441666665,1487.1173441666665,N_free,32,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 05:40:00,2025-01-02 05:50:00,0.3713,,,,0.0,0.0,,,688.3839833333333,,,,0.0,,1277.9848650583333,1277.9848650583333,N_free,33,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 05:50:00,2025-01-02 06:00:00,0.5708,,,,0.0,0.0,,,773.6214333333334,,,,0.0,,2207.9155707333334,2207.9155707333334,N_free,34,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 06:00:00,2025-01-02 06:10:00,0.9099,,,,0.0,0.0,,,901.9316666666666,,,,0.0,,4103.3381175,4103.3381175,N_free,35,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 06:10:00,2025-01-02 06:20:00,0.9368,,,,0.0,0.0,,,956.3955333333332,,,,0.0,,4479.7566781333335,4479.7566781333335,N_free,36,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 06:20:00,2025-01-02 06:30:00,0.8758,,,,0.0,0.0,,,949.2315166666668,,,,0.0,,4156.684811483334,4156.684811483334,N_free,37,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 06:30:00,2025-01-02 06:40:00,0.8759,,,,0.0,0.0,,,922.9433333333332,,,,0.0,,4042.030328333333,4042.030328333333,N_free,38,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 06:40:00,2025-01-02 06:50:00,0.8601,,,,0.0,0.0,,,909.2691666666666,,,,0.0,,3910.31205125,3910.31205125,N_free,39,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 06:50:00,2025-01-02 07:00:00,0.8442,,,,0.0,0.0,,,913.9334166666664,,,,0.0,,3857.7129517499993,3857.7129517499993,N_free,40,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 07:00:00,2025-01-02 07:10:00,0.8334,,,,0.0,0.0,,,922.37375,,,,0.0,,3843.53141625,3843.53141625,N_free,41,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 07:10:00,2025-01-02 07:20:00,0.8092,,,,0.0,0.0,,,897.1297333333333,,,,0.0,,3629.786901066667,3629.786901066667,N_free,42,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 07:20:00,2025-01-02 07:30:00,0.7972,,,,0.0,0.0,,,870.7235166666667,,,,0.0,,3470.703937433333,3470.703937433333,N_free,43,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 07:30:00,2025-01-02 07:40:00,0.7644,,,,0.0,0.0,,,810.8829166666666,,,,0.0,,3099.1945074999994,3099.1945074999994,N_free,44,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 07:40:00,2025-01-02 07:50:00,0.6899,,,,0.0,0.0,,,684.2293166666666,,,,0.0,,2360.2490278416662,2360.2490278416662,N_free,45,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 07:50:00,2025-01-02 08:00:00,0.86,,,,0.0,0.0,,,746.6174666666666,,,,0.0,,3210.4551066666663,3210.4551066666663,N_free,46,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 08:00:00,2025-01-02 08:10:00,1.1617,,,,0.0,0.0,,,944.9020833333334,,,,0.0,,5488.463751041667,5488.463751041667,N_free,47,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 08:10:00,2025-01-02 08:20:00,1.1683,,,,0.0,0.0,,,949.8879166666666,,,,0.0,,5548.770265208333,5548.770265208333,N_free,48,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 08:20:00,2025-01-02 08:30:00,1.0956,,,,0.0,0.0,,,853.4746166666666,,,,0.0,,4675.333950099999,4675.333950099999,N_free,49,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 08:30:00,2025-01-02 08:40:00,1.0849,,,,0.0,0.0,,,780.8137499999999,,,,0.0,,4235.524186874999,4235.524186874999,N_free,50,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 08:40:00,2025-01-02 08:50:00,1.061,,,,0.0,0.0,,,759.0293666666666,,,,0.0,,4026.6507901666655,4026.6507901666655,N_free,51,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 08:50:00,2025-01-02 09:00:00,1.043,,,,0.0,0.0,,,730.41405,,,,0.0,,3809.1092707499993,3809.1092707499993,N_free,52,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 09:00:00,2025-01-02 09:10:00,1.036,,,,0.0,0.0,,,671.33125,,,,0.0,,3477.495875,3477.495875,N_free,53,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 09:10:00,2025-01-02 09:20:00,1.0147,,,,0.0,0.0,,,610.1347333333333,,,,0.0,,3095.5185695666664,3095.5185695666664,N_free,54,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 09:20:00,2025-01-02 09:30:00,0.9922,,,,0.0,0.0,,,564.53225,,,,0.0,,2800.64449225,2800.64449225,N_free,55,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 09:30:00,2025-01-02 09:40:00,0.97,,,,0.0,0.0,,,529.8137499999999,,,,0.0,,2569.5966874999995,2569.5966874999995,N_free,56,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 09:40:00,2025-01-02 09:50:00,0.9422,,,,0.0,0.0,,,491.9351499999999,,,,0.0,,2317.50649165,2317.50649165,N_free,57,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 09:50:00,2025-01-02 10:00:00,0.9569,,,,0.0,0.0,,,474.2261333333334,,,,0.0,,2268.9349349333334,2268.9349349333334,N_free,58,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 10:00:00,2025-01-02 10:10:00,0.9977,,,,0.0,0.0,,,465.83125,,,,0.0,,2323.799190625,2323.799190625,N_free,59,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 10:10:00,2025-01-02 10:20:00,0.9919,,,,0.0,0.0,,,426.9711666666667,,,,0.0,,2117.563501083333,2117.563501083333,N_free,60,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 10:20:00,2025-01-02 10:30:00,0.9588,,,,0.0,0.0,,,377.06360000000006,,,,0.0,,1807.6428984,1807.6428984,N_free,61,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 10:30:00,2025-01-02 10:40:00,0.9549,,,,0.0,0.0,,,349.34833333333336,,,,0.0,,1667.9636175,1667.9636175,N_free,62,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 10:40:00,2025-01-02 10:50:00,0.9839,,,,0.0,0.0,,,356.48984999999993,,,,0.0,,1753.7518170749995,1753.7518170749995,N_free,63,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 10:50:00,2025-01-02 11:00:00,0.799,,,,0.0,0.0,,,337.7988833333332,,,,0.0,,1349.5065389166662,1349.5065389166662,N_free,64,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 11:00:00,2025-01-02 11:10:00,0.5025,,,,0.0,0.0,,,285.1479166666666,,,,0.0,,716.4341406249998,716.4341406249998,N_free,65,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 11:10:00,2025-01-02 11:20:00,0.4662,,,,0.0,0.0,,,252.58943333333335,,,,0.0,,588.7859691000001,588.7859691000001,N_free,66,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 11:20:00,2025-01-02 11:30:00,0.5007,,,,0.0,0.0,,,258.3222666666667,,,,0.0,,646.7097946,646.7097946,N_free,67,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 11:30:00,2025-01-02 11:40:00,0.4827,,,,0.0,0.0,,,287.2437499999999,,,,0.0,,693.2627906249998,693.2627906249998,N_free,68,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 11:40:00,2025-01-02 11:50:00,0.4785,,,,0.0,0.0,,,301.9340166666666,,,,0.0,,722.3771348749998,722.3771348749998,N_free,69,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 11:50:00,2025-01-02 12:00:00,0.4662,,,,0.0,0.0,,,272.0259166666666,,,,0.0,,634.0924117499998,634.0924117499998,N_free,70,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 12:00:00,2025-01-02 12:10:00,0.4432,,,,0.0,0.0,,,216.59666666666664,,,,0.0,,479.9782133333332,479.9782133333332,N_free,71,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 12:10:00,2025-01-02 12:20:00,0.4411,,,,0.0,0.0,,,189.43033333333335,,,,0.0,,417.7886001666668,417.7886001666668,N_free,72,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 12:20:00,2025-01-02 12:30:00,0.4551,,,,0.0,0.0,,,193.3516000000001,,,,0.0,,439.9715658000002,439.9715658000002,N_free,73,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 12:30:00,2025-01-02 12:40:00,0.4463,,,,0.0,0.0,,,215.70499999999996,,,,0.0,,481.34570749999983,481.34570749999983,N_free,74,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 12:40:00,2025-01-02 12:50:00,0.4113,,,,0.0,0.0,,,239.18693333333323,,,,0.0,,491.8879283999997,491.8879283999997,N_free,75,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 12:50:00,2025-01-02 13:00:00,0.5682,,,,0.0,0.0,,,238.68364999999997,,,,0.0,,678.1002496499999,678.1002496499999,N_free,76,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 13:00:00,2025-01-02 13:10:00,0.8279,,,,0.0,0.0,,,230.50041666666655,,,,0.0,,954.1564747916664,954.1564747916664,N_free,77,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 13:10:00,2025-01-02 13:20:00,0.8636,,,,0.0,0.0,,,251.6634666666667,,,,0.0,,1086.682849066667,1086.682849066667,N_free,78,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 13:20:00,2025-01-02 13:30:00,0.8416,,,,0.0,0.0,,,252.29825,,,,0.0,,1061.671036,1061.671036,N_free,79,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 13:30:00,2025-01-02 13:40:00,0.8618,,,,0.0,0.0,,,242.32291666666663,,,,0.0,,1044.1694479166665,1044.1694479166665,N_free,80,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 13:40:00,2025-01-02 13:50:00,0.8623,,,,0.0,0.0,,,282.3760166666667,,,,0.0,,1217.4641958583334,1217.4641958583334,N_free,81,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 13:50:00,2025-01-02 14:00:00,0.9026,,,,0.0,0.0,,,311.9625666666667,,,,0.0,,1407.8870633666666,1407.8870633666666,N_free,82,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 14:00:00,2025-01-02 14:10:00,0.9754,,,,0.0,0.0,,,329.5466666666666,,,,0.0,,1607.1990933333332,1607.1990933333332,N_free,83,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 14:10:00,2025-01-02 14:20:00,1.0002,,,,0.0,0.0,,,390.83575,,,,0.0,,1954.56958575,1954.56958575,N_free,84,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 14:20:00,2025-01-02 14:30:00,0.9978,,,,0.0,0.0,,,424.7487666666667,,,,0.0,,2119.0715969000003,2119.0715969000003,N_free,85,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 14:30:00,2025-01-02 14:40:00,1.0271,,,,0.0,0.0,,,436.9904166666666,,,,0.0,,2244.1642847916664,2244.1642847916664,N_free,86,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 14:40:00,2025-01-02 14:50:00,1.0906,,,,0.0,0.0,,,504.4937,,,,0.0,,2751.0041461,2751.0041461,N_free,87,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 14:50:00,2025-01-02 15:00:00,0.9376,,,,0.0,0.0,,,555.60065,,,,0.0,,2604.6558472,2604.6558472,N_free,88,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 15:00:00,2025-01-02 15:10:00,0.6694,,,,0.0,0.0,,,580.1608333333334,,,,0.0,,1941.7983091666667,1941.7983091666667,N_free,89,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 15:10:00,2025-01-02 15:20:00,0.66,,,,0.0,0.0,,,634.7300833333334,,,,0.0,,2094.6092750000003,2094.6092750000003,N_free,90,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 15:20:00,2025-01-02 15:30:00,0.7217,,,,0.0,0.0,,,648.7390833333333,,,,0.0,,2340.974982208333,2340.974982208333,N_free,91,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 15:30:00,2025-01-02 15:40:00,0.7308,,,,0.0,0.0,,,643.4670833333332,,,,0.0,,2351.2287224999995,2351.2287224999995,N_free,92,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 15:40:00,2025-01-02 15:50:00,0.7534,,,,0.0,0.0,,,714.4864833333334,,,,0.0,,2691.4705827166663,2691.4705827166663,N_free,93,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 15:50:00,2025-01-02 16:00:00,0.7823,,,,0.0,0.0,,,761.64585,,,,0.0,,2979.177742275,2979.177742275,N_free,94,results/q2_time_mapping/N_free/template_plan.csv
问题二,N_free：模板购电计划,模板时段计划账本,公共初始化,2025-01-02,2025-01-02 16:00:00,2025-01-02 16:10:00,0.8055,,,,0.0,0.0,,,771.2733333333332,,,,0.0,,3106.303349999999,3106.303349999999,N_free,95,results/q2_time_mapping/N_free/template_plan.csv
