问题编号,方案名称,账本类型,评价阶段,自然日,时段开始,时段结束,价格_元每千瓦时,实际负载_千瓦,光伏功率_千瓦,净负荷_千瓦时,计划购电量_千瓦时,最终有效购电量_千瓦时,充电量_千瓦时,放电量_千瓦时,应急购电量_千瓦时,弃电量_千瓦时,储能期初_千瓦时,储能期末_千瓦时,普通购电费_元,调整购电费_元,应急购电费_元,总费用_元,原始策略,原始时段序号,原始来源
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 01:40:00,2025-02-01 01:50:00,0.3582,2830.598,0.0,471.7663333333333,498.4686633364116,498.4686633364116,26.70233000307832,0.0,0.0,0.0,8168.10123988387,8192.13333688664,178.55147520710264,0.0,0.0,178.55147520710264,Q42,10,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 01:50:00,2025-02-01 02:00:00,0.3041,2688.1558,0.0,448.02596666666665,1348.5081006304508,1348.5081006304508,833.3333333333334,0.0,0.0,67.14880063045086,8192.13333688664,8942.13333688664,410.0813134017201,0.0,0.0,410.0813134017201,Q42,11,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 02:00:00,2025-02-01 02:10:00,0.2537,2384.42,0.0,397.4033333333333,1370.7643091339396,1370.7643091339396,833.3333333333334,0.0,0.0,140.02764246727293,8942.13333688664,9692.13333688664,347.76290522728044,0.0,0.0,347.76290522728044,Q42,12,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 02:10:00,2025-02-01 02:20:00,0.3346,2604.5438,0.0,434.0906333333333,496.8615928685187,496.8615928685187,62.7709595351854,0.0,0.0,0.0,9692.13333688664,9748.627200468309,166.24988897380635,0.0,0.0,166.24988897380635,Q42,13,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 02:20:00,2025-02-01 02:30:00,0.3971,2943.3655,0.0,490.5609166666666,514.8206343596333,514.8206343596333,24.25971769296672,0.0,0.0,0.0,9748.627200468309,9770.460946391977,204.4352739042104,0.0,0.0,204.4352739042104,Q42,14,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 02:30:00,2025-02-01 02:40:00,0.367,3019.32,0.0,503.22,530.3478004869163,530.3478004869163,27.12780048691627,0.0,0.0,0.0,9770.460946391977,9794.8759668302,194.63764277869828,0.0,0.0,194.63764277869828,Q42,15,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 02:40:00,2025-02-01 02:50:00,0.3185,2844.4369,0.0,474.07281666666665,1359.121987110564,1359.121987110564,833.3333333333334,0.0,0.0,51.71583711056405,9794.8759668302,10544.8759668302,432.8803528947147,0.0,0.0,432.8803528947147,Q42,16,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 02:50:00,2025-02-01 03:00:00,0.3285,2768.3064,0.0,461.3844,548.2874690539056,548.2874690539056,86.90306905390565,0.0,0.0,0.0,10544.8759668302,10623.088728978715,180.112433584208,0.0,0.0,180.112433584208,Q42,17,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 03:00:00,2025-02-01 03:10:00,0.3772,2861.65,0.0,476.94166666666666,557.5160193937859,557.5160193937859,80.57435272711922,0.0,0.0,0.0,10623.088728978715,10695.605646433123,210.29504251533604,0.0,0.0,210.29504251533604,Q42,18,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 03:10:00,2025-02-01 03:20:00,0.3815,2900.3973,0.0,483.39955,551.6359897408255,551.6359897408255,68.23643974082552,0.0,0.0,0.0,10695.605646433123,10757.018442199866,210.4491300861249,0.0,0.0,210.4491300861249,Q42,19,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 03:20:00,2025-02-01 03:30:00,0.3822,2919.6115,0.0,486.6019166666666,550.3496987848387,550.3496987848387,47.757286444593774,0.0,0.0,15.990495673578266,10757.018442199866,10800.0,210.3436548755653,0.0,0.0,210.3436548755653,Q42,20,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 03:30:00,2025-02-01 03:40:00,0.3962,2993.09,0.0,498.84833333333336,548.8317068090373,548.8317068090373,0.0,0.0,0.0,49.98337347570396,10800.0,10800.0,217.4471222377406,0.0,0.0,217.4471222377406,Q42,21,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 03:40:00,2025-02-01 03:50:00,0.3879,3109.8584,0.0,518.3097333333333,526.6274516586809,526.6274516586809,0.0,0.0,0.0,8.317718325347641,10800.0,10800.0,204.27878849840235,0.0,0.0,204.27878849840235,Q42,22,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 03:50:00,2025-02-01 04:00:00,0.3405,3054.8008,0.0,509.13346666666666,527.7176381872251,527.7176381872251,0.0,0.0,0.0,18.58417152055847,10800.0,10800.0,179.68785580275016,0.0,0.0,179.68785580275016,Q42,23,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 04:00:00,2025-02-01 04:10:00,0.3164,2901.7,0.0,483.6166666666666,1395.3484016320472,1395.3484016320472,0.0,0.0,0.0,911.7317349653806,10800.0,10800.0,441.4882342763797,0.0,0.0,441.4882342763797,Q42,24,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 04:10:00,2025-02-01 04:20:00,0.3916,2947.1208,0.0,491.1868,557.0000194604846,557.0000194604846,0.0,0.0,0.0,65.81321946048462,10800.0,10800.0,218.12120762072576,0.0,0.0,218.12120762072576,Q42,25,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 04:20:00,2025-02-01 04:30:00,0.4109,3027.8717,0.0,504.6452833333333,558.75181410148,558.75181410148,0.0,0.0,0.0,54.10653076814668,10800.0,10800.0,229.59112041429813,0.0,0.0,229.59112041429813,Q42,26,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 04:30:00,2025-02-01 04:40:00,0.361,3033.47,0.0,505.57833333333326,568.2782531872493,568.2782531872493,0.0,0.0,0.0,62.69991985391607,10800.0,10800.0,205.148449400597,0.0,0.0,205.148449400597,Q42,27,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 04:40:00,2025-02-01 04:50:00,0.3799,3019.3858,0.0,503.2309666666666,566.1102635142184,566.1102635142184,0.0,0.0,0.0,62.87929684755181,10800.0,10800.0,215.0652891090516,0.0,0.0,215.0652891090516,Q42,28,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 04:50:00,2025-02-01 05:00:00,0.4094,3017.0819,0.0014,502.84675,571.9123466315883,571.9123466315883,0.0,0.0,0.0,69.06559663158833,10800.0,10800.0,234.14091471097225,0.0,0.0,234.14091471097225,Q42,29,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 05:00:00,2025-02-01 05:10:00,0.4052,2997.85,0.0,499.64166666666665,554.8908933326021,554.8908933326021,0.0,0.0,0.0,55.24922666593545,10800.0,10800.0,224.8417899783704,0.0,0.0,224.8417899783704,Q42,30,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 05:10:00,2025-02-01 05:20:00,0.3896,2932.7015,0.0,488.78358333333335,573.9069038813299,573.9069038813299,0.0,0.0,0.0,85.12332054799651,10800.0,10800.0,223.5941297521661,0.0,0.0,223.5941297521661,Q42,31,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 05:20:00,2025-02-01 05:30:00,0.3908,2991.1125,0.0199,498.51543333333336,605.9423115256784,605.9423115256784,0.0,0.0,0.0,107.42687819234504,10800.0,10800.0,236.8022553442351,0.0,0.0,236.8022553442351,Q42,32,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 05:30:00,2025-02-01 05:40:00,0.3821,3175.34,0.0,529.2233333333334,599.4171462504426,599.4171462504426,0.0,0.0,0.0,70.1938129171092,10800.0,10800.0,229.0372915822941,0.0,0.0,229.0372915822941,Q42,33,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 05:40:00,2025-02-01 05:50:00,0.3475,3284.4619,0.0,547.4103166666666,584.5876262533734,584.5876262533734,0.0,0.0,0.0,37.17730958670677,10800.0,10800.0,203.14420012304728,0.0,0.0,203.14420012304728,Q42,34,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 05:50:00,2025-02-01 06:00:00,0.5182,3187.3644,0.2774,531.1811666666666,0.0,0.0,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704,0.0,0.0,0.0,0.0,Q42,35,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 06:00:00,2025-02-01 06:10:00,0.8102,3065.9,0.0,510.98333333333335,0.0,0.0,0.0,510.98333333333335,0.0,0.0,10209.798703703704,9642.039444444445,0.0,0.0,0.0,0.0,Q42,36,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 06:10:00,2025-02-01 06:20:00,0.8756,3211.1231,0.0,535.1871833333332,0.0,0.0,0.0,535.1871833333332,0.0,0.0,9642.039444444445,9047.38701851852,0.0,0.0,0.0,0.0,Q42,37,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 06:20:00,2025-02-01 06:30:00,0.818,3203.9961,3.8641,533.3553333333333,0.0,0.0,0.0,533.3553333333333,0.0,0.0,9047.38701851852,8454.769981481482,0.0,0.0,0.0,0.0,Q42,38,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 06:30:00,2025-02-01 06:40:00,0.7708,3027.12,0.0,504.52,0.0,0.0,0.0,504.52,0.0,0.0,8454.769981481482,7894.192203703705,0.0,0.0,0.0,0.0,Q42,39,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 06:40:00,2025-02-01 06:50:00,0.7715,3117.3221,0.0,519.5536833333333,0.0,0.0,0.0,519.5536833333333,0.0,0.0,7894.192203703705,7316.910333333334,0.0,0.0,0.0,0.0,Q42,40,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 06:50:00,2025-02-01 07:00:00,0.8181,3398.49,89.6095,551.4800833333333,0.0,0.0,0.0,551.4800833333333,0.0,0.0,7316.910333333334,6704.154685185186,0.0,0.0,0.0,0.0,Q42,41,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 07:00:00,2025-02-01 07:10:00,0.8678,3652.75,340.5,552.0416666666666,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.0,0.0,0.0,0.0,Q42,42,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 07:10:00,2025-02-01 07:20:00,0.864,3703.2843,615.936,514.5580499999999,0.0,0.0,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.0,0.0,0.0,0.0,Q42,43,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 07:20:00,2025-02-01 07:30:00,0.8237,3572.3788,884.9275,447.90854999999993,0.0,0.0,0.0,447.90854999999993,0.0,0.0,5519.04388888889,5021.367722222224,0.0,0.0,0.0,0.0,Q42,44,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 07:30:00,2025-02-01 07:40:00,0.7654,3477.22,1140.675,389.4241666666667,0.0,0.0,0.0,389.4241666666667,0.0,0.0,5021.367722222224,4588.674203703706,0.0,0.0,0.0,0.0,Q42,45,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 07:40:00,2025-02-01 07:50:00,0.7258,3654.0022,1388.0797,377.65375,0.0,0.0,0.0,377.65375,0.0,0.0,4588.674203703706,4169.058925925928,0.0,0.0,0.0,0.0,Q42,46,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 07:50:00,2025-02-01 08:00:00,0.8697,3841.4201,1674.452,361.16135,0.0,0.0,0.0,361.16135,0.0,0.0,4169.058925925928,3767.768537037039,0.0,0.0,0.0,0.0,Q42,47,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 08:00:00,2025-02-01 08:10:00,1.0783,3803.65,2004.1125,299.92291666666665,0.0,0.0,0.0,299.92291666666665,0.0,0.0,3767.768537037039,3434.520851851854,0.0,0.0,0.0,0.0,Q42,48,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 08:10:00,2025-02-01 08:20:00,1.0448,3545.4639,2332.1065,202.22623333333337,0.0,0.0,0.0,202.22623333333337,0.0,0.0,3434.520851851854,3209.8250370370392,0.0,0.0,0.0,0.0,Q42,49,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 08:20:00,2025-02-01 08:30:00,0.9667,3411.349,2632.5934,129.7926,0.0,0.0,0.0,129.7926,0.0,0.0,3209.8250370370392,3065.6110370370398,0.0,0.0,0.0,0.0,Q42,50,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 08:30:00,2025-02-01 08:40:00,0.9429,3445.37,2927.6625,86.28458333333333,0.0,0.0,0.0,86.28458333333333,0.0,0.0,3065.6110370370398,2969.73927777778,0.0,0.0,0.0,0.0,Q42,51,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 08:40:00,2025-02-01 08:50:00,0.893,3467.1139,3251.299,35.96914999999997,0.0,0.0,0.0,35.96914999999997,0.0,0.0,2969.73927777778,2929.773555555558,0.0,0.0,0.0,0.0,Q42,52,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 08:50:00,2025-02-01 09:00:00,0.9266,3894.4802,3519.7566,62.453933333333296,0.0,0.0,0.0,62.453933333333296,0.0,0.0,2929.773555555558,2860.380296296298,0.0,0.0,0.0,0.0,Q42,53,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 09:00:00,2025-02-01 09:10:00,0.9995,4422.76,3731.7,115.17666666666672,0.0,0.0,0.0,115.17666666666672,0.0,0.0,2860.380296296298,2732.4062222222246,0.0,0.0,0.0,0.0,Q42,54,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 09:10:00,2025-02-01 09:20:00,0.9415,4267.5205,3992.5758,45.82411666666659,0.0,0.0,0.0,45.82411666666659,0.0,0.0,2732.4062222222246,2681.49053703704,0.0,0.0,0.0,0.0,Q42,55,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 09:20:00,2025-02-01 09:30:00,0.8825,4190.1702,4378.3332,-31.36050000000008,0.0,0.0,31.36050000000008,0.0,0.0,0.0,2681.49053703704,2709.71498703704,0.0,0.0,0.0,0.0,Q42,56,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 09:30:00,2025-02-01 09:40:00,0.8929,4418.32,4788.525,-61.70083333333332,0.0,0.0,61.70083333333332,0.0,0.0,0.0,2709.71498703704,2765.24573703704,0.0,0.0,0.0,0.0,Q42,57,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 09:40:00,2025-02-01 09:50:00,0.9059,4399.2754,5029.9241,-105.10811666666662,0.0,0.0,105.10811666666662,0.0,0.0,0.0,2765.24573703704,2859.84304203704,0.0,0.0,0.0,0.0,Q42,58,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 09:50:00,2025-02-01 10:00:00,0.8581,4182.7342,5203.9177,-170.19725,0.0,0.0,170.19725,0.0,0.0,0.0,2859.84304203704,3013.02056703704,0.0,0.0,0.0,0.0,Q42,59,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 10:00:00,2025-02-01 10:10:00,0.8084,4071.53,5364.1125,-215.43041666666664,0.0,0.0,215.43041666666664,0.0,0.0,0.0,3013.02056703704,3206.9079420370394,0.0,0.0,0.0,0.0,Q42,60,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 10:10:00,2025-02-01 10:20:00,0.8605,4268.5932,5471.099,-200.4176333333333,0.0,0.0,200.4176333333333,0.0,0.0,0.0,3206.9079420370394,3387.2838120370398,0.0,0.0,0.0,0.0,Q42,61,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 10:20:00,2025-02-01 10:30:00,0.8292,4240.2423,5601.7634,-226.9201833333333,0.0,0.0,226.9201833333333,0.0,0.0,0.0,3387.2838120370398,3591.5119770370397,0.0,0.0,0.0,0.0,Q42,62,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 10:30:00,2025-02-01 10:40:00,0.7446,4001.96,5755.3125,-292.22541666666666,0.0,0.0,292.22541666666666,0.0,0.0,0.0,3591.5119770370397,3854.51485203704,0.0,0.0,0.0,0.0,Q42,63,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 10:40:00,2025-02-01 10:50:00,0.7982,4072.3226,5878.849,-301.08773333333335,0.0,0.0,301.08773333333335,0.0,0.0,0.0,3854.51485203704,4125.49381203704,0.0,0.0,0.0,0.0,Q42,64,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 10:50:00,2025-02-01 11:00:00,0.6917,4068.783,6128.0874,-343.21740000000005,0.0,0.0,343.21740000000005,0.0,0.0,0.0,4125.49381203704,4434.38947203704,0.0,0.0,0.0,0.0,Q42,65,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 11:00:00,2025-02-01 11:10:00,0.438,3917.55,6361.65,-407.3499999999999,0.0,0.0,407.3499999999999,0.0,0.0,0.0,4434.38947203704,4801.00447203704,0.0,0.0,0.0,0.0,Q42,66,results/q4_price_transfer/Q42/dispatch.csv
问题四-4-2,Q42：问题二配置迁移至附件4波动电价,波动电价滚动调度账本,正式评价期,2025-02-01,2025-02-01 11:10:00,2025-02-01 11:20:00,0.3671,3946.1661,6277.0669,-388.4834666666666,0.0,0.0,388.4834666666666,0.0,0.0,0.0,4801.00447203704,5150.63959203704,0.0,0.0,0.0,0.0,Q42,67,results/q4_price_transfer/Q42/dispatch.csv
