strategy_id,target,date,slot,forecast_kW
G0_naive_gate,load,2025-01-01,82,
G0_naive_gate,load,2025-01-01,83,
G0_naive_gate,load,2025-01-01,84,
G0_naive_gate,load,2025-01-01,85,
G0_naive_gate,load,2025-01-01,86,
G0_naive_gate,load,2025-01-01,87,
G0_naive_gate,load,2025-01-01,88,
G0_naive_gate,load,2025-01-01,89,
G0_naive_gate,load,2025-01-01,90,
G0_naive_gate,load,2025-01-01,91,
G0_naive_gate,load,2025-01-01,92,
G0_naive_gate,load,2025-01-01,93,
G0_naive_gate,load,2025-01-01,94,
G0_naive_gate,load,2025-01-01,95,
G0_naive_gate,load,2025-01-01,96,
G0_naive_gate,load,2025-01-01,97,
G0_naive_gate,load,2025-01-01,98,
G0_naive_gate,load,2025-01-01,99,
G0_naive_gate,load,2025-01-01,100,
G0_naive_gate,load,2025-01-01,101,
G0_naive_gate,load,2025-01-01,102,
G0_naive_gate,load,2025-01-01,103,
G0_naive_gate,load,2025-01-01,104,
G0_naive_gate,load,2025-01-01,105,
G0_naive_gate,load,2025-01-01,106,
G0_naive_gate,load,2025-01-01,107,
G0_naive_gate,load,2025-01-01,108,
G0_naive_gate,load,2025-01-01,109,
G0_naive_gate,load,2025-01-01,110,
G0_naive_gate,load,2025-01-01,111,
G0_naive_gate,load,2025-01-01,112,
G0_naive_gate,load,2025-01-01,113,
G0_naive_gate,load,2025-01-01,114,
G0_naive_gate,load,2025-01-01,115,
G0_naive_gate,load,2025-01-01,116,
G0_naive_gate,load,2025-01-01,117,
G0_naive_gate,load,2025-01-01,118,
G0_naive_gate,load,2025-01-01,119,
G0_naive_gate,load,2025-01-01,120,
G0_naive_gate,load,2025-01-01,121,
G0_naive_gate,load,2025-01-01,122,
G0_naive_gate,load,2025-01-01,123,
G0_naive_gate,load,2025-01-01,124,
G0_naive_gate,load,2025-01-01,125,
G0_naive_gate,load,2025-01-01,126,
G0_naive_gate,load,2025-01-01,127,
G0_naive_gate,load,2025-01-01,128,
G0_naive_gate,load,2025-01-01,129,
G0_naive_gate,load,2025-01-01,130,
G0_naive_gate,load,2025-01-01,131,
G0_naive_gate,load,2025-01-01,132,
G0_naive_gate,load,2025-01-01,133,
G0_naive_gate,load,2025-01-01,134,
G0_naive_gate,load,2025-01-01,135,
G0_naive_gate,load,2025-01-01,136,
G0_naive_gate,load,2025-01-01,137,
G0_naive_gate,load,2025-01-01,138,
G0_naive_gate,load,2025-01-01,139,
G0_naive_gate,load,2025-01-01,140,
G0_naive_gate,load,2025-01-01,141,
G0_naive_gate,load,2025-01-01,142,
G0_naive_gate,load,2025-01-01,143,
G0_naive_gate,load,2025-01-02,0,3529.7296
G0_naive_gate,load,2025-01-02,1,3609.5287
G0_naive_gate,load,2025-01-02,2,3726.56
G0_naive_gate,load,2025-01-02,3,3510.6311
G0_naive_gate,load,2025-01-02,4,3502.5625
G0_naive_gate,load,2025-01-02,5,3787.01
G0_naive_gate,load,2025-01-02,6,3900.3205
G0_naive_gate,load,2025-01-02,7,3916.8376
G0_naive_gate,load,2025-01-02,8,3817.28
G0_naive_gate,load,2025-01-02,9,3533.0136
G0_naive_gate,load,2025-01-02,10,3694.6613
G0_naive_gate,load,2025-01-02,11,4064.73
G0_naive_gate,load,2025-01-02,12,3810.671
G0_naive_gate,load,2025-01-02,13,3844.9495
G0_naive_gate,load,2025-01-02,14,4234.62
G0_naive_gate,load,2025-01-02,15,4109.9755
G0_naive_gate,load,2025-01-02,16,3996.8945
G0_naive_gate,load,2025-01-02,17,4102.19
G0_naive_gate,load,2025-01-02,18,4086.0577
G0_naive_gate,load,2025-01-02,19,4133.7626
G0_naive_gate,load,2025-01-02,20,4179.18
G0_naive_gate,load,2025-01-02,21,3953.3711
G0_naive_gate,load,2025-01-02,22,3910.7496
G0_naive_gate,load,2025-01-02,23,4099.31
G0_naive_gate,load,2025-01-02,24,4123.8623
G0_naive_gate,load,2025-01-02,25,4169.0068
G0_naive_gate,load,2025-01-02,26,4260.24
G0_naive_gate,load,2025-01-02,27,4217.2222
G0_naive_gate,load,2025-01-02,28,4261.857
G0_naive_gate,load,2025-01-02,29,4341.9
G0_naive_gate,load,2025-01-02,30,4208.2208
G0_naive_gate,load,2025-01-02,31,4302.1233
G0_naive_gate,load,2025-01-02,32,4456.59
G0_naive_gate,load,2025-01-02,33,4148.637
G0_naive_gate,load,2025-01-02,34,4498.1333
G0_naive_gate,load,2025-01-02,35,5369.38
G0_naive_gate,load,2025-01-02,36,5440.8991
G0_naive_gate,load,2025-01-02,37,5316.893
G0_naive_gate,load,2025-01-02,38,5399.82
G0_naive_gate,load,2025-01-02,39,5447.4007
G0_naive_gate,load,2025-01-02,40,5444.401
G0_naive_gate,load,2025-01-02,41,5433.63
G0_naive_gate,load,2025-01-02,42,5449.2818
G0_naive_gate,load,2025-01-02,43,5510.0042
G0_naive_gate,load,2025-01-02,44,5476.0
G0_naive_gate,load,2025-01-02,45,5329.4215
G0_naive_gate,load,2025-01-02,46,6084.1163
G0_naive_gate,load,2025-01-02,47,7316.0
G0_naive_gate,load,2025-01-02,48,7469.4947
G0_naive_gate,load,2025-01-02,49,7225.691
G0_naive_gate,load,2025-01-02,50,7216.13
G0_naive_gate,load,2025-01-02,51,7361.7004
G0_naive_gate,load,2025-01-02,52,7275.513
G0_naive_gate,load,2025-01-02,53,7077.29
G0_naive_gate,load,2025-01-02,54,7221.8762
G0_naive_gate,load,2025-01-02,55,7229.5513
G0_naive_gate,load,2025-01-02,56,7099.33
G0_naive_gate,load,2025-01-02,57,7297.1521
G0_naive_gate,load,2025-01-02,58,7313.1756
G0_naive_gate,load,2025-01-02,59,7099.46
G0_naive_gate,load,2025-01-02,60,7125.5214
G0_naive_gate,load,2025-01-02,61,7096.3104
G0_naive_gate,load,2025-01-02,62,6986.17
G0_naive_gate,load,2025-01-02,63,7098.9702
G0_naive_gate,load,2025-01-02,64,7193.993
G0_naive_gate,load,2025-01-02,65,7135.18
G0_naive_gate,load,2025-01-02,66,7042.947
G0_naive_gate,load,2025-01-02,67,7069.1675
G0_naive_gate,load,2025-01-02,68,7129.17
G0_naive_gate,load,2025-01-02,69,6971.0393
G0_naive_gate,load,2025-01-02,70,6648.4937
G0_naive_gate,load,2025-01-02,71,6471.29
G0_naive_gate,load,2025-01-02,72,6681.1855
G0_naive_gate,load,2025-01-02,73,6585.2714
G0_naive_gate,load,2025-01-02,74,6283.97
G0_naive_gate,load,2025-01-02,75,6547.9322
G0_naive_gate,load,2025-01-02,76,6747.6789
G0_naive_gate,load,2025-01-02,77,6682.36
G0_naive_gate,load,2025-01-02,78,6790.9628
G0_naive_gate,load,2025-01-02,79,6916.0165
G0_naive_gate,load,2025-01-02,80,6834.78
G0_naive_gate,load,2025-01-02,81,6546.5252
G0_naive_gate,load,2025-01-02,82,6539.873
G0_naive_gate,load,2025-01-02,83,6773.97
G0_naive_gate,load,2025-01-02,84,6736.8117
G0_naive_gate,load,2025-01-02,85,6623.3813
G0_naive_gate,load,2025-01-02,86,6548.98
G0_naive_gate,load,2025-01-02,87,6398.5627
G0_naive_gate,load,2025-01-02,88,6196.5854
G0_naive_gate,load,2025-01-02,89,6154.69
G0_naive_gate,load,2025-01-02,90,6459.5818
G0_naive_gate,load,2025-01-02,91,6622.8857
G0_naive_gate,load,2025-01-02,92,6493.61
G0_naive_gate,load,2025-01-02,93,6375.0516
G0_naive_gate,load,2025-01-02,94,6354.113
G0_naive_gate,load,2025-01-02,95,6404.25
G0_naive_gate,load,2025-01-02,96,6444.972
G0_naive_gate,load,2025-01-02,97,6399.4586
G0_naive_gate,load,2025-01-02,98,6292.15
G0_naive_gate,load,2025-01-02,99,6236.9153
G0_naive_gate,load,2025-01-02,100,6299.9437
G0_naive_gate,load,2025-01-02,101,6389.06
G0_naive_gate,load,2025-01-02,102,6325.1833
G0_naive_gate,load,2025-01-02,103,6169.4734
G0_naive_gate,load,2025-01-02,104,6191.99
G0_naive_gate,load,2025-01-02,105,6464.5067
G0_naive_gate,load,2025-01-02,106,5764.0309
G0_naive_gate,load,2025-01-02,107,4529.45
G0_naive_gate,load,2025-01-02,108,4490.5328
G0_naive_gate,load,2025-01-02,109,4644.0206
G0_naive_gate,load,2025-01-02,110,4469.21
G0_naive_gate,load,2025-01-02,111,4470.465
G0_naive_gate,load,2025-01-02,112,4510.8756
G0_naive_gate,load,2025-01-02,113,4486.17
G0_naive_gate,load,2025-01-02,114,4471.7293
G0_naive_gate,load,2025-01-02,115,4439.8235
G0_naive_gate,load,2025-01-02,116,4387.19
G0_naive_gate,load,2025-01-02,117,4347.9765
G0_naive_gate,load,2025-01-02,118,4300.6345
G0_naive_gate,load,2025-01-02,119,4315.99
G0_naive_gate,load,2025-01-02,120,4483.2744
G0_naive_gate,load,2025-01-02,121,4551.706
G0_naive_gate,load,2025-01-02,122,4499.8
G0_naive_gate,load,2025-01-02,123,4535.0935
G0_naive_gate,load,2025-01-02,124,4528.916
G0_naive_gate,load,2025-01-02,125,4483.51
G0_naive_gate,load,2025-01-02,126,4548.2302
G0_naive_gate,load,2025-01-02,127,4595.6841
G0_naive_gate,load,2025-01-02,128,4620.9
G0_naive_gate,load,2025-01-02,129,4653.7148
G0_naive_gate,load,2025-01-02,130,4131.9845
G0_naive_gate,load,2025-01-02,131,3363.0
G0_naive_gate,load,2025-01-02,132,3305.7588
G0_naive_gate,load,2025-01-02,133,3470.932
G0_naive_gate,load,2025-01-02,134,3521.37
G0_naive_gate,load,2025-01-02,135,3561.5279
G0_naive_gate,load,2025-01-02,136,3386.068
G0_naive_gate,load,2025-01-02,137,3289.99
G0_naive_gate,load,2025-01-02,138,3774.2552
G0_naive_gate,load,2025-01-02,139,3883.62
G0_naive_gate,load,2025-01-02,140,3525.14
G0_naive_gate,load,2025-01-02,141,3553.5909
G0_naive_gate,load,2025-01-02,142,3697.1141
G0_naive_gate,load,2025-01-02,143,3696.7
G0_naive_gate,load,2025-01-03,0,3622.5509
G0_naive_gate,load,2025-01-03,1,3622.7611
G0_naive_gate,load,2025-01-03,2,3708.23
G0_naive_gate,load,2025-01-03,3,3750.5226
G0_naive_gate,load,2025-01-03,4,3684.9038
G0_naive_gate,load,2025-01-03,5,3644.14
G0_naive_gate,load,2025-01-03,6,3809.298
G0_naive_gate,load,2025-01-03,7,3855.1226
G0_naive_gate,load,2025-01-03,8,3783.78
G0_naive_gate,load,2025-01-03,9,3907.3849
G0_naive_gate,load,2025-01-03,10,3968.2398
G0_naive_gate,load,2025-01-03,11,3886.77
G0_naive_gate,load,2025-01-03,12,3865.3901
G0_naive_gate,load,2025-01-03,13,3931.6861
G0_naive_gate,load,2025-01-03,14,4055.98
G0_naive_gate,load,2025-01-03,15,4164.982
G0_naive_gate,load,2025-01-03,16,4067.4326
G0_naive_gate,load,2025-01-03,17,3919.44
G0_naive_gate,load,2025-01-03,18,4068.323
G0_naive_gate,load,2025-01-03,19,4140.4792
G0_naive_gate,load,2025-01-03,20,4061.12
G0_naive_gate,load,2025-01-03,21,4138.7041
G0_naive_gate,load,2025-01-03,22,4283.3011
G0_naive_gate,load,2025-01-03,23,4330.98
G0_naive_gate,load,2025-01-03,24,4225.1585
G0_naive_gate,load,2025-01-03,25,4201.989
G0_naive_gate,load,2025-01-03,26,4273.9
G0_naive_gate,load,2025-01-03,27,4219.0352
G0_naive_gate,load,2025-01-03,28,4069.3885
G0_naive_gate,load,2025-01-03,29,4030.95
G0_naive_gate,load,2025-01-03,30,4262.9553
G0_naive_gate,load,2025-01-03,31,4330.5086
G0_naive_gate,load,2025-01-03,32,4149.13
G0_naive_gate,load,2025-01-03,33,4130.3346
G0_naive_gate,load,2025-01-03,34,4641.7286
G0_naive_gate,load,2025-01-03,35,5411.59
G0_naive_gate,load,2025-01-03,36,5738.8011
G0_naive_gate,load,2025-01-03,37,5695.3891
G0_naive_gate,load,2025-01-03,38,5537.66
G0_naive_gate,load,2025-01-03,39,5461.5746
G0_naive_gate,load,2025-01-03,40,5483.6005
G0_naive_gate,load,2025-01-03,41,5540.88
G0_naive_gate,load,2025-01-03,42,5575.3367
G0_naive_gate,load,2025-01-03,43,5669.9633
G0_naive_gate,load,2025-01-03,44,5566.66
G0_naive_gate,load,2025-01-03,45,5081.9454
G0_naive_gate,load,2025-01-03,46,5737.5547
G0_naive_gate,load,2025-01-03,47,7205.75
G0_naive_gate,load,2025-01-03,48,7519.6199
G0_naive_gate,load,2025-01-03,49,7253.8265
G0_naive_gate,load,2025-01-03,50,7156.62
G0_naive_gate,load,2025-01-03,51,7351.5694
G0_naive_gate,load,2025-01-03,52,7430.2399
G0_naive_gate,load,2025-01-03,53,7295.25
G0_naive_gate,load,2025-01-03,54,7207.6569
G0_naive_gate,load,2025-01-03,55,7113.8825
G0_naive_gate,load,2025-01-03,56,7023.12
G0_naive_gate,load,2025-01-03,57,7047.9517
G0_naive_gate,load,2025-01-03,58,7129.0191
G0_naive_gate,load,2025-01-03,59,7151.1
G0_naive_gate,load,2025-01-03,60,7053.4551
G0_naive_gate,load,2025-01-03,61,7028.7906
G0_naive_gate,load,2025-01-03,62,7115.54
G0_naive_gate,load,2025-01-03,63,7158.8016
G0_naive_gate,load,2025-01-03,64,7104.1648
G0_naive_gate,load,2025-01-03,65,6988.45
G0_naive_gate,load,2025-01-03,66,6905.2356
G0_naive_gate,load,2025-01-03,67,6918.8526
G0_naive_gate,load,2025-01-03,68,7053.45
G0_naive_gate,load,2025-01-03,69,7224.2372
G0_naive_gate,load,2025-01-03,70,7061.4737
G0_naive_gate,load,2025-01-03,71,6627.88
G0_naive_gate,load,2025-01-03,72,6385.5315
G0_naive_gate,load,2025-01-03,73,6379.3415
G0_naive_gate,load,2025-01-03,74,6517.08
G0_naive_gate,load,2025-01-03,75,6677.4158
G0_naive_gate,load,2025-01-03,76,6740.259
G0_naive_gate,load,2025-01-03,77,6776.29
G0_naive_gate,load,2025-01-03,78,6923.5069
G0_naive_gate,load,2025-01-03,79,6851.0971
G0_naive_gate,load,2025-01-03,80,6622.15
G0_naive_gate,load,2025-01-03,81,6654.8176
G0_naive_gate,load,2025-01-03,82,6745.2794
G0_naive_gate,load,2025-01-03,83,6768.73
G0_naive_gate,load,2025-01-03,84,6785.5204
G0_naive_gate,load,2025-01-03,85,6651.4681
G0_naive_gate,load,2025-01-03,86,6519.73
G0_naive_gate,load,2025-01-03,87,6699.3894
G0_naive_gate,load,2025-01-03,88,6745.2289
G0_naive_gate,load,2025-01-03,89,6621.14
G0_naive_gate,load,2025-01-03,90,6686.5383
G0_naive_gate,load,2025-01-03,91,6510.334
G0_naive_gate,load,2025-01-03,92,6220.79
G0_naive_gate,load,2025-01-03,93,6406.2703
G0_naive_gate,load,2025-01-03,94,6474.5982
G0_naive_gate,load,2025-01-03,95,6290.24
G0_naive_gate,load,2025-01-03,96,6307.331
G0_naive_gate,load,2025-01-03,97,6312.2172
G0_naive_gate,load,2025-01-03,98,6239.28
G0_naive_gate,load,2025-01-03,99,6276.4877
G0_naive_gate,load,2025-01-03,100,6335.5438
G0_naive_gate,load,2025-01-03,101,6317.75
G0_naive_gate,load,2025-01-03,102,6215.7285
G0_naive_gate,load,2025-01-03,103,6137.0958
G0_naive_gate,load,2025-01-03,104,6185.23
G0_naive_gate,load,2025-01-03,105,6275.9932
G0_naive_gate,load,2025-01-03,106,5749.3845
G0_naive_gate,load,2025-01-03,107,4825.29
G0_naive_gate,load,2025-01-03,108,4462.7208
G0_naive_gate,load,2025-01-03,109,4487.596
G0_naive_gate,load,2025-01-03,110,4531.35
G0_naive_gate,load,2025-01-03,111,4433.2667
G0_naive_gate,load,2025-01-03,112,4446.1905
G0_naive_gate,load,2025-01-03,113,4522.69
G0_naive_gate,load,2025-01-03,114,4365.4081
G0_naive_gate,load,2025-01-03,115,4272.9727
G0_naive_gate,load,2025-01-03,116,4365.74
G0_naive_gate,load,2025-01-03,117,4459.5799
G0_naive_gate,load,2025-01-03,118,4483.9677
G0_naive_gate,load,2025-01-03,119,4509.26
G0_naive_gate,load,2025-01-03,120,4622.8615
G0_naive_gate,load,2025-01-03,121,4560.6006
G0_naive_gate,load,2025-01-03,122,4323.46
G0_naive_gate,load,2025-01-03,123,4224.7758
G0_naive_gate,load,2025-01-03,124,4398.0305
G0_naive_gate,load,2025-01-03,125,4648.27
G0_naive_gate,load,2025-01-03,126,4633.6
G0_naive_gate,load,2025-01-03,127,4538.5738
G0_naive_gate,load,2025-01-03,128,4588.87
G0_naive_gate,load,2025-01-03,129,4752.9518
G0_naive_gate,load,2025-01-03,130,4388.3683
G0_naive_gate,load,2025-01-03,131,3695.47
G0_naive_gate,load,2025-01-03,132,3549.5286
G0_naive_gate,load,2025-01-03,133,3568.6566
G0_naive_gate,load,2025-01-03,134,3527.23
G0_naive_gate,load,2025-01-03,135,3577.6994
G0_naive_gate,load,2025-01-03,136,3478.244
G0_naive_gate,load,2025-01-03,137,3323.61
G0_naive_gate,load,2025-01-03,138,3478.4063
G0_naive_gate,load,2025-01-03,139,3640.9395
G0_naive_gate,load,2025-01-03,140,3700.96
G0_naive_gate,load,2025-01-03,141,3769.729
G0_naive_gate,load,2025-01-03,142,3428.202
G0_naive_gate,load,2025-01-03,143,2919.12
G0_naive_gate,load,2025-01-04,0,2954.3509
G0_naive_gate,load,2025-01-04,1,2960.6102
G0_naive_gate,load,2025-01-04,2,2756.51
G0_naive_gate,load,2025-01-04,3,2725.0654
G0_naive_gate,load,2025-01-04,4,2639.7341
G0_naive_gate,load,2025-01-04,5,2583.76
G0_naive_gate,load,2025-01-04,6,2902.6811
G0_naive_gate,load,2025-01-04,7,3131.051
G0_naive_gate,load,2025-01-04,8,3056.82
G0_naive_gate,load,2025-01-04,9,2923.5412
G0_naive_gate,load,2025-01-04,10,2940.6553
G0_naive_gate,load,2025-01-04,11,3047.21
G0_naive_gate,load,2025-01-04,12,3000.6237
G0_naive_gate,load,2025-01-04,13,2860.5275
G0_naive_gate,load,2025-01-04,14,2800.1
G0_naive_gate,load,2025-01-04,15,2953.2923
G0_naive_gate,load,2025-01-04,16,3161.0061
G0_naive_gate,load,2025-01-04,17,3294.0
G0_naive_gate,load,2025-01-04,18,3346.735
G0_naive_gate,load,2025-01-04,19,3390.5777
G0_naive_gate,load,2025-01-04,20,3426.62
G0_naive_gate,load,2025-01-04,21,3375.8805
G0_naive_gate,load,2025-01-04,22,3204.2096
G0_naive_gate,load,2025-01-04,23,3155.14
G0_naive_gate,load,2025-01-04,24,3470.3443
G0_naive_gate,load,2025-01-04,25,3371.4266
G0_naive_gate,load,2025-01-04,26,2945.58
G0_naive_gate,load,2025-01-04,27,3074.9809
G0_naive_gate,load,2025-01-04,28,3342.863
G0_naive_gate,load,2025-01-04,29,3341.55
G0_naive_gate,load,2025-01-04,30,3130.4364
G0_naive_gate,load,2025-01-04,31,3224.3627
G0_naive_gate,load,2025-01-04,32,3607.85
G0_naive_gate,load,2025-01-04,33,3733.6991
G0_naive_gate,load,2025-01-04,34,3503.3718
G0_naive_gate,load,2025-01-04,35,3256.78
G0_naive_gate,load,2025-01-04,36,3421.25
G0_naive_gate,load,2025-01-04,37,3519.6603
G0_naive_gate,load,2025-01-04,38,3365.9
G0_naive_gate,load,2025-01-04,39,3274.086
G0_naive_gate,load,2025-01-04,40,3462.1699
G0_naive_gate,load,2025-01-04,41,3787.21
G0_naive_gate,load,2025-01-04,42,3895.0622
G0_naive_gate,load,2025-01-04,43,3904.9573
G0_naive_gate,load,2025-01-04,44,3913.93
G0_naive_gate,load,2025-01-04,45,3897.2707
G0_naive_gate,load,2025-01-04,46,3918.3208
G0_naive_gate,load,2025-01-04,47,4025.58
G0_naive_gate,load,2025-01-04,48,4146.3263
G0_naive_gate,load,2025-01-04,49,3906.1017
G0_naive_gate,load,2025-01-04,50,3524.22
G0_naive_gate,load,2025-01-04,51,3689.646
G0_naive_gate,load,2025-01-04,52,4284.7343
G0_naive_gate,load,2025-01-04,53,4753.54
G0_naive_gate,load,2025-01-04,54,4591.2578
G0_naive_gate,load,2025-01-04,55,4391.5782
G0_naive_gate,load,2025-01-04,56,4496.24
G0_naive_gate,load,2025-01-04,57,4673.3336
G0_naive_gate,load,2025-01-04,58,4538.2138
G0_naive_gate,load,2025-01-04,59,4253.49
G0_naive_gate,load,2025-01-04,60,4355.1198
G0_naive_gate,load,2025-01-04,61,4561.5437
G0_naive_gate,load,2025-01-04,62,4553.01
G0_naive_gate,load,2025-01-04,63,4289.7362
G0_naive_gate,load,2025-01-04,64,4146.1721
G0_naive_gate,load,2025-01-04,65,4247.72
G0_naive_gate,load,2025-01-04,66,4376.5197
G0_naive_gate,load,2025-01-04,67,4356.2528
G0_naive_gate,load,2025-01-04,68,4292.25
G0_naive_gate,load,2025-01-04,69,4431.7662
G0_naive_gate,load,2025-01-04,70,4528.7137
G0_naive_gate,load,2025-01-04,71,4406.42
G0_naive_gate,load,2025-01-04,72,4161.4411
G0_naive_gate,load,2025-01-04,73,4175.5384
G0_naive_gate,load,2025-01-04,74,4332.03
G0_naive_gate,load,2025-01-04,75,4156.8051
G0_naive_gate,load,2025-01-04,76,3998.4468
G0_naive_gate,load,2025-01-04,77,4008.75
G0_naive_gate,load,2025-01-04,78,4000.4293
G0_naive_gate,load,2025-01-04,79,4052.8564
G0_naive_gate,load,2025-01-04,80,4047.69
G0_naive_gate,load,2025-01-04,81,3788.9507
G0_naive_gate,load,2025-01-04,82,3812.7819
G0_naive_gate,load,2025-01-04,83,4095.07
G0_naive_gate,load,2025-01-04,84,4064.0778
G0_naive_gate,load,2025-01-04,85,3932.6141
G0_naive_gate,load,2025-01-04,86,3892.01
G0_naive_gate,load,2025-01-04,87,3900.8667
G0_naive_gate,load,2025-01-04,88,3890.6631
G0_naive_gate,load,2025-01-04,89,3800.74
G0_naive_gate,load,2025-01-04,90,3650.1373
G0_naive_gate,load,2025-01-04,91,3708.4101
G0_naive_gate,load,2025-01-04,92,3860.93
G0_naive_gate,load,2025-01-04,93,3736.1478
G0_naive_gate,load,2025-01-04,94,3699.9877
G0_naive_gate,load,2025-01-04,95,3817.2
G0_naive_gate,load,2025-01-04,96,3751.9521
G0_naive_gate,load,2025-01-04,97,3533.1584
G0_naive_gate,load,2025-01-04,98,3406.26
G0_naive_gate,load,2025-01-04,99,3544.1616
G0_naive_gate,load,2025-01-04,100,3385.5316
G0_naive_gate,load,2025-01-04,101,2996.54
G0_naive_gate,load,2025-01-04,102,2994.4949
G0_naive_gate,load,2025-01-04,103,2976.805
G0_naive_gate,load,2025-01-04,104,2847.22
G0_naive_gate,load,2025-01-04,105,2930.8792
G0_naive_gate,load,2025-01-04,106,2970.7432
G0_naive_gate,load,2025-01-04,107,2859.03
G0_naive_gate,load,2025-01-04,108,2767.8666
G0_naive_gate,load,2025-01-04,109,2778.7108
G0_naive_gate,load,2025-01-04,110,2809.88
G0_naive_gate,load,2025-01-04,111,2711.9698
G0_naive_gate,load,2025-01-04,112,2609.4796
G0_naive_gate,load,2025-01-04,113,2608.92
G0_naive_gate,load,2025-01-04,114,2689.2879
G0_naive_gate,load,2025-01-04,115,2685.1189
G0_naive_gate,load,2025-01-04,116,2707.6
G0_naive_gate,load,2025-01-04,117,2988.2372
G0_naive_gate,load,2025-01-04,118,3022.4875
G0_naive_gate,load,2025-01-04,119,2798.06
G0_naive_gate,load,2025-01-04,120,2801.341
G0_naive_gate,load,2025-01-04,121,2810.0049
G0_naive_gate,load,2025-01-04,122,2766.2
G0_naive_gate,load,2025-01-04,123,2865.7629
G0_naive_gate,load,2025-01-04,124,2932.1172
G0_naive_gate,load,2025-01-04,125,2903.7
G0_naive_gate,load,2025-01-04,126,2876.0861
G0_naive_gate,load,2025-01-04,127,2739.4924
G0_naive_gate,load,2025-01-04,128,2646.76
G0_naive_gate,load,2025-01-04,129,2854.3033
G0_naive_gate,load,2025-01-04,130,2801.1854
G0_naive_gate,load,2025-01-04,131,2481.44
G0_naive_gate,load,2025-01-04,132,2453.7519
G0_naive_gate,load,2025-01-04,133,2496.4764
G0_naive_gate,load,2025-01-04,134,2462.06
G0_naive_gate,load,2025-01-04,135,2454.9477
G0_naive_gate,load,2025-01-04,136,2478.41
G0_naive_gate,load,2025-01-04,137,2531.44
G0_naive_gate,load,2025-01-04,138,2618.7584
