教师编号,队号,匹配得分,条件满足率,条件完全满足,专业偏好满足率,队伍质量,条件明细
7,48,17.673946,0.000000,False,1.000000,38.369732,三人均有参赛经历:0.00
7,49,41.811676,0.333333,False,1.000000,42.391714,三人均有参赛经历:0.33
7,50,68.177039,0.666667,False,1.000000,57.551862,三人均有参赛经历:0.67
7,51,20.673125,0.000000,False,1.000000,53.365623,三人均有参赛经历:0.00
7,52,43.234211,0.333333,False,1.000000,49.504388,三人均有参赛经历:0.33
7,53,45.258537,0.333333,False,1.000000,59.626016,三人均有参赛经历:0.33
7,54,18.322137,0.000000,False,1.000000,41.610684,三人均有参赛经历:0.00
7,55,20.402207,0.000000,False,1.000000,52.011036,三人均有参赛经历:0.00
7,56,70.030903,0.666667,False,1.000000,66.821181,三人均有参赛经历:0.67
7,57,20.097826,0.000000,False,1.000000,50.489130,三人均有参赛经历:0.00
7,58,46.228545,0.333333,False,1.000000,64.476057,三人均有参赛经历:0.33
7,59,22.556364,0.000000,False,1.000000,62.781822,三人均有参赛经历:0.00
7,60,70.436847,0.666667,False,1.000000,68.850902,三人均有参赛经历:0.67
7,61,46.906658,0.333333,False,1.000000,67.866626,三人均有参赛经历:0.33
7,62,45.766333,0.333333,False,1.000000,62.164997,三人均有参赛经历:0.33
7,63,70.734178,0.666667,False,1.000000,70.337558,三人均有参赛经历:0.67
7,64,43.320773,0.333333,False,1.000000,49.937198,三人均有参赛经历:0.33
7,65,44.049661,0.333333,False,1.000000,53.581640,三人均有参赛经历:0.33
7,66,70.309814,0.666667,False,1.000000,68.215738,三人均有参赛经历:0.67
7,67,46.574633,0.333333,False,1.000000,66.206500,三人均有参赛经历:0.33
7,68,71.121665,0.666667,False,1.000000,72.274990,三人均有参赛经历:0.67
7,69,45.656510,0.333333,False,1.000000,61.615885,三人均有参赛经历:0.33
7,70,46.577363,0.333333,False,1.000000,66.220147,三人均有参赛经历:0.33
7,71,44.977333,0.333333,False,1.000000,58.220000,三人均有参赛经历:0.33
7,72,69.902146,0.666667,False,1.000000,66.177397,三人均有参赛经历:0.67
7,73,46.603464,0.333333,False,1.000000,66.350653,三人均有参赛经历:0.33
7,74,45.207844,0.333333,False,1.000000,59.372551,三人均有参赛经历:0.33
7,75,43.592279,0.333333,False,1.000000,51.294727,三人均有参赛经历:0.33
7,76,71.905797,0.666667,False,1.000000,76.195652,三人均有参赛经历:0.67
7,77,21.270808,0.000000,False,1.000000,56.354040,三人均有参赛经历:0.00
7,78,93.015835,1.000000,True,1.000000,65.079177,三人均有参赛经历:1.00
7,79,45.978696,0.333333,False,1.000000,63.226815,三人均有参赛经历:0.33
7,80,70.220021,0.666667,False,1.000000,67.766771,三人均有参赛经历:0.67
7,81,47.088232,0.333333,False,1.000000,68.774492,三人均有参赛经历:0.33
7,82,21.721527,0.000000,False,1.000000,58.607634,三人均有参赛经历:0.00
7,83,44.245833,0.333333,False,1.000000,54.562500,三人均有参赛经历:0.33
7,84,66.580478,0.666667,False,1.000000,49.569054,三人均有参赛经历:0.67
7,85,68.634887,0.666667,False,1.000000,59.841102,三人均有参赛经历:0.67
7,86,46.115836,0.333333,False,1.000000,63.912512,三人均有参赛经历:0.33
7,87,45.941403,0.333333,False,1.000000,63.040351,三人均有参赛经历:0.33
7,88,43.590485,0.333333,False,1.000000,51.285757,三人均有参赛经历:0.33
7,89,46.237455,0.333333,False,1.000000,64.520609,三人均有参赛经历:0.33
7,90,67.938831,0.666667,False,1.000000,56.360820,三人均有参赛经历:0.67
7,91,45.265484,0.333333,False,1.000000,59.660754,三人均有参赛经历:0.33
7,92,69.700000,0.666667,False,1.000000,65.166667,三人均有参赛经历:0.67
7,93,70.656119,0.666667,False,1.000000,69.947262,三人均有参赛经历:0.67
7,94,71.482626,0.666667,False,1.000000,74.079798,三人均有参赛经历:0.67
7,95,44.572350,0.333333,False,1.000000,56.195083,三人均有参赛经历:0.33
7,96,69.611081,0.666667,False,1.000000,64.722072,三人均有参赛经历:0.67
7,97,45.368519,0.333333,False,1.000000,60.175926,三人均有参赛经历:0.33
7,98,45.912681,0.333333,False,1.000000,62.896737,三人均有参赛经历:0.33
7,99,19.485556,0.000000,False,1.000000,47.427778,三人均有参赛经历:0.00
7,100,69.636393,0.666667,False,1.000000,64.848631,三人均有参赛经历:0.67
7,101,20.221859,0.000000,False,1.000000,51.109295,三人均有参赛经历:0.00
7,102,47.472899,0.333333,False,1.000000,70.697829,三人均有参赛经历:0.33
7,103,94.060341,1.000000,True,1.000000,70.301705,三人均有参赛经历:1.00
7,104,46.180725,0.333333,False,1.000000,64.236959,三人均有参赛经历:0.33
7,105,45.488235,0.333333,False,1.000000,60.774510,三人均有参赛经历:0.33
7,106,95.436158,1.000000,True,1.000000,77.180791,三人均有参赛经历:1.00
7,107,43.698142,0.333333,False,1.000000,51.824044,三人均有参赛经历:0.33
7,108,70.203371,0.666667,False,1.000000,67.683520,三人均有参赛经历:0.67
7,109,45.499548,0.333333,False,1.000000,60.831075,三人均有参赛经历:0.33
7,110,21.773892,0.000000,False,1.000000,58.869458,三人均有参赛经历:0.00
7,111,21.880796,0.000000,False,1.000000,59.403978,三人均有参赛经历:0.00
7,112,95.515954,1.000000,True,1.000000,77.579772,三人均有参赛经历:1.00
7,113,18.996239,0.000000,False,1.000000,44.981197,三人均有参赛经历:0.00
7,114,21.476296,0.000000,False,1.000000,57.381481,三人均有参赛经历:0.00
7,115,69.992190,0.666667,False,1.000000,66.627616,三人均有参赛经历:0.67
7,116,68.994444,0.666667,False,1.000000,61.638889,三人均有参赛经历:0.67
7,117,21.219008,0.000000,False,1.000000,56.095041,三人均有参赛经历:0.00
7,118,46.979554,0.333333,False,1.000000,68.231103,三人均有参赛经历:0.33
7,119,44.760784,0.333333,False,1.000000,57.137255,三人均有参赛经历:0.33
7,120,44.388933,0.333333,False,1.000000,55.278000,三人均有参赛经历:0.33
7,121,46.079357,0.333333,False,1.000000,63.730120,三人均有参赛经历:0.33
7,122,46.217496,0.333333,False,1.000000,64.420812,三人均有参赛经历:0.33
7,123,70.309166,0.666667,False,1.000000,68.212496,三人均有参赛经历:0.67
7,124,20.672888,0.000000,False,1.000000,53.364441,三人均有参赛经历:0.00
7,125,22.277385,0.000000,False,1.000000,61.386923,三人均有参赛经历:0.00
7,126,44.472999,0.333333,False,1.000000,55.698327,三人均有参赛经历:0.33
7,127,68.588368,0.666667,False,1.000000,59.608507,三人均有参赛经历:0.67
7,128,68.513555,0.666667,False,1.000000,59.234443,三人均有参赛经历:0.67
7,129,42.416390,0.333333,False,1.000000,45.415285,三人均有参赛经历:0.33
7,130,71.490526,0.666667,False,1.000000,74.119297,三人均有参赛经历:0.67
7,131,68.724342,0.666667,False,1.000000,60.288377,三人均有参赛经历:0.67
7,132,70.139319,0.666667,False,1.000000,67.363260,三人均有参赛经历:0.67
7,133,45.002832,0.333333,False,1.000000,58.347495,三人均有参赛经历:0.33
7,134,45.444363,0.333333,False,1.000000,60.555147,三人均有参赛经历:0.33
7,135,69.881643,0.666667,False,1.000000,66.074879,三人均有参赛经历:0.67
7,136,21.152002,0.000000,False,1.000000,55.760009,三人均有参赛经历:0.00
7,137,69.770255,0.666667,False,1.000000,65.517940,三人均有参赛经历:0.67
7,138,95.525689,1.000000,True,1.000000,77.628444,三人均有参赛经历:1.00
7,139,45.202424,0.333333,False,1.000000,59.345455,三人均有参赛经历:0.33
7,140,44.612127,0.333333,False,1.000000,56.393970,三人均有参赛经历:0.33
7,141,69.154722,0.666667,False,1.000000,62.440275,三人均有参赛经历:0.67
7,142,19.926924,0.000000,False,1.000000,49.634622,三人均有参赛经历:0.00
7,143,47.658001,0.333333,False,1.000000,71.623336,三人均有参赛经历:0.33
7,144,43.962778,0.333333,False,1.000000,53.147222,三人均有参赛经历:0.33
7,145,46.026872,0.333333,False,1.000000,63.467693,三人均有参赛经历:0.33
7,146,44.608577,0.333333,False,1.000000,56.376220,三人均有参赛经历:0.33
7,147,46.003157,0.333333,False,1.000000,63.349119,三人均有参赛经历:0.33
7,148,22.679218,0.000000,False,1.000000,63.396090,三人均有参赛经历:0.00
7,149,70.615775,0.666667,False,1.000000,69.745540,三人均有参赛经历:0.67
7,150,19.988889,0.000000,False,1.000000,49.944444,三人均有参赛经历:0.00
7,151,69.160000,0.666667,False,1.000000,62.466667,三人均有参赛经历:0.67
7,152,44.553046,0.333333,False,1.000000,56.098563,三人均有参赛经历:0.33
7,153,45.858132,0.333333,False,1.000000,62.623994,三人均有参赛经历:0.33
7,154,19.816764,0.000000,False,1.000000,49.083821,三人均有参赛经历:0.00
7,155,46.449462,0.333333,False,1.000000,65.580645,三人均有参赛经历:0.33
7,156,45.828218,0.333333,False,1.000000,62.474425,三人均有参赛经历:0.33
7,157,71.375966,0.666667,False,1.000000,73.546498,三人均有参赛经历:0.67
7,158,45.652351,0.333333,False,1.000000,61.595090,三人均有参赛经历:0.33
7,159,22.356461,0.000000,False,1.000000,61.782306,三人均有参赛经历:0.00
7,160,45.468981,0.333333,False,1.000000,60.678237,三人均有参赛经历:0.33
7,161,44.808312,0.333333,False,1.000000,57.374894,三人均有参赛经历:0.33
7,162,45.124439,0.333333,False,1.000000,58.955530,三人均有参赛经历:0.33
7,163,45.217824,0.333333,False,1.000000,59.422454,三人均有参赛经历:0.33
7,164,43.238797,0.333333,False,1.000000,49.527320,三人均有参赛经历:0.33
7,165,19.965278,0.000000,False,1.000000,49.826389,三人均有参赛经历:0.00
7,166,43.032377,0.333333,False,1.000000,48.495219,三人均有参赛经历:0.33
7,167,44.496406,0.333333,False,1.000000,55.815366,三人均有参赛经历:0.33
7,168,68.170667,0.666667,False,1.000000,57.520000,三人均有参赛经历:0.67
7,169,70.667806,0.666667,False,1.000000,70.005698,三人均有参赛经历:0.67
7,170,45.016852,0.333333,False,1.000000,58.417595,三人均有参赛经历:0.33
7,171,67.836928,0.666667,False,1.000000,55.851307,三人均有参赛经历:0.67
7,172,70.608475,0.666667,False,1.000000,69.709040,三人均有参赛经历:0.67
7,173,18.703292,0.000000,False,1.000000,43.516461,三人均有参赛经历:0.00
7,174,71.258966,0.666667,False,1.000000,72.961497,三人均有参赛经历:0.67
7,175,71.315458,0.666667,False,1.000000,73.243955,三人均有参赛经历:0.67
2,1,46.655914,0.500000,False,0.000000,58.279570,至少两人有参赛经历:0.50；三人专业不同:0.50
2,2,85.377179,1.000000,True,0.000000,76.885895,至少两人有参赛经历:1.00；三人专业不同:1.00
2,3,46.714559,0.500000,False,0.000000,58.572797,至少两人有参赛经历:1.00；三人专业不同:0.00
2,4,63.996705,0.750000,False,0.000000,57.483524,至少两人有参赛经历:0.50；三人专业不同:1.00
2,5,86.298602,1.000000,True,0.333333,64.826344,至少两人有参赛经历:1.00；三人专业不同:1.00
2,6,46.865679,0.500000,False,0.000000,59.328395,至少两人有参赛经历:0.50；三人专业不同:0.50
2,7,63.890465,0.750000,False,0.000000,56.952327,至少两人有参赛经历:0.50；三人专业不同:1.00
2,8,38.440741,0.250000,False,1.000000,54.703704,至少两人有参赛经历:0.50；三人专业不同:0.00
2,9,69.039853,0.750000,False,0.333333,66.032600,至少两人有参赛经历:0.50；三人专业不同:1.00
2,10,28.916667,0.250000,False,0.000000,57.083333,至少两人有参赛经历:0.00；三人专业不同:0.50
2,11,87.421893,1.000000,True,0.333333,70.442798,至少两人有参赛经历:1.00；三人专业不同:1.00
2,12,66.548043,0.750000,False,0.000000,70.240216,至少两人有参赛经历:1.00；三人专业不同:0.50
2,13,49.348669,0.500000,False,0.333333,55.076676,至少两人有参赛经历:0.00；三人专业不同:1.00
2,14,85.862524,1.000000,True,0.333333,62.645951,至少两人有参赛经历:1.00；三人专业不同:1.00
2,15,87.993665,1.000000,True,0.333333,73.301659,至少两人有参赛经历:1.00；三人专业不同:1.00
2,16,47.348000,0.500000,False,0.000000,61.740000,至少两人有参赛经历:0.50；三人专业不同:0.50
2,17,64.201932,0.750000,False,0.000000,58.509662,至少两人有参赛经历:0.50；三人专业不同:1.00
2,18,48.430707,0.500000,False,0.000000,67.153535,至少两人有参赛经历:1.00；三人专业不同:0.00
2,19,28.953419,0.250000,False,0.000000,57.267094,至少两人有参赛经历:0.50；三人专业不同:0.00
2,20,48.398175,0.500000,False,0.000000,66.990877,至少两人有参赛经历:0.50；三人专业不同:0.50
2,21,24.986793,0.250000,False,0.000000,37.433964,至少两人有参赛经历:0.00；三人专业不同:0.50
2,22,82.969261,1.000000,True,0.000000,64.846307,至少两人有参赛经历:1.00；三人专业不同:1.00
2,23,50.699577,0.500000,False,0.333333,61.831220,至少两人有参赛经历:0.50；三人专业不同:0.50
2,24,28.518382,0.250000,False,0.000000,55.091912,至少两人有参赛经历:0.00；三人专业不同:0.50
2,25,52.855556,0.500000,False,0.666667,55.944444,至少两人有参赛经历:0.50；三人专业不同:0.50
2,26,49.800772,0.500000,False,0.333333,57.337193,至少两人有参赛经历:0.00；三人专业不同:1.00
2,27,27.010719,0.250000,False,0.000000,47.553595,至少两人有参赛经历:0.00；三人专业不同:0.50
2,28,87.985842,1.000000,True,0.333333,73.262542,至少两人有参赛经历:1.00；三人专业不同:1.00
2,29,48.187510,0.500000,False,0.333333,49.270885,至少两人有参赛经历:0.00；三人专业不同:1.00
2,30,85.189316,1.000000,True,0.333333,59.279915,至少两人有参赛经历:1.00；三人专业不同:1.00
2,31,46.275507,0.500000,False,0.000000,56.377536,至少两人有参赛经历:0.50；三人专业不同:0.50
2,32,50.005506,0.500000,False,0.333333,58.360861,至少两人有参赛经历:0.00；三人专业不同:1.00
2,33,64.509970,0.750000,False,0.000000,60.049851,至少两人有参赛经历:0.50；三人专业不同:1.00
2,34,27.584477,0.250000,False,0.000000,50.422386,至少两人有参赛经历:0.50；三人专业不同:0.00
2,35,55.930352,0.500000,False,1.000000,54.651762,至少两人有参赛经历:0.50；三人专业不同:0.50
2,36,72.058347,0.750000,False,0.333333,81.125070,至少两人有参赛经历:1.00；三人专业不同:0.50
2,37,73.946436,0.750000,False,0.666667,73.898846,至少两人有参赛经历:1.00；三人专业不同:0.50
2,38,51.931195,0.500000,False,0.333333,67.989310,至少两人有参赛经历:0.50；三人专业不同:0.50
2,39,80.901144,1.000000,True,0.000000,54.505722,至少两人有参赛经历:1.00；三人专业不同:1.00
2,40,56.077066,0.500000,False,1.000000,55.385332,至少两人有参赛经历:1.00；三人专业不同:0.00
2,41,81.400754,1.000000,True,0.000000,57.003771,至少两人有参赛经历:1.00；三人专业不同:1.00
2,42,30.294510,0.250000,False,0.000000,63.972548,至少两人有参赛经历:0.00；三人专业不同:0.50
2,43,29.281377,0.250000,False,0.000000,58.906887,至少两人有参赛经历:0.00；三人专业不同:0.50
2,44,45.044527,0.500000,False,0.000000,50.222634,至少两人有参赛经历:0.50；三人专业不同:0.50
2,45,67.604091,0.750000,False,0.333333,58.853789,至少两人有参赛经历:0.50；三人专业不同:1.00
2,46,82.645829,1.000000,True,0.000000,63.229143,至少两人有参赛经历:1.00；三人专业不同:1.00
2,47,55.364104,0.500000,False,1.000000,51.820518,至少两人有参赛经历:0.50；三人专业不同:0.50
2,48,7.673946,0.000000,False,0.000000,38.369732,至少两人有参赛经历:0.00；三人专业不同:0.00
2,49,35.978343,0.250000,False,1.000000,42.391714,至少两人有参赛经历:0.50；三人专业不同:0.00
2,50,84.843706,1.000000,True,0.333333,57.551862,至少两人有参赛经历:1.00；三人专业不同:1.00
2,51,28.173125,0.250000,False,0.000000,53.365623,至少两人有参赛经历:0.00；三人专业不同:0.50
2,52,51.567544,0.500000,False,0.666667,49.504388,至少两人有参赛经历:0.50；三人专业不同:0.50
2,53,39.425203,0.250000,False,1.000000,59.626016,至少两人有参赛经历:0.50；三人专业不同:0.00
2,54,43.322137,0.500000,False,0.000000,41.610684,至少两人有参赛经历:0.00；三人专业不同:1.00
2,55,45.402207,0.500000,False,0.000000,52.011036,至少两人有参赛经历:0.00；三人专业不同:1.00
2,56,58.364236,0.500000,False,1.000000,66.821181,至少两人有参赛经历:1.00；三人专业不同:0.00
2,57,10.097826,0.000000,False,0.000000,50.489130,至少两人有参赛经历:0.00；三人专业不同:0.00
2,58,54.561878,0.500000,False,0.666667,64.476057,至少两人有参赛经历:0.50；三人专业不同:0.50
2,59,40.056364,0.250000,False,1.000000,62.781822,至少两人有参赛经历:0.00；三人专业不同:0.50
2,60,66.270180,0.750000,False,0.000000,68.850902,至少两人有参赛经历:1.00；三人专业不同:0.50
2,61,66.073325,0.750000,False,0.000000,67.866626,至少两人有参赛经历:0.50；三人专业不同:1.00
2,62,68.266333,0.750000,False,0.333333,62.164997,至少两人有参赛经历:0.50；三人专业不同:1.00
2,63,84.067512,1.000000,True,0.000000,70.337558,至少两人有参赛经历:1.00；三人专业不同:1.00
2,64,62.487440,0.750000,False,0.000000,49.937198,至少两人有参赛经历:0.50；三人专业不同:1.00
2,65,38.216328,0.250000,False,1.000000,53.581640,至少两人有参赛经历:0.50；三人专业不同:0.00
2,66,48.643148,0.500000,False,0.000000,68.215738,至少两人有参赛经历:1.00；三人专业不同:0.00
2,67,48.241300,0.500000,False,0.000000,66.206500,至少两人有参赛经历:0.50；三人专业不同:0.50
2,68,66.954998,0.750000,False,0.000000,72.274990,至少两人有参赛经历:1.00；三人专业不同:0.50
2,69,47.323177,0.500000,False,0.000000,61.615885,至少两人有参赛经历:0.50；三人专业不同:0.50
2,70,65.744029,0.750000,False,0.000000,66.220147,至少两人有参赛经历:0.50；三人专业不同:1.00
2,71,67.477333,0.750000,False,0.333333,58.220000,至少两人有参赛经历:0.50；三人专业不同:1.00
2,72,65.735479,0.750000,False,0.000000,66.177397,至少两人有参赛经历:1.00；三人专业不同:0.50
2,73,48.270131,0.500000,False,0.000000,66.350653,至少两人有参赛经历:0.50；三人专业不同:0.50
2,74,67.707844,0.750000,False,0.333333,59.372551,至少两人有参赛经历:0.50；三人专业不同:1.00
2,75,55.258945,0.500000,False,1.000000,51.294727,至少两人有参赛经历:0.50；三人专业不同:0.50
2,76,50.239130,0.500000,False,0.000000,76.195652,至少两人有参赛经历:1.00；三人专业不同:0.00
2,77,28.770808,0.250000,False,0.000000,56.354040,至少两人有参赛经历:0.00；三人专业不同:0.50
2,78,83.015835,1.000000,True,0.000000,65.079177,至少两人有参赛经历:1.00；三人专业不同:1.00
2,79,47.645363,0.500000,False,0.000000,63.226815,至少两人有参赛经历:0.50；三人专业不同:0.50
2,80,83.553354,1.000000,True,0.000000,67.766771,至少两人有参赛经历:1.00；三人专业不同:1.00
2,81,66.254898,0.750000,False,0.000000,68.774492,至少两人有参赛经历:0.50；三人专业不同:1.00
2,82,29.221527,0.250000,False,0.000000,58.607634,至少两人有参赛经历:0.00；三人专业不同:0.50
2,83,45.912500,0.500000,False,0.000000,54.562500,至少两人有参赛经历:0.50；三人专业不同:0.50
2,84,83.247144,1.000000,True,0.333333,49.569054,至少两人有参赛经历:1.00；三人专业不同:1.00
2,85,64.468220,0.750000,False,0.000000,59.841102,至少两人有参赛经历:1.00；三人专业不同:0.50
2,86,47.782502,0.500000,False,0.000000,63.912512,至少两人有参赛经历:0.50；三人专业不同:0.50
2,87,65.108070,0.750000,False,0.000000,63.040351,至少两人有参赛经历:0.50；三人专业不同:1.00
2,88,45.257151,0.500000,False,0.000000,51.285757,至少两人有参赛经历:0.50；三人专业不同:0.50
2,89,54.570789,0.500000,False,0.666667,64.520609,至少两人有参赛经历:0.50；三人专业不同:0.50
2,90,81.272164,1.000000,True,0.000000,56.360820,至少两人有参赛经历:1.00；三人专业不同:1.00
2,91,29.432151,0.250000,False,0.000000,59.660754,至少两人有参赛经历:0.50；三人专业不同:0.00
2,92,89.700000,1.000000,True,0.666667,65.166667,至少两人有参赛经历:1.00；三人专业不同:1.00
2,93,87.322786,1.000000,True,0.333333,69.947262,至少两人有参赛经历:1.00；三人专业不同:1.00
2,94,49.815960,0.500000,False,0.000000,74.079798,至少两人有参赛经历:1.00；三人专业不同:0.00
2,95,63.739017,0.750000,False,0.000000,56.195083,至少两人有参赛经历:0.50；三人专业不同:1.00
2,96,65.444414,0.750000,False,0.000000,64.722072,至少两人有参赛经历:1.00；三人专业不同:0.50
2,97,47.035185,0.500000,False,0.000000,60.175926,至少两人有参赛经历:0.50；三人专业不同:0.50
2,98,30.079347,0.250000,False,0.000000,62.896737,至少两人有参赛经历:0.50；三人专业不同:0.00
2,99,30.318889,0.250000,False,0.333333,47.427778,至少两人有参赛经历:0.00；三人专业不同:0.50
2,100,68.803060,0.750000,False,0.333333,64.848631,至少两人有参赛经历:1.00；三人专业不同:0.50
2,101,51.888526,0.500000,False,0.666667,51.109295,至少两人有参赛经历:0.00；三人专业不同:1.00
2,102,49.139566,0.500000,False,0.000000,70.697829,至少两人有参赛经历:0.50；三人专业不同:0.50
2,103,69.893674,0.750000,False,0.333333,70.301705,至少两人有参赛经历:1.00；三人专业不同:0.50
2,104,72.014058,0.750000,False,0.666667,64.236959,至少两人有参赛经历:0.50；三人专业不同:1.00
2,105,29.654902,0.250000,False,0.000000,60.774510,至少两人有参赛经历:0.50；三人专业不同:0.00
2,106,50.436158,0.500000,False,0.000000,77.180791,至少两人有参赛经历:1.00；三人专业不同:0.00
2,107,66.198142,0.750000,False,0.333333,51.824044,至少两人有参赛经历:0.50；三人专业不同:1.00
2,108,83.536704,1.000000,True,0.000000,67.683520,至少两人有参赛经历:1.00；三人专业不同:1.00
2,109,50.499548,0.500000,False,0.333333,60.831075,至少两人有参赛经历:0.50；三人专业不同:0.50
2,110,29.273892,0.250000,False,0.000000,58.869458,至少两人有参赛经历:0.00；三人专业不同:0.50
2,111,11.880796,0.000000,False,0.000000,59.403978,至少两人有参赛经历:0.00；三人专业不同:0.00
2,112,68.015954,0.750000,False,0.000000,77.579772,至少两人有参赛经历:1.00；三人专业不同:0.50
2,113,26.496239,0.250000,False,0.000000,44.981197,至少两人有参赛经历:0.00；三人专业不同:0.50
2,114,46.476296,0.500000,False,0.000000,57.381481,至少两人有参赛经历:0.00；三人专业不同:1.00
2,115,83.325523,1.000000,True,0.000000,66.627616,至少两人有参赛经历:1.00；三人专业不同:1.00
2,116,68.161111,0.750000,False,0.333333,61.638889,至少两人有参赛经历:1.00；三人专业不同:0.50
2,117,49.552342,0.500000,False,0.333333,56.095041,至少两人有参赛经历:0.00；三人专业不同:1.00
2,118,66.146221,0.750000,False,0.000000,68.231103,至少两人有参赛经历:0.50；三人专业不同:1.00
2,119,67.260784,0.750000,False,0.333333,57.137255,至少两人有参赛经历:0.50；三人专业不同:1.00
2,120,66.888933,0.750000,False,0.333333,55.278000,至少两人有参赛经历:0.50；三人专业不同:1.00
2,121,71.912691,0.750000,False,0.666667,63.730120,至少两人有参赛经历:0.50；三人专业不同:1.00
2,122,30.384162,0.250000,False,0.000000,64.420812,至少两人有参赛经历:0.50；三人专业不同:0.00
2,123,66.142499,0.750000,False,0.000000,68.212496,至少两人有参赛经历:1.00；三人专业不同:0.50
2,124,31.506222,0.250000,False,0.333333,53.364441,至少两人有参赛经历:0.00；三人专业不同:0.50
2,125,33.110718,0.250000,False,0.333333,61.386923,至少两人有参赛经历:0.00；三人专业不同:0.50
2,126,52.806332,0.500000,False,0.666667,55.698327,至少两人有参赛经历:0.50；三人专业不同:0.50
2,127,74.421701,0.750000,False,1.000000,59.608507,至少两人有参赛经历:1.00；三人专业不同:0.50
2,128,85.180222,1.000000,True,0.333333,59.234443,至少两人有参赛经历:1.00；三人专业不同:1.00
2,129,50.749724,0.500000,False,0.666667,45.415285,至少两人有参赛经历:0.50；三人专业不同:0.50
2,130,70.657193,0.750000,False,0.333333,74.119297,至少两人有参赛经历:1.00；三人专业不同:0.50
2,131,82.057675,1.000000,True,0.000000,60.288377,至少两人有参赛经历:1.00；三人专业不同:1.00
2,132,90.139319,1.000000,True,0.666667,67.363260,至少两人有参赛经历:1.00；三人专业不同:1.00
