date,interval,start_slot,end_slot,emergency_kWh
2025-04-10,20:30-21:10,123,127,298.2237824523791
2025-04-10,21:30-21:50,129,131,47.86362604166652
2025-04-13,20:30-21:20,123,128,240.7483344285705
2025-04-14,20:30-20:50,123,125,125.91542013095125
2025-04-14,21:40-21:50,130,131,2.331418750000193
2025-04-15,20:30-21:10,123,127,87.0509464285717
2025-04-15,21:40-21:50,130,131,26.52592816666686
2025-04-16,20:10-20:40,121,124,1584.8800721863577
2025-04-16,20:50-21:20,125,128,60.64562570833334
2025-04-16,21:30-21:50,129,131,17.87124583333309
2025-04-17,20:30-20:40,123,124,136.59550025595263
2025-04-17,21:20-21:30,128,129,1.4789854999999754
2025-04-21,20:30-20:50,123,125,75.068226214285
2025-04-21,21:00-21:40,126,130,52.74227500000022
2025-04-22,21:20-21:50,128,131,59.07155261853356
2025-04-24,21:20-21:50,128,131,40.341037184526314
2025-04-25,21:40-21:50,130,131,9.904506791663868
2025-04-26,21:30-21:50,129,131,162.40296976785572
2025-04-27,20:20-20:40,122,124,1012.4201027619079
2025-04-28,08:50-09:50,53,59,616.7450480119079
2025-04-28,19:10-21:10,115,127,6373.200182142857
2025-04-28,21:40-21:50,130,131,2.6114735833330087
2025-04-29,20:20-20:40,122,124,952.8757582202342
2025-04-30,20:50-21:30,125,129,95.83097499999903
2025-05-01,08:40-09:10,52,55,155.43059804167007
2025-05-01,20:10-21:50,121,131,2319.495956601185
2025-05-02,06:40-07:30,40,45,366.3642356904758
2025-05-02,20:20-21:50,122,131,2511.172184523807
2025-05-03,07:00-07:20,42,44,79.52923713690502
2025-05-03,20:30-21:50,123,131,1939.3640345952308
2025-05-04,18:40-18:50,112,113,5.9969500000000835
2025-05-04,20:20-21:50,122,131,1879.5952047619048
2025-05-05,20:00-21:50,120,131,3340.8158215119047
2025-05-06,09:10-09:50,55,59,173.58925740475902
2025-05-06,20:20-21:50,122,131,1943.050866827376
2025-05-07,20:00-21:50,120,131,3663.1177233571507
2025-05-08,20:00-21:50,120,131,3097.44668757143
2025-05-09,07:00-07:30,42,45,114.44584172618883
2025-05-09,20:30-21:50,123,131,1454.8548249999985
2025-05-10,20:30-21:50,123,131,1490.5360205059542
2025-05-11,19:10-19:30,115,117,41.18071666666674
2025-05-11,20:00-21:50,120,131,2654.0079245059483
2025-05-12,20:20-21:50,122,131,1636.1929910714261
2025-05-13,20:20-21:50,122,131,1162.1240600714264
2025-05-14,20:20-21:50,122,131,1386.570557142859
2025-05-15,20:20-21:50,122,131,1343.567854572823
2025-05-16,20:40-21:50,124,131,804.251485714286
2025-05-17,20:20-21:50,122,131,1361.4661726190434
2025-05-18,20:10-21:50,121,131,1947.2505170119036
2025-05-19,20:10-20:50,121,125,644.6804692321418
2025-05-19,21:10-21:40,127,130,168.34800954166667
2025-05-20,20:00-21:00,120,126,2919.2696898273884
2025-05-20,21:30-21:50,129,131,94.58039083333306
2025-05-21,20:10-21:50,121,131,1972.0912585952392
2025-05-22,20:20-20:40,122,124,547.1635937976217
2025-05-22,20:50-21:10,125,127,15.574639041666547
2025-05-23,06:30-07:00,39,42,140.36273472023555
2025-05-23,20:40-21:10,124,127,401.7855315476153
2025-05-24,06:20-06:50,38,41,85.60922492857293
2025-05-24,20:40-21:40,124,130,282.69766250000237
2025-05-25,20:30-21:10,123,127,543.2815233273859
2025-05-25,21:30-21:50,129,131,79.21010541666678
2025-05-26,19:40-20:50,118,125,3964.1594411547603
2025-05-26,21:10-21:50,127,131,134.17948749999985
2025-05-27,20:30-20:50,123,125,330.6525672619038
2025-05-27,21:00-21:40,126,130,66.13447916666686
2025-05-28,20:10-20:50,121,125,1539.4474174523846
2025-05-28,21:40-21:50,130,131,8.821231958332962
2025-05-29,19:10-19:20,115,116,17.817433333333383
2025-05-29,19:50-20:40,119,124,3225.282364803566
2025-05-30,20:40-20:50,124,125,461.6501738095246
2025-05-31,06:20-07:20,38,44,430.20475030357323
2025-05-31,20:40-20:50,124,125,6.383507142858662
2025-06-01,09:00-11:40,54,70,2153.125716196427
2025-06-01,11:50-12:00,71,72,20.337860833333373
2025-06-01,14:40-21:50,88,131,13751.69454313095
2025-06-02,08:20-09:30,50,57,1551.6914459972777
2025-06-02,17:40-21:50,106,131,10976.68260094643
2025-06-03,08:30-10:20,51,62,1917.0147365416617
2025-06-03,18:50-21:50,113,131,9155.22652449405
2025-06-04,08:30-10:00,51,60,880.1023120119069
2025-06-04,18:50-21:50,113,131,9762.813605361696
2025-06-05,08:10-10:00,49,60,2109.744170060555
2025-06-05,18:50-21:50,113,131,9225.039914534978
2025-06-06,05:10-07:40,31,46,2158.678655702378
2025-06-06,19:30-21:50,117,131,5218.479456547622
2025-06-07,05:40-07:40,34,46,1937.7621648809516
2025-06-07,19:50-21:50,119,131,3751.758967261904
2025-06-08,18:50-20:10,113,121,512.8222166666673
2025-06-08,20:20-21:50,122,131,1660.2052517857164
2025-06-09,08:30-09:40,51,58,683.3029709880997
2025-06-09,18:50-21:50,113,131,4987.813569555326
2025-06-10,09:00-09:50,54,59,819.8912129702368
2025-06-10,18:50-21:50,113,131,4621.010545154761
2025-06-11,08:30-10:50,51,65,3077.9146759345244
2025-06-11,18:50-21:50,113,131,6385.677452577386
2025-06-12,09:10-09:40,55,58,170.57960295833516
2025-06-12,18:50-21:50,113,131,5138.613371166668
2025-06-13,06:20-07:40,38,46,933.2538543333336
2025-06-13,20:00-21:50,120,131,2755.4001446428547
2025-06-14,06:20-07:30,38,45,711.9484504166645
2025-06-14,20:00-21:20,120,128,2444.9734291666646
2025-06-14,21:30-21:50,129,131,90.56311249999986
2025-06-15,18:50-19:00,113,114,6.748749999999973
2025-06-15,19:20-20:10,116,121,159.55643750000013
2025-06-15,20:20-20:40,122,124,1608.8403054047596
2025-06-15,21:10-21:50,127,131,212.04786258928573
2025-06-16,09:00-10:20,54,62,938.4275117261941
2025-06-16,18:50-21:50,113,131,3095.389029345235
2025-06-17,18:50-19:00,113,114,22.213928571428482
2025-06-17,19:10-21:50,115,131,4781.788412833341
2025-06-18,18:50-19:30,113,117,92.06975000000023
2025-06-18,19:40-20:10,118,121,123.06538154761881
2025-06-18,20:20-20:40,122,124,1361.5621523809561
2025-06-18,21:10-21:50,127,131,200.44702874404823
2025-06-19,18:50-20:10,113,121,379.0616601190477
2025-06-19,20:20-21:50,122,131,1317.8438394702348
2025-06-20,20:20-21:50,122,131,1229.5509892678556
2025-06-21,06:10-07:20,37,44,675.8549690892846
2025-06-21,20:30-20:40,123,124,519.1210321428578
2025-06-21,21:30-21:50,129,131,81.23502226785702
2025-06-22,18:50-20:00,113,120,145.5697833333337
2025-06-22,20:30-20:50,123,125,479.6097783630902
2025-06-22,21:00-21:20,126,128,22.454783333333488
2025-06-22,21:40-21:50,130,131,9.209308333333478
2025-06-23,19:10-20:10,115,121,145.01829345238093
2025-06-23,20:20-21:50,122,131,1077.6058345059478
2025-06-24,08:50-10:50,53,65,2998.044089535711
2025-06-24,18:50-21:30,113,129,5187.839913577382
2025-06-25,10:30-10:50,63,65,196.24331594642914
2025-06-25,18:50-19:30,113,117,41.500346428571106
2025-06-25,19:50-21:10,119,127,2058.7196148749954
2025-06-25,21:30-21:50,129,131,103.15919675
2025-06-26,09:40-10:30,58,63,343.64742857142807
2025-06-26,18:50-19:20,113,116,101.95700773809517
2025-06-26,19:30-19:50,117,119,101.79807976190477
2025-06-26,20:20-20:40,122,124,37.94372575595423
2025-06-26,21:10-21:50,127,131,185.8331532500001
2025-06-27,06:50-07:20,41,44,176.2623953690475
2025-06-27,20:30-20:50,123,125,221.14883214285487
2025-06-27,21:30-21:50,129,131,41.47519004166661
2025-06-28,20:30-20:40,123,124,178.81847802381134
2025-06-28,20:50-21:20,125,128,133.65639842857135
2025-06-28,21:30-21:50,129,131,56.52138750000006
2025-06-29,09:40-10:10,58,61,83.09108427381527
2025-06-29,19:00-19:10,114,115,6.758337499999925
2025-06-29,19:50-20:00,119,120,0.7070833333333439
2025-06-30,10:10-10:40,61,64,264.8160690476184
2025-06-30,18:50-19:00,113,114,43.67232142857142
2025-06-30,19:30-19:40,117,118,40.038933333333375
2025-06-30,20:30-20:40,123,124,7.583983333333208
2025-07-01,08:00-10:10,48,61,3011.08963873809
2025-07-01,18:50-21:50,113,131,3993.11202670238
2025-07-02,08:00-09:50,48,59,1659.580467251537
2025-07-02,18:50-20:10,113,121,986.9144184523808
2025-07-02,20:20-21:50,122,131,2391.865002380955
2025-07-03,07:50-10:30,47,63,3716.481608880952
2025-07-03,18:50-21:50,113,131,6922.334254214285
2025-07-04,04:00-07:20,24,44,4114.820960119047
2025-07-04,20:00-21:50,120,131,3472.3156821428565
2025-07-05,04:20-07:30,26,45,3931.1155595238083
2025-07-05,19:50-21:50,119,131,4061.010654761902
2025-07-06,07:40-09:40,46,58,3080.2784667202377
2025-07-06,09:50-10:10,59,61,195.78462166666665
2025-07-06,18:50-21:50,113,131,10299.438300767853
2025-07-07,07:50-09:20,47,56,1993.9244861964278
2025-07-07,18:50-21:50,113,131,5907.222486553575
2025-07-08,07:50-10:20,47,62,2606.333356589289
2025-07-08,18:50-21:50,113,131,6812.48607669643
2025-07-09,08:00-09:20,48,56,1735.4193925595262
2025-07-09,18:50-21:50,113,131,6023.261624970235
2025-07-10,08:20-09:50,50,59,1428.2199759523828
2025-07-10,18:50-21:50,113,131,4910.408439654763
2025-07-11,04:50-07:40,29,46,3806.0365660714297
2025-07-11,20:10-21:50,121,131,2501.009589880951
2025-07-12,04:50-07:40,29,46,2985.179688095238
2025-07-12,20:00-21:50,120,131,3142.5285970238065
2025-07-13,08:20-09:30,50,57,841.9959066249966
2025-07-13,18:50-21:50,113,131,3254.5915441428588
2025-07-14,08:30-09:40,51,58,711.9209768333326
2025-07-14,18:50-21:50,113,131,5781.7171551190495
2025-07-15,18:50-21:50,113,131,4349.176525214282
2025-07-16,18:50-20:40,113,124,4259.26001865476
2025-07-16,20:50-21:50,125,131,126.75194720833369
2025-07-17,08:50-09:40,53,58,751.7680506071366
2025-07-17,19:00-21:50,114,131,4383.07336269643
2025-07-18,05:50-07:40,35,46,1530.6071619047616
2025-07-18,20:20-20:40,122,124,1360.8111598273795
2025-07-18,21:00-21:20,126,128,116.28629701190464
2025-07-18,21:30-21:50,129,131,63.94523333333355
2025-07-19,05:40-07:10,34,43,1397.456280101191
2025-07-19,20:10-21:50,121,131,2308.4205559523834
2025-07-20,18:50-21:50,113,131,5029.277036577385
2025-07-21,08:50-09:40,53,58,637.6621528452383
2025-07-21,18:50-21:50,113,131,5658.747513863095
2025-07-22,19:10-20:50,115,125,2683.0227036607166
2025-07-23,18:50-19:50,113,119,250.78303154761886
2025-07-23,20:00-21:20,120,128,2867.9407504166725
2025-07-23,21:40-21:50,130,131,1.9139447916666992
2025-07-24,19:20-20:40,116,124,2066.8268871130963
2025-07-25,06:20-07:10,38,43,484.81883179761877
2025-07-25,07:30-07:50,45,47,46.83441316666663
2025-07-25,20:30-20:40,123,124,444.5837690476211
2025-07-25,21:20-21:50,128,131,101.40682162500018
2025-07-26,06:10-07:10,37,43,770.8217248214304
2025-07-26,20:30-21:40,123,130,547.796640708332
2025-07-27,08:30-09:30,51,57,1355.3822085535658
2025-07-27,18:50-19:00,113,114,23.215833333333308
2025-07-27,19:20-19:50,116,119,67.98607142857168
2025-07-27,20:20-20:40,122,124,1573.8760280357221
2025-07-27,21:20-21:50,128,131,16.331789958333182
2025-07-28,09:00-10:30,54,63,785.2518770297584
2025-07-28,19:10-19:20,115,116,15.845098214285827
2025-07-28,19:30-21:50,117,131,4912.068500249997
2025-07-29,18:50-19:30,113,117,80.74014523809524
2025-07-29,20:20-20:50,122,125,908.9460646785701
2025-07-30,09:20-10:00,56,60,126.67428899999855
2025-07-30,19:40-19:50,118,119,3.553184523809591
2025-07-31,19:10-19:20,115,116,4.86264047619045
2025-07-31,19:30-20:10,117,121,31.69947321428583
2025-07-31,20:30-20:50,123,125,119.73860322736562
2025-08-03,18:50-19:00,113,114,5.8587500000001
2025-08-03,19:10-20:00,115,120,158.9248077380953
2025-08-05,19:40-19:50,118,119,0.12597083333344017
2025-08-06,20:30-20:40,123,124,745.5428106369061
2025-08-06,21:00-21:50,126,131,82.40696612499974
2025-08-07,19:30-19:40,117,118,6.5132761904761765
2025-08-07,20:00-20:10,120,121,28.948238095238025
2025-08-10,20:20-20:40,122,124,9.97248273809521
2025-08-11,18:50-19:00,113,114,4.483333333333462
2025-08-11,19:10-19:40,115,118,66.25883333333343
2025-08-11,20:00-20:10,120,121,25.006272023809515
2025-08-12,19:00-19:50,114,119,46.620460119047834
2025-08-12,20:20-20:40,122,124,1581.665900351185
2025-08-12,20:50-21:00,125,126,16.563351458333727
2025-08-13,19:10-19:30,115,117,50.91108750000001
2025-08-13,20:30-20:40,123,124,30.378776190476174
2025-08-14,18:50-19:10,113,115,56.83397142857132
2025-08-14,20:30-21:20,123,128,616.2770596369002
2025-08-17,19:00-19:40,114,118,115.42671249999978
2025-08-17,20:20-20:30,122,123,7.586666666666588
2025-08-18,19:00-19:20,114,116,74.97372023809521
2025-08-18,19:50-20:00,119,120,30.41958333333332
2025-08-18,20:20-20:40,122,124,75.65020000000004
2025-08-19,19:20-19:50,116,119,109.40174880952407
2025-08-19,20:00-20:10,120,121,26.296245833333273
2025-08-20,08:30-09:30,51,57,1083.485533333332
2025-08-20,19:10-19:30,115,117,41.194019047619236
2025-08-20,19:40-20:40,118,124,3684.352749416669
2025-08-20,20:50-21:00,125,126,43.014769958333225
2025-08-21,19:10-19:20,115,116,4.468227380952271
2025-08-21,19:30-19:50,117,119,4.063111904761968
2025-08-21,20:20-20:30,122,123,19.796249999999986
2025-08-21,20:50-21:00,125,126,3.0756761904753134
2025-08-22,20:30-21:20,123,128,502.8065047499972
2025-08-24,20:30-20:40,123,124,399.313636678572
2025-08-24,20:50-21:00,125,126,4.435038458333247
2025-08-24,21:20-21:30,128,129,30.816588333333765
2025-08-25,19:10-19:40,115,118,58.49094880952373
2025-08-25,19:50-20:40,119,124,3210.355661488091
2025-08-26,19:40-20:00,118,120,12.227763095237833
2025-08-26,20:30-20:50,123,125,94.3678948630934
2025-08-26,21:20-21:30,128,129,0.300795750000157
2025-08-27,18:50-19:00,113,114,22.923333333333403
2025-08-27,19:10-19:40,115,118,42.32053630952373
2025-08-27,19:50-20:00,119,120,14.864583333333371
2025-08-27,20:30-20:40,123,124,539.3846751666717
2025-08-28,11:00-11:10,66,67,11.321058446425837
2025-08-28,18:50-19:00,113,114,40.08999999999992
2025-08-28,19:50-20:40,119,124,2817.227176392858
2025-08-31,20:00-20:10,120,121,23.66110833333323
2025-08-31,20:30-20:40,123,124,10.356275000000096
2025-09-10,08:30-09:40,51,58,968.5033833333323
2025-09-17,05:50-06:00,35,36,7.629166666666833
2025-09-17,08:50-09:40,53,58,452.6854499999983
2025-09-17,09:50-10:00,59,60,1.8205906666667175
2025-09-18,09:00-09:30,54,57,233.68099999999788
2025-09-22,19:40-20:00,118,120,15.893430357142961
2025-09-23,09:00-09:50,54,59,188.8390970238067
2025-09-23,20:20-20:40,122,124,404.1650390773831
2025-09-23,20:50-21:10,125,127,11.72395404166691
2025-09-24,08:30-09:40,51,58,850.4499851190442
2025-09-25,18:50-19:00,113,114,15.37166666666667
2025-09-28,08:40-09:50,52,59,895.3026958333318
2025-09-28,19:20-19:30,116,117,5.868333333333339
2025-09-29,06:00-06:10,36,37,20.39463333333333
2025-09-29,08:40-09:50,52,59,593.7842380714301
2025-09-29,20:30-20:50,123,125,479.9791096428597
2025-09-30,08:30-09:40,51,58,1263.1918108750017
2025-09-30,10:00-10:10,60,61,3.8029134999998853
2025-09-30,20:00-20:50,120,125,1748.402555125002
2025-09-30,21:00-21:20,126,128,18.544337500000097
2025-10-04,07:10-07:40,43,46,350.25175600594855
2025-10-07,08:30-09:40,51,58,971.6282845238064
2025-10-08,08:20-09:20,50,56,714.3549339285696
2025-10-09,08:30-09:20,51,56,516.5511720238161
2025-10-10,07:10-07:40,43,46,360.6336308690487
2025-10-11,07:20-07:50,44,47,152.6386571249987
2025-10-12,06:00-06:10,36,37,20.929933333333338
2025-10-12,08:50-09:20,53,56,285.0619642857109
2025-10-14,08:30-09:40,51,58,1195.1058893333384
2025-10-14,20:30-20:40,123,124,473.9179133571457
2025-10-15,08:40-09:30,52,57,699.884713166668
2025-10-15,20:00-20:40,120,124,2312.2906093899874
2025-10-16,08:30-09:40,51,58,1090.171468553573
2025-10-16,20:00-20:40,120,124,2668.343762975819
2025-10-19,08:40-09:40,52,58,723.5948280416615
2025-10-19,20:10-20:40,121,124,1624.2978779226173
2025-10-20,08:40-10:10,52,61,1594.0101535714275
2025-10-20,20:30-20:40,123,124,195.69248838690248
2025-10-21,08:50-10:10,53,61,1193.01615814881
2025-10-21,20:20-20:40,122,124,1313.689987839286
2025-10-22,08:40-10:20,52,62,2033.2425083333324
2025-10-23,09:00-09:40,54,58,594.512030077381
2025-10-24,07:30-08:10,45,49,454.09722424999967
2025-10-24,20:40-21:20,124,128,214.48562576785105
2025-10-27,06:00-06:10,36,37,19.744933333333393
2025-10-27,20:30-20:40,123,124,675.366573654759
2025-10-28,09:00-09:40,54,58,453.7379727261928
2025-10-28,20:30-20:40,123,124,526.6486950773785
2025-10-29,09:00-10:30,54,63,1381.2993261904758
2025-10-29,19:50-21:30,119,129,3167.3488164702367
2025-10-30,06:00-06:10,36,37,3.641833333333352
2025-10-30,09:20-09:40,56,58,56.919740476189084
2025-10-30,20:30-21:00,123,126,363.8947031190459
2025-10-30,21:20-21:40,128,130,33.75332637499982
2025-10-31,07:30-08:20,45,50,268.1616052559508
2025-10-31,20:40-21:40,124,130,501.87465369642996
2025-11-01,07:40-08:10,46,49,155.64518311904612
2025-11-01,20:40-21:00,124,126,38.77723834523408
2025-11-01,21:30-21:50,129,131,12.35936909523642
2025-11-02,09:00-10:10,54,61,1066.6856237738084
2025-11-02,20:20-21:00,122,126,1146.1420244761935
2025-11-03,09:30-10:20,57,62,387.20406813095116
2025-11-03,20:10-20:50,121,125,1467.2588840892868
2025-11-04,05:50-06:10,35,37,33.59955000000002
2025-11-04,10:00-10:20,60,62,53.81519925595393
2025-11-04,20:30-20:40,123,124,486.3997316666664
2025-11-04,21:00-21:20,126,128,56.093957375000016
2025-11-05,06:30-06:40,39,40,3.2276833333334025
2025-11-05,09:10-10:10,55,61,834.1806126190409
2025-11-05,20:30-20:40,123,124,598.9968015118952
2025-11-05,20:50-21:00,125,126,18.68933075000002
2025-11-06,08:50-10:40,53,64,2211.4735345654767
2025-11-06,20:30-21:50,123,131,853.0484748630939
2025-11-07,07:30-08:30,45,51,845.3281509880954
2025-11-07,20:40-20:50,124,125,176.12258809523752
2025-11-08,07:50-08:10,47,49,82.93559562499934
2025-11-08,21:30-21:40,129,130,58.52723768452063
2025-11-09,09:30-10:20,57,62,368.23274594642254
2025-11-09,20:10-21:20,121,128,1892.6926184523825
2025-11-10,09:10-10:50,55,65,1062.5619030654727
2025-11-10,20:00-21:00,120,126,2814.470835737442
2025-11-10,21:30-21:50,129,131,28.597770083333238
2025-11-11,06:20-06:30,38,39,2.0516666666667334
2025-11-11,09:30-10:20,57,62,546.5358307797615
2025-11-11,20:20-20:40,122,124,1045.4414106845245
2025-11-11,21:30-21:50,129,131,10.080281374999888
2025-11-12,06:20-06:30,38,39,11.773333333333426
2025-11-12,09:40-10:40,58,64,514.8268649583309
2025-11-12,20:20-20:40,122,124,791.2226460357189
2025-11-13,06:00-06:10,36,37,2.010533333333342
2025-11-13,20:10-20:40,121,124,1823.7671674107082
2025-11-14,08:00-08:20,48,50,64.46552154761653
2025-11-14,20:40-20:50,124,125,401.09378285119004
2025-11-15,07:40-08:30,46,51,597.0897690297628
2025-11-15,20:40-20:50,124,125,57.55595002380869
2025-11-15,21:30-21:50,129,131,115.05935176190488
2025-11-16,09:40-10:50,58,65,1053.4821430476143
2025-11-16,20:20-20:50,122,125,1310.9032506130907
2025-11-17,09:40-10:50,58,65,482.72164973214376
2025-11-17,20:30-20:50,123,125,48.00860149434391
2025-11-18,20:10-21:10,121,127,2159.986117571419
2025-11-19,05:50-06:00,35,36,1.3850000000001046
2025-11-19,09:30-10:50,57,65,1267.002291761901
2025-11-19,20:20-21:10,122,127,1067.7224059523824
2025-11-20,20:20-21:30,122,129,1546.9756235535717
2025-11-21,07:40-08:20,46,50,502.1269870357145
2025-11-22,07:40-08:30,46,51,656.0296195892847
2025-11-22,08:40-09:10,52,55,67.99899650000008
2025-11-22,20:40-21:00,124,126,187.51308830357402
2025-11-22,21:30-21:50,129,131,76.65593928571458
2025-11-23,09:50-10:50,59,65,1064.5281616726197
2025-11-23,20:30-21:20,123,128,152.88790266666842
2025-11-24,06:00-06:10,36,37,18.83966666666663
2025-11-24,20:30-21:00,123,126,584.3753566785703
2025-11-25,09:50-10:50,59,65,572.8322962142857
2025-11-25,20:20-20:50,122,125,915.7230744285744
2025-11-25,21:30-21:50,129,131,47.082071458333346
2025-11-26,06:00-06:10,36,37,32.99316666666664
2025-11-26,10:20-10:50,62,65,169.8862459583304
2025-11-26,20:10-20:40,121,124,1741.7078553630995
2025-11-27,20:20-20:40,122,124,1012.5053804583315
2025-11-28,08:00-09:00,48,54,425.95129135714217
2025-11-28,20:40-20:50,124,125,257.0385025714256
2025-11-29,08:10-09:00,49,54,282.81786973809216
2025-11-29,20:00-21:00,120,126,2155.2126340416653
2025-11-29,21:30-21:40,129,130,102.48835065476314
2025-11-30,06:00-06:10,36,37,6.062833333333401
2025-11-30,10:10-10:50,61,65,443.99549389880474
2025-11-30,20:00-20:40,120,124,2826.8358996130937
2025-12-01,05:50-06:10,35,37,196.56981666666672
2025-12-01,07:50-08:10,47,49,113.36543333333327
2025-12-01,08:40-10:50,52,65,5194.706080047626
2025-12-01,19:50-20:40,119,124,3085.3592969940464
2025-12-01,21:30-21:50,129,131,14.470021708333388
2025-12-02,05:50-06:10,35,37,164.85483333333354
2025-12-02,07:50-08:20,47,50,201.09771666666677
2025-12-02,08:40-10:50,52,65,5727.15004270238
2025-12-02,19:40-21:50,118,131,4133.960412607144
2025-12-03,05:50-06:10,35,37,118.98503333333338
2025-12-03,07:50-08:10,47,49,130.28498333333334
2025-12-03,08:50-10:40,53,64,4094.1659628095204
2025-12-03,19:50-21:50,119,131,3607.1686134285733
2025-12-04,05:50-06:10,35,37,145.02681666666672
2025-12-04,07:50-08:20,47,50,211.06405000000007
2025-12-04,08:40-10:50,52,65,5313.654106958331
2025-12-04,20:10-20:50,121,125,1879.2333137738071
2025-12-05,07:10-09:30,43,57,3622.904535160712
2025-12-05,19:40-21:00,118,126,3114.9000804642847
2025-12-05,21:40-21:50,130,131,42.474908142856194
2025-12-06,07:10-09:50,43,59,3473.9069301607137
2025-12-06,19:10-21:40,115,130,4698.3426823095215
2025-12-07,06:00-06:10,36,37,55.054800000000114
2025-12-07,07:50-08:10,47,49,164.7132833333335
2025-12-07,08:50-10:50,53,65,4061.7581195654725
2025-12-07,20:00-20:40,120,124,2401.682736065479
2025-12-07,20:50-21:00,125,126,6.270149000000174
2025-12-08,06:00-06:10,36,37,48.043883928571404
2025-12-08,07:50-08:10,47,49,100.20634285714289
2025-12-08,09:10-10:50,55,65,2918.9935226785806
2025-12-08,20:00-20:50,120,125,2361.323835726194
2025-12-09,06:00-06:10,36,37,68.04995714285724
2025-12-09,07:50-08:20,47,50,262.83740714285716
2025-12-09,09:00-10:40,54,64,3019.956569488096
2025-12-09,20:20-21:20,122,128,1507.5543724107165
2025-12-10,06:00-06:10,36,37,91.9247113095239
2025-12-10,07:50-08:10,47,49,79.20775714285742
2025-12-10,09:10-10:50,55,65,3022.8691973154773
2025-12-10,20:00-21:30,120,129,2417.178736482148
