strategy_id,date,interval,charge_kWh,discharge_kWh
B_fixed_q80,2025-03-20,16:00-20:00,297.31611666666686,5620.519099999999
B_fixed_q80,2025-03-20,20:00-24:00,10523.043554115224,2949.8244999999997
B_fixed_q80,2025-06-21,00:00-04:00,148.18110000000013,3328.207166666667
B_fixed_q80,2025-06-21,04:00-08:00,403.7680833333335,4836.610433333333
B_fixed_q80,2025-06-21,08:00-12:00,9528.072545061728,0.0
B_fixed_q80,2025-06-21,12:00-16:00,0.0,0.0
B_fixed_q80,2025-06-21,16:00-20:00,299.73973251028883,4998.150716666665
B_fixed_q80,2025-06-21,20:00-24:00,8939.824835390944,2485.896583333333
B_fixed_q80,2025-09-23,00:00-04:00,70.62578312757395,28.35028333333321
B_fixed_q80,2025-09-23,04:00-08:00,236.0293104938276,6082.264533333335
B_fixed_q80,2025-09-23,08:00-12:00,5975.853016666664,1896.6157166666665
B_fixed_q80,2025-09-23,12:00-16:00,4262.900800411526,505.69408333333325
B_fixed_q80,2025-09-23,16:00-20:00,24.54102880658399,5587.663566666666
B_fixed_q80,2025-09-23,20:00-24:00,10570.661440329215,2994.4504333333334
B_fixed_q80,2025-12-21,00:00-04:00,39.6583333333333,66.3870833333333
B_fixed_q80,2025-12-21,04:00-08:00,804.3083950617304,1416.82555
B_fixed_q80,2025-12-21,08:00-12:00,5817.6079666666665,6459.48055
B_fixed_q80,2025-12-21,12:00-16:00,5747.208041563786,2108.4208333333336
B_fixed_q80,2025-12-21,16:00-20:00,0.0,5533.33735
B_fixed_q80,2025-12-21,20:00-24:00,10340.57174897119,2842.5257666666666
B_fixed_q90,2025-03-20,00:00-04:00,106.31711934156449,93.5292333333332
B_fixed_q90,2025-03-20,04:00-08:00,1077.6421866255162,4153.843900000001
B_fixed_q90,2025-03-20,08:00-12:00,6291.457016666666,2777.3772166666663
B_fixed_q90,2025-03-20,12:00-16:00,1511.5875456790147,402.55989999999997
B_fixed_q90,2025-03-20,16:00-20:00,281.39646090534893,5364.801849999999
B_fixed_q90,2025-03-20,20:00-24:00,10142.947119341563,2931.079333333333
B_fixed_q90,2025-06-21,00:00-04:00,316.43486666666666,1928.6934999999999
B_fixed_q90,2025-06-21,04:00-08:00,466.9641999999998,4823.523447500002
B_fixed_q90,2025-06-21,08:00-12:00,7552.671238888886,0.0
B_fixed_q90,2025-06-21,12:00-16:00,0.0,0.0
B_fixed_q90,2025-06-21,16:00-20:00,0.0,4659.026666666667
B_fixed_q90,2025-06-21,20:00-24:00,8820.892901234563,2485.896583333333
B_fixed_q90,2025-09-23,00:00-04:00,12.805452674896918,10.372416666666709
B_fixed_q90,2025-09-23,04:00-08:00,413.3663220164617,5208.112950000001
B_fixed_q90,2025-09-23,08:00-12:00,6293.081099999999,1896.6157166666665
B_fixed_q90,2025-09-23,12:00-16:00,2612.8260347736614,443.88283333333334
B_fixed_q90,2025-09-23,16:00-20:00,7.206378600824084,5498.793983333333
B_fixed_q90,2025-09-23,20:00-24:00,10212.003724279832,2778.766199999999
B_fixed_q90,2025-12-21,00:00-04:00,52.37425925925992,42.42314999999974
B_fixed_q90,2025-12-21,04:00-08:00,750.1541769547335,1363.3886333333335
B_fixed_q90,2025-12-21,08:00-12:00,6447.848716666666,6053.262350000001
B_fixed_q90,2025-12-21,12:00-16:00,4309.858896502056,1904.7170666666677
B_fixed_q90,2025-12-21,16:00-20:00,0.0,5384.490149999999
B_fixed_q90,2025-12-21,20:00-24:00,10156.80977366255,2842.5257666666666
B_fixed_q65,2025-03-20,00:00-04:00,190.99170185185116,333.5524833333335
B_fixed_q65,2025-03-20,04:00-08:00,301.44045000000034,5258.251466666665
B_fixed_q65,2025-03-20,08:00-12:00,5303.16185,2777.3772166666663
B_fixed_q65,2025-03-20,12:00-16:00,4551.221284156377,563.7430666666666
B_fixed_q65,2025-03-20,16:00-20:00,183.10540000000015,5874.943999999998
B_fixed_q65,2025-03-20,20:00-24:00,10733.988168724278,2415.8979390000054
B_fixed_q65,2025-06-21,00:00-04:00,118.61366666666652,3777.0686333333333
B_fixed_q65,2025-06-21,04:00-08:00,380.63608333333326,4860.610566666666
B_fixed_q65,2025-06-21,08:00-12:00,10164.551731481484,0.0
B_fixed_q65,2025-06-21,12:00-16:00,0.0,0.0
B_fixed_q65,2025-06-21,16:00-20:00,174.16788333333346,5391.7805499999995
B_fixed_q65,2025-06-21,20:00-24:00,9564.774997325105,2496.7631833333335
B_fixed_q65,2025-09-23,00:00-04:00,784.6616051440333,118.56000000000006
B_fixed_q65,2025-09-23,04:00-08:00,573.1796454732474,6782.2159999999985
B_fixed_q65,2025-09-23,08:00-12:00,5024.723766666666,1896.6157166666665
B_fixed_q65,2025-09-23,12:00-16:00,5678.236666666667,582.4893722222215
B_fixed_q65,2025-09-23,16:00-20:00,174.7782333333331,5779.7008
B_fixed_q65,2025-09-23,20:00-24:00,9711.698294855965,2533.9613664444514
B_fixed_q65,2025-12-21,00:00-04:00,128.0348971193438,201.46046666666666
B_fixed_q65,2025-12-21,04:00-08:00,942.0788683127575,1484.677933333333
B_fixed_q65,2025-12-21,08:00-12:00,5497.127466666666,6917.488633333333
B_fixed_q65,2025-12-21,12:00-16:00,6813.965290534985,2235.15025
B_fixed_q65,2025-12-21,16:00-20:00,13.674876543212033,5720.801016666666
B_fixed_q65,2025-12-21,20:00-24:00,10558.333497942385,2842.5257666666666
B_fixed_q50,2025-03-20,00:00-04:00,5000.018933539093,407.86320000000023
B_fixed_q50,2025-03-20,04:00-08:00,971.9116166666664,5842.734416666665
B_fixed_q50,2025-03-20,08:00-12:00,3986.64706666667,2509.553449833332
B_fixed_q50,2025-03-20,12:00-16:00,4102.301690946502,686.26585
B_fixed_q50,2025-03-20,16:00-20:00,116.23598333333337,5959.933790166676
B_fixed_q50,2025-03-20,20:00-24:00,5028.192316460905,113.90010016666648
B_fixed_q50,2025-06-21,00:00-04:00,415.8807333333335,791.0130945000088
B_fixed_q50,2025-06-21,04:00-08:00,382.10966666666644,4109.980664833333
B_fixed_q50,2025-06-21,08:00-12:00,10322.212416666667,0.0
B_fixed_q50,2025-06-21,12:00-16:00,0.0,0.0
B_fixed_q50,2025-06-21,16:00-20:00,86.41013559670779,5709.672400000001
B_fixed_q50,2025-06-21,20:00-24:00,6163.508862757211,2582.02805
B_fixed_q50,2025-09-23,00:00-04:00,3984.319576954742,219.64508333333333
B_fixed_q50,2025-09-23,04:00-08:00,967.1954166666669,7307.071166666666
B_fixed_q50,2025-09-23,08:00-12:00,3333.246953292179,1224.2701196666715
B_fixed_q50,2025-09-23,12:00-16:00,5545.743,877.0568450617278
B_fixed_q50,2025-09-23,16:00-20:00,18.488333333333117,6088.2811833333335
B_fixed_q50,2025-09-23,20:00-24:00,5889.981666666667,263.5276607263459
B_fixed_q50,2025-12-21,00:00-04:00,6827.844016666666,313.6851499999999
B_fixed_q50,2025-12-21,04:00-08:00,2184.6766849794185,1637.3933499999994
B_fixed_q50,2025-12-21,08:00-12:00,5170.7916166666655,7365.787883333334
B_fixed_q50,2025-12-21,12:00-16:00,7913.951779218109,2312.1009833333333
B_fixed_q50,2025-12-21,16:00-20:00,116.10051440328822,5942.260783333334
B_fixed_q50,2025-12-21,20:00-24:00,3093.2658816872486,2853.4603000000006
B_adaptive,2025-03-20,00:00-04:00,159.83728395061513,206.2845500000002
B_adaptive,2025-03-20,04:00-08:00,352.59986666666754,4563.605166666668
B_adaptive,2025-03-20,08:00-12:00,6153.8434333333325,2777.3772166666663
B_adaptive,2025-03-20,12:00-16:00,2965.8054860082366,448.8705166666665
B_adaptive,2025-03-20,16:00-20:00,297.31611666666686,5620.519099999999
B_adaptive,2025-03-20,20:00-24:00,10523.043554115224,2949.8244999999997
B_adaptive,2025-06-21,00:00-04:00,118.61366666666652,3777.0686333333333
B_adaptive,2025-06-21,04:00-08:00,380.63608333333326,4860.610566666666
B_adaptive,2025-06-21,08:00-12:00,10164.551731481484,0.0
B_adaptive,2025-06-21,12:00-16:00,0.0,0.0
B_adaptive,2025-06-21,16:00-20:00,174.16788333333346,5391.7805499999995
B_adaptive,2025-06-21,20:00-24:00,9564.774997325105,2496.7631833333335
B_adaptive,2025-09-23,00:00-04:00,70.62578312757395,28.35028333333321
B_adaptive,2025-09-23,04:00-08:00,236.0293104938276,6082.264533333335
B_adaptive,2025-09-23,08:00-12:00,5975.853016666664,1896.6157166666665
B_adaptive,2025-09-23,12:00-16:00,4262.900800411526,505.69408333333325
B_adaptive,2025-09-23,16:00-20:00,24.54102880658399,5587.663566666666
B_adaptive,2025-09-23,20:00-24:00,10570.661440329215,2994.4504333333334
B_adaptive,2025-12-21,00:00-04:00,128.0348971193438,201.46046666666666
B_adaptive,2025-12-21,04:00-08:00,942.0788683127575,1484.677933333333
B_adaptive,2025-12-21,08:00-12:00,5497.127466666666,6917.488633333333
B_adaptive,2025-12-21,12:00-16:00,6813.965290534985,2235.15025
B_adaptive,2025-12-21,16:00-20:00,13.674876543212033,5720.801016666666
B_adaptive,2025-12-21,20:00-24:00,10558.333497942385,2842.5257666666666
S_adaptive_W14,2025-03-20,00:00-04:00,154.08369876543088,199.78660000000002
S_adaptive_W14,2025-03-20,04:00-08:00,642.2550162551411,4407.639933333333
S_adaptive_W14,2025-03-20,08:00-12:00,6281.784766666666,2777.3772166666663
S_adaptive_W14,2025-03-20,12:00-16:00,2353.3907569958883,457.0232833333333
S_adaptive_W14,2025-03-20,16:00-20:00,321.7638833333333,5561.976166666666
S_adaptive_W14,2025-03-20,20:00-24:00,10467.454532304526,2974.99025
S_adaptive_W14,2025-06-21,00:00-04:00,84.82388827160467,3973.152433333333
S_adaptive_W14,2025-06-21,04:00-08:00,388.0339000000001,4770.854432666666
S_adaptive_W14,2025-06-21,08:00-12:00,10322.212416666667,0.0
S_adaptive_W14,2025-06-21,12:00-16:00,0.0,0.0
S_adaptive_W14,2025-06-21,16:00-20:00,98.45544403292065,5639.4847
S_adaptive_W14,2025-06-21,20:00-24:00,10011.876531275722,2549.8842
S_adaptive_W14,2025-09-23,00:00-04:00,28.98279835390996,23.47606666666661
S_adaptive_W14,2025-09-23,04:00-08:00,229.5850767489724,5777.761713666667
S_adaptive_W14,2025-09-23,08:00-12:00,6293.081099999999,1896.6157166666665
S_adaptive_W14,2025-09-23,12:00-16:00,3576.1875438271613,505.69408333333325
S_adaptive_W14,2025-09-23,16:00-20:00,7.417880658435428,5523.638783333333
S_adaptive_W14,2025-09-23,20:00-24:00,10358.68921810699,2872.907966666666
S_adaptive_W14,2025-12-21,00:00-04:00,252.6689195473241,532.1624833333332
S_adaptive_W14,2025-12-21,04:00-08:00,1012.4287333333335,1744.9785666666662
S_adaptive_W14,2025-12-21,08:00-12:00,5093.519316666667,7486.936087833334
S_adaptive_W14,2025-12-21,12:00-16:00,7793.280126131687,2360.1732166666666
S_adaptive_W14,2025-12-21,16:00-20:00,155.8432833333336,6014.9814166666665
S_adaptive_W14,2025-12-21,20:00-24:00,10645.678983333331,2090.0379358333357
S_adaptive_W56,2025-03-20,00:00-04:00,164.3847664609058,208.68161666666686
S_adaptive_W56,2025-03-20,04:00-08:00,356.34599032921767,4727.138116666667
S_adaptive_W56,2025-03-20,08:00-12:00,6044.141416666666,2777.3772166666663
S_adaptive_W56,2025-03-20,12:00-16:00,3272.065768930043,505.2959166666667
S_adaptive_W56,2025-03-20,16:00-20:00,255.6613666666667,5698.270166666668
S_adaptive_W56,2025-03-20,20:00-24:00,10699.191913580247,2924.587857000002
S_adaptive_W56,2025-06-21,00:00-04:00,107.93270843621448,3877.6464500000006
S_adaptive_W56,2025-06-21,04:00-08:00,379.9338833333332,4859.2243
S_adaptive_W56,2025-06-21,08:00-12:00,10298.39359341564,0.0
S_adaptive_W56,2025-06-21,12:00-16:00,0.0,0.0
S_adaptive_W56,2025-06-21,16:00-20:00,165.52159999999998,5392.854833333332
S_adaptive_W56,2025-06-21,20:00-24:00,9608.67984032922,2524.248333333333
S_adaptive_W56,2025-09-23,00:00-04:00,35.4128740740758,27.776849999999854
S_adaptive_W56,2025-09-23,04:00-08:00,213.94650679012267,6134.6538
S_adaptive_W56,2025-09-23,08:00-12:00,5943.454616666665,1896.6157166666665
S_adaptive_W56,2025-09-23,12:00-16:00,4362.107436213993,489.53241666666673
S_adaptive_W56,2025-09-23,16:00-20:00,39.263333333332604,5577.800716666667
S_adaptive_W56,2025-09-23,20:00-24:00,10477.005864197528,2940.377333333334
S_adaptive_W56,2025-12-21,00:00-04:00,140.5733127572014,256.3591833333335
S_adaptive_W56,2025-12-21,04:00-08:00,1082.7018930041077,1566.6341499999996
S_adaptive_W56,2025-12-21,08:00-12:00,5494.5014833333325,7042.327966666668
S_adaptive_W56,2025-12-21,12:00-16:00,6989.673269753088,2243.7735833333336
S_adaptive_W56,2025-12-21,16:00-20:00,23.555020576131234,5768.070149999999
S_adaptive_W56,2025-12-21,20:00-24:00,10614.292304526743,2842.5257666666666
