strategy_id,date,start_time,end_time,slot,planned_kWh,emergency_kWh,planned_cost_yuan,emergency_cost_yuan
B_adaptive,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
B_adaptive,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
B_adaptive,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
B_adaptive,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,170.79544999999985,0.0,141.26491669499987,0.0
B_adaptive,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,0.0,0.0,0.0,0.0
B_adaptive,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
B_adaptive,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
B_adaptive,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,573.7958499999996,0.0,253.10134943499983,0.0
B_adaptive,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
B_adaptive,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,588.4679166666665,0.0,486.72181387499984,0.0
B_adaptive,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,779.6883666666668,0.0,979.36655737,0.0
B_adaptive,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
B_adaptive,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
B_adaptive,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,954.7005166666664,0.0,421.1183979016666,0.0
B_adaptive,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
B_adaptive,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,796.9068833333331,0.0,659.1216832049997,0.0
B_adaptive,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,736.6845666666668,0.0,925.34948419,0.0
B_adaptive,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,670.4658500000003,0.0,295.7424864350001,0.0
S_adaptive_W14,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,490.22455,0.0,405.464725305,0.0
S_adaptive_W14,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,717.4582166666667,0.0,901.199265955,0.0
S_adaptive_W14,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,151.9891833333332,0.0,125.71025353499986,0.0
S_adaptive_W14,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,611.5379666666665,0.0,269.7493970966666,0.0
S_adaptive_W14,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,632.4100833333332,0.0,523.0663799249999,0.0
S_adaptive_W14,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,785.31985,0.0,986.440263585,0.0
S_adaptive_W14,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,866.4935499999998,0.0,382.21030490499993,0.0
S_adaptive_W14,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W14,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,774.0642666666668,0.0,640.22855496,0.0
S_adaptive_W14,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,720.5403833333335,0.0,905.070775505,0.0
S_adaptive_W14,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:10:00,72,559.5939333333333,0.0,246.8368839933333,0.0
S_adaptive_W56,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-03-20,2025-03-20 16:00:00,2025-03-20 16:10:00,96,455.34555000000006,0.0,376.6163044050001,0.0
S_adaptive_W56,2025-03-20,2025-03-20 18:00:00,2025-03-20 18:10:00,108,711.0984000000001,0.0,893.21070024,0.0
S_adaptive_W56,2025-03-20,2025-03-20 20:00:00,2025-03-20 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-06-21,2025-06-21 10:00:00,2025-06-21 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-06-21,2025-06-21 12:00:00,2025-06-21 12:10:00,72,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-06-21,2025-06-21 14:00:00,2025-06-21 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-06-21,2025-06-21 16:00:00,2025-06-21 16:10:00,96,170.79544999999985,0.0,141.26491669499987,0.0
S_adaptive_W56,2025-06-21,2025-06-21 18:00:00,2025-06-21 18:10:00,108,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-06-21,2025-06-21 20:00:00,2025-06-21 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-09-23,2025-09-23 10:00:00,2025-09-23 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-09-23,2025-09-23 12:00:00,2025-09-23 12:10:00,72,519.3866166666667,0.0,229.10143661166663,0.0
S_adaptive_W56,2025-09-23,2025-09-23 14:00:00,2025-09-23 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-09-23,2025-09-23 16:00:00,2025-09-23 16:10:00,96,606.0282166666668,0.0,501.2459380050001,0.0
S_adaptive_W56,2025-09-23,2025-09-23 18:00:00,2025-09-23 18:10:00,108,783.0717833333333,0.0,983.616467045,0.0
S_adaptive_W56,2025-09-23,2025-09-23 20:00:00,2025-09-23 20:10:00,120,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-12-21,2025-12-21 10:00:00,2025-12-21 10:10:00,60,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-12-21,2025-12-21 12:00:00,2025-12-21 12:10:00,72,964.1694333333332,0.0,425.2951370433333,0.0
S_adaptive_W56,2025-12-21,2025-12-21 14:00:00,2025-12-21 14:10:00,84,0.0,0.0,0.0,0.0
S_adaptive_W56,2025-12-21,2025-12-21 16:00:00,2025-12-21 16:10:00,96,796.9068833333331,0.0,659.1216832049997,0.0
S_adaptive_W56,2025-12-21,2025-12-21 18:00:00,2025-12-21 18:10:00,108,733.3092000000001,0.0,921.1096861200002,0.0
S_adaptive_W56,2025-12-21,2025-12-21 20:00:00,2025-12-21 20:10:00,120,0.0,0.0,0.0,0.0
