strategy_id,time_version,mode,date,day_index,plan_source,terminal_target,terminal_lower_kWh,terminal_upper_kWh,s143_kWh,s144_kWh,estimated_00_10_kWh,nominal_first_emergency_kWh,elapsed_seconds,mip_gap,objective_gap_yuan,check_bus_balance_max_abs_kWh,check_battery_balance_max_abs_kWh,check_first_state_error_kWh,check_terminal_target_error_kWh,check_state_bound_violation_kWh,check_flow_bound_violation_kWh,check_simultaneous_charge_discharge_kWh,check_binary_integrality_error,check_binary_gate_violation_kWh
N_free,start_time_v1,free,2025-02-10,40,issued,,1200.0,10800.0,1200.0,1200.0,2008.2661710729428,0.0,0.012207199819386005,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-16,0.0
N_free,start_time_v1,free,2025-02-11,41,issued,,1200.0,10800.0,1200.0,1200.0,1851.3022333080178,0.0,0.01343639986589551,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-02-12,42,issued,,1200.0,10800.0,1200.0,1200.0,1901.1436136438213,0.0,0.013250099960714579,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-02-13,43,issued,,1200.0,10800.0,1200.0,1200.0,1713.577080981971,0.0,0.025265000062063336,0.0,0.0,1.1368683772161603e-13,7.958078640513122e-13,0.0,0.0,0.0,0.0,-0.0,3.7969627442180354e-14,1.850371707708594e-13
N_free,start_time_v1,free,2025-02-14,44,issued,,1200.0,10800.0,1200.0,1200.0,1843.3767880259256,0.0,0.023707000073045492,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,0.0,1.8189894035458565e-12,8.44124770082999e-12,-0.0,3.375077994860476e-14,2.812564995717063e-11
N_free,start_time_v1,free,2025-02-15,45,issued,,1200.0,10800.0,1200.0,1200.0,1986.325445315686,0.0,0.024961800081655383,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,5.229594535194337e-12,5.8106605946603744e-12,-0.0,6.97279271359245e-15,2.220446049250313e-12
N_free,start_time_v1,free,2025-02-16,46,issued,,1200.0,10800.0,1200.0,1200.0,1215.6221786211945,0.0,0.01675239996984601,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-16,1.850371707708594e-13
N_free,start_time_v1,free,2025-02-17,47,issued,,1200.0,10800.0,1200.0,1200.0,1304.0230105535238,0.0,0.024530799826607108,1.4397911440958675e-16,7.275957614183426e-12,1.1368683772161603e-13,8.384404281969182e-13,0.0,0.0,0.0,0.0,-0.0,2.3314683517128287e-15,0.0
N_free,start_time_v1,free,2025-02-18,48,issued,,1200.0,10800.0,1200.0,1200.0,1286.5707327249731,0.0,0.016992100048810244,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-16,1.850371707708594e-13
N_free,start_time_v1,free,2025-02-19,49,issued,,1200.0,10800.0,1200.0,1200.0,1802.9729641268025,0.0,0.02705880021676421,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,1.887379141862766e-15,0.0
N_free,start_time_v1,free,2025-02-20,50,issued,,1200.0,10800.0,1200.0,1200.0,1200.0,0.40780614106552093,0.012581499991938472,0.0,7.275957614183426e-12,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,3.410605131648481e-13,-0.0,0.0,3.410605131648481e-13
N_free,start_time_v1,free,2025-02-21,51,issued,,1200.0,10800.0,1200.0,1200.0,1815.0509625089212,0.0,0.04556909995153546,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-02-22,52,issued,,1200.0,10800.0,1200.0,1200.0,1693.2334583924555,0.0,0.029527900042012334,0.0,0.0,1.1368683772161603e-13,8.881784197001252e-13,0.0,0.0,4.547473508864641e-13,5.052748343182935e-13,-0.0,1.3988810110276972e-14,1.1657341758564142e-11
N_free,start_time_v1,free,2025-02-23,53,issued,,1200.0,10800.0,1200.0,1200.0,1429.9412957948502,0.0,0.01949930004775524,0.0,0.0,1.1368683772161603e-13,8.553158181712206e-13,0.0,0.0,0.0,0.0,-0.0,1.9984014443252818e-15,1.6653345369377346e-12
N_free,start_time_v1,free,2025-02-24,54,issued,,1200.0,10800.0,1200.0,1200.0,1258.0576868162377,0.0,0.0192370000295341,0.0,-7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,3.410605131648481e-13,-0.0,1.3322676295501878e-15,3.700743415417188e-13
N_free,start_time_v1,free,2025-02-25,55,issued,,1200.0,10800.0,1200.0,1200.0,1387.0735513582142,0.0,0.029774999944493175,0.0,0.0,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,0.0,-0.0,9.992007221626409e-16,0.0
N_free,start_time_v1,free,2025-02-26,56,issued,,1200.0,10800.0,1200.0,1200.0,1479.5841752462193,0.0,0.031392999924719334,0.0,-7.275957614183426e-12,1.1368683772161603e-13,8.628653347386717e-13,0.0,0.0,0.0,0.0,-0.0,3.3306690738754696e-15,2.775557561562891e-12
N_free,start_time_v1,free,2025-02-27,57,issued,,1200.0,10800.0,1200.0,1200.0,1559.2677582103613,0.0,0.020760999992489815,0.0,-7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,3.410605131648481e-13,-0.0,4.440892098500626e-16,3.700743415417188e-13
N_free,start_time_v1,free,2025-02-28,58,issued,,1200.0,10800.0,1200.0,1200.0,1691.1149277381592,0.0,0.035648500081151724,0.0,0.0,1.1368683772161603e-13,1.8189894035458565e-12,0.0,0.0,4.547473508864641e-13,5.052748343182935e-13,-0.0,3.1086244689504383e-15,2.5905203907920318e-12
N_free,start_time_v1,free,2025-03-01,59,issued,,1200.0,10800.0,1200.0,1200.0,1779.550879126085,0.0,0.05790499993599951,0.0,0.0,1.1368683772161603e-13,1.5916157281026244e-12,0.0,0.0,0.0,0.0,-0.0,4.440892098500626e-16,0.0
N_free,start_time_v1,free,2025-03-02,60,issued,,1200.0,10800.0,1200.0,1200.0,1602.504617435627,0.0,0.0237806998193264,0.0,-7.275957614183426e-12,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-03-03,61,issued,,1200.0,10800.0,1200.0,1200.0,1200.0,12.390515984384365,0.022404100047424436,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,3.410605131648481e-13,-0.0,5.88418203051333e-15,3.410605131648481e-13
N_free,start_time_v1,free,2025-03-04,62,issued,,1200.0,10800.0,1200.0,1200.0,1225.4455327719284,0.0,0.02529580006375909,0.0,-7.275957614183426e-12,1.1368683772161603e-13,8.659739592076221e-13,0.0,0.0,0.0,0.0,-0.0,1.7763568394002505e-15,0.0
N_free,start_time_v1,free,2025-03-05,63,issued,,1200.0,10800.0,1200.0,1200.0,1273.3445061794966,0.0,0.018876800080761313,0.0,0.0,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-15,0.0
N_free,start_time_v1,free,2025-03-06,64,issued,,1200.0,10800.0,1200.0,1200.0,1512.1759757151622,0.0,0.02825549989938736,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-03-07,65,issued,,1200.0,10800.0,1200.0,1200.0,1534.5964443138823,0.0,0.02744120010174811,0.0,0.0,0.0,8.242295734817162e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-03-08,66,issued,,1200.0,10800.0,1200.0,1200.0,1856.3270344747004,0.0,0.04192550014704466,2.2191467623083126e-16,3.637978807091713e-12,1.1368683772161603e-13,8.526512829121202e-13,0.0,0.0,0.0,3.410605131648481e-13,-0.0,2.220446049250313e-16,3.410605131648481e-13
N_free,start_time_v1,free,2025-03-09,67,issued,,1200.0,10800.0,1200.0,1200.0,1712.034155126663,0.0,0.020556099945679307,0.0,0.0,1.1368683772161603e-13,8.668621376273222e-13,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-16,0.0
N_free,start_time_v1,free,2025-03-10,68,issued,,1200.0,10800.0,1200.0,1200.0,1549.71594555512,0.0,0.021936299977824092,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,7.993605777301127e-15,1.850371707708594e-13
N_free,start_time_v1,free,2025-03-11,69,issued,,1200.0,10800.0,1200.0,1200.0,1636.311329889453,0.0,0.021050599869340658,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,3.410605131648481e-13,-0.0,4.440892098500626e-16,3.700743415417188e-13
N_free,start_time_v1,free,2025-03-12,70,issued,,1200.0,10800.0,1200.0,1200.0,2039.2817988632985,0.0,0.0197547001298517,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,1.7763568394002505e-15,0.0
N_free,start_time_v1,free,2025-03-13,71,issued,,1200.0,10800.0,1200.0,1200.0,1545.128056130972,0.0,0.02961699990555644,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,3.410605131648481e-13,-0.0,4.440892098500626e-16,3.700743415417188e-13
N_free,start_time_v1,free,2025-03-14,72,issued,,1200.0,10800.0,1200.0,1200.0,1466.8847193349225,0.0,0.05121769988909364,0.0,0.0,1.1368683772161603e-13,1.3926637620897964e-12,0.0,0.0,6.821210263296962e-13,6.423306331271306e-12,-0.0,8.980131258771474e-15,1.074212097277105e-12
N_free,start_time_v1,free,2025-03-15,73,issued,,1200.0,10800.0,1200.0,1200.0,2134.208951254811,0.0,0.06165689998306334,0.0,0.0,1.1368683772161603e-13,2.7284841053187847e-12,0.0,0.0,0.0,0.0,-0.0,5.10702591327572e-15,4.255854927729766e-12
N_free,start_time_v1,free,2025-03-16,74,issued,,1200.0,10800.0,1200.0,1200.0,1602.208796810127,0.0,0.029334999853745103,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,1.887379141862766e-15,0.0
N_free,start_time_v1,free,2025-03-17,75,issued,,1200.0,10800.0,1200.0,1200.0,1903.216834657886,0.0,0.017729999963194132,0.0,0.0,1.1368683772161603e-13,8.242295734817162e-13,0.0,0.0,0.0,0.0,-0.0,3.68594044175552e-14,3.071617034796266e-11
N_free,start_time_v1,free,2025-03-18,76,issued,,1200.0,10800.0,1200.0,1200.0,1996.7120043719576,0.0,0.019175699912011623,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,3.2307490016592055e-14,0.0
N_free,start_time_v1,free,2025-03-19,77,issued,,1200.0,10800.0,1200.0,1200.0,1836.5033295801115,0.0,0.0228258001152426,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,6.661338147750939e-15,5.551115123125782e-12
N_free,start_time_v1,free,2025-03-20,78,issued,,1200.0,10800.0,1200.0,1200.0,2060.1183914865283,0.0,0.01980409980751574,0.0,0.0,1.1368683772161603e-13,8.100187187665142e-13,0.0,0.0,0.0,0.0,-0.0,3.219646771412954e-15,0.0
N_free,start_time_v1,free,2025-03-21,79,issued,,1200.0,10800.0,1200.0,1200.0,1637.782262130504,0.0,0.02010659989900887,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,-0.0,2.4424906541753444e-15,2.0354088784794535e-12
N_free,start_time_v1,free,2025-03-22,80,issued,,1200.0,10800.0,1200.0,1200.0,1660.388127748635,0.0,0.035814400063827634,0.0,0.0,0.0,7.958078640513122e-13,0.0,0.0,0.0,1.4779288903810084e-12,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-03-23,81,issued,,1200.0,10800.0,1200.0,1200.0,2286.319297995931,0.0,0.025896900100633502,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-03-24,82,issued,,1200.0,10800.0,1200.0,1200.0,1613.0212521347084,0.0,0.030441199894994497,0.0,-7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-16,1.850371707708594e-13
N_free,start_time_v1,free,2025-03-25,83,issued,,1200.0,10800.0,1200.0,1200.0,1551.067691574402,0.0,0.025437199976295233,0.0,0.0,1.1368683772161603e-13,8.171241461241152e-13,0.0,0.0,0.0,0.0,-0.0,4.884981308350689e-15,0.0
N_free,start_time_v1,free,2025-03-26,84,issued,,1200.0,10800.0,1200.0,1200.0,1551.7558005340513,0.0,0.03472879994660616,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,3.0188038360379463e-15,7.401486830834376e-13
N_free,start_time_v1,free,2025-03-27,85,issued,,1200.0,10800.0,1200.0,1200.0,1792.7314290354698,0.0,0.024047299986705184,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,6.661338147750939e-15,5.551115123125782e-12
N_free,start_time_v1,free,2025-03-28,86,issued,,1200.0,10800.0,1200.0,1200.0,1724.2417014850887,0.0,0.023820099886506796,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,1.0608403044898296e-11,-0.0,1.7252865802674933e-13,1.4377388168895775e-10
N_free,start_time_v1,free,2025-03-29,87,issued,,1200.0,10800.0,1200.0,1200.0,2206.5955310553213,0.0,0.020966799929738045,0.0,0.0,7.105427357601002e-15,8.526512829121202e-13,0.0,0.0,0.0,0.0,-0.0,1.7763568394002505e-15,0.0
N_free,start_time_v1,free,2025-03-30,88,issued,,1200.0,10800.0,1200.0,1200.0,1896.453358912229,0.0,0.024656499968841672,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,-0.0,8.881784197001252e-16,0.0
N_free,start_time_v1,free,2025-03-31,89,issued,,1200.0,10800.0,1200.0,1200.0,1919.024605950884,0.0,0.025777400005608797,0.0,-7.275957614183426e-12,1.1368683772161603e-13,1.0231815394945443e-12,0.0,0.0,0.0,0.0,-0.0,3.3306690738754696e-15,0.0
N_free,start_time_v1,free,2025-04-01,90,issued,,1200.0,10800.0,1200.0,1200.0,1798.6036683403054,0.0,0.025032800156623125,0.0,7.275957614183426e-12,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,3.9968028886505635e-15,3.3306690738754692e-12
N_free,start_time_v1,free,2025-04-02,91,issued,,1200.0,10800.0,1200.0,1200.0,1623.2717582165474,0.0,0.023796199820935726,0.0,0.0,1.1368683772161603e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,-0.0,2.220446049250313e-16,1.850371707708594e-13
N_free,start_time_v1,free,2025-04-03,92,issued,,1200.0,10800.0,1200.0,1200.0,1782.7210878116823,0.0,0.027883700095117092,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,-0.0,9.852330703364078e-16,8.210275586136731e-13
N_free,start_time_v1,free,2025-04-04,93,issued,,1200.0,10800.0,1200.0,1200.0,1812.0700536050558,0.0,0.03196190018206835,0.0,0.0,1.1368683772161603e-13,1.2505552149377763e-12,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-04-05,94,issued,,1200.0,10800.0,1200.0,1200.0,2037.322009428791,0.0,0.05189820006489754,0.0,0.0,5.684341886080802e-14,1.7621459846850485e-12,0.0,0.0,0.0,1.9610979506978765e-12,-0.0,0.0,0.0
N_free,start_time_v1,free,2025-04-06,95,issued,,1200.0,10800.0,1200.0,1200.0,1707.7867809916872,0.0,0.020247400039806962,0.0,0.0,1.1368683772161603e-13,8.810729923425242e-13,0.0,0.0,0.0,0.0,-0.0,3.3306690738754696e-15,2.775557561562891e-12
