date,accepted,n_slots,old_versions,mean_abs_delta_pv_kW,max_abs_delta_pv_kW,mean_abs_delta_net_kWh,mean_abs_delta_rho_kWh,mean_abs_delta_protected_kWh,max_abs_delta_protected_kWh
2025-10-31,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-01,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-02,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-03,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-04,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-05,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-06,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-07,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-08,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-09,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-10,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-12,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-13,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-14,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-15,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-16,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-17,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-19,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-20,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-21,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-22,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-23,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-24,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-25,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-26,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-27,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-28,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-29,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-30,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-01,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-07,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-08,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-12,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-13,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-14,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-18,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-20,True,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-21,False,37,12:00,0.0,0.0,0.0,0.0,0.0,0.0
