strategy_id,time_version,publication_date,template_slot,source_label,interval_start,price_yuan_kWh,planned_kWh,emergency_kWh,planned_cost_yuan,emergency_cost_yuan,nominal_state_start_kWh,nominal_state_end_kWh,actual_state_start_kWh,actual_state_end_kWh,terminal_target_kWh
N_fixed6000,start_time_v1,2025-01-02,16,00:50,2025-01-02 02:50:00,0.4335,0.0,677.9054333333333,0.0,1469.36002675,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,17,00:00,2025-01-02 03:00:00,0.4357,0.0,653.24,0.0,1423.08334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,18,00:10,2025-01-02 03:10:00,0.4374,0.0,678.0538333333333,0.0,1482.9037335,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,19,00:20,2025-01-02 03:20:00,0.4371,0.0,690.0798666666666,0.0,1508.1695485999996,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,20,00:30,2025-01-02 03:30:00,0.4356,0.0,676.8533333333332,0.0,1474.1865599999999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,21,00:40,2025-01-02 03:40:00,0.4353,0.0,689.7840166666666,0.0,1501.3149122749999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,22,00:50,2025-01-02 03:50:00,0.436,0.0,713.8835166666665,0.0,1556.2660663333331,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,23,00:00,2025-01-02 04:00:00,0.4378,0.0,721.8299999999999,0.0,1580.0858699999999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,24,00:10,2025-01-02 04:10:00,0.4401,0.0,704.1930833333332,0.0,1549.5768798749996,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,25,00:20,2025-01-02 04:20:00,0.4389,0.0,700.3314999999999,0.0,1536.8774767499997,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,26,00:30,2025-01-02 04:30:00,0.4364,0.0,712.3166666666666,0.0,1554.2749666666666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,27,00:40,2025-01-02 04:40:00,0.4393,0.0,703.1725333333334,0.0,1544.5184694666668,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,28,00:50,2025-01-02 04:50:00,0.4422,0.0,678.2314166666666,0.0,1499.5696622499997,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,29,00:00,2025-01-02 05:00:00,0.4395,0.0,671.8249999999999,0.0,1476.3354375,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,30,00:10,2025-01-02 05:10:00,0.4333,0.0,710.4921833333333,0.0,1539.2813151916666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,31,00:20,2025-01-02 05:20:00,0.4439,0.0,721.7514333333334,0.0,1601.9273062833333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,32,00:30,2025-01-02 05:30:00,0.4301,0.0,691.5216666666666,0.0,1487.1173441666665,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,33,00:40,2025-01-02 05:40:00,0.3713,0.0,688.3839833333333,0.0,1277.9848650583333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,34,00:50,2025-01-02 05:50:00,0.5708,0.0,773.6214333333334,0.0,2207.9155707333334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,35,01:00,2025-01-02 06:00:00,0.9099,0.0,901.9316666666666,0.0,4103.3381174999995,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,36,01:10,2025-01-02 06:10:00,0.9368,0.0,956.3955333333333,0.0,4479.7566781333335,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,37,01:20,2025-01-02 06:20:00,0.8758,0.0,949.2315166666667,0.0,4156.684811483334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,38,01:30,2025-01-02 06:30:00,0.8759,0.0,922.9433333333333,0.0,4042.030328333333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,39,01:40,2025-01-02 06:40:00,0.8601,0.0,909.2691666666666,0.0,3910.3120512499995,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,40,01:50,2025-01-02 06:50:00,0.8442,0.0,913.9334166666665,0.0,3857.7129517499993,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,41,01:00,2025-01-02 07:00:00,0.8334,0.0,922.37375,0.0,3843.53141625,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,42,01:10,2025-01-02 07:10:00,0.8092,0.0,897.1297333333333,0.0,3629.786901066667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,43,01:20,2025-01-02 07:20:00,0.7972,0.0,870.7235166666667,0.0,3470.7039374333335,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,44,01:30,2025-01-02 07:30:00,0.7644,0.0,810.8829166666666,0.0,3099.1945074999994,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,45,01:40,2025-01-02 07:40:00,0.6899,0.0,684.2293166666666,0.0,2360.2490278416662,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,46,01:50,2025-01-02 07:50:00,0.86,0.0,746.6174666666666,0.0,3210.4551066666663,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,47,01:00,2025-01-02 08:00:00,1.1617,0.0,944.9020833333334,0.0,5488.463751041667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,48,01:10,2025-01-02 08:10:00,1.1683,0.0,949.8879166666666,0.0,5548.770265208333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,49,01:20,2025-01-02 08:20:00,1.0956,0.0,853.4746166666666,0.0,4675.333950099999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,50,01:30,2025-01-02 08:30:00,1.0849,0.0,780.8137499999999,0.0,4235.524186874999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,51,01:40,2025-01-02 08:40:00,1.061,0.0,759.0293666666666,0.0,4026.6507901666664,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,52,01:50,2025-01-02 08:50:00,1.043,0.0,730.41405,0.0,3809.1092707499993,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,53,01:00,2025-01-02 09:00:00,1.036,0.0,671.33125,0.0,3477.495875,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,54,01:10,2025-01-02 09:10:00,1.0147,0.0,610.1347333333333,0.0,3095.5185695666664,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,55,01:20,2025-01-02 09:20:00,0.9922,0.0,564.53225,0.0,2800.64449225,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,56,01:30,2025-01-02 09:30:00,0.97,0.0,529.8137499999999,0.0,2569.5966874999995,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,57,01:40,2025-01-02 09:40:00,0.9422,0.0,491.9351499999999,0.0,2317.5064916499996,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,58,01:50,2025-01-02 09:50:00,0.9569,0.0,474.2261333333334,0.0,2268.9349349333334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,59,01:00,2025-01-02 10:00:00,0.9977,0.0,465.83125,0.0,2323.799190625,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,60,01:10,2025-01-02 10:10:00,0.9919,0.0,426.9711666666667,0.0,2117.5635010833334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,61,01:20,2025-01-02 10:20:00,0.9588,0.0,377.06360000000006,0.0,1807.6428984000001,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,62,01:30,2025-01-02 10:30:00,0.9549,0.0,349.34833333333336,0.0,1667.9636175,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,63,01:40,2025-01-02 10:40:00,0.9839,0.0,356.48984999999993,0.0,1753.7518170749997,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,64,01:50,2025-01-02 10:50:00,0.799,0.0,337.7988833333332,0.0,1349.5065389166662,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,65,01:00,2025-01-02 11:00:00,0.5025,0.0,285.1479166666666,0.0,716.4341406249998,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,66,01:10,2025-01-02 11:10:00,0.4662,0.0,252.58943333333337,0.0,588.7859691000001,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,67,01:20,2025-01-02 11:20:00,0.5007,0.0,258.3222666666667,0.0,646.7097946,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,68,01:30,2025-01-02 11:30:00,0.4827,0.0,287.2437499999999,0.0,693.2627906249998,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,69,01:40,2025-01-02 11:40:00,0.4785,0.0,301.9340166666666,0.0,722.3771348749998,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,70,01:50,2025-01-02 11:50:00,0.4662,0.0,272.0259166666666,0.0,634.0924117499998,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,71,02:00,2025-01-02 12:00:00,0.4432,0.0,216.59666666666664,0.0,479.9782133333332,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,72,02:10,2025-01-02 12:10:00,0.4411,0.0,189.43033333333338,0.0,417.78860016666675,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,73,02:20,2025-01-02 12:20:00,0.4551,0.0,193.3516000000001,0.0,439.97156580000023,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,74,02:30,2025-01-02 12:30:00,0.4463,0.0,215.70499999999993,0.0,481.34570749999983,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,75,02:40,2025-01-02 12:40:00,0.4113,0.0,239.18693333333323,0.0,491.88792839999974,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,76,02:50,2025-01-02 12:50:00,0.5682,0.0,238.68364999999994,0.0,678.1002496499999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,77,02:00,2025-01-02 13:00:00,0.8279,0.0,230.50041666666658,0.0,954.1564747916663,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,78,02:10,2025-01-02 13:10:00,0.8636,0.0,251.6634666666667,0.0,1086.6828490666667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,79,02:20,2025-01-02 13:20:00,0.8416,0.0,252.29824999999997,0.0,1061.671036,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,80,02:30,2025-01-02 13:30:00,0.8618,0.0,242.32291666666666,0.0,1044.1694479166665,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,81,02:40,2025-01-02 13:40:00,0.8623,0.0,282.3760166666667,0.0,1217.4641958583334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,82,02:50,2025-01-02 13:50:00,0.9026,0.0,311.9625666666667,0.0,1407.8870633666666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,83,02:00,2025-01-02 14:00:00,0.9754,0.0,329.5466666666666,0.0,1607.1990933333332,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,84,02:10,2025-01-02 14:10:00,1.0002,0.0,390.83575,0.0,1954.56958575,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,85,02:20,2025-01-02 14:20:00,0.9978,0.0,424.7487666666667,0.0,2119.0715969000003,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,86,02:30,2025-01-02 14:30:00,1.0271,0.0,436.9904166666666,0.0,2244.1642847916664,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,87,02:40,2025-01-02 14:40:00,1.0906,0.0,504.4937,0.0,2751.0041461,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,88,02:50,2025-01-02 14:50:00,0.9376,0.0,555.60065,0.0,2604.6558471999997,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,89,02:00,2025-01-02 15:00:00,0.6694,0.0,580.1608333333334,0.0,1941.7983091666667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,90,02:10,2025-01-02 15:10:00,0.66,0.0,634.7300833333334,0.0,2094.6092750000003,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,91,02:20,2025-01-02 15:20:00,0.7217,0.0,648.7390833333333,0.0,2340.974982208333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,92,02:30,2025-01-02 15:30:00,0.7308,0.0,643.4670833333332,0.0,2351.2287224999995,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,93,02:40,2025-01-02 15:40:00,0.7534,0.0,714.4864833333334,0.0,2691.4705827166663,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,94,02:50,2025-01-02 15:50:00,0.7823,0.0,761.64585,0.0,2979.1777422749997,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,95,02:00,2025-01-02 16:00:00,0.8055,0.0,771.2733333333332,0.0,3106.303349999999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,96,02:10,2025-01-02 16:10:00,0.8271,0.0,830.2042333333334,0.0,3433.30960695,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,97,02:20,2025-01-02 16:20:00,0.8519,0.0,883.4528499999999,0.0,3763.0674145749995,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,98,02:30,2025-01-02 16:30:00,0.8791,0.0,913.5924999999999,0.0,4015.6958337499996,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,99,02:40,2025-01-02 16:40:00,0.9024,0.0,963.6538499999999,0.0,4348.0061712,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,100,02:50,2025-01-02 16:50:00,0.9163,0.0,1020.2799166666666,0.0,4674.412438208333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,101,02:00,2025-01-02 17:00:00,0.9264,0.0,1051.8458333333333,0.0,4872.149899999999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,102,02:10,2025-01-02 17:10:00,0.9462,0.0,1035.9547499999999,0.0,4901.10192225,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,103,02:20,2025-01-02 17:20:00,0.9742,0.0,1021.7285333333334,0.0,4976.8396858666665,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,104,02:30,2025-01-02 17:30:00,0.9862,0.0,1030.8716666666664,0.0,5083.228188333332,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,105,02:40,2025-01-02 17:40:00,0.976,0.0,1045.9988666666666,0.0,5104.474469333333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,106,02:50,2025-01-02 17:50:00,1.0742,0.0,958.1502833333334,0.0,5146.225171783334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,107,03:00,2025-01-02 18:00:00,1.2313,0.0,804.2149999999999,0.0,4951.1496475,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,108,03:10,2025-01-02 18:10:00,1.2561,0.0,743.7868,0.0,4671.352997399999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,109,03:20,2025-01-02 18:20:00,1.2447,0.0,747.9268833333332,0.0,4654.722958424999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,110,03:30,2025-01-02 18:30:00,1.2545,0.0,755.225,0.0,4737.1488125,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,111,03:40,2025-01-02 18:40:00,1.2522,0.0,738.8777833333334,0.0,4626.11380145,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,112,03:50,2025-01-02 18:50:00,1.2881,0.0,741.0313333333334,0.0,4772.612302333334,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,113,03:00,2025-01-02 19:00:00,1.3466,0.0,753.7816666666665,0.0,5075.211961666666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,114,03:10,2025-01-02 19:10:00,1.3523,0.0,727.5680166666666,0.0,4919.451144691667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,115,03:20,2025-01-02 19:20:00,1.3445,0.0,712.1621166666666,0.0,4787.509829291666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,116,03:30,2025-01-02 19:30:00,1.3483,0.0,727.6233333333332,0.0,4905.272701666666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,117,03:40,2025-01-02 19:40:00,1.349,0.0,743.2633166666666,0.0,5013.311070916666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,118,03:50,2025-01-02 19:50:00,1.3473,0.0,747.32795,0.0,5034.374735175,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,119,03:00,2025-01-02 20:00:00,1.3482,0.0,751.5433333333333,0.0,5066.153609999999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,120,03:10,2025-01-02 20:10:00,1.3513,0.0,770.4769166666666,0.0,5205.727287458332,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,121,03:20,2025-01-02 20:20:00,1.34,0.0,760.1000999999999,0.0,5092.6706699999995,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,122,03:30,2025-01-02 20:30:00,1.3489,0.0,720.5766666666666,0.0,4859.929328333333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,123,03:40,2025-01-02 20:40:00,1.3952,0.0,704.1293000000001,0.0,4912.0059968000005,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,124,03:50,2025-01-02 20:50:00,1.2226,0.0,733.0050833333332,0.0,4480.860074416666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,125,03:00,2025-01-02 21:00:00,0.9332,0.0,774.7116666666667,0.0,3614.8046366666667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,126,03:10,2025-01-02 21:10:00,0.9068,0.0,772.2666666666667,0.0,3501.4570666666664,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,127,03:20,2025-01-02 21:20:00,0.9371,0.0,756.4289666666666,0.0,3544.2479233166664,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,128,03:30,2025-01-02 21:30:00,0.9371,0.0,764.8116666666666,0.0,3583.5250641666667,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,129,03:40,2025-01-02 21:40:00,0.9871,0.0,792.1586333333332,0.0,3909.698934816666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,130,03:50,2025-01-02 21:50:00,0.7764,0.0,731.3947166666667,0.0,2839.2742901,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,131,03:00,2025-01-02 22:00:00,0.4209,0.0,615.9116666666666,0.0,1296.1861025,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,132,03:10,2025-01-02 22:10:00,0.3859,0.0,591.5880999999999,0.0,1141.4692389499999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,133,03:20,2025-01-02 22:20:00,0.4368,0.0,594.7760999999999,0.0,1298.9910024,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,134,03:30,2025-01-02 22:30:00,0.4198,0.0,587.8716666666667,0.0,1233.9426283333335,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,135,03:40,2025-01-02 22:40:00,0.4186,0.0,596.2832333333333,0.0,1248.0208073666668,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,136,03:50,2025-01-02 22:50:00,0.4241,0.0,579.7073333333333,0.0,1229.2694003333331,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,137,03:00,2025-01-02 23:00:00,0.4237,0.0,553.935,0.0,1173.5112975,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,138,03:10,2025-01-02 23:10:00,0.4248,0.0,579.7343833333333,0.0,1231.3558302000001,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,139,03:20,2025-01-02 23:20:00,0.424,0.0,606.8232499999999,0.0,1286.4652899999999,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,140,03:30,2025-01-02 23:30:00,0.422,0.0,616.8266666666666,0.0,1301.5042666666666,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,141,03:40,2025-01-02 23:40:00,0.424,0.0,628.2881666666666,0.0,1331.970913333333,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,142,03:50,2025-01-02 23:50:00,0.4271,0.0,571.367,0.0,1220.1542285,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-02,143,0:00+1,2025-01-03 00:00:00,0.4276,0.0,486.52,0.0,1040.17976,6000.0,6000.0,1200.0,1200.0,
N_fixed6000,start_time_v1,2025-01-03,0,00:10,2025-01-03 00:10:00,0.4248,1437.0918166666668,0.0,610.4766037200001,0.0,1200.0,1950.0000000000002,1200.0,1950.0,
N_fixed6000,start_time_v1,2025-01-03,1,00:20,2025-01-03 00:20:00,0.4245,1437.1268499999999,0.0,610.0603478249999,0.0,1950.0000000000002,2700.0,1950.0,2700.0,
N_fixed6000,start_time_v1,2025-01-03,2,00:30,2025-01-03 00:30:00,0.4269,1451.3716666666664,0.0,619.5905644999999,0.0,2700.0,3450.0,2700.0,3450.0,
N_fixed6000,start_time_v1,2025-01-03,3,00:40,2025-01-03 00:40:00,0.4272,1458.4204333333332,0.0,623.0372091199999,0.0,3450.0,4200.0,3450.0,4200.0,
N_fixed6000,start_time_v1,2025-01-03,4,00:50,2025-01-03 00:50:00,0.4271,1447.4839666666667,0.0,618.2204021633333,0.0,4200.0,4950.0,4200.0,4950.0,
N_fixed6000,start_time_v1,2025-01-03,5,00:00,2025-01-03 01:00:00,0.4285,1440.6899999999998,0.0,617.335665,0.0,4950.0,5700.0,4950.0,5700.0,
N_fixed6000,start_time_v1,2025-01-03,6,00:10,2025-01-03 01:10:00,0.4311,1301.5496666666666,0.0,561.0980612999999,0.0,5700.0,6300.0,5700.0,6435.992535,
